Date,GRADE,GPS,CHRW,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1997-10-16,,,3.4950978755950928,,,,,,
1997-10-17,,,3.437485933303833,,,,,,
1997-10-20,,,3.399077892303467,,,,,,
1997-10-21,,,3.437485933303833,,,,,,
1997-10-22,,,3.514300346374512,3.4566895961761475,,,,,
1997-10-23,,,3.437485933303833,3.4451672077178954,,,,,
1997-10-24,,,3.514300346374512,3.460530090332031,,,,,
1997-10-27,,,3.331864833831787,3.4470874786376955,,,,,
1997-10-28,,,3.437485933303833,3.4470874786376955,,,,,
1997-10-29,,,3.475892305374145,3.4394058704376222,3.448047733306885,,,,
1997-10-30,,,3.379873991012573,3.42788348197937,3.436525344848633,,,,
1997-10-31,,,3.379873991012573,3.4009982109069825,3.430764150619507,,,,
1997-11-03,,,3.523901462554932,3.4394055366516114,3.4432465076446532,,,,
1997-11-04,,,3.55270791053772,3.4624499320983886,3.454768705368042,,,,
1997-11-05,,,3.629524946212769,3.4931764602661133,3.4662911653518678,,,,
1997-11-06,,,3.84076738357544,3.5853551387786866,3.5066193103790284,,,,
1997-11-07,,,3.955987930297852,3.7005779266357424,3.550788068771362,,,,
1997-11-10,,,3.7831544876098633,3.7524285316467285,3.5959170341491697,,,,
1997-11-11,,,3.6871354579925537,3.7793140411376953,3.620881986618042,,,,
1997-11-12,,,3.4950978755950928,3.7524286270141602,3.6228025436401365,3.535425138473511,,,
1997-11-13,,,3.379873991012573,3.660249948501587,3.6228025436401365,3.5296639442443847,,,
1997-11-14,,,3.341465950012207,3.537345552444458,3.6189617395401,3.5248629450798035,,,
1997-11-17,,,3.5719103813171387,3.495096731185913,3.6237626314163207,3.533504569530487,,,
1997-11-18,,,3.514300346374512,3.4605297088623046,3.619921875,3.537345290184021,,,
1997-11-19,,,3.418281316757202,3.4451663970947264,3.5987975120544435,3.5325443387031554,,,
1997-11-20,,,3.418281316757202,3.4528478622436523,3.55654890537262,3.531584107875824,,,
1997-11-21,,,3.399077892303467,3.4643702507019043,3.5008579015731813,3.5258229851722716,,,
1997-11-24,,,3.399077892303467,3.42980375289917,3.4624502420425416,3.529183638095856,,,
1997-11-25,,,3.389475107192993,3.404838705062866,3.4326842069625854,3.5267830967903135,,,
1997-11-26,,,3.228644371032715,3.3669113159179687,3.4060388565063477,3.5144207000732424,,,
1997-11-27,,,3.228644371032715,3.328983926773071,3.3909158945083617,3.5068592190742494,,,
1997-11-28,,,3.226243734359741,3.2944170951843263,3.3793936729431153,3.499177706241608,,,
1997-12-01,,,3.23584532737732,3.2617705821990968,3.3457871675491333,3.4847748994827272,,,
1997-12-02,,,3.2838542461395264,3.240646409988403,3.322742557525635,3.4713322162628173,,,
1997-12-03,,,3.379873991012573,3.270892333984375,3.3189018249511717,3.4588496685028076,,,
1997-12-04,,,3.408679723739624,3.306899404525757,3.317941665649414,3.437245285511017,,,
1997-12-05,,,3.4950978755950928,3.360670232772827,3.3275436639785765,3.414200782775879,,,
1997-12-08,,,3.514300346374512,3.4163612365722655,3.339065909385681,3.400758075714111,,,
1997-12-09,,,3.437485933303833,3.4470875740051268,3.343866991996765,3.3882755994796754,,,
1997-12-10,,,3.3119397163391118,3.4335007190704347,3.352196526527405,3.379117691516876,,,
1997-12-11,,,3.273428440093994,3.4064504623413088,3.3566749334335326,3.373795413970947,,,
1997-12-12,,,3.1771514415740967,3.3428611755371094,3.3517657041549684,3.3655796885490417,,,
1997-12-15,,,3.215662002563477,3.2831335067749023,3.349747371673584,3.3477672696113587,,,
1997-12-16,,,3.215662002563477,3.238768720626831,3.342928147315979,3.332835352420807,,,
1997-12-17,,,3.100128650665283,3.196406507492066,3.31495361328125,3.3169277191162108,,,
1997-12-18,,,3.0808730125427246,3.1578954219818116,3.28217294216156,3.3000573039054872,,,
1997-12-19,,,3.042364835739136,3.130938100814819,3.2368996381759643,3.2822216510772706,,,
1997-12-22,,,3.1193854808807373,3.1116827964782714,3.197408151626587,3.268237030506134,,,
1997-12-23,,,3.0808730125427246,3.084724998474121,3.161746859550476,3.2528069257736205,,,
1997-12-24,,,3.042364835739136,3.0731722354888915,3.1347893714904784,3.2434929490089415,3.3927750062942503,,
1997-12-25,,,3.042364835739136,3.065470600128174,3.1116830110549927,3.234178972244263,3.383720345497131,,
1997-12-26,,,3.1193854808807373,3.0808747291564944,3.1059064149856566,3.2288360595703125,3.3773583364486695,,
1997-12-29,,,3.2541732788085938,3.107832288742066,3.1097575426101685,3.2297524571418763,3.374460244178772,,
1997-12-30,,,3.2541732788085938,3.1424923419952395,3.1136086702346804,3.2282684087753295,3.3707939910888673,,
1997-12-31,,,3.446726083755493,3.2233645915985107,3.1482684135437013,3.2316110134124756,3.3694425058364867,,
1998-01-01,,,3.446726083755493,3.3042368412017824,3.184853720664978,3.233513331413269,3.36962730884552,,
1998-01-02,,,3.562260150909424,3.3928117752075195,3.2368432521820067,3.2368714451789855,3.3705865049362185,,
1998-01-05,,,3.465981960296631,3.435173511505127,3.271502900123596,3.2344555258750916,3.373268847465515,,
1998-01-06,,,3.3408238887786865,3.4525036334991457,3.2974979877471924,3.2296224236488342,3.371335606575012,,
1998-01-07,,,3.4274721145629883,3.4486528396606446,3.3360087156295775,3.235399043560028,3.370367202758789,,
1998-01-08,,,3.5430054664611816,3.4679087162017823,3.386072778701782,3.2488778948783876,3.373629832267761,,
1998-01-09,,,3.3889615535736084,3.433248996734619,3.4130303859710693,3.259468400478363,3.373811583518982,,
1998-01-12,,,3.292682886123657,3.3985891819000242,3.4168813467025756,3.2633194446563722,3.3691872119903565,,
1998-01-13,,,3.3504507541656494,3.400514554977417,3.4265090942382814,3.270058882236481,3.365142068862915,,
1998-01-14,,,3.3023128509521484,3.375482702255249,3.4120677709579468,3.280168092250824,3.358597826957703,,
1998-01-15,,,3.3119397163391118,3.329269552230835,3.3985891342163086,3.291721427440643,3.348021273612976,,
1998-01-16,,,3.4274721145629883,3.336971664428711,3.385110330581665,3.3109767913818358,3.337450957298279,,
1998-01-19,,,3.4274721145629883,3.363929510116577,3.3812593460083007,3.3263811230659486,3.330337309837341,,
1998-01-20,,,3.562260150909424,3.406291389465332,3.4034029722213743,3.3504504799842834,3.327839803695679,,
1998-01-21,,,3.5430054664611816,3.4544299125671385,3.414956307411194,3.375482511520386,3.3287979555130005,,
1998-01-22,,,3.485236883163452,3.489089345932007,3.409179449081421,3.3976261138916017,3.330905213356018,,
1998-01-23,,,3.581515073776245,3.519897937774658,3.4284348011016847,3.420732593536377,3.335706195831299,,
1998-01-26,,,3.523749351501465,3.5391533851623533,3.4515414476394652,3.4342113971710204,3.3347429752349855,,
1998-01-27,,,3.465981960296631,3.5198977470397947,3.4630945682525636,3.4448018312454223,3.333776607513428,,
1998-01-28,,,3.485236883163452,3.508344030380249,3.481386971473694,3.4467273712158204,3.3351157188415526,,
1998-01-29,,,3.523749351501465,3.5160465240478516,3.502567934989929,3.450578534603119,3.337225079536438,,
1998-01-30,,,3.523749351501465,3.5044933795928954,3.512195658683777,3.448652994632721,3.3397185087203978,,
1998-02-02,,,3.6970481872558594,3.5391531467437742,3.539153265953064,3.4602063059806825,3.3456779146194457,,
1998-02-03,,,3.6970481872558594,3.58536639213562,3.5526320695877076,3.478017520904541,3.351829376220703,,
1998-02-04,,,3.6392807960510254,3.6161751747131348,3.5622596025466917,3.488607954978943,3.360042104721069,,
1998-02-05,,,3.620026826858521,3.635430669784546,3.5757385969161986,3.4924590229988097,3.3678697538375855,,
1998-02-06,,,3.658537387847901,3.662388277053833,3.583440828323364,3.5059378147125244,3.3765156269073486,,
1998-02-09,,,3.7355589866638175,3.670090436935425,3.6046217918395995,3.5280816197395324,3.3865099000930785,,
1998-02-10,,,3.8510940074920654,3.700899600982666,3.6431329965591432,3.553113782405853,3.397854695320129,,
1998-02-11,,,3.5430054664611816,3.6816445350646974,3.648909854888916,3.565148413181305,3.4011173248291016,,
1998-02-12,,,3.6392807960510254,3.6854953289031984,3.660462999343872,3.5815154671669007,3.4057293462753297,,
