Date,GRADE,GPS,NSC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.3589775562286377,,,,,,
1983-11-22,,,2.368051767349243,,,,,,
1983-11-23,,,2.3136136531829834,,,,,,
1983-11-24,,,2.3136136531829834,,,,,,
1983-11-25,,,2.304541826248169,2.3317596912384033,,,,,
1983-11-28,,,2.277321577072144,2.3154284954071045,,,,,
1983-11-29,,,2.309077739715576,2.303633689880371,,,,,
1983-11-30,,,2.2954680919647217,2.300004577636719,,,,,
1983-12-01,,,2.277321577072144,2.292746162414551,,,,,
1983-12-02,,,2.2546379566192627,2.2827653884887695,2.3072625398635864,,,,
1983-12-05,,,2.2546379566192627,2.2782286643981933,2.296828579902649,,,,
1983-12-06,,,2.259176731109619,2.268248462677002,2.2859410762786867,,,,
1983-12-07,,,2.281859874725342,2.265526819229126,2.2827656984329225,,,,
1983-12-08,,,2.327223300933838,2.275507164001465,2.2841266632080077,,,,
1983-12-09,,,2.2954680919647217,2.2836731910705566,2.2832192897796633,,,,
1983-12-12,,,2.318150758743286,2.2963757514953613,2.2873022079467775,,,,
1983-12-13,,,2.309077739715576,2.3063559532165527,2.2873022079467775,,,,
1983-12-14,,,2.304541826248169,2.310892343521118,2.288209581375122,,,,
1983-12-15,,,2.263711929321289,2.2981900691986086,2.286848616600037,,,,
1983-12-16,,,2.263711929321289,2.291838836669922,2.287756013870239,2.2975092768669128,,,
1983-12-19,,,2.2954680919647217,2.287302303314209,2.291839027404785,2.294333803653717,,,
1983-12-20,,,2.2909305095672607,2.2836728572845457,2.2950144052505492,2.2904777407646177,,,
1983-12-21,,,2.2909305095672607,2.280950593948364,2.295921468734741,2.2893435835838316,,,
1983-12-22,,,2.2682480812072754,2.2818578243255616,2.290023946762085,2.2870753049850463,,,
1983-12-23,,,2.281859874725342,2.285487413406372,2.288663125038147,2.285941207408905,,,
1983-12-26,,,2.281859874725342,2.282765769958496,2.2850340366363526,2.286168122291565,,,
1983-12-27,,,2.2909305095672607,2.282765769958496,2.283219313621521,2.285260760784149,,,
1983-12-28,,,2.2909305095672607,2.282765769958496,2.2818581819534303,2.285033881664276,,,
1983-12-29,,,2.281859874725342,2.2854881286621094,2.2836729764938353,2.285260796546936,,,
1983-12-30,,,2.2909305095672607,2.287302255630493,2.2863948345184326,2.287075424194336,,,
1984-01-02,,,2.2909305095672607,2.289116382598877,2.2859410762786867,2.2888900518417357,,,
1984-01-03,,,2.277321577072144,2.286394596099854,2.284580183029175,2.289797294139862,,,
1984-01-04,,,2.2909305095672607,2.2863945960998535,2.284580183029175,2.290250825881958,,,
1984-01-05,,,2.2909305095672607,2.2882087230682373,2.2868484258651733,2.2884361863136293,,,
1984-01-06,,,2.263711929321289,2.282765007019043,2.285033631324768,2.2868483781814577,,,
1984-01-09,,,2.263711929321289,2.277321290969849,2.283218836784363,2.2841264367103578,,,
1984-01-10,,,2.263711929321289,2.2745993614196776,2.2804969787597655,2.2818581461906433,,,
1984-01-11,,,2.272785425186157,2.270970344543457,2.2786824703216553,2.2802703261375425,,,
1984-01-12,,,2.304541826248169,2.2736926078796387,2.280950665473938,2.2823118209838866,,,
1984-01-13,,,2.300004482269287,2.2809511184692384,2.2818580627441407,2.2841264486312864,,,
1984-01-16,,,2.277321577072144,2.283673048019409,2.280497169494629,2.2832191228866576,,,
1984-01-17,,,2.300004482269287,2.290931558609009,2.2827654600143434,2.283672821521759,,,
1984-01-18,,,2.2909305095672607,2.2945605754852294,2.2827654600143434,2.283672821521759,,,
1984-01-19,,,2.2863948345184326,2.2909311771392824,2.2823118925094605,2.2845801591873167,,,
1984-01-20,,,2.272785425186157,2.2854873657226564,2.283219242095947,2.2841264367103578,,,
1984-01-23,,,2.263711929321289,2.282765436172485,2.283219242095947,2.283219039440155,,,
1984-01-24,,,2.259176731109619,2.274599885940552,2.2827657222747804,2.281631350517273,,,
1984-01-25,,,2.2863948345184326,2.273692750930786,2.2841266632080077,2.2814045667648317,,,
1984-01-26,,,2.2863948345184326,2.273692750930786,2.282311964035034,2.281631314754486,,,
1984-01-27,,,2.2863948345184326,2.276414632797241,2.280950999259949,2.2814045310020448,2.2888444900512694,,
1984-01-30,,,2.2560689449310303,2.2748860359191894,2.2788257360458375,2.2796614527702332,2.2867863178253174,,
1984-01-31,,,2.29742169380188,2.282535028457642,2.2785674571990966,2.28066645860672,2.28537371635437,,
1984-02-01,,,2.2698535919189453,2.279226779937744,2.2764597654342653,2.2796126127243044,2.2844985151290893,,
1984-02-02,,,2.2698535919189453,2.2759185314178465,2.2748056411743165,2.2785587668418885,2.2836233139038087,,
1984-02-03,,,2.24228310585022,2.267096185684204,2.271755409240723,2.277487325668335,2.2823781394958496,,
1984-02-06,,,2.1779568195343018,2.2514737606048585,2.263179898262024,2.2731995701789858,2.2803908443450926,,
1984-02-07,,,2.127413272857666,2.2174720764160156,2.2500035524368287,2.2663846373558045,2.2767575550079346,,
1984-02-08,,,2.0584912300109863,2.175199604034424,2.227213191986084,2.255669927597046,2.27201801776886,,
1984-02-09,,,2.072274923324585,2.135683870315552,2.2058012008666994,2.2440565824508667,2.2679170846939085,,
1984-02-10,,,2.0768699645996094,2.10260124206543,2.1848487138748167,2.232899856567383,2.2643617248535155,,
1984-02-13,,,2.0630857944488525,2.07962703704834,2.165550398826599,2.2221880674362184,2.2605306816101076,,
1984-02-14,,,2.067680597305298,2.067680501937866,2.142576289176941,2.2105718731880186,2.256700758934021,,
1984-02-15,,,2.049302101135254,2.0658426761627195,2.120521140098572,2.1984904527664186,2.2520496034622193,,
1984-02-16,,,2.072274923324585,2.0658426761627195,2.100763273239136,2.187784457206726,2.246950635910034,,
1984-02-17,,,2.0447072982788086,2.0594101428985594,2.0810056924819946,2.1763805508613587,2.2419354200363157,,
1984-02-20,,,2.0447072982788086,2.0557344436645506,2.0676807403564452,2.165430319309235,2.2364665508270263,,
1984-02-21,,,2.0309207439422607,2.0483824729919435,2.0580314874649046,2.154017519950867,2.23090341091156,,
1984-02-22,,,2.0309207439422607,2.044706201553345,2.0552744388580324,2.141243815422058,2.225430989265442,,
1984-02-23,,,2.049302101135254,2.0401116371154786,2.0529771566390993,2.1293891787528993,2.221142792701721,,
1984-02-24,,,2.0952489376068115,2.0502199649810793,2.0548150539398193,2.119831883907318,2.2177735328674317,,
1984-02-27,,,2.1136276721954346,2.0640040397644044,2.0598692417144777,2.1127098202705383,2.214136724472046,,
1984-02-28,,,2.099844455718994,2.077788782119751,2.0630856275558473,2.102830958366394,2.2103150033950807,,
1984-02-29,,,2.072274923324585,2.0860596179962156,2.0653829097747805,2.092952024936676,2.205941891670227,,
1984-03-01,,,2.067680597305298,2.0897353172302244,2.0649234771728517,2.082843375205994,2.2019305419921875,,
1984-03-02,,,2.067680597305298,2.0842216491699217,2.0672208070755005,2.0741132497787476,2.1976469564437866,,
1984-03-05,,,2.072274923324585,2.075951099395752,2.069977569580078,2.068829154968262,2.1934552574157715,,
1984-03-06,,,2.067680597305298,2.0695183277130127,2.073653554916382,2.0658425211906435,2.188990259170532,,
1984-03-07,,,2.05389666557312,2.0658426761627195,2.0759511470794676,2.06561279296875,2.1842495822906494,,
1984-03-08,,,1.998758316040039,2.052058219909668,2.070896768569946,2.0619369626045225,2.1785875511169435,,
1984-03-09,,,2.0125410556793213,2.0410303115844726,2.0626259803771974,2.058720517158508,2.1730197620391847,,
1984-03-12,,,2.049302101135254,2.0364357471466064,2.0561934232711794,2.0580313324928285,2.1681871938705446,,
1984-03-13,,,2.0768699645996094,2.0382736206054686,2.0538959741592406,2.0584908008575438,2.1641781616210936,,
1984-03-14,,,2.081463575363159,2.0437870025634766,2.054814839363098,2.060098874568939,2.1599888229370117,,
1984-03-15,,,2.099844455718994,2.0640042304992674,2.0580312252044677,2.0614773511886595,2.1561671018600466,,
1984-03-16,,,2.145792007446289,2.090654420852661,2.065842366218567,2.0665315866470335,2.1538087034225466,,
1984-03-19,,,2.132007122039795,2.107195425033569,2.071815586090088,2.070896577835083,2.1511746072769165,,
1984-03-20,,,2.1503872871398926,2.121898889541626,2.0800862550735473,2.0768699049949646,2.1489081144332887,,
1984-03-21,,,2.1595780849456787,2.1375217914581297,2.090654397010803,2.0833027720451356,2.146643967628479,,
1984-03-22,,,2.1641716957092285,2.150387239456177,2.107195734977722,2.0890462517738344,2.1438365650177,,
1984-03-23,,,2.1779568195343018,2.156820201873779,2.1237373113632203,2.093181645870209,2.1413956117630004,,
1984-03-26,,,2.1595780849456787,2.1623343944549562,2.1347649097442627,2.095479166507721,2.1390407419204713,,
1984-03-27,,,2.1411983966827397,2.1604966163635253,2.141197752952576,2.097546863555908,2.13586462020874,,
1984-03-28,,,2.1641716957092285,2.1614153385162354,2.1494685649871825,2.1021417021751403,2.1333294439315797,,
1984-03-29,,,2.1595780849456787,2.1604966163635253,2.155441927909851,2.1067365765571595,2.1307931089401246,,
1984-03-30,,,2.1687676906585693,2.1586587905883787,2.157739496231079,2.111790931224823,2.1287127542495727,,
1984-04-02,,,2.1641716957092285,2.159577512741089,2.1609559535980223,2.1163857698440554,2.1267219495773317,,
1984-04-03,,,2.1595780849456787,2.1632534503936767,2.161875033378601,2.120980644226074,2.1247299766540526,,
1984-04-04,,,2.132007122039795,2.15682053565979,2.1591179370880127,2.124886167049408,2.12164222240448,,
1984-04-05,,,2.081463575363159,2.1411976337432863,2.1508471250534056,2.129021430015564,2.1175435972213745,,
1984-04-06,,,2.104438543319702,2.1283318042755126,2.143495297431946,2.133616304397583,2.1139044713974,2.2013744807243345,
1984-04-09,,,2.1090335845947266,2.1173041820526124,2.1384408473968506,2.1366028785705566,2.1109637641906738,2.198875041007996,
1984-04-10,,,2.1503872871398926,2.115466022491455,2.139359736442566,2.1402787446975706,2.108023076057434,2.196698396205902,
1984-04-11,,,2.145792007446289,2.1182229995727537,2.137521767616272,2.143495166301727,2.105541844367981,2.195020179748535,
1984-04-12,,,2.1641716957092285,2.134764623641968,2.137981128692627,2.146711528301239,2.1034282064437866,2.1935257601737974,
1984-04-13,,,2.1136276721954346,2.136602449417114,2.1324671268463136,2.1451033115386964,2.100855097770691,2.19161661863327,
1984-04-16,,,2.1641716957092285,2.1476300716400147,2.1324671268463136,2.146711540222168,2.1005793952941896,2.190485119819641,
1984-04-17,,,2.1595780849456787,2.1494682312011717,2.1324671268463136,2.1471710801124573,2.1012226915359498,2.188990123271942,
1984-04-18,,,2.145792007446289,2.1494682312011717,2.1338456153869627,2.1464817762374877,2.102968707084656,2.187493362426758,
1984-04-19,,,2.1595780849456787,2.148549509048462,2.141657066345215,2.1462520956993103,2.1047147703170777,2.1863159275054933,
1984-04-20,,,2.1595780849456787,2.157739591598511,2.1471710205078125,2.145333158969879,2.106368932723999,2.185365328788757,
1984-04-23,,,2.1595780849456787,2.156820869445801,2.152225470542908,2.145333158969879,2.1082987785339355,2.1844147300720214,
1984-04-24,,,2.132007122039795,2.151306676864624,2.1503874540328978,2.144873595237732,2.1095853090286254,2.1831430339813234,
1984-04-25,,,2.1182243824005127,2.145793151855469,2.1476306915283203,2.1425762295722963,2.110963754653931,2.181506679058075,
1984-04-26,,,2.127413272857666,2.139360189437866,2.143954849243164,2.1409679889678954,2.1120665216445924,2.1795085787773134,
