Date,GRADE,GPS,HRL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.2258757203817367,,,,,,
1983-11-22,,,0.2286646068096161,,,,,,
1983-11-23,,,0.2361007928848266,,,,,,
1983-11-24,,,0.2361007928848266,,,,,,
1983-11-25,,,0.2361007928848266,0.23256854116916653,,,,,
1983-11-28,,,0.2333119809627533,0.23405579328536982,,,,,
1983-11-29,,,0.2370302677154541,0.23572892546653743,,,,,
1983-11-30,,,0.23981873691082,0.23647251427173616,,,,,
1983-12-01,,,0.23981873691082,0.2372161030769348,,,,,
1983-12-02,,,0.240748181939125,0.2381455808877945,0.23535706102848047,,,,
1983-12-05,,,0.23981873691082,0.23944693207740783,0.2367513626813888,,,,
1983-12-06,,,0.23981873691082,0.24000462591648103,0.2378667756915092,,,,
1983-12-07,,,0.2416781634092331,0.24037651121616363,0.23842451274394985,,,,
1983-12-08,,,0.2453961074352264,0.24149198532104493,0.2393540441989898,,,,
1983-12-09,,,0.2444663196802139,0.2422356128692627,0.2401905968785286,,,,
1983-12-12,,,0.2528322637081146,0.24483831822872162,0.24214262515306473,,,,
1983-12-13,,,0.2546910345554352,0.24781277775764465,0.24390870183706284,,,,
1983-12-14,,,0.2574801743030548,0.250973179936409,0.24567484557628633,,,,
1983-12-15,,,0.2584093511104584,0.2535758286714554,0.24753390699625016,,,,
1983-12-16,,,0.2546910345554352,0.25562077164649966,0.24892819225788115,0.24214262664318084,,,
1983-12-19,,,0.2453961074352264,0.25413354039192193,0.24948592931032182,0.24311864599585534,,,
1983-12-20,,,0.2426076531410217,0.2517168641090393,0.24976482093334199,0.2438157983124256,,,
1983-12-21,,,0.243536964058876,0.24892822206020354,0.24995070099830627,0.2441876068711281,,,
1983-12-22,,,0.243536964058876,0.2459537446498871,0.24976478666067123,0.24455941542983056,,,
1983-12-23,,,0.2426076531410217,0.24353706836700434,0.24957892000675203,0.24488475844264027,,,
1983-12-26,,,0.2426076531410217,0.2429793775081634,0.24855645895004272,0.24534954205155368,,,
1983-12-27,,,0.23981873691082,0.24242159426212306,0.24706922918558122,0.245488965511322,,,
1983-12-28,,,0.2323824316263198,0.24019068777561184,0.2445594549179077,0.24511715024709696,,,
1983-12-29,,,0.2314529418945312,0.23777388334274288,0.241863813996315,0.24469886049628253,,,
1983-12-30,,,0.2305234372615814,0.23535704016685483,0.23944705426692964,0.24418762326240534,,,
1984-01-02,,,0.2305234372615814,0.23294019699096674,0.23795978724956507,0.24372285827994342,,,
1984-01-03,,,0.2286646068096161,0.23070937097072597,0.23656548261642452,0.24316515177488324,,,
1984-01-04,,,0.2314529418945312,0.23052347302436824,0.23535708039999004,0.24265389069914814,,,
1984-01-05,,,0.2323824316263198,0.23070937097072597,0.2342416271567344,0.2420032069087028,,,
1984-01-06,,,0.2323824316263198,0.23108116984367366,0.23321910500526424,0.2413990125060081,,,
1984-01-09,,,0.2351714968681335,0.23201078176498408,0.2324754893779754,0.24051597416400905,,,
1984-01-10,,,0.2342418879270553,0.2331262379884719,0.23191780447959895,0.23949351683259007,,,
1984-01-11,,,0.2379598021507263,0.23442761003971097,0.2324755415320396,0.23851749822497365,,,
1984-01-12,,,0.2361007928848266,0.23517128229141226,0.2329403266310691,0.23740207031369204,,,
1984-01-13,,,0.2379598021507263,0.2362867563962936,0.23368396311998357,0.2365655086934566,,,
1984-01-16,,,0.2361007928848266,0.23647261559963223,0.23424169868230815,0.2361007429659366,,,
1984-01-17,,,0.23981873691082,0.23758798539638515,0.23535711169242854,0.23596129715442654,,,
1984-01-18,,,0.2453961074352264,0.23907524645328518,0.23675142824649806,0.23605425432324406,,,
1984-01-19,,,0.2472548931837082,0.24130606651306152,0.2382386744022369,0.2362401507794857,,,
1984-01-20,,,0.2426076531410217,0.24223563671112056,0.2392611965537071,0.2362401507794857,,,
1984-01-23,,,0.2379598021507263,0.24260743856430053,0.23954002708196637,0.23600775822997094,,,
1984-01-24,,,0.243536964058876,0.24335108399391175,0.24046953469514842,0.23619366958737373,,,
1984-01-25,,,0.23981873691082,0.24223560988903045,0.2406554281711578,0.23656548485159873,,,
1984-01-26,,,0.2351714968681335,0.23981893062591547,0.24056249856948853,0.23675141260027882,,,
1984-01-27,,,0.2333119809627533,0.2379597961902618,0.24009771645069122,0.2368908397853374,0.23950279742479322,,
1984-01-30,,,0.2268055826425552,0.23572895228862759,0.2391681954264641,0.2367049470543861,0.23952139467000957,,
1984-01-31,,,0.2258757203817367,0.23219670355319977,0.23777389377355576,0.23656550273299212,0.239465616941452,,
1984-02-01,,,0.2193694114685058,0.2281068384647369,0.2351712241768837,0.23596132621169086,0.23913098931312557,,
1984-02-02,,,0.2202988415956497,0.22513230741024012,0.23247561901807784,0.23535714671015734,0.23881495028734204,,
1984-02-03,,,0.2249461859464645,0.2234591484069824,0.23070947229862213,0.2349853344261646,0.23859185814857478,,
