Date,GRADE,GPS,META,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2012-05-18,,,38.11524200439453,,,,,,
2012-05-21,,,33.9278450012207,,,,,,
2012-05-22,,,30.90694236755371,,,,,,
2012-05-23,,,31.903942108154297,,,,,,
2012-05-24,,,32.930850982666016,33.55696449279785,,,,,
2012-05-25,,,31.814212799072266,32.2967586517334,,,,,
2012-05-28,,,31.814212799072266,31.87403221130371,,,,,
2012-05-29,,,28.753427505493164,31.4433292388916,,,,,
2012-05-30,,,28.105379104614254,30.683616638183594,,,,,
2012-05-31,,,29.51114654541016,29.999675750732422,31.778320121765137,,,,
2012-06-01,,,27.63678932189941,29.164191055297852,30.730474853515624,,,,
2012-06-04,,,26.819250106811523,28.165198516845702,30.019615364074706,,,,
2012-06-05,,,25.79234504699707,27.572982025146484,29.508155632019044,,,,
2012-06-06,,,26.72952079772949,27.297810363769532,28.99071350097656,,,,
2012-06-07,,,26.231019973754883,26.641785049438475,28.32073040008545,,,,
2012-06-08,,,27.01865005493164,26.51815719604492,27.841174125671387,,,,
2012-06-11,,,26.92892074584961,26.54009132385254,27.35264492034912,,,,
2012-06-12,,,27.3177490234375,26.845172119140624,27.209077072143554,,,,
2012-06-13,,,27.188138961791992,26.936895751953124,27.11735305786133,,,,
2012-06-14,,,28.205078125,27.331707382202147,26.98674621582031,29.382533168792726,,,
2012-06-15,,,29.91991424560547,27.911960220336915,27.215058708190917,28.97276678085327,,,
2012-06-18,,,31.315711975097656,28.789318466186522,27.664704895019533,28.842160129547118,,,
2012-06-19,,,31.814212799072266,29.688611221313476,28.26689167022705,28.887523651123047,,,
2012-06-20,,,31.505142211914062,30.55201187133789,28.744453811645506,28.867583656311034,,,
2012-06-21,,,31.744421005249023,31.259880447387694,29.29579391479492,28.808262157440186,,,
2012-06-22,,,32.95078659057617,31.866054916381835,29.889007568359375,28.86509084701538,,,
2012-06-25,,,31.963762283325195,31.995664978027342,30.392491722106932,28.872568321228027,,,
2012-06-26,,,33.000633239746094,32.23294906616211,30.960780143737793,29.084928607940675,,,
2012-06-27,,,32.13325119018555,32.3585708618164,31.45529136657715,29.28632221221924,,,
2012-06-28,,,31.2658634185791,32.26285934448242,31.761369895935058,29.374058055877686,,,
2012-06-29,,,31.00664329528809,31.874030685424806,31.87004280090332,29.54255075454712,,,
2012-07-02,,,30.67763328552246,31.61680488586426,31.806234931945802,29.735469913482667,,,
2012-07-03,,,31.10634422302246,31.237947082519533,31.73544807434082,30.001169872283935,,,
2012-07-04,,,31.10634422302246,31.032565689086915,31.69556827545166,30.220011043548585,,,
2012-07-05,,,31.375532150268555,31.054499435424805,31.658679389953612,30.477236652374266,,,
2012-07-06,,,31.634750366210938,31.180120849609374,31.52707576751709,30.708041667938232,,,
2012-07-09,,,32.073429107666016,31.459280014038086,31.53804244995117,30.96526708602905,,,
2012-07-10,,,31.375532150268555,31.513117599487305,31.375532341003417,31.168156242370607,,,
2012-07-11,,,30.877031326293945,31.4672550201416,31.249910354614258,31.352600860595704,,,
2012-07-12,,,30.717512130737305,31.335651016235353,31.195075225830077,31.478222560882568,,,
2012-07-13,,,30.627782821655277,31.134257507324218,31.157189178466798,31.513615989685057,,,
2012-07-16,,,28.165197372436523,30.35261116027832,30.905945587158204,31.356090259552,,,
2012-07-17,,,28.005678176879883,29.678640365600586,30.595878982543944,31.165663528442384,,,
2012-07-18,,,29.02261734008789,29.307757568359374,30.38750629425049,31.041537284851074,,,
2012-07-19,,,28.912946701049805,28.946844482421874,30.141247749328613,30.899963569641113,,,
2012-07-20,,,28.67366600036621,28.55602111816406,29.84513931274414,30.686107540130614,,,
2012-07-23,,,28.6636962890625,28.655720901489257,29.504166030883788,30.52110424041748,,,
2012-07-24,,,28.36459732055664,28.72750473022461,29.203072547912598,30.28930244445801,,,
2012-07-25,,,29.251924514770508,28.773366165161132,29.040561866760253,30.145236110687257,,,
2012-07-26,,,26.76940155029297,28.344657135009765,28.64575080871582,29.92041301727295,30.07345245361328,,
2012-07-27,,,23.638826370239254,27.337689208984376,27.94685516357422,29.552022171020507,29.783924140930175,,
2012-07-30,,,23.080507278442383,26.22105140686035,27.438386154174804,29.172165870666504,29.56697738647461,,
2012-07-31,,,21.64482879638672,24.87709770202637,26.80230121612549,28.699090099334718,29.38173511505127,,
2012-08-01,,,20.81732177734375,23.190177154541015,25.981771659851074,28.18463897705078,29.16000270843506,,
2012-08-02,,,19.97984504699707,21.832265853881836,25.088461494445802,27.614854621887208,28.90098258972168,,
2012-08-03,,,21.026691436767575,21.3098388671875,24.323764038085937,27.08445167541504,28.685232162475586,,
2012-08-06,,,21.854198455810547,21.064577102661133,23.642814254760744,26.573490142822266,28.48603187561035,,
2012-08-07,,,20.65780258178711,20.867171859741212,22.87213478088379,26.037603664398194,28.32411937713623,,
2012-08-08,,,20.65780258178711,20.835268020629883,22.01272258758545,25.52664222717285,28.175167846679688,,
2012-08-09,,,20.946931838989254,21.02868537902832,21.430475616455077,25.03811321258545,28.00388355255127,,
2012-08-10,,,21.74452781677246,21.172252655029297,21.2410457611084,24.593950462341308,27.88603832244873,,
2012-08-13,,,21.535160064697266,21.10844497680664,21.086511039733885,24.262448596954346,27.780356521606446,,
2012-08-14,,,20.31882095336914,21.040648651123046,20.953910255432127,23.87810573577881,27.670886039733887,,
2012-08-15,,,21.13636016845703,21.13636016845703,20.985814094543457,23.483792877197267,27.55902282714844,,
2012-08-16,,,19.81035423278809,20.909044647216795,20.96886501312256,23.02866325378418,27.430609512329102,,
2012-08-17,,,18.99281311035156,20.358701705932617,20.765477180480957,22.54462060928345,27.2700927734375,,
2012-08-20,,,19.949934005737305,20.041656494140625,20.57505073547363,22.108932495117188,27.130513038635254,,
2012-08-21,,,19.10248565673828,19.798389434814453,20.41951904296875,21.64582691192627,26.96620777130127,,
2012-08-22,,,19.38164520263672,19.447446441650392,20.29190330505371,21.15231294631958,26.810077896118162,,
2012-08-23,,,19.38164520263672,19.361704635620118,20.13537464141846,20.782925128936768,26.6336092376709,,
2012-08-24,,,19.351734161376957,19.433488845825195,19.896095275878906,20.56857051849365,26.42224563598633,,
2012-08-27,,,19.092514038085938,19.262004852294922,19.651830673217773,20.36917085647583,26.177781677246095,,
2012-08-28,,,19.281946182250977,19.297896957397462,19.548143196105958,20.251026725769044,25.92713634490967,,
2012-08-29,,,19.042665481567383,19.230101013183592,19.338773727416992,20.162293910980225,25.677886810302734,,
2012-08-30,,,19.032695770263672,19.160311126708983,19.261007881164552,20.114936447143556,25.423652305603028,,
2012-08-31,,,18.00578498840332,18.891121292114256,19.162305068969726,19.963891124725343,25.12475227355957,,
2012-09-03,,,18.00578498840332,18.673775482177735,18.967890167236327,19.77147045135498,24.84559272766113,,
2012-09-04,,,17.676776885986328,18.352741622924803,18.825319290161133,19.622419166564942,24.539115600585937,,
2012-09-05,,,18.524227142333984,18.249053955078125,18.73957748413086,19.515740394592285,24.266935119628908,,
2012-09-06,,,18.90308380126953,18.223131561279295,18.69172134399414,19.4135479927063,24.019679527282715,,
2012-09-07,,,18.923025131225582,18.40657958984375,18.648850440979004,19.272472858428955,23.778007164001465,,
2012-09-10,,,18.7535343170166,18.556129455566406,18.61495246887207,19.13339157104492,23.539525184631348,,
2012-09-11,,,19.371675491333008,18.895109176635742,18.623925399780273,19.086034297943115,23.30483180999756,,
2012-09-12,,,20.867172241210938,19.363698196411132,18.80637607574463,19.07257490158081,23.10004837036133,,
2012-09-13,,,20.64783096313477,19.71264762878418,18.96788959503174,19.114448738098144,22.885494346618653,,
2012-09-14,,,21.933958053588867,20.314834213256837,19.360706901550294,19.26150598526001,22.691478500366213,,
2012-09-17,,,21.455400466918945,20.855207443237305,19.705668449401855,19.33677930831909,22.47911792755127,,
2012-09-18,,,21.804349899291992,21.341742324829102,20.11842575073242,19.471872520446777,22.28769428253174,,
2012-09-19,,,23.2200870513916,21.812325286865235,20.588011741638184,19.663794612884523,22.13455539703369,,
2012-09-20,,,22.522186279296875,22.187196350097658,20.949921989440917,19.820821666717528,21.970648880004884,,
2012-09-21,,,22.791379928588867,22.358680725097656,21.336757469177247,19.992803955078124,21.813920822143555,,
2012-09-24,,,20.72759437561035,22.213119506835938,21.53416347503662,20.074557971954345,21.66516876220703,,
2012-09-25,,,20.21912384033203,21.896074295043945,21.618908309936522,20.1214168548584,21.509437675476075,,
2012-09-26,,,20.558103561401367,21.3636775970459,21.588001441955566,20.197188758850096,21.340147399902342,,
2012-09-27,,,20.259002685546875,20.9110408782959,21.54911861419678,20.258504104614257,21.167068519592284,,
2012-09-28,,,21.594980239868164,20.671760940551756,21.515220832824706,20.4379638671875,21.025494804382323,,
2012-10-01,,,21.92399024963379,20.911040115356446,21.56207981109619,20.633874130249023,20.89070068359375,,
2012-10-02,,,22.203149795532227,21.307845306396484,21.601959800720216,20.86019277572632,20.767471733093263,,
2012-10-03,,,21.76446914672852,21.549118423461913,21.456398010253906,21.022204875946045,20.617722625732423,,
2012-10-04,,,21.884109497070312,21.8741397857666,21.39259033203125,21.171256160736085,20.52001678466797,25.296734619140626,
2012-10-05,,,20.847230911254883,21.724589920043947,21.19817543029785,21.267466449737547,20.464184875488282,25.124054508209227,
2012-10-08,,,20.33876037597656,21.4075439453125,21.159292030334473,21.346727752685545,20.409349937438964,24.988163661956786,
2012-10-09,,,20.169273376464844,21.000768661499023,21.154306983947755,21.38660764694214,20.379838829040526,24.880786972045897,
2012-10-10,,,19.581043243408203,20.56408348083496,21.056600952148436,21.322301197052003,20.355113258361815,24.75755798339844,
