Date,GRADE,GPS,CSX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.2831860780715942,,,,,,
1983-11-22,,,0.2938725650310516,,,,,,
1983-11-23,,,0.2885293066501617,,,,,,
1983-11-24,,,0.2885293066501617,,,,,,
1983-11-25,,,0.2831860780715942,0.2874606668949127,,,,,
1983-11-28,,,0.2805146872997284,0.2869263887405395,,,,,
1983-11-29,,,0.2885293066501617,0.2858577370643616,,,,,
1983-11-30,,,0.2871935367584228,0.28559058308601376,,,,,
1983-12-01,,,0.2778428494930267,0.28345329165458677,,,,,
1983-12-02,,,0.2711640298366546,0.2810488820075988,0.28425477445125574,,,,
1983-12-05,,,0.2738359868526459,0.2797131419181823,0.28331976532936093,,,,
1983-12-06,,,0.2791787087917328,0.2778430223464966,0.28185037970542903,,,,
1983-12-07,,,0.2831860780715942,0.27704153060913084,0.28131605684757227,,,,
1983-12-08,,,0.2845217287540436,0.27837730646133424,0.28091529905796053,,,,
1983-12-09,,,0.2831860780715942,0.2807817161083221,0.28091529905796053,,,,
1983-12-12,,,0.2871935367584228,0.2834532260894775,0.28158318400383,,,,
1983-12-13,,,0.2885293066501617,0.2853233456611633,0.2815831840038299,,,,
1983-12-14,,,0.2831860780715942,0.28532334566116335,0.28118243813514704,,,,
1983-12-15,,,0.2738359868526459,0.2831861972808838,0.280781751871109,,,,
1983-12-16,,,0.2791787087917328,0.2823847234249115,0.28158321976661677,0.28291899710893625,,,
1983-12-19,,,0.2778428494930267,0.2805145859718322,0.2819839060306549,0.2826518356800079,,,
1983-12-20,,,0.2805146872997284,0.27891166210174556,0.2821175038814544,0.2819839417934417,,,
1983-12-21,,,0.2845217287540436,0.2791787922382355,0.28225106894969937,0.2817835628986358,,,
1983-12-22,,,0.2684926390647888,0.27811012268066404,0.28064815998077386,0.2807817295193672,,,
1983-12-23,,,0.2724998295307159,0.2767743468284607,0.27957953512668604,0.28024741709232326,,,
1983-12-26,,,0.2724998295307159,0.2757057428359985,0.2781101644039154,0.27984667420387266,,,
1983-12-27,,,0.2738359868526459,0.274370002746582,0.2766408324241638,0.27911200821399684,,,
1983-12-28,,,0.2671564817428589,0.2708969533443451,0.27503787279129027,0.27811015546321866,,,
1983-12-29,,,0.2671564817428589,0.2706297218799591,0.2743699222803116,0.2775758370757103,,,
1983-12-30,,,0.2644851207733154,0.269026780128479,0.27290056347846986,0.2772418916225433,,,
1984-01-02,,,0.2644851207733154,0.26742383837699885,0.27156479060649874,0.27677434831857683,,,
1984-01-03,,,0.2578064203262329,0.26421792507171626,0.26929396390914917,0.27570573389530184,,,
1984-01-04,,,0.2591420412063598,0.26261503696441646,0.2667559951543808,0.2745035320520401,,,
1984-01-05,,,0.2684926390647888,0.26288226842880247,0.2667559951543808,0.27370207756757736,,,
1984-01-06,,,0.2791787087917328,0.26582098603248594,0.2674238830804825,0.2735017091035843,,,
1984-01-09,,,0.2791787087917328,0.2687597036361694,0.26809177100658416,0.2731009677052498,,,
1984-01-10,,,0.2684926390647888,0.2708969473838806,0.2675574362277985,0.27209913432598115,,,
1984-01-11,,,0.2658209204673767,0.272232723236084,0.26742388010025026,0.27123087644577026,,,
1984-01-12,,,0.2711640298366546,0.2727670013904572,0.26782463490962977,0.2710972785949707,,,
1984-01-13,,,0.2658209204673767,0.2700954437255859,0.2679582148790359,0.2704293891787529,,,
