Date,GRADE,GPS,BK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.9406978487968444,,,,,,
1983-11-22,,,0.9598169922828674,,,,,,
1983-11-23,,,0.9598169922828674,,,,,,
1983-11-24,,,0.9598169922828674,,,,,,
1983-11-25,,,0.978937029838562,0.9598171710968018,,,,,
1983-11-28,,,0.9712892174720764,0.9659354448318481,,,,,
1983-11-29,,,0.9980576038360596,0.9735835671424866,,,,,
1983-11-30,,,0.9980576038360596,0.981231689453125,,,,,
1983-12-01,,,0.9980576038360596,0.9888798117637634,,,,,
1983-12-02,,,0.9865854382514954,0.9904094934463501,0.9751133322715759,,,,
1983-12-05,,,0.9865854382514954,0.9934687376022339,0.979702091217041,,,,
1983-12-06,,,0.9942336678504944,0.9927039504051208,0.9831437587738037,,,,
1983-12-07,,,0.9865854382514954,0.990409517288208,0.9858206033706665,,,,
1983-12-08,,,0.990409255027771,0.9888798475265503,0.9888798296451569,,,,
1983-12-09,,,0.9942336678504944,0.9904094934463501,0.9904094934463501,,,,
1983-12-12,,,1.0095293521881104,0.9949982762336731,0.9942335069179535,,,,
1983-12-13,,,0.9942336678504944,0.9949982762336731,0.993851113319397,,,,
1983-12-14,,,0.9865854382514954,0.9949982762336731,0.9927038967609405,,,,
1983-12-15,,,0.978937029838562,0.9927038311958313,0.9907918393611908,,,,
1983-12-16,,,0.9712892174720764,0.9881149411201477,0.9892622172832489,0.9821877747774124,,,
1983-12-19,,,0.9598169922828674,0.9781724691390992,0.9865853726863861,0.9831437319517136,,,
1983-12-20,,,0.978937029838562,0.9751131415367127,0.9850557088851929,0.9840997338294983,,,
1983-12-21,,,0.9865854382514954,0.9751131415367127,0.9850557088851929,0.9854381561279297,,,
1983-12-22,,,1.0018812417984009,0.9797019839286805,0.9862029075622558,0.9875413686037063,,,
1983-12-23,,,0.990409255027771,0.9835259914398193,0.9858204662799835,0.9881149798631668,,,
1983-12-26,,,0.990409255027771,0.9896444439888,0.9839084565639495,0.9890709817409515,,,
1983-12-27,,,0.9942336678504944,0.9927037715911865,0.9839084565639495,0.9888797849416733,,,
1983-12-28,,,0.9942336678504944,0.9942334175109864,0.9846732795238495,0.988688588142395,,,
1983-12-29,,,0.9942336678504944,0.9927039027214051,0.9862029433250428,0.9884973913431168,,,
1983-12-30,,,1.0018812417984009,0.994998300075531,0.9892621457576751,0.9892621815204621,,,
1984-01-02,,,1.0018812417984009,0.997292697429657,0.9934685707092286,0.9900269716978073,,,
1984-01-03,,,0.9865854382514954,0.9957630515098572,0.9942334115505218,0.9896445602178574,,,
1984-01-04,,,0.9980576038360596,0.9965278387069703,0.9953806281089783,0.9902181684970855,,,
