Date,GRADE,GPS,HII,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2011-03-22,,,30.874475479125977,,,,,,
2011-03-23,,,30.67683982849121,,,,,,
2011-03-24,,,30.67683982849121,,,,,,
2011-03-25,,,32.32392120361328,,,,,,
2011-03-28,,,31.088594436645508,31.128134155273436,,,,,
2011-03-29,,,30.882720947265625,31.12978324890137,,,,,
2011-03-30,,,31.459197998046875,31.2862548828125,,,,,
2011-03-31,,,34.17688751220703,31.986264419555663,,,,,
2011-04-01,,,32.974510192871094,32.11638221740723,,,,,
2011-04-04,,,33.06509780883789,32.5116828918457,31.81990852355957,,,,
2011-04-05,,,33.147464752197266,32.96463165283203,32.0472074508667,,,,
2011-04-06,,,32.67802810668945,33.208397674560544,32.24732627868652,,,,
2011-04-07,,,31.953325271606445,32.76368522644043,32.37497482299805,,,,
2011-04-08,,,31.70625305175781,32.510033798217776,32.3132080078125,,,,
2011-04-11,,,31.55802726745605,32.20861968994141,32.360151290893555,,,,
2011-04-12,,,31.335662841796875,31.846259307861327,32.40544548034668,,,,
2011-04-13,,,31.294469833374023,31.569547653198242,32.38897266387939,,,,
2011-04-14,,,31.928611755371094,31.56460494995117,32.1641450881958,,,,
2011-04-15,,,33.05686569213867,31.834727478027343,32.17238063812256,,,,
2011-04-18,,,32.98274230957031,32.1196704864502,32.1641450881958,31.992026805877686,,,
2011-04-19,,,32.760379791259766,32.40461387634277,32.12543659210205,32.08632202148438,,,
2011-04-20,,,32.99097442626953,32.74391479492188,32.15673122406006,32.20202875137329,,,
2011-04-21,,,32.373321533203125,32.83285675048828,32.198730850219725,32.28685283660889,,,
2011-04-22,,,32.373321533203125,32.69614791870117,32.26543769836426,32.28932285308838,,,
2011-04-25,,,32.17567825317383,32.534735107421874,32.327202796936035,32.343677043914795,,,
2011-04-26,,,32.39802551269531,32.46226425170899,32.433439064025876,32.41944227218628,,,
2011-04-27,,,32.94980239868164,32.4540298461914,32.59897232055664,32.49397249221802,,,
2011-04-28,,,32.93333053588867,32.56603164672852,32.6994441986084,32.4317946434021,,,
2011-04-29,,,32.94157791137695,32.679682922363284,32.68791542053223,32.43014802932739,,,
2011-05-02,,,33.74862289428711,32.99427185058594,32.764503479003906,32.46432428359985,,,
2011-05-03,,,33.35334396362305,33.18533554077148,32.82379989624023,32.47461824417114,,,
2011-05-04,,,32.90039825439453,33.175454711914064,32.81474227905274,32.485736751556395,,,
2011-05-05,,,32.80980682373047,33.15074996948242,32.85839080810547,32.5285608291626,,,
2011-05-06,,,32.529788970947266,33.06839218139648,32.87403755187988,32.56973762512207,,,
2011-05-09,,,32.61214828491211,32.84109725952148,32.91768455505371,32.62244367599487,,,
2011-05-10,,,33.08156204223633,32.78674087524414,32.98603820800781,32.709738636016844,,,
2011-05-11,,,31.936847686767575,32.59403076171875,32.884742736816406,32.74185752868652,,,
2011-05-12,,,31.61565589904785,32.355200576782224,32.75297527313232,32.72620973587036,,,
2011-05-13,,,31.673316955566406,32.183906173706056,32.62614917755127,32.657032299041745,,,
2011-05-16,,,31.86273002624512,32.03402252197266,32.43755989074707,32.60103168487549,,,
2011-05-17,,,31.936847686767575,31.805079650878906,32.29591026306152,32.55985507965088,,,
2011-05-18,,,31.70625305175781,31.758960723876953,32.176495742797854,32.495619010925296,,,
2011-05-19,,,31.6074333190918,31.757316207885744,32.05625839233399,32.45732460021973,,,
2011-05-20,,,31.343900680541992,31.69143295288086,31.937669563293458,32.40585355758667,,,
2011-05-23,,,31.12978744506836,31.54484443664551,31.789433479309082,32.3535590171814,,,
2011-05-24,,,30.61094665527344,31.27966423034668,31.542371940612792,32.264205074310304,,,
2011-05-25,,,30.19917297363281,30.97824821472168,31.368604469299317,32.12667360305786,,,
2011-05-26,,,29.99329376220703,30.655420303344727,31.206368255615235,31.97967176437378,,,
2011-05-27,,,30.12506675720215,30.411653518676758,31.05154323577881,31.83884620666504,,,
2011-05-30,,,30.12506675720215,30.210709381103516,30.877776908874512,31.65766839981079,32.012778778076175,,
2011-05-31,,,30.11683654785156,30.11188735961914,30.69577579498291,31.495843029022218,31.997625999450683,,
2011-06-01,,,29.72975730895996,30.01800422668457,30.498126220703124,31.337310981750488,31.97868434906006,,
2011-06-02,,,29.6885929107666,29.957064056396483,30.306242179870605,31.181250286102294,31.958919410705565,,
2011-06-03,,,29.482704162597656,29.828591537475585,30.120122528076173,31.028896045684814,31.902095069885252,,
2011-06-06,,,29.630937576293945,29.729765701293946,29.97023754119873,30.879835510253905,31.872941932678224,,
2011-06-07,,,30.00976181030273,29.70835075378418,29.91011905670166,30.726245498657228,31.855482749938965,,
2011-06-08,,,30.44624328613281,29.85164794921875,29.93482608795166,30.65171527862549,31.835223655700684,,
2011-06-09,,,30.462718963623047,30.00647315979004,29.98176860809326,30.594068431854247,31.760940284729003,,
2011-06-10,,,29.919178009033203,30.09376792907715,29.961179733276367,30.506361484527588,31.699833641052248,,
2011-06-13,,,30.067413330078125,30.181063079833983,29.955414390563966,30.416595649719238,31.639879951477052,,
2011-06-14,,,30.12506675720215,30.20412406921387,29.956237411499025,30.326006603240966,31.57943199157715,,
2011-06-15,,,29.77917861938477,30.070711135864258,29.961179542541505,30.229652881622314,31.521455001831054,,
2011-06-16,,,29.647403717041016,29.90764808654785,29.957060623168946,30.131651401519775,31.475336570739746,,
2011-06-17,,,29.60623550415039,29.84505958557129,29.96941375732422,30.044768142700196,31.4333362197876,,
2011-06-20,,,29.639175415039062,29.759412002563476,29.97023754119873,29.97023754119873,31.394959182739257,,
2011-06-21,,,29.935640335083008,29.72152671813965,29.96282539367676,29.93647222518921,31.36695873260498,,
2011-06-22,,,29.77095031738281,29.719881057739258,29.895296096801758,29.91506109237671,31.336488342285158,,
2011-06-23,,,29.56505584716797,29.703411483764647,29.80552978515625,29.893649196624757,31.289217224121092,,
2011-06-24,,,29.30975151062012,29.644114685058593,29.74458713531494,29.852883434295656,31.21427494049072,,
2011-06-27,,,28.98857879638672,29.513995361328124,29.6367036819458,29.79605903625488,31.13439167022705,,
2011-06-28,,,29.037986755371094,29.334464645385744,29.527995681762697,29.74211654663086,31.059943809509278,,
2011-06-29,,,28.675634384155277,29.115401458740234,29.417641258239748,29.689410400390624,30.97363700866699,,
2011-06-30,,,28.41209983825684,28.88481025695801,29.29411087036133,29.625585746765136,30.894412574768065,,
2011-07-01,,,28.502689361572266,28.72339782714844,29.183756256103514,29.576585006713866,30.81699993133545,,
2011-07-04,,,28.502689361572266,28.626219940185546,29.070107650756835,29.520172595977783,30.743540153503417,,
2011-07-05,,,28.527406692504883,28.524103927612305,28.929284286499023,29.44605484008789,30.66612777709961,,
2011-07-06,,,29.02975273132324,28.5949275970459,28.855164527893066,29.375230312347412,30.58772678375244,,
2011-07-07,,,28.403867721557617,28.593281173706053,28.739045715332033,29.27228775024414,30.49713752746582,,
2011-07-08,,,28.823863983154297,28.657516098022462,28.69045696258545,29.217522048950194,30.41478324890137,,
2011-07-11,,,28.692113876342773,28.695401000976563,28.660810470581055,29.14875707626343,30.31365306854248,,
2011-07-12,,,28.32975196838379,28.655870056152345,28.589986991882324,29.05899133682251,30.213181228637694,,
2011-07-13,,,28.03327178955078,28.45657386779785,28.525750732421876,28.971695995330812,30.11583869934082,,
2011-07-14,,,27.629735946655277,28.301747512817382,28.44751434326172,28.870812606811523,30.012237281799315,,
2011-07-15,,,27.60503387451172,28.057981491088867,28.357748794555665,28.77075252532959,29.913742179870606,,
2011-07-18,,,27.34150505065918,27.78785972595215,28.241630363464356,28.655869007110596,29.808329315185546,,
2011-07-19,,,27.43209457397461,27.60832824707031,28.132099151611328,28.530691719055177,29.695339965820313,,
2011-07-20,,,27.3662052154541,27.474914932250975,27.965744400024413,28.41045446395874,29.603927116394043,,
2011-07-21,,,27.522668838500977,27.453501510620118,27.87762451171875,28.30833511352539,29.522067375183106,,
2011-07-22,,,27.92621612548828,27.51773796081543,27.78785972595215,28.239158344268798,29.447125358581545,,
2011-07-25,,,28.23092460632324,27.69562187194824,27.741740798950197,28.201275634765626,29.374489250183107,,
2011-07-26,,,28.955638885498047,28.00033073425293,27.804329490661623,28.19715824127197,29.314865074157716,,
2011-07-27,,,28.165040969848636,28.160097885131837,27.817506408691408,28.171628570556642,29.24404083251953,,
2011-07-28,,,28.00033569335937,28.255631256103516,27.854566383361817,28.15104036331177,29.171898880004882,,
2011-07-29,,,27.57209205627441,28.184806442260744,27.851272201538087,28.104510498046874,29.09646270751953,,
2011-08-01,,,27.045026779174805,27.947626876831055,27.82162437438965,28.031627368927,29.01476749420166,,
2011-08-02,,,26.723838806152344,27.501266860961913,27.750798797607423,27.941448974609376,28.93702533721924,,
2011-08-03,,,26.4273738861084,27.153733444213866,27.65691566467285,27.811330032348632,28.86158935546875,,
2011-08-04,,,26.023836135864254,26.758433532714843,27.50703239440918,27.692328453063965,28.782200202941894,,
2011-08-05,,,25.63677406311035,26.371369934082033,27.278088188171388,27.532973957061767,28.692434349060058,,
2011-08-08,,,24.615589141845703,25.885482406616212,26.916554641723632,27.329147720336913,28.58224479675293,30.29751178741455,
2011-08-09,,,24.4755802154541,25.435830688476564,26.46854877471924,27.13643913269043,28.46941967010498,30.233522834777833,
2011-08-10,,,23.06732940673828,24.76382179260254,25.958777618408202,26.888142013549803,28.336171112060548,30.157427730560304,
2011-08-11,,,22.91910171508789,24.142874908447265,25.45065422058105,26.652610301971436,28.200781288146974,30.07985034942627,
2011-08-12,,,23.075571060180664,23.630634307861328,25.00100212097168,26.426137161254882,28.072638626098634,29.987366847991943,
2011-08-15,,,23.54498672485352,23.41651382446289,24.65099811553955,26.2363112449646,27.950919609069825,29.911930770874022,
2011-08-16,,,24.27793502807617,23.376984786987304,24.406407737731932,26.078603267669678,27.836283073425292,29.84588291168213,
2011-08-17,,,24.28616714477539,23.620752334594727,24.192287063598634,25.924601364135743,27.713081550598144,29.774152603149414,
2011-08-18,,,23.586156845092773,23.754163360595705,23.948519134521483,25.72777576446533,27.575550308227537,29.668245296478272,
2011-08-19,,,23.57793235778809,23.854635620117186,23.742634963989257,25.51036157608032,27.448725395202636,29.57427951812744,
2011-08-22,,,23.38851547241211,23.823341369628906,23.619927597045898,25.268241119384765,27.315147438049316,29.477513694763182,
2011-08-23,,,24.08852195739746,23.785458755493163,23.581221771240234,25.024885272979738,27.194416542053222,29.386924266815186,
2011-08-24,,,25.200300216674805,23.968285369873048,23.794518852233885,24.876648235321046,27.102838973999024,29.31214698791504,
2011-08-25,,,24.43441200256348,24.137936401367188,23.946049880981445,24.69835205078125,26.998579139709474,29.23695785522461,
2011-08-26,,,24.912065505981445,24.40476303100586,24.129699325561525,24.5653507232666,26.904695739746092,29.169015979766847,
2011-08-29,,,25.3650016784668,24.800060272216797,24.311700820922855,24.4813494682312,26.81921226501465,29.107085723876953,
2011-08-30,,,25.216773986816406,25.025710678100587,24.405584716796877,24.405996227264403,26.724834938049316,29.04589683532715,
2011-08-31,,,24.65675926208496,24.917002487182618,24.442643928527836,24.31746549606323,26.62255111694336,28.979519729614257,
2011-09-01,,,24.302637100219727,24.89064750671387,24.51429195404053,24.231405544281007,26.517302742004393,28.903259983062743,
2011-09-02,,,22.746152877807617,24.457464981079102,24.431114006042485,24.08687448501587,26.386030769348146,28.800152854919432,
2011-09-05,,,22.746152877807617,23.933695220947264,24.366877746582034,23.993402671813964,26.261182250976564,28.697786960601807,
2011-09-06,,,22.721445083618164,23.434629440307617,24.230170059204106,23.905695915222168,26.134851417541505,28.59739761352539,
2011-09-07,,,23.62733459472656,23.228744506835938,24.072873497009276,23.93369617462158,26.03388542175293,28.503761215209963,
2011-09-08,,,22.350860595703125,22.838389205932618,23.86451835632324,23.905284118652343,25.912660636901855,28.40353660583496,
2011-09-09,,,22.013202667236328,22.69179916381836,23.57463207244873,23.852165699005127,25.782870903015137,28.29993541717529,
2011-09-12,,,22.400264739990234,22.622621536254883,23.278158378601074,23.794929599761964,25.660822410583496,28.20218128204346,
2011-09-13,,,23.03438949584961,22.68521041870117,23.059919929504396,23.732752323150635,25.550962066650392,28.108544921875,
2011-09-14,,,23.38851547241211,22.63744659423828,22.93309555053711,23.68786973953247,25.43813732147217,28.012932052612303,
2011-09-15,,,23.248510360717773,22.81697654724121,22.827682876586913,23.67098741531372,25.335030174255373,27.916083850860595,
2011-09-16,,,23.635570526123047,23.141450119018554,22.91662464141846,23.673869323730468,25.231264305114745,27.823023777008057,
2011-09-19,,,23.289682388305664,23.319333648681642,22.970977592468262,23.668927669525146,25.123215675354004,27.71843437194824,
2011-09-20,,,22.490856170654297,23.210626983642577,22.947918701171876,23.58904438018799,25.006437759399414,27.609809494018556,
2011-09-21,,,22.581439971923828,23.04921188354492,22.843329238891602,23.45810136795044,24.897401123046876,27.506619911193848,
2011-09-22,,,22.31791114807129,22.863092041015626,22.84003429412842,23.35227632522583,24.791164627075194,27.401700954437256,
2011-09-23,,,22.309675216674805,22.597912979125976,22.869681549072265,23.2221568107605,24.685257453918457,27.29949981689453,
2011-09-26,,,22.21908950805664,22.383794403076173,22.851564025878908,23.06486120223999,24.582809143066406,27.195569229125976,
2011-09-27,,,22.202613830566406,22.326145935058594,22.768386459350587,22.91415319442749,24.47821952819824,27.086779747009277,
2011-09-28,,,20.242589950561523,21.85837593078613,22.453793907165526,22.69344472885132,24.33574722290039,26.969837169647217,
2011-09-29,,,20.12729835510254,21.420253372192384,22.141672706604005,22.48467779159546,24.187839813232422,26.854953594207764,
2011-09-30,,,20.036714553833008,20.965661239624023,21.781787109375,22.349205875396727,24.030049781799317,26.73858757019043,
2011-10-03,,,19.32022476196289,20.385888290405273,21.38484134674072,22.177909469604494,23.851835784912108,26.613162517547607,
2011-10-04,,,19.1719913482666,19.779763793945314,21.052954864501952,22.000436782836914,23.656162834167482,26.4855139541626,
