Date,GRADE,GPS,CFG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2014-09-24,,,16.226428985595703,,,,,,
2014-09-25,,,16.205333709716797,,,,,,
2014-09-26,,,16.34593963623047,,,,,,
2014-09-29,,,16.331886291503906,,,,,,
2014-09-30,,,16.46546173095703,16.31501007080078,,,,,
2014-10-01,,,16.479522705078125,16.365628814697267,,,,,
2014-10-02,,,16.409223556518555,16.406406784057616,,,,,
2014-10-03,,,16.331886291503906,16.403596115112304,,,,,
2014-10-06,,,15.917080879211426,16.320635032653808,,,,,
2014-10-07,,,15.832719802856444,16.194086647033693,16.254548358917237,,,,
2014-10-08,,,15.994426727294922,16.097067451477052,16.23134813308716,,,,
2014-10-09,,,15.80459690093994,15.976142120361327,16.191274452209473,,,,
2014-10-10,,,15.663984298706056,15.842561721801758,16.123078918457033,,,,
2014-10-13,,,15.783503532409668,15.815846252441407,16.068240642547607,,,,
2014-10-14,,,15.783503532409668,15.806002998352051,16.00004482269287,,,,
2014-10-15,,,15.361677169799805,15.679453086853027,15.88826026916504,,,,
2014-10-16,,,15.326519012451172,15.583837509155273,15.7799898147583,,,,
2014-10-17,,,15.410884857177734,15.533217620849609,15.687889671325683,,,,
2014-10-20,,,15.734289169311523,15.52337474822998,15.669610500335693,,,,
2014-10-21,,,16.04363250732422,15.57540054321289,15.690701770782471,15.972625064849854,,,
2014-10-22,,,15.888964653015137,15.680858039855957,15.680155563354493,15.955751848220824,,,
2014-10-23,,,16.1912784576416,15.853809928894043,15.718823719024659,15.955049085617066,,,
2014-10-24,,,16.296735763549805,16.030980110168457,15.782098865509033,15.952588891983032,,,
2014-10-27,,,16.064722061157227,16.0970666885376,15.810220718383789,15.939230680465698,,,
2014-10-28,,,16.367034912109375,16.161747169494628,15.868573856353759,15.934309339523315,,,
2014-10-29,,,16.507644653320312,16.285483169555665,15.98317060470581,15.935715436935425,,,
2014-10-30,,,16.479522705078125,16.34313201904297,16.098470973968507,15.939230394363403,,,
2014-10-31,,,16.606075286865234,16.404999923706054,16.217990016937257,15.95293984413147,,,
2014-11-03,,,16.873228073120117,16.566701126098632,16.331883907318115,16.000747203826904,,,
2014-11-04,,,16.661439895629883,16.625582122802733,16.393664646148682,16.042183208465577,,,
2014-11-05,,,16.873233795166016,16.698699951171875,16.492091560363768,16.086123561859132,,,
2014-11-06,,,17.155635833740234,16.833922576904296,16.588527297973634,16.153675508499145,,,
2014-11-07,,,16.922658920288086,16.89723930358887,16.65111961364746,16.216609239578247,,,
2014-11-10,,,16.908533096313477,16.90430030822754,16.735500717163085,16.272860717773437,,,
2014-11-11,,,16.901472091674805,16.952306747436523,16.788944435119628,16.328759145736694,,,
2014-11-12,,,16.844995498657227,16.946659088134766,16.82267951965332,16.402925062179566,,,
2014-11-13,,,16.816757202148438,16.878883361816406,16.856402969360353,16.477436971664428,,,
2014-11-14,,,16.91559410095215,16.877470397949217,16.887354850769043,16.55267243385315,,,
2014-11-17,,,16.943830490112305,16.884529876708985,16.89441509246826,16.61314949989319,,,
2014-11-18,,,16.75321388244629,16.854878234863282,16.9035924911499,16.648628568649293,,,
2014-11-19,,,16.746158599853516,16.83511085510254,16.890884971618654,16.69148826599121,,,
2014-11-20,,,16.739093780517578,16.819578170776367,16.849230766296387,16.71887903213501,,,
2014-11-21,,,16.78145408630371,16.79275016784668,16.83511028289795,16.743114948272705,,,
2014-11-24,,,17.120332717895508,16.82805061340332,16.85629024505615,16.795895481109618,,,
2014-11-25,,,16.965015411376953,16.870410919189453,16.862644577026366,16.825794506073,,,
2014-11-26,,,17.106212615966797,16.94242172241211,16.888766288757324,16.855722904205322,,,
2014-11-27,,,17.106212615966797,17.015845489501952,16.91771183013916,16.887057399749757,,,
2014-11-28,,,17.38861083984375,17.13727684020996,16.96501350402832,16.92618417739868,,,
2014-12-01,,,16.92971420288086,17.099153137207033,16.963601875305176,16.92900848388672,,,
2014-12-02,,,17.085033416748047,17.12315673828125,16.996783828735353,16.950188159942627,16.447858219146728,,
2014-12-03,,,17.106212615966797,17.12315673828125,17.03278923034668,16.961837100982667,16.46545389175415,,
2014-12-04,,,17.226226806640625,17.147159576416016,17.081502532958986,16.965366649627686,16.485871753692628,,
2014-12-05,,,17.755722045898438,17.220581817626954,17.178929328918457,17.007019805908204,16.514067401885985,,
2014-12-08,,,17.678064346313477,17.370251846313476,17.234702491760252,17.0454963684082,16.54099096298218,,
2014-12-09,,,17.762781143188477,17.505801391601562,17.314479064941406,17.088561820983887,16.566937351226805,,
2014-12-10,,,17.40273094177246,17.565105056762697,17.34413089752197,17.116448593139648,16.585401515960694,,
2014-12-11,,,17.43096351623535,17.60605239868164,17.376605987548828,17.147158908843995,16.60583631515503,,
2014-12-12,,,17.268592834472656,17.508626556396486,17.364604187011718,17.16480884552002,16.624570446014403,,
2014-12-15,,,17.289770126342773,17.430967712402342,17.40060977935791,17.182105827331544,16.652024230957032,,
2014-12-16,,,17.120332717895508,17.30247802734375,17.404139709472656,17.200461769104002,16.677776489257813,,
2014-12-17,,,17.339189529418945,17.28976974487305,17.427437400817873,17.230113315582276,16.704671745300292,,
2014-12-18,,,17.706296920776367,17.34483642578125,17.475444412231447,17.278473472595216,16.742705745697023,,
2014-12-19,,,17.649831771850586,17.421084213256837,17.46485538482666,17.32189235687256,16.782422695159912,,
2014-12-22,,,17.720428466796875,17.507215881347655,17.469091796875,17.351897144317626,16.821161193847658,,
2014-12-23,,,17.960458755493164,17.67524108886719,17.488859558105467,17.401669311523438,16.864700298309327,,
2014-12-24,,,18.0098876953125,17.809380722045898,17.54957523345947,17.44685306549072,16.91766450881958,,
2014-12-25,,,18.0098876953125,17.870098876953126,17.607467651367188,17.492036819458008,16.971331882476807,,
2014-12-26,,,17.868680953979492,17.913868713378907,17.667476463317872,17.516040325164795,17.02048780441284,,
2014-12-29,,,17.911041259765625,17.951991271972656,17.729603576660157,17.565106678009034,17.064022846221924,,
2014-12-30,,,17.783966064453125,17.91669273376465,17.79596691131592,17.600053310394287,17.098829517364504,,
2014-12-31,,,17.55098533630371,17.82491226196289,17.817146492004394,17.62229194641113,17.132069931030273,,
2015-01-01,,,17.55098533630371,17.73313179016113,17.80161533355713,17.63852987289429,17.159264068603516,,
2015-01-02,,,17.480390548706055,17.655473709106445,17.784671211242674,17.62476329803467,17.18293716430664,,
2015-01-05,,,17.070913314819336,17.487448120117186,17.719719696044923,17.594405746459962,17.203060989379882,,
2015-01-06,,,16.880294799804688,17.3067138671875,17.611703300476073,17.55028142929077,17.213326187133788,,
2015-01-07,,,16.943830490112305,17.185282897949218,17.505097579956054,17.527336406707764,17.222049903869628,,
2015-01-08,,,17.070913314819336,17.089268493652344,17.41120014190674,17.509333896636964,17.233877716064452,,
2015-01-09,,,16.866178512573242,16.96642608642578,17.310949897766115,17.48921318054199,17.239079780578614,,
2015-01-12,,,16.859115600585938,16.9240665435791,17.205757331848144,17.46768045425415,17.23879753112793,,
2015-01-13,,,16.852054595947266,16.91841850280762,17.112566184997558,17.45426654815674,17.242609825134277,,
2015-01-14,,,16.548480987548828,16.839348602294923,17.01231575012207,17.414731121063234,17.236114768981935,,
2015-01-15,,,16.2096004486084,16.667086029052733,16.87817726135254,17.339896297454835,17.217194061279297,,
2015-01-16,,,16.371984481811523,16.56824722290039,16.767336654663087,17.276003932952882,17.206180572509766,,
2015-01-19,,,16.371984481811523,16.47082099914551,16.697443771362305,17.208581733703614,17.195449600219728,,
2015-01-20,,,16.308435440063477,16.36209716796875,16.640257835388184,17.125980567932128,17.1835888671875,,
2015-01-21,,,16.435518264770508,16.339504623413085,16.589426612854005,17.047262096405028,17.175399322509765,,
2015-01-22,,,17.04267120361328,16.506118774414062,16.586602401733398,16.998901271820067,17.179917602539064,,
2015-01-23,,,16.739093780517578,16.579540634155272,16.57389392852783,16.942421913146973,17.176387596130372,,
2015-01-26,,,17.007369995117188,16.706617736816405,16.588719367980957,16.897238349914552,17.17765838623047,,
2015-01-27,,,17.049734115600586,16.854877471923828,16.60848731994629,16.860526752471923,17.183588790893555,,
2015-01-28,,,16.844995498657227,16.936772918701173,16.63813877105713,16.8252272605896,17.185565528869628,,
2015-01-29,,,17.11326789855957,16.95089225769043,16.728505516052245,16.803341388702393,17.193049011230467,,
2015-01-30,,,16.873233795166016,16.977720260620117,16.778630447387695,16.77298355102539,17.194884605407715,,
2015-02-02,,,16.943830490112305,16.96501235961914,16.835815048217775,16.76662940979004,17.19135456085205,,
2015-02-03,,,17.220317840576172,16.99912910461426,16.92700328826904,16.783630561828613,17.196460609436034,,
2015-02-04,,,17.02181625366211,17.034493255615235,16.985633087158202,16.787529850006102,17.194772682189942,,
2015-02-05,,,17.262861251831055,17.064411926269532,17.00765209197998,16.79712724685669,17.197905654907228,,
2015-02-06,,,17.369199752807617,17.16360511779785,17.070662689208984,16.82227830886841,17.197517433166503,,
2015-02-09,,,17.199054718017578,17.214649963378907,17.089831161499024,16.83927526473999,17.202904243469238,,
2015-02-10,,,17.5960636138916,17.28979911804199,17.144464111328126,16.876475715637206,17.21312484741211,16.830491533279417,
2015-02-11,,,17.70240592956543,17.425917053222655,17.230205154418947,16.934171962738038,17.22504871368408,16.845251302719117,
2015-02-12,,,17.957624435424805,17.564869689941407,17.31464080810547,17.02157316207886,17.239676666259765,16.862774209976195,
2015-02-13,,,18.042699813842773,17.699569702148438,17.431587409973144,17.10510892868042,17.24541622161865,16.879741811752318,
2015-02-16,,,18.042699813842773,17.868298721313476,17.54147434234619,17.188644695281983,17.252708930969238,16.896849946975706,
2015-02-17,,,18.120681762695312,17.97322235107422,17.631510734558105,17.279257011413574,17.259866943359373,16.91340214729309,
2015-02-18,,,17.872556686401367,18.007252502441407,17.716584777832033,17.351108932495116,17.269263458251952,16.927332487106323,
2015-02-19,,,17.737852096557617,17.963298034667968,17.764083862304688,17.385867977142333,17.2754012298584,16.940618772506713,
2015-02-20,,,17.900915145874023,17.93494110107422,17.817255401611327,17.443959045410157,17.288047676086425,16.956309061050415,
2015-02-23,,,17.659870147705078,17.85837516784668,17.863336944580077,17.476584053039552,17.295449676513673,16.97373695373535,
2015-02-24,,,17.67404556274414,17.769047927856445,17.87113513946533,17.50779962539673,17.306523933410645,16.992150211334227,
2015-02-25,,,17.6953182220459,17.733600234985353,17.870426368713378,17.55031576156616,17.313646507263183,17.009159126281737,
2015-02-26,,,17.61733627319336,17.7094970703125,17.836397552490233,17.575519180297853,17.311867294311522,17.02728652000427,
2015-02-27,,,17.610240936279297,17.651362228393555,17.793151664733887,17.612369537353516,17.3110754776001,17.046749086380004,
2015-03-02,,,17.61733627319336,17.64285545349121,17.750615310668945,17.64604482650757,17.30901363372803,17.065087413787843,
2015-03-03,,,17.752033233642578,17.6584529876709,17.713750457763673,17.67263059616089,17.304845123291017,17.08477271080017,
2015-03-04,,,17.652782440185547,17.64994583129883,17.69177303314209,17.704178905487062,17.297703018188475,17.107683763504028,
2015-03-05,,,17.936363220214844,17.713751220703124,17.711624145507812,17.73785400390625,17.296232528686524,17.133782205581664,
2015-03-06,,,18.078147888183597,17.807332611083986,17.72934741973877,17.77330141067505,17.300421867370606,17.160454835891723,
2015-03-09,,,17.886730194091797,17.861211395263673,17.75203342437744,17.80768518447876,17.29993564605713,17.181979246139527,
2015-03-10,,,17.723678588867188,17.855540466308593,17.756996726989748,17.81406593322754,17.29872989654541,17.198779706954955,
2015-03-11,,,17.801660537719727,17.88531608581543,17.767630958557127,17.819028663635255,17.30374340057373,17.217906665802,
2015-03-12,,,18.07106590270996,17.91225662231445,17.813003921508788,17.82470073699951,17.314145011901857,17.236704540252685,
2015-03-13,,,17.56061553955078,17.80875015258789,17.808041381835938,17.800596523284913,17.31574951171875,17.249343338012697,
2015-03-16,,,17.943449020385742,17.82009391784668,17.840652656555175,17.79563398361206,17.33320022583008,17.26813060760498,
2015-03-17,,,18.149044036865234,17.905167007446288,17.880353736877442,17.797052097320556,17.35857521057129,17.285950698852538,
2015-03-18,,,17.858373641967773,17.9165096282959,17.900912857055665,17.79634294509888,17.376866073608397,17.299457988739015,
2015-03-19,,,17.58188247680664,17.818672943115235,17.865464782714845,17.78854446411133,17.387085456848144,17.310481586456298,
2015-03-20,,,17.58188247680664,17.822926330566407,17.815838241577147,17.77259283065796,17.401399536132814,17.320239658355714,
2015-03-23,,,17.55352783203125,17.744942092895506,17.782518005371095,17.767275714874266,17.41528778076172,17.327042655944823,
2015-03-24,,,17.241592407226562,17.563451766967773,17.73430938720703,17.745653057098387,17.423078536987305,17.332844181060793,
2015-03-25,,,17.014732360839844,17.39472351074219,17.655616569519044,17.711623764038087,17.432403564453125,17.33425916671753,
2015-03-26,,,17.09980010986328,17.298307037353517,17.558489990234374,17.685746955871583,17.450207557678223,17.33370080947876,
2015-03-27,,,17.355022430419922,17.252935028076173,17.53793067932129,17.672986030578613,17.46986831665039,17.33802444458008,
2015-03-30,,,17.241592407226562,17.190547943115234,17.46774501800537,17.654198837280273,17.487260475158692,17.34135503768921,
2015-03-31,,,17.106889724731445,17.16360740661621,17.36352958679199,17.621941661834718,17.503229560852052,17.343409214019776,
2015-04-01,,,17.269948959350586,17.21465072631836,17.304687118530275,17.60279998779297,17.51991817474365,17.34765874862671,
2015-04-02,,,17.454273223876953,17.285545349121094,17.291926193237305,17.578695487976074,17.528150215148926,17.354033908843995,
2015-04-03,,,17.454273223876953,17.3053955078125,17.279165267944336,17.54750175476074,17.542453804016112,17.359420700073244,
2015-04-06,,,17.54644203186035,17.366365432739258,17.278456687927246,17.53048734664917,17.553235244750976,17.365446815490724,
2015-04-07,,,17.652782440185547,17.475543975830078,17.319575691223143,17.52694253921509,17.565296211242675,17.374442501068117,
2015-04-08,,,17.723678588867188,17.5662899017334,17.39047031402588,17.52304344177246,17.582869873046874,17.384217700958253,
2015-04-09,,,17.752033233642578,17.625841903686524,17.455693626403807,17.507091808319093,17.595645179748534,17.3943470954895,
2015-04-10,,,17.801660537719727,17.695319366455077,17.50035743713379,17.51914405822754,17.61421371459961,17.40454916000366,
2015-04-13,,,18.042699813842773,17.794570922851562,17.58046817779541,17.524106597900392,17.636191101074218,17.413772830963136,
2015-04-14,,,17.82292938232422,17.828600311279295,17.652072143554687,17.50780086517334,17.64824333190918,17.422351970672608,
2015-04-15,,,18.149044036865234,17.913673400878906,17.739981651306152,17.522334384918214,17.67078788757324,17.43278028488159,
2015-04-16,,,18.07106590270996,17.977479934692383,17.80166091918945,17.54679355621338,17.68695198059082,17.442428817749022,
2015-04-17,,,17.808744430541992,17.978896713256837,17.837108039855956,17.558136653900146,17.69574287414551,17.446630153656006,
2015-04-20,,,17.801660537719727,17.930688858032227,17.862629890441895,17.57054328918457,17.70779499053955,17.455349617004394,
2015-04-21,,,17.752033233642578,17.9165096282959,17.872554969787597,17.596065330505372,17.710914382934572,17.46201961517334,
2015-04-22,,,18.07106590270996,17.900914001464844,17.907293701171874,17.64888200759888,17.718287582397462,17.47166814804077,
2015-04-23,,,18.177400588989254,17.922180938720704,17.94983043670654,17.702762031555174,17.72268310546875,17.481179885864258,
2015-04-24,,,18.12777709960937,17.98598747253418,17.982442092895507,17.74139976501465,17.72438465118408,17.484900436401368,
2015-04-27,,,18.06397247314453,18.038449859619142,17.984569358825684,17.782518768310545,17.724810104370118,17.488759517669678,
2015-04-28,,,18.276655197143555,18.143374252319337,18.029941940307616,17.841007041931153,17.727929573059082,17.493898258209228,
2015-04-29,,,18.49643325805664,18.228447723388673,18.06468086242676,17.902331256866454,17.74040710449219,17.50483528137207,
2015-04-30,,,18.46806526184082,18.286580657958986,18.104380798339843,17.95302085876465,17.755011367797852,17.515206298828126,
2015-05-01,,,18.48942375183105,18.35890998840332,18.17244873046875,18.004778385162354,17.76678153991699,17.52741460800171,
2015-05-04,,,18.717159271240234,18.489547348022462,18.263998603820802,18.06331424713135,17.787927322387695,17.541688499450682,
2015-05-05,,,18.674455642700195,18.569107437133788,18.356240844726564,18.11439790725708,17.807935523986817,17.55722972869873,
2015-05-06,,,18.396900177001957,18.549200820922852,18.388824272155762,18.14805898666382,17.821967163085937,17.56780683517456,
2015-05-07,,,18.468067169189453,18.549201202392577,18.41789093017578,18.18386068344116,17.83898178100586,17.57542453765869,
2015-05-08,,,18.36843681335449,18.525003814697264,18.44195690155029,18.2121994972229,17.854145698547363,17.58261058807373,
2015-05-11,,,18.5534725189209,18.4922664642334,18.49090690612793,18.237738132476807,17.872868423461913,17.59094102859497,
2015-05-12,,,18.61040306091309,18.479455947875977,18.524281692504882,18.27711181640625,17.890035820007324,17.59744047164917,
2015-05-13,,,18.66734313964844,18.533544540405273,18.54137268066406,18.30302677154541,17.91032703399658,17.60401502609253,
2015-05-14,,,18.845258712768555,18.608982849121094,18.579092025756836,18.34173641204834,17.928504943847656,17.61236873626709,
2015-05-15,,,18.453834533691406,18.626062393188477,18.57553310394287,18.37399091720581,17.93601867675781,17.61822027206421,
2015-05-18,,,18.717159271240234,18.658799743652345,18.57553310394287,18.419765853881835,17.95262725830078,17.626281452178954,
2015-05-19,,,19.11569595336914,18.759858322143554,18.619657135009767,18.487948989868165,17.98046760559082,17.639598751068114,
2015-05-20,,,19.03740882873535,18.83387145996094,18.683708000183106,18.536266136169434,18.005182571411133,17.65446298599243,
2015-05-21,,,19.101465225219727,18.885112762451172,18.74704780578613,18.582469367980956,18.025790557861328,17.669967784881592,
2015-05-22,,,19.15839385986328,19.026024627685548,18.82604351043701,18.63400020599365,18.057746124267577,17.686747817993165,
2015-05-25,,,19.15839385986328,19.114271545410155,18.88653564453125,18.68872127532959,18.08204502105713,17.707622623443605,
2015-05-26,,,19.00182342529297,19.091497039794923,18.925677680969237,18.72497968673706,18.099100608825683,17.728837909698488,
