Date,GRADE,GPS,ADSK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1985-06-28,,,0.4443274438381195,,,,,,
1985-07-01,,,0.4443274438381195,,,,,,
1985-07-02,,,0.4628408849239349,,,,,,
1985-07-03,,,0.4628408849239349,,,,,,
1985-07-04,,,0.4628408849239349,0.4554355084896088,,,,,
1985-07-05,,,0.4720979034900665,0.46098960041999815,,,,,
1985-07-08,,,0.4535845518112182,0.46284102201461785,,,,,
1985-07-09,,,0.4443274438381195,0.4591383337974547,,,,,
1985-07-10,,,0.4535845518112182,0.4572870671749114,,,,,
1985-07-11,,,0.4628408849239349,0.4572870671749115,0.45636128783226015,,,,
1985-07-12,,,0.4628408849239349,0.4554356634616852,0.45821263194084166,,,,
1985-07-15,,,0.4628408849239349,0.45728693008422844,0.4600639760494231,,,,
1985-07-16,,,0.4998684823513031,0.46839513778686515,0.46376673579215993,,,,
1985-07-17,,,0.5183818340301514,0.48135459423065186,0.4693208307027817,,,,
1985-07-18,,,0.4998684823513031,0.4887601137161255,0.4730235904455185,,,,
1985-07-19,,,0.4998684823513031,0.4961656332015991,0.47580064833164215,,,,
1985-07-22,,,0.4998684823513031,0.5035711526870728,0.4804290413856506,,,,
1985-07-23,,,0.5091254711151123,0.5054225504398346,0.4869088441133499,,,,
1985-07-24,,,0.5091254711151123,0.5035712778568268,0.4924629360437393,,,,
1985-07-25,,,0.5276387333869934,0.5091253280639648,0.49894272089004515,0.4776520043611526,,,
1985-07-26,,,0.5368960499763489,0.516530841588974,0.5063482373952866,0.48228043466806414,,,
1985-07-29,,,0.5461522340774536,0.5257875919342041,0.5146793723106384,0.4873716741800308,,,
1985-07-30,,,0.5368960499763489,0.5313417077064514,0.518382129073143,0.49107443243265153,,,
1985-07-31,,,0.5554093718528748,0.5405984878540039,0.5220848828554153,0.49570285677909853,,,
1985-08-01,,,0.5739226937294006,0.5498552799224854,0.529490303993225,0.5012569472193718,,,
1985-08-02,,,0.5878080129623413,0.5600376725196838,0.5382842570543289,0.5070424526929855,,,
1985-08-05,,,0.5739226937294006,0.5655917644500732,0.5456896781921386,0.5130593597888946,,,
1985-08-06,,,0.5554093718528748,0.5692944288253784,0.5503180682659149,0.5186134561896324,,,
1985-08-07,,,0.5368960499763489,0.5655917644500732,0.5530951261520386,0.5227790310978889,,,
1985-08-08,,,0.5646664500236511,0.5637405157089234,0.5567978978157043,0.5278703093528747,,,
1985-08-09,,,0.5739226937294006,0.5609634518623352,0.5605005621910095,0.533424399793148,,,
1985-08-12,,,0.5739226937294006,0.5609634518623352,0.5632776081562042,0.5389784902334214,,,
1985-08-13,,,0.5831796526908875,0.5665175080299377,0.5679059684276581,0.5431440487504006,,,
1985-08-14,,,0.5878080129623413,0.5766999006271363,0.5711458325386047,0.5466153576970101,,,
1985-08-15,,,0.5878080129623413,0.5813282132148743,0.5725343644618988,0.5510123342275619,,,
1985-08-16,,,0.5831796526908875,0.5831796050071716,0.5720715284347534,0.5551778927445412,,,
1985-08-19,,,0.5646664500236511,0.5813283562660218,0.5711459040641784,0.5584177911281586,,,
1985-08-20,,,0.5368960499763489,0.572071635723114,0.5692945718765259,0.5598063200712204,,,
1985-08-21,,,0.5368960499763489,0.5618892431259155,0.5692945718765259,0.5611948490142822,,,
1985-08-22,,,0.5368960499763489,0.551706850528717,0.5665175318717957,0.56165771484375,,,
1985-08-23,,,0.5831796526908875,0.551706850528717,0.5674432277679443,0.563971894979477,,,
1985-08-26,,,0.5831796526908875,0.5554094910621643,0.568368923664093,0.5658232659101486,,,
1985-08-27,,,0.5831796526908875,0.564666211605072,0.568368923664093,0.5681374460458756,,,
1985-08-28,,,0.5878080129623413,0.5748486042022705,0.568368923664093,0.5697573781013489,,,
1985-08-29,,,0.6109502911567688,0.5896594524383545,0.5706831514835358,0.5716087579727173,,,
1985-08-30,,,0.6109502911567688,0.5952135801315308,0.5734602153301239,0.5727658718824387,,,
1985-09-02,,,0.6109502911567688,0.600767707824707,0.5780885994434357,0.5746172517538071,,,
1985-09-03,,,0.6109502911567688,0.6063218355178833,0.5854940235614776,0.5773942977190017,,,
1985-09-04,,,0.6016930341720581,0.6090988397598267,0.5919737219810486,0.5806341469287872,,,
1985-09-05,,,0.5878080129623413,0.6044703841209411,0.5970649182796478,0.5817912250757218,0.5351368713378907,,
1985-09-06,,,0.6109502911567688,0.6044703841209411,0.599841982126236,0.5836426049470902,0.5384693282842636,,
1985-09-09,,,0.6109502911567688,0.6044703841209411,0.6026190459728241,0.5854939848184586,0.5418017852306366,,
1985-09-10,,,0.6016930341720581,0.602618932723999,0.6044703841209411,0.586419653892517,0.5445788282155991,,
1985-09-11,,,0.5878080129623413,0.5998419284820556,0.6044703841209411,0.586419653892517,0.5470781707763672,,
1985-09-12,,,0.6016930341720581,0.602618932723999,0.6035446584224701,0.587113904953003,0.5498552137613296,,
1985-09-13,,,0.6016930341720581,0.6007674813270569,0.602618932723999,0.5880395740270614,0.5524471163749695,,
1985-09-16,,,0.6016930341720581,0.5989160299301147,0.601693207025528,0.5898909032344818,0.5554092860221863,,
1985-09-17,,,0.5554093718528748,0.5896592974662781,0.5961391150951385,0.5908165693283081,0.5576309245824814,,
1985-09-18,,,0.5878080129623413,0.5896592974662781,0.5947506129741669,0.5933621674776077,0.5603153938055039,,
1985-09-19,,,0.6016930341720581,0.5896592974662781,0.5961391150951385,0.5966020166873932,0.5630924367904663,,
1985-09-20,,,0.6016930341720581,0.5896592974662781,0.5952133893966675,0.5975276857614518,0.5658694797754288,,
1985-09-23,,,0.6016930341720581,0.5896592974662781,0.5942876636981964,0.5984533548355102,0.5686465227603912,,
1985-09-24,,,0.6016930341720581,0.5989160299301147,0.5942876636981964,0.5993790239095688,0.5706830137968063,,
1985-09-25,,,0.6016930341720581,0.6016930341720581,0.595676165819168,0.6000732749700546,0.5723492377996444,,
1985-09-26,,,0.5739226937294006,0.5961389660835266,0.5928991317749024,0.5982218950986862,0.5738303220272064,,
1985-09-27,,,0.5739226937294006,0.5905848979949951,0.5901220977306366,0.5963705152273178,0.5753114062547684,,
1985-09-30,,,0.5368960499763489,0.5776255011558533,0.5836423993110657,0.5926678031682968,0.5760519576072692,,
1985-10-01,,,0.5368960499763489,0.5646661043167114,0.5817910671234131,0.5889650911092759,0.5766073691844941,,
1985-10-02,,,0.5554093718528748,0.5554093718528748,0.5785512030124664,0.5866509079933167,0.5775330471992492,,
1985-10-03,,,0.5461522340774536,0.5498552799224854,0.572997123003006,0.5845681190490722,0.5779033172130584,,
1985-10-04,,,0.5368960499763489,0.542449951171875,0.566517424583435,0.5808654069900513,0.5779033172130584,,
1985-10-07,,,0.5091254711151123,0.5368958353996277,0.5572606682777405,0.5757741659879685,0.5771627819538117,,
1985-10-08,,,0.4906112849712372,0.5276388823986053,0.5461524933576584,0.5702200785279274,0.5762370866537094,,
1985-10-09,,,0.48135507106781,0.5128280222415924,0.5341186970472336,0.5648974314332008,0.5747560006380081,,
1985-10-10,,,0.48135507106781,0.4998685896396637,0.5248619347810746,0.5588805332779885,0.5729046481847763,,
1985-10-11,,,0.4998684823513031,0.49246307611465456,0.5174565136432647,0.5537893056869507,0.5711458575725555,,
1985-10-14,,,0.5276387333869934,0.49616572856903074,0.5165307819843292,0.5500865906476975,0.5702201783657074,,
1985-10-15,,,0.5091254711151123,0.4998685657978058,0.5137537240982055,0.5477723956108094,0.5692945003509522,,
1985-10-16,,,0.5091254711151123,0.5054226458072663,0.5091253340244293,0.5438382685184479,0.5687390887737274,,
1985-10-17,,,0.5183818340301514,0.5128279983997345,0.506348294019699,0.5396727085113525,0.5678133964538574,,
1985-10-18,,,0.5276387333869934,0.5183820486068725,0.5054225623607635,0.5359699934720993,0.5668877172470093,,
1985-10-21,,,0.5276387333869934,0.5183820486068725,0.5072738885879516,0.532267278432846,0.5659620380401611,,
1985-10-22,,,0.5276387333869934,0.5220847010612488,0.5109766334295273,0.5285645633935928,0.5648512196540832,,
1985-10-23,,,0.5276387333869934,0.525787353515625,0.5156049996614456,0.5248618483543396,0.5636478340625763,,
1985-10-24,,,0.5276387333869934,0.5276387333869934,0.520233365893364,0.5225476503372193,0.5624444484710693,,
1985-10-25,,,0.5276387333869934,0.5276387333869934,0.523010390996933,0.5202334523200989,0.5613336300849915,,
1985-10-28,,,0.5276387333869934,0.5276387333869934,0.523010390996933,0.5197705864906311,0.5605930757522583,,
1985-10-29,,,0.5276387333869934,0.5276387333869934,0.5248617172241211,0.5193077206611634,0.5604079294204712,,
1985-10-30,,,0.5461522340774536,0.5313414335250854,0.5285643935203552,0.5188448637723923,0.5605930531024933,,
1985-10-31,,,0.5461522340774536,0.5350441336631775,0.5313414335250854,0.5188448637723923,0.5607781767845154,,
1985-11-01,,,0.5368960499763489,0.5368955969810486,0.532267165184021,0.5188448637723923,0.5598525047302246,,
1985-11-04,,,0.5368960499763489,0.5387470602989197,0.5331928968429566,0.5202333927154541,0.5589268326759338,,
1985-11-05,,,0.5368960499763489,0.5405985236167907,0.5341186285018921,0.5225476309657097,0.5580011606216431,,
1985-11-06,,,0.5461522340774536,0.5405985236167907,0.5359699785709381,0.5257874891161919,0.5571680450439453,,
1985-11-07,,,0.5461522340774536,0.5405985236167907,0.5378213286399841,0.529027347266674,0.555872083902359,,
1985-11-08,,,0.5554093718528748,0.5443011879920959,0.5405983924865723,0.5318043917417526,0.5547612655162811,,
1985-11-11,,,0.5831796526908875,0.5535579085350036,0.5461524844169616,0.5345814377069473,0.5542058527469635,,
1985-11-12,,,0.6202074885368347,0.5702201962471009,0.5554093599319458,0.5401355385780334,0.5543909966945648,,
1985-11-13,,,0.6016930341720581,0.5813283562660218,0.5609634399414063,0.5447639167308808,0.5543909966945648,,
1985-11-14,,,0.6202074885368347,0.5961394071578979,0.5683689653873444,0.5498551994562149,0.5550389862060547,0.5450879287719727,
1985-11-15,,,0.6387207508087158,0.6128016829490661,0.5785514354705811,0.5554093003273011,0.5555943953990936,0.5470318618416786,
1985-11-18,,,0.6387207508087158,0.6239099025726318,0.5887339055538178,0.5609634011983872,0.5561498045921326,0.5489757949113846,
1985-11-19,,,0.6433488130569458,0.628538167476654,0.5993791818618774,0.5667489051818848,0.5569829201698303,0.5507808741927147,
1985-11-20,,,0.6572340726852417,0.6396463751792908,0.6104873657226563,0.5732286721467972,0.5583714413642883,0.5527248060703278,
