Date,GRADE,GPS,NKE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.1823897659778595,,,,,,
1983-11-22,,,0.1796257942914962,,,,,,
1983-11-23,,,0.1754807233810424,,,,,,
1983-11-24,,,0.1754807233810424,,,,,,
1983-11-25,,,0.1699534803628921,0.1765860974788665,,,,,
1983-11-28,,,0.1644269675016403,0.17299353778362267,,,,,
1983-11-29,,,0.1671900898218155,0.17050639688968655,,,,,
1983-11-30,,,0.1685718595981598,0.16912462413311,,,,,
1983-12-01,,,0.1699534803628921,0.16801917552947992,,,,,
1983-12-02,,,0.1685718595981598,0.1677428513765335,0.1721644744277,,,,
1983-12-05,,,0.1644269675016403,0.1677428513765335,0.17036819458007807,,,,
1983-12-06,,,0.1644269675016403,0.16719022691249846,0.16884831190109248,,,,
1983-12-07,,,0.163045272231102,0.16608490943908688,0.16760476678609845,,,,
1983-12-08,,,0.163045272231102,0.16470326781272887,0.1663612216711044,,,,
1983-12-09,,,0.163045272231102,0.16359795033931732,0.1656704008579254,,,,
1983-12-12,,,0.1616634875535965,0.16304525434970857,0.16539405286312103,,,,
1983-12-13,,,0.1685718595981598,0.16387423276901245,0.16553222984075547,,,,
1983-12-14,,,0.1658086031675338,0.1644268989562988,0.16525590419769287,,,,
1983-12-15,,,0.1671900898218155,0.16525586247444152,0.1649795651435852,,,,
1983-12-16,,,0.163045272231102,0.16525586247444152,0.16442690640687943,0.1682956904172897,,,
1983-12-19,,,0.163045272231102,0.16553221940994262,0.1642887368798256,0.16732846572995183,,,
1983-12-20,,,0.1616634875535965,0.16415054500102993,0.1640123888850212,0.16643035039305684,,,
1983-12-21,,,0.1644269675016403,0.16387421786785125,0.16415055841207504,0.16587766259908673,,,
1983-12-22,,,0.163045272231102,0.16304525434970857,0.16415055841207504,0.16525589004158975,,,
1983-12-23,,,0.1658086031675338,0.1635979205369949,0.1644268915057182,0.16504864618182183,,,
1983-12-26,,,0.1658086031675338,0.16415058672428126,0.16484140306711195,0.16511772796511648,,,
1983-12-27,,,0.1658086031675338,0.16497960984706875,0.16456507742404933,0.1650486536324024,,,
1983-12-28,,,0.1644269675016403,0.16497960984706875,0.16442691385745997,0.16484140902757644,,,
1983-12-29,,,0.163045272231102,0.16497960984706875,0.16401243209838862,0.1644959986209869,,,
1983-12-30,,,0.1602819859981537,0.1638742864131927,0.1637361034750938,0.1640815049409866,,,
1984-01-02,,,0.1602819859981537,0.16276896297931667,0.16345977485179897,0.16387425586581228,,,
1984-01-03,,,0.1644269675016403,0.162492635846138,0.16373612284660335,0.16387425586581228,,,
1984-01-04,,,0.1699534803628921,0.16359793841838838,0.16428877413272852,0.16421966627240178,,,
1984-01-05,,,0.1754807233810424,0.16608502864837643,0.16553231924772258,0.16484143882989882,,,
1984-01-06,,,0.1810073852539062,0.17023010849952694,0.16705219745635982,0.16573954448103903,,,
1984-01-09,,,0.1796257942914962,0.17409887015819542,0.16843391656875606,0.166637659817934,,,
1984-01-10,,,0.1699534803628921,0.1752041727304458,0.1688484042882919,0.1667067408561706,,,
1984-01-11,,,0.1644269675016403,0.17409887015819542,0.1688484042882919,0.16663765907287592,,,
1984-01-12,,,0.1602819859981537,0.1710591226816177,0.16857207566499705,0.16629225388169283,,,
1984-01-13,,,0.1616634875535965,0.16719034314155573,0.16871022582054135,0.16622316464781756,,,
1984-01-16,,,0.1658086031675338,0.16442690491676326,0.16926288753747937,0.16636133119463917,,,
1984-01-17,,,0.1658086031675338,0.1635979294776916,0.16940105110406872,0.16656858697533602,,,
