Date,GRADE,GPS,PGR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.1515000760555267,,,,,,
1983-11-22,,,0.1494243144989013,,,,,,
1983-11-23,,,0.1494243144989013,,,,,,
1983-11-24,,,0.1494243144989013,,,,,,
1983-11-25,,,0.1504622548818588,0.15004705488681788,,,,,
1983-11-28,,,0.1525374352931976,0.15025452673435208,,,,,
1983-11-29,,,0.1431986391544342,0.14900939166545865,,,,,
1983-11-30,,,0.1457928866147995,0.1482831060886383,,,,,
1983-12-01,,,0.146311268210411,0.14766049683094024,,,,,
1983-12-02,,,0.146311268210411,0.14683029949665066,0.14843867719173426,,,,
1983-12-05,,,0.1473491489887237,0.1457926422357559,0.14802358448505398,,,,
1983-12-06,,,0.1504622548818588,0.1472453653812408,0.14812737852334973,,,,
1983-12-07,,,0.1525374352931976,0.14859427511692042,0.14843869060277937,,,,
1983-12-08,,,0.1515000760555267,0.14963203668594355,0.1486462667584419,,,,
1983-12-09,,,0.1525374352931976,0.1508772701025009,0.14885378479957576,,,,
1983-12-12,,,0.1525374352931976,0.15191492736339565,0.14885378479957576,,,,
1983-12-13,,,0.1515000760555267,0.15212249159812924,0.149683928489685,,,,
1983-12-14,,,0.1504622548818588,0.15170745551586148,0.15015086531639094,,,,
1983-12-15,,,0.1504622548818588,0.1514998912811279,0.15056596398353572,,,,
1983-12-16,,,0.1504622548818588,0.1510848551988601,0.1509810626506805,0.14970986992120738,,,
1983-12-19,,,0.1525374352931976,0.1510848551988601,0.1514998912811279,0.14976173788309094,,,
1983-12-20,,,0.1525374352931976,0.15129232704639434,0.15170740932226176,0.14991739392280573,,,
1983-12-21,,,0.1525374352931976,0.1517073631286621,0.15170740932226176,0.15007304996252055,,,
1983-12-22,,,0.1535753160715103,0.15232997536659237,0.15191493332386014,0.150280600041151,,,
1983-12-23,,,0.1509811133146286,0.15243374705314633,0.15175930112600325,0.1503065429627895,,,
1983-12-26,,,0.1509811133146286,0.15212248265743256,0.15160366892814633,0.15022872686386107,,,
1983-12-27,,,0.1504622548818588,0.15170744657516477,0.15149988681077955,0.15059190765023228,,,
1983-12-28,,,0.1509811133146286,0.15139618217945097,0.15155177265405653,0.15085131898522375,,,
1983-12-29,,,0.1525374352931976,0.15118860602378845,0.1517592906951904,0.1511626273393631,,,
1983-12-30,,,0.1525374352931976,0.15149987041950225,0.1519668087363243,0.1514739356935024,,,
1984-01-02,,,0.1525374352931976,0.15181113481521608,0.1519668087363243,0.1517333500087261,,,
1984-01-03,,,0.1525374352931976,0.1522261708974838,0.15196680873632432,0.15183710902929304,,,
1984-01-04,,,0.1520185768604278,0.15243366360664365,0.1519149228930473,0.15181116610765455,,,
1984-01-05,,,0.1515000760555267,0.15222619175910945,0.15170739889144896,0.15181116610765455,,,
1984-01-06,,,0.1535753160715103,0.15243376791477198,0.1519668191671371,0.1518630601465702,,,
1984-01-09,,,0.1546126455068588,0.15284880995750422,0.15232997238636015,0.15196682065725323,,,
1984-01-10,,,0.1525374352931976,0.15284880995750424,0.15253749042749404,0.15201868861913675,,,
1984-01-11,,,0.1535753160715103,0.15316015779972073,0.1527969107031822,0.15217434167861935,,,
1984-01-12,,,0.1525374352931976,0.1533676296472549,0.1527969107031822,0.1522781006991863,,,
1984-01-13,,,0.1515000760555267,0.1529525816440582,0.15269317477941508,0.1523299917578697,,,
1984-01-16,,,0.1494243144989013,0.15191491544246669,0.15238186269998547,0.1521743357181549,,,
1984-01-17,,,0.1494243144989013,0.15129229128360744,0.15207055062055583,0.15201867967844007,,,
1984-01-18,,,0.1504622548818588,0.15066967904567713,0.15191491842269894,0.15191492065787313,,,
1984-01-19,,,0.1504622548818588,0.15025464296340937,0.15181113630533216,0.15175926759839056,,,
1984-01-20,,,0.1499433070421219,0.1499432891607284,0.15144793540239332,0.15170737728476522,,,
1984-01-23,,,0.1515000760555267,0.1503584414720535,0.15113667845726012,0.15173332542181012,,,
1984-01-24,,,0.146311268210411,0.14973583221435544,0.15051406174898144,0.15152577608823775,,,
1984-01-25,,,0.146311268210411,0.14890563488006586,0.1497876569628715,0.15129228383302684,,,
1984-01-26,,,0.1447549909353256,0.14776418209075923,0.1490094125270843,0.15090316161513323,,,
1984-01-27,,,0.1452739089727401,0.14683030247688286,0.14838679581880562,0.15053998529911036,0.15049330383539197,,
1984-01-30,,,0.1421608328819275,0.14496245384216305,0.14766044765710826,0.15002115517854686,0.15030651897192,,
1984-01-31,,,0.139047771692276,0.14350975453853604,0.14662279337644574,0.14934667199850077,0.15009898811578748,,
1984-02-01,,,0.139047771692276,0.14205705523490902,0.14548134505748744,0.1486981317400932,0.14989145725965497,,
1984-02-02,,,0.1359346508979797,0.14029298722743988,0.14402858465909954,0.14791986048221584,0.14962166398763654,,
1984-02-03,,,0.1431986391544342,0.13987793326377868,0.14335411787033076,0.14740102663636204,0.14947639167308804,,
1984-02-06,,,0.1431986391544342,0.14008549451828003,0.1425239741802215,0.1468303263187408,0.14928961575031277,,
1984-02-07,,,0.1400855332612991,0.14029304683208463,0.14190140068531035,0.1462077312171459,0.14922735363245007,,
1984-02-08,,,0.139047771692276,0.14029304683208463,0.14117505103349684,0.14548135399818418,0.1490924513339996,,
1984-02-09,,,0.1380103677511215,0.14070819020271302,0.14050058871507642,0.14475500062108038,0.1489264333248138,,
1984-02-10,,,0.1369724869728088,0.13946295976638795,0.1396704465150833,0.14402862116694448,0.14873965770006176,,
1984-02-13,,,0.1348972618579864,0.13780268430709836,0.1389440894126892,0.14330226853489875,0.14849061995744703,,
1984-02-14,,,0.1338593363761901,0.13655744493007654,0.1384252458810806,0.14252401962876318,0.14815856158733365,,
1984-02-15,,,0.1338593363761901,0.13551975786685938,0.13790640234947202,0.14169387370347972,0.14778499960899352,,
1984-02-16,,,0.1364535540342331,0.1352083951234817,0.13795829266309736,0.14099343866109842,0.14748406916856763,,
1984-02-17,,,0.1369724869728088,0.1352083951234817,0.13733567744493483,0.14034489765763278,0.14717277020215985,,
1984-02-20,,,0.1369724869728088,0.13562344014644617,0.1367130622267723,0.13961851820349688,0.14686147123575208,,
1984-02-21,,,0.1369724869728088,0.1362460702657699,0.13640175759792322,0.13915157914161677,0.14657091945409773,,
1984-02-22,,,0.1348972618579864,0.13645365536212917,0.13598670661449427,0.13858087882399556,0.14625961959362027,,
1984-02-23,,,0.1359346508979797,0.1363498747348785,0.1357791349291801,0.13813986182212828,0.1459690675139427,,
1984-02-24,,,0.1364535540342331,0.13624608814716335,0.13572724163532252,0.13769884407520291,0.14568889349699018,,
1984-02-27,,,0.1359346508979797,0.13603852093219754,0.13583098053932186,0.13738753497600553,0.14535683780908581,,
1984-02-28,,,0.1369724869728088,0.13603852093219754,0.13614229559898375,0.13728377074003217,0.14504553884267804,,
1984-02-29,,,0.1359346508979797,0.13624599874019622,0.1363498270511627,0.13712811470031736,0.14471348315477367,,
1984-03-01,,,0.1369724869728088,0.13645356595516203,0.13640172034502027,0.13718000650405882,0.14438142657279965,,
1984-03-02,,,0.1359346508979797,0.13634978532791137,0.13629793673753735,0.1368168070912361,0.14408049732446668,,
1984-03-05,,,0.1338593363761901,0.13593472242355342,0.13598662167787548,0.13634984195232389,0.1437380617856979,,
1984-03-06,,,0.1328215450048446,0.1351045340299606,0.13557152748107906,0.13598664253950116,0.14338524758815763,,
1984-03-07,,,0.1317842155694961,0.13427444696426385,0.13526022285223005,0.13562346473336215,0.14300130963325497,,
1984-03-08,,,0.1328215450048446,0.13344425857067105,0.13494891226291653,0.13536402359604832,0.1426069918274879,,
1984-03-09,,,0.1317842155694961,0.1326141715049743,0.13448197841644283,0.13510461002588267,0.14219192743301387,,
1984-03-12,,,0.1317842155694961,0.13219914734363553,0.13406693488359447,0.13494895771145815,0.14177686303853984,,
1984-03-13,,,0.1307462602853775,0.1317840903997421,0.13344431221485134,0.13479330390691752,0.14134103953838345,,
1984-03-14,,,0.1307462602853775,0.13157649934291837,0.1329254731535911,0.1346376501023769,0.14091559320688243,,
1984-03-15,,,0.1307462602853775,0.13116144239902494,0.13230285048484797,0.13435228541493413,0.14050051689147947,,
1984-03-16,,,0.1297089606523513,0.130746391415596,0.13168028146028515,0.13398910909891126,0.14002318978309627,,
1984-03-19,,,0.1297089606523513,0.13033134043216701,0.13126524388790126,0.1336259327828884,0.13952511608600612,,
1984-03-20,,,0.1286710947751999,0.1299163073301315,0.1308501988649368,0.13321086317300795,0.13904778927564618,,
1984-03-21,,,0.1286710947751999,0.12950127422809596,0.13053888678550715,0.13289955481886861,0.13854970484971996,,
1984-03-22,,,0.1281520873308181,0.1289824396371841,0.13007194101810454,0.13251042664051052,0.13806199789047238,,
1984-03-23,,,0.1297089606523513,0.1289824396371841,0.12986441552639003,0.13217319697141644,0.13762617558240886,,
