Date,GRADE,GPS,PLD,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1998-01-01,,,8.662039756774902,8.416401863098145,8.340986919403075,8.18802993297577,,,
1998-01-02,,,8.575854301452637,8.498281288146973,8.37546272277832,8.22157096862793,,,
1998-01-05,,,8.489665031433105,8.554304504394532,8.397010135650635,8.248660373687745,,,
1998-01-06,,,8.511210441589355,8.580161857604981,8.420712089538574,8.27682704925537,,,
1998-01-07,,,8.489665031433105,8.54568691253662,8.442259502410888,8.306058621406555,,,
1998-01-08,,,8.468114852905273,8.506901931762695,8.46165189743042,8.334212684631348,,,
1998-01-09,,,8.403475761413574,8.472426223754884,8.485353755950928,8.356992626190186,,,
1998-01-12,,,8.425019264221191,8.4594970703125,8.506900787353516,8.380849742889405,,,
1998-01-13,,,8.468114852905273,8.450877952575684,8.515519905090333,8.397010040283202,,,
1998-01-14,,,8.532757759094238,8.45949649810791,8.502591705322265,8.406706094741821,,,
1998-01-15,,,8.44657039642334,8.455187606811524,8.48104476928711,8.411015844345092,,,
1998-01-16,,,8.44657039642334,8.463806533813477,8.46811637878418,8.42178955078125,,,
1998-01-19,,,8.44657039642334,8.468116760253906,8.463806915283204,8.43040852546692,,,
1998-01-20,,,8.489665031433105,8.472426795959473,8.461652374267578,8.441182231903076,,,
1998-01-21,,,8.532757759094238,8.472426795959473,8.46596164703369,8.45411057472229,,,
1998-01-22,,,8.511210441589355,8.485354804992676,8.4702712059021,8.46596155166626,,,
1998-01-23,,,8.425019264221191,8.481044578552247,8.472425556182861,8.478889656066894,,,
1998-01-26,,,8.31728744506836,8.45518798828125,8.461652374267578,8.484276580810548,,,
1998-01-27,,,8.36037540435791,8.42933006286621,8.450878429412843,8.483199167251588,,,
1998-01-28,,,8.274190902709961,8.377616691589356,8.425021743774414,8.46380672454834,,,
1998-01-29,,,8.274190902709961,8.330212783813476,8.407783794403077,8.444414281845093,8.22498631477356,,
1998-01-30,,,8.44657039642334,8.334523010253907,8.407783794403077,8.437950086593627,8.236245555877685,,
1998-02-02,,,8.532757759094238,8.377617073059081,8.416402530670165,8.440104722976685,8.250942392349243,,
1998-02-03,,,8.44657039642334,8.394856071472168,8.41209306716919,8.436872720718384,8.262201633453369,,
1998-02-04,,,8.403475761413574,8.42071304321289,8.399164867401122,8.432563257217407,8.274312829971313,,
1998-02-05,,,8.44657039642334,8.455188941955566,8.39270086288452,8.431486034393311,8.287285919189452,,
1998-02-06,,,8.44657039642334,8.455188941955566,8.394855976104736,8.4336407661438,8.298545160293578,,
1998-02-09,,,8.38192367553711,8.42502212524414,8.401319599151611,8.431485986709594,8.308082962036133,,
1998-02-10,,,8.489665031433105,8.433641052246093,8.41424856185913,8.432563495635986,8.320204095840454,,
1998-02-11,,,8.489665031433105,8.45087890625,8.435795974731445,8.43040885925293,8.332325229644775,,
1998-02-12,,,8.44657039642334,8.45087890625,8.453033924102783,8.43040885925293,8.343584470748901,,
1998-02-13,,,8.44657039642334,8.45087890625,8.453033924102783,8.43040885925293,8.354415206909179,,
1998-02-16,,,8.44657039642334,8.463808250427245,8.444415187835693,8.43040885925293,8.36438907623291,,
1998-02-17,,,8.554308891296387,8.476737022399902,8.455189037322999,8.433641052246093,8.376517715454101,,
1998-02-18,,,8.31728744506836,8.442261505126954,8.446570205688477,8.4228675365448,8.38476279258728,,
1998-02-19,,,8.274190902709961,8.407785606384277,8.429332256317139,8.41101655960083,8.392145938873291,,
1998-02-20,,,8.338836669921875,8.386238861083985,8.418558883666993,8.406707429885865,8.399965133666992,,
1998-02-23,,,8.295737266540527,8.356072235107423,8.409940242767334,8.405629920959473,8.406922340393066,,
1998-02-24,,,8.231096267700195,8.291429710388183,8.384083366394043,8.399165964126587,8.408646087646485,,
1998-02-25,,,8.188000679016113,8.265572357177735,8.353916931152344,8.394856452941895,8.40562936782837,,
1998-02-26,,,8.144908905029297,8.239715957641602,8.32375078201294,8.388392353057862,8.401320037841797,,
1998-02-27,,,8.101811408996582,8.192310905456543,8.289274883270263,8.371154403686523,8.398734340667724,,
1998-03-02,,,8.080263137817383,8.149216079711914,8.252644157409668,8.34852967262268,8.394855785369874,,
1998-03-03,,,8.123358726501465,8.127668571472167,8.209549140930175,8.332369089126587,8.391839141845702,,
1998-03-04,,,8.058713912963867,8.10181121826172,8.183691787719727,8.315130996704102,8.387529602050781,,
1998-03-05,,,8.080263137817383,8.088882064819336,8.164299011230469,8.296815633773804,8.383651046752929,,
1998-03-06,,,8.101811408996582,8.088882064819336,8.140596485137939,8.279577684402465,8.382358131408692,,
1998-03-09,,,8.274190902709961,8.12766761779785,8.138441848754884,8.274191045761109,8.383650970458984,,
1998-03-10,,,8.274190902709961,8.15783405303955,8.142751312255859,8.26341733932495,8.381496315002442,,
1998-03-11,,,8.338836669921875,8.213858604431152,8.157834911346436,8.25587592124939,8.375032253265381,,
1998-03-12,,,8.274190902709961,8.252644157409668,8.170763111114502,8.24725694656372,8.367275276184081,,
1998-03-13,,,8.231096267700195,8.27850112915039,8.183691596984863,8.236483240127564,8.360380115509033,,
1998-03-16,,,8.241412162780762,8.271945381164551,8.199806499481202,8.226225328445434,8.355415058135986,,
1998-03-17,,,8.219552040100098,8.261017608642579,8.209425830841065,8.20948748588562,8.3495818901062,,
1998-03-18,,,8.219552040100098,8.237160682678223,8.225509643554688,8.204600715637207,8.344179630279541,,
1998-03-19,,,8.350713729858398,8.25246524810791,8.25255470275879,8.20842685699463,8.341831607818603,,
1998-03-20,,,8.481879234313965,8.302621841430664,8.290561485290528,8.215578985214233,8.343399677276611,,
1998-03-23,,,8.525601387023926,8.359459686279298,8.315702533721923,8.227072191238403,8.345411319732666,,
1998-03-24,,,8.481879234313965,8.411925125122071,8.336471366882325,8.239611339569091,8.34568660736084,,
1998-03-25,,,8.503739356994629,8.468762588500976,8.3529616355896,8.255398273468018,8.345106239318847,,
1998-03-26,,,8.65676212310791,8.529972267150878,8.391218757629394,8.280990934371948,8.34931007385254,,
1998-03-27,,,8.722343444824219,8.578065109252929,8.440343475341797,8.31201753616333,8.354825534820556,,
1998-03-30,,,8.613043785095215,8.595553588867187,8.477506637573242,8.338656568527222,8.358155002593994,,
1998-03-31,,,8.438161849975586,8.586810111999512,8.499367618560791,8.354396724700928,8.357124938964844,,
1998-04-01,,,8.438161849975586,8.573694610595703,8.52122859954834,8.373369121551514,8.355233020782471,,
1998-04-02,,,8.394436836242676,8.521229553222657,8.525600910186768,8.389077806472779,8.352897548675537,,
1998-04-03,,,8.219552040100098,8.420671272277833,8.49936819076538,8.394964838027954,8.348788204193115,,
1998-04-06,,,8.132109642028809,8.32448444366455,8.46001901626587,8.387860774993896,8.345084648132325,,
1998-04-07,,,8.044670104980469,8.245786094665528,8.416298103332519,8.376384735107422,8.338770542144776,,
1998-04-08,,,8.197691917419434,8.197692108154296,8.385693359375,8.369327497482299,8.337240562438964,,
1998-04-09,,,8.219552040100098,8.16271514892578,8.341972351074219,8.366595554351807,8.336147785186768,8.280567049980164,
1998-04-10,,,8.219552040100098,8.16271514892578,8.291693210601807,8.366018342971802,8.331607418060303,8.283926486968994,
1998-04-13,,,8.110251426696777,8.158343505859374,8.241413974761963,8.359460306167602,8.323157291412354,8.287049841880798,
1998-04-14,,,8.110251426696777,8.171459770202636,8.208622932434082,8.353995275497436,8.316430912017822,8.289316272735595,
1998-04-15,,,8.219552040100098,8.17583179473877,8.186761951446533,8.353995275497436,8.312752437591552,8.293532633781433,
1998-04-16,,,8.088387489318848,8.14959888458252,8.15615701675415,8.340878963470459,8.305588779449463,8.296437349319458,
1998-04-17,,,8.066530227661133,8.118994522094727,8.140854835510254,8.320111513137817,8.297987976074218,8.298266568183898,
1998-04-20,,,8.000946044921875,8.097133445739747,8.12773847579956,8.293878746032714,8.290368423461913,8.299225692749024,
1998-04-21,,,7.935362815856934,8.062155723571777,8.116807746887208,8.266552925109863,8.279282379150391,8.299743237495422,
1998-04-22,,,8.17583179473877,8.053411674499511,8.11462173461914,8.25015754699707,8.273005714416504,8.30266547203064,
1998-04-23,,,8.17583179473877,8.070900535583496,8.110249710083007,8.226111030578613,8.267590942382812,8.305587706565857,
1998-04-24,,,8.219552040100098,8.101504898071289,8.110249710083007,8.200971460342407,8.263050575256347,8.308732891082764,
1998-04-27,,,8.066530227661133,8.11462173461914,8.105877590179443,8.173645782470704,8.255449771881104,8.309919424057007,
1998-04-28,,,8.044670104980469,8.136483192443848,8.099319458007812,8.153971195220947,8.245256996154785,8.310887355804443,
1998-04-29,,,8.088387489318848,8.118994331359863,8.086203002929688,8.13648247718811,8.240678997039796,8.312720894813538,
1998-04-30,,,8.044670104980469,8.092761993408203,8.08183126449585,8.118994140625,8.236088581085205,8.314117259979248,
1998-05-01,,,8.416295051574707,8.132110595703125,8.116807746887208,8.12883129119873,8.237637748718262,8.318801441192626,
1998-05-04,,,8.65676212310791,8.25015697479248,8.18238935470581,8.155063915252686,8.24485824584961,8.325890293121338,
1998-05-05,,,8.65676212310791,8.372575378417968,8.254529285430909,8.185668516159058,8.253371562957764,8.331008825302124,
1998-05-06,,,8.569316864013672,8.468761253356934,8.293877792358398,8.20424976348877,8.260997886657714,8.333313627243042,
1998-05-07,,,8.70048713684082,8.599924659729004,8.346343326568604,8.228296518325806,8.272109451293945,8.336714744567871,
1998-05-08,,,8.569316864013672,8.630529022216797,8.381319808959962,8.245784759521484,8.281459560394287,8.340096950531006,
1998-05-11,,,8.219552040100098,8.543087005615234,8.396621990203858,8.25124979019165,8.284245338439941,8.339550561904908,
1998-05-12,,,8.197691917419434,8.451272964477539,8.411924171447755,8.255621814727784,8.285732002258301,8.338785572052002,
1998-05-13,,,8.219552040100098,8.381319999694824,8.42504062652588,8.255621814727784,8.288948764801026,8.338239183425904,
1998-05-14,,,8.219552040100098,8.28513298034668,8.442528820037841,8.262180042266845,8.29173454284668,8.337692794799805,
1998-05-15,,,8.263278007507324,8.22392520904541,8.427227115631103,8.272017431259155,8.294963874816894,8.338661003112794,
1998-05-18,,,8.285138130187988,8.237042427062988,8.390064716339111,8.286227035522462,8.295182819366454,8.33941689491272,
1998-05-19,,,8.17583179473877,8.232670402526855,8.341971683502198,8.298250484466553,8.293215637207032,8.337355976104737,
1998-05-20,,,8.153975486755371,8.21955509185791,8.300437545776367,8.297157669067383,8.289518413543702,8.33227533340454,
1998-05-21,,,8.088387489318848,8.19332218170166,8.23922758102417,8.292785453796387,8.28580234527588,8.32653881072998,
1998-05-22,,,8.132109642028809,8.167088508605957,8.195506858825684,8.288413333892823,8.283822612762451,8.322101364135742,
1998-05-25,,,8.132109642028809,8.13648281097412,8.186762619018555,8.291692304611207,8.281636562347412,8.318525810241699,
1998-05-26,,,8.17583179473877,8.13648281097412,8.184576606750488,8.29825038909912,8.280762157440186,8.315172023773194,
1998-05-27,,,8.197691917419434,8.145226097106933,8.182390594482422,8.30371561050415,8.280324954986572,8.312252292633056,
1998-05-28,,,8.132109642028809,8.153970527648926,8.173646354675293,8.308087587356567,8.275952873229981,8.308892240524292,
1998-05-29,,,8.32885456085205,8.193319511413574,8.180204010009765,8.303715562820434,8.272892379760743,8.308146028518676,
1998-06-01,,,8.263278007507324,8.219553184509277,8.1780179977417,8.284041357040405,8.26764591217041,8.306528615951539,
1998-06-02,,,8.241412162780762,8.232669258117676,8.184576034545898,8.263273859024048,8.262836570739745,8.304261589050293,
1998-06-03,,,8.219552040100098,8.23704128265381,8.19113368988037,8.24578561782837,8.257152824401855,8.30112953186035,
1998-06-04,,,8.241412162780762,8.258901786804199,8.206436157226562,8.222831869125367,8.248845825195312,8.299077949523927,
1998-06-05,,,8.285138130187988,8.250158500671386,8.22173900604248,8.208622932434082,8.240101718902588,8.297463626861573,
1998-06-08,,,8.219552040100098,8.24141330718994,8.230483245849609,8.208622932434082,8.232231884002685,8.29519344329834,
1998-06-09,,,8.110251426696777,8.215181159973145,8.22392520904541,8.204250907897949,8.22567367553711,8.291399307250977,
1998-06-10,,,8.132109642028809,8.197692680358887,8.217366981506348,8.199878787994384,8.219552631378173,8.287392826080323,
1998-06-11,,,8.000946044921875,8.14959945678711,8.204250621795655,8.188948488235473,8.211682815551757,8.282290182113648,
1998-06-12,,,7.913504600524902,8.075272750854491,8.162715625762939,8.171459817886353,8.205561866760254,8.277175035476684,
1998-06-15,,,7.82606315612793,7.996574974060058,8.118994140625,8.14850606918335,8.199440937042237,8.27226279258728,
1998-06-16,,,7.913504600524902,7.957225608825683,8.086203384399415,8.135389709472657,8.196817626953125,8.26779408454895,
1998-06-17,,,8.066530227661133,7.944109725952148,8.070901203155518,8.131017446517944,8.194194393157959,8.265717477798463,
1998-06-18,,,8.481879234313965,8.040296363830567,8.094947910308838,8.150692033767701,8.199440937042237,8.267794361114502,
1998-06-19,,,8.394436836242676,8.13648281097412,8.105877780914307,8.163808393478394,8.202938632965088,8.267273025512695,
1998-06-22,,,8.219552040100098,8.215180587768554,8.105877780914307,8.168180513381959,8.205124645233154,8.264140968322755,
1998-06-23,,,8.197691917419434,8.27201805114746,8.114621829986572,8.169273519515992,8.206873455047607,8.261652183532714,
1998-06-24,,,8.372576713562012,8.333227348327636,8.138668537139893,8.17801775932312,8.209933948516845,8.261343193054199,
1998-06-25,,,8.416295051574707,8.320110511779784,8.180203437805176,8.192227029800415,8.216492099761963,8.261040439605713,
1998-06-26,,,8.515467643737793,8.344316673278808,8.240399742126465,8.201557683944703,8.225470848083496,8.261729412078857,
1998-06-29,,,8.870281219482422,8.474462509155273,8.344821548461914,8.231907844543457,8.242857551574707,8.266612987518311,
1998-06-30,,,8.692872047424316,8.57349853515625,8.422758293151855,8.254480838775635,8.258007736206055,8.268645057678222,
1998-07-01,,,8.581995964050293,8.615382385253906,8.47430486679077,8.272603034973145,8.266131019592285,8.269568367004394,
1998-07-02,,,8.537641525268555,8.639651679992676,8.479881095886231,8.287414503097533,8.273367214202882,8.270479078292846,
1998-07-03,,,8.537641525268555,8.644086456298828,8.494201564788819,8.300039672851563,8.27972900390625,8.2713897895813,
1998-07-06,,,8.515467643737793,8.573123741149903,8.523793125152588,8.314835453033448,8.288707752227783,8.272078762054443,
1998-07-07,,,8.670697212219238,8.568688774108887,8.571093654632568,8.34285774230957,8.301228294372558,8.273242645263672,
1998-07-08,,,8.559819221496582,8.564253425598144,8.589817905426026,8.364243221282958,8.310656929016114,8.275667963027955,
1998-07-09,,,8.493290901184082,8.55538330078125,8.597517490386963,8.38886046409607,8.319629344940186,8.277858963012696,
1998-07-10,,,8.515467643737793,8.550948524475098,8.597517490386963,8.418958616256713,8.321612796783448,8.279625272750854,
1998-07-13,,,8.581995964050293,8.564254188537598,8.56868896484375,8.456755256652832,8.320117473602295,8.282487859725952,
1998-07-14,,,8.604168891906738,8.550948524475098,8.559818649291993,8.491288471221925,8.31906560897827,8.286218585968017,
1998-07-15,,,8.648521423339844,8.56868896484375,8.566471195220947,8.52038803100586,8.320649700164795,8.290823793411255,
1998-07-16,,,8.692872047424316,8.608605194091798,8.581994247436523,8.530937671661377,8.320497398376466,8.296303424835205,
1998-07-17,,,8.825926780700684,8.670697021484376,8.610822772979736,8.552512168884277,8.325629596710206,8.303544578552247,
1998-07-20,,,8.62634563446045,8.679566955566406,8.621910572052002,8.572851848602294,8.333765468597413,8.309005403518677,
1998-07-21,,,8.715054512023926,8.701744079589844,8.62634630203247,8.59871997833252,8.344112720489502,8.3149223613739,
1998-07-22,,,8.670697212219238,8.706179237365722,8.637434101104736,8.61362600326538,8.353135623931884,8.321042194366456,
1998-07-23,,,8.737224578857422,8.715049743652344,8.66182746887207,8.629672479629516,8.363489074707031,8.327611808776856,
1998-07-24,,,8.692872047424316,8.68843879699707,8.679567909240722,8.638542699813843,8.372080955505371,8.333522415161132,
1998-07-27,,,8.448941230773926,8.652957916259766,8.666262435913087,8.617475700378417,8.37535701751709,8.335269918441773,
1998-07-28,,,8.360237121582031,8.581994438171387,8.641869258880615,8.600843954086304,8.379045124053954,8.336130380630493,
1998-07-29,,,8.338061332702637,8.515467262268066,8.610823249816894,8.58864722251892,8.3827268409729,8.3361226272583,
1998-07-30,,,8.471116065979004,8.462245559692382,8.588647651672364,8.585320949554443,8.390381412506104,8.33809187889099,
1998-07-31,,,8.471116065979004,8.41789436340332,8.553166580200195,8.581994676589966,8.397161540985108,8.34049207687378,
1998-08-03,,,8.40459156036377,8.409024429321288,8.530991172790527,8.576450872421265,8.402611179351807,8.34212387084961,
1998-08-04,,,8.382416725158691,8.41346035003662,8.497727394104004,8.562036848068237,8.406742877960205,8.343752517700196,
1998-08-05,,,8.29371166229248,8.40459041595459,8.460028839111327,8.548731470108033,8.408663272857666,8.344494113922119,
1998-08-06,,,8.382416725158691,8.386850547790527,8.424548053741455,8.543187761306763,8.413669414520264,8.344811143875122,
1998-08-07,,,8.338061332702637,8.360239601135254,8.389066982269288,8.534317445755004,8.413853549957276,8.34337296485901,
1998-08-10,,,8.40459156036377,8.360239601135254,8.384632015228272,8.525447225570678,8.416679821014405,8.342162866592407,
1998-08-11,,,8.382416725158691,8.360239601135254,8.386849975585937,8.514359617233277,8.419499912261962,8.341168241500855,
1998-08-12,,,8.382416725158691,8.377980613708496,8.391285514831543,8.501054382324218,8.422757205963135,8.339955015182495,
1998-08-13,,,8.382416725158691,8.377980613708496,8.382415580749512,8.485531616210938,8.425577297210694,8.337211561203002,
1998-08-14,,,8.382416725158691,8.386851692199707,8.37354564666748,8.463356113433838,8.427522869110108,8.333812294006348,
1998-08-17,,,8.471116065979004,8.400156593322754,8.380198097229004,8.455594635009765,8.432554149627686,8.332393016815185,
1998-08-18,,,8.493290901184082,8.422331428527832,8.391285514831543,8.444506454467774,8.440214939117432,8.33294430732727,
1998-08-19,,,8.581995964050293,8.462247276306153,8.420113945007325,8.440071392059327,8.44921266555786,8.334382648468017,
1998-08-20,,,8.670697212219238,8.519903373718261,8.44894199371338,8.436745023727417,8.462607688903809,8.337145252227783,
1998-08-21,,,8.515467643737793,8.546513557434082,8.466682624816894,8.42787480354309,8.474646949768067,8.34010440826416,
1998-08-24,,,8.715054512023926,8.595301246643066,8.49772891998291,8.44118046760559,8.492426776885987,8.34593385696411,
1998-08-25,,,8.914626121520996,8.67956829071045,8.550949859619141,8.468899917602538,8.512449207305908,8.354633417129516,
1998-08-26,,,8.958982467651367,8.754965591430665,8.608606433868408,8.499945974349975,8.530298252105712,8.362246322631837,
1998-08-27,,,8.737224578857422,8.7682710647583,8.644087219238282,8.513251399993896,8.535405158996582,8.36742304801941,8.323995048999786
1998-08-28,,,8.692872047424316,8.803751945495605,8.675132751464844,8.524339199066162,8.541373863220215,8.37215624809265,8.328041367530822
1998-08-31,,,8.338061332702637,8.728353309631348,8.661827278137206,8.521012687683106,8.543744049072266,8.37443434715271,8.330742094516754
1998-09-01,,,8.338061332702637,8.613040351867676,8.646304321289062,8.518794918060303,8.54655143737793,8.37671244621277,8.333014359474182
1998-09-02,,,8.315887451171875,8.484421348571777,8.61969347000122,8.519903707504273,8.545417652130126,8.377675800323486,8.33560421705246
1998-09-03,60.721251151548365,P,8.29371166229248,8.395718765258788,8.581994915008545,8.515468454360962,8.542965984344482,8.379729042053222,8.338083195686341
1998-09-04,60.55898482064751,P,8.227180480957031,8.302580451965332,8.55316619873047,8.509924411773682,8.537200241088867,8.381335544586182,8.33980105638504
1998-09-07,60.51981391393229,P,8.227180480957031,8.28040428161621,8.50437879562378,8.501053857803345,8.52433822631836,8.383597888946532,8.34141179084778
1998-09-08,60.534748282476876,P,8.338061332702637,8.28040428161621,8.446722316741944,8.498836088180543,8.517242012023926,8.38762487411499,8.343684055805205
1998-09-09,60.55055638300655,P,8.29371166229248,8.275969123840332,8.380195236206054,8.494400835037231,8.51147632598877,8.388803672790527,8.345734572410583
1998-09-10,60.56243582932512,P,8.249361991882324,8.267099189758301,8.331408977508545,8.487748098373412,8.505710735321045,8.389538974761964,8.34756334066391
1998-09-11,60.58413958859139,P,8.227180480957031,8.267099189758301,8.284839820861816,8.47998628616333,8.499501514434815,8.389615259170533,8.349174075126648
1998-09-14,60.62078898825436,P,8.215295791625977,8.26472225189209,8.272563266754151,8.467195272445679,8.493498077392578,8.391102914810181,8.350511169433593
1998-09-15,60.62119484380216,P,8.260313034057617,8.249172592163086,8.26478843688965,8.455546379089355,8.485290393829345,8.393259344100953,8.352073349952697
1998-09-16,60.632918106700856,P,8.215295791625977,8.233489418029786,8.254729270935059,8.43721137046814,8.478399925231933,8.394528427124023,8.35362466096878
1998-09-17,60.63254768658888,P,8.170283317565918,8.217673683166504,8.242386436462402,8.412190675735474,8.471939773559571,8.395784559249877,8.354950909614564
1998-09-18,60.63543432397674,P,8.192790031433105,8.210795593261718,8.23894739151001,8.39605679512024,8.465486221313476,8.393549509048462,8.356175475120544
1998-09-21,60.60361217067068,B,8.215295791625977,8.210795593261718,8.237758922576905,8.371068859100342,8.45815221786499,8.389134845733643,8.35751256942749
1998-09-22,60.69512645323332,C,8.687963485717773,8.29632568359375,8.272749137878417,8.35973572731018,8.459828109741212,8.389446859359742,8.360227842330932
1998-09-23,60.82535913084024,C,8.77798843383789,8.408864212036132,8.32117681503296,8.350686025619506,8.462417449951172,8.391533575057984,8.362423601150512
1998-09-24,60.96663498296656,C,8.755484580993652,8.52590446472168,8.371789073944091,8.351599025726319,8.463669700622559,8.392083549499512,8.36439914703369
1998-09-25,61.13183126096155,A,8.823003768920898,8.651947212219238,8.431371402740478,8.358105611801147,8.463611240386962,8.394620418548584,8.367358684539795
1998-09-28,61.292646768914295,A,8.642943382263184,8.73747673034668,8.4741361618042,8.373349714279176,8.463943195343017,8.398854331970215,8.36920244693756
1998-09-29,61.311803734609946,A,8.732977867126465,8.746479606628418,8.521402645111085,8.393095541000367,8.464301662445068,8.404207191467286,8.371496381759643
1998-09-30,61.47415426168073,A,9.29566764831543,8.850015449523926,8.62943983078003,8.442084550857544,8.476801071166992,8.414968347549438,8.37660376548767
1998-10-01,61.50322596888923,A,8.868022918701172,8.87252311706543,8.699213790893555,8.470800113677978,8.479417037963866,8.42145305633545,8.379572925567627
1998-10-02,61.49713973251935,A,8.84552001953125,8.8770263671875,8.76448678970337,8.50171709060669,8.482469997406007,8.427275476455689,8.38296823978424
1998-10-05,61.46912562438987,A,8.642943382263184,8.8770263671875,8.80725154876709,8.522505235671996,8.486350040435791,8.43085352897644,8.38513521194458
1998-10-06,61.3939476139721,A,8.552911758422852,8.841013145446777,8.793746376037598,8.533247756958009,8.490203533172608,8.434624328613282,8.385990152359009
1998-10-07,61.070617508136905,A,8.507902145385742,8.68346004486084,8.766737747192384,8.543957281112672,8.49360034942627,8.438163595199585,8.385219464302063
1998-10-08,60.855001391096955,A,8.305328369140625,8.57092113494873,8.72172212600708,8.546755599975587,8.490284595489502,8.440333003997802,8.383435907363891
1998-10-09,60.71089603631998,P,8.507902145385742,8.503397560119629,8.690211963653564,8.56079168319702,8.491020317077636,8.444090929031372,8.383096146583558
1998-10-12,60.72767376535285,P,8.77798843383789,8.53040657043457,8.703716468811034,8.588926315307617,8.49848825454712,8.450549716949462,8.384537763595581
1998-10-13,60.88175772971909,P,9.003070831298828,8.620438385009766,8.730725765228271,8.626064205169678,8.510901336669923,8.458822107315063,8.38699706554413
1998-10-14,61.08590678160715,A,9.003070831298828,8.719472122192382,8.701466083526611,8.66545295715332,8.52508852005005,8.466875896453857,8.389564094543458
1998-10-15,61.30389497610371,A,8.823003768920898,8.823007202148437,8.696964168548584,8.698088979721069,8.533900260925293,8.473784837722778,8.391338539123534
1998-10-16,61.38630587470315,A,8.665449142456055,8.8545166015625,8.678957080841064,8.721721935272218,8.540448017120362,8.477150783538818,8.392648406028748
1998-10-19,61.29953564679025,A,8.552911758422852,8.809501266479492,8.669953918457031,8.73860273361206,8.543414421081543,8.480047121047974,8.393287868499756
1998-10-20,61.07765083426694,A,8.462884902954102,8.701464080810547,8.660951232910156,8.727348804473877,8.54502378463745,8.482261848449706,8.39326171875
1998-10-21,60.87166328651734,P,8.440376281738281,8.588925170898438,8.65419864654541,8.710468196868897,8.546182975769042,8.48447009086609,8.39279981136322
1998-10-22,60.71358861748738,P,8.462884902954102,8.516901397705078,8.669954299926758,8.695838212966919,8.547792339324952,8.486684818267822,8.392881383895874
1998-10-23,60.58965053629519,P,8.350347518920898,8.453881072998048,8.654198837280273,8.672205400466918,8.547150955200195,8.48733691215515,8.392400269508363
1998-10-26,60.53055963283875,P,8.39536190032959,8.422371101379394,8.615936183929444,8.65982632637024,8.545635871887207,8.489095010757445,8.392144227027893
1998-10-27,60.49445321204371,B,8.282822608947754,8.386358642578125,8.543911361694336,8.637318563461303,8.54142650604248,8.490820722579956,8.391110014915466
1998-10-28,60.42993994921207,B,8.260313034057617,8.350345993041993,8.469635581970214,8.585550832748414,8.534992847442627,8.492102756500245,8.389747791290283
1998-10-29,60.35919627900703,B,8.260313034057617,8.309831619262695,8.413366508483886,8.555165338516236,8.526785163879394,8.494696426391602,8.388493304252625
1998-10-30,60.36751717333379,B,8.282822608947754,8.296326637268066,8.375103855133057,8.52703046798706,8.522132263183593,8.49838960647583,8.387782320976257
1998-11-02,60.315228801180325,B,8.102762222290039,8.237806701660157,8.330088901519776,8.500021409988403,8.509886417388916,8.50115659713745,8.386709694862367
1998-11-03,60.327200344038715,B,8.147773742675781,8.210796928405761,8.298577785491943,8.47976450920105,8.494549369812011,8.50349928855896,8.385646686553955
1998-11-04,60.41915996465576,B,8.282822608947754,8.215298843383788,8.282822418212891,8.46851053237915,8.48102617263794,8.505662212371826,8.385689845085144
