Date,GRADE,GPS,CARR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2020-03-19,,,11.295011520385742,,,,,,
2020-03-20,,,12.000950813293455,,,,,,
2020-03-23,,,10.86203670501709,,,,,,
2020-03-24,,,11.012636184692385,,,,,,
2020-03-25,,,12.659825325012209,11.566092109680175,,,,,
2020-03-26,,,14.542327880859377,12.215555381774902,,,,,
2020-03-27,,,13.69520092010498,12.554405403137206,,,,,
2020-03-30,,,14.96588897705078,13.375175857543946,,,,,
2020-03-31,,,16.2365779876709,14.419964218139649,,,,,
2020-04-01,,,14.165826797485352,14.721164512634278,13.143628311157226,,,,
2020-04-02,,,12.499813079833984,14.3126615524292,13.264108467102051,,,,
2020-04-03,,,15.9259672164917,14.758814811706543,13.656610107421875,,,,
2020-04-06,,,14.532916069030762,14.672220230102539,14.023698043823241,,,,
2020-04-07,,,14.35407829284668,14.295720291137695,14.357842254638673,,,,
2020-04-08,,,13.422239303588867,14.147002792358398,14.434083652496337,,,,
2020-04-09,,,13.91168975830078,14.429378128051757,14.371019840240479,,,,
2020-04-10,,,13.91168975830078,14.026522636413574,14.392668724060059,,,,
2020-04-13,,,13.16810131072998,13.753559684753418,14.21288995742798,,,,
2020-04-14,,,13.055152893066406,13.493774604797363,13.894747447967529,,,,
2020-04-15,,,12.575113296508787,13.324349403381348,13.735676097869874,13.43965220451355,,,
2020-04-16,,,12.13272476196289,12.96855640411377,13.698967266082764,13.481537866592408,,,
2020-04-17,,,12.93278694152832,12.772775840759277,13.399649238586425,13.52812967300415,,,
2020-04-20,,,13.601075172424316,12.859370613098145,13.306465148925781,13.665081596374511,,,
2020-04-21,,,13.826976776123049,13.013735389709472,13.253754997253418,13.805798625946045,,,
2020-04-22,,,13.921099662780762,13.282932662963868,13.303641033172607,13.868862342834472,,,
2020-04-23,,,14.796465873718262,13.815680885314942,13.392118644714355,13.881569242477417,,,
2020-04-24,,,15.295331001281738,14.288189697265626,13.530482769012451,13.961575746536255,,,
2020-04-27,,,15.81301975250244,14.73057861328125,13.794974613189698,14.003932285308839,,,
2020-04-28,,,16.00126838684082,15.165436935424804,14.089586162567139,13.992166805267335,,,
2020-04-29,,,16.603666305541992,15.70195026397705,14.49244146347046,14.114058780670167,,,
2020-04-30,,,16.669551849365234,16.076567459106446,14.946124172210693,14.322545719146728,,,
2020-05-01,,,15.784781455993652,16.174457550048828,15.231323623657227,14.315486431121826,,,
2020-05-04,,,15.436515808105469,16.099156761169432,15.414867687225343,14.360666418075562,,,
2020-05-05,,,15.031778335571287,15.905258750915527,15.535347843170166,14.394551420211792,,,
2020-05-06,,,15.332980155944824,15.651121520996094,15.676535892486573,14.49008846282959,,,
2020-05-07,,,15.445928573608398,15.406396865844727,15.741482162475586,14.566800403594971,,,
2020-05-08,,,17.2813663482666,15.705713844299316,15.940085697174073,14.735284233093262,,,
2020-05-11,,,17.271955490112305,16.072801780700683,16.08597927093506,14.940476942062379,,,
2020-05-12,,,16.754270553588867,16.4173002243042,16.161279487609864,15.1254328250885,,,
2020-05-13,,,15.47416877746582,16.445537948608397,16.048329734802245,15.270385599136352,,,
2020-05-14,,,15.577706336975098,16.471893501281738,15.939145183563232,15.442634677886963,,,
2020-05-15,,,15.728303909301758,16.161281013488768,15.933497428894043,15.582410526275634,,,
2020-05-18,,,16.518953323364258,16.01068058013916,16.041741180419923,15.728304433822633,,,
2020-05-19,,,16.726030349731445,16.005032539367676,16.211166381835938,15.873257112503051,,,
2020-05-20,,,17.629634857177734,16.43612575531006,16.440831851959228,16.0586838722229,,,
2020-05-21,,,18.30733108520508,16.982050704956055,16.726972103118896,16.23422713279724,,,
2020-05-22,,,17.930831909179688,17.42255630493164,16.791918659210204,16.36600217819214,,,
2020-05-25,,,17.930831909179688,17.704932022094727,16.857806301116945,16.471892786026,,,
2020-05-26,,,18.363807678222656,18.03248748779297,17.018760013580323,16.590019750595093,,,
2020-05-27,,,18.81560707092285,18.269681930541992,17.352903842926025,16.700616788864135,14.954595890045166,,
2020-05-28,,,18.448522567749023,18.29792022705078,17.639985466003417,16.789565324783325,15.097666110992431,,
2020-05-29,,,19.267406463623047,18.565235137939453,17.993895721435546,16.963696575164796,15.242995223999024,,
2020-06-01,,,20.5380973815918,19.086688232421874,18.3958101272583,17.21877565383911,15.436516437530518,,
2020-06-02,,,20.105119705200195,19.434950637817384,18.733719062805175,17.472442722320558,15.618366107940673,,
2020-06-03,,,20.914596557617188,19.85474853515625,19.06221523284912,17.751523542404176,15.783461532592774,,
2020-06-04,,,21.34757423400879,20.434558868408203,19.366239547729492,18.046605825424194,15.919566459655762,,
2020-06-05,,,22.17587280273437,21.01625213623047,19.79074363708496,18.291331148147584,16.089179897308348,,
2020-06-08,,,22.93828773498535,21.49629020690918,20.29148921966553,18.574647760391237,16.24862787246704,,
2020-06-09,,,21.84643173217773,21.84455261230469,20.639751625061034,18.82925581932068,16.360824947357177,,
2020-06-10,,,20.89577293395996,21.840787887573242,20.847768211364745,19.100336027145385,16.495423870086668,,
2020-06-11,,,19.8227481842041,21.535822677612305,20.985190773010252,19.312588119506835,16.641882572174072,,
2020-06-12,,,20.27454948425293,21.155558013916014,21.085905075073242,19.539900398254396,16.728854217529296,,
2020-06-15,,,20.67928123474121,20.703756713867186,21.100023460388183,19.747916793823244,16.851781520843506,,
2020-06-16,,,20.773408889770508,20.48915214538574,21.166852378845213,19.950285720825196,16.980168132781984,,
2020-06-17,,,20.01099395751953,20.312196350097658,21.07649211883545,20.069353675842287,17.111943225860596,,
2020-06-18,,,20.001583099365234,20.347963333129883,20.941893005371092,20.154066276550292,17.233741092681885,,
2020-06-19,,,20.189830780029297,20.331019592285156,20.743288803100587,20.267016220092774,17.359303913116456,,
2020-06-22,,,21.40404891967773,20.47597312927246,20.589864921569824,20.440677070617674,17.52402286529541,,
