Date,GRADE,GPS,OXY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.1432058811187744,,,,,,
1983-11-22,,,2.164963722229004,,,,,,
1983-11-23,,,2.1867222785949707,,,,,,
1983-11-24,,,2.1867222785949707,,,,,,
1983-11-25,,,2.1867222785949707,2.173667287826538,,,,,
1983-11-28,,,2.241119146347046,2.1932499408721924,,,,,
1983-11-29,,,2.241119146347046,2.208481025695801,,,,,
1983-11-30,,,2.1867222785949707,2.208481025695801,,,,,
1983-12-01,,,2.1867222785949707,2.208481025695801,,,,,
1983-12-02,,,2.197601079940796,2.2106567859649657,2.192162036895752,,,,
1983-12-05,,,2.197603702545166,2.2019536972045897,2.197601819038391,,,,
1983-12-06,,,2.186445474624634,2.1910189628601073,2.199749994277954,,,,
1983-12-07,,,2.1641359329223637,2.186501693725586,2.1974913597106935,,,,
1983-12-08,,,2.1641359329223637,2.1819844245910645,2.1952327251434327,,,,
1983-12-09,,,2.1641359329223637,2.1752913951873785,2.192974090576172,,,,
1983-12-12,,,2.1418240070343018,2.1641354560852055,2.1830445766448974,,,,
1983-12-13,,,2.1306686401367188,2.1529800891876225,2.171999526023865,,,,
1983-12-14,,,2.1306686401367188,2.1462866306304935,2.1663941621780394,,,,
1983-12-15,,,2.1195144653320312,2.137362337112427,2.1596733808517454,,,,
1983-12-16,,,2.1418240070343018,2.1328999519348146,2.154095673561096,2.1731288552284242,,,
1983-12-19,,,2.1529805660247803,2.13513126373291,2.149633359909058,2.173617589473724,,,
1983-12-20,,,2.1641359329223637,2.141824722290039,2.1474024057388306,2.1735762000083922,,,
1983-12-21,,,2.175290107727051,2.1507490158081053,2.1485178232192994,2.1730045914649962,,,
1983-12-22,,,2.208756446838379,2.168597412109375,2.152979874610901,2.1741062998771667,,,
1983-12-23,,,2.2310667037963867,2.186445951461792,2.1596729516983033,2.1763235211372374,,,
1983-12-26,,,2.2310667037963867,2.2020631790161134,2.1685972213745117,2.1758208990097048,,,
1983-12-27,,,2.2310667037963867,2.215449333190918,2.1786370277404785,2.1753182768821717,,,
1983-12-28,,,2.219911336898804,2.2243735790252686,2.1875612974166874,2.1769777297973634,,,
1983-12-29,,,2.219911336898804,2.2266045570373536,2.1976009845733646,2.178637182712555,,,
1983-12-30,,,2.219911336898804,2.2243734836578373,2.2054097175598146,2.179752695560455,,,
1984-01-02,,,2.219911336898804,2.2221424102783205,2.212102794647217,2.180868077278137,,,
1984-01-03,,,2.175290107727051,2.2109870910644536,2.2132182121276855,2.180310308933258,,,
1984-01-04,,,2.2310667037963867,2.21321816444397,2.2187958717346192,2.1836568474769593,,,
1984-01-05,,,2.2310667037963867,2.2154492378234862,2.22102689743042,2.1870033860206606,,,
1984-01-06,,,2.2310667037963867,2.217680311203003,2.22102689743042,2.1903499245643614,,,
1984-01-09,,,2.2310667037963867,2.2199113845825194,2.22102689743042,2.194812059402466,,,
1984-01-10,,,2.2310667037963867,2.2310667037963867,2.22102689743042,2.199831962585449,,,
1984-01-11,,,2.2310667037963867,2.2310667037963867,2.2221424341201783,2.2048518657684326,,,
1984-01-12,,,2.2310667037963867,2.2310667037963867,2.2232579708099367,2.21042947769165,,,
1984-01-13,,,2.242222785949707,2.233297920227051,2.225489115715027,2.2154494166374206,,,
1984-01-16,,,2.275690078735352,2.2422225952148436,2.2310669898986815,2.2215848922729498,,,
1984-01-17,,,2.4541735649108887,2.2868439674377443,2.2589553356170655,2.2360867738723758,,,
1984-01-18,,,2.3760874271392822,2.3158481121063232,2.273457407951355,2.2461266398429873,,,
1984-01-19,,,2.420708179473877,2.3537764072418215,2.292421555519104,2.2567242264747622,,,
1984-01-20,,,2.3872408866882324,2.3827800273895265,2.3080389738082885,2.2645329356193544,,,
1984-01-23,,,2.3983986377716064,2.407321739196777,2.3247721672058104,2.2728995323181156,,,
1984-01-24,,,2.476485013961792,2.411784029006958,2.349313998222351,2.2851704478263857,,,
1984-01-25,,,2.4876396656036377,2.434094476699829,2.374971294403076,2.2985568642616276,,,
1984-01-26,,,2.476485013961792,2.445249843597412,2.3995131254196167,2.311385548114777,,,
1984-01-27,,,2.476485013961792,2.463098669052124,2.422939348220825,2.324214231967926,2.240019178390503,,
1984-01-30,,,2.4541735649108887,2.4742536544799805,2.440787696838379,2.3359273433685304,2.246238532066345,,
1984-01-31,,,2.498795747756958,2.4787158012390136,2.445249915122986,2.3521026253700255,2.252915172576904,,
1984-02-01,,,2.554572820663452,2.4921024322509764,2.4630984544754027,2.368277931213379,2.260272183418274,,
1984-02-02,,,2.4876396656036377,2.494333362579346,2.469791603088379,2.3811065793037414,2.266290531158447,,
1984-02-03,,,2.3872408866882324,2.476484537124634,2.469791603088379,2.3889152884483336,2.2703009033203125,,
1984-02-06,,,2.4095537662506104,2.467560577392578,2.470907115936279,2.397839641571045,2.273669595718384,,
1984-02-07,,,2.3983986377716064,2.447481155395508,2.463098478317261,2.4062062382698057,2.276815185546875,,
1984-02-08,,,2.2980008125305176,2.396166753768921,2.4441345930099487,2.4095529437065126,2.279040756225586,,
1984-02-09,,,2.2980008125305176,2.3582389831542967,2.4262861728668215,2.412899649143219,2.281266326904297,,
1984-02-10,,,2.3426218032836914,2.3493151664733887,2.4128998517990112,2.417919600009918,2.2841667413711546,,
1984-02-13,,,2.331465005874634,2.3336974143981934,2.400628995895386,2.420708346366882,2.2868439674377443,,
1984-02-14,,,2.3760874271392822,2.3292351722717286,2.388358163833618,2.416804039478302,2.290636806488037,,
1984-02-15,,,2.3983986377716064,2.349314737319946,2.3727407455444336,2.417919600009918,2.295322060585022,,
1984-02-16,,,2.3872408866882324,2.367162752151489,2.362700867652893,2.416246235370636,2.2997841596603394,,
1984-02-17,,,2.4876396656036377,2.3961663246154785,2.3727407455444336,2.4212661743164063,2.3062542343139647,,
1984-02-20,,,2.4876396656036377,2.4274012565612795,2.3805493354797362,2.4257282257080077,2.3131705474853517,,
1984-02-21,,,2.465329170227051,2.445249605178833,2.387242388725281,2.425170433521271,2.319863758087158,,
1984-02-22,,,2.465329170227051,2.458635711669922,2.403975224494934,2.4240549087524412,2.3265569686889647,,
1984-02-23,,,2.521106004714966,2.4854087352752687,2.426285743713379,2.4262859582901,2.3345887994766237,,
1984-02-24,,,2.588038921356201,2.5054885864257814,2.45082745552063,2.4318636536598204,2.3435130977630614,,
1984-02-27,,,2.610349655151367,2.5300305843353272,2.478715920448303,2.4396724581718443,2.352660479545593,,
1984-02-28,,,2.521106004714966,2.5411859512329102,2.4932177782058718,2.440787971019745,2.3597998809814453,,
1984-02-29,,,2.53226089477539,2.5545722961425783,2.50660400390625,2.4396723747253417,2.3669392967224123,,
1984-03-01,,,2.5434165000915527,2.5590343952178953,2.522221565246582,2.4424612164497375,2.3736324977874754,,
1984-03-02,,,2.576883316040039,2.556803274154663,2.531145930290222,2.451943337917328,2.3805488300323487,,
1984-03-05,,,2.5084705352783203,2.536427450180054,2.5332290172576903,2.4568891763687133,2.3860969066619875,,
1984-03-06,,,2.5540802478790283,2.543022298812866,2.542104125022888,2.4646732568740846,2.3925571775436403,,
1984-03-07,,,2.5084705352783203,2.5382642269134523,2.5464182615280153,2.4751967430114745,2.3983283615112305,,
1984-03-08,,,2.542677402496338,2.5381164073944094,2.5485754013061523,2.4874305725097656,2.4047836828231812,,
1984-03-09,,,2.57688307762146,2.5381163597106933,2.5474598169326783,2.499143636226654,2.411923117637634,,
1984-03-12,,,2.5540802478790283,2.547238302230835,2.5418328762054445,2.5102743983268736,2.418606495857239,,
1984-03-13,,,2.5312743186950684,2.542677116394043,2.5428497076034544,2.518033742904663,2.425726180076599,,
1984-03-14,,,2.5540802478790283,2.5517990589141846,2.5450316429138184,2.5258178234100344,2.432186450958252,,
1984-03-15,,,2.5540802478790283,2.5540796279907227,2.546098017692566,2.534159791469574,2.4386467218399046,,
1984-03-16,,,2.57688307762146,2.5540796279907227,2.546097993850708,2.538621962070465,2.4455630493164064,,
1984-03-19,,,2.542677402496338,2.5517990589141846,2.54951868057251,2.5413738489151,2.451795263290405,,
