Date,GRADE,GPS,SWK,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.674870491027832,,,,,,
1983-11-22,,,2.702446699142456,,,,,,
1983-11-23,,,2.702446699142456,,,,,,
1983-11-24,,,2.702446699142456,,,,,,
1983-11-25,,,2.702446699142456,2.6969314575195313,,,,,
1983-11-28,,,2.812752246856689,2.7245078086853027,,,,,
1983-11-29,,,2.812752246856689,2.7465689182281494,,,,,
1983-11-30,,,2.923055648803711,2.7906907081604,,,,,
1983-12-01,,,3.102301597595215,2.8706616878509523,,,,,
1983-12-02,,,2.923055648803711,2.914783477783203,2.805857467651367,,,,
1983-12-05,,,3.005784273147583,2.953389883041382,2.8389488458633423,,,,
1983-12-06,,,2.923055648803711,2.975450563430786,2.8610097408294677,,,,
1983-12-07,,,2.881690502166748,2.9671775341033935,2.878934121131897,,,,
1983-12-08,,,2.881690502166748,2.9230553150177,2.896858501434326,,,,
1983-12-09,,,2.881690502166748,2.9147822856903076,2.9147828817367554,,,,
1983-12-12,,,2.826539993286133,2.8789334297180176,2.9161616563796997,,,,
1983-12-13,,,2.7989649772644043,2.854115295410156,2.914782929420471,,,,
1983-12-14,,,2.7851762771606445,2.8348124504089354,2.9009949922561646,,,,
1983-12-15,,,2.771387815475464,2.8127519130706786,2.8679036140441894,,,,
1983-12-16,,,2.8679025173187256,2.8099943161010743,2.8623883008956907,2.834122884273529,,,
1983-12-19,,,2.840327739715576,2.812751865386963,2.84584264755249,2.842395746707916,,,
1983-12-20,,,2.854116916656494,2.8237822532653807,2.8389487743377684,2.8499792575836183,,,
1983-12-21,,,2.8954811096191406,2.84584321975708,2.840327835083008,2.8596309781074525,,,
1983-12-22,,,2.854116916656494,2.8623890399932863,2.8375704765319822,2.867214488983154,,,
1983-12-23,,,2.840327739715576,2.8568740844726563,2.8334342002868653,2.87410854101181,,,
1983-12-26,,,2.840327739715576,2.8568740844726563,2.8348129749298097,2.8754873156547545,,,
1983-12-27,,,3.0609354972839355,2.8982378005981446,2.861010026931763,2.887896478176117,,,
1983-12-28,,,2.909269332885742,2.900995445251465,2.8734193325042723,2.8872071623802187,,,
1983-12-29,,,3.0195717811584477,2.9340864181518556,2.8982377290725707,2.88307067155838,,,
1983-12-30,,,3.005784273147583,2.967177724838257,2.9120259046554566,2.887207102775574,,,
1984-01-02,,,3.005784273147583,3.0002690315246583,2.9285715579986573,2.887207102775574,,,
1984-01-03,,,2.978207588195801,2.983723449707031,2.940980625152588,2.8899646997451782,,,
1984-01-04,,,2.9368433952331543,2.9892382621765137,2.9451168537139893,2.8927223443984986,,,
1984-01-05,,,2.8679025173187256,2.9589044094085692,2.9464954137802124,2.8920329451560973,,,
1984-01-06,,,3.03335952758789,2.964419460296631,2.965798592567444,2.8996163964271546,,,
1984-01-09,,,3.2126030921936035,3.005783224105835,3.0030261278152466,2.918919551372528,,,
1984-01-10,,,3.198816061019897,3.049904918670654,3.016814184188843,2.938912105560303,,,
1984-01-11,,,3.1436660289764404,3.0912694454193113,3.0402538537979127,2.9568365931510927,,,
1984-01-12,,,3.1160900592803955,3.140906953811645,3.0499056816101073,2.974071705341339,,,
1984-01-13,,,3.185028076171875,3.1712406635284425,3.0678300619125367,2.9899279832839967,,,
1984-01-16,,,3.198816061019897,3.168483257293701,3.0871332406997682,3.0078523993492126,,,
1984-01-17,,,3.129875898361206,3.154695224761963,3.1023000717163085,3.021640348434448,,,
1984-01-18,,,3.0609354972839355,3.138149118423462,3.1147092819213866,3.029913067817688,,,
1984-01-19,,,3.0195717811584477,3.1188454627990723,3.129876208305359,3.0381858110427857,,,
1984-01-20,,,3.047147035598755,3.0912692546844482,3.131254959106445,3.0485267758369448,,,
1984-01-23,,,2.9368433952331543,3.0388747215270997,3.1036789894104,3.0533525586128234,,,
1984-01-24,,,2.9644200801849365,3.0057835578918457,3.0802393913269044,3.0485267877578734,,,
1984-01-25,,,2.8679025173187256,2.9671769618988035,3.052663040161133,3.0464584469795226,,,
1984-01-26,,,2.840327739715576,2.9313281536102296,3.0250868082046507,3.0374962449073792,,,
1984-01-27,,,2.840327739715576,2.889964294433594,2.990616774559021,3.029223418235779,2.9277437019348143,,
1984-01-30,,,2.771387815475464,2.8568731784820556,2.9478739500045776,3.017503595352173,2.929674048423767,,
1984-01-31,,,2.7851762771606445,2.8210244178771973,2.9134039878845215,3.007852029800415,2.9313286399841307,,
1984-02-01,,,2.771387815475464,2.801721477508545,2.8844492197036744,2.9995792508125305,2.932707462310791,,
1984-02-02,,,2.757599353790283,2.7851758003234863,2.8582519769668577,2.9940640926361084,2.9338105154037475,,
1984-02-03,,,2.647296190261841,2.7465694904327393,2.8182668924331664,2.974760925769806,2.9327075052261353,,
1984-02-06,,,2.5783560276031494,2.7079631328582763,2.782418155670166,2.9430485725402833,2.9280195808410645,,
1984-02-07,,,2.509416103363037,2.6528110980987547,2.736917757987976,2.90857857465744,2.9219528579711915,,
1984-02-08,,,2.5369935035705566,2.6059322357177734,2.7038268566131594,2.878244948387146,2.9142316150665284,,
1984-02-09,,,2.5507805347442627,2.5645684719085695,2.674872136116028,2.8499794721603395,2.9032011938095095,,
1984-02-10,,,2.564568519592285,2.5480229377746584,2.6472962141036986,2.81895649433136,2.896031451225281,,
1984-02-13,,,2.5369935035705566,2.5397504329681397,2.623856782913208,2.785865366458893,2.88665563583374,,
1984-02-14,,,2.5507805347442627,2.548023319244385,2.60041720867157,2.7569105982780457,2.8792101335525513,,
1984-02-15,,,2.564568519592285,2.5535383224487305,2.579735279083252,2.732092249393463,2.8728676939010622,,
1984-02-16,,,2.564568519592285,2.556295919418335,2.560432195663452,2.709342086315155,2.8665252542495727,,
1984-02-17,,,2.564568519592285,2.556295919418335,2.5521594285964966,2.6852131605148317,2.8601828145980837,,
1984-02-20,,,2.564568519592285,2.561810922622681,2.55078067779541,2.666599416732788,2.8549433851242068,,
1984-02-21,,,2.509416103363037,2.5535380363464357,2.55078067779541,2.643849217891693,2.849152407646179,,
1984-02-22,,,2.42668890953064,2.5259621143341064,2.5397502183914185,2.621788537502289,2.841982660293579,,
1984-02-23,,,2.3853249549865723,2.490113401412964,2.5232046604156495,2.5990383982658387,2.834261403083801,,
1984-02-24,,,2.509416103363037,2.4790829181671143,2.517689418792725,2.5824928164482115,2.8270916748046875,,
1984-02-27,,,2.5783560276031494,2.481840419769287,2.521825671195984,2.572841227054596,2.821852240562439,,
1984-02-28,,,2.5369935035705566,2.487355899810791,2.5204469680786135,2.5604320883750917,2.8155097723007203,,
1984-02-29,,,2.564568519592285,2.51493182182312,2.5204469680786135,2.5500911235809327,2.808891520500183,,
1984-03-01,,,2.5232033729553223,2.54250750541687,2.516310453414917,2.5383713245391846,2.8022732496261598,,
1984-03-02,,,2.5783560276031494,2.5562954902648927,2.5176892042160035,2.53492431640625,2.797033815383911,,
1984-03-05,,,2.509416103363037,2.54250750541687,2.512173962593079,2.531477320194244,2.7904155826568604,,
1984-03-06,,,2.481840133666992,2.5314768314361573,2.509416365623474,2.530098521709442,2.7788336753845213,,
1984-03-07,,,2.481840133666992,2.514931154251099,2.514931488037109,2.527340853214264,2.7702850914001464,,
1984-03-08,,,2.495628595352173,2.509416198730469,2.5259618520736695,2.5245832562446595,2.759806227684021,,
1984-03-09,,,2.468052864074707,2.4873555660247804,2.5218255281448365,2.5197574734687804,2.7490515995025633,,
1984-03-12,,,2.5369935035705566,2.492871046066284,2.517689275741577,2.5197574734687804,2.739675784111023,,
1984-03-13,,,2.509416103363037,2.4983862400054933,2.5149315357208253,2.517689251899719,2.7302999544143676,,
1984-03-14,,,2.564568519592285,2.5149319171905518,2.5149315357208253,2.517689251899719,2.7228544569015503,,
1984-03-15,,,2.564568519592285,2.528719902038574,2.5190680503845213,2.517689251899719,2.7167877769470214,,
1984-03-16,,,2.619720458984375,2.559053421020508,2.523204493522644,2.520446848869324,2.708514995574951,,
1984-03-19,,,2.592144012451172,2.5700835227966308,2.5314772844314577,2.5218256235122682,2.6961058139801026,,
1984-03-20,,,2.619720458984375,2.5921443939208983,2.545265316963196,2.527340841293335,2.684523901939392,,
1984-03-21,,,2.619720458984375,2.6031747817993165,2.559053349494934,2.5369924187660216,2.6740449905395507,,
1984-03-22,,,2.730023145675659,2.6362657070159914,2.582492804527283,2.554227328300476,2.6663236522674563,,
1984-03-23,,,2.826539993286133,2.6776296138763427,2.6183415174484255,2.5700835227966308,2.6591538906097414,,
1984-03-26,,,2.743812561035156,2.7079633235931397,2.6390234231948853,2.578356349468231,2.6500538206100464,,
1984-03-27,,,2.757599353790283,2.735539102554321,2.6638417482376098,2.5893866419792175,2.642608289718628,,
1984-03-28,,,2.757599353790283,2.763114881515503,2.6831448316574096,2.5990381836891174,2.636541566848755,,
1984-03-29,,,2.730023145675659,2.763114881515503,2.6996902942657472,2.6093791723251343,2.630750594139099,,
1984-03-30,,,2.674870491027832,2.7327809810638426,2.705205297470093,2.6142048954963686,2.6233050632476806,,
1984-04-02,,,2.6610844135284424,2.7162353515625,2.7120993375778197,2.6217883110046385,2.6177898836135864,,
1984-04-03,,,2.619720458984375,2.6886595726013183,2.7120993375778197,2.628682327270508,2.610895891189575,,
1984-04-04,,,2.674870491027832,2.672113800048828,2.7176143407821653,2.6383338451385496,2.6070352506637575,,
1984-04-05,,,2.592144012451172,2.6445379734039305,2.703826427459717,2.6431596159934996,2.6020715761184694,,
1984-04-06,,,2.619720458984375,2.6335079669952393,2.683144474029541,2.650742995738983,2.597659430503845,2.76270156621933,
1984-04-09,,,2.5783560276031494,2.6169622898101808,2.6665988206863402,2.652811121940613,2.593798794746399,2.761736421585083,
1984-04-10,,,2.592144012451172,2.61144700050354,2.650053286552429,2.6569475173950194,2.5899381494522093,2.76063339471817,
1984-04-11,,,2.5369935035705566,2.583871603012085,2.6279927015304567,2.655568766593933,2.585250263214111,2.758978862762451,
1984-04-12,,,2.5369935035705566,2.572841501235962,2.6086897373199465,2.654190015792847,2.5808381462097167,2.7573243308067323,
1984-04-13,,,2.509416103363037,2.5507806301116944,2.5921442985534666,2.64867479801178,2.5780805444717405,2.755394024848938,
1984-04-16,,,2.5369935035705566,2.542508125305176,2.579735207557678,2.645917272567749,2.577253293991089,2.7526364374160766,
1984-04-17,,,2.5232033729553223,2.528719997406006,2.570083498954773,2.6410914182662966,2.5775290393829344,2.749740948677063,
1984-04-18,,,2.5369935035705566,2.528719997406006,2.5562958002090452,2.6369550704956053,2.5775290393829344,2.7458803272247314,
1984-04-19,,,2.5369935035705566,2.528719997406006,2.550780749320984,2.62730358839035,2.5772532987594605,2.7402272462844848,
1984-04-20,,,2.5369935035705566,2.5342354774475098,2.542508053779602,2.6128262639045716,2.576701798439026,2.7363666248321534,
1984-04-23,,,2.509416103363037,2.528719997406006,2.5356140613555906,2.6011064410209657,2.5761502504348757,2.7314029431343076,
1984-04-24,,,2.495628595352173,2.523205041885376,2.5259625196456907,2.58800790309906,2.5750472116470338,2.7271286725997923,
1984-04-25,,,2.481840133666992,2.512174367904663,2.5204471826553343,2.5742199420928955,2.573392643928528,2.723130168914795,
1984-04-26,,,2.5232033729553223,2.509416341781616,2.519068169593811,2.5638789534568787,2.5725653409957885,2.719545297622681,
1984-04-27,,,2.509416103363037,2.5039008617401124,2.519068169593811,2.5556062340736387,2.5714622926712036,2.7158225536346436,
1984-04-30,,,2.5369935035705566,2.509416341781616,2.519068169593811,2.5494016885757445,2.570910792350769,2.7129270887374877,
1984-05-01,,,2.564568519592285,2.5232043266296387,2.5232046842575073,2.54664409160614,2.572013840675354,2.7105831241607667,
1984-05-02,,,2.592144012451172,2.5452651023864745,2.528719735145569,2.542507767677307,2.5753229427337647,2.7086528015136717,
1984-05-03,,,2.564568519592285,2.553538131713867,2.5314772367477416,2.541128993034363,2.5789078140258788,2.70658460855484,
1984-05-04,,,2.5369935035705566,2.5590536117553713,2.5314772367477416,2.536992645263672,2.5794593620300295,2.7032755184173585,
1984-05-07,,,2.564568519592285,2.564568614959717,2.5369924783706663,2.5363032698631285,2.579183611869812,2.7005179262161256,
1984-05-08,,,2.5783560276031494,2.5673261165618895,2.545265221595764,2.5356138706207276,2.580010862350464,2.697760317325592,
1984-05-09,,,2.564568519592285,2.561811017990112,2.5535380601882935,2.536992621421814,2.580010862350464,2.6944511914253235,
1984-05-10,,,2.5507805347442627,2.559053421020508,2.5562957763671874,2.5376819729804994,2.580562405586243,2.6914178276062013,
1984-05-11,,,2.5232033729553223,2.556295394897461,2.557674503326416,2.5383713364601137,2.579459352493286,2.6882465839385987,
1984-05-14,,,2.495628595352173,2.5425074100494385,2.5535380125045775,2.536303091049194,2.5791836023330688,2.6847995924949646,
1984-05-15,,,2.509416103363037,2.528719425201416,2.5480227708816527,2.5356137275695803,2.5797351217269897,2.6792843985557555,
1984-05-16,,,2.5369935035705566,2.5232044219970704,2.5425077199935915,2.5356137275695803,2.580838189125061,2.675561640262604,
1984-05-17,,,2.495628595352173,2.5121740341186523,2.5356137275695803,2.5335454821586607,2.580838189125061,2.670322208404541,
1984-05-18,,,2.509416103363037,2.5094165802001953,2.532855987548828,2.532166612148285,2.5816654539108277,2.6653585267066955,
1984-05-21,,,2.42668890953064,2.4956286430358885,2.5190680265426635,2.528030252456665,2.5794593620300295,2.659567573070526,
1984-05-22,,,2.399112701416016,2.473567962646485,2.50114369392395,2.5232044577598574,2.577253293991089,2.6537766242027283,
1984-05-23,,,2.3853249549865723,2.4432342529296878,2.483219337463379,2.518378698825836,2.5736684226989746,2.6482614398002626,
1984-05-24,,,2.343959093093872,2.4129003524780277,2.4625371932983398,2.5094164848327636,2.569256234169006,2.643022005558014,
1984-05-25,,,2.3301727771759038,2.377051687240601,2.4432341337203978,2.500454318523407,2.563465280532837,2.635990138053894,
1984-05-28,,,2.3301727771759038,2.3577484607696535,2.426688551902771,2.4901132822036742,2.5582258558273314,2.627165834903717,
1984-05-29,,,2.316384077072144,2.341202735900879,2.4073853492736816,2.4777040600776674,2.552159128189087,2.6183415150642393,
1984-05-30,,,2.275020122528076,2.3191417694091796,2.3811880111694337,2.4618478655815124,2.545265121459961,2.609655055999756,
1984-05-31,,,2.2612314224243164,2.3025962352752685,2.357748293876648,2.446681010723114,2.535889286994934,2.601106469631195,
1984-06-01,,,2.3025963306427,2.297080945968628,2.337066316604614,2.4349611520767214,2.5254104137420654,2.5922821521759034,
1984-06-04,,,2.399112701416016,2.3108689308166506,2.334308695793152,2.4266883611679075,2.5185164165496827,2.5842851185798645,
1984-06-05,,,2.37153697013855,2.3218995094299317,2.331551122665405,2.4163474082946776,2.510795168876648,2.5767017292976377,
1984-06-06,,,2.399112701416016,2.3467180252075197,2.3329298973083494,2.4080746173858643,2.5036254358291625,2.5700835013389587,
1984-06-07,,,2.399112701416016,2.3742942810058594,2.338445258140564,2.4004912257194517,2.49700722694397,2.5638789105415345,
1984-06-08,,,2.454263687133789,2.4046277523040773,2.3508543491363527,2.3970442414283752,2.492595090866089,2.557950077056885,
1984-06-11,,,2.412900686264038,2.4073853492736816,2.3591271400451665,2.3929078459739683,2.487631416320801,2.5527106499671937,
1984-06-12,,,2.37153697013855,2.4073853492736816,2.364642429351807,2.386013889312744,2.4826677465438842,2.5467818188667297,
1984-06-13,,,2.42668890953064,2.4129005908966064,2.3798093080520633,2.3804986596107485,2.4777041149139403,2.542369682788849,
1984-06-14,,,2.37153697013855,2.4073854446411134,2.3908398628234866,2.3742940783500672,2.473291974067688,2.5376817750930787,
1984-06-15,,,2.343959093093872,2.3853245258331297,2.394976139068604,2.366021227836609,2.467776746749878,2.5327180886268614,
1984-06-18,,,2.357748985290528,2.374294185638428,2.390839767456055,2.3625742316246034,2.4633646059036254,2.528581700325012,
1984-06-19,,,2.42668890953064,2.3853245735168462,2.396354961395264,2.3639530420303343,2.460055503845215,2.524996826648712,
1984-06-20,,,2.37153697013855,2.3742941856384276,2.393597388267517,2.3632636427879334,2.456746373176575,2.520998318195343,
1984-06-21,,,2.37153697013855,2.3742941856384276,2.3908398151397705,2.3646425366401673,2.4534372425079347,2.5171376943588255,
1984-06-22,,,2.412900686264038,2.388082504272461,2.3867035150527953,2.368778932094574,2.4515069341659546,2.5147937393188475,
1984-06-25,,,2.3853249549865723,2.39359769821167,2.383945941925049,2.3715365409851072,2.448473563194275,2.512863428592682,
1984-06-26,,,2.343959093093872,2.3770517349243163,2.381188154220581,2.3729152917861938,2.4448886775970458,2.51120885848999,
1984-06-27,,,2.3853249549865723,2.379809331893921,2.377051758766174,2.3784305334091185,2.4418553066253663,2.5096921730041504,
1984-06-28,,,2.42668890953064,2.390839719772339,2.382566952705383,2.3867034077644353,2.439649214744568,2.5084512567520143,
1984-06-29,,,2.3853249549865723,2.385324573516846,2.386703538894653,2.3908398389816288,2.436615843772888,2.506658821105957,
1984-07-02,,,2.37153697013855,2.382566976547241,2.3880823373794557,2.3894610524177553,2.4338582611083983,2.5050042557716368,
1984-07-03,,,2.399112701416016,2.39359769821167,2.385324716567993,2.3908398389816288,2.431927943229675,2.5034875774383547,
1984-07-04,,,2.399112701416016,2.396355247497559,2.3880822896957397,2.3908398389816288,2.4302733945846557,2.501833019256592,
1984-07-05,,,2.399112701416016,2.390840005874634,2.390839862823486,2.3908398389816288,2.4277915811538695,2.500178461074829,
1984-07-06,,,2.357748985290528,2.3853248119354253,2.385324692726136,2.3860141038894658,2.4247582387924194,2.4981102657318117,
1984-07-09,,,2.357748985290528,2.382567214965821,2.382567095756531,2.38325651884079,2.421173348426819,2.496042070388794,
1984-07-10,,,2.37153697013855,2.377052068710328,2.385324883460999,2.38325651884079,2.4173127174377442,2.494663279056549,
1984-07-11,,,2.3301727771759038,2.363264083862305,2.379809665679932,2.3784307122230532,2.412073292732239,2.4936981177330018,
1984-07-12,,,2.2612314224243164,2.335687828063965,2.3632639169692995,2.3729154348373416,2.4060065507888795,2.4924571824073793,
1984-07-13,,,2.150928258895874,2.2943236827850346,2.3398242473602298,2.3632638931274417,2.398285245895386,2.4888723039627076,
1984-07-16,,,2.1647162437438965,2.255717134475708,2.3191421747207643,2.35361225605011,2.390288200378418,2.484735906124115,
1984-07-17,,,2.357748985290528,2.2529595375061033,2.3150058031082157,2.3501652598381044,2.3858760595321655,2.4829434609413146,
1984-07-18,,,2.288808822631836,2.24468674659729,2.3039754152297975,2.3460288524627684,2.3803608655929565,2.4801858639717103,
1984-07-19,,,2.2336552143096924,2.2391715049743652,2.287429666519165,2.339134764671326,2.374018359184265,2.477290382385254,
1984-07-20,,,2.2060790061950684,2.2502016544342043,2.2722626686096192,2.3287936806678773,2.3676758718490603,2.473567612171173,
1984-07-23,,,2.1647162437438965,2.2502016544342043,2.252959394454956,2.3177632451057435,2.3610576248168944,2.4701206135749816,
1984-07-24,,,2.2336552143096924,2.225382900238037,2.2391712188720705,2.3122480511665344,2.3555424070358275,2.467638764381409,
1984-07-25,,,2.2612314224243164,2.2198674201965334,2.2322770833969114,2.3060433745384215,2.350027165412903,2.465432677268982,
1984-07-26,,,2.357748985290528,2.2446861743927,2.2419288396835326,2.302596378326416,2.3472695732116704,2.4640538811683657,
1984-07-27,,,2.357748985290528,2.275020170211792,2.262610912322998,2.3012175798416137,2.34423623085022,2.4629508423805238,
1984-07-30,,,2.3853249549865723,2.319141912460327,2.2846717834472656,2.301906979084015,2.3434089517593386,2.461434156894684,
1984-07-31,,,2.357748985290528,2.3439606666564945,2.2846717834472656,2.2998387932777407,2.342581677436829,2.4599174857139587,
1984-08-01,,,2.42668890953064,2.3770521640777593,2.298459792137146,2.3012176036834715,2.34340895652771,2.4585386896133423,
1984-08-02,,,2.5232033729553223,2.410143041610718,2.327414608001709,2.307422137260437,2.3469938421249394,2.4581250381469726,
1984-08-03,,,2.592144012451172,2.4570220470428468,2.3660211086273195,2.319141888618469,2.3522332668304444,2.4578492736816404,
1984-08-06,,,2.633508682250977,2.5066587924957275,2.4129003524780277,2.3329298734664916,2.358299984931946,2.4582629203796387,
1984-08-07,,,2.619720458984375,2.559053087234497,2.451506876945496,2.345339047908783,2.364366712570191,2.4582629203796387,
1984-08-08,,,2.592144012451172,2.5921441078186036,2.4845981359481817,2.3584376096725466,2.3707091903686526,2.4579871559143065,
1984-08-09,,,2.619720458984375,2.6114475250244142,2.510795283317566,2.3763620615005494,2.377878971099854,2.4568841290473937,
1984-08-10,,,2.674870491027832,2.6279928207397463,2.5425074338912967,2.4025591731071474,2.3853244543075562,2.4553674340248106,
1984-08-13,,,2.674870491027832,2.636265182495117,2.5714619874954225,2.428066885471344,2.3908396100997926,2.4546780133247377,
1984-08-14,,,2.6610844135284424,2.6445379734039305,2.6017955303192144,2.4432336568832396,2.3966305589675905,2.453712863922119,
1984-08-15,,,2.647296190261841,2.6555684089660643,2.623856258392334,2.46115802526474,2.401594228744507,2.452609832286835,
1984-08-16,,,2.647296190261841,2.6610835552215577,2.6362655401229858,2.4818400740623474,2.4065578985214238,2.4517825627326966,
1984-08-17,,,2.730023145675659,2.6721140861511232,2.6500534534454347,2.508037281036377,2.412073087692261,2.4523340892791747,
1984-08-20,,,2.812752246856689,2.6996904373168946,2.667977809906006,2.540439081192017,2.420070118904114,2.4538507676124572,
1984-08-21,,,2.812752246856689,2.730024003982544,2.687280988693237,2.5693939328193665,2.428894424438477,2.4557810854911803,
1984-08-22,,,2.7851762771606445,2.757600021362305,2.706584215164184,2.5955911755561827,2.436064171791077,2.4568841433525086,
1984-08-23,,,2.8954811096191406,2.8072370052337647,2.7341602802276608,2.6224777817726137,2.4465430545806885,2.459917514324188,
1984-08-24,,,2.7851762771606445,2.8182676315307615,2.745190858840942,2.6438491463661196,2.455367398262024,2.461572072505951,2.6121368193626404
1984-08-27,,,2.7989649772644043,2.8155101776123046,2.757600307464599,2.664531147480011,2.464191718101502,2.4637781620025634,2.612757291793823
1984-08-28,,,2.840327739715576,2.821025276184082,2.7755246400833125,2.6886600852012634,2.4724644947052004,2.4662599992752074,2.613446696996689
1984-08-29,,,2.854116916656494,2.8348134040832518,2.796206712722778,2.7100314855575562,2.4821160936355593,2.469431233406067,2.614205048084259
1984-08-30,,,2.8679025173187256,2.829297685623169,2.8182673454284664,2.7272664427757265,2.492043404579163,2.472740323543549,2.6150323271751406
1984-08-31,62.22323421556313,A,2.909269332885742,2.8541162967681886,2.836191964149475,2.743122708797455,2.501970777511597,2.4767388558387755,2.616066440343857
1984-09-03,62.231466307882506,A,2.909269332885742,2.876177167892456,2.8458436727523804,2.756910741329193,2.5124496650695805,2.4804616141319276,2.616549025774002
1984-09-04,62.22100605336403,A,2.8679025173187256,2.881692123413086,2.851358699798584,2.769319844245911,2.5229285335540776,2.4839086055755617,2.6168247771263125
1984-09-05,62.18643717340162,A,2.7989649772644043,2.870661735534668,2.85273756980896,2.7796608924865724,2.531201333999634,2.4865283203125,2.6162043237686157
1984-09-06,62.20118617169871,A,3.03335952758789,2.903753137588501,2.866525411605835,2.800342845916748,2.543334746360779,2.491491980552673,2.615859613418579
1984-09-07,62.220707430200804,A,3.0747249126434326,2.936844253540039,2.8954802751541138,2.820335566997528,2.5571227455139165,2.496869294643402,2.616617959737778
1984-09-10,62.27597611267185,A,3.198816061019897,2.9947535991668697,2.935465383529663,2.8465328454971313,2.573668327331543,2.503763294219971,2.6175831186771394
1984-09-11,62.321780288600905,A,3.102301597595215,3.041633415222168,2.961662769317627,2.86859370470047,2.5877321052551268,2.509830024242401,2.6184793484210966
1984-09-12,62.36893965616694,A,3.005784273147583,3.0829972743988034,2.976829504966736,2.886518108844757,2.5998655366897583,2.515069465637207,2.619099817276001
1984-09-13,62.35008752186085,A,2.978207588195801,3.0719668865203857,2.987860012054443,2.903063678741455,2.611447434425354,2.5196195077896117,2.619582402706146
1984-09-14,62.2974870226254,A,2.923055648803711,3.0416330337524413,2.98923864364624,2.9127153038978575,2.6227535676956175,2.5237559032440187,2.619789228439331
