Date,GRADE,GPS,BG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2001-08-02,,,10.234736442565918,,,,,,
2001-08-03,,,10.234736442565918,,,,,,
2001-08-06,,,10.234736442565918,,,,,,
2001-08-07,,,10.234736442565918,,,,,,
2001-08-08,,,10.234736442565918,10.234736442565918,,,,,
2001-08-09,,,10.234736442565918,10.234736442565918,,,,,
2001-08-10,,,10.234736442565918,10.234736442565918,,,,,
2001-08-13,,,10.234736442565918,10.234736442565918,,,,,
2001-08-14,,,10.234736442565918,10.234736442565918,,,,,
2001-08-15,,,10.202752113342283,10.228339576721192,10.231538009643554,,,,
2001-08-16,,,10.234736442565918,10.228339576721192,10.231538009643554,,,,
2001-08-17,,,10.138784408569336,10.209149169921876,10.221942806243897,,,,
2001-08-20,,,10.164368629455566,10.195075607299804,10.214906024932862,,,,
2001-08-21,,,10.170766830444336,10.182281684875488,10.208509063720703,,,,
2001-08-22,,,10.177163124084473,10.177163887023926,10.202751731872558,,,,
2001-08-23,,,10.170766830444336,10.16436996459961,10.1963547706604,,,,
2001-08-24,,,10.138784408569336,10.16436996459961,10.186759567260742,,,,
2001-08-27,,,10.228334426879885,10.177163124084473,10.18611936569214,,,,
2001-08-28,,,10.394651412963867,10.221940040588379,10.202110862731933,,,,
2001-08-29,,,10.53537940979004,10.293583297729493,10.235373592376709,10.233455801010132,,,
2001-08-30,,,10.720887184143066,10.403607368469238,10.283988666534423,10.257763338088989,,,
2001-08-31,,,11.673992156982422,10.710648918151856,10.437509441375733,10.329726123809815,,,
2001-09-03,,,11.673992156982422,10.999780464172364,10.588471794128418,10.40168890953064,,,
2001-09-04,,,11.558853149414062,11.232620811462402,10.727280426025391,10.467894744873046,,,
2001-09-05,,,11.642010688781738,11.453947067260742,10.873765182495116,10.538258457183838,,,
2001-09-06,,,11.514076232910156,11.61258487701416,11.0080961227417,10.60222544670105,,,
2001-09-07,,,11.514076232910156,11.580601692199707,11.14562530517578,10.666192436218262,,,
2001-09-10,,,11.194244384765623,11.484652137756347,11.242216300964355,10.714167833328247,,,
2001-09-11,,,11.194244384765623,11.41173038482666,11.322175598144531,10.762143230438232,,,
2001-09-12,,,11.194244384765623,11.322177124023437,11.38806209564209,10.811717844009399,,,
2001-09-13,,,11.194244384765623,11.25821075439453,11.435397815704345,10.859693241119384,,,
2001-09-14,,,11.194244384765623,11.194244384765623,11.387423038482666,10.912466239929199,,,
2001-09-17,,,10.87440299987793,11.130276107788085,11.307464122772217,10.947967958450317,,,
2001-09-18,,,10.893596649169922,11.070146560668944,11.240938472747803,10.984109449386597,,,
2001-09-19,,,11.13027286529541,11.057352256774902,11.18976469039917,11.031764936447143,,,
2001-09-20,,,10.74647331237793,10.967798042297364,11.113004398345947,11.060550260543824,,,
2001-09-21,,,10.55456829071045,10.839862823486328,11.017053604125977,11.081339454650879,,,
2001-09-24,,,10.93837070465088,10.852656364440918,10.991466236114501,11.116841268539428,,,
2001-09-25,,,11.162256240844728,10.906388282775879,10.988267421722412,11.155221509933472,,,
2001-09-26,,,11.290189743041992,10.938371658325195,10.997861957550048,11.192962026596069,,,
2001-09-27,,,10.87440299987793,10.963957595825196,10.96587781906128,11.200637817382812,,,
2001-09-28,,,10.87440299987793,11.027924537658691,10.93389368057251,11.160658359527588,,,
2001-10-01,,,10.87440299987793,11.015130996704102,10.93389368057251,11.120678901672363,,,
2001-10-02,,,10.55456829071045,10.893593406677246,10.899990844726563,11.070464658737183,,,
2001-10-03,,,11.833910942077637,11.002337646484374,10.970354652404785,11.080059671401978,,,
2001-10-04,,,11.034321784973145,11.034321403503418,10.999139499664306,11.056071949005126,,,
2001-10-05,,,10.234736442565918,10.906388092041016,10.967156314849854,10.992104959487914,,,
2001-10-08,,,10.202752113342283,10.772057914733887,10.893594455718993,10.942530345916747,,,
2001-10-09,,,11.066307067871094,10.874405670166016,10.88399953842163,10.936133480072021,,,
2001-10-10,,,10.522588729858398,10.612141227722168,10.807239437103272,10.90255069732666,10.732015018463136,,
2001-10-11,,,10.29870319366455,10.465017509460449,10.749669456481934,10.857773637771606,10.733294353485107,,
2001-10-12,,,10.394651412963867,10.49700050354004,10.701694297790528,10.817793989181519,10.736492652893066,,
2001-10-15,,,10.234736442565918,10.503397369384766,10.637727642059327,10.785810661315917,10.736492652893066,,
2001-10-16,,,10.202752113342283,10.330686378479005,10.60254602432251,10.751268434524537,10.735852966308594,,
2001-10-17,,,10.426637649536133,10.311496162414551,10.46181869506836,10.716086673736573,10.739690990447999,,
2001-10-18,,,10.618535041809082,10.375462532043457,10.420240020751953,10.70968976020813,10.747366962432862,,
2001-10-19,,,10.62493133544922,10.421518516540527,10.459259510040283,10.713207912445068,10.755170860290526,,
2001-10-22,,,11.514076232910156,10.677386474609374,10.590391921997071,10.741993188858032,10.780757656097412,,
2001-10-23,,,11.283791542053224,10.893594360351562,10.612140369415282,10.748069953918456,10.801738758087158,,
2001-10-24,,,10.90638256072998,10.989543342590332,10.650519752502442,10.728879594802857,10.815811367034913,,
2001-10-25,,,11.290189743041992,11.123874282836914,10.749668407440186,10.74966893196106,10.836920433044433,,
2001-10-26,,,11.194244384765623,11.237736892700195,10.82962770462036,10.765661001205444,10.858029632568359,,
2001-10-29,,,11.322174072265623,11.19935646057129,10.938371467590333,10.788049554824829,10.881185741424561,,
2001-10-30,,,11.258211135864258,11.194240379333497,11.043917369842529,10.82323169708252,10.902934627532959,,
2001-10-31,,,11.271002769470217,11.267164421081542,11.128353881835938,10.795086288452149,10.924811420440674,,
2001-11-01,,,11.897882461547852,11.388702964782714,11.256288623809814,10.838264322280883,10.959353733062745,,
2001-11-02,,,11.705979347229004,11.49104995727539,11.364393424987792,10.911826467514038,10.990697631835937,,
2001-11-05,,,11.642010688781738,11.555017280578614,11.37718687057495,10.98378939628601,11.018971157073974,,
2001-11-06,,,12.121763229370115,11.727727699279786,11.460984039306641,11.036562204360962,11.053513393402099,,
2001-11-07,,,11.961844444274902,11.865896034240723,11.566530227661133,11.108524990081786,11.082042694091797,,
2001-11-08,,,12.18572998046875,11.923465538024903,11.656084251403808,11.202876329421997,11.111339550018311,,
2001-11-09,,,12.057798385620115,11.993829345703125,11.742439651489256,11.28603367805481,11.119015674591065,,
2001-11-12,,,12.15374755859375,12.096176719665527,11.82559700012207,11.381984233856201,11.12861078262329,,
2001-11-13,,,11.578045845031738,11.987433242797852,11.857580471038819,11.450748920440674,11.128994636535644,,
2001-11-14,,,11.514076232910156,11.897879600524902,11.881887817382811,11.505120849609375,11.126435947418212,,
2001-11-15,,,11.86589527130127,11.833912658691407,11.878689098358153,11.567488861083984,11.133472328186036,,
2001-11-16,,,11.776334762573242,11.777619934082031,11.885724639892576,11.625059032440186,11.138717498779297,,
2001-11-19,,,11.897882461547852,11.726446914672852,11.911311817169189,11.64424934387207,11.15279026031494,,
