Date,GRADE,GPS,ABNB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2021-02-23,,,187.58999633789065,196.8,204.7719985961914,197.83599929809571,174.625400390625,,
2021-02-24,,,200.1999969482422,196.447998046875,203.6259979248047,197.78349914550782,175.86960021972655,,
2021-02-25,,,182.05999755859372,193.2519989013672,200.147998046875,197.51799926757812,176.56980010986328,,
2021-02-26,,,206.3500061035156,194.30799865722656,199.51499938964844,198.65399932861328,177.55080017089844,,
2021-03-01,,,196.4199981689453,194.5239990234375,197.88899993896484,199.45299911499023,178.21880004882811,,
2021-03-02,,,189.8999938964844,194.98599853515626,195.89299926757812,199.9894989013672,178.75299987792968,,
2021-03-03,,,180.3999938964844,191.0259979248047,193.73699798583985,199.72349853515624,179.20079986572264,,
2021-03-04,,,180.22999572753903,190.65999755859374,191.95599822998048,198.94499816894532,179.70859985351564,,
2021-03-05,,,179.80999755859375,185.35199584960938,189.82999725341796,198.1699981689453,180.2079998779297,,
2021-03-08,,,180.80999755859372,182.22999572753906,188.3769973754883,197.18899841308593,180.84419982910157,,
2021-03-09,,,183.1100006103516,180.8719970703125,187.9289978027344,196.3504981994629,181.5063998413086,,
2021-03-10,,,183.7899932861328,181.54999694824218,186.28799743652343,194.95699768066407,182.21359985351563,,
2021-03-11,,,197.8699951171875,185.07799682617187,187.8689971923828,194.0084976196289,183.2349996948242,,
2021-03-12,,,206.7400054931641,190.46399841308593,187.90799713134766,193.71149826049805,184.43379974365234,,
2021-03-15,,,209.9900054931641,196.3,189.26499786376957,193.57699890136718,185.85059997558594,,
2021-03-16,,,200.00999450683597,199.67999877929688,190.2759979248047,193.0844985961914,186.8847998046875,,
2021-03-17,,,201.3600006103516,203.19400024414065,192.37199859619142,193.05449829101562,188.05659973144532,,
2021-03-18,,,191.4499969482422,201.91000061035157,193.49399871826174,192.7249984741211,188.86019958496092,,
2021-03-19,,,194.38999938964844,199.43999938964845,194.9519989013672,192.39099807739257,189.75259948730468,,
2021-03-22,,,195.0,196.44199829101564,196.37099914550782,192.37399826049804,190.68999938964845,,
2021-03-23,,,187.13999938964844,193.8679992675781,196.7739990234375,192.35149841308595,191.21679931640625,,
2021-03-24,,,178.85000610351562,189.36600036621093,196.2800003051758,191.28399887084962,191.3939993286133,,
2021-03-25,,,176.16000366210938,186.30800170898436,194.109001159668,190.9889991760254,191.30719940185546,,
2021-03-26,,,174.39999389648438,182.31000061035155,190.875,189.39149856567383,191.40979919433593,,
2021-03-29,,,182.5,179.81000061035155,188.1259994506836,188.69549865722655,191.67439910888672,,
2021-03-30,,,183.1000061035156,179.002001953125,186.43500061035155,188.35549926757812,191.86259918212892,,
2021-03-31,,,187.94000244140625,180.82000122070312,185.09300079345704,188.7324996948242,192.38479919433593,,
2021-04-01,,,188.2400054931641,183.23600158691406,184.77200164794922,189.13300018310548,192.54159942626953,,
2021-04-02,,,188.2400054931641,186.00400390625,184.1570022583008,189.55450057983398,192.66899963378907,,
2021-04-05,,,186.69000244140625,186.84200439453124,183.3260025024414,189.8485008239746,192.85219970703125,,
2021-04-06,,,190.02999877929688,188.2280029296875,183.61500244140626,190.1945007324219,192.7979995727539,,
2021-04-07,,,179.94000244140625,186.6280029296875,183.7240020751953,190.00200119018555,192.37179962158203,,
2021-04-08,,,180.17999267578125,185.01600036621093,184.1260009765625,189.11750106811525,192.2279995727539,,
2021-04-09,,,179.5,183.26799926757812,184.63600158691406,187.75550079345703,192.14539947509766,,
2021-04-12,,,176.49000549316406,181.22799987792968,184.03500213623047,186.08050079345702,192.06639953613282,,
2021-04-13,,,177.9499969482422,178.81199951171874,183.52000122070314,184.97750091552734,192.04199951171876,,
2021-04-14,,,176.42999267578125,178.10999755859376,182.36900024414064,183.73100051879882,191.85619934082033,,
2021-04-15,,,175.35000610351562,177.1440002441406,181.0800003051758,182.9260009765625,191.44719940185547,,
2021-04-16,,,178.69000244140625,176.98200073242188,180.125,182.1410011291504,191.11479949951172,,
2021-04-19,,,174.5800018310547,176.6,178.91399993896485,181.12000122070313,190.5977996826172,,
2021-04-20,,,169.57000732421875,174.92400207519532,176.86800079345704,180.24150161743165,189.99159973144532,,
2021-04-21,,,167.07000732421875,173.0520050048828,175.58100128173828,179.6525016784668,189.0997998046875,,
2021-04-22,,,170.7100067138672,172.12400512695314,174.63400268554688,179.3800018310547,188.17720001220704,,
2021-04-23,,,174.25,171.2360046386719,174.10900268554687,179.37250213623048,187.4086001586914,,
2021-04-26,,,174.8800048828125,171.29600524902344,173.94800262451173,178.9915023803711,186.65260040283204,,
2021-04-27,,,177.94000244140625,172.97000427246093,173.94700317382814,178.73350219726564,186.01420043945313,,
2021-04-28,,,180.0,175.55600280761718,174.30400390625,178.3365020751953,185.5750003051758,177.6674005126953,
2021-04-29,,,177.67999267578125,176.95,174.53700256347656,177.80850143432616,185.16780029296876,177.99710037231446,
2021-04-30,,,172.7100067138672,176.64200134277343,173.93900299072266,177.03200149536133,184.6006002807617,178.33170043945313,
2021-05-03,,,168.11000061035156,175.28800048828126,173.29200286865233,176.1030014038086,184.05600036621092,178.71280044555664,
2021-05-04,,,168.89999389648438,173.47999877929686,173.2250015258789,175.04650115966797,183.6822003173828,179.15380035400392,
2021-05-05,,,162.3300018310547,169.9459991455078,172.7510009765625,174.1660011291504,182.92480041503907,179.3972003173828,
2021-05-06,,,153.63999938964844,165.13800048828125,171.04400024414062,172.83900146484376,182.35640045166016,179.46310028076172,
2021-05-07,,,151.2100067138672,160.83800048828124,168.74000091552733,171.42450180053712,181.2536004638672,179.4022003173828,
2021-05-10,,,146.72999572753906,156.56199951171874,165.925,169.93650131225587,180.25980041503905,179.23930023193358,
2021-05-11,,,142.72999572753906,151.3279998779297,162.40399932861328,168.1755012512207,179.31640045166014,179.0347001647949,
2021-05-12,,,140.25,146.91199951171876,158.4289993286133,166.36650161743165,178.51340057373048,178.85710021972656,
2021-05-13,,,135.75,143.33399963378906,154.23600006103516,164.38650131225586,177.6238006591797,178.66620025634765,
2021-05-14,,,141.1999969482422,141.33199768066407,151.08499908447266,162.51200103759766,176.85160064697266,178.52980026245118,
2021-05-17,,,132.5,138.48599853515626,147.5239990234375,160.40800094604492,175.88540069580077,178.36480026245118,
2021-05-18,,,135.02000427246094,136.94400024414062,144.13600006103516,158.68050079345704,174.92360076904296,178.21500030517578,
2021-05-19,,,138.19000244140625,136.53200073242186,141.7220001220703,157.23650054931642,174.01160095214843,178.11260040283204,
2021-05-20,,,136.1999969482422,136.62200012207032,139.97799987792968,155.51100006103516,172.77820098876953,178.00660034179688,
2021-05-21,,,134.7100067138672,135.32400207519532,138.3279998779297,153.53400039672852,171.3376010131836,177.88570037841797,
2021-05-24,,,135.91000366210938,136.0060028076172,137.24600067138672,151.58550033569335,169.8560009765625,177.85330047607422,
2021-05-25,,,133.99000549316406,135.8000030517578,136.37200164794922,149.38800048828125,168.53560119628906,177.71020050048827,
2021-05-26,,,134.75,135.11200256347655,135.8220016479492,147.12550048828126,167.20340118408203,177.63000045776369,
2021-05-27,,,143.1699981689453,136.5060028076172,136.56400146484376,145.40000076293944,166.23780120849608,177.5490003967285,
2021-05-28,,,140.39999389648438,137.6440002441406,136.48400115966797,143.7845001220703,165.1580010986328,177.45530029296876,
2021-05-31,,,140.39999389648438,138.54199829101563,137.2740005493164,142.39899978637695,164.0660009765625,177.37800018310546,
2021-06-01,,,144.30999755859375,140.60599670410156,138.2029998779297,141.16949996948242,163.20940093994142,177.21310012817383,
2021-06-02,,,151.0,143.85599670410156,139.48399963378907,140.60299987792968,162.6524008178711,177.02320007324218,
2021-06-03,,,144.19000244140625,144.05999755859375,140.28300018310546,140.13050003051757,162.01300079345702,176.66010009765625,
2021-06-04,,,150.72999572753906,146.1259979248047,141.88499908447267,140.10649948120118,161.53960083007811,176.47470001220702,
2021-06-07,,,148.97000122070312,147.83999938964843,143.19099884033204,140.21849975585937,160.86900085449219,176.27169998168947,
2021-06-08,,,147.00999450683594,148.37999877929687,144.4929977416992,140.43249969482423,160.1472006225586,176.00489990234374,
2021-06-09,,,144.85000610351562,147.15,145.50299835205078,140.6625,159.28540069580077,175.83509994506835,
2021-06-10,,,146.1199951171875,147.53599853515624,145.797998046875,141.18099975585938,158.44300048828126,175.49229995727538,
2021-06-11,,,148.44000244140625,147.0779998779297,146.60199890136718,141.5430000305176,157.6470004272461,175.15800003051757,
2021-06-14,,,149.2100067138672,147.1260009765625,147.48300018310547,142.37850036621094,156.8974005126953,174.8748001098633,
2021-06-15,,,151.77999877929688,148.0800018310547,148.2300003051758,143.21650009155275,156.1324005126953,174.4652000427246,
2021-06-16,,,149.14999389648438,148.93999938964845,148.0449996948242,143.76449966430664,155.51660034179687,173.94419998168945,
2021-06-17,,,150.6999969482422,149.8559997558594,148.6959991455078,144.48949966430663,154.9270004272461,173.5775,
2021-06-18,,,152.52000427246094,150.6720001220703,148.875,145.37999954223633,154.3874005126953,173.26639999389647,
2021-06-21,,,149.6999969482422,150.7699981689453,148.9479995727539,146.06949920654296,153.85160034179688,172.95899993896484,
2021-06-22,,,149.67999267578125,150.3499969482422,149.21499938964843,146.85399856567383,153.28620025634766,172.6640998840332,
2021-06-23,,,151.5800018310547,150.83599853515625,149.88799896240235,147.69549865722655,152.7892004394531,172.32269989013673,
2021-06-24,,,150.72999572753906,150.8419982910156,150.3489990234375,148.07349853515626,152.2968002319336,171.87199981689454,
2021-06-25,,,149.6699981689453,150.2719970703125,150.4719985961914,148.5369987487793,151.71640014648438,171.41559982299805,
2021-06-28,,,149.94000244140625,150.31999816894532,150.5449981689453,149.01399917602538,151.2236001586914,170.9106999206543,
2021-06-29,,,146.0800018310547,149.6,149.9749984741211,149.10249938964844,150.7538000488281,170.37269989013672,
2021-06-30,,,153.13999938964844,149.91199951171876,150.3739990234375,149.20949935913086,150.4751998901367,169.7874998474121,
2021-07-01,,,153.0800018310547,150.3820007324219,150.61199951171875,149.65399932861328,150.12259979248046,169.14989990234375,
2021-07-02,,,150.22999572753906,150.49400024414064,150.38299865722655,149.62899932861328,149.64219970703124,168.52539993286132,
2021-07-05,,,150.22999572753906,150.5519989013672,150.43599853515624,149.69199905395507,149.14919952392577,167.90089996337892,
2021-07-06,,,148.3699951171875,151.00999755859374,150.30499877929688,149.75999908447267,148.5577993774414,167.28599990844725,
2021-07-07,,,143.72000122070312,149.1259979248047,149.5189987182617,149.70349884033203,147.83219940185546,166.7035998535156,
2021-07-08,,,142.52999877929688,147.01599731445313,148.6989990234375,149.5239990234375,147.1291995239258,166.14849990844726,
2021-07-09,,,149.63999938964844,146.897998046875,148.6959991455078,149.5839988708496,146.6677993774414,165.63419982910156,
2021-07-12,,,146.69000244140625,146.18999938964845,148.37099914550782,149.45799865722657,146.2393994140625,165.14769989013672,
2021-07-13,,,143.41000366210938,145.1980010986328,148.10399932861327,149.03949890136718,145.729599609375,164.7058999633789,
2021-07-14,,,139.08999633789062,144.27200012207032,146.6989990234375,148.5364990234375,145.26479949951172,164.0947999572754,
2021-07-15,,,137.5,143.26600036621093,145.14099884033203,147.8764991760254,144.94199951171876,163.64919998168946,
2021-07-16,,,134.30999755859375,140.2,143.5489990234375,146.96599884033202,144.60399932861327,162.92879989624024,
2021-07-19,,,131.8800048828125,137.23800048828124,141.71399993896483,146.07499923706055,144.30699951171874,162.2833999633789,
2021-07-20,,,136.08999633789062,135.7739990234375,140.48600006103516,145.395499420166,144.17419952392578,161.74529998779298,
2021-07-21,,,139.25,135.80599975585938,140.03899993896485,144.77899932861328,144.15419952392577,161.33380004882812,
2021-07-22,,,139.47000122070312,136.2,139.73300018310547,144.21599960327148,144.22859954833984,160.92620010375975,
2021-07-23,,,138.72999572753906,137.08399963378906,138.64199981689453,143.66899948120118,144.17919952392577,160.51540008544922,
2021-07-26,,,142.0,139.10799865722657,138.1729995727539,143.27199935913086,144.36919952392577,160.12730010986328,
2021-07-27,,,141.5800018310547,140.20599975585938,137.98999938964843,143.04699935913087,144.50039947509765,159.71200012207032,
2021-07-28,,,143.3000030517578,141.01600036621093,138.41100006103517,142.55499954223632,144.6025994873047,159.30710021972655,
2021-07-29,,,143.47000122070312,141.81600036621094,139.00800018310548,142.07449951171876,144.7479995727539,158.7631002807617,
2021-07-30,,,144.00999450683594,142.87200012207032,139.97799987792968,141.76349945068358,144.93399932861328,158.13580017089845,
2021-08-02,,,145.49000549316406,143.57000122070312,141.33899993896483,141.52649993896483,145.12559936523436,157.49080017089844,
2021-08-03,,,145.64999389648438,144.38399963378907,142.2949996948242,141.3904998779297,145.35879913330078,156.94720016479494,
2021-08-04,,,147.39999389648438,145.20399780273436,143.10999908447266,141.57449951171876,145.61179901123046,156.40760009765626,
2021-08-05,,,150.32000732421875,146.5739990234375,144.19499969482422,141.96399993896483,145.75479919433593,155.996300201416,
2021-08-06,,,149.99000549316406,147.77000122070314,145.3210006713867,141.98150024414062,145.94659942626953,155.55230026245118,
2021-08-09,,,149.44000244140625,148.56000061035155,146.06500091552735,142.11900024414064,146.12739959716797,155.09670028686523,
2021-08-10,,,147.9499969482422,149.02000122070314,146.7020004272461,142.34599990844725,146.20019958496093,154.70480026245116,
2021-08-11,,,148.16000366210938,149.17200317382813,147.18800048828126,142.79950027465821,146.14339965820312,154.3979002380371,
2021-08-12,,,151.14999389648438,149.33800048828124,147.95599975585938,143.48199996948242,146.28259948730468,154.14780014038087,
2021-08-13,,,152.75999450683594,149.89199829101562,148.83099975585938,144.40449981689454,146.3231994628906,153.93140014648438,
2021-08-16,,,148.57000732421875,149.71799926757814,149.13899993896484,145.23899993896484,146.31519958496094,153.59210021972658,
2021-08-17,,,143.89999389648438,148.90799865722656,148.96399993896483,145.62949981689454,146.2529995727539,153.20010009765625,
2021-08-18,,,146.74000549316406,148.6239990234375,148.89800109863282,146.00400009155274,146.29079956054687,152.78810012817382,
2021-08-19,,,142.64999389648438,146.9239990234375,148.13099975585936,146.1629997253418,146.22139953613282,152.33220001220704,
2021-08-20,,,143.6999969482422,145.11199951171875,147.5019989013672,146.41149978637696,146.12659942626954,151.88679992675782,
2021-08-23,,,146.7899932861328,144.75599670410156,147.23699798583985,146.6509994506836,146.07819915771483,151.48779983520507,
2021-08-24,,,161.4199981689453,148.25999755859374,148.58399810791016,147.64299926757812,146.2709991455078,151.20169982910156,
2021-08-25,,,160.35000610351562,150.98199768066405,149.8029983520508,148.49549942016603,146.49499938964843,151.00579986572265,
2021-08-26,,,152.72999572753906,152.997998046875,149.96099853515625,148.9584991455078,146.53559936523436,150.73129989624024,
2021-08-27,,,154.17999267578125,155.0939971923828,150.10299835205078,149.46699905395508,146.5687991333008,150.47809982299805,
2021-08-30,,,156.02000427246094,156.93999938964845,150.847998046875,149.9934989929199,146.69519927978516,150.273399810791,
2021-08-31,,,154.99000549316406,155.65400085449218,151.95699920654297,150.46049957275392,146.8013995361328,150.04379989624024,
2021-09-01,,,156.58999633789062,154.9019989013672,152.94199829101564,150.9199996948242,146.90159942626954,149.84539993286134,
2021-09-02,,,157.1999969482422,155.7959991455078,154.3969985961914,151.26399917602538,147.0309994506836,149.6638998413086,
2021-09-03,,,158.0,156.56000061035155,155.82699890136718,151.66449890136718,147.1975994873047,149.45699981689452,
2021-09-06,,,158.0,156.95599975585938,156.9479995727539,152.09249877929688,147.35879943847655,149.291199798584,
2021-09-07,,,165.0,158.95799865722657,157.30599975585938,152.94499893188475,147.73719940185546,149.2454997253418,
2021-09-08,,,163.92999267578125,160.42599792480468,157.66399841308595,153.73349838256837,147.95299926757812,149.21409957885743,
2021-09-09,,,166.0,162.18599853515624,158.99099884033203,154.47599868774415,148.21139923095703,149.16699951171876,
2021-09-10,,,165.1999969482422,163.6259979248047,160.09299926757814,155.09799880981444,148.5107992553711,149.07649948120118,
2021-09-13,,,160.32000732421875,164.08999938964843,160.52299957275392,155.68549880981445,148.7125994873047,148.93089950561523,
2021-09-14,,,163.3000030517578,163.75,161.35399932861327,156.65549926757814,149.0111996459961,148.78449951171876,
2021-09-15,,,166.3699951171875,164.23800048828124,162.33199920654297,157.6369987487793,149.46419952392577,148.64819946289063,163.15779998779297
2021-09-16,,,168.14999389648438,164.66799926757812,163.4269989013672,158.9119987487793,149.97659942626953,148.55289947509766,163.27499992370605
2021-09-17,,,166.58999633789062,164.9459991455078,164.28599853515624,160.0564987182617,150.31559936523436,148.4916993713379,163.4116999053955
2021-09-20,,,161.63999938964844,165.20999755859376,164.6499984741211,160.7989990234375,150.61459930419923,148.42699935913086,163.56989990234376
2021-09-21,,,169.2899932861328,166.40799560546876,165.07899780273436,161.19249877929687,151.1321990966797,148.43089935302734,163.79234985351562
2021-09-22,68.58104019560129,A,169.9600067138672,167.1259979248047,165.68199920654297,161.67299880981446,151.74959930419922,148.50719940185547,163.95219985961913
2021-09-23,69.84978882034551,A,175.1300048828125,168.52200012207032,166.59499969482422,162.79299926757812,152.50219940185548,148.7220994567871,164.0925998687744
2021-09-24,71.57023947905056,A,175.8800048828125,170.3800018310547,167.66300048828126,163.87799987792968,153.33359954833983,148.96879943847657,164.1854998779297
2021-09-27,73.93718505520066,A,174.25999450683594,172.90400085449218,169.05699920654297,164.78999938964844,154.1811993408203,149.24409942626954,164.24169982910155
2021-09-28,73.6296800673762,A,168.5800018310547,172.76200256347656,169.58499908447266,165.46949920654296,154.8309994506836,149.50259948730468,164.2686498260498
2021-09-29,73.06281810928708,A,168.07000732421875,172.38400268554688,169.75500030517577,166.0434997558594,155.40739959716797,149.78079956054688,164.3189498901367
2021-09-30,70.95464023067377,A,167.75,170.9080017089844,169.71500091552736,166.57099990844728,155.9729995727539,150.10079956054688,164.38349990844728
2021-10-01,69.73002478998644,A,173.00999450683594,170.33399963378906,170.35700073242188,167.32149963378907,156.65859954833985,150.4188995361328,164.47434989929198
2021-10-04,67.08288756248209,A,164.5,168.3820007324219,170.64300079345702,167.64649963378906,157.10859954833984,150.7388995361328,164.551849899292
2021-10-05,66.01050792688682,A,164.74000549316406,167.61400146484374,170.18800201416016,167.63349990844728,157.57179962158204,151.03609954833985,164.6255499267578
2021-10-06,65.69580901568462,A,167.25,167.45,169.91700134277343,167.79950027465821,158.05079956054686,151.32669952392578,164.7196499633789
2021-10-07,66.00155242394486,P,169.60000610351562,167.82000122070312,169.36400146484374,167.979500579834,158.57339965820313,151.6606996154785,164.8336499786377
2021-10-08,65.03266320676128,P,169.97000122070312,167.21200256347657,168.77300109863282,168.21800079345704,159.09259979248046,152.01329956054687,164.94949996948242
2021-10-11,65.49017031864781,P,166.6699981689453,167.64600219726563,168.01400146484374,168.53550033569337,159.5161996459961,152.32089950561524,165.08709999084473
2021-10-12,67.53356249484641,A,172.75,169.2480010986328,168.43100128173828,169.00800018310548,160.0581997680664,152.7084994506836,165.20934997558595
2021-10-13,69.08476809179473,A,173.5800018310547,170.51400146484374,168.98200073242188,169.36850051879884,160.5817999267578,153.09679946899413,165.3633999633789
2021-10-14,69.00332819686345,A,170.5,170.69400024414062,169.2570007324219,169.48600082397462,160.98539978027344,153.37009948730469,165.4595499420166
2021-10-15,68.75695837502313,A,169.17999267578125,170.53599853515624,168.8740005493164,169.61550064086913,161.36919952392577,153.65789947509765,165.5565998840332
2021-10-18,69.8638491367797,A,172.32000732421875,171.66600036621094,169.65600128173827,170.14950103759764,161.82679962158204,153.977099609375,165.67754989624024
2021-10-19,68.30510354272623,A,170.74000549316406,171.26400146484374,170.2560012817383,170.2220016479492,162.28259979248048,154.2413996887207,165.72724990844728
2021-10-20,65.94817623775597,A,169.75999450683594,170.5,170.5070007324219,170.21200103759764,162.714599609375,154.42899963378906,165.72609985351562
2021-10-21,64.84018272972521,A,170.5,170.5,170.5970001220703,169.98050079345703,163.1015997314453,154.692099609375,165.67609985351564
2021-10-22,63.3953417148525,P,166.63999938964844,169.99200134277345,170.26399993896484,169.51850051879882,163.37919982910157,154.8511996459961,165.66294982910156
2021-10-25,61.157149932606764,P,169.24000549316406,169.3760009765625,170.52100067138673,169.26750106811522,163.79259979248047,155.0538996887207,165.66279983520508
2021-10-26,60.746633858236656,P,171.13999938964844,169.45599975585938,170.36000061035156,169.39550094604493,164.33739990234375,155.29519973754884,165.65004981994628
2021-10-27,60.974840059537485,P,169.10000610351562,169.32400207519532,169.91200103759766,169.44700088500977,164.78459991455077,155.53769973754882,165.6863998413086
2021-10-28,61.616371444090646,P,171.6999969482422,169.56400146484376,170.03200073242186,169.64450073242188,165.36559997558595,155.7934997558594,165.6428998565674
2021-10-29,62.782552299804536,A,170.66000366210938,170.36800231933594,170.18000183105468,169.52700119018556,165.9048001098633,156.0156997680664,165.586849899292
2021-11-01,64.05355792001875,A,174.60000610351562,171.44000244140625,170.4080017089844,170.03200149536133,166.46100036621092,156.2695997619629,165.5721999359131
2021-11-02,63.6328947664179,A,172.8699951171875,171.78600158691407,170.62100067138672,170.4385009765625,166.69000030517577,156.4804997253418,165.4728498840332
2021-11-03,63.346855779708925,A,172.8699951171875,172.53999938964844,170.93200073242187,170.71950073242186,166.94040008544923,156.71769973754883,165.33094985961915
2021-11-04,64.15341777362191,A,178.4499969482422,173.88999938964844,171.72700042724608,171.1620002746582,167.45480010986327,156.99519973754883,165.2863498687744
2021-11-05,70.4771638594104,A,201.6199951171875,180.08199768066407,175.225,172.74449996948243,168.4036001586914,157.4861996459961,165.3762998199463
2021-11-08,75.51275927140136,A,200.32000732421875,185.2259979248047,178.33300018310547,174.4270004272461,169.28960021972657,157.99239974975586,165.47569984436035
2021-11-09,80.3986269991174,A,194.67999267578125,189.58799743652344,180.68699951171874,175.52350006103515,170.0833999633789,158.44239974975585,165.55324981689452
2021-11-10,84.59643109033932,A,192.22000122070312,193.45799865722657,182.9989990234375,176.45550003051758,170.79600006103516,158.84879974365234,165.58574981689452
2021-11-11,86.64355856741626,A,191.6100006103516,196.08999938964843,184.98999938964843,177.5110000610352,171.48420013427733,159.25759979248048,165.5647998046875
2021-11-12,85.29625728986674,A,206.5399932861328,197.0739990234375,188.57799835205077,179.37900009155274,172.455,159.82629974365236,165.6209497833252
2021-11-15,84.20474225135942,A,207.2100067138672,198.45199890136718,191.83899841308593,181.12350006103514,173.43920013427734,160.39899978637695,165.65484985351563
2021-11-16,84.86222112315124,A,207.0399932861328,200.9239990234375,195.25599822998046,182.9384994506836,174.28,161.00859970092773,165.69064979553224
2021-11-17,84.26676752974237,A,199.1100006103516,202.3019989013672,197.87999877929687,184.40599975585937,174.98360015869142,161.46829971313477,165.62789978027342
2021-11-18,85.11725407031724,A,204.3300018310547,204.84599914550782,200.46799926757814,186.0974998474121,175.7502001953125,161.98079971313476,165.56534980773927
2021-11-19,80.58743800184722,A,196.4199981689453,202.8220001220703,199.9479995727539,187.58649978637695,176.37460021972657,162.44269973754882,165.48404983520507
2021-11-22,73.10279909553907,A,181.72999572753903,197.7259979248047,198.08899841308593,188.21099929809571,176.80279998779298,162.75769973754882,165.32929985046385
2021-11-23,64.73229790642226,A,178.27000427246094,191.9720001220703,196.4479995727539,188.56749954223633,177.10220001220702,163.05669982910158,165.17134986877443
2021-11-24,59.57892676096287,P,179.88999938964844,188.12799987792968,195.21499938964843,189.10699920654298,177.37260009765626,163.41839981079102,165.06099983215333
2021-11-25,53.400429381687296,P,179.88999938964844,183.23999938964843,194.04299926757812,189.5164993286133,177.60740020751953,163.79199981689453,164.9702498626709
2021-11-26,48.989403712795344,P,173.86000061035156,178.72799987792968,190.775,189.6764991760254,177.75280029296874,164.03419982910157,164.83419982910155
