Date,GRADE,GPS,GOOGL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2004-08-19,,,2.5048084259033203,,,,,,
2004-08-20,,,2.703765153884888,,,,,,
2004-08-23,,,2.73097562789917,,,,,,
2004-08-24,,,2.617891550064087,,,,,,
2004-08-25,,,2.6461007595062256,2.640708303451538,,,,,
2004-08-26,,,2.693779706954956,2.6785025596618652,,,,,
2004-08-27,,,2.6498444080352783,2.6677184104919434,,,,,
2004-08-30,,,2.5464975833892822,2.6308228015899657,,,,,
2004-08-31,,,2.5554840564727783,2.618341302871704,,,,,
2004-09-01,,,2.5025622844696045,2.58963360786438,2.615170955657959,,,,
2004-09-02,,,2.534015417098999,2.5576807498931884,2.618091654777527,,,,
2004-09-03,,,2.4965710639953613,2.527026081085205,2.5973722457885744,,,,
2004-09-06,,,2.4965710639953613,2.5170407772064207,2.5739317893981934,,,,
2004-09-07,,,2.535763025283813,2.513096570968628,2.565718936920166,,,,
2004-09-08,,,2.553736686706543,2.5233314514160154,2.556482529640198,,,,
2004-09-09,,,2.553985834121704,2.5273255348205566,2.5425031423568725,,,,
2004-09-10,,,2.6293752193450928,2.553886365890503,2.540456223487854,,,,
2004-09-13,,,2.6835451126098637,2.5912811756134033,2.554160976409912,,,,
2004-09-14,,,2.7831485271453857,2.6407582759857178,2.576927423477173,,,,
2004-09-15,,,2.79587984085083,2.6891869068145753,2.6062591791152956,2.6107150673866273,,,
2004-09-16,,,2.845057249069214,2.7474011898040773,2.6373633623123167,2.627727508544922,,,
2004-09-17,,,2.9329278469085693,2.8081117153167723,2.6809990406036377,2.639185643196106,,,
2004-09-20,,,2.979609251022339,2.8673245429992678,2.7293028593063355,2.6516173243522645,,,
2004-09-21,,,2.9416651725769043,2.899027872085571,2.7698930740356444,2.6678060054779054,,,
2004-09-22,,,2.9551446437835693,2.930880832672119,2.8100338697433473,2.6832581996917724,,,
2004-09-23,,,3.0160555839538574,2.965080499649048,2.8562408447265626,2.6993719935417175,,,
2004-09-24,,,2.9913418292999268,2.976763296127319,2.8924375057220457,2.7164468646049498,,,
2004-09-27,,,2.9521491527557373,2.971271276473999,2.9192979097366334,2.7367294430732727,,,
2004-09-28,,,3.1668334007263184,3.016304922103882,2.9576663970947266,2.7672969102859497,,,
2004-09-29,,,3.272177457809448,3.0797114849090574,3.005296158790588,2.805777668952942,,,
2004-09-30,,,3.235231876373291,3.1235467433929442,3.0443136215209963,2.8408384919166565,,,
2004-10-01,,,3.3096227645874023,3.1872029304504395,3.0819831132888793,2.8814910769462587,,,
2004-10-04,,,3.3715314865112305,3.271079397201538,3.1211753368377684,2.925239098072052,,,
2004-10-05,,,3.454159736633301,3.3285446643829344,3.172424793243408,2.9711589336395265,,,
2004-10-06,,,3.4219565391540527,3.3585004806518555,3.2191059827804565,3.0145699262619017,,,
2004-10-07,,,3.466142416000366,3.4046825885772707,3.2641146659851072,3.060177755355835,,,
2004-10-08,,,3.438183307647705,3.430394697189331,3.308798813819885,3.1006181597709657,,,
2004-10-11,,,3.3765242099761963,3.4313932418823243,3.3512363195419312,3.1352671146392823,,,
2004-10-12,,,3.4299447536468506,3.4265502452850343,3.3775474548339846,3.1676069259643556,,,
2004-10-13,,,3.5173163414001465,3.445622205734253,3.402061343193054,3.203678750991821,,,
2004-10-14,,,3.544776439666748,3.4613490104675293,3.4330157995224,3.238664710521698,,,
2004-10-15,,,3.5974481105804443,3.493201971054077,3.461798334121704,3.2718907237052917,,,
2004-10-18,,,3.723513126373291,3.562599754333496,3.4969964981079102,3.3090859174728395,,,
2004-10-19,,,3.6930572986602783,3.6152222633361815,3.520886254310608,3.346655523777008,,,
2004-10-20,,,3.5070817470550537,3.6131753444671633,3.529398775100708,3.3742523789405823,,,
2004-10-21,,,3.729004383087158,3.650020933151245,3.555684971809387,3.409899818897247,,,
2004-10-22,,,4.304406642913818,3.7914126396179197,3.6423073053359984,3.475553059577942,,,
2004-10-25,,,4.678106307983398,3.9823312759399414,3.7724655151367186,3.561850917339325,,,
2004-10-26,,,4.5383124351501465,4.151382303237915,3.8833022832870485,3.6304248690605165,,,
2004-10-27,,,4.64240837097168,4.37844762802124,3.9958114862442016,3.698936414718628,3.12491982460022,,
2004-10-28,,,4.825388431549072,4.597724437713623,4.123872685432434,3.778444242477417,3.171331424713135,,
2004-10-29,,,4.758986949920654,4.688640499114991,4.240026569366455,3.8509124517440796,3.21243586063385,,
2004-11-01,,,4.893538951873779,4.731727027893067,4.357029151916504,3.927012825012207,3.255687127113342,,
2004-11-02,,,4.86458158493042,4.796980857849121,4.474181580543518,3.997533917427063,3.300620927810669,,
2004-11-03,,,4.784699440002441,4.825439071655273,4.6019433498382565,4.065671062469482,3.3433929014205934,,
2004-11-04,,,4.610705375671387,4.782502460479736,4.69011344909668,4.122899210453033,3.381731414794922,,
2004-11-05,,,4.227519989013672,4.6762090682983395,4.682424783706665,4.162366044521332,3.4132849264144896,,
2004-11-08,,,4.307402610778809,4.558981800079346,4.645354413986206,4.208909964561462,3.44850302696228,,
2004-11-09,,,4.211294174194336,4.4283243179321286,4.612652587890625,4.247977435588837,3.4816192293167116,,
2004-11-10,,,4.1903252601623535,4.309449481964111,4.567444276809693,4.281627881526947,3.5153744888305662,,
2004-11-11,,,4.568767070770264,4.301061820983887,4.5417821407318115,4.332827413082123,3.5560695219039915,,
2004-11-12,,,4.543304920196533,4.364218807220459,4.520213937759399,4.380120253562927,3.597004199028015,,
2004-11-15,,,4.614948749542236,4.425728034973145,4.492354917526245,4.4246920347213745,3.6393717527389526,,
2004-11-16,,,4.30715274810791,4.4448997497558596,4.4366120338439945,4.455396807193756,3.6747995471954344,,
2004-11-17,,,4.306154251098633,4.468065547943115,4.388757514953613,4.495350432395935,3.7098478984832766,,
2004-11-18,,,4.182337284088135,4.390779590606689,4.345920705795288,4.518017077445984,3.742414927482605,,
2004-11-19,,,4.228768348693848,4.327872276306152,4.3460455417633055,4.514235162734986,3.7744027900695802,,
2004-11-22,,,4.121426582336426,4.229167842864991,4.327447938919067,4.486401176452636,3.8031604194641115,,
2004-11-23,,,4.18183708190918,4.204104709625244,4.324502229690552,4.468577408790589,3.8311341905593874,,
