Date,GRADE,GPS,ZBRA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1991-08-15,,,4.055555820465088,,,,,,
1991-08-16,,,4.0,,,,,,
1991-08-19,,,3.777777910232544,,,,,,
1991-08-20,,,3.722222089767456,,,,,,
1991-08-21,,,4.0,3.9111111640930174,,,,,
1991-08-22,,,4.111111164093018,3.9222222328186036,,,,,
1991-08-23,,,4.111111164093018,3.944444465637207,,,,,
1991-08-26,,,4.0,3.988888883590698,,,,,
1991-08-27,,,4.0,4.044444465637207,,,,,
1991-08-28,,,4.0,4.044444465637207,3.9777778148651124,,,,
1991-08-29,,,4.055555820465088,4.033333396911621,3.9777778148651124,,,,
1991-08-30,,,4.111111164093018,4.033333396911621,3.9888889312744142,,,,
1991-09-02,,,4.111111164093018,4.055555629730224,4.022222256660461,,,,
1991-09-03,,,4.055555820465088,4.066666793823242,4.055555629730224,,,,
1991-09-04,,,4.055555820465088,4.077777957916259,4.061111211776733,,,,
1991-09-05,,,4.055555820465088,4.077777957916259,4.05555567741394,,,,
1991-09-06,,,3.9166669845581055,4.0388891220092775,4.03611125946045,,,,
1991-09-09,,,3.944443941116333,4.00555567741394,4.030555653572082,,,,
1991-09-10,,,3.8333330154418954,3.9611111164093016,4.013888955116272,,,,
1991-09-11,,,3.9166669845581055,3.9333333492279055,4.005555653572083,3.9916667342185974,,,
1991-09-12,,,3.944443941116333,3.9111109733581544,3.994444465637207,3.9861111402511598,,,
1991-09-13,,,3.8333330154418954,3.8944441795349123,3.966666650772095,3.9777777910232546,,,
1991-09-16,,,3.972222089767456,3.899999809265137,3.9527777433395386,3.9875,,,
1991-09-17,,,3.972222089767456,3.927777624130249,3.9444443702697756,4.0,,,
1991-09-18,,,3.9166669845581055,3.927777624130249,3.930555486679077,3.9958333492279055,,,
1991-09-19,,,3.944443941116333,3.927777624130249,3.9194442987442017,3.987499988079071,,,
1991-09-20,,,4.055555820465088,3.972222185134888,3.9333331823349,3.9847222208976745,,,
1991-09-23,,,4.1666669845581055,4.011111164093018,3.955555486679077,3.9930555701255797,,,
1991-09-24,,,4.055555820465088,4.027777910232544,3.9777777671813963,3.995833361148834,,,
1991-09-25,,,4.055555820465088,4.05555567741394,3.991666650772095,3.9986111521720886,,,
1991-09-26,,,4.055555820465088,4.077778053283692,4.002777838706971,3.9986111521720886,,,
1991-09-27,,,4.055555820465088,4.077778053283692,4.02500011920929,3.995833384990692,,,
1991-09-30,,,3.9166669845581055,4.027778053283692,4.019444608688355,3.9861111760139467,,,
1991-10-01,,,3.8888890743255615,3.994444704055786,4.011111307144165,3.97777783870697,,,
1991-10-02,,,3.944443941116333,3.972222328186035,4.013889002799988,3.9722222447395326,,,
1991-10-03,,,3.8888890743255615,3.93888897895813,4.008333516120911,3.963888907432556,,,
1991-10-04,,,3.6666669845581055,3.861111211776733,3.9694446325302124,3.9513889074325563,,,
1991-10-07,,,3.722222089767456,3.8222222328186035,3.9250001430511476,3.9402778148651123,,,
1991-10-08,,,3.6666669845581055,3.777777814865112,3.886111259460449,3.9319445133209228,,,
1991-10-09,,,3.6666669845581055,3.722222423553467,3.847222375869751,3.919444513320923,,,
1991-10-10,,,3.722222089767456,3.6888890266418457,3.813889002799988,3.908333420753479,,,
1991-10-11,,,3.6666669845581055,3.6888890266418457,3.7750001192092895,3.9000001192092895,,,
1991-10-14,,,3.6666669845581055,3.6777780055999756,3.7500001192092896,3.884722363948822,,,
1991-10-15,,,3.6666669845581055,3.6777780055999756,3.727777910232544,3.8694446086883545,,,
1991-10-16,,,3.722222089767456,3.6888890266418457,3.705555725097656,3.859722363948822,,,
1991-10-17,,,3.6666669845581055,3.6777780055999756,3.6833335161209106,3.8458335161209107,,,
1991-10-18,,,3.6111109256744394,3.666666793823242,3.677777910232544,3.8236112713813784,,,
1991-10-21,,,3.777777910232544,3.68888897895813,3.683333492279053,3.8041668176651,,,
1991-10-22,,,3.8611109256744394,3.7277777671813963,3.702777886390686,3.794444572925568,,,
1991-10-23,,,3.75,3.7333333492279053,3.7111111879348755,3.779166781902313,3.906666736602783,,
1991-10-24,,,3.8888890743255615,3.7777777671813966,3.727777886390686,3.770833444595337,3.9033334016799928,,
1991-10-25,,,3.6666669845581055,3.7888889789581297,3.727777886390686,3.751389002799988,3.896666741371155,,
1991-10-28,,,3.8333330154418954,3.8000000000000007,3.744444489479066,3.7472223043441772,3.8977778434753416,,
1991-10-29,,,3.722222089767456,3.7722222328186037,3.750000000000001,3.738888955116272,3.8977778434753416,,
1991-10-30,,,3.6666669845581055,3.7555556297302246,3.744444489479066,3.7250001072883605,3.8911111831665037,,
1991-10-31,,,3.6666669845581055,3.7111112117767333,3.744444489479066,3.713889002799988,3.8822222995758056,,
1991-11-01,,,3.805556058883667,3.7388890266418455,3.7638890027999885,3.720833456516266,3.8761111974716185,,
1991-11-04,,,3.722222089767456,3.716666841506958,3.7583334207534795,3.720833456516266,3.8705556392669678,,
1991-11-05,,,3.722222089767456,3.716666841506958,3.7444445371627806,3.7236112117767335,3.865000081062317,,
1991-11-06,,,3.722222089767456,3.727777862548828,3.7416667461395265,3.726388967037201,3.859444522857666,,
1991-11-07,,,3.722222089767456,3.738888883590698,3.7250000476837157,3.726388967037201,3.852777848243713,,
1991-11-08,,,3.8333330154418954,3.7444442749023437,3.741666650772095,3.7347222685813906,3.847222285270691,,
1991-11-11,,,3.8888890743255615,3.777777671813965,3.7472222566604616,3.7458333730697633,3.842777843475342,,
1991-11-12,,,3.944443941116333,3.82222204208374,3.769444441795349,3.7597222208976744,3.8405556058883668,,
1991-11-13,,,4.0,3.877777624130249,3.8027777433395387,3.7736111164093016,3.839444489479065,,
1991-11-14,,,3.944443941116333,3.9222219944000245,3.8305554389953613,3.787499964237213,3.83722225189209,,
1991-11-15,,,3.8888890743255615,3.9333332061767576,3.838888740539551,3.8013888716697695,3.836666693687439,,
1991-11-18,,,3.8333330154418954,3.9222219944000245,3.8499998331069945,3.804166626930237,3.8344444751739504,,
1991-11-19,,,3.8888890743255615,3.91111102104187,3.8666665315628053,3.805555534362793,3.8355555963516235,,
1991-11-20,,,3.944443941116333,3.899999809265137,3.888888716697693,3.8152777314186097,3.836111135482788,,
1991-11-21,,,3.8333330154418954,3.877777624130249,3.899999809265137,3.812499928474426,3.833888916969299,,
1991-11-22,,,3.8333330154418954,3.866666412353516,3.899999809265137,3.8208332300186165,3.833888916969299,,
1991-11-25,,,3.8333330154418954,3.866666412353516,3.89444420337677,3.8208332300186165,3.831111135482788,,
1991-11-26,,,3.8333330154418954,3.855555200576783,3.883333110809326,3.8263887763023385,3.828333353996277,,
