Date,GRADE,GPS,EBAY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1998-09-24,,,0.7538400292396545,,,,,,
1998-09-25,,,0.714059054851532,,,,,,
1998-09-28,,,0.7677627801895142,,,,,,
1998-09-29,,,0.7777078151702881,,,,,,
1998-09-30,,,0.7170424461364746,0.7460824251174927,,,,,
1998-10-01,,,0.6364874243736267,0.7226119041442871,,,,,
1998-10-02,,,0.6364874243736267,0.7070975780487061,,,,,
1998-10-05,,,0.5708496570587158,0.6677149534225464,,,,,
1998-10-06,,,0.5807942152023315,0.6283322334289551,,,,,
1998-10-07,,,0.4912889301776886,0.5831815302371979,0.6646319776773453,,,,
1998-10-08,,,0.4614534676074981,0.5481747388839722,0.6353933215141296,,,,
1998-10-09,,,0.4892999231815338,0.5187372386455535,0.6129174083471298,,,,
1998-10-12,,,0.5012338757514954,0.5048140823841095,0.5862645179033279,,,,
1998-10-13,,,0.4674203991889953,0.48213931918144226,0.5552357763051987,,,,
1998-10-14,,,0.4793542623519897,0.4797523856163025,0.5314669579267501,,,,
1998-10-15,,,0.5191353559494019,0.49128876328468324,0.5197317510843277,,,,
1998-10-16,,,0.572838544845581,0.5079964876174927,0.5133668631315231,,,,
1998-10-19,,,0.7220157980918884,0.5521528720855713,0.5284834772348403,,,,
1998-10-20,,,0.7399163842201233,0.6066520690917969,0.5443956941366196,,,,
1998-10-21,,,0.8045596480369568,0.6716931462287903,0.5757227659225463,0.6201773717999458,,,
1998-10-22,,,0.8204724192619324,0.7319605588912964,0.6116246610879899,0.6235089913010597,,,
1998-10-23,,,0.7975983023643494,0.77691251039505,0.6424544990062714,0.6276859536767005,,,
1998-10-26,,,1.1675562858581543,0.8660206079483033,0.7090867400169373,0.6476756289601326,,,
1998-10-27,,,1.31275475025177,0.9805882811546326,0.7936201751232147,0.6744279757142067,,,
1998-10-28,,,1.2729748487472534,1.074271321296692,0.8729822337627411,0.7022245958447456,,,
1998-10-29,,,1.2709853649139404,1.1643739104270936,0.948167234659195,0.7339494928717614,,,
1998-10-30,,,1.32270085811615,1.2693944215774535,1.0231534659862518,0.7682601645588875,,,
1998-11-02,,,1.3366236686706543,1.3032078981399535,1.0846142530441285,0.8065488651394844,,,
1998-11-03,,,1.3366236686706543,1.3079816818237304,1.1442849814891816,0.8443403378129005,,,
1998-11-04,,,1.3157386779785156,1.316534447669983,1.1954028844833373,0.8855628252029419,,,
1998-11-05,,,1.2918707132339478,1.3207115173339843,1.242542713880539,0.9270836874842644,,,
1998-11-06,,,1.3366236686706543,1.3234960794448853,1.2964452505111694,0.9694498747587204,,,
1998-11-09,,,1.6389548778533936,1.3839623212814331,1.3435851097106934,1.0263359248638153,,,
1998-11-10,,,2.0825064182281494,1.5331388711929321,1.4205602765083314,1.107090225815773,,,
1998-11-11,,,1.844818472862244,1.6389548301696777,1.4777446389198303,1.1753634363412857,,,
1998-11-12,,,2.004935503005981,1.7815677881240846,1.5511396527290344,1.2496534436941147,,,
1998-11-13,,,1.9721158742904663,1.908666229248047,1.6160811543464662,1.3196173101663589,,,
1998-11-16,,,2.030792474746704,1.987033748626709,1.6854980349540711,1.3850561439990998,,,
1998-11-17,,,2.0467042922973637,1.9798733234405517,1.756506097316742,1.4503955394029617,,,
1998-11-18,,,2.3470470905303955,2.080319046974182,1.85963693857193,1.5275199115276337,,,
1998-11-19,,,2.2873764038085938,2.1368072271347045,1.9591875076293945,1.6008651107549667,,,
1998-11-20,,,2.3390913009643555,2.2102023124694825,2.0594342708587647,1.677939760684967,,,
1998-11-23,,,3.0710511207580566,2.418254041671753,2.202643895149231,1.7731145024299622,,,
1998-11-24,,,3.1317169666290283,2.6352565765380858,2.307564949989319,1.8640626132488252,,,
1998-11-25,,,3.2540416717529297,2.816655492782593,2.4484872698783873,1.9631159543991088,,,
1998-11-26,,,3.2540416717529297,3.00998854637146,2.5733978867530825,2.0622687697410584,,,
1998-11-27,,,3.4688563346862797,3.2359415531158446,2.7230719327926636,2.1695765435695646,,,
