Date,GRADE,GPS,D,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.9992058873176576,,,,,,
1983-11-22,,,0.9729107618331908,,,,,,
1983-11-23,,,0.9729107618331908,,,,,,
1983-11-24,,,0.9729107618331908,,,,,,
1983-11-25,,,0.9729107618331908,0.9781697869300843,,,,,
1983-11-28,,,0.9676523208618164,0.971859073638916,,,,,
1983-11-29,,,0.9413571357727052,0.9655483484268188,,,,,
1983-11-30,,,0.9255800247192384,0.9560822010040283,,,,,
1983-12-01,,,0.9098036289215088,0.9434607744216919,,,,,
1983-12-02,,,0.8992853164672852,0.9287356853485107,0.9534527361392975,,,,
1983-12-05,,,0.8992853164672852,0.9150622844696045,0.9434606790542602,,,,
1983-12-06,,,0.904544711112976,0.9076997995376587,0.9366240739822388,,,,
1983-12-07,,,0.904544711112976,0.9034927368164063,0.9297874689102172,,,,
1983-12-08,,,0.8992853164672852,0.9013890743255615,0.9224249243736267,,,,
1983-12-09,,,0.9098036289215088,0.9034927368164063,0.9161142110824585,,,,
1983-12-12,,,0.9150628447532654,0.9066482424736023,0.9108552634716034,,,,
1983-12-13,,,0.9360982179641724,0.9129589438438416,0.9103293716907501,,,,
1983-12-14,,,0.9255800247192384,0.917166006565094,0.9103293716907501,,,,
1983-12-15,,,0.9255800247192384,0.9224249482154846,0.9119070112705231,,,,
1983-12-16,,,0.9360982179641724,0.9276838660240173,0.9155883014202117,0.9345205187797546,,,
1983-12-19,,,0.9360982179641724,0.9318909406661987,0.9192695915699005,0.9313651353120804,,,
1983-12-20,,,0.9413571357727052,0.9329427242279053,0.9229508340358734,0.929787454009056,,,
1983-12-21,,,0.9413571357727052,0.9360981464385988,0.9266320765018463,0.9282097727060318,,,
1983-12-22,,,0.9308397173881532,0.9371500849723816,0.9297875165939331,0.9261062204837799,,,
1983-12-23,,,0.9098036289215088,0.9318911671638489,0.9297875165939331,0.9229508638381958,,,
1983-12-26,,,0.9098036289215088,0.9266322493553162,0.9292615950107574,0.9200584292411804,,,
1983-12-27,,,0.9255800247192384,0.9234768271446228,0.9282097756862641,0.919269573688507,,,
1983-12-28,,,0.9308397173881532,0.9213733434677124,0.9287357449531555,0.9195325583219528,,,
1983-12-29,,,0.9255800247192384,0.9203214049339297,0.9287357449531555,0.9203213781118393,,,
1983-12-30,,,0.9308397173881532,0.9245286226272584,0.9282098948955536,0.9218990981578827,,,
1984-01-02,,,0.9308397173881532,0.9287358403205873,0.9276840448379516,0.9234768182039261,,,
1984-01-03,,,0.9360982179641724,0.930839478969574,0.9271581530570984,0.925054493546486,,,
1984-01-04,,,0.9623940587043762,0.9371503472328186,0.9292618453502655,0.9279469609260559,,,
1984-01-05,,,0.9623940587043762,0.9445131540298461,0.9324172794818878,0.9311023980379105,,,
1984-01-06,,,0.9834296107292176,0.9550311326980591,0.9397798776626587,0.9347836971282959,,,
1984-01-09,,,0.9729107618331908,0.9634453415870666,0.9460905909538269,0.9376760929822922,,,
1984-01-10,,,0.978169858455658,0.9718596696853637,0.9513495743274689,0.9397796750068664,,,
1984-01-11,,,0.978169858455658,0.9750148296356201,0.9560825884342193,0.9424091666936875,,,
1984-01-12,,,0.9834296107292176,0.9792219400405884,0.9618675470352173,0.9453016459941864,,,
1984-01-13,,,0.978169858455658,0.9781699895858764,0.9666005611419678,0.9474052280187607,,,
1984-01-16,,,0.978169858455658,0.9792218089103699,0.9713335752487182,0.949508810043335,,,
1984-01-17,,,0.978169858455658,0.9792218089103699,0.9755407392978668,0.9513494461774826,,,
1984-01-18,,,0.9886886477470398,0.9813255667686462,0.9781701982021331,0.9537160217761993,,,
1984-01-19,,,0.9886886477470398,0.9823773741722107,0.9807996571063995,0.9566084682941437,,,
1984-01-20,,,0.9886886477470398,0.984481132030487,0.9813255608081818,0.9605527192354202,,,
1984-01-23,,,0.9886886477470398,0.9865848898887635,0.9829033493995667,0.9644969701766968,,,
1984-01-24,,,0.9939469695091248,0.9897403120994568,0.9844810605049134,0.9679153174161911,,,
1984-01-25,,,0.9992058873176576,0.9918437600135803,0.9865846633911135,0.9713336259126664,,,
1984-01-26,,,0.9939469695091248,0.9928954243659973,0.987636399269104,0.9747519731521607,,,
1984-01-27,,,0.9939469695091248,0.9939470887184143,0.9892141103744507,0.9779073357582092,0.9506131207942963,,
1984-01-30,,,0.9992058873176576,0.9960505366325378,0.9913177132606507,0.9813256442546845,0.9506131207942963,,
1984-01-31,,,0.9939469695091248,0.9960505366325378,0.9928954243659973,0.984218081831932,0.951033844947815,,
1984-02-01,,,0.9939469695091248,0.9949987530708313,0.9934212565422058,0.9857957273721695,0.9514545691013336,,
1984-02-02,,,1.0044656991958618,0.9971024990081787,0.994998961687088,0.9878993093967438,0.9520856678485871,,
1984-02-03,,,0.9992058873176576,0.9981542825698853,0.9960506856441498,0.9886881232261657,0.9526115703582764,,
1984-02-06,,,1.0149835348129272,1.0013098120689392,0.9986801743507385,0.9907917618751526,0.9535581946372986,,
1984-02-07,,,1.0044656991958618,1.0034135580062866,0.9997320473194122,0.9921065539121627,0.9548203659057617,,
1984-02-08,,,0.9886886477470398,1.0023618936538696,0.9986803233623505,0.9926324933767319,0.9560825383663177,,
1984-02-09,,,0.9623940587043762,0.9939475655555725,0.9955250322818756,0.9915807157754898,0.9571343469619751,,
1984-02-10,,,0.9623940587043762,0.9865851998329163,0.9923697412014008,0.9907919257879257,0.958396521806717,,
1984-02-13,,,0.9308397173881532,0.9697564363479614,0.9855331242084503,0.9884254187345505,0.9590276098251342,,
1984-02-14,,,0.9413571357727052,0.9571347236633301,0.9802741408348083,0.9865847826004028,0.9597638583183289,,
1984-02-15,,,0.9466165900230408,0.9487203121185303,0.9755411028862,0.9844811797142029,0.9606052958965301,,
1984-02-16,,,0.9413571357727052,0.9445129275321961,0.9692302465438842,0.9821146041154861,0.9614467322826385,,
1984-02-17,,,0.9466165900230408,0.941357433795929,0.9639713168144226,0.9800110012292862,0.9621829915046692,,
1984-02-20,,,0.9466165900230408,0.9445128083229065,0.957134622335434,0.9779073983430863,0.9628140664100647,,
1984-02-21,,,0.9518752694129944,0.9466164350509644,0.9518755793571472,0.9758038133382797,0.9631296074390412,,
1984-02-22,,,0.9466165900230408,0.9466164350509644,0.9476683735847473,0.9731743484735489,0.9635503387451172,,
