Date,GRADE,GPS,RF,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.9688642024993896,,,,,,
1983-11-22,,,0.9563623666763306,,,,,,
1983-11-23,,,0.9626136422157288,,,,,,
1983-11-24,,,0.9626136422157288,,,,,,
1983-11-25,,,0.9626136422157288,0.9626134991645813,,,,,
1983-11-28,,,0.9626136422157288,0.9613633871078491,,,,,
1983-11-29,,,0.9626136422157288,0.9626136422157288,,,,,
1983-11-30,,,0.9626136422157288,0.9626136422157288,,,,,
1983-12-01,,,0.9626136422157288,0.9626136422157288,,,,,
1983-12-02,,,0.9626136422157288,0.9626136422157288,0.9626135706901551,,,,
1983-12-05,,,0.9688642024993896,0.963863754272461,0.9626135706901551,,,,
1983-12-06,,,0.9626136422157288,0.963863754272461,0.9632386982440948,,,,
1983-12-07,,,0.9626136422157288,0.963863754272461,0.9632386982440948,,,,
1983-12-08,,,0.9501115679740906,0.9613633394241333,0.961988490819931,,,,
1983-12-09,,,0.9501115679740906,0.9588629245758057,0.9607382833957672,,,,
1983-12-12,,,0.9688642024993896,0.9588629245758057,0.9613633394241333,,,,
1983-12-13,,,0.9563623666763306,0.957612669467926,0.9607382118701935,,,,
1983-12-14,,,0.9626136422157288,0.957612669467926,0.9607382118701935,,,,
1983-12-15,,,0.9501115679740906,0.957612669467926,0.9594880044460297,,,,
1983-12-16,,,0.9501115679740906,0.957612669467926,0.9582377970218658,0.9604256838560105,,,
1983-12-19,,,0.9469865560531616,0.9532371401786804,0.9560500323772431,0.959331801533699,,,
1983-12-20,,,0.9438614249229432,0.9507369518280029,0.9541748106479645,0.9587067544460297,,,
1983-12-21,,,0.937610387802124,0.9457363009452819,0.951674485206604,0.9574565917253495,,,
1983-12-22,,,0.937610387802124,0.9432360649108886,0.9504243671894074,0.9562064290046692,,,
1983-12-23,,,0.9251091480255128,0.9382355809211731,0.9479241251945496,0.9543312042951584,,,
1983-12-26,,,0.9251091480255128,0.9338600993156433,0.9435486197471619,0.9524559795856475,,,
1983-12-27,,,0.9251091480255128,0.9301096439361572,0.9404232978820801,0.9505807548761368,,,
1983-12-28,,,0.9251091480255128,0.9276093959808351,0.9366728484630584,0.948705530166626,,,
1983-12-29,,,0.918858528137207,0.9238590240478517,0.9335475444793702,0.9465177744626999,,,
1983-12-30,,,0.918858528137207,0.9226089000701906,0.9304222404956818,0.9443300187587738,,,
1984-01-02,,,0.918858528137207,0.9213587760925293,0.9276094377040863,0.9418297350406647,,,
1984-01-03,,,0.918858528137207,0.9201086521148681,0.9251091480255127,0.9396419793367385,,,
1984-01-04,,,0.9251091480255128,0.9201086521148681,0.9238590240478516,0.9377667546272278,,,
1984-01-05,,,0.9313595294952391,0.9226088523864746,0.923233938217163,0.9368291527032853,,,
1984-01-06,,,0.9501115679740906,0.9288594603538514,0.9257341802120209,0.9368291527032853,,,
1984-01-09,,,0.9501115679740906,0.935110068321228,0.9282344222068787,0.9358915209770202,,,
1984-01-10,,,0.937610387802124,0.9388604402542114,0.9294845461845398,0.93495392203331,,,
1984-01-11,,,0.9501115679740906,0.943860924243927,0.9319847881793976,0.934328818321228,,,
1984-01-12,,,0.9438614249229432,0.9463613033294678,0.9344850778579712,0.9340163111686707,,,
1984-01-13,,,0.9407355189323424,0.9444860935211181,0.9366727769374847,0.9335475087165832,,,
1984-01-16,,,0.937610387802124,0.9419858574867248,0.9385479629039765,0.9330787003040314,,,
1984-01-17,,,0.9438614249229432,0.9432360649108886,0.9410482525825501,0.9330787003040314,,,
1984-01-18,,,0.9501115679740906,0.9432360649108886,0.9435484945774079,0.9337037593126297,,,
1984-01-19,,,0.9563623666763306,0.9457362532615662,0.9460487782955169,0.93464135825634,,,
1984-01-20,,,0.9626136422157288,0.9501118779182434,0.9472989857196807,0.9365165829658508,,,
1984-01-23,,,0.9626136422157288,0.9551125288009643,0.9485491931438446,0.9383918076753617,,,
1984-01-24,,,0.9626136422157288,0.9588629722595214,0.951049518585205,0.9402670323848724,,,
1984-01-25,,,0.9501115679740906,0.9588629722595214,0.951049518585205,0.9415171533823014,,,
1984-01-26,,,0.9563623666763306,0.9588629722595214,0.9522996127605439,0.9433923453092575,,,
1984-01-27,,,0.9563623666763306,0.9576127171516419,0.9538622975349427,0.9452675372362137,0.948361736536026,,
1984-01-30,,,0.9563623666763306,0.9563624620437622,0.9557374954223633,0.9471427291631699,0.9481116998195648,,
1984-01-31,,,0.9563623666763306,0.9551122069358826,0.956987589597702,0.9490179210901261,0.9481116998195648,,
1984-02-01,,,0.9438614249229432,0.9538621783256531,0.9563625752925873,0.9499555349349975,0.9477366554737091,,
1984-02-02,,,0.9438614249229432,0.9513619899749756,0.9551124811172486,0.9505806297063828,0.9473616111278534,,
1984-02-03,,,0.9313595294952391,0.9463614225387573,0.9519870698451995,0.9496430277824401,0.9467365288734436,,
1984-02-06,,,0.9001062512397766,0.9351101994514466,0.9457363307476043,0.9471427619457244,0.9454863810539246,,
1984-02-07,,,0.8876047134399414,0.9213586688041687,0.9382354378700256,0.9446424782276154,0.9439862024784088,,
1984-02-08,,,0.8876047134399414,0.9101073265075683,0.9319847524166107,0.9415171355009079,0.942486023902893,,
1984-02-09,,,0.8813537955284119,0.8976058006286621,0.9244838953018188,0.9383917540311814,0.9408608269691467,,
1984-02-10,,,0.893855094909668,0.8901049137115479,0.9182331681251525,0.9360477328300476,0.9394856560230255,,
1984-02-13,,,0.8876047134399414,0.8876046061515808,0.9113574028015137,0.9335474491119384,0.9378604662418365,,
1984-02-14,,,0.893855094909668,0.8888546824455261,0.9051066756248474,0.9310471326112747,0.9364852952957153,,
1984-02-15,,,0.893855094909668,0.8901047587394715,0.9001060426235199,0.9282343089580536,0.9351101243495941,,
1984-02-16,,,0.9001062512397766,0.8938552498817444,0.8957305252552032,0.9254215031862258,0.9341100180149078,,
