Date,GRADE,GPS,MAA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-01-28,,,3.8354125022888175,,,,,,
1994-01-31,,,3.791074991226196,,,,,,
1994-02-01,,,3.7689015865325928,,,,,,
1994-02-02,,,3.7689015865325928,,,,,,
1994-02-03,,,3.813244342803955,3.795507001876831,,,,,
1994-02-04,,,3.746732473373413,3.77777099609375,,,,,
1994-02-07,,,3.791074991226196,3.77777099609375,,,,,
1994-02-08,,,3.901924133300781,3.804375505447388,,,,,
1994-02-09,,,3.94626259803772,3.839847707748413,,,,,
1994-02-10,,,4.079282760620117,3.8930553913116457,3.8442811965942383,,,,
1994-02-11,,,4.167962551116943,3.9773014068603514,3.8775362014770507,,,,
1994-02-14,,,4.234470844268799,4.065980577468872,3.921875786781311,,,,
1994-02-15,,,4.101454734802246,4.105886697769165,3.955131101608276,,,,
1994-02-16,,,4.145793914794922,4.1457929611206055,3.9928203344345095,,,,
1994-02-17,,,4.278812408447266,4.1856988906860355,4.03937714099884,,,,
1994-02-18,,,4.300983905792236,4.212303161621094,4.094802284240723,,,,
1994-02-21,,,4.300983905792236,4.225605773925781,4.145793175697326,,,,
1994-02-22,,,4.212303161621094,4.247775459289551,4.176831078529358,,,,
1994-02-23,,,4.145793914794922,4.247775459289551,4.196784210205078,,,,
1994-02-24,,,4.123624324798584,4.216737842559814,4.201218366622925,4.0227497816085815,,,
1994-02-25,,,4.0571136474609375,4.1679637908935545,4.190133476257325,4.033834838867188,,,
1994-02-28,,,4.01277494430542,4.110321998596191,4.167963886260987,4.0449198365211485,,,
1994-03-01,,,4.079282760620117,4.083717918395996,4.165746688842773,4.060438895225525,,,
1994-03-02,,,4.167962551116943,4.088151645660401,4.167963552474975,4.080391943454742,,,
1994-03-03,,,4.079282760620117,4.079283332824707,4.14801058769226,4.093693864345551,,,
1994-03-04,,,4.079282760620117,4.083717155456543,4.125840473175049,4.110321378707885,,,
1994-03-07,,,4.0571136474609375,4.092584896087646,4.101453447341919,4.123623311519623,,,
1994-03-08,,,4.01277494430542,4.079283332824707,4.081500625610351,4.129165852069855,,,
1994-03-09,,,3.990602970123291,4.043811416625976,4.065981531143189,4.131382870674133,,,
1994-03-10,,,3.990602970123291,4.026075458526611,4.052679395675659,4.126948881149292,,,
1994-03-11,,,3.901924133300781,3.990603733062744,4.037160444259643,4.1136469602584835,,,
1994-03-14,,,4.123624324798584,4.003905868530273,4.04824538230896,4.108104634284973,,,
1994-03-15,,,4.0571136474609375,4.012773609161377,4.046028470993042,4.1058875799179075,,,
1994-03-16,,,4.145793914794922,4.043811798095703,4.04381160736084,4.1058875799179075,,,
1994-03-17,,,4.167962551116943,4.079283714294434,4.052679586410522,4.100345087051392,,,
1994-03-18,,,4.123624324798584,4.1236237525939945,4.057113742828369,4.091477108001709,,,
1994-03-21,,,4.123624324798584,4.1236237525939945,4.063764810562134,4.0826091289520265,,,
1994-03-22,,,4.123624324798584,4.136925888061524,4.0748497486114506,4.078175187110901,,,
1994-03-23,,,4.145793914794922,4.136925888061524,4.090368843078613,4.078175187110901,,,
1994-03-24,,,4.256642818450928,4.15466194152832,4.116972827911377,4.084826111793518,,,
1994-03-25,,,4.212303161621094,4.172397708892822,4.148010730743408,4.092585587501526,,,
1994-03-28,,,4.167962551116943,4.181265354156494,4.152444553375244,4.100344967842102,,,
1994-03-29,,,4.123624324798584,4.181265354156494,4.159095621109008,4.102562046051025,,,
1994-03-30,,,4.101454734802246,4.172397518157959,4.154661703109741,4.09923665523529,,,
1994-03-31,,,4.101454734802246,4.141359901428222,4.148010921478272,4.100345253944397,,,
1994-04-01,,,4.101454734802246,4.119190216064453,4.1457939624786375,4.101453852653504,,,
1994-04-04,,,4.034943103790283,4.092586326599121,4.136925840377808,4.100345325469971,,,
1994-04-05,,,4.101454734802246,4.0881524085998535,4.134708881378174,4.104779314994812,,,
1994-04-06,,,4.101454734802246,4.0881524085998535,4.130274963378906,4.11032190322876,,,
1994-04-07,,,4.145793914794922,4.097020244598388,4.119190073013305,4.118081450462341,4.066868371963501,,
1994-04-08,,,4.145793914794922,4.105888080596924,4.112539148330688,4.130274939537048,4.073076000213623,,
1994-04-11,,,4.167962551116943,4.132491970062256,4.112539148330688,4.132491850852967,4.080613751411438,,
1994-04-12,,,4.123624324798584,4.136925888061524,4.112539148330688,4.135817384719848,4.087708206176758,,
1994-04-13,,,4.123624324798584,4.141359806060791,4.114756107330322,4.134708905220032,4.094802660942078,,
1994-04-14,,,4.145793914794922,4.141359806060791,4.11919002532959,4.133600473403931,4.101453652381897,,
1994-04-15,,,4.212303161621094,4.154661655426025,4.130274868011474,4.138034415245056,4.11076506614685,,
1994-04-18,,,4.145793914794922,4.1502279281616214,4.141359949111939,4.139142894744873,4.117859444618225,,
1994-04-19,,,4.101454734802246,4.145794010162353,4.141359949111939,4.138034415245056,4.121850056648254,,
1994-04-20,,,4.0571136474609375,4.132491874694824,4.136925840377808,4.133600401878357,4.1240670776367185,,
1994-04-21,,,4.145793914794922,4.132491874694824,4.136925840377808,4.128057956695557,4.1253973007202145,,
1994-04-22,,,4.256642818450928,4.141359806060791,4.148010730743408,4.130274939537048,4.127170906066895,,
1994-04-25,,,4.256642818450928,4.163529586791992,4.1568787574768065,4.134708952903748,4.127614345550537,,
1994-04-26,,,4.30325984954834,4.203890609741211,4.174842309951782,4.143690729141236,4.131650447845459,,
1994-04-27,,,4.30325984954834,4.253119850158692,4.1928058624267575,4.15378098487854,4.134799766540527,,
1994-04-28,,,4.370500087738037,4.298061084747315,4.215276479721069,4.16723325252533,4.136633520126343,,
1994-04-29,,,4.370500087738037,4.320832538604736,4.231096172332764,4.180685520172119,4.138023843765259,,
1994-05-02,,,4.4153265953063965,4.35256929397583,4.258049440383911,4.199704694747925,4.140310697555542,,
1994-05-03,,,4.392913341522217,4.370499992370606,4.287195301055908,4.214277625083923,4.143922901153564,,
1994-05-04,,,4.437739849090576,4.397395992279053,4.325257921218872,4.23109188079834,4.149761819839478,,
1994-05-05,,,4.572215080261231,4.437738990783691,4.367900037765503,4.252412939071656,4.158733634948731,,
1994-05-06,,,4.527389526367188,4.469116878509522,4.394974708557129,4.2714927196502686,4.168139152526855,,
1994-05-09,,,4.504978656768799,4.487047290802002,4.419808292388916,4.288343524932861,4.177983226776123,,
1994-05-10,,,4.5498046875,4.518425559997558,4.444462776184082,4.309652543067932,4.187393665313721,,
1994-05-11,,,4.594629287719727,4.549803447723389,4.4735997200012205,4.333202791213989,4.195927000045776,,
1994-05-12,,,4.572215080261231,4.54980344772339,4.49377121925354,4.354523849487305,4.205785646438598,,
1994-05-13,,,4.617040157318115,4.567733573913574,4.518425226211548,4.374760699272156,4.216540794372559,,
1994-05-16,,,4.594629287719727,4.58566370010376,4.536355495452881,4.397202467918396,4.227291107177734,,
1994-05-17,,,4.617040157318115,4.599110794067383,4.558768177032471,4.4229817390441895,4.239376411437989,,
1994-05-18,,,4.527389526367188,4.585662841796875,4.5677331447601315,4.446495532989502,4.250112142562866,,
1994-05-19,,,4.527389526367188,4.576697731018067,4.563250589370727,4.465575313568115,4.260847873687744,,
1994-05-20,,,4.527389526367188,4.558767604827881,4.563250589370727,4.479112648963929,4.2733571815490725,,
1994-05-23,,,4.392913341522217,4.518424415588379,4.55204405784607,4.485926175117493,4.278742961883545,,
1994-05-24,,,4.325675487518311,4.460151481628419,4.529631137847901,4.487046957015991,4.2841141986846925,,
1994-05-25,,,4.4153265953063965,4.437738895416261,4.511700868606568,4.492650294303894,4.289504852294922,,
1994-05-26,,,4.482565879821777,4.4287741661071784,4.502735948562623,4.498253583908081,4.295796918869018,,
1994-05-27,,,4.460151672363281,4.4153265953063965,4.487047100067139,4.502736163139343,4.3025274658203125,,
1994-05-30,,,4.460151672363281,4.42877426147461,4.4735993385314945,4.504977416992188,4.309258012771607,,
1994-05-31,,,4.482565879821777,4.460152339935303,4.460151910781861,4.509460043907166,4.31643684387207,,
1994-06-01,,,4.482565879821777,4.473600196838379,4.45566954612732,4.511701345443726,4.323172283172608,,
1994-06-02,,,4.482565879821777,4.473600196838379,4.451187181472779,4.507218885421753,4.327690744400025,,
1994-06-03,,,4.460151672363281,4.473600196838379,4.444463396072388,4.503856992721557,4.332647714614868,,
1994-06-06,,,4.460151672363281,4.473600196838379,4.451187229156494,4.501615643501282,4.3384914970397945,,
1994-06-07,,,4.460151672363281,4.46911735534668,4.464634847640991,4.4971329927444454,4.345222043991089,,
1994-06-08,,,4.460151672363281,4.46463451385498,4.46911735534668,4.490409111976623,4.352395982742309,,
1994-06-09,,,4.482565879821777,4.46463451385498,4.46911735534668,4.485926651954651,4.3600182056427,,
1994-06-10,,,4.482565879821777,4.46911735534668,4.471358776092529,4.479202938079834,4.3676404285430905,,
1994-06-13,,,4.527389526367188,4.482564926147461,4.47808256149292,4.475840950012207,4.377489356994629,,
1994-06-14,,,4.527389526367188,4.496012496948242,4.482564926147461,4.471358418464661,4.386008052825928,,
1994-06-15,,,4.594629287719727,4.522908020019531,4.493771266937256,4.474720406532287,4.395871543884278,,
1994-06-16,,,4.70669412612915,4.567733669281006,4.516184091567993,4.483685636520386,4.407089548110962,4.236978960037232,
1994-06-17,,,4.684279441833496,4.608076381683349,4.538596868515015,4.491530132293701,4.417859258651734,4.245467629432678,
1994-06-20,,,4.729105949401856,4.648419666290283,4.565492296218872,4.508339762687683,4.429082126617431,4.254847939014435,
1994-06-21,,,4.773932456970215,4.697728252410888,4.596870374679566,4.5307526111602785,4.442088289260864,4.264898247718811,
1994-06-22,,,4.773932456970215,4.7335888862609865,4.628248453140259,4.548682904243469,4.455094451904297,4.274948556423187,
1994-06-23,,,4.729105949401856,4.738071250915528,4.652902460098266,4.5610099077224735,4.466760692596435,4.284107172489167,
1994-06-24,,,4.661866664886475,4.733588695526124,4.670832538604737,4.571095657348634,4.475751962661743,4.293258514404297,
1994-06-27,,,4.684279441833496,4.724623394012451,4.686521530151367,4.582302045822145,4.486521673202515,4.30219055891037,
1994-06-28,,,4.661866664886475,4.702210235595703,4.699969244003296,4.591267085075379,4.497729911804199,4.309789984226227,
1994-06-29,,,4.572215080261231,4.661866760253906,4.697727823257447,4.595749545097352,4.508031940460205,4.316049509048462,
1994-06-30,,,4.482565879821777,4.612558746337891,4.675314998626709,4.595749545097352,4.514767379760742,4.320082340240479,
1994-07-01,,,4.482565879821777,4.576698589324951,4.6551436424255375,4.596870255470277,4.519285840988159,4.3232283735275265,
1994-07-04,,,4.482565879821777,4.536355876922608,4.630489635467529,4.597990965843201,4.523804302215576,4.325709323883057,
1994-07-05,,,4.482565879821777,4.500495719909668,4.601352977752685,4.599111676216126,4.527390422821045,4.329520435333252,
1994-07-06,,,4.460151672363281,4.4780830383300785,4.569974899291992,4.599111676216126,4.530528259277344,4.3326640129089355,
1994-07-07,,,4.437739849090576,4.469117832183838,4.540838289260864,4.5968703746795665,4.531873054504395,4.334253287315368,
1994-07-08,,,4.437739849090576,4.460152626037598,4.518425607681275,4.594629073143006,4.533217849731446,4.335620846748352,
1994-07-11,,,4.370500087738037,4.437739467620849,4.4870476722717285,4.586784601211549,4.5323213195800784,4.33631600856781,
1994-07-12,,,4.437739849090576,4.42877426147461,4.464634990692138,4.582302117347718,4.533217849731446,4.3385703754425045,
1994-07-13,,,4.594629287719727,4.455669784545899,4.466876411437989,4.582302117347718,4.536355638504029,4.343058729171753,
1994-07-14,,,4.661866664886475,4.500495147705078,4.484806489944458,4.580060744285584,4.5381486701965335,4.348441152572632,
1994-07-15,,,4.773932456970215,4.567733669281006,4.513943147659302,4.58454339504242,4.543079528808594,4.3556093406677245,
1994-07-18,,,4.787610530853272,4.651155757904053,4.544447612762451,4.58746862411499,4.548732166290283,4.363357696533203,
1994-07-19,,,4.764811992645264,4.71657018661499,4.5726722240447994,4.587012600898743,4.553032312393189,4.370212988853455,
1994-07-20,,,4.71921443939209,4.741487216949463,4.5985785007476805,4.584276700019837,4.555524015426636,4.375725507736206,
1994-07-21,,,4.696417808532715,4.748397445678711,4.624446296691895,4.582642292976379,4.5580080699920655,4.381896858215332,
1994-07-22,,,4.696417808532715,4.732894515991211,4.650314092636108,4.584369850158692,4.5595956230163575,4.388068208694458,
1994-07-25,,,4.696417808532715,4.714655971527099,4.682905864715576,4.584976768493652,4.561631393432617,4.394461250305175,
1994-07-26,,,4.650820255279541,4.691857624053955,4.7042139053344725,4.584424448013306,4.562306995391846,4.400841703414917,
1994-07-27,,,4.605226516723633,4.6690600395202635,4.705273628234863,4.586075019836426,4.563863735198975,4.4069879388809206,
1994-07-28,,,4.536832809448242,4.6371430397033695,4.69277024269104,4.588788366317749,4.564052600860595,4.41245023727417,
1994-07-29,,,4.468436241149902,4.591546726226807,4.662220621109009,4.588081884384155,4.56287353515625,4.418115358352662,
1994-08-01,,,4.536832809448242,4.559629726409912,4.637142848968506,4.590795230865479,4.56575192451477,4.422247443199158,
1994-08-02,,,4.514032363891602,4.532272148132324,4.6120648860931395,4.59236855506897,4.569519062042236,4.426816630363464,
1994-08-03,,,4.559627056121826,4.523152256011963,4.596106147766113,4.597342324256897,4.572405071258545,4.430954961776734,
1994-08-04,,,4.58242654800415,4.532271003723144,4.584707021713257,4.604576659202576,4.574402284622193,4.4350996017456055,
1994-08-05,,,4.650820255279541,4.568747806549072,4.5801472663879395,4.615230679512024,4.578215656280517,4.440371561050415,
1994-08-08,,,4.650820255279541,4.591545295715332,4.575587511062622,4.629246687889099,4.582029027938843,4.445643520355224,
1994-08-09,,,4.605226516723633,4.609784126281738,4.571028137207032,4.637621021270752,4.58448224067688,4.4504595422744755,
1994-08-10,,,4.605226516723633,4.6189040184021,4.571028137207032,4.638150882720947,4.586935453414917,4.455053868293763,
1994-08-11,,,4.628024101257324,4.628023529052735,4.5801472663879395,4.63645875453949,4.589844617843628,4.458767681121826,
1994-08-12,,,4.696417808532715,4.6371430397033695,4.60294542312622,4.632583022117615,4.594569940567016,4.463608827590942,
1994-08-15,,,4.559627056121826,4.618904399871826,4.605224847793579,4.621183848381042,4.596559448242187,4.467525472640991,
1994-08-16,,,4.58242654800415,4.6143444061279295,4.612064266204834,4.6120645761489865,4.599004945755005,4.472113494873047,
