Date,GRADE,GPS,KVUE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2023-05-04,,,25.605199813842773,,,,,,
2023-05-05,,,25.224454879760746,,,,,,
2023-05-08,,,25.23397445678711,,,,,,
2023-05-09,,,25.015047073364254,,,,,,
2023-05-10,,,24.986486434936523,25.213032531738282,,,,,
2023-05-11,,,24.748523712158203,25.041697311401368,,,,,
2023-05-12,,,25.224454879760746,25.041697311401368,,,,,
2023-05-15,,,26.17632102966309,25.230166625976562,,,,,
2023-05-16,,,25.728944778442383,25.372946166992186,,,,,
2023-05-17,,,25.90979766845703,25.55760841369629,25.385320472717286,,,,
2023-05-18,,,25.73846435546875,25.755596542358397,25.398646926879884,,,,
2023-05-19,,,25.91931533813477,25.894568634033202,25.468132972717285,,,,
2023-05-22,,,24.81515312194824,25.622335052490236,25.426250839233397,,,,
2023-05-23,,,24.748523712158203,25.426250839233397,25.39959850311279,,,,
2023-05-24,,,25.17686462402344,25.279664230346683,25.418636322021484,,,,
2023-05-25,,,25.062639236450195,25.144499206542967,25.450047874450682,,,,
2023-05-26,,,25.034082412719727,24.967452621459962,25.43101062774658,,,,
2023-05-29,,,25.034082412719727,25.011238479614256,25.316786766052246,,,,
2023-05-30,,,24.491518020629883,24.959837341308592,25.193044090270995,,,,
2023-05-31,,,23.88232421875,24.700929260253908,24.99029674530029,25.18780860900879,,,
2023-06-01,,,24.063180923461918,24.50103759765625,24.82276840209961,25.110707664489745,,,
2023-06-02,,,24.320180892944336,24.358257293701172,24.662854957580567,25.065493965148924,,,
2023-06-05,,,23.939434051513672,24.139327621459962,24.57528305053711,25.000766944885253,,,
2023-06-06,,,23.958471298217773,24.03271827697754,24.496277809143066,24.94793815612793,,,
2023-06-07,,,23.872802734375,24.03081398010254,24.365871620178222,24.892253971099855,,,
2023-06-08,,,23.90136337280273,23.998450469970702,24.249744033813478,24.84989595413208,,,
2023-06-09,,,23.89184188842773,23.912782669067383,24.135519981384277,24.78326530456543,,,
2023-06-12,,,23.815692901611328,23.888034439086915,24.01368103027344,24.665233898162843,,,
2023-06-13,,,23.92040061950684,23.880420303344728,23.956569290161134,24.574806690216064,,,
2023-06-14,,,24.120290756225582,23.929917907714845,23.98036594390869,24.485331344604493,,,
2023-06-15,,,24.510555267333984,24.051756286621092,24.0251033782959,24.423935890197754,,,
2023-06-16,,,24.986486434936523,24.27068519592285,24.091733932495117,24.37729444503784,,,
2023-06-19,,,24.986486434936523,24.50484390258789,24.1964391708374,24.385861110687255,,,
2023-06-20,,,24.80563163757324,24.68189010620117,24.28115520477295,24.38871650695801,,,
2023-06-21,,,24.93889617919922,24.8456111907959,24.387764549255373,24.376818084716795,,,
2023-06-22,,,25.272048950195312,24.997909927368163,24.524833106994627,24.387288570404053,,,
2023-06-23,,,25.205415725708008,25.04169578552246,24.656190490722658,24.395855236053468,,,
2023-06-26,,,24.891300201416016,25.02265853881836,24.763751220703124,24.38871612548828,,,
2023-06-27,,,24.64381599426269,24.99029541015625,24.83609275817871,24.39633102416992,,,
2023-06-28,,,24.558149337768555,24.91414604187012,24.87987861633301,24.430122280120848,,,
2023-06-29,,,24.739002227783203,24.807536697387697,24.90272331237793,24.463913345336913,,,
2023-06-30,,,25.148305892944336,24.79611473083496,24.91890525817871,24.505319595336914,,,
2023-07-03,,,24.786598205566406,24.77517433166504,24.8989164352417,24.54767780303955,,,
2023-07-04,,,24.786598205566406,24.803730773925782,24.897013092041014,24.589084148406982,,,
2023-07-05,,,24.462963104248047,24.78469352722168,24.849419784545898,24.618592166900633,,,
2023-07-06,,,24.38681411743164,24.71425590515137,24.760896301269533,24.64286470413208,,,
2023-07-07,,,24.006065368652344,24.485807800292967,24.640961265563966,24.648575878143312,,,
2023-07-10,,,24.03462219238281,24.33541259765625,24.555293464660643,24.659522342681885,,,
2023-07-11,,,23.872802734375,24.15265350341797,24.478192138671876,24.657142448425294,,,
2023-07-12,,,24.03462219238281,24.06698532104492,24.4258394241333,24.652859020233155,24.732340240478514,,
2023-07-13,,,24.177400588989254,24.02510261535644,24.369679260253907,24.636201286315917,24.703784255981446,,
2023-07-14,,,23.73954391479492,23.97179832458496,24.228803062438963,24.573854160308837,24.67408603668213,,
2023-07-17,,,23.69194793701172,23.90326347351074,24.119338035583496,24.5091272354126,24.643245506286622,,
2023-07-18,,,23.615800857543945,23.851863098144527,24.00225830078125,24.449635696411132,24.615260581970215,,
2023-07-19,,,23.796655654907227,23.804269790649414,23.93562755584717,24.392523670196532,24.59146396636963,,
2023-07-20,,,23.33024406433105,23.634838485717772,23.829970550537105,24.29543342590332,24.563098373413087,,
2023-07-21,,,22.85430908203125,23.45779151916504,23.714794921874997,24.17787809371948,24.515695457458495,,
2023-07-24,,,22.99708747863769,23.318819427490233,23.611041450500487,24.083167457580565,24.452110786437988,,
2023-07-25,,,23.91088104248047,23.37783546447754,23.61484928131103,24.046520709991455,24.41574951171875,,
2023-07-26,,,23.501577377319336,23.31881980895996,23.561544799804686,23.993692111968993,24.367585105895998,,
2023-07-27,,,23.0732364654541,23.26741828918457,23.45112838745117,23.91040382385254,24.314280548095702,,
2023-07-28,,,23.225534439086918,23.341663360595703,23.399727439880373,23.814265251159668,24.260404930114746,,
2023-07-31,,,22.540191650390625,23.25028419494629,23.28455181121826,23.70194492340088,24.214905700683595,,
2023-08-01,,,22.51163673400879,22.970435333251952,23.174135398864745,23.588196849823,24.170167961120605,,
2023-08-02,,,22.749601364135746,22.820040130615233,23.0694299697876,23.502528762817384,24.121622695922852,,
2023-08-03,,,22.83527183532715,22.772447204589845,23.019932746887207,23.42495164871216,24.07707534790039,,
2023-08-04,,,22.39741516113281,22.606823348999022,22.974243354797363,23.34451913833618,24.024342002868654,,
2023-08-07,,,22.406930923461918,22.580171203613283,22.915227699279786,23.263134574890138,23.971798973083494,,
2023-08-08,,,22.25463104248047,22.52877006530762,22.749602699279784,23.18222599029541,23.927061233520508,,
2023-08-09,,,22.226076126098636,22.424065017700194,22.622052574157717,23.0917986869812,23.89393627166748,,
2023-08-10,,,22.245115280151367,22.30603370666504,22.539240455627443,22.995184421539307,23.85757495880127,,
2023-08-11,,,22.57826805114746,22.342204284667968,22.4745138168335,22.937120628356933,23.822736701965333,,
2023-08-14,,,21.835811614990234,22.227980422973634,22.40407581329346,22.84431381225586,23.780664253234864,,
2023-08-15,,,22.14040756225586,22.20513572692871,22.366952896118168,22.770544147491456,23.744302978515623,,
2023-08-16,,,21.8262939453125,22.125179290771484,22.27462215423584,22.672026062011717,23.703372802734375,,
2023-08-17,,,21.683513641357425,22.012858963012697,22.15944633483887,22.589689540863038,23.65901580810547,,
2023-08-18,,,21.769182205200195,21.851041793823242,22.096623039245607,22.535433197021483,23.61656261444092,,
2023-08-21,,,21.7977352142334,21.843426513671876,22.035703468322755,22.47546558380127,23.57620346069336,,
2023-08-22,,,22.59730339050293,21.93480567932129,22.069970703125,22.409786701202393,23.549741516113283,,
2023-08-23,,,22.483081817626957,22.066163253784183,22.095671272277833,22.358861923217773,23.51699733734131,,
2023-08-24,,,22.521154403686523,22.23369140625,22.123275184631346,22.331257820129395,23.477209320068358,,
2023-08-25,,,22.050764083862305,22.29000778198242,22.070524787902833,22.272519302368163,23.418494873046875,,
2023-08-28,,,22.050764083862305,22.340613555908202,22.09202003479004,22.24804792404175,23.35978042602539,,
2023-08-29,,,21.945167541503903,22.210186386108397,22.072496032714845,22.219724464416505,23.302571144104004,,
2023-08-30,,,22.14676094055176,22.14292221069336,22.10454273223877,22.189582443237306,23.246728439331054,,
2023-08-31,,,22.127561569213867,22.064203643798827,22.148947525024415,22.15419692993164,23.183838691711426,,
2023-09-01,,,22.04116439819336,22.06228370666504,22.17614574432373,22.136384391784667,23.120553665161133,,
2023-09-04,,,22.04116439819336,22.06036376953125,22.200488662719728,22.11809606552124,23.06355094909668,,
2023-09-05,,,21.705171585083008,22.01236457824707,22.111275482177735,22.090623092651366,23.004778060913086,,
2023-09-06,,,21.484375,21.87988739013672,22.01140480041504,22.053538036346435,22.943302574157716,,
