Date,GRADE,GPS,BLDR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2005-06-28,,,15.989999771118164,,,,,,
2005-06-29,,,16.030000686645508,,,,,,
2005-06-30,,,16.200000762939453,,,,,,
2005-07-01,,,16.239999771118164,,,,,,
2005-07-04,,,16.239999771118164,16.14000015258789,,,,,
2005-07-05,,,16.049999237060547,16.15200004577637,,,,,
2005-07-06,,,15.8100004196167,16.107999992370605,,,,,
2005-07-07,,,16.0,16.067999839782715,,,,,
2005-07-08,,,16.200000762939453,16.060000038146974,,,,,
2005-07-11,,,16.25,16.06200008392334,16.101000118255616,,,,
2005-07-12,,,16.34000015258789,16.120000267028807,16.136000156402588,,,,
2005-07-13,,,16.31999969482422,16.222000122070312,16.16500005722046,,,,
2005-07-14,,,16.190000534057617,16.260000228881836,16.164000034332275,,,,
2005-07-15,,,16.229999542236328,16.26599998474121,16.16300001144409,,,,
2005-07-18,,,16.309999465942383,16.277999877929688,16.169999980926512,,,,
2005-07-19,,,16.260000228881836,16.261999893188477,16.191000080108644,,,,
2005-07-20,,,16.610000610351562,16.320000076293944,16.271000099182128,,,,
2005-07-21,,,16.530000686645508,16.388000106811525,16.32400016784668,,,,
2005-07-22,,,16.600000381469727,16.4620002746582,16.364000129699708,,,,
2005-07-25,,,16.610000610351562,16.52200050354004,16.400000190734865,16.25050015449524,,,
2005-07-26,,,17.899999618530273,16.850000381469727,16.5560001373291,16.346000146865844,,,
2005-07-27,,,18.850000381469727,17.29800033569336,16.80900020599365,16.487000131607054,,,
2005-07-28,,,20.18000030517578,18.028000259399413,17.20800018310547,16.686000108718872,,,
2005-07-29,,,20.0,18.70800018310547,17.585000228881835,16.874000120162965,,,
2005-08-01,,,19.84000015258789,19.354000091552734,17.938000297546388,17.05400013923645,,,
2005-08-02,,,19.770000457763672,19.728000259399415,18.28900032043457,17.240000200271606,,,
2005-08-03,,,19.56999969482422,19.87200012207031,18.585000228881835,17.42800016403198,,,
2005-08-04,,,19.81999969482422,19.8,18.91400012969971,17.619000148773193,,,
2005-08-05,,,19.6200008392334,19.72400016784668,19.216000175476076,17.79000015258789,,,
2005-08-08,,,18.540000915527344,19.46400032043457,19.409000205993653,17.904500198364257,,,
2005-08-09,,,18.989999771118164,19.30800018310547,19.518000221252443,18.03700017929077,,,
2005-08-10,,,19.07999992370605,19.210000228881835,19.541000175476075,18.175000190734863,,,
2005-08-11,,,18.899999618530277,19.026000213623046,19.413000106811523,18.310500144958496,,,
2005-08-12,,,18.46999931335449,18.795999908447264,19.260000038146973,18.422500133514404,,,
2005-08-15,,,19.18000030517578,18.923999786376953,19.194000053405762,18.566000175476074,,,
2005-08-16,,,19.200000762939453,18.96599998474121,19.13700008392334,18.713000202178954,,,
2005-08-17,,,18.90999984741211,18.931999969482423,19.07100009918213,18.828000164031984,,,
2005-08-18,,,19.459999084472656,19.043999862670898,19.035000038146972,18.97450008392334,,,
2005-08-19,,,19.450000762939453,19.24000015258789,19.018000030517577,19.117000102996826,,,
2005-08-22,,,19.36000061035156,19.276000213623046,19.1,19.254500102996825,,,
2005-08-23,,,19.270000457763672,19.29000015258789,19.12800006866455,19.323000144958495,,,
2005-08-24,,,19.32999992370605,19.374000167846678,19.15300006866455,19.347000122070312,,,
2005-08-25,,,18.86000061035156,19.254000473022458,19.14900016784668,19.2810001373291,,,
2005-08-26,,,18.239999771118164,19.0120002746582,19.126000213623048,19.19300012588501,,,
2005-08-29,,,18.8799991607666,18.915999984741212,19.096000099182127,19.145000076293947,,,
2005-08-30,,,18.790000915527344,18.820000076293944,19.05500011444092,19.096000099182127,,,
2005-08-31,,,20.299999237060547,19.013999938964844,19.194000053405762,19.132500076293944,,,
2005-09-01,,,21.559999465942383,19.55399971008301,19.404000091552735,19.219500064849854,,,
2005-09-02,,,22.0,20.305999755859375,19.65900001525879,19.338500022888184,,,
2005-09-05,,,22.0,20.929999923706056,19.922999954223634,19.511499977111818,18.18660009384155,,
2005-09-06,,,22.350000381469727,21.641999816894533,20.23099994659424,19.679500007629393,18.313800106048586,,
2005-09-07,,,21.56999969482422,21.895999908447266,20.454999923706055,19.803999996185304,18.42460008621216,,
2005-09-08,,,21.040000915527344,21.792000198364256,20.672999954223634,19.911000061035157,18.521400089263917,,
2005-09-09,,,21.280000686645508,21.64800033569336,20.977000045776368,20.051500129699708,18.622200107574464,,
2005-09-12,,,20.700000762939453,21.38800048828125,21.159000205993653,20.127500152587892,18.71140012741089,,
2005-09-13,,,20.530000686645508,21.024000549316405,21.33300018310547,20.194000148773192,18.801000156402587,,
2005-09-14,,,20.899999618530277,20.890000534057616,21.393000221252443,20.2935001373291,18.902800140380858,,
2005-09-15,,,21.68000030517578,21.018000411987305,21.405000305175783,20.404500198364257,19.016400146484376,,
2005-09-16,,,21.82999992370605,21.128000259399414,21.388000297546387,20.523500156402587,19.12900012969971,,
2005-09-19,,,22.149999618530277,21.41800003051758,21.403000259399413,20.663000106811523,19.24700012207031,,
2005-09-20,,,21.81999969482422,21.67599983215332,21.350000190734864,20.79050006866455,19.35660011291504,,
2005-09-21,,,21.459999084472656,21.7879997253418,21.339000129699706,20.89700002670288,19.45940010070801,,
2005-09-22,,,22.5,21.95199966430664,21.48500003814697,21.078999996185303,19.585600090026855,,
2005-09-23,,,22.38999938964844,22.063999557495116,21.595999908447265,21.286499977111816,19.7088000869751,,
2005-09-26,,,22.979999542236328,22.229999542236328,21.82399978637695,21.491499996185304,19.842200088500977,,
2005-09-27,,,22.459999084472656,22.357999420166017,22.016999626159667,21.674999904632568,19.966200065612792,,
2005-09-28,,,22.799999237060547,22.625999450683594,22.206999588012696,21.799999904632568,20.09000003814697,,
2005-09-29,,,22.57999992370605,22.641999435424804,22.296999549865724,21.850999927520753,20.211000022888182,,
2005-09-30,,,22.32999992370605,22.629999542236327,22.34699954986572,21.867499923706056,20.32560001373291,,
2005-10-03,,,23.040000915527344,22.641999816894533,22.43599967956543,21.919499969482423,20.454200019836424,,
2005-10-04,,,23.350000381469727,22.820000076293944,22.58899974822998,21.96949996948242,20.563200035095214,,
2005-10-05,,,22.149999618530277,22.690000152587892,22.657999801635743,21.998499965667726,20.629200019836425,,
2005-10-06,,,21.18000030517578,22.410000228881835,22.52599983215332,22.005499935150148,20.649200019836425,,
2005-10-07,,,21.6200008392334,22.268000411987305,22.448999977111818,22.02249994277954,20.681600036621095,,
2005-10-10,,,21.149999618530277,21.89000015258789,22.26599998474121,22.044999885559083,20.707800025939942,,
2005-10-11,,,20.489999771118164,21.318000030517577,22.069000053405762,22.042999839782716,20.722200012207033,,
2005-10-12,,,19.1200008392334,20.7120002746582,21.701000213623047,21.95399990081787,20.713200035095216,,
2005-10-13,,,19.06999969482422,20.29000015258789,21.350000190734864,21.823499870300292,20.698200035095216,,
2005-10-14,,,19.40999984741211,19.84799995422363,21.05800018310547,21.702499866485596,20.69400001525879,,
2005-10-17,,,20.100000381469727,19.638000106811525,20.764000129699706,21.59999990463257,20.725200004577637,,
2005-10-18,,,19.729999542236328,19.486000061035156,20.40200004577637,21.495499897003175,20.74,,
2005-10-19,,,20.3700008392334,19.736000061035156,20.22400016784668,21.44099998474121,20.765800018310546,,
2005-10-20,,,19.530000686645508,19.828000259399413,20.05900020599365,21.292500019073486,20.778400039672853,,
2005-10-21,,,20.71999931335449,20.09000015258789,19.96900005340576,21.209000015258788,20.82340003967285,,
2005-10-24,,,20.799999237060547,20.229999923706053,19.93400001525879,21.1,20.855800018310546,,
2005-10-25,,,21.5,20.584000015258788,20.035000038146972,21.052000045776367,20.901800003051758,,
2005-10-26,,,21.479999542236328,20.805999755859375,20.270999908447266,20.986000061035156,20.953199996948243,,
2005-10-27,,,19.56999969482422,20.813999557495116,20.320999908447266,20.835500049591065,20.955400009155273,,
2005-10-28,,,19.5,20.56999969482422,20.329999923706055,20.694000053405762,20.956399993896483,,
2005-10-31,,,19.549999237060547,20.31999969482422,20.274999809265136,20.51949996948242,20.960199966430665,,
2005-11-01,,,19.559999465942383,19.931999588012694,20.25799980163574,20.329999923706055,20.965999946594238,,
2005-11-02,,,19.8799991607666,19.61199951171875,20.208999633789062,20.216499900817873,20.97699993133545,,
2005-11-03,,,19.739999771118164,19.64599952697754,20.229999542236328,20.14449987411499,20.994599914550783,,
2005-11-04,,,19.290000915527344,19.60399971008301,20.086999702453614,20.027999877929688,21.015599937438964,,
2005-11-07,,,18.90999984741211,19.47599983215332,19.89799976348877,19.91599988937378,21.016199951171874,,
2005-11-08,,,17.860000610351562,19.136000061035155,19.533999824523924,19.78449993133545,20.99759994506836,,
2005-11-09,,,18.0,18.760000228881836,19.185999870300293,19.72849988937378,20.951599960327147,,
2005-11-10,,,18.209999084472656,18.454000091552736,19.049999809265138,19.6854998588562,20.884599952697755,,
2005-11-11,,,18.700000762939453,18.336000061035158,18.969999885559083,19.64999990463257,20.818599967956544,,
2005-11-14,,,18.649999618530277,18.28400001525879,18.879999923706055,19.577499866485596,20.751599960327148,19.46910002708435,
2005-11-15,,,18.540000915527344,18.420000076293945,18.77800006866455,19.517999935150147,20.6753999710083,19.494600038528443,
2005-11-16,,,18.09000015258789,18.438000106811522,18.59900016784668,19.403999900817873,20.605799980163575,19.515200033187867,
2005-11-17,,,18.3799991607666,18.472000122070312,18.463000106811524,19.346499824523924,20.55259994506836,19.537000017166136,
2005-11-18,,,19.31999969482422,18.595999908447265,18.46599998474121,19.276499843597414,20.513399925231933,19.567800016403197,
2005-11-21,,,19.11000061035156,18.688000106811522,18.486000061035156,19.191999912261963,20.481599922180177,19.59650002479553,
2005-11-22,,,19.850000381469727,18.95,18.685000038146974,19.10949993133545,20.46799991607666,19.634500036239626,
2005-11-23,,,20.059999465942383,19.3439998626709,18.89099998474121,19.038499927520753,20.4511999130249,19.67700002670288,
2005-11-24,,,20.059999465942383,19.679999923706056,19.076000022888184,19.06299991607666,20.418799896240234,19.717600021362305,
2005-11-25,,,19.979999542236328,19.811999893188478,19.20399990081787,19.086999893188477,20.38179988861084,19.755400009155274,
2005-11-28,,,20.13999938964844,20.01799964904785,19.352999877929687,19.11649990081787,20.341599884033204,19.79430000305176,
2005-11-29,,,19.809999465942383,20.009999465942382,19.47999973297119,19.12899990081787,20.301399879455566,19.828999996185303,
2005-11-30,,,19.899999618530277,19.977999496459965,19.66099967956543,19.129999923706055,20.27019989013672,19.864799995422363,
2005-12-01,,,20.420000076293945,20.049999618530276,19.864999771118164,19.163999938964842,20.228599891662597,19.907099990844728,
2005-12-02,,,19.38999938964844,19.931999588012697,19.871999740600586,19.168999862670898,20.1685998916626,19.93869998931885,
2005-12-05,,,19.38999938964844,19.781999588012695,19.899999618530273,19.192999839782715,20.09679988861084,19.96949998855591,
2005-12-06,,,19.239999771118164,19.66799964904785,19.838999557495118,19.261999797821044,20.03239990234375,19.999299983978272,
2005-12-07,,,18.780000686645508,19.4439998626709,19.71099967956543,19.30099983215332,19.95199993133545,20.02099998474121,
2005-12-08,,,18.979999542236328,19.155999755859376,19.602999687194824,19.339499855041502,19.879999923706055,20.04549997329712,
2005-12-09,,,19.489999771118164,19.17599983215332,19.55399971008301,19.37899980545044,19.823199920654297,20.074399967193603,
2005-12-12,,,19.709999084472656,19.239999771118164,19.51099967956543,19.43199977874756,19.756599884033204,20.105399951934814,
2005-12-13,,,20.15999984741211,19.423999786376953,19.5459997177124,19.512999725341796,19.69279987335205,20.127999954223633,
2005-12-14,,,20.950000762939453,19.857999801635742,19.65099983215332,19.655999755859376,19.668799896240234,20.14899995803833,
2005-12-15,,,21.209999084472656,20.30399971008301,19.72999973297119,19.79749975204468,19.669399871826172,20.1592999458313,
2005-12-16,,,22.059999465942383,20.817999649047852,19.996999740600586,19.934499740600586,19.67819984436035,20.179899940490724,
2005-12-19,,,21.90999984741211,21.25799980163574,20.248999786376952,20.074499702453615,19.69339984893799,20.200599937438966,
2005-12-20,,,21.780000686645508,21.58199996948242,20.50299987792969,20.1709997177124,19.719199867248534,20.220699939727783,
2005-12-21,,,22.030000686645508,21.797999954223634,20.827999877929688,20.26949977874756,19.777399864196777,20.245299949645997,
2005-12-22,,,21.899999618530277,21.936000061035156,21.119999885559082,20.361499786376953,19.833999862670897,20.266099948883056,
2005-12-23,,,21.649999618530277,21.854000091552738,21.33599987030029,20.444999790191652,19.878799858093263,20.286399936676027,
2005-12-26,,,21.649999618530277,21.80200004577637,21.529999923706054,20.520499801635744,19.909799842834474,20.317499923706055,
2005-12-27,,,20.950000762939453,21.63600006103516,21.60900001525879,20.577499866485596,19.934199867248534,20.337099933624266,
2005-12-28,,,20.96999931335449,21.423999786376957,21.610999870300294,20.630999851226807,19.94619983673096,20.355999927520752,
2005-12-29,,,20.770000457763672,21.197999954223633,21.567000007629396,20.64849987030029,19.97099983215332,20.374699935913085,
2005-12-30,,,21.3700008392334,21.142000198364258,21.498000144958496,20.74749994277954,19.9839998626709,20.403699951171873,
2006-01-02,,,21.3700008392334,21.086000442504883,21.444000244140625,20.84650001525879,19.995399894714357,20.42559995651245,
2006-01-03,,,21.920000076293945,21.280000305175783,21.45800018310547,20.98050003051758,20.003799896240235,20.452799949645996,
2006-01-04,,,21.93000030517578,21.472000503540038,21.448000144958495,21.138000011444092,20.012799911499023,20.482999954223633,
2006-01-05,,,21.729999542236328,21.66400032043457,21.4310001373291,21.27550001144409,20.055999908447266,20.50569995880127,
2006-01-06,,,21.86000061035156,21.762000274658202,21.452000236511232,21.39400005340576,20.103199920654298,20.52979995727539,
2006-01-09,,,21.979999542236328,21.88400001525879,21.485000228881837,21.507500076293944,20.151799926757814,20.555999946594238,
2006-01-10,,,22.299999237060547,21.95999984741211,21.620000076293945,21.614500045776367,20.206599922180175,20.586299934387206,
2006-01-11,,,23.3700008392334,22.247999954223634,21.860000228881837,21.735500049591064,20.27639995574951,20.62669994354248,
2006-01-12,,,23.1200008392334,22.526000213623046,22.09500026702881,21.831000137329102,20.343999977111817,20.6692999458313,
2006-01-13,,,23.450000762939453,22.844000244140624,22.303000259399415,21.900500202178954,20.42719997406006,20.72139995574951,
2006-01-16,,,23.450000762939453,23.13800048828125,22.51100025177002,21.977500247955323,20.517999992370605,20.76709997177124,
2006-01-17,,,23.57999992370605,23.39400062561035,22.67700023651123,22.06750020980835,20.632399978637697,20.814999961853026,
2006-01-18,,,23.40999984741211,23.402000427246094,22.825000190734862,22.13650016784668,20.740599975585937,20.846099967956544,
2006-01-19,,,23.350000381469727,23.448000335693358,22.987000274658204,22.209000205993654,20.84340000152588,20.863999977111817,
2006-01-20,,,22.950000762939453,23.34800033569336,23.096000289916994,22.274000263214113,20.92840000152588,20.873499984741212,
2006-01-23,,,23.1200008392334,23.28200035095215,23.210000419616698,22.347500324249268,21.01780002593994,20.884699993133545,
2006-01-24,,,23.399999618530277,23.246000289916992,23.320000457763673,22.47000026702881,21.115,20.89519998550415,
2006-01-25,,,23.88999938964844,23.34200019836426,23.372000312805177,22.616000270843507,21.23099998474121,20.918399982452392,
2006-01-26,,,24.799999237060547,23.631999969482425,23.54000015258789,22.81750020980835,21.35939998626709,20.955999965667726,
2006-01-27,,,24.399999618530277,23.92199974060059,23.635000038146973,22.969000148773194,21.46099998474121,20.987199954986572,
2006-01-30,,,24.989999771118164,24.295999526977543,23.788999938964842,23.15000009536743,21.578599967956542,21.030099945068358,
2006-01-31,,,25.040000915527344,24.623999786376952,23.935000038146974,23.3060001373291,21.682399978637694,21.075199947357177,
2006-02-01,,,25.559999465942383,24.957999801635744,24.15,23.48750009536743,21.792399978637697,21.1217999458313,
2006-02-02,,,25.709999084472656,25.139999771118163,24.385999870300292,23.686500072479248,21.9053999710083,21.16209993362427,
2006-02-03,,,25.290000915527344,25.318000030517577,24.619999885559082,23.858000087738038,22.01159999847412,21.19669994354248,
2006-02-06,,,25.799999237060547,25.479999923706053,24.887999725341796,24.04900007247925,22.124799995422364,21.233199939727783,
2006-02-07,,,23.84000015258789,25.239999771118164,24.93199977874756,24.126000118255615,22.205400009155273,21.25339994430542,
2006-02-08,,,24.88999938964844,25.105999755859376,25.03199977874756,24.202000045776366,22.305200004577635,21.28769994735718,
2006-02-09,,,25.3799991607666,25.039999771118165,25.089999771118165,24.314999961853026,22.40439998626709,21.316499938964842,
2006-02-10,,,24.780000686645508,24.937999725341797,25.12799987792969,24.38149995803833,22.512200012207032,21.340399951934813,
2006-02-13,,,23.8700008392334,24.552000045776367,25.01599998474121,24.402499961853028,22.60180004119873,21.349299964904784,
2006-02-14,,,24.100000381469727,24.604000091552734,24.92199993133545,24.42849998474121,22.69900005340576,21.365699977874755,
2006-02-15,,,24.399999618530277,24.506000137329103,24.805999946594238,24.47799997329712,22.81140003204346,21.381699981689454,
2006-02-16,,,24.549999237060547,24.34000015258789,24.689999961853026,24.53799991607666,22.922800025939942,21.401399974822997,
2006-02-17,,,24.100000381469727,24.204000091552736,24.570999908447266,24.595499897003172,23.015000038146972,21.419099979400634,
2006-02-20,,,24.100000381469727,24.25,24.401000022888184,24.64449987411499,23.102800064086914,21.429699974060057,
2006-02-21,,,23.959999084472656,24.221999740600587,24.41299991607666,24.67249984741211,23.178800048828126,21.435799961090087,
2006-02-22,,,24.25,24.19199981689453,24.348999977111816,24.69049987792969,23.244800033569337,21.456799964904786,
2006-02-23,,,23.549999237060547,23.99199981689453,24.165999984741212,24.62799987792969,23.291600036621094,21.48049995422363,
2006-02-24,,,24.07999992370605,23.987999725341798,24.095999908447265,24.611999893188475,23.33200004577637,21.50509994506836,
2006-02-27,,,24.68000030517578,24.10399971008301,24.176999855041505,24.596499919891357,23.38740005493164,21.540399951934816,
2006-02-28,,,23.709999084472656,24.05399971008301,24.137999725341796,24.529999828338624,23.426000022888182,21.572599945068358,
2006-03-01,,,24.34000015258789,24.071999740600585,24.13199977874756,24.4689998626709,23.472200012207033,21.624799938201903,
2006-03-02,,,24.600000381469727,24.28199996948242,24.136999893188477,24.413499927520753,23.52620002746582,21.68009994506836,
2006-03-03,,,24.239999771118164,24.313999938964844,24.15099983215332,24.360999870300294,23.57800003051758,21.72839994430542,
2006-03-06,,,24.399999618530277,24.25799980163574,24.180999755859375,24.29099988937378,23.63300003051758,21.771399936676026,
2006-03-07,,,24.030000686645508,24.322000122070314,24.18799991607666,24.30049991607666,23.6946000289917,21.814399948120116,
2006-03-08,,,23.959999084472656,24.245999908447267,24.158999824523924,24.25399990081787,23.754400024414064,21.85029993057251,
2006-03-09,,,23.209999084472656,23.96799964904785,24.124999809265137,24.145499897003173,23.80319999694824,21.88709991455078,
2006-03-10,,,23.0,23.719999694824217,24.016999816894533,24.056499862670897,23.835799980163575,21.909899921417235,
2006-03-13,,,22.43000030517578,23.32599983215332,23.79199981689453,23.984499835968016,23.856999969482423,21.92619993209839,
2006-03-14,,,23.200000762939453,23.15999984741211,23.74099998474121,23.939499855041504,23.882599983215332,21.943199939727783,
2006-03-15,,,23.670000076293945,23.102000045776368,23.673999977111816,23.902999877929688,23.917399978637697,21.96509994506836,
2006-03-16,,,22.989999771118164,23.05800018310547,23.51299991607666,23.82499990463257,23.94259998321533,21.9992999458313,
2006-03-17,,,22.850000381469727,23.028000259399413,23.373999977111815,23.76249990463257,23.962399978637695,22.032799949645995,
2006-03-20,,,22.84000015258789,23.110000228881837,23.21800003051758,23.699499893188477,23.979599990844726,22.065699958801268,
2006-03-21,,,22.770000457763672,23.02400016784668,23.092000007629395,23.63999996185303,23.98900001525879,22.09779996871948,
2006-03-22,,,23.26000022888184,22.942000198364262,23.022000122070313,23.59049997329712,23.98680000305176,22.131599979400633,
2006-03-23,,,23.32999992370605,23.010000228881836,23.034000205993653,23.579500007629395,23.99099998474121,22.167499980926515,
2006-03-24,,,22.6299991607666,22.96599998474121,22.99700012207031,23.506999969482422,23.974599952697755,22.200899963378905,
2006-03-27,,,22.770000457763672,22.952000045776366,23.0310001373291,23.411499977111816,23.96099994659424,22.239499969482424,
2006-03-28,,,22.75,22.947999954223633,22.986000061035156,23.363500022888182,23.944399948120118,22.288399963378907,
2006-03-29,,,22.649999618530277,22.82599983215332,22.88400001525879,23.278999996185302,23.929199943542482,22.334899959564208,
2006-03-30,,,22.799999237060547,22.719999694824217,22.864999961853027,23.188999938964844,23.918199920654295,22.380799961090087,
2006-03-31,,,22.709999084472656,22.73599967956543,22.85099983215332,23.112499904632568,23.91339988708496,22.420899944305418,
2006-04-03,,,22.530000686645508,22.687999725341797,22.81999988555908,23.01899995803833,23.901599884033203,22.459699954986572,20.96439999103546
2006-04-04,,,22.399999618530277,22.617999649047853,22.782999801635743,22.937499904632567,23.881599884033204,22.4982999420166,20.996449990272524
2006-04-05,,,22.51000022888184,22.589999771118165,22.707999801635744,22.86499996185303,23.853999900817872,22.542499942779543,21.028849987983705
2006-04-06,,,22.700000762939453,22.570000076293944,22.64499988555908,22.83950004577637,23.81199993133545,22.58569995880127,21.061349987983704
2006-04-07,,,22.540000915527344,22.536000442504882,22.636000061035155,22.816500091552737,23.77479995727539,22.6178999710083,21.092849993705748
2006-04-10,43.20484276206991,P,23.040000915527344,22.63800048828125,22.663000106811523,22.847000122070316,23.735799980163574,22.65719997406006,21.126849999427794
2006-04-11,43.39572306739984,P,23.149999618530277,22.78800048828125,22.70300006866455,22.844500064849857,23.697999954223633,22.690199966430665,21.162350001335145
2006-04-12,43.5777039180779,A,23.270000457763672,22.940000534057617,22.76500015258789,22.824500083923343,23.652199974060057,22.72229997634888,21.199650001525878
2006-04-13,43.69793517723559,A,23.170000076293945,23.034000396728516,22.80200023651123,22.83350009918213,23.601399993896486,22.753399982452393,21.235500001907347
