Date,GRADE,GPS,RL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1997-06-12,,,23.9932861328125,,,,,,
1997-06-13,,,24.659767150878903,,,,,,
1997-06-16,,,23.51723289489746,,,,,,
1997-06-17,,,22.660327911376957,,,,,,
1997-06-18,,,21.613012313842773,23.288725280761717,,,,,
1997-06-19,,,22.374698638916016,22.965007781982422,,,,,
1997-06-20,,,22.46990966796875,22.527036285400392,,,,,
1997-06-23,,,21.517793655395508,22.1271484375,,,,,
1997-06-24,,,21.99385070800781,21.99385299682617,,,,,
1997-06-25,,,21.85103225708008,22.041456985473634,22.665091133117677,,,,
1997-06-26,,,21.517793655395508,21.870075988769532,22.417541885375975,,,,
1997-06-27,,,20.756101608276367,21.527314376831054,22.02717533111572,,,,
1997-06-30,,,20.85131072998047,21.39401779174805,21.760583114624023,,,,
1997-07-01,,,20.51807403564453,21.09886245727539,21.546357727050783,,,,
1997-07-02,,,21.18454933166504,20.965565872192382,21.503511428833008,,,,
1997-07-03,,,21.374984741210938,20.93700408935547,21.4035400390625,,,,
1997-07-04,,,21.374984741210938,21.060780715942382,21.294047546386718,,,,
1997-07-07,,,20.660886764526367,21.02269592285156,21.208356857299805,,,,
1997-07-08,,,21.089344024658203,21.136949920654295,21.117906188964845,,,,
1997-07-09,,,20.2800407409668,20.956048202514648,20.960807037353515,21.812949085235594,,,
1997-07-10,,,19.423141479492188,20.5656795501709,20.751341819763184,21.58444185256958,,,
1997-07-11,,,19.75638198852539,20.241958999633788,20.651369857788087,21.339272594451906,,,
1997-07-14,,,19.565961837768555,20.022974014282227,20.522834968566894,21.14170904159546,,,
1997-07-15,,,19.375537872314453,19.680212783813477,20.408581352233888,20.977469539642335,,,
1997-07-16,,,18.137784957885746,19.251761627197265,20.103904914855956,20.803708171844484,,,
1997-07-17,,,19.85159492492676,19.337452316284182,19.95156593322754,20.67755298614502,,,
1997-07-18,,,19.70876693725586,19.327929306030278,19.784944152832033,20.539495849609374,,,
1997-07-21,,,19.280323028564453,19.270801544189457,19.64688777923584,20.427622318267822,,,
1997-07-22,,,19.518354415893555,19.299364852905278,19.489788818359376,20.30384750366211,,,
1997-07-23,,,19.042295455932617,19.480266952514647,19.366014289855958,20.163410663604736,,,
1997-07-24,,,18.756654739379883,19.261278915405274,19.299365615844728,20.025353717803956,,,
1997-07-25,,,18.756654739379883,19.070856475830077,19.199392890930177,19.92538137435913,,,
1997-07-28,,,19.23272132873535,19.06133613586426,19.166068840026856,19.844451904296875,,,
1997-07-29,,,20.3276424407959,19.223193740844728,19.261279296875,19.834930324554442,,,
1997-07-30,,,21.136945724487305,19.642123794555665,19.561195373535156,19.832550144195558,,,
1997-07-31,,,20.4228630065918,19.975365447998048,19.61832218170166,19.7849440574646,,,
1997-08-01,,,20.2800407409668,20.28004264831543,19.675449562072757,19.73019685745239,,,
1997-08-04,,,21.04173851013184,20.641846084594725,19.851591110229496,19.749239444732666,,,
1997-08-05,,,20.61328125,20.698973846435546,19.96108379364014,19.725436305999757,,,
1997-08-06,,,20.184833526611328,20.508551406860352,20.07533760070801,19.720675945281982,,,
1997-08-07,,,19.61356544494629,20.34669189453125,20.161028671264653,19.730197143554687,,,
1997-08-08,,,19.23272132873535,20.13722801208496,20.2086353302002,19.704014110565186,,,
1997-08-11,,,18.85186767578125,19.699253845214844,20.170549964904787,19.66830940246582,,,
1997-08-12,,,18.518632888793945,19.280324172973632,19.989649009704593,19.625464153289794,,,
1997-08-13,,,18.56623649597168,18.956604766845704,19.73257808685303,19.64688673019409,,,
1997-08-14,,,18.28061294555664,18.690014266967772,19.518353080749513,19.568337631225585,,,
1997-08-15,,,17.566513061523438,18.35677261352539,19.247000312805177,19.461224937438963,,,
1997-08-18,,,17.899755477905273,18.166350173950196,18.93280200958252,19.392196559906004,,,
1997-08-19,,,18.471025466918945,18.156828689575196,18.718576431274414,19.339830112457275,,,
1997-08-20,,,19.518354415893555,18.34725227355957,18.651928520202638,19.36363306045532,20.343835716247558,,
1997-08-21,,,18.85186767578125,18.46150321960449,18.575758743286134,19.36839370727539,20.241007347106933,,
1997-08-22,,,18.661453247070312,18.680491256713868,18.51863193511963,19.363633632659912,20.121041069030763,,
1997-08-25,,,18.518632888793945,18.804266738891602,18.4853084564209,19.32792921066284,20.02106906890869,,
1997-08-26,,,18.80426597595215,18.87091484069824,18.51387176513672,19.251760387420653,19.943947830200194,,
1997-08-27,,,18.661453247070312,18.699534606933593,18.523393440246583,19.127985763549805,19.884916648864746,,
1997-08-28,,,19.280323028564453,18.785225677490235,18.623364448547363,19.070858764648438,19.823029136657716,,
1997-08-29,,,19.994407653808597,19.051816558837892,18.866153907775878,19.056577110290526,19.77351909637451,,
1997-09-01,,,19.994407653808597,19.34697151184082,19.07561912536621,19.004210567474367,19.743051376342773,,
1997-09-02,,,19.994407653808597,19.58499984741211,19.227957344055177,18.9732668876648,19.70306251525879,,
1997-09-03,,,19.85159492492676,19.8230281829834,19.261281394958495,18.95660495758057,19.66307376861572,,
1997-09-04,,,19.61356544494629,19.889676666259767,19.337451171875,18.95660495758057,19.624989204406738,,
1997-09-05,,,19.70876693725586,19.832548522949217,19.442182540893555,18.980407238006595,19.60404251098633,,
1997-09-08,,,19.32792282104492,19.699251556396483,19.52311153411865,19.00420999526978,19.573574752807616,,
1997-09-09,,,18.94708251953125,19.489786529541014,19.537393188476564,19.025632476806642,19.542154922485352,,
1997-09-10,,,18.471025466918945,19.213672637939453,19.518350410461426,19.020871925354008,19.48788444519043,,
1997-09-11,,,18.471025466918945,18.985164642333984,19.437420654296876,19.03039255142212,19.42980525970459,,
1997-09-12,,,18.61384010314941,18.766179275512695,19.299363899230958,19.082758903503418,19.374582366943358,,
1997-09-15,,,19.18511009216309,18.737616729736327,19.218434143066407,19.14702663421631,19.345066833496094,,
1997-09-16,,,19.423141479492188,18.832828521728516,19.161307525634765,19.194632434844973,19.311742782592773,,
1997-09-17,,,20.13722801208496,19.16606903076172,19.189870834350586,19.225576114654544,19.308886528015137,,
1997-09-18,,,19.85159492492676,19.44218292236328,19.213673782348632,19.27556247711182,19.31745559692383,,
1997-09-19,,,20.2800407409668,19.77542304992676,19.270801162719728,19.356491851806645,19.327928771972655,,
1997-09-22,,,21.04173851013184,20.14674873352051,19.442182731628417,19.482647132873538,19.35744430541992,,
1997-09-23,,,20.8037052154541,20.422861480712893,19.627845001220702,19.582619094848635,19.386007652282714,,
1997-09-24,,,19.89919853210449,20.3752555847168,19.770662307739258,19.644506359100344,19.42123592376709,,
1997-09-25,,,19.280323028564453,20.261001205444337,19.85159206390381,19.644506359100344,19.409810485839845,,
1997-09-26,,,19.89919853210449,20.184832763671874,19.980127906799318,19.63974590301514,19.413619117736815,,
1997-09-29,,,19.994407653808597,19.975366592407227,20.06105766296387,19.639745903015136,19.4279008102417,,
1997-09-30,,,19.94680976867676,19.803987503051758,20.113424491882324,19.637366008758544,19.436469917297362,,
1997-10-01,,,20.565677642822266,19.937283325195313,20.156269454956053,19.67307014465332,19.466937561035156,,
1997-10-02,,,20.2800407409668,20.137226867675782,20.19911403656006,19.706393909454345,19.497405281066893,,
1997-10-03,,,20.184833526611328,20.19435386657715,20.189593315124515,19.73019723892212,19.525968856811524,,
1997-10-06,,,20.2800407409668,20.251480484008788,20.113423538208007,19.777803134918212,19.54691524505615,,
1997-10-07,,,19.94680976867676,20.25148048400879,20.027733993530273,19.827789497375488,19.53929859161377,,
1997-10-08,,,19.375537872314453,20.01345252990723,19.97536792755127,19.873015117645263,19.504070434570313,,
1997-10-09,,,19.803979873657227,19.918240356445317,20.02773361206055,19.939662837982176,19.49169277191162,,
1997-10-10,,,19.803979873657227,19.842069625854496,20.018211746215822,19.99916982650757,19.48217155456543,,
1997-10-13,,,19.994407653808597,19.78494300842285,20.018211746215822,20.039634704589844,19.461224937438963,,
1997-10-14,,,19.85159492492676,19.76590003967285,20.00869026184082,20.061057376861573,19.445991210937503,,
1997-10-15,,,19.565961837768555,19.80398483276367,19.90871868133545,20.032494068145752,19.433613777160648,,
1997-10-16,,,19.137510299682617,19.67069091796875,19.794465637207033,19.996789836883544,19.424092674255373,,
1997-10-17,,,18.89947509765625,19.489789962768555,19.665929794311523,19.927761554718018,19.41742774963379,,
1997-10-20,,,18.80426597595215,19.251761627197265,19.51835231781006,19.815887928009033,19.41647571563721,,
1997-10-21,,,19.375537872314453,19.156550216674805,19.46122512817383,19.74447956085205,19.43361381530762,,
1997-10-22,,,19.75638198852539,19.194634246826173,19.499309539794922,19.737338733673095,19.457416725158694,,
1997-10-23,,,19.89919853210449,19.346971893310545,19.508831405639647,19.7682825088501,19.489788436889647,,
1997-10-24,,,20.4704647064209,19.661169815063477,19.575479888916014,19.796845817565917,19.547867469787597,,
1997-10-27,,,18.661453247070312,19.63260726928711,19.442184448242188,19.730198097229003,19.5631014251709,,
