Date,GRADE,GPS,JCI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1987-11-10,,,2.274524688720703,2.389728832244873,2.361666464805603,2.3528046548366546,,,
1987-11-11,,,2.451761245727539,2.395636510848999,2.401544523239136,2.3284347712993623,,,
1987-11-12,,,2.5256097316741943,2.401544523239136,2.4281298875808717,2.314403623342514,,,
1987-11-13,,,2.540379285812378,2.4192681312561035,2.4369916915893555,2.3114497125148774,,,
1987-11-16,,,2.540379285812378,2.4665308475494383,2.4458534955978393,2.336558097600937,,,
1987-11-17,,,2.451761245727539,2.5019781589508057,2.4458534955978393,2.345419925451279,,,
1987-11-18,,,2.451761245727539,2.5019781589508057,2.4488073348999024,2.345419925451279,,,
1987-11-19,,,2.451761245727539,2.4872084617614747,2.444376492500305,2.3550201833248137,,,
1987-11-20,,,2.451761245727539,2.4694848537445067,2.444376492500305,2.372743767499924,,,
1987-11-23,,,2.407452344894409,2.442899465560913,2.4547151565551757,2.3963751554489137,,,
1987-11-24,,,2.451761245727539,2.442899465560913,2.4724388122558594,2.4170526385307314,,,
1987-11-25,,,2.5256097316741943,2.457669162750244,2.479823660850525,2.4406840920448305,,,
1987-11-26,,,2.5256097316741943,2.472438859939575,2.479823660850525,2.453976774215698,,,
1987-11-27,,,2.569918155670166,2.4960702419281007,2.482777547836304,2.4598846197128297,,,
1987-11-30,,,2.318833827972412,2.4783465385437013,2.460623002052307,2.4532382488250732,,,
1987-12-01,,,2.407452344894409,2.4694847583770754,2.4561921119689942,2.4510228037834167,,,
1987-12-02,,,2.4960696697235107,2.4635767459869387,2.460622954368591,2.454715144634247,,,
1987-12-03,,,2.377913475036621,2.4340374946594237,2.4532381772994993,2.4488073348999024,,,
1987-12-04,,,2.274524688720703,2.374958801269531,2.435514521598816,2.4399455070495604,2.5778939938545227,,
1987-12-07,,,2.304065704345703,2.3720051765441896,2.4251758575439455,2.4399455070495604,2.5610566449165346,,
1987-12-08,,,2.318833827972412,2.35428147315979,2.4118831157684326,2.442160964012146,2.543923819065094,,
1987-12-09,,,2.333604097366333,2.3217883586883543,2.3926825523376465,2.436253106594086,2.5276772379875183,,
1987-12-10,,,2.363145351409912,2.318834733963013,2.3764361143112183,2.4281298875808717,2.5111352896690367,,
1987-12-11,,,2.333604097366333,2.3306506156921385,2.352804708480835,2.4177911281585693,2.4934117197990417,,
1987-12-14,,,2.422222852706909,2.35428204536438,2.3631436109542845,2.411883306503296,2.4771651434898376,,
1987-12-15,,,2.4960696697235107,2.3897292137146,2.372005343437195,2.4140987277030943,2.464463231563568,,
1987-12-16,,,2.5551490783691406,2.434038209915161,2.3779132843017576,2.4192681193351744,2.4553060507774354,,
1987-12-17,,,2.5994575023651123,2.481300640106201,2.400067687034607,2.426652932167053,2.44526269197464,,
1987-12-18,,,2.5994575023651123,2.534471321105957,2.4325609683990477,2.434037744998932,2.4337423396110536,,
1987-12-21,,,2.5846879482269287,2.566964340209961,2.4606231927871702,2.442899525165558,2.4245851540565493,,
1987-12-22,,,2.5846879482269287,2.5846879959106444,2.487208604812622,2.4495458602905273,2.4154279685020446,,
1987-12-23,,,2.643766403198242,2.602411460876465,2.518224835395813,2.4554536938667297,2.4095201182365416,,
1987-12-24,,,2.673306703567505,2.6171813011169434,2.549240970611572,2.4628385424613954,2.406861598491669,,
1987-12-25,,,2.673306703567505,2.6319511413574217,2.5832112312316893,2.468007969856262,2.4083385825157166,,
1987-12-28,,,2.643766403198242,2.6437668323516847,2.605365586280823,2.4842545986175537,2.4204496788978576,,
1987-12-29,,,2.643766403198242,2.6555825233459474,2.620135259628296,2.4960703015327455,2.4278345131874084,,
1987-12-30,,,2.702844381332397,2.6673981189727782,2.6349047899246214,2.5064090371131895,2.4328561758995058,,
1987-12-31,,,2.688075542449951,2.6703518867492675,2.6437665939331056,2.5219171404838563,2.441422564983368,,
1988-01-01,,,2.688075542449951,2.6733056545257567,2.6526283979415894,2.542594683170319,2.45323828458786,,
1988-01-04,,,2.717616319656372,2.688075637817383,2.6659212350845336,2.563272213935852,2.4688941192626954,,
1988-01-05,,,2.776694059371948,2.714661169052124,2.685121846199036,2.586165225505829,2.4836637687683107,,
1988-01-06,,,2.8357725143432617,2.741246795654297,2.7043224573135376,2.6112736463546753,2.4993196058273317,,
1988-01-07,,,2.8357725143432617,2.770786190032959,2.720569038391113,2.6349050045013427,2.51083993434906,,
1988-01-08,,,2.643766403198242,2.7619243621826173,2.717615008354187,2.650413119792938,2.514680037498474,,
1988-01-11,,,2.6585373878479004,2.750108575820923,2.719092106819153,2.6622288465499877,2.5188155603408813,,
1988-01-12,,,2.569918155670166,2.7087533950805662,2.711707282066345,2.6659212708473206,2.521178698539734,,
1988-01-13,,,2.569918155670166,2.6555825233459474,2.698414659500122,2.666659724712372,2.524132604598999,,
1988-01-14,,,2.5994575023651123,2.6083195209503174,2.6895528554916384,2.666659724712372,2.526200361251831,,
1988-01-15,,,2.628998041152954,2.60536584854126,2.6836451053619386,2.668136751651764,2.5297450971603395,,
1988-01-18,,,2.628998041152954,2.5994579792022705,2.6747832775115965,2.6703522562980653,2.536243743896484,,
1988-01-19,,,2.6142280101776123,2.60831995010376,2.658536672592163,2.6718292593955995,2.5430378103256226,,
1988-01-20,,,2.540379285812378,2.6024121761322023,2.6289973497390746,2.6666599035263063,2.5448101711273194,,
1988-01-21,,,2.5846879482269287,2.5994582653045653,2.6038888931274413,2.6622289657592773,2.545991735458374,,
1988-01-22,,,2.540379285812378,2.5817345142364503,2.593550181388855,2.655582594871521,2.545991735458374,,
1988-01-25,,,2.5551490783691406,2.5669647216796876,2.583211350440979,2.651151728630066,2.5462871313095095,,
1988-01-26,,,2.5551490783691406,2.5551489353179933,2.5817344427108764,2.646720862388611,2.548354887962341,,
1988-01-27,,,2.5846879482269287,2.564010667800903,2.5832114219665527,2.6408130407333372,2.5510134220123293,,
1988-01-28,,,2.732384443283081,2.593549966812134,2.5965041160583495,2.6430284857749937,2.55662588596344,,
1988-01-29,,,2.791464805603028,2.643767070770264,2.612750792503357,2.6481979489326477,2.5634199571609497,,
1988-02-01,,,2.791464805603028,2.691030216217041,2.628997468948364,2.6518903732299806,2.5711002063751223,,
1988-02-02,,,2.747154474258423,2.7294312953948974,2.6422901153564453,2.650413393974304,2.5770080709457397,,
1988-02-03,,,2.717616319656372,2.756016969680786,2.6600138187408446,2.6445055842399596,2.580848202705383,,
1988-02-04,,,2.6585373878479004,2.74124755859375,2.667398762702942,2.6356438279151915,2.5835067558288576,,
1988-02-05,,,2.643766403198242,2.711707878112793,2.6777374744415283,2.6356438279151915,2.584983720779419,,
1988-02-08,,,2.628998041152954,2.679214525222778,2.6851223707199097,2.6341668605804442,2.5911870050430297,,
1988-02-09,,,2.628998041152954,2.6555832386016847,2.692507266998291,2.637120854854584,2.5956179189682005,,
1988-02-10,,,2.702844381332397,2.65262885093689,2.704322910308838,2.643767166137695,2.5997534132003786,,
1988-02-11,,,2.717616319656372,2.664444637298584,2.702846097946167,2.6496751070022584,2.6065474700927735,,
1988-02-12,,,2.717616319656372,2.67921462059021,2.6954612493515016,2.654106020927429,2.6154093027114866,2.5966516482830047,
1988-02-15,,,2.717616319656372,2.6969382762908936,2.688076400756836,2.6585369348526,2.6236803150177,2.592368479967117,
1988-02-16,,,2.732384443283081,2.717615556716919,2.6865993976593017,2.6644447565078737,2.6319513273239137,2.5879375731945036,
1988-02-17,,,2.747154474258423,2.726477575302124,2.689553213119507,2.6747835159301756,2.6402223348617553,2.583949786424637,
1988-02-18,,,2.747154474258423,2.732385206222534,2.698414921760559,2.6829068422317506,2.6479025173187254,2.5795189034938812,
1988-02-19,,,2.821002721786499,2.7530624866485596,2.716138553619385,2.6969380140304566,2.657650489807129,2.575531104803085,
1988-02-22,,,2.9834678173065186,2.806232786178589,2.751585531234741,2.7183539509773254,2.6688753890991213,2.5730202662944794,
1988-02-23,,,2.894849300384521,2.838725757598877,2.778170657157898,2.7353389620780946,2.676850981712341,2.5706571066379547,
1988-02-24,,,2.924389362335205,2.874172735214233,2.8003251552581787,2.752324032783508,2.6842357873916627,2.569770919084549,
1988-02-25,,,2.9834678173065186,2.9214354038238524,2.826910305023193,2.76487820148468,2.6919159936904906,2.5685893428325652,
1988-02-26,,,2.880079507827759,2.9332507610321046,2.843156623840332,2.769308936595917,2.697528433799744,2.5656353867053987,
1988-02-29,,,2.894849300384521,2.915527057647705,2.860879921913147,2.7744781613349914,2.7037316608428954,2.5641584074497223,
1988-03-01,,,2.924389362335205,2.921435070037842,2.8800804138183596,2.7833399057388304,2.710525689125061,2.562976828813553,
1988-03-02,,,2.901885271072388,2.9169342517852783,2.8955534934997558,2.792553353309631,2.715688066482544,2.562604092359543,
1988-03-03,,,2.901885271072388,2.9006177425384525,2.9110265731811524,2.8047207474708555,2.720259637832642,2.563560618162155,
1988-03-04,,,2.901885271072388,2.904978895187378,2.919114828109741,2.817626690864563,2.724831209182739,2.566584895849228,
1988-03-07,,,3.0203299522399902,2.930075025558472,2.9228010416030883,2.837193286418915,2.7323624801635744,2.5764060795307158,
1988-03-08,,,3.153581142425537,2.9759133815765386,2.94867422580719,2.8634224414825438,2.74255877494812,2.5851966440677643,
1988-03-09,,,3.212803840637207,3.038097095489502,2.9775156736373902,2.8889204144477842,2.7527579641342164,2.592807070016861,
1988-03-10,,,3.1831929683685303,3.0943586349487306,2.997488188743591,2.912199246883392,2.7626603126525877,2.602041438817978,
1988-03-11,,,3.0203299522399902,3.118047571182251,3.0115132331848145,2.927334928512573,2.769305400848389,2.6112718427181245,
1988-03-14,,,3.0647475719451904,3.126931095123291,3.0285030603408813,2.9446914911270143,2.776248025894165,2.62257107257843,
1988-03-15,,,3.0795531272888184,3.1121254920959474,3.0440194368362428,2.962049925327301,2.7823052072525023,2.6329844880104063,
1988-03-16,,,3.3016345500946045,3.1298916339874268,3.0839943647384644,2.98977392911911,2.791622447967529,2.6454710268974306,
1988-03-17,,,3.227607011795044,3.1387744426727293,3.11656653881073,3.013796555995941,2.799459137916565,2.6551495361328126,
1988-03-18,,,3.227607011795044,3.1802298545837404,3.1491387128829955,3.0341267704963686,2.811135950088501,2.6629079937934876,
1988-03-21,,,3.4348859786987305,3.2542575359344483,3.1905943155288696,3.056697678565979,2.8266629219055175,2.6727392411231996,
1988-03-22,,,3.390469074249268,3.316440725326538,3.2142831087112427,3.0814786672592165,2.8430739402770997,2.682126319408417,
1988-03-23,,,3.4793028831481934,3.3519743919372558,3.2409330129623415,3.1092243432998656,2.86126163482666,2.6926971197128298,
1988-03-24,,,3.3608570098876958,3.3786243915557863,3.258699417114258,3.1280938029289245,2.8764896249771117,2.7013449931144713,
1988-03-25,,,3.4348859786987305,3.4200801849365234,3.300155019760132,3.155834126472473,2.8926073837280275,2.7111762404441833,
1988-03-28,,,3.316442012786865,3.3963913917541504,3.325324463844299,3.1769137620925902,2.9063562631607054,2.721300003528595,
1988-03-29,,,3.3016345500946045,3.3786244869232176,3.347532606124878,3.1957760214805604,2.920104393959045,2.731571102142334,
1988-03-30,,,3.227607011795044,3.328285312652588,3.340129852294922,3.212062108516693,2.933848948478699,2.739329559803009,
1988-03-31,,,3.212803840637207,3.2986746788024903,3.338649535179138,3.2276080369949343,2.9464112663269044,2.746201500892639,
1988-04-01,,,3.212803840637207,3.2542582511901856,3.3371692180633543,3.243153965473175,2.9598597574234007,2.7529257464408876,
1988-04-04,,,3.1683852672576904,3.2246469020843507,3.3105191469192503,3.25055673122406,2.972124481201172,2.7592058062553404,
1988-04-05,,,3.227607011795044,3.2098413944244384,3.294232940673828,3.2542580246925352,2.98557363986969,2.7669642639160155,
1988-04-06,,,3.4200804233551025,3.24833607673645,3.288310694694519,3.26462185382843,3.0022814893722534,2.776647455692291,
1988-04-07,,,3.4348859786987305,3.292752504348755,3.2957135915756224,3.27720650434494,3.0163315200805663,2.786478703022003,
1988-04-08,,,3.3608570098876958,3.3223631381988525,3.288310694694519,3.2942328572273256,3.0277193641662596,2.7955696606636047,
1988-04-11,,,3.375664234161377,3.3638189315795897,3.2942329168319704,3.3097786903381348,3.039403352737427,2.8052517795562744,
1988-04-12,,,3.4052720069885254,3.399351930618286,3.3045966625213623,3.32606463432312,3.0525657033920286,2.8147868871688844,
1988-04-13,,,3.375664234161377,3.390468692779541,3.3194023847579954,3.3297661185264587,3.065726661682129,2.823287432193756,
1988-04-14,,,3.212803840637207,3.3460522651672364,3.3194023847579954,3.329025959968567,3.076811990737915,2.830159373283386,
1988-04-15,,,3.1683852672576904,3.3075579166412354,3.3149605274200438,3.326064872741699,3.087304368019104,2.8361440443992616,
1988-04-18,,,3.153581142425537,3.2631412982940673,3.3134801149368287,3.3119996309280397,3.0977960300445555,2.844491517543793,
1988-04-19,,,3.3016345500946045,3.242413806915283,3.320882868766785,3.3075579047203063,3.1112487602233885,2.8534333395957945,
1988-04-20,,,3.242412567138672,3.215763473510742,3.3031160831451416,3.2957133889198302,3.1220401239395144,2.8608967685699462,
1988-04-21,,,3.375664234161377,3.2483355522155763,3.297193908691406,3.2964537501335145,3.135201082229614,2.870874276161194,
1988-04-22,,,3.390469074249268,3.2927523136138914,3.3001551151275637,3.2942329049110413,3.148658137321472,2.8820337200164796,
1988-04-25,,,3.4052720069885254,3.3430904865264894,3.303115892410278,3.2986744046211243,3.1624112510681153,2.8930457830429077,
1988-04-26,,,3.4052720069885254,3.3638179779052733,3.303115892410278,3.3038562774658202,3.1758690023422242,2.9039101648330687,
1988-04-27,,,3.4348859786987305,3.402312660217285,3.3090380668640136,3.3142202258110047,3.1896236324310303,2.914922983646393,
1988-04-28,,,3.4200804233551025,3.41119589805603,3.329765725135803,3.3245840549468992,3.2030821514129637,2.9254923343658445,
1988-04-29,,,3.4348859786987305,3.4200792789459227,3.356415796279907,3.3356881618499754,3.2153598165512083,2.936505153179169,
1988-05-02,,,3.4644968509674072,3.431924247741699,3.387507367134094,3.3504937410354616,3.224980397224426,2.9469278931617735,
1988-05-03,,,3.627358913421631,3.4763416290283202,3.420079803466797,3.3704813361167907,3.2396305894851682,2.958240785598755,
1988-05-04,,,3.6421635150909424,3.5177971363067626,3.460054898262024,3.381585490703583,3.2539860725402834,2.969110929965973,
1988-05-05,,,3.582942008972168,3.550369453430176,3.480782675743103,3.3889882922172547,3.265975556373596,2.9789457750320434,
1988-05-06,,,3.790218591690064,3.6214359760284425,3.520757627487183,3.4104563713073732,3.2841783380508422,2.990853385925293,
1988-05-09,,,3.745800733566284,3.6776967525482176,3.5548105001449586,3.4289631962776186,3.3011973667144776,3.0024645137786865,
1988-05-10,,,3.745800733566284,3.7013851165771485,3.5888633728027344,3.4459896326065063,3.3176255941390993,3.01407564163208,
1988-05-11,,,3.597747564315796,3.692501926422119,3.605149531364441,3.457093799114227,3.3315428400039675,3.0236154532432558,
1988-05-12,,,3.597747564315796,3.695463037490845,3.62291624546051,3.476340985298157,3.3454600858688353,3.0328598618507385,
1988-05-13,,,3.627358913421631,3.6628911018371584,3.6421635389328,3.499289667606354,3.3599695587158203,3.0424003839492797,
1988-05-16,,,3.775414228439331,3.6688138008117677,3.673255276679993,3.5303813219070435,3.375071244239807,3.0537168622016906,
1988-05-17,,,3.849441766738892,3.6895420074462892,3.6954635620117187,3.557771682739258,3.388988456726074,3.065773615837097,
1988-05-18,,,3.775414228439331,3.725075340270996,3.7087886333465576,3.584421765804291,3.4002406644821166,3.0764993143081667,
1988-05-19,,,3.805023193359375,3.766530466079712,3.7309967517852782,3.6058897137641908,3.4126772689819336,3.087668790817261,
1988-05-20,,,3.8346357345581055,3.8079858303070067,3.7354384660720825,3.6280980467796327,3.428963384628296,3.099134392738342,
1988-05-23,,,3.760606527328491,3.805024290084839,3.7369190454483032,3.6458647727966307,3.442880563735962,3.1095642948150637,
1988-05-24,,,3.775414228439331,3.790218782424927,3.739880394935608,3.6643718838691712,3.456797785758972,3.1195514965057374,
1988-05-25,,,3.745800733566284,3.784296083450317,3.754685711860657,3.6799176216125487,3.465681109428406,3.1286517786979675,
1988-05-26,,,3.760606527328491,3.775412750244141,3.7709716081619264,3.696943926811218,3.476341099739075,3.1379001188278197,
1988-05-27,,,3.686579704284668,3.745801544189453,3.77689368724823,3.709528613090515,3.4855205535888674,3.148328251838684,
1988-05-30,,,3.686579704284668,3.7309961795806883,3.7680102348327638,3.720632755756378,3.490554428100586,3.1586086750030518,
1988-05-31,,,3.686579704284668,3.713229274749756,3.751724028587341,3.72359379529953,3.496476640701294,3.1697752904891967,
1988-06-01,,,3.81237268447876,3.726543664932251,3.755419874191284,3.732104253768921,3.5031380367279055,3.1821998357772827,
1988-06-02,,,3.8272082805633545,3.7398640155792235,3.757638382911682,3.7443175673484803,3.5124650621414184,3.194477343559265,
1988-06-03,,,3.842041969299317,3.7709564685821535,3.758379006385803,3.746908736228943,3.5206081819534303,3.2066077828407287,
1988-06-06,,,3.8717100620269775,3.8079825401306153,3.769489359855652,3.7532042026519776,3.5317135429382325,3.219034903049469,
1988-06-07,,,3.99038314819336,3.8687432289123533,3.790986251831055,3.7654333233833315,3.5454885149002076,3.2327964544296264,
1988-06-08,,,4.094221591949463,3.925113010406494,3.8258283376693725,3.7902570247650145,3.562820806503296,3.2483348774909975,
1988-06-09,,,4.183227062225342,3.9963167667388917,3.8680903911590576,3.819530999660492,3.5822292709350587,3.2643202686309816,
1988-06-10,,,4.153558731079102,4.058620119094849,3.914788293838501,3.8458409905433655,3.6010443687438967,3.280452063083649,
1988-06-13,,,4.064553260803223,4.0971887588500975,3.9525856494903566,3.86029794216156,3.618967728614807,3.2955461049079897,
1988-06-14,,,4.049716949462891,4.109055519104004,3.9888993740081786,3.87031170129776,3.635409927368164,3.310491783618927,
1988-06-15,,,4.005216121673584,4.091254425048828,4.008183717727661,3.881801795959473,3.647112641334534,3.3246970653533934,
1988-06-16,,,3.945879459381104,4.043784904479981,4.020050835609437,3.888844609260559,3.6573325109481813,3.3368320155143736,
1988-06-17,,,3.945879459381104,4.002249050140381,4.030434584617615,3.894406795501709,3.669032959938049,3.3483761620521544,
1988-06-20,,,3.931049346923828,3.975548267364502,4.0363685131073,3.9029289364814757,3.680140662193298,3.3597720074653625,
1988-06-21,,,4.123889923095703,3.9903828620910646,4.049719190597534,3.9203527212142943,3.694513020515442,3.3735393619537355,
1988-06-22,,,4.138721942901611,4.01708402633667,4.054169225692749,3.939998781681061,3.7097741746902466,3.387750418186188,
1988-06-23,,,4.005216121673584,4.028951358795166,4.036368131637573,3.9522292613983154,3.725622420310974,3.4012172055244445,
1988-06-24,,,3.975548505783081,4.0348851680755615,4.0185671091079715,3.966677701473236,3.7417656850814818,3.414535026550293,
1988-06-27,,,3.901378154754639,4.028950929641724,4.002249598503113,3.9774176239967347,3.7567216253280638,3.42725882768631,
1988-06-28,,,4.005216121673584,4.0052161693573,3.997799515724182,3.9933494448661806,3.7707932567596436,3.441021008491516,
1988-06-29,,,4.005216121673584,3.9785150051116944,3.997799515724182,4.002991616725922,3.7860493278503418,3.454044725894928,
1988-06-30,,,4.064553260803223,3.990382432937622,4.009666895866394,4.014858865737915,3.7998271083831785,3.4675140953063965,
1988-07-01,,,4.005216121673584,3.9963159561157227,4.015600562095642,4.023017573356628,3.812122049331665,3.4803900933265686,3.0385208708047866
1988-07-04,,,4.005216121673584,4.017083549499512,4.023017239570618,4.029692876338959,3.8241209316253664,3.4932660913467406,3.042817285656929
1988-07-05,,,4.034885883331299,4.023017501831054,4.014116835594177,4.031918013095856,3.836713209152222,3.506291105747223,3.0471143394708635
1988-07-06,,,4.005216121673584,4.023017501831054,4.000766253471374,4.027467739582062,3.848119812011719,3.5188717222213746,3.0514107543230056
1988-07-07,,,4.064553260803223,4.023017501831054,4.006699967384338,4.021534049510956,3.861009268760681,3.5320457100868223,3.055782306790352
1988-07-08,68.43052894833284,P,4.005216121673584,4.023017501831054,4.0096667289733885,4.01411691904068,3.8724158716201784,3.5438878440856936,3.0597094744443893
1988-07-11,68.37446512116314,P,3.99038314819336,4.02005090713501,4.018567228317261,4.010408413410187,3.8829335975646972,3.553956997394562,3.0634886318445207
1988-07-12,68.31294214387442,P,3.945879459381104,4.002249622344971,4.012633562088013,4.005216538906097,3.8893040084838866,3.5644672989845274,3.0675622028112413
1988-07-13,68.29542726422152,P,3.96071457862854,3.993349313735962,4.008183407783508,4.002991461753846,3.8956750297546385,3.574830551147461,3.0723007351160048
1988-07-14,68.25841432592226,P,4.005216121673584,3.9814818859100343,4.002249693870544,4.005958294868469,3.904120512008667,3.5850480341911317,3.0768186885118483
1988-07-15,68.25376596419312,P,4.020051956176758,3.984449052810669,4.003733277320862,4.009666919708252,3.908717179298401,3.5964477586746217,3.08104157269001
1988-07-18,68.28562095836882,P,4.064553260803223,3.9992830753326416,4.009666991233826,4.016342115402222,3.9150922298431396,3.6081447982788086,3.0861516028642653
1988-07-19,68.34045996165835,A,4.064553260803223,4.023017835617066,4.012633728981018,4.013375282287598,3.9214672803878785,3.6195464372634887,3.091261633038521
1988-07-20,68.40153630812492,A,4.07938814163208,4.046752548217773,4.0200509309768675,4.010408592224121,3.931100091934204,3.631321465969086,3.0969627791643144
1988-07-21,68.43561091182127,A,4.034885883331299,4.052686500549316,4.0170841932296755,4.011892080307007,3.939842858314514,3.642651472091675,3.103106045126915
1988-07-22,68.45950903136614,A,4.005216121673584,4.049719333648682,4.0170841932296755,4.013375461101532,3.947400002479553,3.6536847805976866,3.1101348382234573
1988-07-25,68.45302234661457,A,3.99038314819336,4.034885311126709,4.0170841932296755,4.017825710773468,3.9516993808746337,3.6633853125572204,3.1198956960439683
1988-07-26,68.45006659733455,A,4.020051956176758,4.025985050201416,4.024501442909241,4.018567502498627,3.955111584663391,3.6720500206947326,3.1286233323812485
1988-07-27,68.36961869008589,A,3.931049346923828,3.9963172912597655,4.0215349197387695,4.014859163761139,3.9582242870330813,3.679232475757599,3.13601977288723
1988-07-28,68.26652729226032,P,3.842041969299317,3.9577485084533697,4.005217504501343,4.003733599185944,3.95896466255188,3.6858209657669065,3.143931202292442
1988-07-29,68.21426947274156,P,3.901378154754639,3.9369809150695807,3.993350124359131,3.998541700839997,3.9602995109558106,3.6946314477920534,3.1529516452550888
1988-08-01,68.22450314807386,P,4.020051956176758,3.94291467666626,3.988899993896484,3.999283492565156,3.9654884195327758,3.704184491634369,3.1633777821063997
1988-08-02,68.219104418009,P,3.99038314819336,3.9369809150695803,3.981482982635498,3.997058355808259,3.9697877979278564,3.7132927918434144,3.1731386399269104
1988-08-03,68.27608225933055,P,4.005216121673584,3.9518142700195313,3.9740657806396484,3.997058355808259,3.9749761056900024,3.720328607559204,3.1828998172283174
1988-08-04,68.38626831880917,P,4.020051956176758,3.9874162673950195,3.972582387924194,3.9948332905769357,3.9801650142669676,3.7282530570030215,3.191701296567917
1988-08-05,68.44304508034462,P,4.020051956176758,4.0111510276794435,3.974065971374512,3.995575082302094,3.9868344593048097,3.7361775064468383,3.199542750120163
1988-08-08,68.39582009498795,P,3.99038314819336,4.005217266082765,3.974065971374512,3.995575082302094,3.9929105281829833,3.7417324781417847,3.207235859632492
1988-08-09,68.32374475503302,P,3.8717100620269775,3.981482648849488,3.9592317819595335,3.991866612434388,3.99661313533783,3.746544888019562,3.214335603713989
1988-08-10,68.1129465777642,P,3.61952805519104,3.9043450355529785,3.9280796527862547,3.974807286262513,3.9927562427520753,3.74794713973999,3.22032212972641
1988-08-11,67.91824425014177,P,3.664031982421875,3.833141040802002,3.910278654098511,3.9577480792999276,3.9894927167892456,3.750978889465332,3.226161941289902
1988-08-12,67.73709295968692,P,3.708534240722656,3.770837497711182,3.8909942626953127,3.9421721935272225,3.9868225622177125,3.7537153720855714,3.2324458062648773
1988-08-15,67.51853530930293,P,3.560194253921509,3.6847997188568113,3.8450084924697876,3.916954243183137,3.980592246055603,3.7561528944969176,3.2387264490127565
1988-08-16,67.45311579169093,P,3.73820161819458,3.658098030090332,3.8197903394699098,3.9006366610527046,3.9755486154556277,3.7605185651779176,3.2460448336601258
1988-08-17,67.52171588908874,P,3.708534240722656,3.6758992671966553,3.790122151374817,3.8820939660072336,3.9678348684310913,3.7653278374671935,3.252328698635101
1988-08-18,67.57102787480763,P,3.753037214279175,3.6937003135681152,3.7634206771850587,3.868001532554627,3.959231071472168,3.7707301712036134,3.258465836048126
1988-08-19,67.60764513966312,P,3.753037214279175,3.702600908279419,3.7367192029953005,3.8553925871849066,3.951220641136169,3.776132504940033,3.2645291256904603
1988-08-22,67.71578081175278,P,3.678866386413574,3.726335334777832,3.7055675268173216,3.8398167490959176,3.9435069036483763,3.781237316131592,3.270221561193466
1988-08-23,67.69099780221649,P,3.6343648433685294,3.705567979812622,3.681833004951477,3.8205323934555055,3.935199861526489,3.785304894447327,3.276134579181671
1988-08-24,67.7390795686929,P,3.723366737365722,3.7085344791412354,3.6922168731689453,3.8101482629776,3.929562873840332,3.788337757587433,3.282492606639862
1988-08-25,67.76251745518299,P,3.6937015056610103,3.696667337417602,3.695183825492859,3.8027312397956843,3.9245193147659303,3.790925912857056,3.2887023079395292
1988-08-26,67.75984921368736,P,3.6491994857788086,3.6758997917175287,3.689250349998474,3.7901223063468925,3.9185857152938843,3.7938093376159667,3.294689499139786
