Date,GRADE,GPS,LYV,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2005-12-21,,,10.850000381469728,,,,,,
2005-12-22,,,10.600000381469728,,,,,,
2005-12-23,,,11.949999809265137,,,,,,
2005-12-26,,,11.949999809265137,,,,,,
2005-12-27,,,12.5,11.570000076293946,,,,,
2005-12-28,,,13.300000190734863,12.060000038146972,,,,,
2005-12-29,,,13.210000038146973,12.581999969482421,,,,,
2005-12-30,,,13.100000381469728,12.81200008392334,,,,,
2006-01-02,,,13.100000381469728,13.042000198364258,,,,,
2006-01-03,,,13.5,13.242000198364257,12.406000137329102,,,,
2006-01-04,,,13.0,13.182000160217285,12.62100009918213,,,,
2006-01-05,,,13.0,13.140000152587891,12.861000061035156,,,,
2006-01-06,,,12.93000030517578,13.1060001373291,12.95900011062622,,,,
2006-01-09,,,13.75,13.236000061035156,13.139000129699706,,,,
2006-01-10,,,13.649999618530272,13.26599998474121,13.254000091552735,,,,
2006-01-11,,,14.31999969482422,13.529999923706054,13.35600004196167,,,,
2006-01-12,,,14.399999618530272,13.80999984741211,13.475,,,,
2006-01-13,,,14.770000457763672,14.177999877929688,13.642000007629395,,,,
2006-01-16,,,14.770000457763672,14.381999969482422,13.809000015258789,,,,
2006-01-17,,,14.869999885559082,14.626000022888183,13.946000003814698,13.176000070571899,,,
2006-01-18,,,14.489999771118164,14.660000038146972,14.094999980926513,13.358000040054321,,,
2006-01-19,,,15.220000267028809,14.82400016784668,14.317000007629394,13.589000034332276,,,
2006-01-20,,,16.559999465942383,15.181999969482423,14.679999923706054,13.819500017166138,,,
2006-01-23,,,17.59000015258789,15.745999908447265,15.063999938964844,14.101500034332275,,,
2006-01-24,,,17.59000015258789,16.289999961853027,15.457999992370606,14.35600004196167,,,
2006-01-25,,,16.729999542236328,16.73799991607666,15.698999977111816,14.527500009536743,,,
2006-01-26,,,16.56999969482422,17.00799980163574,15.91599998474121,14.695499992370605,,,
2006-01-27,,,17.049999237060547,17.105999755859376,16.1439998626709,14.892999935150147,,,
2006-01-30,,,17.239999771118164,17.03599967956543,16.390999794006348,15.099999904632568,,,
2006-01-31,,,17.75,17.067999649047852,16.678999805450438,15.312499904632569,,,
2006-02-01,,,17.510000228881836,17.223999786376954,16.980999851226805,15.53799991607666,,,
2006-02-02,,,17.399999618530273,17.389999771118163,17.19899978637695,15.757999897003174,,,
2006-02-03,,,17.649999618530273,17.50999984741211,17.30799980163574,15.993999862670899,,,
2006-02-06,,,17.639999389648438,17.589999771118165,17.312999725341797,16.18849983215332,,,
2006-02-07,,,17.760000228881836,17.591999816894532,17.329999732971192,16.3939998626709,,,
2006-02-08,,,17.8700008392334,17.663999938964842,17.4439998626709,16.57149991989136,,,
2006-02-09,,,18.950000762939453,17.97400016784668,17.681999969482423,16.798999977111816,,,
2006-02-10,,,19.06999969482422,18.25800018310547,17.88400001525879,17.013999938964844,,,
2006-02-13,,,19.399999618530277,18.610000228881837,18.1,17.245499897003175,,,
2006-02-14,,,19.020000457763672,18.862000274658204,18.227000045776368,17.452999925613405,,,
2006-02-15,,,19.06999969482422,19.102000045776368,18.382999992370607,17.681999921798706,,,
2006-02-16,,,18.5,19.011999893188477,18.493000030517578,17.845999908447265,,,
2006-02-17,,,17.940000534057617,18.786000061035157,18.522000122070313,17.914999961853027,,,
2006-02-20,,,17.940000534057617,18.494000244140626,18.55200023651123,17.932499980926515,,,
2006-02-21,,,18.93000030517578,18.476000213623045,18.669000244140626,17.999499988555907,,,
2006-02-22,,,18.940000534057617,18.450000381469728,18.776000213623046,18.11000003814697,,,
2006-02-23,,,18.709999084472656,18.49200019836426,18.752000045776366,18.217000007629395,,,
2006-02-24,,,18.489999771118164,18.602000045776368,18.694000053405762,18.289000034332275,,,
2006-02-27,,,17.90999984741211,18.595999908447265,18.545000076293945,18.322500038146973,,,
2006-02-28,,,17.850000381469727,18.379999923706055,18.428000068664552,18.32750005722046,15.93720001220703,,
2006-03-01,,,17.790000915527344,18.15,18.300000190734863,18.341500091552735,16.076000022888184,,
2006-03-02,,,17.719999313354492,17.952000045776366,18.222000122070312,18.357500076293945,16.21840000152588,,
2006-03-03,,,17.549999237060547,17.763999938964844,18.182999992370604,18.35250005722046,16.330399990081787,,
2006-03-06,,,18.21999931335449,17.82599983215332,18.21099987030029,18.381500053405762,16.455799980163576,,
2006-03-07,,,17.950000762939453,17.845999908447265,18.11299991607666,18.391000080108643,16.564799995422362,,
2006-03-08,,,17.950000762939453,17.87799987792969,18.013999938964844,18.395000076293947,16.657800006866456,,
2006-03-09,,,18.11000061035156,17.956000137329102,17.954000091552736,18.35300006866455,16.75580001831055,,
2006-03-10,,,18.07999992370605,18.0620002746582,17.913000106811523,18.30350008010864,16.855400009155275,,
2006-03-13,,,17.979999542236328,18.01400032043457,17.920000076293945,18.232500076293945,16.952999992370607,,
2006-03-14,,,18.209999084472656,18.065999984741207,17.95599994659424,18.192000007629396,17.04719997406006,,
2006-03-15,,,18.0,18.075999832153318,17.976999855041505,18.138500022888184,17.147199974060058,,
2006-03-16,,,18.5,18.153999710083006,18.054999923706056,18.138500022888184,17.257199974060057,,
2006-03-17,,,18.51000022888184,18.239999771118164,18.151000022888184,18.167000007629394,17.36879997253418,,
2006-03-20,,,18.61000061035156,18.36599998474121,18.190000152587892,18.200500011444092,17.46599998474121,,
2006-03-21,,,18.850000381469727,18.494000244140626,18.280000114440917,18.19650001525879,17.57,,
2006-03-22,,,19.0,18.694000244140625,18.385000038146973,18.199499988555907,17.663600006103515,,
2006-03-23,,,18.850000381469727,18.76400032043457,18.459000015258788,18.20650005340576,17.752600021362305,,
2006-03-24,,,18.850000381469727,18.83200035095215,18.536000061035157,18.22450008392334,17.834200019836427,,
2006-03-27,,,18.71999931335449,18.854000091552734,18.61000003814697,18.26500005722046,17.913199996948244,,
2006-03-28,,,18.93000030517578,18.870000076293945,18.682000160217285,18.319000053405762,17.994400005340577,,
2006-03-29,,,18.989999771118164,18.868000030517578,18.7810001373291,18.378999996185303,18.084400005340576,,
2006-03-30,,,19.020000457763672,18.90200004577637,18.83300018310547,18.444000053405762,18.160400009155275,,
2006-03-31,,,19.84000015258789,19.1,18.966000175476076,18.55850009918213,18.226000022888183,,
2006-04-03,,,19.170000076293945,19.190000152587892,19.022000122070313,18.6060001373291,18.257600021362304,,
2006-04-04,,,19.020000457763672,19.20800018310547,19.03900012969971,18.659500122070312,18.28620002746582,,
2006-04-05,,,19.0,19.210000228881835,19.03900012969971,18.71200008392334,18.331600036621094,,
2006-04-06,,,19.190000534057617,19.244000244140626,19.073000144958495,18.766000080108643,18.38400005340576,,
2006-04-07,,,19.200000762939453,19.116000366210937,19.108000183105467,18.822000122070314,18.42700008392334,,
2006-04-10,,,19.059999465942383,19.094000244140624,19.142000198364258,18.876000118255615,18.463400077819824,,
2006-04-11,,,19.0,19.09000015258789,19.14900016784668,18.915500164031982,18.488400077819826,,
2006-04-12,,,19.170000076293945,19.12400016784668,19.167000198364256,18.97400016784668,18.521600074768067,,
2006-04-13,,,19.200000762939453,19.126000213623048,19.185000228881837,19.00900020599365,18.55760009765625,,
2006-04-14,,,19.200000762939453,19.126000213623048,19.121000289916992,19.043500232696534,18.588600120544434,,
2006-04-17,,,19.38999938964844,19.19200019836426,19.143000221252443,19.082500171661376,18.623600120544435,,
2006-04-18,,,19.299999237060547,19.252000045776366,19.17100009918213,19.10500011444092,18.654400100708006,,
2006-04-19,,,19.239999771118164,19.26599998474121,19.195000076293944,19.117000102996826,18.681800079345702,,
2006-04-20,,,19.229999542236328,19.271999740600585,19.198999977111818,19.136000061035155,18.68740005493164,,
2006-04-21,,,19.15999984741211,19.26399955749512,19.19499988555908,19.151500034332276,18.6892000579834,,
2006-04-24,,,19.25,19.23599967956543,19.213999938964843,19.178000068664552,18.686200065612795,,
2006-04-25,,,19.209999084472656,19.21799964904785,19.23499984741211,19.192000007629396,18.690000038146973,,
2006-04-26,,,19.36000061035156,19.24199981689453,19.25399990081787,19.210500049591065,18.695800056457518,,
2006-04-27,,,19.149999618530277,19.22599983215332,19.248999786376952,19.217000007629395,18.708800048828124,,
2006-04-28,,,19.0,19.1939998626709,19.22899971008301,19.175,18.730000038146972,,
2006-05-01,,,19.40999984741211,19.22599983215332,19.230999755859376,19.186999988555907,18.759400024414063,,
2006-05-02,,,19.36000061035156,19.256000137329103,19.236999893188475,19.203999996185303,18.768000030517577,,
2006-05-03,,,19.38999938964844,19.261999893188477,19.251999855041504,19.223499965667724,18.777000007629393,,
2006-05-04,,,19.5,19.33199996948242,19.278999900817873,19.238999938964845,18.79280002593994,,
2006-05-05,,,20.239999771118164,19.579999923706055,19.386999893188477,19.29099988937378,18.82780002593994,,
2006-05-08,,,20.13999938964844,19.72599983215332,19.47599983215332,19.344999885559083,18.872400016784667,,
2006-05-09,,,21.0,20.05399971008301,19.654999923706054,19.44499988555908,18.935400009155273,17.43630001068115,
2006-05-10,,,21.25,20.42599983215332,19.8439998626709,19.548999881744386,19.004599990844728,17.540300006866456,
2006-05-11,,,20.950000762939453,20.71599998474121,20.023999977111817,19.636499881744385,19.069200019836426,17.64380001068115,
2006-05-12,,,21.059999465942383,20.879999923706055,20.229999923706053,19.72949981689453,19.139400024414062,17.734900007247926,
2006-05-15,,,21.690000534057617,21.190000152587892,20.457999992370606,19.84449987411499,19.208800048828124,17.83230001449585,
2006-05-16,,,21.61000061035156,21.312000274658203,20.682999992370604,19.95999994277954,19.282000045776368,17.923400020599367,
2006-05-17,,,20.809999465942383,21.22400016784668,20.825,20.038499927520753,19.339200019836426,17.99850001335144,
2006-05-18,,,21.65999984741211,21.36599998474121,21.040999984741212,20.159999942779542,19.410200004577636,18.083000011444092,
2006-05-19,,,21.799999237060547,21.513999938964844,21.196999931335448,20.291999912261964,19.48459999084473,18.17,
2006-05-22,,,21.309999465942383,21.437999725341797,21.313999938964844,20.39499988555908,19.551199989318846,18.252099990844727,
2006-05-23,,,21.40999984741211,21.397999572753907,21.354999923706053,20.504999923706055,19.615200004577638,18.331199989318847,
2006-05-24,,,21.229999542236328,21.481999588012695,21.352999877929687,20.598499870300294,19.679799995422364,18.41349998474121,
2006-05-25,,,22.049999237060547,21.559999465942383,21.462999725341795,20.743499851226808,19.750799980163574,18.503999977111818,
2006-05-26,,,23.34000015258789,21.867999649047853,21.69099979400635,20.960499858856203,19.847399978637696,18.608099975585937,
2006-05-29,,,23.34000015258789,22.273999786376955,21.855999755859376,21.15699987411499,19.94199996948242,18.703999977111817,
2006-05-30,,,22.649999618530277,22.521999740600585,21.959999656677248,21.321499824523926,20.017999954223633,18.793999977111817,
2006-05-31,,,22.799999237060547,22.83599967956543,22.158999633789062,21.49199981689453,20.093999938964842,18.87879997253418,
2006-06-01,,,23.459999084472656,23.117999649047853,22.338999557495118,21.689999771118163,20.186199913024904,18.969399967193603,
2006-06-02,,,23.68000030517578,23.18599967956543,22.52699966430664,21.861999797821046,20.282799911499023,19.058499965667725,
2006-06-05,,,23.899999618530277,23.29799957275391,22.78599967956543,22.049999809265138,20.38639991760254,19.14979995727539,
2006-06-06,,,24.270000457763672,23.621999740600586,23.071999740600585,22.21349983215332,20.4931999206543,19.243799962997436,
2006-06-07,,,24.57999992370605,23.977999877929687,23.406999778747558,22.379999828338622,20.604999923706053,19.344699964523315,
2006-06-08,,,24.1299991607666,24.111999893188475,23.614999771118164,22.53899974822998,20.707199897766113,19.433799953460692,
2006-06-09,,,23.75,24.12599983215332,23.655999755859376,22.67349977493286,20.785399894714356,19.50569995880127,
2006-06-12,,,23.030000686645508,23.952000045776366,23.624999809265137,22.740499782562257,20.862599906921385,19.560099964141845,
2006-06-13,,,22.040000915527344,23.506000137329103,23.563999938964844,22.761999797821044,20.92299991607666,19.60459997177124,
2006-06-14,,,20.93000030517578,22.776000213623046,23.377000045776366,22.767999839782714,20.961599922180177,19.646599979400634,
2006-06-15,,,20.809999465942383,22.112000274658204,23.11200008392334,22.725499820709228,20.993999900817872,19.688999977111816,
2006-06-16,,,21.190000534057617,21.600000381469727,22.863000106811523,22.69499988555908,21.033799896240236,19.730399990081786,
2006-06-19,,,21.5,21.294000244140626,22.623000144958496,22.704499912261962,21.082599906921388,19.772999992370604,
2006-06-20,,,21.75,21.236000061035156,22.37100009918213,22.721499919891357,21.137599906921388,19.812999992370607,
2006-06-21,,,21.690000534057617,21.388000106811525,22.082000160217284,22.744499969482423,21.18799991607666,19.854799995422365,
2006-06-22,,,21.959999084472656,21.618000030517578,21.86500015258789,22.739999961853027,21.243199882507323,19.900399990081787,
2006-06-23,,,21.43000030517578,21.665999984741212,21.63300018310547,22.64449996948242,21.28779987335205,19.938199996948242,
2006-06-26,,,21.790000915527344,21.72400016784668,21.50900020599365,22.567000007629396,21.335799903869628,19.979700012207033,
2006-06-27,,,20.93000030517578,21.560000228881837,21.398000144958495,22.48100004196167,21.368399925231934,20.011400012969972,
2006-06-28,,,21.07999992370605,21.438000106811522,21.413000106811523,22.395000076293947,21.405199928283693,20.043500003814696,
2006-06-29,,,22.0,21.44600028991699,21.532000160217287,22.322000122070314,21.460599937438964,20.073999996185304,
2006-06-30,,,20.36000061035156,21.23200035095215,21.44900016784668,22.1560001373291,21.484599952697753,20.086900005340578,
2006-07-03,,,20.96999931335449,21.068000030517577,21.396000099182128,22.009500122070314,21.518999938964843,20.102600002288817,
2006-07-04,,,20.96999931335449,21.07599983215332,21.318000030517577,21.844500064849854,21.554199943542482,20.122099990844728,
2006-07-05,,,20.8700008392334,21.03400001525879,21.236000061035156,21.65900011062622,21.58439994812012,20.14010000228882,
2006-07-06,,,20.76000022888184,20.786000061035157,21.116000175476074,21.49050016403198,21.61659996032715,20.162700004577637,
2006-07-07,,,20.979999542236328,20.90999984741211,21.07100009918213,21.352000141143797,21.656199951171875,20.193099994659423,
2006-07-10,,,21.450000762939453,21.006000137329103,21.03700008392334,21.273000144958495,21.696999969482423,20.22819999694824,
2006-07-11,,,21.799999237060547,21.172000122070312,21.123999977111815,21.261000061035155,21.745799942016603,20.25689998626709,
2006-07-12,,,21.5,21.297999954223634,21.165999984741212,21.289500045776368,21.787999954223633,20.282499980926513,
2006-07-13,,,21.61000061035156,21.46800003051758,21.127000045776366,21.329500102996825,21.830199966430666,20.311499996185304,
2006-07-14,,,21.82999992370605,21.63800010681152,21.273999977111814,21.36150007247925,21.861999969482422,20.34489999771118,
2006-07-17,,,22.15999984741211,21.77999992370605,21.393000030517577,21.394500064849854,21.902399978637696,20.38739999771118,
2006-07-18,,,21.780000686645508,21.776000213623043,21.47400016784668,21.396000099182128,21.917999992370607,20.42670000076294,
2006-07-19,,,22.209999084472656,21.918000030517575,21.607999992370605,21.422000026702882,21.937199974060057,20.470899982452394,
2006-07-20,,,21.899999618530277,21.97599983215332,21.72199993133545,21.41900005340576,21.956199951171875,20.51269998550415,
2006-07-21,,,21.190000534057617,21.84799995422363,21.743000030517578,21.407000064849854,21.95879997253418,20.54909999847412,
2006-07-24,,,20.93000030517578,21.602000045776368,21.69099998474121,21.364000034332275,21.943599967956544,20.576200008392334,
2006-07-25,,,21.030000686645508,21.452000045776366,21.614000129699708,21.369000053405763,21.931999969482423,20.607000007629395,
2006-07-26,,,21.76000022888184,21.362000274658207,21.64000015258789,21.40300006866455,21.950999984741213,20.645100002288817,
2006-07-27,,,21.399999618530277,21.262000274658202,21.619000053405763,21.373000049591063,21.945799980163574,20.677999992370605,
2006-07-28,,,21.479999542236328,21.320000076293944,21.58400001525879,21.428999996185304,21.93939998626709,20.71199998855591,
2006-07-31,,,20.959999084472656,21.32599983215332,21.463999938964847,21.42849998474121,21.932399978637694,20.74179998397827,
2006-08-01,,,20.34000015258789,21.187999725341797,21.319999885559085,21.39700002670288,21.91099998474121,20.763099994659424,
2006-08-02,,,20.90999984741211,21.01799964904785,21.18999996185303,21.398999977111817,21.904599990844726,20.792199993133544,
2006-08-03,,,20.350000381469727,20.80799980163574,21.035000038146972,21.37849998474121,21.87060001373291,20.81069999694824,
2006-08-04,,,19.459999084472656,20.403999710083006,20.861999893188475,21.302499961853027,21.792999992370607,20.82019998550415,
2006-08-07,,,19.15999984741211,20.043999862670898,20.684999847412108,21.18799991607666,21.70939998626709,20.825699977874756,
