Date,GRADE,GPS,KIM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1991-11-22,,,0.8185835480690002,,,,,,
1991-11-25,,,0.8185835480690002,,,,,,
1991-11-26,,,0.8185835480690002,,,,,,
1991-11-27,,,0.8185835480690002,,,,,,
1991-11-28,,,0.8185835480690002,0.8185835480690002,,,,,
1991-11-29,,,0.8185835480690002,0.8185835480690002,,,,,
1991-12-02,,,0.8134675025939941,0.817560338973999,,,,,
1991-12-03,,,0.8134675025939941,0.8165371298789978,,,,,
1991-12-04,,,0.8134675025939941,0.8155139207839965,,,,,
1991-12-05,,,0.8134675025939941,0.8144907116889953,0.8165371298789978,,,,
1991-12-06,,,0.8083512783050537,0.8124442577362061,0.8155139029026032,,,,
1991-12-09,,,0.8083512783050537,0.811421012878418,0.8144906759262085,,,,
1991-12-10,,,0.8083512783050537,0.8103977680206299,0.8134674489498138,,,,
1991-12-11,,,0.8083512783050537,0.8093745231628418,0.8124442219734191,,,,
1991-12-12,,,0.8083512783050537,0.8083512783050537,0.8114209949970246,,,,
1991-12-13,,,0.8083512783050537,0.8083512783050537,0.8103977680206299,,,,
1991-12-16,,,0.8083512783050537,0.8083512783050537,0.8098861455917359,,,,
1991-12-17,,,0.8134675025939941,0.8093745231628418,0.8098861455917359,,,,
1991-12-18,,,0.8134675025939941,0.8103977680206299,0.8098861455917359,,,,
1991-12-19,,,0.8185835480690002,0.8124442219734191,0.8103977501392364,0.8134674400091171,,,
1991-12-20,,,0.8185835480690002,0.8144906759262085,0.8114209771156311,0.8134674400091171,,,
1991-12-23,,,0.8390481472015381,0.8206300497055053,0.8144906640052796,0.814490669965744,,,
1991-12-24,,,0.833932101726532,0.824722969532013,0.8170487463474274,0.8152580976486206,,,
1991-12-25,,,0.833932101726532,0.8288158893585205,0.8196068286895752,0.8160255253314972,,,
1991-12-26,,,0.849280834197998,0.83495534658432,0.8236997842788696,0.8175603896379471,,,
1991-12-27,,,0.8441643714904785,0.8400715112686157,0.8272810935974121,0.818839430809021,,,
1991-12-30,,,0.8441643714904785,0.8410947561264038,0.8308624029159546,0.8203742742538452,,,
1991-12-31,,,0.8799770474433899,0.8503037452697754,0.8375133574008942,0.823699751496315,,,
1992-01-01,,,0.8799770474433899,0.859512734413147,0.8441643118858337,0.8270252287387848,,,
1992-01-02,,,0.8799770474433899,0.8656519770622253,0.8503036618232727,0.8303507059812546,,,
1992-01-03,,,0.8850937485694885,0.8738378524780274,0.8569546818733216,0.8341878294944763,,,
1992-01-06,,,0.9055583477020264,0.8861166477203369,0.8636057019233704,0.8390481829643249,,,
1992-01-07,,,0.9106743931770324,0.8922561168670654,0.8712799310684204,0.8441643387079238,,,
1992-01-08,,,0.9106743931770324,0.898395586013794,0.8789541602134705,0.8492804944515229,,,
1992-01-09,,,0.9055583477020264,0.9035118460655213,0.8845819115638733,0.8541408479213715,,,
1992-01-10,,,0.9209063649177552,0.9106743693351745,0.892256110906601,0.8597686022520066,,,
1992-01-13,,,0.9209063649177552,0.9137439727783203,0.8999303102493286,0.8653963565826416,,,
1992-01-14,,,0.9362550377845764,0.9188601016998291,0.9055581092834473,0.8715357333421707,,,
1992-01-15,,,0.9464874267578124,0.9260227084159851,0.9122091472148895,0.8781867295503616,,,
1992-01-16,,,0.9464874267578124,0.9342085242271423,0.9188601851463318,0.8845819234848022,,,
1992-01-17,,,0.951603353023529,0.9403479218482971,0.9255111455917359,0.8912329137325287,,,
1992-01-20,,,0.9464874267578124,0.9454641342163086,0.9296040534973145,0.8966048777103424,,,
1992-01-21,,,0.951603353023529,0.9485337972640991,0.9336969494819641,0.9024884402751923,,,
1992-01-22,,,0.951603353023529,0.9495569825172424,0.9377898454666138,0.9083720028400422,,,
1992-01-23,,,0.951603353023529,0.9505801677703858,0.942394345998764,0.9134881287813187,,,
1992-01-24,,,0.9581143856048584,0.9518823742866516,0.9461151480674743,0.9191856294870376,,,
1992-01-27,,,0.9529630541801452,0.9531774997711182,0.9493208169937134,0.924625563621521,,,
1992-01-28,,,0.9632655382156372,0.9555099368095398,0.9520218670368195,0.9287899881601334,,,
1992-01-29,,,0.9684160351753236,0.9588724732398987,0.9542147278785705,0.93321193754673,,,
1992-01-30,,,0.9735684990882874,0.9632655024528504,0.956922835111618,0.9378915101289749,0.8706043124198913,,
1992-01-31,,,0.9735684990882874,0.9663563251495362,0.9591193497180939,0.9423152476549148,0.8737040114402771,,
1992-02-03,,,0.9787188172340392,0.971507477760315,0.9623424887657166,0.9459732711315155,0.8769067168235779,,
1992-02-04,,,0.9890211820602416,0.9766586065292359,0.9660842716693878,0.9498906105756759,0.8803154695034027,,
1992-02-05,,,0.999323546886444,0.98284010887146,0.9708562910556793,0.9543230682611465,0.8839302694797516,,
1992-02-06,,,0.999323546886444,0.9879911184310913,0.9756283104419708,0.9590113282203674,0.8875450694561005,,
1992-02-07,,,1.0096259117126465,0.9952026009559631,0.9807794630527497,0.963447305560112,0.8913659167289734,,
1992-02-10,,,1.0096259117126465,1.0013840198516846,0.9864457488059998,0.9678832828998566,0.8952890849113464,,
1992-02-11,,,1.004474639892578,1.0044747114181516,0.9905666589736937,0.9712942630052567,0.8991092276573182,,
1992-02-12,,,1.004474639892578,1.0055049300193786,0.9941725194454192,0.9741936236619949,0.9029293704032898,,
1992-02-13,,,0.9941720962524414,1.004474639892578,0.9962328791618346,0.9765778571367264,0.9065434622764588,,
1992-02-14,,,0.9941720962524414,1.0013838768005372,0.9982932388782499,0.978706294298172,0.9102598786354065,,
1992-02-17,,,0.9941720962524414,0.998293113708496,0.9998385667800902,0.9810905277729034,0.9139762949943543,,
1992-02-18,,,0.9890211820602416,0.9952024221420286,0.9998385667800902,0.9829614192247391,0.917589693069458,,
1992-02-19,,,0.9838700294494628,0.9910815000534058,0.998293215036392,0.9845747530460358,0.9211000680923462,,
1992-02-20,,,0.9787188172340392,0.9879908442497254,0.9962327420711515,0.9859305262565613,0.9245074188709259,,
1992-02-21,,,0.9787188172340392,0.9849001884460449,0.993142032623291,0.9869607478380203,0.9279147696495056,,
1992-02-24,,,0.9838700294494628,0.9828397750854491,0.9905664443969726,0.988506096601486,0.9314251446723938,,
1992-02-25,,,0.9890211820602416,0.9828397750854491,0.989021098613739,0.9897938787937163,0.9349362182617188,,
1992-02-26,,,0.9787188172340392,0.9818095326423644,0.9864455163478851,0.990309017896652,0.9382412445545196,,
1992-02-27,,,0.999323546886444,0.9859304785728454,0.9869606614112854,0.9915967702865599,0.9418560445308686,,
1992-02-28,,,0.9890211820602416,0.9879909515380858,0.9864455699920655,0.9923694044351576,0.9452647972106933,,
1992-03-02,,,1.0147768259048462,0.9941723108291626,0.9885060429573059,0.9941723048686979,0.9487793707847595,,
1992-03-03,,,1.0302308797836304,1.0024142503738402,0.9926270127296448,0.9962327897548674,0.9527053463459015,,
1992-03-04,,,1.035381555557251,1.0137467980384827,0.9977781653404236,0.9980356901884078,0.9567343354225158,,
1992-03-05,,,1.0096259117126465,1.0158072710037231,1.0008688747882843,0.9985508084297179,0.9599412369728089,,
1992-03-06,,,0.9941720962524414,1.0168374538421632,1.0024142026901246,0.9977781176567075,0.9629413914680481,,
1992-03-09,,,1.0096259117126465,1.0158072710037231,1.004989790916443,0.9977781176567075,0.9662506222724915,,
1992-03-10,,,0.999323546886444,1.0096258044242858,1.0060200273990632,0.9975205630064009,0.9686375522613525,,
1992-03-11,,,0.999323546886444,1.0024142026901246,1.0080805003643036,0.9972630083560942,0.9710244822502136,,
1992-03-12,,,0.9941720962524414,0.9993234395980835,1.0075653553009034,0.9972630083560942,0.9733083832263947,,
1992-03-13,,,1.004474639892578,1.0013839483261109,1.009110701084137,0.997778135538101,0.9756960010528565,,
1992-03-16,,,0.9941720962524414,0.9982931852340698,1.0070502281188964,0.997778135538101,0.9774682760238648,,
1992-03-17,,,0.9890211820602416,0.9962327122688291,1.0029292583465574,0.997778135538101,0.979035211801529,,
1992-03-18,,,0.9890211820602416,0.9941722393035887,0.9982932209968565,0.9980356931686399,0.9806021475791931,,
1992-03-19,,,0.999323546886444,0.9952025294303892,0.9972629845142362,0.9990659296512602,0.9824774515628815,,
1992-03-20,,,0.9890211820602416,0.9921118378639221,0.9967478930950163,0.9995810478925705,0.9838397479057313,,
1992-03-23,,,0.9941720962524414,0.9921118378639221,0.9952025115489957,1.0000961512327193,0.9853050625324249,,
1992-03-24,,,0.9787188172340392,0.9900513648986815,0.9931420385837553,0.9995810329914093,0.9861543381214142,,
1992-03-25,,,0.9735684990882874,0.9869608283042905,0.9905665338039397,0.9993235170841217,0.9866959595680237,,
1992-03-26,,,0.9684160351753236,0.9807793259620666,0.9879909276962279,0.9977781414985657,0.9871345317363739,,
1992-03-27,,,0.9684160351753236,0.976658296585083,0.9843850672245026,0.9967478841543198,0.9874707853794098,,
1992-03-30,,,0.9684160351753236,0.9715070843696594,0.9818094611167908,0.9944298446178437,0.98790935754776,,
1992-03-31,,,0.9735684990882874,0.970477020740509,0.9802641928195953,0.9915967255830764,0.9883486604690552,,
1992-04-01,,,0.9684160351753236,0.9694465279579163,0.9782036781311035,0.9882484495639801,0.988684914112091,,
