Date,GRADE,GPS,TTWO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1997-07-07,,,5.333003520965576,5.41633186340332,5.507992935180664,5.537157940864563,5.342170000076294,,
1997-07-08,,,5.624652862548828,5.424664783477783,5.512159395217895,5.551740407943726,5.356335792541504,,
1997-07-09,,,5.499660491943359,5.424664783477783,5.528825092315674,5.555906796455384,5.365501890182495,,
1997-07-10,,,5.499660491943359,5.45799617767334,5.499660205841065,5.543407583236695,5.373001432418823,,
1997-07-11,,,5.333003520965576,5.45799617767334,5.462162494659424,5.522575521469117,5.379667682647705,,
1997-07-14,,,5.499660491943359,5.491327571868896,5.453829717636109,5.510076308250428,5.393000202178955,,
1997-07-15,,,5.333003520965576,5.432997703552246,5.428831243515015,5.493410634994507,5.40299958229065,,
1997-07-16,,,5.083019256591797,5.349669456481934,5.387167119979859,5.468412184715271,5.4063327026367185,,
1997-07-17,,,5.083019256591797,5.266341209411621,5.362168693542481,5.447580122947693,5.412998952865601,,
1997-07-18,,,5.166347980499268,5.233010101318359,5.345503139495849,5.430914497375488,5.419665222167969,,
1997-07-21,,,5.083019256591797,5.149681854248047,5.3205047130584715,5.414248824119568,5.412998952865601,,
1997-07-22,,,5.374668121337891,5.15801477432251,5.295506238937378,5.403832817077637,5.4071659755706785,,
1997-07-23,,,5.249675750732422,5.191346073150635,5.270507764816284,5.399666428565979,5.40216628074646,,
1997-07-24,,,5.249675750732422,5.22467737197876,5.245509290695191,5.372584748268127,5.400499725341797,,
1997-07-25,,,5.249675750732422,5.241342926025391,5.237176513671875,5.349669504165649,5.395500030517578,,
1997-07-28,,,5.333003520965576,5.291339778900147,5.220510816574096,5.337170267105103,5.393833446502685,,
1997-07-29,,,5.249675750732422,5.266341304779052,5.212178039550781,5.320504641532898,5.393833446502685,,
1997-07-30,,,5.291340351104736,5.2746742248535154,5.233010149002075,5.310088634490967,5.396333293914795,,
1997-07-31,,,5.457995891571045,5.31633825302124,5.2705078125,5.31633825302124,5.40216625213623,,
1997-08-01,,,5.395499706268311,5.345503044128419,5.293422985076904,5.319463062286377,5.407582578659057,,
1997-08-04,,,5.166347980499268,5.312171936035156,5.3017558574676515,5.3111302852630615,5.408415870666504,,
1997-08-05,,,5.249675750732422,5.312171936035156,5.289256620407104,5.292381429672242,5.406749315261841,,
1997-08-06,,,5.249675750732422,5.303839015960693,5.289256620407104,5.279882192611694,5.405082759857177,,
1997-08-07,,,5.166347980499268,5.245509433746338,5.280923843383789,5.26321656703949,5.401749649047852,,
1997-08-08,,,5.291340351104736,5.224677562713623,5.28509030342102,5.261133408546447,5.4025829410552975,,
1997-08-11,,,5.083019256591797,5.208011817932129,5.260091876983642,5.240301346778869,5.399249811172485,,
1997-08-12,,,4.999691009521484,5.158014869689941,5.235093402862549,5.223635721206665,5.389250421524048,,
1997-08-13,,,4.999691009521484,5.108017921447754,5.205928468704224,5.219469308853149,5.382584171295166,,
1997-08-14,,,4.458057880401611,4.9663599014282225,5.10593466758728,5.1882212400436405,5.362585411071778,,
1997-08-15,,,4.833034515380859,4.874698734283447,5.049688148498535,5.1715555667877195,5.352586030960083,,
1997-08-18,,,4.833034515380859,4.82470178604126,5.016356801986694,5.159056329727173,5.342586650848388,,
1997-08-19,,,4.91636323928833,4.808036231994629,4.983025550842285,5.136141085624695,5.334253845214843,,
1997-08-20,,,4.999691009521484,4.808036231994629,4.958027076721192,5.123641848564148,5.3259210109710695,,
1997-08-21,,,4.874699115753174,4.891364479064942,4.928862190246582,5.104893016815185,5.30842209815979,,
1997-08-22,,,4.791370868682861,4.883031749725342,4.8788652420043945,5.081977772712707,5.289256620407104,,
1997-08-25,,,4.666378974914551,4.84970064163208,4.83720121383667,5.048646545410156,5.267591304779053,,
1997-08-26,,,4.999691009521484,4.866366195678711,4.83720121383667,5.0361473083496096,5.254258785247803,,
1997-08-27,,,4.91636323928833,4.84970064163208,4.828868436813354,5.017398452758789,5.240926284790039,,
1997-08-28,,,4.91636323928833,4.858033466339111,4.874698972702026,4.9903168201446535,5.229260339736938,,
1997-08-29,,,4.999691009521484,4.899697494506836,4.891364622116089,4.970526385307312,5.2192609500885006,,
1997-09-01,,,4.999691009521484,4.9663599014282225,4.908030271530151,4.962193536758423,5.210928115844727,5.141140773296356,
1997-09-02,,,4.999691009521484,4.9663599014282225,4.916363048553467,4.949694299697876,5.199262170791626,5.151973431110382,
1997-09-03,,,5.166347980499268,5.0163568496704105,4.933028745651245,4.945527911186218,5.1959290599823,5.166555869579315,
1997-09-04,,,4.91636323928833,5.0163568496704105,4.93719515800476,4.933028674125671,5.178430137634277,5.17738853931427,
1997-09-05,,,4.833034515380859,4.983025550842285,4.94136152267456,4.910113382339477,5.160931215286255,5.185721354484558,
1997-09-08,,,4.833034515380859,4.94969425201416,4.958027076721192,4.897614145278931,5.145932140350342,5.194054169654846,
1997-09-09,,,4.999691009521484,4.94969425201416,4.958027076721192,4.897614145278931,5.134266195297241,5.204886827468872,
1997-09-10,,,4.91636323928833,4.899697303771973,4.958027076721192,4.893447756767273,5.12260025024414,5.209053239822388,
1997-09-11,,,4.91636323928833,4.899697303771973,4.958027076721192,4.916363024711609,5.114267444610595,5.209886527061462,
1997-09-12,,,5.124683380126953,4.958027076721192,4.970526313781738,4.930945467948914,5.110101041793823,5.216136140823364,
1997-09-15,,,5.124683380126953,5.0163568496704105,4.983025550842285,4.945527911186218,5.10593463897705,5.224052319526672,
1997-09-16,,,4.91636323928833,4.999691295623779,4.97469277381897,4.945527911186218,5.091768846511841,5.224052319526672,
1997-09-17,,,4.91636323928833,4.999691295623779,4.949694299697876,4.94136152267456,5.080102901458741,5.222802395820618,
1997-09-18,,,5.333003520965576,5.083019351959228,4.9913583278656,4.964276742935181,5.076769762039184,5.224885597229004,
1997-09-19,,,5.083019256591797,5.074686527252197,5.016356801986694,4.978859162330627,5.071770076751709,5.225718879699707,
1997-09-22,,,5.249675750732422,5.099685001373291,5.05802092552185,5.008024001121521,5.0667703819274905,5.229885292053223,
1997-09-23,,,4.999691009521484,5.116350555419922,5.05802092552185,5.008024001121521,5.060104131698608,5.231551856994629,
1997-09-24,,,4.999691009521484,5.133016109466553,5.066353702545166,5.0121903896331785,5.058437566757203,5.23238513469696,
1997-09-25,,,4.999691009521484,5.066353607177734,5.074686479568482,5.016356778144837,5.056771001815796,5.234884977340698,
1997-09-26,,,4.999691009521484,5.0496879577636715,5.062187242507934,5.016356778144837,5.05343786239624,5.236551542282104,
1997-09-29,,,4.999691009521484,4.999691009521484,5.049688005447388,5.016356778144837,5.051771297454834,5.232385125160217,
1997-09-30,,,5.291340351104736,5.058020877838135,5.087185716629028,5.030939245223999,5.050104742050171,5.228635358810425,
1997-10-01,,,4.999691009521484,5.058020877838135,5.095518493652344,5.02260639667511,5.045105047225952,5.223635663986206,
1997-10-02,,,4.999691009521484,5.058020877838135,5.062187242507934,5.026772785186767,5.040105352401733,5.220302538871765,
1997-10-03,,,5.249675750732422,5.108017826080323,5.078852891921997,5.0476048469543455,5.040105352401733,5.217802691459656,
1997-10-06,,,4.999691009521484,5.108017826080323,5.0538544178009035,5.055937671661377,5.033439102172852,5.213636274337769,
1997-10-07,,,4.999691009521484,5.0496879577636715,5.0538544178009035,5.055937671661377,5.028439407348633,5.211136426925659,
1997-10-08,,,4.999691009521484,5.0496879577636715,5.0538544178009035,5.0601040601730345,5.022606420516968,5.209469857215882,
1997-10-09,,,4.999691009521484,5.0496879577636715,5.0538544178009035,5.064270448684693,5.013440322875977,5.2078032875061036,
1997-10-10,,,5.166347980499268,5.033022403717041,5.070520114898682,5.066353678703308,5.008857288360596,5.2082199335098265,
1997-10-13,,,5.166347980499268,5.066353797912598,5.08718581199646,5.068436908721924,5.008857288360596,5.208636579513549,
1997-10-14,,,5.249675750732422,5.116350746154785,5.083019351959228,5.085102534294128,5.008857288360596,5.207803301811218,
1997-10-15,,,5.249675750732422,5.166347694396973,5.108017826080323,5.101768159866333,5.008857288360596,5.2069700241088865,
1997-10-16,,,5.083019256591797,5.1830133438110355,5.1163506507873535,5.089268946647644,5.007190713882446,5.204470181465149,
1997-10-17,,,5.083019256591797,5.166347599029541,5.099685001373291,5.089268946647644,5.003024291992188,5.202803616523743,
1997-10-20,,,5.083019256591797,5.149681854248047,5.108017826080323,5.080936121940613,5.003024291992188,5.201137051582337,
1997-10-21,,,5.083019256591797,5.116350555419922,5.1163506507873535,5.085102534294128,5.0046908569335935,5.19697063922882,
1997-10-22,,,5.083019256591797,5.083019256591797,5.124683475494384,5.089268946647644,5.006357421875,5.194470796585083,
1997-10-23,,,5.083019256591797,5.083019256591797,5.133016300201416,5.09343535900116,5.018856649398804,5.190721030235291,
1997-10-24,,,5.083019256591797,5.083019256591797,5.124683427810669,5.097601771354675,5.023856344223023,5.1882211875915525,
1997-10-27,,,4.499722003936768,4.966359806060791,5.058020830154419,5.072603321075439,5.017190093994141,5.1798883724212645,
1997-10-28,,,4.895530700683594,4.92886209487915,5.022606325149536,5.052812838554383,5.016773443222046,5.175513644218444,
1997-10-29,,,4.583049774169922,4.828868198394775,4.9559437274932865,5.0319807767868046,5.0084406185150145,5.167180814743042,
1997-10-30,,,4.708042144775391,4.7538727760314945,4.918446016311646,5.017398333549499,5.005107479095459,5.156764788627624,
1997-10-31,,,4.499722003936768,4.637213325500488,4.860116291046142,4.979900646209717,4.999274501800537,5.144265561103821,
1997-11-03,,,4.708042144775391,4.678877353668213,4.822618579864502,4.965318202972412,5.000107765197754,5.1338495349884035,
1997-11-04,,,4.499722003936768,4.599715614318848,4.764288854598999,4.940319752693176,4.990108385086059,5.1221835851669315,
1997-11-05,,,4.499722003936768,4.583050060272217,4.705959129333496,4.915321302413941,4.981775560379028,5.111350922584534,
1997-11-06,,,4.708042144775391,4.583050060272217,4.668461418151855,4.900738859176636,4.97760913848877,5.103434739112854,
1997-11-07,,,4.91636323928833,4.666378307342529,4.651795816421509,4.888239622116089,4.975942583084106,5.097601766586304,
1997-11-10,,,4.499722003936768,4.624714279174805,4.651795816421509,4.8549083232879635,4.965943202972412,5.088435659408569,
1997-11-11,,,4.708042144775391,4.666378307342529,4.633046960830688,4.827826642990113,4.96011022567749,5.079686198234558,
1997-11-12,,,4.666378974914551,4.699709701538086,4.641379880905151,4.798661804199218,4.950110845565796,5.073019952774048,
1997-11-13,,,4.583049774169922,4.674711227416992,4.628880643844605,4.773663330078125,4.943444576263428,5.060937356948853,
1997-11-14,,,4.728875160217285,4.637213611602784,4.651795959472656,4.7559561252594,4.941361389160156,5.051146302223206,
1997-11-17,,,4.499722003936768,4.637213611602784,4.630963945388794,4.726791262626648,4.934695138931274,5.040313639640808,
1997-11-18,,,4.499722003936768,4.595549583435059,4.630963945388794,4.697626399993896,4.92469575881958,5.029480977058411,
1997-11-19,,,4.583049774169922,4.5788837432861325,4.6392967224121096,4.672627925872803,4.918029489517212,5.020314869880676,
1997-11-20,,,4.833034515380859,4.6288806915283205,4.651795959472656,4.6601286888122555,4.916362915039063,5.015315179824829,
1997-11-21,,,4.81220293045044,4.645546245574951,4.641379928588867,4.646587872505188,4.910113306045532,5.010107173919677,
1997-11-24,,,4.499722003936768,4.645546245574951,4.641379928588867,4.646587872505188,4.897614078521729,5.0017743587493895,
1997-11-25,,,4.249737739562988,4.595549392700195,4.595549488067627,4.614298224449158,4.884281568527221,4.988025207519531,
1997-11-26,,,4.333065509796143,4.545552539825439,4.562218141555786,4.601799011230469,4.872615613937378,4.976359257698059,
1997-11-27,,,4.333065509796143,4.445558738708496,4.537219715118408,4.583050179481506,4.8526168537139895,4.964693307876587,
1997-11-28,,,4.333065509796143,4.3497312545776365,4.497638750076294,4.574717354774475,4.8376177787780765,4.954693927764892,
1997-12-01,,,4.249737739562988,4.299734401702881,4.472640323638916,4.551802134513855,4.817619018554687,4.942194700241089,
1997-12-02,,,4.333065509796143,4.316399955749512,4.455974674224853,4.543469309806824,4.804286508560181,4.932195320129394,
1997-12-03,,,4.333065509796143,4.316399955749512,4.430976247787475,4.535136485099793,4.790953998565674,4.924695782661438,
1997-12-04,,,4.166409492492676,4.283068752288818,4.364313745498658,4.508054852485657,4.774288368225098,4.915529685020447,
1997-12-05,,,4.249737739562988,4.2664031982421875,4.3080672264099125,4.47472357749939,4.759289302825928,4.906363582611084,
1997-12-08,,,4.249737739562988,4.2664031982421875,4.2830687999725345,4.462224364280701,4.744290237426758,4.898030767440796,
1997-12-09,,,4.416394233703613,4.2830689430236815,4.299734449386596,4.447641968727112,4.726791315078735,4.888448028564453,
1997-12-10,,,3.999752998352051,4.216406440734863,4.2664031982421875,4.4143106698989865,4.706792554855347,4.875948801040649,
1997-12-11,,,3.999752998352051,4.1830751419067385,4.233071947097779,4.385145831108093,4.686793794631958,4.863449573516846,
1997-12-12,,,3.999752998352051,4.13307819366455,4.199740695953369,4.348689723014831,4.6617953395843506,4.850950345993042,
1997-12-15,,,3.999752998352051,4.083081245422363,4.174742221832275,4.323691272735596,4.641796579360962,4.837617840766907,
1997-12-16,,,3.999752998352051,3.999752998352051,4.141410970687867,4.29869282245636,4.621797819137573,4.825118613243103,
1997-12-17,,,3.833096265792847,3.96642165184021,4.091414046287538,4.2611951470375065,4.598465924263,4.810536172389984,
1997-12-18,,,3.833096265792847,3.9330903053283692,4.058082723617554,4.211198234558106,4.575134029388428,4.794287176132202,
1997-12-19,,,3.916425228118897,3.9164247512817383,4.024751472473144,4.166409349441528,4.55013557434082,4.779496431350708,
1997-12-22,,,3.5831117630004883,3.833096504211426,3.9580888748168945,4.1205788373947145,4.518470849990845,4.763664069175721,
1997-12-23,,,3.833096265792847,3.799765157699585,3.899759078025818,4.099746763706207,4.490139260292053,4.749498274326324,
1997-12-24,,,3.666440486907959,3.7664340019226072,3.8664278268814085,4.0664155125617985,4.458474555015564,4.73366592168808,
1997-12-25,,,3.666440486907959,3.7331028461456297,3.8330965757369997,4.033084261417389,4.430142979621888,4.718666846752167,
1997-12-26,,,3.666440486907959,3.6831058979034426,3.7997653245925904,3.99975301027298,4.40181140422821,4.702417848110199,
1997-12-29,,,3.33312726020813,3.6331089973449706,3.7331027507781984,3.953922486305237,4.3668135643005375,4.684918928146362,
1997-12-30,,,3.33312726020813,3.533115196228027,3.666440176963806,3.9039255738258363,4.331815724372864,4.668253290653229,
1997-12-31,,,3.4164559841156006,3.4831182956695557,3.6247761487960815,3.858095097541809,4.2984844589233395,4.65242094039917,
1998-01-01,,,3.4164559841156006,3.433121395111084,3.583112120628357,3.8205974221229555,4.265153193473816,4.6420049214363095,
1998-01-02,,,3.4164559841156006,3.383124494552612,3.533115196228027,3.7789333343505858,4.231821928024292,4.627839136123657,
1998-01-05,,,3.4164559841156006,3.3997902393341066,3.5164496183395384,3.7372692465782165,4.2101566076278685,4.613673350811005,
1998-01-06,,,3.666440486907959,3.466452884674072,3.4997840404510496,3.699771559238434,4.185574803352356,4.601174123287201,
1998-01-07,,,4.083080768585205,3.599777841567993,3.5414480686187746,3.7039379477500916,4.175575423240661,4.592008020877838,
1998-01-08,,,3.999752998352051,3.716437244415283,3.5747793197631834,3.7039379477500916,4.161409640312195,4.583258559703827,
1998-01-09,,,3.916425228118897,3.816431093215942,3.5997777938842774,3.699771559238434,4.149743704795838,4.574509103298187,
1998-01-12,,,3.916425228118897,3.9164249420166017,3.658107590675354,3.6956051707267763,4.133911366462708,4.56700956583023,
1998-01-13,,,3.833096265792847,3.9497560977935793,3.7081044912338257,3.687272334098816,4.120578851699829,4.5553436183929445,
1998-01-14,,,3.749768495559693,3.8830936431884764,3.741435742378235,3.683105945587158,4.105579781532287,4.543677670955658,
1998-01-15,,,3.999752998352051,3.8830936431884764,3.79976544380188,3.6914387822151182,4.091413998603821,4.534511568546296,
1998-01-16,,,3.916425228118897,3.8830936431884773,3.84976236820221,3.691438782215119,4.071415238380432,4.5236789107322695,
1998-01-19,,,3.916425228118897,3.8830936431884773,3.89975929260254,3.7081044554710396,4.059749302864074,4.512846252918243,4.8269935131073
1998-01-20,,,3.916425228118897,3.8997594356536864,3.9247577667236335,3.712270903587342,4.043916964530945,4.502013595104217,4.8269935131073
1998-01-21,,,3.916425228118897,3.9330907821655274,3.9080922126770026,3.724770140647889,4.028917889595032,4.489514367580414,4.828035118579865
1998-01-22,,,3.937256813049317,3.920591545104981,3.9018425941467294,3.738310956954957,4.016002030372619,4.479723303318024,4.828555921316147
1998-01-23,,,4.083080768585205,3.953922653198242,3.91850814819336,3.759142971038819,4.003086142539978,4.472223765850067,4.828972560167313
1998-01-26,52.09798338703689,C,4.166409492492676,4.003919506072998,3.943506574630738,3.8008070826530465,3.996419892311096,4.465557515621185,4.829805842638016
1998-01-27,52.22431885858935,C,4.333065509796143,4.087247562408447,3.9935034990310676,3.850803995132447,3.9930867624282835,4.458891260623932,4.831889044046402
1998-01-28,52.30501217886755,C,4.166409492492676,4.137244415283203,4.035167598724366,3.888301670551301,3.984753956794739,4.451391723155975,4.830222481489182
1998-01-29,52.31094237383806,C,3.999752998352051,4.14974365234375,4.035167598724366,3.9174665212631234,3.9680883264541627,4.442225620746613,4.826056073904038
1998-01-30,52.380083769077345,C,4.416394233703613,4.216406345367432,4.085164499282837,3.967463433742524,3.960172152519226,4.435142729282379,4.825639435052872
1998-02-02,52.38725909853778,C,4.333065509796143,4.249737548828125,4.126828527450561,4.013293910026551,3.9568390226364136,4.427226550579071,4.825639435052872
1998-02-03,52.37871194305865,C,4.541386604309082,4.291401767730713,4.18932466506958,4.057041215896607,3.9626719999313353,4.423476784229279,4.823764551877975
1998-02-04,52.44882195626616,C,4.666378974914551,4.3913956642150875,4.264320039749146,4.086206126213074,3.969338269233704,4.420976941585541,4.821889668703079
1998-02-05,52.60175350997971,C,4.666378974914551,4.524720859527588,4.337232255935669,4.1195374250412,3.976004538536072,4.414310696125031,4.819598146677017
1998-02-06,52.591924561669835,C,4.583049774169922,4.55805196762085,4.387229156494141,4.15286865234375,3.9810042238235472,4.409311001300812,4.817514940500259
1998-02-09,52.69194831785992,C,4.91636323928833,4.674711513519287,4.462224531173706,4.202865552902223,3.994336733818054,4.405977876186371,4.817931584119797
1998-02-10,52.738629474078586,C,4.91636323928833,4.749706840515136,4.520554304122925,4.257028901576996,4.006002688407898,4.405144598484039,4.818348227739334
1998-02-11,52.74306070878395,C,4.833034515380859,4.783037948608398,4.587216806411743,4.311192202568054,4.016002068519592,4.403478033542633,4.817931584119797
1998-02-12,52.86348453238727,A,5.249675750732422,4.899697303771973,4.71220908164978,4.373688340187073,4.037667393684387,4.405977880954742,4.82043142914772
1998-02-13,52.949412617427036,A,4.999691009521484,4.983025550842285,4.770538759231568,4.427851629257202,4.052666459083557,4.405977880954742,4.821264711618423
1998-02-16,52.907695511096826,A,4.999691009521484,4.999691104888916,4.837201309204102,4.482014918327332,4.067665524482727,4.405977880954742,4.81918150305748
1998-02-17,52.787955531163014,C,4.749706745147705,4.966359806060791,4.858033323287964,4.523678994178772,4.074331774711609,4.400561544895172,4.814598451852799
1998-02-18,52.68823913768906,C,4.666378974914551,4.933028697967529,4.858033323287964,4.561176681518555,4.087664294242859,4.397228424549103,4.810432044267654
1998-02-19,52.43580447298809,C,4.666378974914551,4.816369342803955,4.858033323287964,4.597632789611817,4.100996813774109,4.393895304203033,4.807098921537399
1998-02-20,52.3267219496009,C,4.833034515380859,4.78303804397583,4.883031797409058,4.635130476951599,4.117662444114685,4.389728891849518,4.803765791654587
1998-02-23,52.18802774671834,C,4.666378974914551,4.716375637054443,4.85803337097168,4.660128951072693,4.130994963645935,4.386395771503448,4.800016022920609
1998-02-24,52.16397730708445,B,4.666378974914551,4.699710083007813,4.833034944534302,4.676794624328613,4.144327483177185,4.383062651157379,4.797099539041519
1998-02-25,52.18971771027983,B,4.749706745147705,4.716375637054443,4.824702167510987,4.705959486961365,4.162659692764282,4.380562808513641,4.795016332864761
1998-02-26,52.17187928678391,B,4.541386604309082,4.69137716293335,4.753873252868653,4.733041167259216,4.176825499534607,4.375979764461517,4.791891525983811
1998-02-27,52.132263852260394,B,4.749706745147705,4.674711608886719,4.728874826431275,4.749706792831421,4.193491129875183,4.371813352108002,4.790016642808914
1998-03-02,52.18459959925294,B,4.749706745147705,4.69137716293335,4.703876399993897,4.770538854598999,4.216823029518127,4.367646939754486,4.788141759634018
1998-03-03,52.21282911980486,C,4.749706745147705,4.70804271697998,4.703876399993897,4.7809548616409305,4.235155239105224,4.362647249698639,4.785225275754929
1998-03-04,52.132575540926716,B,4.541386604309082,4.666378688812256,4.69137716293335,4.774705243110657,4.252654161453247,4.355564358234406,4.781267191171646
1998-03-05,52.20548432998723,C,4.749706745147705,4.70804271697998,4.699709939956665,4.778871631622314,4.274319486618042,4.352231233119965,4.778350707292557
1998-03-06,52.200324906790364,C,4.666378974914551,4.69137716293335,4.683044385910034,4.783038091659546,4.294318256378173,4.348064830303192,4.775434223413467
1998-03-09,52.19493427458392,C,4.749706745147705,4.69137716293335,4.69137716293335,4.774705266952514,4.322649846076965,4.344731705188751,4.772934378385544
1998-03-10,52.147566526909834,B,4.583049774169922,4.658045768737793,4.6830442428588865,4.758039593696594,4.347648296356201,4.339732010364532,4.768351324796677
1998-03-11,52.174915395092846,B,4.583049774169922,4.666378402709961,4.666378545761108,4.745540356636047,4.370980172157288,4.334732315540314,4.764601556062698
1998-03-12,52.24561099203233,C,5.124683380126953,4.741373729705811,4.724708223342896,4.739290738105774,4.405144720077515,4.335148956775665,4.762934993505478
1998-03-13,52.39163092654608,C,5.208011627197266,4.849700260162353,4.770538711547852,4.749706768989563,4.440975832939148,4.33639888048172,4.762310034036636
1998-03-16,52.50481682837107,C,5.166347980499268,4.933028507232666,4.812202835083008,4.7580396175384525,4.475973672866822,4.343065140247345,4.761476756334305
1998-03-17,52.63089724446976,A,4.999691009521484,5.016356754302978,4.837201261520386,4.7705388307571415,4.502638683319092,4.344106743335724,4.759810193777084
1998-03-18,52.79534298766328,A,5.166347980499268,5.1330163955688475,4.899697399139404,4.795537281036377,4.524304027557373,4.349939725399017,4.75856027007103
1998-03-19,52.77400432166929,A,5.166347980499268,5.1413493156433105,4.94136152267456,4.820535731315613,4.547635927200317,4.354522783756256,4.75564378619194
1998-03-20,52.78838088204781,A,5.416332721710205,5.183013534545898,5.016356897354126,4.84970064163208,4.577634077072144,4.36368889093399,4.753977226018906
1998-03-23,52.796804339160055,A,5.374668121337891,5.224677562713623,5.078853034973145,4.885115098953247,4.606798934936523,4.370355150699615,4.752102342844009
1998-03-24,52.88769212617934,A,5.416332721710205,5.308005905151367,5.162181329727173,4.92261278629303,4.63846366405487,4.37952125787735,4.750852421522141
1998-03-25,52.91069552584954,A,5.416332721710205,5.358002853393555,5.245509624481201,4.955944085121155,4.6717949485778805,4.388687365055084,4.750019143819809
