Date,GRADE,GPS,AJG,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-06-20,,,0.6349210739135742,,,,,,
1984-06-21,,,0.6133982539176941,,,,,,
1984-06-22,,,0.6133982539176941,,,,,,
1984-06-25,,,0.6026368737220764,,,,,,
1984-06-26,,,0.5918756127357483,0.6112460136413574,,,,,
1984-06-27,,,0.6026368737220764,0.6047891736030578,,,,,
1984-06-28,,,0.6026368737220764,0.6026368975639343,,,,,
1984-06-29,,,0.6241591572761536,0.6047890782356262,,,,,
1984-07-02,,,0.6241591572761536,0.6090935349464417,,,,,
1984-07-03,,,0.6241591572761536,0.6155502438545227,0.6133981287479401,,,,
1984-07-04,,,0.6241591572761536,0.6198547005653381,0.612321937084198,,,,
1984-07-05,,,0.6349210739135742,0.6263115406036377,0.614474219083786,,,,
1984-07-06,,,0.6349210739135742,0.6284639239311218,0.616626501083374,,,,
1984-07-09,,,0.6349210739135742,0.630616307258606,0.6198549211025238,,,,
1984-07-10,,,0.6349210739135742,0.6327686905860901,0.6241594672203064,,,,
1984-07-11,,,0.6349210739135742,0.6349210739135742,0.6273878872394562,,,,
1984-07-12,,,0.6241591572761536,0.6327686905860901,0.6295401155948639,,,,
1984-07-13,,,0.6241591572761536,0.630616307258606,0.6295401155948639,,,,
1984-07-16,,,0.6241591572761536,0.6284639239311218,0.6295401155948639,,,,
1984-07-17,,,0.6241591572761536,0.6263115406036377,0.6295401155948639,0.6214691221714019,,,
1984-07-18,,,0.6241591572761536,0.6241591572761536,0.6295401155948639,0.6209310263395309,,,
1984-07-19,,,0.6241591572761536,0.6241591572761536,0.6284639239311218,0.6214690715074539,,,
1984-07-20,,,0.6241591572761536,0.6241591572761536,0.6273877322673798,0.6220071166753769,,,
1984-07-23,,,0.6349210739135742,0.6263115406036377,0.6273877322673798,0.6236213266849517,,,
1984-07-24,,,0.6456823348999023,0.6306161761283875,0.6284638583660126,0.6263116627931595,,,
1984-07-25,,,0.6456823348999023,0.6349208116531372,0.6295399844646454,0.6284639358520507,,,
1984-07-26,,,0.677966296672821,0.6456822395324707,0.6349206984043121,0.632230406999588,,,
1984-07-27,,,0.6994888186454773,0.6607481718063355,0.6424536645412445,0.6359968900680542,,,
1984-07-30,,,0.6994888186454773,0.673661720752716,0.6499866306781769,0.6397633731365204,,,
1984-07-31,,,0.6994888186454773,0.6844230175018311,0.6575195968151093,0.6435298562049866,,,
1984-08-01,,,0.6994888186454773,0.6951843142509461,0.6650525629520416,0.6472963392734528,,,
1984-08-02,,,0.7210119366645813,0.7037934422492981,0.6747378408908844,0.6516008824110031,,,
1984-08-03,,,0.7317731976509094,0.7102503180503845,0.68549924492836,0.6564434885978698,,,
1984-08-06,,,0.742534875869751,0.7188595294952392,0.6962606251239777,0.6618241786956787,,,
1984-08-07,,,0.742534875869751,0.727468740940094,0.7059458792209625,0.6672048687934875,,,
1984-08-08,,,0.7640573978424072,0.74038245677948,0.717783385515213,0.6736616849899292,,,
1984-08-09,,,0.7640573978424072,0.7489915490150452,0.7263924956321717,0.6806565970182419,,,
1984-08-10,,,0.7748189568519592,0.7576007008552551,0.7339255094528199,0.6881895869970321,,,
1984-08-13,,,0.7748189568519592,0.7640575170516968,0.7414585232734681,0.6957225769758224,,,
1984-08-14,,,0.7748189568519592,0.7705143332481384,0.7489915370941163,0.7032555669546128,,,
1984-08-15,,,0.7748189568519592,0.7726666450500488,0.7565245509147644,0.710788556933403,,,
1984-08-16,,,0.7855799198150635,0.7769711494445801,0.7629813492298126,0.7188595950603485,,,
1984-08-17,,,0.807103157043457,0.7834279894828796,0.7705143451690674,0.7280067950487137,,,
1984-08-20,,,0.8178638219833374,0.7920369625091552,0.778047239780426,0.7371539324522018,,,
1984-08-21,,,0.828625500202179,0.8027982711791992,0.7866563022136688,0.7463010907173157,,,
1984-08-22,,,0.8393867611885071,0.8157118320465088,0.7941892385482788,0.7559863120317459,,,
1984-08-23,,,0.8501481413841248,0.828625476360321,0.8027983129024505,0.7645954042673111,,,
1984-08-24,,,0.8501481413841248,0.8372344732284546,0.8103312313556671,0.7721283704042434,,,
1984-08-27,,,0.8501481413841248,0.8436913371086121,0.8178641498088837,0.7796613365411759,,,
1984-08-28,,,0.8609100580215454,0.8501482486724854,0.8264732599258423,0.7877323985099792,0.6951845276355744,,
1984-08-29,,,0.9039552211761476,0.8630619406700134,0.8393868863582611,0.7979557186365127,0.7005652105808258,,
1984-08-30,,,0.91471666097641,0.8759756445884704,0.8523005604743957,0.8076409548521042,0.7065915787220001,,
1984-08-31,,,0.91471666097641,0.8888893485069275,0.863061910867691,0.8167881280183792,0.7126179468631745,,
1984-09-03,,,0.91471666097641,0.9018030524253845,0.8727471947669982,0.8253972172737122,0.7188595426082611,,
1984-09-04,,,0.91471666097641,0.9125643730163576,0.8813563108444213,0.8340063065290451,0.7253163635730744,,
1984-09-05,,,0.91471666097641,0.91471666097641,0.8888893008232117,0.8415392696857452,0.731557959318161,,
1984-09-06,,,0.91471666097641,0.91471666097641,0.8953461527824402,0.8490722328424454,0.7377995550632477,,
1984-09-07,,,0.925477921962738,0.9168689131736756,0.9028791308403015,0.8566051810979843,0.7438259303569794,,
1984-09-10,,,0.925477921962738,0.9190211653709411,0.9104121088981628,0.8641381293535233,0.749852305650711,,
1984-09-11,,,0.925477921962738,0.9211734175682068,0.9168688952922821,0.8716710776090622,0.7558786809444428,,
1984-09-12,,,0.925477921962738,0.9233256697654724,0.9190211653709411,0.8792040258646011,0.7619050562381744,,
1984-09-13,,,0.925477921962738,0.925477921962738,0.920097291469574,0.8861989259719849,0.7677161931991577,,
1984-09-14,,,0.925477921962738,0.925477921962738,0.9211734175682068,0.8921176642179489,0.773527330160141,,
1984-09-17,,,0.9362394213676452,0.9276302218437195,0.9233256936073303,0.8980364441871643,0.7795536971092224,,
1984-09-18,,,0.9362394213676452,0.9297825217247009,0.9254779696464539,0.9034171402454376,0.7855800640583038,,
1984-09-19,,,0.9362394213676452,0.9319348216056824,0.9276302456855774,0.9082597732543946,0.7916064310073853,,
1984-09-20,,,0.9362394213676452,0.9340871214866636,0.9297825217247009,0.9125643372535706,0.7978480362892151,,
1984-09-21,,,1.0438531637191772,0.9577621698379517,0.9416200459003449,0.9222495883703232,0.8062419164180755,,
1984-09-24,,,1.0438531637191772,0.979284918308258,0.9534575700759887,0.9319348394870758,0.8146357965469361,,
