Date,GRADE,GPS,WST,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-03-01,,,1.7311296463012695,1.7345921516418457,1.6904481768608093,1.693477737903595,1.791199882030487,,
1984-03-02,,,1.7311296463012695,1.7467099905014039,1.6999693870544434,1.688717097043991,1.7894687700271605,,
1984-03-05,,,1.6965078115463257,1.7432477474212646,1.706028413772583,1.683956503868103,1.7870452213287353,,
1984-03-06,,,1.6965078115463257,1.7242053747177124,1.7094908118247987,1.6796286880970002,1.7847947788238525,,
1984-03-07,,,1.64457368850708,1.699969720840454,1.7094908118247987,1.674002504348755,1.7816787457466126,,
1984-03-08,,,1.6878514289855957,1.6913140773773194,1.7129531145095824,1.6735696852207185,1.7794282674789428,,
1984-03-09,,,1.6965078115463257,1.6843897104263306,1.715549850463867,1.6753008842468262,1.7773509168624877,,
1984-03-12,,,1.7484418153762815,1.6947765111923219,1.7190121293067933,1.6817926585674285,1.7763122463226317,,
1984-03-13,,,1.774409294128418,1.7103568077087403,1.7172810912132264,1.687418931722641,1.7759660387039184,,
1984-03-14,,,1.7484418153762815,1.7311304330825805,1.7155500769615173,1.6960745990276336,1.7745811700820924,,
1984-03-15,,,1.7830641269683838,1.7501729726791382,1.7207435250282288,1.705595850944519,1.7731962633132934,,
1984-03-16,,,1.791719675064087,1.7692153453826904,1.7268025279045105,1.713385957479477,1.7700802564620972,,
1984-03-19,,,1.7311296463012695,1.765752911567688,1.730264711380005,1.718146562576294,1.7659255504608153,,
1984-03-20,,,1.7484418153762815,1.7605594158172608,1.7354581117630006,1.7224744617938996,1.7624632811546326,,
1984-03-21,,,1.7570973634719849,1.7622905254364014,1.746710479259491,1.7281006455421448,1.759520390033722,,
1984-03-22,,,1.7311296463012695,1.7519036293029786,1.7510383009910584,1.7319957077503205,1.756577467918396,,
1984-03-23,,,1.7138190269470217,1.7363234996795653,1.7527694225311279,1.7341596364974976,1.7536345624923706,,
1984-03-26,,,1.7311296463012695,1.7363234996795653,1.7510382056236267,1.73502516746521,1.750864760875702,,
1984-03-27,,,1.7311296463012695,1.732861065864563,1.7467102408409119,1.731995666027069,1.7468831610679627,,
1984-03-28,,,1.7484418153762815,1.7311299562454223,1.7467102408409119,1.7311301589012147,1.7435940289497376,,
1984-03-29,,,1.7397851943969729,1.732861065864563,1.7423823475837708,1.7315629363059997,1.7408242177963258,,
1984-03-30,,,1.7484418153762815,1.739785623550415,1.7380545616149903,1.7324285447597503,1.7378813171386718,,
1984-04-02,,,1.7397851943969729,1.7415167331695556,1.7389201164245605,1.7345924139022828,1.7349383926391602,,
1984-04-03,,,1.7397851943969729,1.7432478427886964,1.7380544543266296,1.736756283044815,1.7325148105621337,,
1984-04-04,,,1.7311296463012695,1.739785408973694,1.735457682609558,1.7410840809345245,1.7302643585205078,,
1984-04-05,,,1.6965078115463257,1.7311299324035645,1.7319954991340638,1.741516900062561,1.7271483254432678,,
1984-04-06,,,1.6359175443649292,1.708625078201294,1.7242053508758546,1.7384873867034911,1.7231667351722717,1.7982110977172852,
1984-04-09,,,1.6272611618041992,1.6861202716827393,1.7138185024261474,1.732428354024887,1.7190120172500611,1.7938832759857177,
1984-04-10,,,1.64457368850708,1.6670779705047607,1.7051629066467284,1.7259365737438201,1.7150304460525512,1.7900747919082642,
1984-04-11,,,1.6359175443649292,1.6480355501174926,1.6939104795455933,1.7203103601932526,1.710529510974884,1.786525971889496,
1984-04-12,,,1.64457368850708,1.6376487255096435,1.684389328956604,1.7133858382701874,1.7068941354751588,1.783063713312149,
1984-04-13,,,1.66188383102417,1.6428419828414917,1.6757335305213927,1.7068940460681916,1.7036049628257752,1.7799476671218872,
1984-04-16,,,1.66188383102417,1.6497665166854858,1.6679433941841126,1.7034317553043365,1.701008245944977,1.7770047414302825,
1984-04-17,,,1.7051628828048706,1.661884355545044,1.6644811630249023,1.701267808675766,1.6994502210617066,1.7746677207946777,
1984-04-18,,,1.7051628828048706,1.6757334232330323,1.6618844866752625,1.6986710846424102,1.6984115314483643,1.7722441494464873,
1984-04-19,,,1.7657519578933716,1.6999690771102904,1.668808901309967,1.7004022002220154,1.6997964143753053,1.770686116218567,
1984-04-20,,,1.7657519578933716,1.7207427024841309,1.6817923426628112,1.7029988467693329,1.7018737769126893,1.7693012166023254,
1984-04-23,,,1.7397851943969729,1.7363229751586915,1.6930447459220885,1.703431624174118,1.704297354221344,1.7680894255638122,
1984-04-24,,,1.7570973634719849,1.7467098712921143,1.7042971134185791,1.704730010032654,1.7062016248703002,1.7673969745635987,
1984-04-25,,,1.670540452003479,1.739785385131836,1.707759404182434,1.7008349418640136,1.7081058645248413,1.7654061818122864,
1984-04-26,,,1.6532284021377563,1.717280673980713,1.7086248755455018,1.696507102251053,1.709317650794983,1.7635019433498382,
1984-04-27,,,1.6359175443649292,1.6913137912750245,1.7060282468795775,1.6908808887004851,1.709317650794983,1.760991804599762,
1984-04-30,,,1.670540452003479,1.6774648427963257,1.7068939089775086,1.6874186515808105,1.710010108947754,1.7590010118484498,
1984-05-01,,,1.6791962385177612,1.661884617805481,1.7042972445487976,1.68438920378685,1.7103563570976257,1.757269879579544,
1984-05-02,,,1.7138190269470217,1.6705403327941895,1.7051628589630128,1.6835236728191376,1.7117412638664247,1.7557984268665314,
1984-05-03,,,1.6272611618041992,1.665346884727478,1.6913137793540955,1.6800613403320312,1.7112219190597535,1.7538941860198975,
1984-05-04,,,1.66188383102417,1.6705401420593262,1.6809269666671753,1.6813596546649934,1.7110487866401671,1.7526823830604554,
1984-05-07,,,1.6272611618041992,1.6618842840194703,1.669674563407898,1.6813596546649934,1.7093176293373107,1.751210901737213,
1984-05-08,,,1.6099505424499512,1.6480351448059083,1.6549598813056945,1.679628497362137,1.705682246685028,1.7495663142204285,
1984-05-09,,,1.6272611618041992,1.6307235717773438,1.6506319522857666,1.6791956782341004,1.7029124307632446,1.7480082845687865,
1984-05-10,,,1.6012954711914062,1.6255304336547851,1.6454386591911316,1.6770317673683166,1.7003157472610473,1.7457578146457673,
1984-05-11,,,1.5926390886306765,1.6116814851760863,1.6411108136177064,1.673569530248642,1.6975459361076355,1.7435073530673981,
1984-05-14,,,1.4887717962265017,1.5839836120605468,1.6229339480400085,1.6649139285087586,1.693391215801239,1.7402182185649873,
1984-05-15,,,1.497426986694336,1.5614789009094239,1.604757022857666,1.654527133703232,1.6894095993041993,1.737102189064026,
1984-05-16,,,1.497426986694336,1.5355120658874513,1.5831178188323975,1.6441403388977052,1.6864666652679443,1.7340727055072784,
1984-05-17,,,1.4887717962265017,1.5130073308944703,1.569268882274628,1.6302913308143616,1.6824850726127625,1.7309566700458527,
1984-05-18,,,1.4887717962265017,1.4922338724136355,1.551957678794861,1.616442322731018,1.678330352306366,1.7278406345844268,
1984-05-21,,,1.5060824155807495,1.4956959962844851,1.539839804172516,1.6047571837902068,1.6734831643104553,1.7248977053165435,
1984-05-22,,,1.4887717962265017,1.4939649581909182,1.5277219295501712,1.5913409054279328,1.667770414352417,1.7218682265281677,
1984-05-23,,,1.4887717962265017,1.4922339200973513,1.5138729929924013,1.5822524726390839,1.6625770139694214,1.7185790920257569,
1984-05-24,,,1.4801156520843506,1.490502691268921,1.5017550110816957,1.5735968351364136,1.6565180444717407,1.714857153892517,
1984-05-25,,,1.4628044366836548,1.4853092193603517,1.4887715458869935,1.5649411797523498,1.649939739704132,1.7100099980831147,
1984-05-28,,,1.4628044366836548,1.4766536235809327,1.4861748099327088,1.5545543789863587,1.6445732355117797,1.7052493929862975,
1984-05-29,,,1.4887717962265017,1.4766536235809327,1.4853092908859253,1.5450331568717957,1.6393798351287843,1.7009215581417083,
1984-05-30,,,1.4714608192443848,1.4731914281845093,1.4827126741409302,1.5329152464866638,1.6336671042442321,1.6965937471389771,
1984-05-31,,,1.4541491270065308,1.4679981231689454,1.4792504072189332,1.5242596447467804,1.6281274938583374,1.6923524808883668,
1984-06-01,,,1.4801156520843506,1.4714603662490844,1.478384792804718,1.5151712357997895,1.623453426361084,1.6885439944267273,
1984-06-04,,,1.523394227027893,1.4835783243179321,1.4801159739494323,1.509977889060974,1.6192987179756164,1.6850817394256592,
1984-06-05,,,1.497426986694336,1.485309362411499,1.4809814929962157,1.5043517112731934,1.6146246647834779,1.6807539129257203,
1984-06-06,,,1.523394227027893,1.4956960439682008,1.484443736076355,1.499158364534378,1.61012371301651,1.6768588709831238,
1984-06-07,,,1.5407061576843262,1.5130074501037598,1.4905027866363525,1.496128898859024,1.606142132282257,1.6734831750392913,
1984-06-08,,,1.5407061576843262,1.525125551223755,1.4982929587364198,1.4935322523117065,1.601987419128418,1.669934368133545,
1984-06-11,,,1.523394227027893,1.525125551223755,1.5043519377708434,1.4952633738517762,1.5976595997810363,1.6662989962100982,
1984-06-12,,,1.5407061576843262,1.533781385421753,1.509545373916626,1.4974273324012757,1.5936780190467834,1.6630964148044587,
1984-06-13,,,1.5839831829071045,1.5458991765975951,1.520797610282898,1.501755142211914,1.5907350897789,1.660499724149704,
1984-06-14,,,1.6012954711914062,1.5580170392990111,1.5355122447013856,1.5073813259601594,1.5888308429718017,1.6579895842075347,
1984-06-15,,,1.6012954711914062,1.5701349020004272,1.5476302266120912,1.5130075097084046,1.5881384015083313,1.6556525683403016,
1984-06-18,,,1.6099505424499512,1.5874461650848388,1.5562858581542969,1.5182009160518646,1.5877921891212463,1.6534021031856536,
1984-06-19,,,1.5839831829071045,1.5961015701293946,1.5649414777755737,1.5229614853858948,1.5865803790092468,1.650805412530899,
1984-06-20,,,1.6012954711914062,1.5995640277862548,1.572731602191925,1.52858766913414,1.5858879375457764,1.6482087242603303,
1984-06-21,,,1.5926390886306765,1.597832751274109,1.57792489528656,1.5342138409614563,1.5848492455482484,1.6458716905117035,
1984-06-22,,,1.5753284692764282,1.5926393508911132,1.5813871264457702,1.539840042591095,1.5831181383132935,1.6433615505695343,
1984-06-25,,,1.5580167770385742,1.582252597808838,1.5848493814468383,1.5446006596088409,1.5810407972335816,1.6410245215892791,
1984-06-26,,,1.5666719675064087,1.5787903547286988,1.5874459624290467,1.5484956681728363,1.5782709789276124,1.6388605999946595,
1984-06-27,,,1.5839831829071045,1.5753278970718383,1.5874459624290467,1.5541217863559722,1.575847384929657,1.6371294581890106,
1984-06-28,,,1.6012954711914062,1.5770591735839843,1.5874459624290467,1.561479103565216,1.5725582551956176,1.6361773347854613,
1984-06-29,,,1.6099505424499512,1.583983588218689,1.5883114695549012,1.5679708480834962,1.5694422268867492,1.6356580018997193,
1984-07-02,,,1.6012954711914062,1.5926393270492554,1.5874459624290467,1.5718659102916717,1.566672432422638,1.635484893321991,
1984-07-03,,,1.6099505424499512,1.601295042037964,1.5900426983833313,1.5774920880794525,1.5637294960021972,1.6349655604362487,
1984-07-04,,,1.6099505424499512,1.6064885139465332,1.5909082055091859,1.5818199038505554,1.5625176978111268,1.635311781167984,
1984-07-05,,,1.6186063289642334,1.6099506855010985,1.5935049295425414,1.5857149124145509,1.5618252563476562,1.6355714535713195,
1984-07-06,,,1.5926390886306765,1.6064883947372437,1.5952359914779664,1.5883115589618684,1.5609596872329712,1.635138669013977,
1984-07-09,,,1.6012954711914062,1.6064883947372437,1.5995638608932494,1.5922066211700439,1.5595747876167296,1.6347924482822418,
1984-07-10,,,1.6099505424499512,1.6064883947372437,1.6038917183876038,1.5956688404083252,1.5581898736953734,1.6342731153964996,
1984-07-11,,,1.6012954711914062,1.6047573804855346,1.605622947216034,1.5965344548225402,1.5559394025802613,1.6338403332233429,
1984-07-12,,,1.6099505424499512,1.6030262231826782,1.6064884543418885,1.5969672083854676,1.5555931901931763,1.6334075546264648,
1984-07-13,,,1.6272611618041992,1.609950637817383,1.6082195162773132,1.598265492916107,1.5549007368087768,1.632974761724472,
1984-07-16,,,1.64457368850708,1.6186062812805175,1.6125473380088806,1.5999966502189635,1.5552469873428345,1.6322823083400726,
1984-07-17,,,1.64457368850708,1.6255309104919433,1.6160096526145935,1.6030261754989623,1.555939450263977,1.6308108484745025,
1984-07-18,,,1.6099505424499512,1.6272619247436524,1.6160096526145935,1.6034589290618897,1.5555932378768922,1.6292528343200683,
1984-07-19,,,1.6186063289642334,1.6289930820465088,1.6160096526145935,1.6047572910785675,1.5559394550323487,1.628127601146698,
1984-07-20,,,1.6186063289642334,1.6272621154785156,1.6186063766479493,1.6069211840629578,1.5564587998390198,1.6270023679733276,
1984-07-23,,,1.5753284692764282,1.6134130716323853,1.6160096764564513,1.6077867686748504,1.5581899333000182,1.6257905745506287,
1984-07-24,,,1.5753284692764282,1.5995640277862548,1.612547469139099,1.6082195937633514,1.5597479629516602,1.6245787811279297,
1984-07-25,,,1.3502815961837769,1.54763023853302,1.5874460816383362,1.596534514427185,1.556805055141449,1.6216358602046967,
1984-07-26,,,1.2031352519989014,1.4645360231399536,1.5467645525932312,1.5766265034675597,1.551092324256897,1.6167886984348296,
1984-07-27,,,1.2031352519989014,1.3814418077468873,1.5043519616127015,1.5562857389450073,1.5453795933723449,1.6118549728393554,
1984-07-30,,,1.2031352519989014,1.3070031642913817,1.4602081179618835,1.536377727985382,1.539320650100708,1.6064019072055817,
1984-07-31,,,1.2377580404281616,1.2394890785217285,1.4195265531539918,1.5177681028842926,1.5343003749847413,1.6010353946685791,
1984-08-01,,,1.1944795846939087,1.2083286762237548,1.3779794573783875,1.4969945549964905,1.5284145307540893,1.5954957723617553,
1984-08-02,,,1.2031352519989014,1.2083286762237548,1.3364323496818542,1.476221001148224,1.5228749227523803,1.5896964836120606,
1984-08-03,,,1.2031352519989014,1.2083286762237548,1.294885241985321,1.4567458093166352,1.5176815390586853,1.5838106393814086,
1984-08-06,,,1.2117905616760254,1.2100597381591798,1.2585314512252808,1.437270563840866,1.5126612615585326,1.5786172485351562,
1984-08-07,,,1.2117905616760254,1.2048662424087524,1.2221776604652406,1.4173625648021697,1.507121636867523,1.5732507359981538,
1984-08-08,,,1.1858241558074951,1.2031351566314696,1.2057319164276123,1.3965889990329743,1.5014089035987854,1.5675380039215088,
1984-08-09,,,1.1858241558074951,1.1996729373931885,1.2040008068084718,1.3753826797008515,1.4960424041748046,1.5620849490165711,
1984-08-10,,,1.1858241558074951,1.1962107181549073,1.202269697189331,1.3533108294010163,1.4901565742492675,1.5568050003051759,
1984-08-13,,,1.1858241558074951,1.1910174369812012,1.2005385875701904,1.330373352766037,1.4834051728248596,1.551351945400238,
1984-08-14,,,1.2377580404281616,1.1962109327316284,1.2005385875701904,1.310032570362091,1.478211793899536,1.546418229341507,
1984-08-15,,,1.2896920442581177,1.216984510421753,1.2100598335266113,1.2940196454524995,1.4735377502441407,1.5418307316303252,
1984-08-16,,,1.298347234725952,1.2394891262054444,1.2195810317993163,1.2780066907405854,1.4686905717849732,1.537416352033615,
1984-08-17,,,1.2896920442581177,1.260262703895569,1.2282367110252381,1.2615609765052795,1.463670289516449,1.5328288543224335,
1984-08-20,,,1.2896920442581177,1.2810362815856933,1.2360268592834474,1.247279155254364,1.4589962458610535,1.528327922821045,
1984-08-21,,,1.3070029020309448,1.29488525390625,1.2455480933189391,1.2338628768920898,1.4543221807479858,1.5240000998973846,
1984-08-22,,,1.315658450126648,1.300078535079956,1.2585315227508544,1.2321317195892334,1.4489556860923767,1.5198453879356384,
1984-08-23,,,1.315658450126648,1.3035407781600952,1.2715149521827698,1.2377578794956208,1.4432429456710816,1.5160368943214417,
1984-08-24,,,1.3329699039459229,1.3121963500976563,1.2862295269966126,1.2442496120929718,1.4378764343261718,1.5130074179172517,1.6556092578172683
1984-08-27,,,1.3070029020309448,1.3156585216522216,1.2983474016189576,1.249442994594574,1.4318174815177918,1.509804835319519,1.6518440556526184
1984-08-28,,,1.298347234725952,1.3139273881912232,1.3044063210487367,1.2524724543094634,1.4261047625541687,1.5063425707817077,1.6482086813449859
1984-08-29,,,1.315658450126648,1.3139273881912232,1.3070029616355896,1.2585313975811006,1.4203920221328736,1.503139979839325,1.6448329758644105
1984-08-30,,,1.272380232810974,1.3052717447280882,1.3044062614440919,1.261993646621704,1.4139868450164794,1.499418045282364,1.6412408792972564
1984-08-31,55.92565993668117,C,1.2637250423431396,1.2914227724075316,1.301809561252594,1.265023136138916,1.4077547764778138,1.4954364573955536,1.6376920622587203
1984-09-03,55.91863082262915,C,1.2637250423431396,1.2827672004699706,1.2992128610610962,1.2676198601722717,1.401868941783905,1.4914548695087433,1.634229805469513
1984-09-04,55.91315103413223,B,1.2550686597824097,1.2741114854812623,1.2940194368362428,1.269783765077591,1.395636875629425,1.4869539272785186,1.6308108240365982
1984-09-05,55.90283753403167,B,1.229102611541748,1.2568003177642821,1.2853638529777527,1.2719476878643037,1.388539264202118,1.4821933245658874,1.6272187370061875
1984-09-06,55.902465418906196,B,1.2637250423431396,1.2550692796707152,1.2801705121994018,1.275842732191086,1.3817878556251526,1.4771730554103852,1.623929585814476
1984-09-07,55.90309688557998,B,1.2637250423431396,1.2550692796707152,1.2732460260391236,1.2797377765178681,1.3748633456230164,1.4721527862548829,1.6207270014286042
1984-09-10,55.901113321966385,B,1.2377580404281616,1.2498758792877198,1.2663215398788452,1.2823344707489013,1.3675925970077514,1.4671325147151948,1.6176109701395034
1984-09-11,55.89919577749105,B,1.229102611541748,1.2446826696395874,1.2593970775604248,1.2819016993045806,1.3599756383895873,1.4618525671958924,1.6146247708797454
1984-09-12,55.898839846719476,B,1.2117905616760254,1.2412202596664428,1.2490102887153625,1.278006625175476,1.3520124387741088,1.4572650682926178,1.611335625052452
1984-09-13,55.89572371405503,B,1.229102611541748,1.2342957735061646,1.24468252658844,1.274544394016266,1.3442223644256592,1.4530238103866577,1.608262876868248
1984-09-14,55.89233637590738,B,1.2204464673995972,1.225640058517456,1.2403546690940856,1.2710821151733398,1.3367785120010376,1.4488690996170044,1.6049304521083831
1984-09-17,55.891008617768,B,1.2204464673995972,1.2221777439117432,1.2360268115997315,1.2676198363304139,1.3291615319252015,1.4443681597709657,1.6016845858097077
1984-09-18,55.89224128504492,B,1.229102611541748,1.2221777439117432,1.2334302067756653,1.263724821805954,1.3215445733070375,1.4398672235012056,1.5985685515403747
1984-09-19,55.895278120261224,B,1.2204464673995972,1.2239089250564574,1.23256459236145,1.2589642226696014,1.3139275932312011,1.434933497905731,1.5953659623861314
1984-09-20,55.89793043260909,B,1.2377580404281616,1.2256400108337402,1.2299678921699524,1.2550692021846772,1.3064837431907654,1.4310384666919709,1.5924663263559342
1984-09-21,55.90062973819908,B,1.2377580404281616,1.229102325439453,1.2273711919784547,1.2503086090087892,1.2986936807632445,1.4267972087860108,1.5897397959232331
1984-09-24,55.903145970766936,B,1.229102611541748,1.2308335542678832,1.2265056490898132,1.2464135944843293,1.290384259223938,1.4228156232833862,1.5870132625102997
1984-09-25,55.90484380998881,B,1.229102611541748,1.2308335542678832,1.2265056490898132,1.242951363325119,1.2820748376846314,1.4190071439743042,1.5842867290973663
1984-09-26,55.90737325443012,B,1.229102611541748,1.2325647830963136,1.2282368540763855,1.238623571395874,1.2744578790664673,1.4150255584716798,1.5815169215202332
1984-09-27,55.907902266103065,B,1.229102611541748,1.2308336973190308,1.2282368540763855,1.2364596903324128,1.2666678047180175,1.411303629875183,1.5785307222604752
1984-09-28,55.91030382477768,C,1.2377580404281616,1.2308336973190308,1.229968011379242,1.235161340236664,1.259050838947296,1.407754819393158,1.575631086230278
1984-10-01,55.91333035218829,C,1.229102611541748,1.2308336973190308,1.2308336257934571,1.2334302186965942,1.2521263217926026,1.4051581275463105,1.5726881730556488
1984-10-02,55.91601791527611,C,1.229102611541748,1.2308336973190308,1.2308336257934571,1.2321319162845612,1.245201804637909,1.4024748837947845,1.5697885364294053
1984-10-03,55.92109571413405,B,1.2204464673995972,1.2291024684906007,1.2308336257934571,1.2316991090774536,1.2426051020622253,1.3997050786018372,1.5668888920545578
1984-10-04,55.92863576592581,B,1.229102611541748,1.2291024684906007,1.2299680829048156,1.2299679875373841,1.2431244492530822,1.3971083867549896,1.564032528400421
1984-10-05,55.934355563385886,B,1.229102611541748,1.227371382713318,1.2291025400161744,1.2282368659973144,1.2436437964439393,1.3945116949081422,1.5611761647462845
1984-10-08,55.940892783582484,B,1.2377580404281616,1.2291024684906007,1.2299680829048156,1.2282368659973144,1.2443362522125243,1.3918284511566161,1.5583630782365798
1984-10-09,55.94742240176995,B,1.2377580404281616,1.2308335542678832,1.2308336257934571,1.228669637441635,1.2443362522125243,1.389318313598633,1.5555932700634003
1984-10-10,55.95194609345543,C,1.2377580404281616,1.234295868873596,1.2316991686820984,1.229968011379242,1.2452018213272096,1.3868081760406494,1.5526936340332032
1984-10-11,55.95832642445556,C,1.281036138534546,1.2446825742721557,1.2368925213813782,1.2325646877288818,1.2467598390579224,1.3848173809051514,1.5498372673988343
1984-10-12,55.966273922880596,C,1.298347234725952,1.2585314989089966,1.2429514408111573,1.2364597260951995,1.2486640787124634,1.3831728088855744,1.5465914034843444
