Date,GRADE,GPS,AVB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-03-11,,,7.059012413024902,,,,,,
1994-03-14,,,6.974476337432861,,,,,,
1994-03-15,,,6.974476337432861,,,,,,
1994-03-16,,,7.228095531463623,,,,,,
1994-03-17,,,7.143553733825684,7.075922870635987,,,,,
1994-03-18,,,7.101287364959717,7.084377861022949,,,,,
1994-03-21,,,7.059012413024902,7.101285076141357,,,,,
1994-03-22,,,7.016746997833252,7.109739208221436,,,,,
1994-03-23,,,7.185821533203125,7.101284408569336,,,,,
1994-03-24,,,7.101287364959717,7.092831134796143,7.084377002716065,,,,
1994-03-25,,,7.101287364959717,7.092831134796143,7.088604497909546,,,,
1994-03-28,,,7.143553733825684,7.1097393989562985,7.105512237548828,,,,
1994-03-29,,,6.974476337432861,7.1012852668762205,7.105512237548828,,,,
1994-03-30,,,6.932207107543945,7.050562381744385,7.0759233951568605,,,,
1994-03-31,,,6.974476337432861,7.0252001762390135,7.0590156555175785,,,,
1994-04-01,,,6.974476337432861,6.999837970733642,7.046334552764892,,,,
1994-04-04,,,6.805400371551514,6.932207298278809,7.020973348617554,,,,
1994-04-05,,,7.016746997833252,6.940661430358887,7.020973348617554,,,,
1994-04-06,,,7.059012413024902,6.966022491455078,7.0082924365997314,,,,
1994-04-07,,,7.016746997833252,6.974476623535156,6.999838399887085,7.042107701301575,,,
1994-04-08,,,6.932207107543945,6.966022777557373,6.982930374145508,7.035767436027527,,,
1994-04-11,,,6.889937877655029,6.982930278778076,6.957568788528443,7.031540513038635,,,
1994-04-12,,,6.932207107543945,6.966022300720215,6.953341865539551,7.0294270515441895,,,
1994-04-13,,,6.889937877655029,6.93220739364624,6.9491149425506595,7.01251916885376,,,
1994-04-14,,,6.889937877655029,6.906845569610596,6.940661096572876,6.999838376045227,,,
1994-04-15,,,6.805400371551514,6.8814842224121096,6.923753499984741,6.985044026374817,,,
1994-04-18,,,6.805400371551514,6.864576721191407,6.923753499984741,6.972363424301148,,,
1994-04-19,,,6.847665786743164,6.84766845703125,6.906845378875732,6.963909363746643,,,
1994-04-20,,,6.847665786743164,6.839214038848877,6.885710716247559,6.947001576423645,,,
1994-04-21,,,6.847665786743164,6.8307596206665036,6.86880259513855,6.934320497512817,,,
1994-04-22,,,6.932207107543945,6.856120967864991,6.86880259513855,6.925866484642029,,,
1994-04-25,,,6.847665786743164,6.86457405090332,6.864575386047363,6.911072087287903,,,
1994-04-26,,,6.932207107543945,6.881482315063477,6.864575386047363,6.908958625793457,,,
1994-04-27,,,6.932207107543945,6.898390579223633,6.868802309036255,6.908958625793457,,,
1994-04-28,,,6.974476337432861,6.923752689361573,6.877256155014038,6.908958625793457,,,
1994-04-29,,,6.932207107543945,6.923752689361573,6.889936828613282,6.906845164299011,,,
1994-05-02,,,6.974476337432861,6.949114799499512,6.906844425201416,6.915298962593079,,,
1994-05-03,,,6.932207107543945,6.949114799499512,6.915298557281494,6.9110719680786135,,,
1994-05-04,,,6.847665786743164,6.932206535339356,6.915298557281494,6.900504636764526,,,
1994-05-05,,,6.889937877655029,6.915298843383789,6.919525766372681,6.894164180755615,,,
1994-05-06,,,6.805400371551514,6.889937496185302,6.9068450927734375,6.887823843955994,,,
1994-05-09,,,6.847665786743164,6.864575386047363,6.9068450927734375,6.8857102394104,,,
1994-05-10,,,6.847665786743164,6.847667121887207,6.8983909606933596,6.881483173370361,,,
1994-05-11,,,6.847665786743164,6.847667121887207,6.889936828613282,6.879369568824768,,,
1994-05-12,,,6.847665786743164,6.839212703704834,6.877255773544311,6.877255964279175,,,
1994-05-13,,,6.847665786743164,6.847665786743164,6.868801641464233,6.879369235038757,,,
1994-05-16,,,6.847665786743164,6.847665786743164,6.856120586395264,6.88148250579834,,,
1994-05-17,,,6.805400371551514,6.839212703704834,6.84343991279602,6.879369235038757,,,
1994-05-18,,,6.889937877655029,6.847667121887207,6.847667121887207,6.881482839584351,,,
1994-05-19,,,6.932207107543945,6.864575386047363,6.851894044876099,6.88570990562439,6.944887561798096,,
1994-05-20,,,6.932207107543945,6.881483650207519,6.864574718475342,6.88570990562439,6.942351455688477,,
1994-05-23,,,7.101287364959717,6.93220796585083,6.889936876296997,6.898390984535217,6.944887676239014,,
1994-05-24,,,7.228095531463623,7.016746997833252,6.927979850769043,6.913185405731201,6.949960060119629,,
1994-05-25,,,7.354901313781738,7.109739685058594,6.978703403472901,6.934320116043091,6.952496175765991,,
1994-05-26,,,7.27036714553833,7.177371692657471,7.020973539352417,6.949114656448364,6.955032444000244,,
1994-05-27,,,7.228095531463623,7.236549377441406,7.059016513824463,6.963909077644348,6.957568607330322,,
1994-05-30,,,7.228095531463623,7.261911010742187,7.097059488296509,6.976590037345886,6.960950269699096,,
1994-05-31,,,7.27036714553833,7.2703653335571286,7.14355616569519,6.993498039245606,6.966022672653199,,
1994-06-01,,,7.354901313781738,7.2703653335571286,7.190052509307861,7.018859815597534,6.96940426826477,,
1994-06-02,,,7.354901313781738,7.287272167205811,7.232321929931641,7.0421079874038695,6.974476547241211,,
1994-06-03,,,7.354901313781738,7.312633323669433,7.27459135055542,7.0695830345153805,6.979548826217651,,
1994-06-06,,,7.650787830352783,7.3971717834472654,7.329541397094727,7.109739136695862,6.989693508148194,,
1994-06-07,,,7.397172927856445,7.422532939910889,7.346449136734009,7.137214493751526,6.998147439956665,,
1994-06-08,,,7.397172927856445,7.43098726272583,7.3506762981414795,7.16468985080719,7.007446756362915,,
1994-06-09,,,7.439441680908203,7.447895336151123,7.367583751678467,7.194278645515442,7.0167460632324214,,
1994-06-10,,,7.439441680908203,7.464803409576416,7.388718366622925,7.223867440223694,7.0260453701019285,,
1994-06-13,,,7.439441680908203,7.4225341796875,7.409852981567383,7.253456234931946,7.038726196289063,,
1994-06-14,,,7.4817118644714355,7.439441967010498,7.430987453460693,7.287271809577942,7.048025493621826,,
1994-06-15,,,7.439441680908203,7.44789571762085,7.43944149017334,7.314746999740601,7.055634078979492,,
1994-06-16,,,7.397172927856445,7.439441967010498,7.44366865158081,7.337995290756226,7.063242597579956,,
1994-06-17,,,7.228095531463623,7.397172737121582,7.430988073348999,7.35278971195221,7.06916036605835,,
1994-06-20,,,7.101287364959717,7.329541873931885,7.376038026809693,7.35278971195221,7.073387355804443,,
1994-06-21,,,7.101287364959717,7.253456974029541,7.346449470520019,7.346449303627014,7.076768960952759,,
1994-06-22,,,7.185821533203125,7.202732944488526,7.325314331054687,7.337995314598084,7.0826866340637205,,
1994-06-23,,,7.016746997833252,7.1266477584838865,7.283044862747192,7.32531430721283,7.085222816467285,,
1994-06-24,,,7.228095531463623,7.1266477584838865,7.261910247802734,7.32531430721283,7.0936767196655275,,
1994-06-27,,,7.016746997833252,7.109739685058594,7.219640779495239,7.314746880531311,7.097903652191162,,
1994-06-28,,,6.974476337432861,7.084377479553223,7.168917226791382,7.299952340126038,7.100439863204956,,
