Date,GRADE,GPS,AVB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1994-06-29,,,6.932207107543945,7.033654594421387,7.118193769454956,7.278817629814148,7.102130689620972,,
1994-06-30,,,6.932207107543945,7.016746616363525,7.071697187423706,7.257682919502258,7.103821516036987,,
1994-07-01,,,7.185821533203125,7.008291816711425,7.067469787597656,7.249228930473327,7.108893804550171,,
1994-07-04,,,7.185821533203125,7.0421067237854,7.075923204421997,7.225980615615844,7.11565691947937,,
1994-07-05,,,7.31263542175293,7.109738540649414,7.0970580101013185,7.221753740310669,7.12326548576355,,
1994-07-06,,,7.354901313781738,7.194277381896972,7.11396598815918,7.219640159606934,7.131719369888305,,
1994-07-07,,,7.27036714553833,7.26190938949585,7.1393280029296875,7.21118643283844,7.137637186050415,,
1994-07-08,,,7.31263542175293,7.287272167205811,7.1477819919586185,7.204846119880676,7.145245752334595,,
1994-07-11,,,7.354901313781738,7.321088123321533,7.181597423553467,7.200619101524353,7.152854251861572,,
1994-07-12,,,7.185821533203125,7.295725345611572,7.202731943130493,7.185824584960938,7.157926540374756,,
1994-07-13,,,7.228095531463623,7.27036418914795,7.232320785522461,7.175257277488709,7.165535135269165,,
1994-07-14,,,7.31263542175293,7.278817844390869,7.270363616943359,7.171030402183533,7.173989086151123,,
1994-07-15,,,7.31263542175293,7.278817844390869,7.28304500579834,7.175257396697998,7.184133787155151,,
1994-07-18,,,7.27036714553833,7.261911010742187,7.2914995670318605,7.183711385726928,7.192587814331055,,
1994-07-19,,,7.185821533203125,7.261911010742187,7.27881817817688,7.187938094139099,7.1993509292602536,,
1994-07-20,,,7.31263542175293,7.278818988800049,7.274591588973999,7.1942787885665895,7.208650321960449,,
1994-07-21,,,7.397172927856445,7.295726490020752,7.287272167205811,7.213300085067749,7.219640464782715,,
1994-07-22,,,7.143553733825684,7.261910152435303,7.270363998413086,7.209072995185852,7.225558223724366,,
1994-07-25,,,6.932207107543945,7.194278144836426,7.228094577789307,7.204846000671386,7.227249050140381,,
1994-07-26,,,6.932207107543945,7.1435552597045895,7.202733135223388,7.202732539176941,7.22978518486023,,
1994-07-27,,,6.932207107543945,7.067469596862793,7.173144292831421,7.202732539176941,7.2306305694580075,,
1994-07-28,,,6.932207107543945,6.974476432800293,7.135101461410523,7.202732539176941,7.2306305694580075,7.087759065628052,
1994-07-29,,,6.932207107543945,6.932207107543945,7.097058629989624,7.190051817893982,7.2306305694580075,7.0864910125732425,
1994-08-01,,,7.016746997833252,6.9491150856018065,7.071696615219116,7.181598091125489,7.228939762115479,7.086913719177246,
1994-08-02,,,7.27036714553833,7.016747093200683,7.080151176452636,7.1794846773147585,7.229785194396973,7.089872627258301,
1994-08-03,,,7.397172927856445,7.109740257263184,7.088604927062988,7.181598258018494,7.230630626678467,7.091563401222229,
1994-08-04,,,7.27036714553833,7.17737226486206,7.075924348831177,7.181598258018494,7.230630626678467,7.092831535339355,
1994-08-05,,,7.143553733825684,7.219641590118409,7.075924348831177,7.1731441736221315,7.228939790725708,7.093254199028015,
1994-08-08,,,7.101287364959717,7.236549663543701,7.092832374572754,7.160463476181031,7.22640362739563,7.093676948547364,
1994-08-09,,,7.101287364959717,7.202733707427979,7.109740400314331,7.15623676776886,7.223022031784057,7.094522352218628,
1994-08-10,,,7.143553733825684,7.1520098686218265,7.130875062942505,7.152009677886963,7.218795080184936,7.094099674224854,
1994-08-11,,,7.143553733825684,7.126647186279297,7.152009725570679,7.143555593490601,7.214568128585816,7.094522337913514,
1994-08-12,,,7.185821533203125,7.1351007461547855,7.177371168136597,7.13721489906311,7.211186532974243,7.095367679595947,
1994-08-15,,,7.101287364959717,7.1351007461547855,7.185825204849243,7.128760910034179,7.200196523666381,7.094945015907288,
1994-08-16,,,6.974476337432861,7.109738540649414,7.1562361240386965,7.118193650245667,7.19174259185791,7.094945015907288,
1994-08-17,,,6.932207107543945,7.067469215393066,7.109739542007446,7.099172234535217,7.18244327545166,7.094945015907288,
1994-08-18,,,6.847665786743164,7.008291625976563,7.0674694061279295,7.071696877479553,7.1706077575683596,7.093676910400391,
1994-08-19,,,6.974476337432861,6.966022586822509,7.0505616664886475,7.063243007659912,7.1613084506988525,7.093676910400391,
1994-08-22,,,6.932207107543945,6.932206535339356,7.033653640747071,7.063243007659912,7.151163759231568,7.094944977760315,
1994-08-23,,,6.847665786743164,6.906844425201416,7.008291482925415,7.059015941619873,7.138482837677002,7.093254165649414,
1994-08-24,,,6.763130187988281,6.873029041290283,6.970249128341675,7.05056209564209,7.1249566078186035,7.090295343399048,
1994-08-25,,,6.720857620239258,6.847667407989502,6.927979516983032,7.039994621276856,7.1114303016662594,7.087336449623108,
1994-08-26,,,6.763130187988281,6.805398178100586,6.885710382461548,7.031540775299073,7.102130994796753,7.085645680427551,
1994-08-29,,,6.805400371551514,6.7800368309021,6.856121683120728,7.020973443984985,7.096213254928589,7.0848003053665165,
1994-08-30,,,6.889937877655029,6.788491249084473,6.847667837142945,7.00195198059082,7.091986265182495,7.084377613067627,
1994-08-31,,,6.889937877655029,6.813852787017822,6.843440914154053,6.97659022808075,7.086068592071533,7.084377613067627,
1994-09-01,,,7.016746997833252,6.873030662536621,6.860349035263061,6.963909220695496,7.086068592071533,7.085645704269409,
1994-09-02,,,7.101287364959717,6.940662097930908,6.873030138015747,6.961795902252197,7.083532428741455,7.088604574203491,
1994-09-05,,,7.101287364959717,6.999839496612549,6.889938163757324,6.961795902252197,7.085223236083984,7.091563444137574,
1994-09-06,,,7.101287364959717,7.042109394073487,6.91530032157898,6.961795902252197,7.0877594566345214,7.094099659919738,
1994-09-07,,,7.059012413024902,7.075924301147461,6.944888544082642,6.957568836212158,7.09029556274414,7.0962131261825565,
1994-09-08,,,7.059012413024902,7.084377384185791,6.978704023361206,6.953341770172119,7.092831668853759,7.098326592445374,
1994-09-09,,,7.016746997833252,7.067469310760498,7.004065704345703,6.944888043403625,7.089450178146362,7.099171991348267,
1994-09-12,,,7.016746997833252,7.050561237335205,7.025200366973877,6.940661025047302,7.0860686874389645,7.100862803459168,
1994-09-13,,,7.059012413024902,7.042106246948242,7.042107820510864,6.9448878288269045,7.0809962272644045,7.102130856513977,
1994-09-14,,,6.974476337432861,7.025199031829834,7.0505616664886475,6.94700129032135,7.073387727737427,7.102553548812867,
1994-09-15,,,7.185821533203125,7.050560855865479,7.067469120025635,6.963909077644348,7.071696815490722,7.104667000770569,
1994-09-16,,,7.059012413024902,7.059013938903808,7.063241624832154,6.96813588142395,7.066624355316162,7.1059350538253785,
1994-09-19,,,7.185821533203125,7.092828845977783,7.071695041656494,6.980816602706909,7.06324275970459,7.108048505783081,
1994-09-20,,,7.143553733825684,7.10973711013794,7.075921678543091,6.995611000061035,7.062397403717041,7.110161972045899,
1994-09-21,,,7.101287364959717,7.135099315643311,7.080149173736572,7.012518858909607,7.0598612403869625,7.112698187828064,
1994-09-22,,,7.059012413024902,7.109737491607666,7.080149173736572,7.0294265985488895,7.0547887802124025,7.114388933181763,
1994-09-23,,,6.847665786743164,7.067468166351318,7.063241052627563,7.033653378486633,7.045489387512207,7.114811587333679,
1994-09-26,,,6.889937877655029,7.008291435241699,7.050560140609742,7.037880253791809,7.037880802154541,7.115234308242798,
1994-09-27,,,6.932207107543945,6.966022109985351,7.037879610061646,7.039993715286255,7.032808513641357,7.116079721450806,
1994-09-28,,,6.974476337432861,6.940659904479981,7.037879610061646,7.044220638275147,7.026045331954956,7.117347826957703,
1994-09-29,,,7.185821533203125,6.966021728515625,7.037879610061646,7.05267436504364,7.02181830406189,7.120729384422302,
1994-09-30,,,7.185821533203125,7.033652877807617,7.050560522079468,7.05690107345581,7.022663660049439,7.124110941886902,
1994-10-03,,,7.101287364959717,7.0759227752685545,7.042107105255127,7.05690107345581,7.026045265197754,7.126647157669067,
1994-10-04,,,7.059012413024902,7.101283836364746,7.033652973175049,7.05478732585907,7.028581371307373,7.129183278083802,
1994-10-05,,,7.016746997833252,7.109737968444824,7.025198936462402,7.052674055099487,7.030272169113159,7.130451369285583,
1994-10-06,,,6.974476337432861,7.067468929290771,7.016745328903198,7.048447251319885,7.031117553710938,7.130874061584473,
1994-10-07,,,7.101287364959717,7.05056209564209,7.042107486724854,7.052674269676208,7.034499158859253,7.13256486415863,
1994-10-10,,,7.016746997833252,7.033654022216797,7.054788398742676,7.052674269676208,7.034499158859253,7.131719460487366,
1994-10-11,,,7.059012413024902,7.033654022216797,7.067468929290771,7.052674269676208,7.030272064208984,7.130028629302979,
1994-10-12,,,7.059012413024902,7.042107105255127,7.075922536849975,7.05690107345581,7.023508853912354,7.12706974029541,
1994-10-13,,,7.016746997833252,7.050561237335205,7.059015083312988,7.0484473466873165,7.0184364509582515,7.124533538818359,
1994-10-14,,,6.847665786743164,6.9998369216918945,7.025199508666992,7.03788001537323,7.012518692016601,7.120729241371155,
1994-10-17,,,6.889937877655029,6.97447509765625,7.004064559936523,7.023085832595825,7.008291702270508,7.117347664833069,
1994-10-18,,,6.889937877655029,6.940660190582276,6.987157106399536,7.010405039787292,7.004064712524414,7.113543372154236,
1994-10-19,,,6.889937877655029,6.906845283508301,6.9744761943817135,6.999837565422058,6.998992395401001,7.108893737792969,
1994-10-20,,,6.847665786743164,6.873029041290283,6.961795139312744,6.9892702341079715,6.993074636459351,7.103821382522583,
1994-10-21,,,6.847665786743164,6.873029041290283,6.936432981491089,6.9892702341079715,6.986311521530151,7.098749027252198,
1994-10-24,,,6.763130187988281,6.847667503356933,6.911071300506592,6.982929849624634,6.979548377990723,7.089872450828552,
1994-10-25,,,6.889937877655029,6.847667503356933,6.8941638469696045,6.980816388130188,6.977857608795166,7.084800100326538,
1994-10-26,,,6.847665786743164,6.839213085174561,6.873029184341431,6.974475860595703,6.97616678237915,7.079305028915405,
1994-10-27,,,6.805400371551514,6.8307600021362305,6.851894521713257,6.955454802513122,6.975321474075318,7.072964615821839,
1994-10-28,,,6.720857620239258,6.80539836883545,6.839213705062866,6.932206606864929,6.970249099731445,7.065778775215149,
1994-10-31,,,6.59404993057251,6.771582317352295,6.809624910354614,6.906844735145569,6.963485956192017,7.057324857711792,
1994-11-01,,,6.551779747009277,6.703950691223144,6.775809097290039,6.881483101844788,6.957568235397339,7.04802553653717,
1994-11-02,,,6.340432167053223,6.602503967285156,6.720858526229859,6.8476673603057865,6.949114274978638,7.03703544139862,
1994-11-03,,,6.17135763168335,6.475695419311523,6.653227710723877,6.80751142501831,6.938124275207519,7.02477728843689,
1994-11-04,,,6.213622570037842,6.374248409271241,6.589823389053345,6.763128185272217,6.927134122848511,7.0146325588226315,
1994-11-07,,,6.29816484451294,6.315071392059326,6.5433268547058105,6.727199077606201,6.916989412307739,7.006601333618164,
1994-11-08,,,6.213622570037842,6.247439956665039,6.475695323944092,6.684929585456848,6.903463106155396,6.9977246856689455,
1994-11-09,,,6.213622570037842,6.222078037261963,6.41229100227356,6.642660093307495,6.889936800003052,6.9880026960372925,
1994-11-10,,,6.213622570037842,6.230531024932861,6.353113222122192,6.602503871917724,6.8738743114471434,6.979971451759338,
1994-11-11,,,6.255891799926758,6.238984870910644,6.306616640090942,6.572915172576904,6.856966400146485,6.97024941444397,
1994-11-14,,,6.255891799926758,6.230530261993408,6.2728008270263675,6.541212868690491,6.840058488845825,6.962640862464905,
1994-11-15,,,6.213622570037842,6.230530261993408,6.2389851093292235,6.507397103309631,6.822305192947388,6.955032324790954,
1994-11-16,,,6.213622570037842,6.230530261993408,6.226304149627685,6.473581337928772,6.805397396087646,6.947846479415894,
1994-11-17,,,6.213622570037842,6.230530261993408,6.230530643463135,6.441879177093506,6.788489599227905,6.9406606340408326,
1994-11-18,,,6.17135763168335,6.213623428344727,6.226304149627685,6.408063769340515,6.771581811904907,6.930515995025635,
1994-11-21,,,6.17135763168335,6.196716594696045,6.213623428344727,6.378475141525269,6.7546740245819095,6.920371356010437,
1994-11-22,,,6.08681583404541,6.171355247497559,6.200942754745483,6.338319039344787,6.735230093002319,6.908113160133362,
1994-11-23,,,6.08681583404541,6.145993900299072,6.18826208114624,6.3002765417099,6.71747688293457,6.895432305335999,
1994-11-24,,,6.08681583404541,6.120632553100586,6.175581407546997,6.264347314834595,6.695496768951416,6.883596792221069,
1994-11-25,,,6.129084587097168,6.112177944183349,6.162900686264038,6.23475866317749,6.676898212432861,6.871761283874512,
1994-11-28,,,6.08681583404541,6.095269584655762,6.145993089675903,6.209396958351135,6.654918098449707,6.8590804290771485,
1994-11-29,,,6.002276420593262,6.078361701965332,6.124858474731445,6.181921792030335,6.632092552185059,6.84724497795105,
1994-11-30,,,6.08681583404541,6.078361701965332,6.112177801132202,6.169240975379944,6.611803121566773,6.835832180976868,
1994-12-01,,,6.129084587097168,6.086815452575683,6.103724002838135,6.167127323150635,6.593204565048218,6.82399667263031,
1994-12-02,,,6.08681583404541,6.078361701965332,6.095269823074341,6.160786986351013,6.577987565994262,6.811738476753235,
1994-12-05,,,6.08681583404541,6.078361701965332,6.086815643310547,6.150219535827636,6.5619251251220705,6.7999029636383055,
1994-12-06,,,6.002276420593262,6.078361701965332,6.078361701965332,6.139652228355407,6.543326511383056,6.788067512512207,
1994-12-07,,,6.044546127319336,6.069907760620117,6.074134731292725,6.131198406219482,6.524727907180786,6.775386619567871,
1994-12-08,,,6.08681583404541,6.061454010009766,6.074134731292725,6.124858069419861,6.502747793197631,6.762283048629761,
1994-12-09,,,6.002276420593262,6.044546127319336,6.061453914642334,6.112177300453186,6.479076890945435,6.750870275497436,
1994-12-12,,,6.129084587097168,6.052999877929688,6.06568078994751,6.105836939811707,6.459632835388184,6.742839050292969,
1994-12-13,,,6.17135763168335,6.086816120147705,6.0825889110565186,6.103723692893982,6.441879739761353,6.735230555534363,
1994-12-14,,,6.340432167053223,6.145993328094482,6.1079505443572994,6.110064172744751,6.428353443145752,6.729312806129456,
1994-12-15,,,6.382703304290772,6.205170822143555,6.13331241607666,6.118518209457397,6.41651798248291,6.723817768096924,6.905788416862488
1994-12-16,,,6.763130187988281,6.357341575622558,6.200943851470948,6.148106837272644,6.409754838943481,6.722126998901367,6.904309005737304
1994-12-19,,,7.101287364959717,6.551782131195068,6.302391004562378,6.194603323936462,6.411445646286011,6.722972402572632,6.904943060874939
1994-12-20,,,7.016746997833252,6.720860004425049,6.403838062286377,6.241099882125854,6.410600337982178,6.720436201095581,6.905154414176941
1994-12-21,,,7.016746997833252,6.856122970581055,6.501058149337768,6.287596440315246,6.409755029678345,6.716631941795349,6.904097671508789
1994-12-22,64.24659858058642,C,6.805400371551514,6.940662384033203,6.5729166030883786,6.323525667190552,6.40552809715271,6.711982274055481,6.902406904697418
1994-12-23,64.2205437045952,C,6.805400371551514,6.94911642074585,6.653228998184204,6.357341456413269,6.404682788848877,6.70860074043274,6.9009274697303775
1994-12-26,64.10851567290696,C,6.805400371551514,6.889939022064209,6.720860576629638,6.393270683288574,6.402992038726807,6.705641870498657,6.89965940952301
1994-12-27,64.01698586923949,C,6.763130187988281,6.839215660095215,6.780037832260132,6.431313371658325,6.400455884933471,6.702260298728943,6.898391325473785
1994-12-28,63.94008885242519,C,6.805400371551514,6.796946334838867,6.826534652709961,6.46724259853363,6.398765134811401,6.698878765106201,6.896489219665527
1994-12-29,63.91539093080101,C,6.805400371551514,6.796946334838867,6.8688043594360355,6.5010583877563475,6.397919826507568,6.6954972314834595,6.895009784698487
1994-12-30,63.88501218429359,C,6.805400371551514,6.796946334838867,6.873031377792358,6.536987614631653,6.397074518203735,6.6916930198669435,6.893530349731446
1995-01-02,63.86758025266055,C,6.805400371551514,6.796946334838867,6.843442678451538,6.572916841506958,6.397919921875,6.688734149932861,6.891839582920074
1995-01-03,63.85444005331622,C,6.763130187988281,6.796946334838867,6.818080997467041,6.610959529876709,6.395383768081665,6.686620688438415,6.890782852172851
1995-01-04,63.85480418905411,C,6.805400371551514,6.796946334838867,6.796946334838867,6.649002242088318,6.394538459777832,6.685352621078491,6.890148818492889
1995-01-05,63.887883044064885,C,6.974476337432861,6.830761528015136,6.813853931427002,6.693385267257691,6.397919979095459,6.686620726585388,6.890148818492889
1995-01-06,63.91073420138574,C,6.847665786743164,6.839214611053467,6.818080472946167,6.735654735565186,6.400456142425537,6.685352621078491,6.889514765739441
1995-01-09,63.96408420950056,C,6.932207107543945,6.864575958251953,6.83076114654541,6.775810861587525,6.407219285964966,6.685352621078491,6.8901487994194035
1995-01-10,64.01750099350139,C,6.932207107543945,6.898391342163086,6.847668838500977,6.813853335380554,6.414827833175659,6.686198034286499,6.889726099967956
1995-01-11,64.05331459001884,A,6.889937877655029,6.915298843383789,6.856122589111328,6.8413286209106445,6.425817947387696,6.687466111183166,6.888880727291107
1995-01-12,64.04222746868983,A,6.889937877655029,6.898391151428223,6.86457633972168,6.866690349578858,6.440189552307129,6.689156913757325,6.888246681690216
1995-01-13,64.04062368918278,A,6.847665786743164,6.898391151428223,6.868802881240844,6.870917129516601,6.452870416641235,6.690002269744873,6.887823975086212
1995-01-16,64.0068345184538,A,6.889937877655029,6.88993730545044,6.877256631851196,6.860349655151367,6.464705877304077,6.690847644805908,6.887823975086212
1995-01-17,63.957314616057005,A,6.805400371551514,6.864575958251953,6.881483650207519,6.84978232383728,6.476541433334351,6.690002269744873,6.88718994140625
1995-01-18,63.90090621583013,P,6.720857620239258,6.830759906768799,6.873029375076294,6.83498785495758,6.486686134338379,6.688311467170715,6.886344540119171
1995-01-19,63.861101005949,B,6.805400371551514,6.813852405548095,6.856121778488159,6.83498785495758,6.498521690368652,6.686198000907898,6.885921852588654
1995-01-20,63.832120435449745,B,6.763130187988281,6.796945285797119,6.847668218612671,6.832874345779419,6.508666458129883,6.6828164291381835,6.885710501670838
1995-01-23,63.79002865523199,B,6.678589820861816,6.754675674438476,6.822306489944458,6.826533818244934,6.517120418548584,6.678589453697205,6.885076448917389
1995-01-24,63.75929662514282,B,6.636315822601318,6.720858764648438,6.792717361450196,6.820193099975586,6.525574283599854,6.673939738273621,6.8840196990966795
1995-01-25,63.7504329637807,B,6.636315822601318,6.70395040512085,6.767355155944824,6.8117388725280765,6.534028148651123,6.669712772369385,6.882962949275971
1995-01-26,63.714222492795784,B,6.59404993057251,6.6616803169250485,6.737766361236572,6.801171350479126,6.541636695861817,6.665063147544861,6.881694869995117
1995-01-27,63.67803883172608,B,6.551779747009277,6.619410228729248,6.708177757263184,6.7884903192520145,6.5492451381683345,6.660413475036621,6.879792733192444
1995-01-30,63.69549944312715,B,6.678589820861816,6.619410228729248,6.687042951583862,6.782149791717529,6.5593897819519045,6.6570319032669065,6.878947353363037
1995-01-31,63.73060650578307,B,6.720857620239258,6.636318588256836,6.6785886764526365,6.780036163330078,6.572070617675781,6.6536503553390505,6.877890605926513
1995-02-01,63.77265640904624,B,6.763130187988281,6.661681461334228,6.682815933227539,6.777922654151917,6.585596904754639,6.651536893844605,6.877045221328736
1995-02-02,63.81484209200284,B,6.763130187988281,6.695497512817383,6.678588914871216,6.767355346679688,6.599123191833496,6.647309980392456,6.875988490581513
1995-02-03,63.85439240836106,B,6.678589820861816,6.720859527587891,6.670134878158569,6.75890154838562,6.610113296508789,6.643505754470826,6.874720404148102
1995-02-06,63.86241290822725,B,6.720857620239258,6.729313087463379,6.674361658096314,6.748334074020386,6.622794132232666,6.638856115341187,6.873452310562134
1995-02-07,63.850597853111914,C,6.678589820861816,6.720859527587891,6.6785890579223635,6.735653209686279,6.636320400238037,6.634206476211548,6.872184224128723
1995-02-08,63.8161766215078,B,6.636315822601318,6.695496654510498,6.6785890579223635,6.722972106933594,6.647310400009156,6.629556760787964,6.871127474308014
1995-02-09,63.78664939777301,B,6.59404993057251,6.661680603027344,6.6785890579223635,6.708177709579468,6.656609706878662,6.62490713596344,6.869648034572601
1995-02-10,63.79780160225712,B,6.678589820861816,6.661680603027344,6.691270065307617,6.699723911285401,6.66844518661499,6.623216376304627,6.869013981819153
1995-02-13,63.78186912752838,B,6.59404993057251,6.6363190650939945,6.682816076278686,6.684929513931275,6.678589868545532,6.620257496833801,6.867745902538299
1995-02-14,63.77540292402262,B,6.59404993057251,6.6194110870361325,6.6701353073120115,6.674361991882324,6.690425338745118,6.616875925064087,6.866477823257446
1995-02-15,63.779250378127415,B,6.59404993057251,6.610957908630371,6.653227281570435,6.668021607398987,6.701415414810181,6.613071660995484,6.865209743976593
1995-02-16,63.76596863392843,B,6.50951099395752,6.594050121307373,6.627865362167358,6.653227138519287,6.709869318008423,6.606308555603027,6.863518970012665
1995-02-17,63.71264968895568,B,6.46724271774292,6.551780700683594,6.606730651855469,6.638432765007019,6.719168643951416,6.599122767448425,6.8616168546676635
1995-02-20,63.690830125378,B,6.46724271774292,6.526419258117675,6.581369161605835,6.627865409851074,6.725931806564331,6.592782320976258,6.859714739322662
