Date,GRADE,GPS,RVTY,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,4.650806903839111,,,,,,
1983-11-22,,,4.7024827003479,,,,,,
1983-11-23,,,4.633581161499023,,,,,,
1983-11-24,,,4.633581161499023,,,,,,
1983-11-25,,,4.650806903839111,4.654251766204834,,,,,
1983-11-28,,,4.616354942321777,4.647361373901367,,,,,
1983-11-29,,,4.633581161499023,4.633581066131592,,,,,
1983-11-30,,,4.736934661865234,4.654251766204834,,,,,
1983-12-01,,,4.80583381652832,4.6887022972106935,,,,,
1983-12-02,,,4.7541584968566895,4.709372615814209,4.681812191009522,,,,
1983-12-05,,,4.80583381652832,4.747268390655518,4.697314882278443,,,,
1983-12-06,,,4.771383762359619,4.774828910827637,4.704204988479614,,,,
1983-12-07,,,4.823060035705566,4.792053985595703,4.7231528759002686,,,,
1983-12-08,,,4.80583381652832,4.792053985595703,4.740378141403198,,,,
1983-12-09,,,4.771383762359619,4.795499038696289,4.752435827255249,,,,
1983-12-12,,,4.7541584968566895,4.7851639747619625,4.766216182708741,,,,
1983-12-13,,,4.7541584968566895,4.781718921661377,4.7782739162445065,,,,
1983-12-14,,,4.7541584968566895,4.767938613891602,4.779996299743653,,,,
1983-12-15,,,4.616354942321777,4.730042839050293,4.761048412322998,,,,
1983-12-16,,,4.564681053161621,4.6887022972106935,4.742100667953491,4.711956429481506,,,
1983-12-19,,,4.530229568481445,4.643916511535645,4.714540243148804,4.705927562713623,,,
1983-12-20,,,4.530229568481445,4.599130725860595,4.690424823760987,4.6973149061203,,,
1983-12-21,,,4.357980251312256,4.519895076751709,4.643916845321655,4.683534860610962,,,
1983-12-22,,,4.4096550941467285,4.4785551071167,4.6042989730834964,4.672338557243347,,,
1983-12-23,,,4.444106578826904,4.4544402122497555,4.571571254730225,4.662003540992737,,,
1983-12-26,,,4.444106578826904,4.4372156143188475,4.540566062927246,4.653391122817993,,,
1983-12-27,,,4.34075403213501,4.399320507049561,4.499225616455078,4.638749766349792,,,
1983-12-28,,,4.375202178955078,4.402764892578125,4.461329984664917,4.620663142204284,,,
1983-12-29,,,4.444106578826904,4.40965518951416,4.44410514831543,4.602576780319214,,,
1983-12-30,,,4.478554725646973,4.416544818878174,4.435492515563965,4.588796591758728,,,
1984-01-02,,,4.478554725646973,4.423434448242188,4.430325031280518,4.572432637214661,,,
1984-01-03,,,4.444106578826904,4.444104957580566,4.421712732315063,4.556068778038025,,,
1984-01-04,,,4.444106578826904,4.457885837554931,4.430325365066528,4.537121105194092,,,
1984-01-05,,,4.6852569580078125,4.506115913391113,4.4578855514526365,4.531092262268066,,,
1984-01-06,,,4.823060035705566,4.575016975402832,4.495780897140503,4.533676075935364,,,
1984-01-09,,,4.909185886383057,4.661143207550049,4.542288827896118,4.541427445411682,,,
1984-01-10,,,4.736934661865234,4.719708824157715,4.58190689086914,4.540566253662109,,,
1984-01-11,,,4.736934661865234,4.778274440765381,4.618080139160156,4.539705061912537,,,
1984-01-12,,,4.7541584968566895,4.792054748535156,4.649085330963135,4.546595239639283,,,
1984-01-13,,,4.719708442687988,4.771384429931641,4.673200702667236,4.5543466091156,,,
1984-01-16,,,4.664425849914551,4.722432422637939,4.691787815093994,4.561056423187256,,,
1984-01-17,,,4.629874706268311,4.701020431518555,4.710364627838135,4.566038680076599,,,
1984-01-18,,,4.629874706268311,4.67960844039917,4.728941440582275,4.579633402824402,,,
1984-01-19,,,4.595321178436279,4.647840976715088,4.719947862625122,4.588916707038879,,,
1984-01-20,,,4.5089430809021,4.60568790435791,4.688536167144775,4.592158532142639,,,
1984-01-23,,,4.370739459991455,4.546950626373291,4.634691524505615,4.5884901762008665,,,
1984-01-24,,,4.422565937042236,4.505488872528076,4.603254652023315,4.592580771446228,,,
1984-01-25,,,4.353464603424072,4.450206851959228,4.564907646179199,4.591493892669678,,,
1984-01-26,,,4.422565937042236,4.41565580368042,4.5317483901977536,4.5904168605804445,,,
1984-01-27,,,4.26708459854126,4.367284107208252,4.486486005783081,4.579843354225159,4.603818416595459,,
1984-01-30,,,4.146156311035156,4.322367477416992,4.434659051895141,4.563223433494568,4.59372540473938,,
1984-01-31,,,4.18070650100708,4.273995590209961,4.389742231369018,4.550053429603577,4.583289880752563,,
1984-02-01,,,4.197983264923096,4.242899322509766,4.346553087234497,4.537747263908386,4.574577922821045,,
1984-02-02,,,4.163433074951172,4.191072750091553,4.303364276885986,4.5116560697555546,4.565174961090088,,
1984-02-03,,,4.146156311035156,4.166887092590332,4.267085599899292,4.477810883522034,4.555081949234009,,
1984-02-06,,,4.128879547119141,4.1634317398071286,4.242899608612061,4.438795566558838,4.545332441329956,,
1984-02-07,,,4.146156311035156,4.1565217018127445,4.215258646011352,4.409256649017334,4.5355839443206785,,
1984-02-08,,,4.163433074951172,4.1496116638183596,4.196255493164062,4.380581569671631,4.524113912582397,,
1984-02-09,,,4.0425004959106445,4.125425148010254,4.158248949050903,4.344998669624329,4.508847246170044,,
1984-02-10,,,4.059777736663818,4.108149433135987,4.137518262863159,4.31200213432312,4.494959630966187,,
1984-02-13,,,4.111604690551758,4.104694461822509,4.134063100814819,4.284361076354981,4.481075048446655,,
1984-02-14,,,4.0425004959106445,4.083963298797608,4.120242500305176,4.254992365837097,4.466497383117676,,
1984-02-15,,,4.02522611618042,4.056321907043457,4.102966785430908,4.224759936332703,4.450540704727173,,
1984-02-16,,,4.0079522132873535,4.049412250518799,4.087418699264527,4.1953914880752565,4.434583072662353,,
1984-02-17,,,4.0079522132873535,4.039047145843506,4.0735982894897464,4.170341944694519,4.419314441680908,,
1984-02-20,,,4.0079522132873535,4.018316650390625,4.061505556106567,4.152202582359314,4.404390316009522,,
1984-02-21,,,3.973399162292481,4.004496383666993,4.0442298412322994,4.129744243621826,4.388775129318237,,
1984-02-22,,,3.8351950645446777,3.9664901733398437,4.01140604019165,4.103830766677857,4.370395860671997,,
1984-02-23,,,3.696990489959717,3.9042978286743164,3.9768550395965576,4.067551994323731,4.352008571624756,,
1984-02-24,,,3.696990489959717,3.842105484008789,3.9405763149261475,4.039047288894653,4.334654760360718,,
1984-02-27,,,3.8697454929351807,3.8144641399383543,3.91639039516449,4.025226747989654,4.321445078849792,,
1984-02-28,,,3.8006436824798575,3.77991304397583,3.8922047138214113,4.006223607063293,4.306853361129761,,
1984-02-29,,,3.78336763381958,3.7695475578308106,3.868018865585327,3.9854928255081177,4.2953611087799075,,
1984-03-01,,,3.8006436824798575,3.790278196334839,3.8472880125045776,3.967353355884552,4.28318088054657,,
1984-03-02,,,3.95612359046936,3.8421048164367675,3.8421051502227783,3.9578517198562624,4.273421220779419,,
1984-03-05,,,4.0079522132873535,3.8697461605072023,3.8421051502227783,3.951805353164673,4.264698133468628,,
1984-03-06,,,3.93884801864624,3.8973870277404776,3.838650035858154,3.9414399385452272,4.256660013198853,,
1984-03-07,,,3.8697454929351807,3.9146625995635977,3.8421050786972044,3.9267555594444277,4.2465508794784546,,
1984-03-08,,,3.852471113204956,3.925028085708618,3.8576531410217285,3.917254090309143,4.2347181701660155,,
