Date,GRADE,GPS,PLTR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2024-07-08,52.69601324616383,A,27.700000762939453,26.49200019836426,25.754999923706055,25.111499977111816,23.16699993133545,23.294299907684326,20.74169997215271
2024-07-09,53.54555732463498,A,27.38999938964844,26.804000091552734,26.03799991607666,25.288499927520753,23.27539993286133,23.334199905395508,20.8041499710083
2024-07-10,55.383471034732885,A,28.420000076293945,27.318000030517577,26.469999885559083,25.520999908447266,23.40139991760254,23.390999908447267,20.86759997367859
2024-07-11,56.777816904792324,A,27.63999938964844,27.67599983215332,26.711999893188477,25.739499855041505,23.503199920654296,23.431499900817872,20.926749968528746
2024-07-12,56.759584272435355,A,28.06999969482422,27.8439998626709,26.985999870300294,25.964499855041502,23.59799991607666,23.48249990463257,20.98404996395111
2024-07-15,56.326122933966104,A,28.670000076293945,28.0379997253418,27.26499996185303,26.146999835968018,23.667199935913086,23.533599910736083,21.039349961280823
2024-07-16,56.28118569752545,A,28.670000076293945,28.293999862670898,27.548999977111816,26.289499855041505,23.81259994506836,23.57499990463257,21.09369996547699
2024-07-17,54.84573448687407,A,28.21999931335449,28.253999710083008,27.785999870300294,26.409499835968017,23.945799942016603,23.612999897003174,21.145199961662293
2024-07-18,54.72017270551648,A,28.63999938964844,28.453999710083007,28.064999771118163,26.56349983215332,24.0957999420166,23.6485998916626,21.198699955940246
2024-07-19,54.656800177759756,A,28.57999992370605,28.555999755859375,28.199999809265137,26.800499820709227,24.255399932861327,23.6850998878479,21.254799952507017
2024-07-22,54.545518247338585,A,28.459999084472656,28.51399955749512,28.27599964141846,27.015499782562255,24.405799903869628,23.729299869537353,21.310299944877624
2024-07-23,54.353463458846456,A,28.809999465942383,28.541999435424806,28.41799964904785,27.227999782562257,24.553199882507325,23.779299869537354,21.365149941444397
2024-07-24,52.86957390493527,A,26.600000381469727,28.21799964904785,28.23599967956543,27.352999782562257,24.65179988861084,23.78369987487793,21.41214993953705
2024-07-25,50.814739702687916,A,26.6299991607666,27.815999603271486,28.134999656677245,27.42349977493286,24.751399879455565,23.78539987564087,21.45999993801117
2024-07-26,49.22944961350495,P,27.18000030517578,27.53599967956543,28.0459997177124,27.515999794006348,24.859799880981445,23.796799869537352,21.51534993648529
2024-07-29,47.78292154919643,P,27.07999992370605,27.25999984741211,27.886999702453615,27.57599983215332,24.9689998626709,23.814099864959715,21.569749932289124
2024-07-30,45.61427822238318,P,26.3700008392334,26.772000122070313,27.656999778747558,27.602999877929687,25.071599884033205,23.830799865722657,21.61839993953705
2024-07-31,46.257355309662984,P,26.88999938964844,26.829999923706055,27.523999786376955,27.654999828338624,25.185999870300293,23.84969985961914,21.67489993572235
2024-08-01,46.433055231319116,P,26.07999992370605,26.720000076293946,27.267999839782714,27.66649980545044,25.293199882507324,23.866199855804442,21.728849935531617
2024-08-02,44.98016329625142,P,24.739999771118164,26.231999969482423,26.883999824523926,27.54199981689453,25.36779987335205,23.87869985580444,21.777199935913085
2024-08-05,43.14623897485314,P,24.09000015258789,25.63400001525879,26.446999931335448,27.361499786376953,25.42939987182617,23.879599857330323,21.824199938774107
