Date,GRADE,GPS,LYB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-04-28,,,10.02574634552002,,,,,,
2010-04-29,,,10.481459617614746,,,,,,
2010-04-30,,,10.162455558776855,,,,,,
2010-05-03,,,10.390315055847168,,,,,,
2010-05-04,,,9.797882080078123,10.171571731567383,,,,,
2010-05-05,,,9.383186340332031,10.043059730529786,,,,,
2010-05-06,,,8.863669395446777,9.71950168609619,,,,,
2010-05-07,,,8.476312637329102,9.382273101806641,,,,,
2010-05-10,,,8.663154602050781,9.036841011047363,,,,,
2010-05-11,,,8.613024711608887,8.799869537353516,9.48572063446045,,,,
2010-05-12,,,9.02316665649414,8.727865600585938,9.385462665557862,,,,
2010-05-13,,,8.954813003540039,8.74609432220459,9.232798004150391,,,,
2010-05-14,,,8.544668197631836,8.759765434265137,9.071019268035888,,,,
2010-05-17,,,8.590237617492676,8.745182037353516,8.89101152420044,,,,
2010-05-18,,,8.562897682189941,8.735156631469726,8.767513084411622,,,,
2010-05-19,,,8.066166877746582,8.543756675720214,8.635811138153077,,,,
2010-05-20,,,7.701594829559326,8.293113040924073,8.51960368156433,,,,
2010-05-21,,,7.542093276977539,8.092598056793213,8.426181745529174,,,,
2010-05-24,,,7.701594829559326,7.914869499206543,8.330025768280029,,,,
2010-05-25,,,7.551208972930908,7.7125317573547365,8.223844194412232,8.85478241443634,,,
2010-05-26,,,7.815521717071533,7.662402725219726,8.103079700469971,8.744271183013916,,,
2010-05-27,,,8.157308578491211,7.753545475006104,8.023329257965088,8.628063631057739,,,
2010-05-28,,,8.098068237304688,7.864740467071533,7.978669261932373,8.52484426498413,,,
2010-05-31,,,8.098068237304688,7.944035148620605,7.929452323913575,8.410231924057006,,,
2010-06-01,,,7.975021839141846,8.028797721862793,7.870664739608765,8.319088912010193,,,
2010-06-02,,,7.89755392074585,8.045204162597656,7.853803443908691,8.244807291030884,,,
2010-06-03,,,7.89755392074585,7.993253231048584,7.873399353027343,8.196501517295838,,,
2010-06-04,,,7.769952774047852,7.927630138397217,7.896185302734375,8.161183524131776,,,
2010-06-07,,,7.697037696838379,7.847424030303955,7.89572958946228,8.112877678871154,,,
2010-06-08,,,7.633237838745117,7.7790672302246096,7.9039324760437015,8.063888335227967,,,
2010-06-09,,,7.65146541595459,7.729849529266358,7.8875268459320065,7.995303273200989,,,
2010-06-10,,,7.733493328094482,7.697037410736084,7.845145320892334,7.934237289428711,,,
2010-06-11,,,7.810965538024902,7.705239963531494,7.816435050964356,7.897552156448365,,,
2010-06-14,,,7.970465183258057,7.759925460815429,7.803674745559692,7.866563534736633,,,
2010-06-15,,,8.189208984375,7.871119689941406,7.825093460083008,7.847879099845886,,,
2010-06-16,,,8.038824081420898,7.948591423034668,7.839220476150513,7.846511960029602,,,
2010-06-17,,,7.883881092071533,7.978668975830078,7.837853193283081,7.855626273155212,,,
2010-06-18,,,7.842864513397217,7.985048770904541,7.845144367218017,7.870664834976196,,,
2010-06-21,,,7.792736530303955,7.94950304031372,7.854714250564575,7.875221920013428,,,
2010-06-22,,,7.674252510070801,7.846511745452881,7.858815717697143,7.881374096870422,,,
2010-06-23,,,7.587665557861328,7.756280040740966,7.852435731887818,7.869981288909912,,,
2010-06-24,,,7.656019687652588,7.710707759857177,7.844688367843628,7.844916844367981,,,
2010-06-25,,,7.665135860443115,7.675162029266358,7.830105400085449,7.823270225524903,,,
2010-06-28,,,7.687921524047852,7.654199028015137,7.801851034164429,7.802762889862061,,,
2010-06-29,,,7.405377388000488,7.600424003601074,7.723467874526977,7.774280667304993,,,
2010-06-30,,,7.359806537628174,7.5548521995544435,7.655566120147705,7.747393298149109,,,
2010-07-01,,,7.086376667022705,7.440923595428467,7.575815677642822,7.706834435462952,,,
2010-07-02,,,7.054477214813232,7.31879186630249,7.4969769477844235,7.67106065750122,,,
2010-07-05,,,7.054477214813232,7.192103004455566,7.423151016235352,7.638932633399963,,,
2010-07-06,,,6.863077640533447,7.083643054962158,7.342033529281617,7.6004246234893795,8.162869310379028,,
2010-07-07,,,6.835734844207764,6.978828716278076,7.26684045791626,7.559638094902039,8.099069080352784,,
2010-07-08,,,6.858519554138184,6.933257293701172,7.187090444564819,7.515889406204224,8.026610279083252,,
2010-07-09,,,7.200305938720703,6.962423038482666,7.140607452392578,7.485356426239013,7.967367286682129,,
2010-07-12,,,7.209423065185547,6.993412208557129,7.092757606506348,7.447304320335388,7.903749446868897,,
2010-07-13,,,7.473736763000488,7.115544033050537,7.099593544006348,7.411530709266662,7.857266540527344,,
2010-07-14,,,7.473736763000488,7.243144416809082,7.110986566543579,7.383276343345642,7.8190775489807125,,
2010-07-15,,,7.460064888000488,7.363453483581543,7.148355388641358,7.36208553314209,7.791005458831787,,
2010-07-16,,,7.382591724395752,7.399910640716553,7.1811668395996096,7.339071893692017,7.76913104057312,,
2010-07-19,,,7.496523380279541,7.457330703735352,7.22537145614624,7.324261236190796,7.745798416137696,,
2010-07-20,,,7.378036022186279,7.438190555572509,7.276867294311524,7.30945041179657,7.721098642349244,,
2010-07-21,,,7.400821208953857,7.423607444763183,7.333375930786133,7.300108194351196,7.688651733398437,,
2010-07-22,,,7.542093276977539,7.440013122558594,7.401733303070069,7.2944118738174435,7.660397338867187,,
2010-07-23,,,7.646905422210693,7.492875862121582,7.446393251419067,7.293500351905823,7.642442083358764,,
2010-07-26,,,8.043379783630371,7.602247142791748,7.52978892326355,7.3112732648849486,7.631504926681519,,
2010-07-27,,,8.307692527770996,7.788178443908691,7.6131844997406,7.356389021873474,7.62640082359314,,
2010-07-28,,,8.170976638793945,7.942209529876709,7.6829084873199465,7.396947526931763,7.628497018814087,,
2010-07-29,,,8.175535202026367,8.068897914886474,7.754455518722534,7.451405453681946,7.637975826263427,,
2010-07-30,,,8.202879905700684,8.180092811584473,7.836484336853028,7.508825588226318,7.6511915588378905,,
2010-08-02,,,8.230222702026367,8.217461395263673,7.90985426902771,7.567612862586975,7.661764116287231,,
2010-08-03,,,8.157308578491211,8.187384605407715,7.987781524658203,7.6323244094848635,7.673886108398437,,
2010-08-04,,,8.339598655700684,8.221109008789062,8.081659269332885,7.707517600059509,7.684367647171021,,
2010-08-05,,,8.312253952026367,8.248452758789062,8.158675336837769,7.780204319953919,7.687466554641723,,
2010-08-06,,,8.202879905700684,8.248452758789062,8.214272785186768,7.830333018302918,7.689562788009644,,
2010-08-09,,,8.225666046142578,8.247541427612305,8.232501411437989,7.881145167350769,7.6921147441864015,,
2010-08-10,,,8.198320388793945,8.255743789672852,8.221564197540284,7.9173743486404415,7.696580715179444,,
2010-08-11,,,8.02514934539795,8.192853927612305,8.206981468200684,7.944944977760315,7.699132623672486,,
2010-08-12,,,7.975021839141846,8.125407505035401,8.18693013191223,7.970692825317383,7.700681982040405,,
2010-08-13,,,8.211996078491211,8.127230739593506,8.187841749191284,8.012163043022156,7.709522848129272,,
2010-08-16,,,8.521882057189941,8.186473941802978,8.217007684707642,8.063430976867675,7.726019735336304,,
2010-08-17,,,8.690497398376465,8.284909343719482,8.270326566696166,8.129054045677185,7.747164926528931,,
2010-08-18,,,9.02316665649414,8.48451280593872,8.338683366775513,8.210171318054199,7.774598951339722,,
2010-08-19,,,9.02316665649414,8.69414176940918,8.40977463722229,8.28422498703003,7.800392417907715,,
2010-08-20,,,9.06418228149414,8.864579010009766,8.495904874801635,8.355088829994202,7.825456752777099,,
2010-08-23,,,9.141654014587402,8.988533401489258,8.587503671646118,8.410002541542053,7.8488805294036865,,
2010-08-24,,,9.10975456237793,9.07238483428955,8.678647089004517,8.4501056432724,7.867291440963745,,
2010-08-25,,,9.08241081237793,9.084233665466309,8.784373235702514,8.4956773519516,7.888163175582886,,
2010-08-26,,,9.114313125610352,9.10246295928955,8.898302364349366,8.542616248130798,7.912771816253662,,
2010-08-27,,,9.314830780029297,9.152592658996582,9.008585834503174,8.598213791847229,7.942211141586304,,
2010-08-30,,,9.214566230773926,9.167175102233887,9.077854251861572,8.647430968284606,7.970647735595703,,
2010-08-31,,,9.342170715332031,9.213658332824707,9.143021583557129,8.706674075126648,8.004006099700927,,
2010-09-01,,,9.579146385192873,9.313005447387695,9.198619556427001,8.768651461601257,8.043835716247559,,
2010-09-02,,,9.547245025634766,9.399591827392578,9.251027393341065,8.830401015281677,8.081660223007201,,
2010-09-03,,,9.629271507263184,9.462479972839356,9.307536315917968,8.901720595359802,8.120942935943603,,
2010-09-06,,,9.629271507263184,9.545421028137207,9.356298065185547,8.971900868415833,8.15976993560791,,
2010-09-07,,,9.551799774169922,9.587346839904786,9.400502586364746,9.039574837684631,8.202698383331299,,
2010-09-08,,,9.56546688079834,9.584610939025879,9.448808193206787,9.11659071445465,8.246811590194703,,
2010-09-09,,,9.43331813812256,9.561825561523438,9.480708694458007,9.189505529403686,8.2937504196167,,
2010-09-10,,,9.474327087402344,9.53083667755127,9.496658325195312,9.252622079849242,8.342147417068482,,
2010-09-13,,,9.743199348449709,9.553622245788574,9.54952163696289,9.313687944412232,8.395921859741211,,
2010-09-14,,,9.802441596984863,9.603750610351563,9.595548725128173,9.369285154342652,8.45470913887024,8.308789224624634,
2010-09-15,,,9.825225830078123,9.65570240020752,9.6201566696167,9.409388113021851,8.514498958587646,8.306784019470214,
2010-09-16,,,9.95738410949707,9.760515594482422,9.66117057800293,9.456098985671996,8.576476249694824,8.301543264389037,
2010-09-17,,,10.13967227935791,9.893584632873536,9.712210655212402,9.509873485565185,8.635263576507569,8.30131543159485,
2010-09-20,,,10.116887092590332,9.96832218170166,9.760972213745116,9.558635139465332,8.693412857055664,8.29858115196228,
2010-09-21,,,10.121442794799805,10.03212242126465,9.817936515808105,9.609219551086426,8.74636697769165,8.301816759109498,
2010-09-22,,,9.998397827148438,10.06675682067871,9.861229610443115,9.65501890182495,8.79686019897461,8.30796887397766,
2010-09-23,,,9.95738410949707,10.06675682067871,9.913636207580566,9.697172451019288,8.846806583404542,8.318906021118163,
2010-09-24,,,10.235374450683594,10.085897254943848,9.989740943908691,9.743199634552003,8.903862237930298,8.33649663925171,
2010-09-27,,,10.527031898498535,10.167926216125489,10.068124198913575,9.808822917938233,8.964472408294677,8.355135412216187,
