Date,GRADE,GPS,LYB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-09-28,,,10.686529159545898,10.280943489074707,10.156532955169677,9.876040840148926,9.03064227104187,8.375870456695557,
2010-09-29,,,10.764002799987791,10.434064483642578,10.250410652160644,9.935283660888672,9.097905902862548,8.393278818130494,
2010-09-30,,,10.891603469848633,10.62090835571289,10.3438325881958,10.002501583099365,9.16489610671997,8.412646722793578,
2010-10-01,,,10.877931594848633,10.749419784545898,10.417658519744872,10.064934587478637,9.22951663017273,8.435979356765747,
2010-10-04,,,10.978187561035156,10.839650917053223,10.503788566589355,10.132380390167237,9.288212785720825,8.459858856201173,
2010-10-05,,,11.297191619873049,10.961783409118652,10.62136344909668,10.219649982452392,9.348002767562866,8.487201795578002,
2010-10-06,,,11.03742790222168,11.01646842956543,10.725266456604004,10.29324803352356,9.40533179283142,8.516914405822753,
2010-10-07,,,11.142247200012209,11.066597175598144,10.843752765655518,10.378694486618041,9.464666032791138,8.551320929527282,
2010-10-08,,,11.506820678710938,11.192374992370606,10.970897388458251,10.480319166183472,9.530744848251343,8.590968203544616,
2010-10-11,,,11.921523094177246,11.381042098999023,11.110346508026122,10.58923535346985,9.60457085609436,8.633167486190796,
2010-10-12,,,11.98532009124756,11.518667793273927,11.24022560119629,10.698379278182983,9.681131086349488,8.677508597373963,
2010-10-13,,,12.290651321411133,11.769312477111818,11.392890453338623,10.821650552749634,9.760152139663695,8.722259893417359,
2010-10-14,,,12.313434600830078,12.003549957275391,11.535073566436768,10.939453077316283,9.840175752639771,8.763821153640746,
2010-10-15,,,12.076461791992188,12.117478179931641,11.654926586151124,11.036292552947998,9.9176473903656,8.803605089187622,
2010-10-18,,,12.190394401550291,12.17125244140625,11.776147270202637,11.139967918395996,9.996941957473755,8.844528350830078,
2010-10-19,,,12.085577964782717,12.191304016113282,11.854985904693603,11.238174676895142,10.07468710899353,8.885633912086487,
2010-10-20,,,12.363561630249023,12.205886077880859,11.987599277496338,11.35643286705017,10.161455354690553,8.930293989181518,
2010-10-21,,,12.559520721435549,12.255103302001952,12.129326629638673,11.486539697647094,10.253145332336425,8.976913657188415,
2010-10-22,,,12.554965019226074,12.35080394744873,12.234141063690185,11.602519226074218,10.340004711151122,9.024763779640198,
2010-10-25,,,12.741806030273438,12.46108627319336,12.316169357299804,11.713257932662964,10.424403190612793,9.075211462974549,
2010-10-26,,,12.632434844970703,12.570457649230956,12.38088083267212,11.810553216934204,10.503241939544678,9.125203433036804,
2010-10-27,,,12.4000244140625,12.577750205993652,12.391818141937256,11.89235429763794,10.570779094696045,9.172689023017883,
2010-10-28,,,12.53673267364502,12.573192596435547,12.41414794921875,11.974610757827758,10.641050415039063,9.220721416473388,
2010-10-29,,,12.240520477294922,12.510303688049316,12.430553817749024,12.042740201950073,10.704577178955079,9.265016965866089,
2010-11-01,,,11.848603248596191,12.331663131713867,12.396374702453613,12.086260986328124,10.758716163635254,9.30379834651947,
2010-11-02,,,12.13570499420166,12.232317161560058,12.401387405395507,12.128186655044555,10.819235172271728,9.343263306617736,
2010-11-03,,,12.281537055969238,12.208619689941406,12.39318494796753,12.190392112731933,10.883217697143555,9.38569043636322,
2010-11-04,,,12.49116039276123,12.199505233764649,12.386348915100097,12.257837772369385,10.950754642486572,9.431763229370118,
2010-11-05,,,12.919532775878906,12.335307693481445,12.422805690765381,12.328473377227784,11.022848682403565,9.482529911994934,
2010-11-08,,,13.147391319274902,12.595065307617187,12.463364219665527,12.389766788482666,11.101505184173584,9.536076459884644,
2010-11-09,,,12.960553169250488,12.760034942626953,12.496176052093507,12.438528442382813,11.173872833251954,9.58893946647644,
2010-11-10,,,12.914982795715332,12.886724090576172,12.547671890258789,12.469745016098022,11.240589561462402,9.64221263885498,
2010-11-11,,,12.89219570159912,12.96693115234375,12.583218193054199,12.498683071136474,11.30748857498169,9.694574398994446,
2010-11-12,,,12.486610412597656,12.8803466796875,12.607827186584473,12.519190502166747,11.36463535308838,9.74278914451599,
2010-11-15,,,12.605095863342283,12.771887588500977,12.683476448059082,12.539925575256348,11.42415184020996,9.791960887908935,
2010-11-16,,,12.167608261108398,12.613298606872558,12.686666774749757,12.544027090072632,11.47646800994873,9.839583196640014,
2010-11-17,,,12.409134864807127,12.512129020690917,12.699426555633545,12.546305751800537,11.533341369628907,9.890076479911805,
2010-11-18,,,12.618765830993652,12.457443046569823,12.712187099456788,12.549268007278442,11.597050323486329,9.945400371551514,
2010-11-19,,,13.101824760437012,12.580485916137693,12.730416297912598,12.576610994338989,11.66960027694702,10.005873847007752,
2010-11-22,,,13.525641441345217,12.764595031738281,12.76824131011963,12.615802764892578,11.745249118804931,10.070585489273071,
2010-11-23,,,13.192965507507324,12.969666481018066,12.791482543945312,12.643829298019408,11.81305959701538,10.13388436794281,
2010-11-24,,,13.443614959716797,13.1765625,12.844345760345458,12.696008825302124,11.885427379608155,10.1999631690979,
2010-11-25,,,13.443614959716797,13.341532325744629,12.899487686157226,12.741352939605713,11.95515199661255,10.265814123153687,
2010-11-26,,,13.388925552368164,13.39895248413086,12.989719200134278,12.798773193359375,12.020137062072754,10.32770031929016,
2010-11-29,,,13.557541847229004,13.405332565307617,13.08496379852295,12.884220123291016,12.088950157165527,10.391181507110595,
2010-11-30,,,13.311453819274902,13.429030227661134,13.1993483543396,12.943007564544677,12.15275037765503,10.44955867767334,
2010-12-01,,,13.616777420043944,13.463662719726562,13.320112609863282,13.009769582748413,12.22511796951294,10.510989084243775,
2010-12-02,,,13.89476203918457,13.553892135620117,13.447712230682374,13.07994966506958,12.303865528106689,10.575336055755615,
2010-12-03,,,13.908440589904783,13.65779514312744,13.52837381362915,13.129395055770875,12.377326850891114,10.640594544410705,
2010-12-06,,,14.163640022277832,13.779014778137206,13.592173671722412,13.18020749092102,12.4500590133667,10.707265710830688,
2010-12-07,,,14.400611877441406,13.996846389770507,13.71293830871582,13.252210426330567,12.524340667724609,10.77749146938324,
2010-12-08,,,14.063385009765623,14.086167907714843,13.774915313720703,13.309630537033081,12.590328311920166,10.844117107391357,
2010-12-09,,,13.949457168579102,14.09710693359375,13.825499534606934,13.36249361038208,12.651485385894775,10.908190746307373,
2010-12-10,,,14.17275333404541,14.149969482421875,13.903882312774659,13.446800756454468,12.71738182067871,10.97344922542572,
2010-12-13,,,14.5191011428833,14.221061706542969,14.000038242340088,13.54250102043152,12.788200092315673,11.03820643901825,
2010-12-14,,,14.578340530395508,14.25660743713379,14.12672691345215,13.663037633895874,12.853823070526124,11.100912919044495,
2010-12-15,,,14.468971252441406,14.337724685668945,14.211946296691895,13.766029453277588,12.922453937530518,11.16389286518097,
2010-12-16,,,14.218323707580566,14.391497993469239,14.244302463531493,13.846007347106934,12.983975467681885,11.224320750236512,
2010-12-17,,,14.523655891418455,14.461678504943848,14.30582399368286,13.917098903656006,13.044312171936035,11.287528510093688,
2010-12-20,,,14.628475189208984,14.483553314208985,14.352307510375976,13.972240591049195,13.09845121383667,11.351511034965515,
2010-12-21,,,14.833542823791504,14.534593772888183,14.395600605010987,14.054269456863404,13.15541566848755,11.418273377418519,
2010-12-22,,,15.015829086303713,14.643965339660644,14.490845012664796,14.132880163192748,13.2099192237854,11.485035681724549,
2010-12-23,,,15.006714820861816,14.801643562316894,14.596570777893067,14.21103515625,13.263784828186035,11.551980290412903,
2010-12-24,,,15.006714820861816,14.898255348205566,14.679966926574707,14.291924619674683,13.322389888763428,11.620018639564513,
2010-12-27,,,15.02038288116455,14.97663688659668,14.730095100402831,14.36506667137146,13.378989658355714,11.687965807914734,
2010-12-28,,,15.166215896606444,15.043171501159668,14.788882637023926,14.457804775238037,13.440602416992187,11.757644762992859,
2010-12-29,,,15.220902442932127,15.084186172485351,14.864075756072998,14.538011026382446,13.49774923324585,11.8296022939682,
2010-12-30,,,15.38495922088623,15.159835052490234,14.980739307403564,14.612520885467529,13.554258003234864,11.903701667785645,
2010-12-31,,,15.676618576049805,15.293815803527831,15.096035575866699,14.70092978477478,13.616691074371339,11.97834789276123,
2011-01-03,,,15.74953269958496,15.439645767211914,15.208141326904297,14.780224418640136,13.676845607757569,12.05062439918518,
2011-01-04,,,15.890798568725586,15.584562301635742,15.313866901397706,14.854733753204346,13.742012882232666,12.122627410888672,
2011-01-05,,,15.881689071655272,15.716719627380371,15.400452899932862,14.945648956298829,13.81164617538452,12.191212635040284,
2011-01-06,,,15.93637466430664,15.827002716064452,15.493418884277343,15.044994831085205,13.879639015197753,12.260344715118409,
2011-01-07,,,15.776873588562012,15.847053718566894,15.570434761047363,15.125200843811035,13.950366077423096,12.327471628189087,
2011-01-10,,,16.059419631958008,15.909031105041503,15.674338436126709,15.20221676826477,14.034582405090331,12.396649284362793,
2011-01-11,,,16.619945526123047,16.054860496520995,15.819711399078368,15.304297018051148,14.124267215728759,12.471751194000245,
2011-01-12,,,16.74298667907715,16.227120018005373,15.971919822692872,15.417997789382934,14.213496208190918,12.548356952667236,
2011-01-13,,,16.588045120239258,16.357454109191895,16.092228412628174,15.536483860015869,14.295433902740479,12.623094272613525,
2011-01-14,,,16.683748245239258,16.538829040527343,16.19294137954712,15.64448847770691,14.370718212127686,12.696783447265625,
2011-01-17,,,16.683748245239258,16.663694763183592,16.28636293411255,15.747252130508423,14.441445350646973,12.771475267410278,
2011-01-18,,,16.63361930847168,16.66642951965332,16.360645008087157,15.837255954742432,14.514906673431396,12.844389753341675,
2011-01-19,,,16.250818252563477,16.567995834350587,16.397557926177978,15.89900541305542,14.58162338256836,12.911106472015382,
2011-01-20,,,16.141443252563477,16.47867546081543,16.41806478500366,15.955741834640502,14.646608333587647,12.977048454284668,
2011-01-21,,,15.972830772399902,16.336491966247557,16.437660503387452,16.004047632217407,14.716332740783692,13.040484046936035,
2011-01-24,,,16.24626350402832,16.24899501800537,16.456344890594483,16.065341663360595,14.789156093597413,13.106653966903686,
2011-01-25,,,16.26905059814453,16.176081275939943,16.42125539779663,16.1204833984375,14.871184940338134,13.173826475143432,
2011-01-26,,,16.405759811401367,16.20706958770752,16.387532711029053,16.17972626686096,14.95111743927002,13.242229404449462,
2011-01-27,,,16.496904373168945,16.278161811828614,16.37841863632202,16.2353235244751,15.028680210113526,13.312865266799927,
2011-01-28,,,15.886248588562012,16.260845375061034,16.298668670654298,16.245805025100708,15.084368686676026,13.376984481811524,
2011-01-31,,,16.37841796875,16.28727626800537,16.268135643005373,16.27724928855896,15.14142421722412,13.443336668014526,
2011-02-01,,,16.788557052612305,16.391177558898924,16.283629417419434,16.322137212753297,15.213336048126221,13.5131978225708,10.910993523597718
2011-02-02,,,16.656402587890625,16.441306114196777,16.32418785095215,16.360872888565062,15.277591800689697,13.581509590148926,10.94414680480957
2011-02-03,,,16.460445404052734,16.434014320373535,16.356088066101073,16.38707642555237,15.337928409576415,13.646540203094482,10.97404173374176
2011-02-04,,,16.483232498168945,16.553411102294923,16.407128238677977,16.422394371032716,15.399814548492431,13.709975805282593,11.00564561843872
2011-02-07,,,16.187015533447266,16.515130615234376,16.401203441619874,16.42877416610718,15.452404022216797,13.770677089691162,11.034629120826722
2011-02-08,65.53893901551382,A,16.16878318786621,16.391175842285158,16.39117670059204,16.406216049194335,15.509550609588622,13.831150493621827,11.066483626365661
2011-02-09,65.29696455345334,A,16.33285140991211,16.326465606689453,16.383885860443115,16.385709285736084,15.563872089385987,13.894495029449462,11.101231951713562
2011-02-10,65.39903702920988,A,16.747547149658203,16.38388595581055,16.40895013809204,16.39368438720703,15.62092779159546,13.962396659851073,11.140651340484618
2011-02-11,65.49188357300677,P,16.893381118774414,16.46591567993164,16.509663391113282,16.40416603088379,15.680626602172852,14.028976726531983,11.182736682891846
2011-02-14,65.8678546787016,A,17.043764114379883,16.637265396118163,16.576198005676268,16.42216682434082,15.738229084014893,14.094144048690795,11.224639730453491
2011-02-15,66.27090390322451,A,17.080219268798828,16.819552612304687,16.60536422729492,16.444496822357177,15.791821231842041,14.158080949783326,11.26697570323944
2011-02-16,66.62420126427696,A,17.107561111450195,16.974494552612306,16.65048007965088,16.487333965301513,15.852704753875733,14.22151653289795,11.30739767551422
2011-02-17,66.94365416246607,A,17.58606719970703,17.14219856262207,16.76304225921631,16.559565162658693,15.925436954498291,14.288461170196534,11.350553946495056
2011-02-18,67.0140805374751,A,17.29440689086914,17.222403717041015,16.84415969848633,16.625643968582153,15.987870025634766,14.352625923156738,11.394302639961243
2011-02-21,67.02486012910846,A,17.29440689086914,17.272532272338868,16.954898834228516,16.678051137924193,16.043376140594482,14.415788116455078,11.437823486328124
2011-02-22,66.61844737138617,A,16.33285140991211,17.123058700561522,16.971305656433106,16.681241178512572,16.078466358184816,14.466144714355469,11.476673254966736
2011-02-23,66.36121939109036,A,16.697418212890625,17.04103012084961,17.007762336730956,16.695824098587035,16.1230352973938,14.522744617462159,11.519829511642456
2011-02-24,65.84456135665029,A,16.724763870239258,16.868769454956055,17.00548400878906,16.707217073440553,16.17316410064697,14.57856978416443,11.564945356845856
2011-02-25,65.79983056475902,A,17.394664764404297,16.888821029663085,17.05561237335205,16.782637882232667,16.23058427810669,14.637448225021362,11.61420821428299
2011-02-28,65.69157292428184,A,17.353649139404297,16.900669479370116,17.086600875854494,16.83139944076538,16.285087757110595,14.691769485473634,11.662468485832214
2011-03-01,65.91255051710071,A,16.888822555541992,17.011863708496094,17.067461204528808,16.836412715911866,16.326193351745605,14.740804510116577,11.70915655374527
2011-03-02,66.08508289179487,A,17.349092483520508,17.14219856262207,17.09161434173584,16.87104721069336,16.372858619689943,14.79138892173767,11.756824407577515
2011-03-03,66.58007118449008,A,18.02810859680176,17.40286750793457,17.135818481445312,16.94943037033081,16.43328649520874,14.848535661697388,11.806178407669067
2011-03-04,66.70541038357327,A,18.064565658569336,17.53684768676758,17.212834358215332,17.02849702835083,16.494443511962892,14.908416700363158,11.856010894775391
2011-03-07,66.99070651374696,A,18.15115165710449,17.696348190307617,17.298508834838866,17.126703834533693,16.557058887481688,14.9680242729187,11.90627631187439
2011-03-08,67.73776768957562,A,18.561302185058597,18.030844116210936,17.521353912353515,17.24632978439331,16.62496061325073,15.03278151512146,11.959207713603973
2011-03-09,68.27260307378643,A,18.63876724243164,18.288779067993165,17.715488815307616,17.361625576019286,16.693317909240722,15.095533571243287,12.012913780212402
2011-03-10,68.1688130148019,A,18.087358474731445,18.3006290435791,17.851748275756837,17.42861614227295,16.74736589431763,15.150811948776244,12.06386280298233
2011-03-11,67.89875107335489,A,17.845827102661133,18.256881332397462,17.89686450958252,17.476238441467284,16.790750064849853,15.203720569610596,12.114242174625396
2011-03-14,67.54800943931836,A,17.8594970703125,18.198550415039062,17.94744930267334,17.517025089263917,16.832949352264404,15.254897480010987,12.165054471492768
2011-03-15,66.6616368599917,A,17.444791793823242,17.975248336791992,18.003046226501464,17.535253715515136,16.864029216766358,15.303021049499511,12.214112241268158
2011-03-16,65.77678668051364,A,17.35820198059082,17.719135284423828,18.003957176208495,17.547785758972168,16.893559474945068,15.352602825164794,12.26264592409134
2011-03-17,65.42137947398818,A,17.768354415893555,17.65533447265625,17.977981758117675,17.556900119781496,16.93019906997681,15.40491904258728,12.312820229530335
2011-03-18,65.21123295505997,A,17.49947738647461,17.586064529418945,17.9214729309082,17.567153644561767,16.964651145935058,15.457508611679078,12.361262788772583
2011-03-21,65.26805788801612,P,18.078243255615234,17.629813766479494,17.914182090759276,17.606345462799073,17.005027618408203,15.519805011749268,12.411801679134369
2011-03-22,65.42330383252857,P,17.79568862915039,17.699993133544922,17.837620735168457,17.679487323760988,17.02854248046875,15.576404848098754,12.459834077358245
2011-03-23,65.79943208617699,A,18.169376373291016,17.862228012084962,17.790681648254395,17.753085231781007,17.057070274353027,15.635283241271972,12.510486838817597
2011-03-24,66.1403022308457,A,18.40635108947754,17.989827346801757,17.822580909729005,17.83716459274292,17.093436393737793,15.694435148239135,12.563099188804626
2011-03-25,66.51191713805673,A,18.392677307128903,18.168467330932618,17.87726593017578,17.88706521987915,17.127614974975586,15.749166593551635,12.615848252773285
2011-03-28,66.52540130625708,A,18.32432174682617,18.217683029174804,17.923748397827147,17.935598850250244,17.160426445007325,15.800935897827149,12.668506178855896
2011-03-29,66.74980749286334,A,18.29241752624512,18.31702880859375,18.008510971069335,18.0057785987854,17.193602409362793,15.854254541397095,12.721597003936768
2011-03-30,66.69733329182371,A,18.08279228210449,18.299711990356446,18.080970001220702,18.0424635887146,17.230241889953614,15.905932636260987,12.774072637557984
2011-03-31,66.39659165311153,A,18.02355194091797,18.22315216064453,18.106489753723146,18.04223575592041,17.267884063720704,15.957246198654175,12.82591029882431
2011-04-01,66.31706085648737,A,18.35166931152344,18.214950561523438,18.191708946228026,18.056590938568114,17.315460834503174,16.01589678764343,12.879342966079712
2011-04-04,66.3539129447866,A,18.524845123291016,18.255055236816407,18.236369132995605,18.07527561187744,17.361032466888428,16.07509428024292,12.933527584075927
2011-04-05,66.45428037258361,A,18.83928108215332,18.364427947998045,18.3407283782959,18.08917455673218,17.412437076568605,16.14181100845337,12.990697102546692
2011-04-06,66.71756356288257,A,18.962326049804688,18.540334701538086,18.420023345947264,18.10535249710083,17.46356840133667,16.207342920303343,13.048709700107574
2011-04-07,67.12000378201661,A,18.912199020385746,18.71806411743164,18.470608139038085,18.146594524383545,17.511874294281007,16.270277252197264,13.10783881187439
2011-04-08,67.5300974578633,A,19.404373168945312,18.928604888916016,18.571777725219725,18.224521827697753,17.58223678588867,16.33330273628235,13.16958829164505
2011-04-11,67.85271768119702,A,19.363359451293945,19.0963077545166,18.675681495666502,18.299714946746825,17.641935615539552,16.391679916381836,13.231132702827454
