Date,GRADE,GPS,PTC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1990-03-02,,,2.526041984558105,2.3828125953674317,2.3671875,2.3945312976837156,2.3421875190734864,,
1990-03-05,,,2.4739580154418945,2.4088541984558107,2.3723958015441893,2.388671898841858,2.3541666793823244,,
1990-03-06,,,2.447916984558105,2.4244791984558107,2.3867187023162844,2.3873698472976685,2.362500019073486,,
1990-03-07,,,2.5,2.46875,2.4049479007720946,2.3873698472976685,2.3708333587646484,,
1990-03-08,,,2.526041984558105,2.494791793823242,2.4179687976837156,2.3906250476837156,2.381250038146973,,
1990-03-09,,,2.4869790077209477,2.4869791984558107,2.434895896911621,2.392578148841858,2.3872396183013915,,
1990-03-12,,,2.421875,2.4765625953674317,2.442708396911621,2.3951822996139525,2.3919271183013917,,
1990-03-13,,,2.369791984558105,2.4609375953674317,2.442708396911621,2.397786498069763,2.3955729579925538,,
1990-03-14,,,2.3177080154418945,2.4244791984558107,2.4466145992279054,2.400390648841858,2.3966146183013914,,
1990-03-15,,,2.1614580154418945,2.3515624046325683,2.4231770992279054,2.3899739503860475,2.3950521183013915,,
1990-03-16,,,2.369791984558105,2.3281249999999996,2.4075520992279054,2.3873697996139525,2.3971354579925532,,
1990-03-19,,,2.369791984558105,2.3177083969116206,2.3971354961395264,2.384765648841858,2.3981771373748777,,
1990-03-20,,,2.4739580154418945,2.338541603088379,2.3997395992279054,2.3932291507720946,2.4018229579925534,,
1990-03-21,,,2.526041984558105,2.380208396911621,2.4023437976837156,2.4036458492279054,2.4070312976837154,,
1990-03-22,,,2.369791984558105,2.4218751907348635,2.3867187976837156,2.4023437976837156,2.4101562976837156,,
1990-03-23,,,2.4348959922790527,2.4348959922790527,2.3815104961395264,2.408203196525574,2.4161458778381344,,
1990-03-26,,,2.421875,2.4453125953674317,2.3815104961395264,2.412109446525574,2.423437538146972,,
1990-03-27,,,2.421875,2.4348959922790527,2.3867187976837156,2.4147135972976685,2.4307291984558104,,
1990-03-28,,,2.3177080154418945,2.3932291984558107,2.3867187976837156,2.4166666984558107,2.4348958587646483,,
1990-03-29,,,2.213541984558105,2.3619791984558103,2.3919271945953366,2.407552146911621,2.4328125381469725,,
1990-03-30,,,2.109375,2.296875,2.365885496139526,2.3867187976837156,2.423437538146972,,
1990-04-02,,,2.109375,2.234375,2.3398437976837156,2.368489646911621,2.4171875381469725,,
1990-04-03,,,2.1614580154418945,2.182291603088379,2.3085937976837156,2.3541666984558107,2.4093750381469725,,
1990-04-04,,,2.369791984558105,2.192708396911621,2.2929687976837156,2.3476562976837156,2.4010417175292966,,
1990-04-05,,,2.3177080154418945,2.213541603088379,2.2877604007720946,2.3372395992279054,2.3945312976837156,,
1990-04-06,,,2.34375,2.260416603088379,2.2786458015441893,2.330078148841858,2.3885417175292964,,
1990-04-09,,,2.34375,2.307291603088379,2.2708333015441893,2.326171898841858,2.3848958778381344,,
1990-04-10,,,2.3958330154418945,2.354166603088379,2.268229103088379,2.3274739503860475,2.3848958778381344,,
1990-04-11,,,2.34375,2.348958206176758,2.2708333015441893,2.3287760496139525,2.3828125381469722,,
1990-04-12,,,2.526041984558105,2.390625,2.3020833015441893,2.347005248069763,2.3828125381469722,,
1990-04-13,,,2.526041984558105,2.427083396911621,2.34375,2.354817748069763,2.3812500381469723,,
1990-04-16,,,2.5,2.458333396911621,2.3828125,2.361328148841858,2.3794271183013915,,
1990-04-17,,,2.526041984558105,2.484375190734863,2.419270896911621,2.363932347297668,2.3804687976837156,,
1990-04-18,,,2.5,2.515625190734863,2.4322916984558107,2.3626302480697627,2.3804687976837156,,
1990-04-19,,,2.421875,2.494791793823242,2.442708396911621,2.3652343988418574,2.3796875381469724,,
1990-04-20,,,2.526041984558105,2.494791793823242,2.4609375953674317,2.3697916984558103,2.3812500381469723,,
1990-04-23,,,2.34375,2.463541793823242,2.4609375953674317,2.3658854484558103,2.38072919845581,,
1990-04-24,,,2.3177080154418945,2.421875,2.4531250953674317,2.360677099227905,2.38072919845581,,
1990-04-25,,,2.3958330154418945,2.401041603088379,2.458333396911621,2.364583349227905,2.383333358764648,,
1990-04-26,,,2.578125,2.432291603088379,2.4635416984558107,2.3828124999999996,2.387500019073486,2.3010416984558106,
1990-04-27,,,2.4739580154418945,2.4218748092651365,2.4583333015441893,2.401041650772094,2.3885416793823238,2.3075521087646482,
1990-04-30,,,2.4739580154418945,2.4479164123535155,2.455729103088379,2.4192708015441893,2.389583339691162,2.3145833587646485,
1990-05-01,,,2.526041984558105,2.489583206176758,2.455729103088379,2.4374999999999996,2.3940104198455807,2.3221354484558105,
1990-05-02,,,2.369791984558105,2.484375,2.4427083015441893,2.4374999999999996,2.395052099227905,2.3286458683013915,
1990-05-03,,,2.4739580154418945,2.463541603088379,2.447916603088379,2.4453124999999996,2.396614599227905,2.3351562786102296,
1990-05-04,,,2.447916984558105,2.4583333969116206,2.4401041030883786,2.450520849227905,2.399218778610229,2.3414062786102297,
1990-05-07,,,2.421875,2.447916793823242,2.4479166030883786,2.454427099227905,2.4007812786102294,2.3481771087646486,
1990-05-08,,,2.369791984558105,2.416666793823242,2.4531249999999996,2.4531250476837156,2.4007812786102294,2.354296898841858,
1990-05-09,,,2.34375,2.411458396911621,2.4479166984558103,2.4531250476837156,2.402083358764648,2.3601562690734865,
1990-05-10,,,2.3307290077209477,2.3828125953674317,2.423177099227905,2.4433593988418574,2.4007812786102294,2.364973978996277,
1990-05-11,,,2.3958330154418945,2.3723958015441893,2.415364599227905,2.4368489503860475,2.398177099227905,2.370182309150696,
1990-05-14,,,2.460937976837158,2.380208396911621,2.4140625953674313,2.4348958492279054,2.3979166984558105,2.3760416889190674,
1990-05-15,,,2.5520830154418945,2.416666603088379,2.4166666984558103,2.4361979007720946,2.4000000190734863,2.3812500190734864,
1990-05-16,,,2.5520830154418945,2.458333206176758,2.4348958015441893,2.4388020515441893,2.401041679382324,2.385937519073486,
1990-05-17,,,2.578125,2.5078124046325683,2.4453125,2.4466145515441893,2.402083339691162,2.3916666889190674,
1990-05-18,,,2.617187976837158,2.552083396911621,2.4622395992279054,2.451171851158142,2.404687519073486,2.395963568687439,
1990-05-21,,,2.7083330154418945,2.6015624046325683,2.4908854007720946,2.469401001930237,2.410416679382324,2.401171898841858,
1990-05-22,,,2.7864580154418945,2.6484374046325683,2.5325520038604736,2.492838501930237,2.41875,2.4071614789962767,
1990-05-23,,,2.8125,2.7005208015441893,2.5794270038604736,2.513671851158142,2.4286458396911623,2.4126302289962767,
1990-05-24,,,2.838541984558105,2.7526041984558107,2.6302083015441893,2.5266927003860475,2.4421875190734865,2.418619818687439,
1990-05-25,,,2.7864580154418945,2.786458206176758,2.6692708015441893,2.5423177003860475,2.450520839691162,2.423828148841858,
1990-05-28,,,2.7864580154418945,2.802083206176758,2.701822805404663,2.5579427003860475,2.458854160308838,2.428515648841858,
1990-05-29,,,2.8125,2.807291603088379,2.7278645038604736,2.572265601158142,2.465625,2.433723978996277,
1990-05-30,,,2.96875,2.838541603088379,2.7695312023162844,2.602213501930237,2.474479160308838,2.440755228996277,
1990-05-31,,,2.9427080154418945,2.8593748092651365,2.8059895038604736,2.625651001930237,2.4859374809265136,2.4480468893051146,
1990-06-01,,,2.890625,2.880208206176758,2.833333206176758,2.6477864027023315,2.4950520610809326,2.4555989694595337,
1990-06-04,,,2.8125,2.885416603088379,2.8437499046325683,2.6673176527023315,2.5028645610809326,2.463151049613953,
1990-06-05,,,2.7864580154418945,2.880208206176758,2.8437499046325683,2.688150954246521,2.5101562213897703,2.4704427099227906,
1990-06-06,,,2.760416984558105,2.838541603088379,2.838541603088379,2.708984303474426,2.519010400772095,2.4769531297683716,
1990-06-07,,,2.7083330154418945,2.791666603088379,2.825520706176758,2.7278645038604736,2.5289062213897706,2.4808593797683716,
1990-06-08,,,2.65625,2.744791603088379,2.8124999046325683,2.740885353088379,2.5398437213897704,2.4816406297683717,
1990-06-11,,,2.6432290077209477,2.7109374046325683,2.7981770038604736,2.7499999046325683,2.5505208015441894,2.483854169845581,
1990-06-12,,,2.7864580154418945,2.7109374046325683,2.795572805404663,2.7617186546325683,2.5630208015441895,2.4861979198455813,
1990-06-13,,,2.7994790077209477,2.7187498092651365,2.778645706176758,2.774088454246521,2.5716145420074463,2.4863281297683715,
1990-06-14,,,2.734375,2.723958206176758,2.7578124046325683,2.781900954246521,2.5799478816986086,2.4872395896911623,
1990-06-15,,,2.7083330154418945,2.7343748092651365,2.739583206176758,2.786458206176758,2.5872395420074463,2.4878906297683714,
1990-06-18,,,2.578125,2.7213540077209473,2.716145706176758,2.779947805404663,2.5919270420074465,2.4884114599227907,
1990-06-19,,,2.6432290077209477,2.692708206176758,2.701822805404663,2.772786355018616,2.596874961853027,2.490885419845581,
1990-06-20,,,2.578125,2.6484374046325683,2.6835936069488526,2.761067605018616,2.6015624618530273,2.4921875,
1990-06-21,,,2.578125,2.6171874046325683,2.670572805404663,2.7480467557907104,2.6026041221618654,2.492708330154419,
1990-06-22,,,2.6302080154418945,2.6015624046325683,2.6679686069488526,2.7402342557907104,2.6046874427795412,2.492968740463257,
1990-06-25,,,2.5520830154418945,2.5963540077209473,2.6588540077209473,2.7285155057907104,2.605729103088379,2.492578110694885,
1990-06-26,,,2.5520830154418945,2.5781248092651365,2.6354165077209473,2.715494656562805,2.606249923706055,2.4933593606948854,
1990-06-27,,,2.5520830154418945,2.5729164123535155,2.610676908493042,2.6946613073348997,2.6072915840148925,2.4938801908493042,
1990-06-28,,,2.65625,2.5885414123535155,2.602864408493042,2.680338406562805,2.6119790840148926,2.4958333110809328,
1990-06-29,,,2.8125,2.6249998092651365,2.6132811069488526,2.676432156562805,2.6177082443237305,2.4994791412353514,
1990-07-02,,,2.7864580154418945,2.6718748092651365,2.634114408493042,2.6751300573348997,2.626562404632568,2.5036458015441894,
1990-07-03,,,2.760416984558105,2.713541603088379,2.645833206176758,2.6738280057907104,2.6354165840148926,2.5080728912353516,
1990-07-04,,,2.760416984558105,2.755208396911621,2.6640624046325683,2.6738280057907104,2.6427082633972168,2.5130208110809327,
1990-07-05,,,2.734375,2.770833396911621,2.6796874046325683,2.675130105018616,2.6458332633972166,2.5166666412353518,
1990-07-06,,,2.7083330154418945,2.75,2.6874999046325683,2.6777342557907104,2.6505207633972168,2.5195312213897707,
1990-07-09,,,2.682291984558105,2.729166793823242,2.7005208015441893,2.6796874046325683,2.654687442779541,2.5221353912353517,
1990-07-10,,,2.682291984558105,2.713541793823242,2.7135416984558107,2.674479103088379,2.657812442779541,2.525911431312561,
1990-07-11,,,2.734375,2.708333396911621,2.731770896911621,2.6712239027023315,2.665104103088379,2.530078101158142,
1990-07-12,,,2.890625,2.739583396911621,2.755208396911621,2.6790364027023315,2.673437442779541,2.535026021003723,
1990-07-13,,,3.1770830154418945,2.833333396911621,2.7916666984558107,2.7024739027023315,2.688020763397217,2.543619771003723,
1990-07-16,,,3.1770830154418945,2.932291603088379,2.8307291984558107,2.732421803474426,2.7031249237060546,2.551953101158142,
1990-07-17,,,3.125,3.020833206176758,2.8671875,2.756510353088379,2.7182290840148924,2.559505181312561,
1990-07-18,,,3.0208330154418945,3.0781248092651365,2.893229103088379,2.7786457538604736,2.7317707443237307,2.5669270515441895,
1990-07-19,,,3.046875,3.1093748092651365,2.924479103088379,2.8020832538604736,2.7460936641693117,2.5734374713897705,
1990-07-20,,,3.0208330154418945,3.0781248092651365,2.955729103088379,2.8216145038604736,2.7585936641693114,2.578385381698608,
1990-07-23,,,2.916666984558105,3.0260416030883786,2.979166603088379,2.8398437023162844,2.7677082443237304,2.5828124713897704,
1990-07-24,,,2.8125,2.963541603088379,2.9921874046325683,2.8528645515441893,2.7729165840148924,2.5864583015441895,
1990-07-25,,,2.8645830154418945,2.932291603088379,3.005208206176758,2.8684895515441893,2.7791665840148925,2.590104131698608,
1990-07-26,,,3.125,2.947916603088379,3.028645706176758,2.8919270515441893,2.7901040840148927,2.5960937118530274,
1990-07-27,,,3.072916984558105,2.958333396911621,3.018229103088379,2.9049479007720946,2.7992186641693113,2.601953091621399,
1990-07-30,,,2.8645830154418945,2.947916603088379,2.986979103088379,2.9088541507720946,2.8023436641693116,2.6063801717758177,
1990-07-31,,,2.7864580154418945,2.942708206176758,2.9531249046325683,2.9101562023162844,2.8023436641693116,2.6105468320846557,
1990-08-01,,,2.9427080154418945,2.958333206176758,2.9453124046325683,2.9192707538604736,2.8049478244781496,2.6167968320846557,
1990-08-02,,,2.838541984558105,2.901041603088379,2.924479103088379,2.924479103088379,2.8049478244781496,2.623567671775818,
1990-08-03,,,2.734375,2.833333206176758,2.8958333015441893,2.9257812023162844,2.8039061641693115,2.6272135019302367,
1990-08-06,,,2.5520830154418945,2.770833206176758,2.8593749046325683,2.9192707538604736,2.7992186641693113,2.6290364122390746,
1990-08-07,,,2.5520830154418945,2.723958206176758,2.833333206176758,2.912760305404663,2.7940103244781493,2.6298176622390748,
1990-08-08,,,2.6692709922790527,2.6692708015441893,2.8138020038604736,2.909505105018616,2.7880207443237306,2.631249952316284,
1990-08-09,,,2.734375,2.6484374046325683,2.7747395038604736,2.901692605018616,2.7838540840148926,2.634895782470703,
1990-08-10,,,2.65625,2.6328124046325683,2.733072805404663,2.875650954246521,2.7791665840148925,2.6371093225479125,
1990-08-13,,,2.7083330154418945,2.6640624046325683,2.717447805404663,2.852213454246521,2.7770832443237303,2.6399739027023315,
1990-08-14,,,2.65625,2.6848958015441893,2.7044270038604736,2.828775954246521,2.7744790840148927,2.6423176527023315,
1990-08-15,,,2.7083330154418945,2.692708206176758,2.6809895038604736,2.813150954246521,2.7734374046325683,2.6462239027023315,
1990-08-16,,,2.617187976837158,2.6692708015441893,2.658854103088379,2.791666603088379,2.771614503860474,2.650260362625122,
1990-08-17,,,2.5520830154418945,2.6484374046325683,2.6406249046325683,2.768229103088379,2.7695311641693117,2.654687442779541,
1990-08-20,,,2.5,2.6067708015441893,2.635416603088379,2.7473957538604736,2.7666665840148927,2.658593692779541,
1990-08-21,,,2.4348959922790527,2.5625,2.6236979007720946,2.728515553474426,2.759635343551636,2.6613280725479127,
1990-08-22,,,2.3958330154418945,2.5,2.596354103088379,2.705078053474426,2.7515624237060545,2.6615884828567506,
1990-08-23,,,2.3177080154418945,2.4401040077209473,2.5546874046325683,2.664713454246521,2.7432290840148927,2.6615884828567506,
1990-08-24,,,2.2395830154418945,2.3776040077209473,2.513020706176758,2.6230467557907104,2.7338540840148924,2.6605468130111696,
1990-08-27,,,2.421875,2.3619790077209473,2.4843749046325683,2.600911355018616,2.7307290840148926,2.6613280630111693,
1990-08-28,,,2.578125,2.3906248092651365,2.4765624046325683,2.590494704246521,2.7294270038604735,2.6631509828567506,
1990-08-29,,,2.5,2.411458206176758,2.455729103088379,2.568359303474426,2.7278645038604736,2.6647134828567505,
1990-08-30,,,2.4739580154418945,2.442708206176758,2.4414061069488526,2.550130105018616,2.7257811641693115,2.6641926431655882,
1990-08-31,,,2.4739580154418945,2.489583206176758,2.4335936069488526,2.5371092557907104,2.7226561641693117,2.6636718034744264,
1990-09-03,,,2.4739580154418945,2.4999998092651365,2.430989408493042,2.5332030057907104,2.7210936641693113,2.663411383628845,
1990-09-04,,,2.447916984558105,2.473958206176758,2.4322915077209473,2.527994704246521,2.719010343551636,2.6626301336288454,
1990-09-05,,,2.617187976837158,2.4973958015441893,2.4544270038604736,2.525390553474426,2.720312442779541,2.6638020133972167,
1990-09-06,,,2.5520830154418945,2.5130208015441893,2.4778645038604736,2.516275954246521,2.7182291030883787,2.6651040935516357,
1990-09-07,,,2.6302080154418945,2.5442708015441893,2.5169270038604736,2.514973855018616,2.7145832633972167,2.666145753860474,
1990-09-10,,,2.5911459922790527,2.567708396911621,2.533854103088379,2.5091145038604736,2.71067702293396,2.668619713783264,
1990-09-11,,,2.5911459922790527,2.5963541984558107,2.5351562023162844,2.505859303474426,2.707291603088379,2.6713540935516358,
1990-09-12,,,2.617187976837158,2.5963541984558107,2.546875,2.5013020515441893,2.70442702293396,2.6735676431655886,
1990-09-13,,,2.6302080154418945,2.6119791984558107,2.5625,2.501953053474426,2.702343683242798,2.6740884733200074,2.487565085887909
1990-09-14,,,2.578125,2.6015625953674317,2.5729166984558107,2.5032551527023315,2.69973952293396,2.6751301431655885,2.4913411259651186
1990-09-17,,,2.6302080154418945,2.609375,2.5885416984558107,2.509765553474426,2.6986978435516358,2.6766926431655884,2.4956380009651182
1990-09-18,,,2.5911459922790527,2.609375,2.6028645992279054,2.517578053474426,2.6968749237060545,2.677343683242798,2.4997395658493042
1990-09-19,,,2.5911459922790527,2.604166603088379,2.6002604007720946,2.5273437023162844,2.6940103435516356,2.6795572233200073,2.5041015458106997
1990-09-20,58.566527293086786,A,2.4739580154418945,2.572916603088379,2.5924479007720946,2.5351562023162844,2.685677003860474,2.6795572233200073,2.5073567509651182
1990-09-21,58.481049178630656,P,2.265625,2.510416603088379,2.5559895992279054,2.5364583015441893,2.6674478435516358,2.677734303474426,2.509570291042328
1990-09-24,58.361346073195115,B,2.2395830154418945,2.432291603088379,2.5208333015441893,2.5273437023162844,2.648697843551636,2.6759113836288453,2.512044246196747
1990-09-25,58.253494009475354,B,2.265625,2.3671874046325683,2.4882812023162844,2.5117187023162844,2.6315103435516356,2.674869713783264,2.514583306312561
1990-09-26,58.15076373868981,B,2.2395830154418945,2.2968748092651365,2.450520706176758,2.498697853088379,2.6158853435516356,2.673828043937683,2.5169921565055846
1990-09-27,57.98839459004423,B,1.8489580154418943,2.1718748092651365,2.3723957061767575,2.467447853088379,2.591927003860474,2.6690103340148927,2.5169921565055846
1990-09-28,57.94037649009007,B,2.0052080154418945,2.1197914123535155,2.3151040077209473,2.444010353088379,2.5716145038604736,2.6651040840148927,2.517643196582794
1990-10-01,57.92664811989818,B,2.0833330154418945,2.0885414123535155,2.2604165077209473,2.424479103088379,2.5549478244781496,2.66132803440094,2.5186848616600037
1990-10-02,57.88670559534544,B,2.0052080154418945,2.0364580154418945,2.2018227100372316,2.4023436546325683,2.5388019847869874,2.65585928440094,2.518554651737213
1990-10-03,57.80456433148945,B,1.875,1.9635414123535155,2.1302081108093263,2.3652342557907104,2.5190103244781494,2.649088454246521,2.5175129866600034
1990-10-04,57.824612389291595,B,1.796875,1.9531248092651368,2.0624998092651365,2.327473855018616,2.4924478244781496,2.641275954246521,2.5164713215827943
1990-10-05,57.77619267083154,B,1.7708330154418943,1.9062498092651368,2.0130206108093263,2.284505105018616,2.4664061450958252,2.6328124046325683,2.5143879866600036
1990-10-08,57.68322194131997,B,1.6666669845581057,1.822916603088379,1.9557290077209473,2.2382811546325683,2.4424478244781493,2.6223957443237307,2.511783821582794
1990-10-09,57.622558551523014,B,1.6927080154418943,1.760416603088379,1.8984373092651368,2.1933592557907104,2.4205728244781493,2.6114582443237304,2.509309861660004
1990-10-10,57.62506859254963,B,1.7708330154418943,1.7395832061767578,1.8515623092651368,2.1510415077209473,2.3971353244781493,2.6010415744781494,2.506835901737213
1990-10-11,57.638915055921494,B,1.7317709922790527,1.7265624046325683,1.8398436069488526,2.106119656562805,2.3749999046325683,2.589973864555359,2.504296841621399
1990-10-12,57.65617287203339,B,1.6927080154418943,1.7109374046325683,1.8085936069488526,2.0618488073348997,2.3541665649414063,2.5790363645553587,2.5014322566986085
1990-10-15,57.682664827697,B,1.6145830154418943,1.7005206108093263,1.7617186069488526,2.0110675573348997,2.335416564941406,2.5673176145553587,2.4979166316986086
1990-10-16,57.70243562464831,B,1.6145830154418943,1.6848956108093258,1.7226561069488526,1.962239408493042,2.316666564941406,2.5553384447097773,2.4945312118530274
1990-10-17,57.755406538008465,B,1.8489580154418943,1.7005206108093258,1.720051908493042,1.925130009651184,2.300260305404663,2.5441405248641966,2.4924478769302367
1990-10-18,57.84089058378026,B,2.0052080154418945,1.755208015441894,1.7408852100372314,1.901692509651184,2.2856769657135008,2.5347655248641967,2.4914062070846557
1990-10-19,57.96941439511832,B,2.057291984558105,1.8281248092651368,1.7695311069488526,1.8912758588790894,2.2736978054046633,2.5264321947097774,2.4910155820846556
1990-10-22,58.18355144275939,C,2.2786459922790527,1.9609374046325683,1.8307290077209473,1.8932290077209473,2.265104064941406,2.521093654632568,2.4921223521232605
1990-10-23,58.423152601369246,C,2.3958330154418945,2.1171874046325683,1.9010415077209473,1.899739408493042,2.259895725250244,2.517187404632568,2.4938150572776796
1990-10-24,58.57763650824845,C,2.3567709922790527,2.21875,1.9596353054046631,1.9055988073349,2.252864484786987,2.5131509447097775,2.4950520372390748
1990-10-25,58.695633591245496,C,2.382812976837158,2.2942709922790527,2.0247395038604736,1.9322915554046631,2.2481769847869875,2.50989574432373,2.495377562046051
1990-10-26,58.74566645536637,C,2.291666984558105,2.3411459922790523,2.084635400772094,1.9466145038604732,2.2429686641693114,2.5062499141693113,2.4939452719688417
1990-10-29,58.67696042586959,C,2.135416984558105,2.3125001907348635,2.1367187976837156,1.949218702316284,2.2356770038604736,2.501171793937683,2.492512981891632
1990-10-30,58.58912108658736,C,2.213541984558105,2.2760419845581055,2.1966146945953366,1.9596354007720944,2.231249923706055,2.495442633628845,2.490820276737213
1990-10-31,58.53647570170869,C,2.265625,2.2578127861022947,2.238281393051147,1.9791666507720944,2.2286457633972168,2.4901040935516354,2.4882161116600034
1990-11-01,58.46989788902712,C,2.265625,2.2343751907348635,2.2643230915069577,2.002604150772094,2.227604103088379,2.4854165935516352,2.486328091621399
1990-11-02,58.45273766327963,C,2.291666984558105,2.2343751907348635,2.287760591506958,2.028645849227905,2.228645782470703,2.4812499332427977,2.484570281505585
1990-11-05,58.50032384829395,C,2.34375,2.276041793823242,2.2942709922790527,2.0624999999999996,2.227083282470703,2.4789061832427977,2.4836588215827944
1990-11-06,58.52077417891538,C,2.34375,2.302083396911621,2.2890626907348635,2.095052099227905,2.222395782470703,2.475911393165588,2.4833984065055845
1990-11-07,58.505402033492004,C,2.226562976837158,2.2942709922790527,2.2760418891906737,2.117838597297668,2.2169270420074465,2.4723957729339596,2.48229163646698
1990-11-08,58.45789329793433,C,2.109375,2.2630209922790527,2.248698091506958,2.1367187976837156,2.2096353816986083,2.46770827293396,2.4802083015441894
1990-11-09,58.4173697555722,C,2.1875,2.2421875953674317,2.2382813930511474,2.1614583969116206,2.2039062213897704,2.4632811927795406,2.478124966621399
1990-11-12,58.397567633195216,B,2.291666984558105,2.2317709922790523,2.2539063930511474,2.1953125953674313,2.2002604007720947,2.460677032470703,2.476627571582794
1990-11-13,58.44043872505122,B,2.4739580154418945,2.2578125953674317,2.2799479961395264,2.2382813453674313,2.2007812213897706,2.459895782470703,2.476627571582794
