Date,GRADE,GPS,STZ,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1992-03-17,,,1.3590141534805298,,,,,,
1992-03-18,,,1.4141093492507937,,,,,,
1992-03-19,,,1.4416569471359253,,,,,,
1992-03-20,,,1.4600214958190918,,,,,,
1992-03-23,,,1.4692045450210571,1.4288012981414795,,,,,
1992-03-24,,,1.5059341192245483,1.4581852912902833,,,,,
1992-03-25,,,1.515116572380066,1.4783867359161378,,,,,
1992-03-26,,,1.5059341192245483,1.4912421703338623,,,,,
1992-03-27,,,1.4967520236968994,1.4985882759094238,,,,,
1992-03-30,,,1.4875693321228027,1.502261233329773,1.4655312657356263,,,,
1992-03-31,,,1.4875693321228027,1.4985882759094238,1.4783867835998534,,,,
1992-04-01,,,1.4875693321228027,1.4930788278579712,1.4857327818870545,,,,
1992-04-02,,,1.4783862829208374,1.487569260597229,1.4894057154655456,,,,
1992-04-03,,,1.4692045450210571,1.4820597648620606,1.4903240203857422,,,,
1992-04-06,,,1.4692045450210571,1.4783868074417115,1.4903240203857422,,,,
1992-04-07,,,1.4692045450210571,1.4747138500213623,1.486651062965393,,,,
1992-04-08,,,1.4232914447784424,1.4618582725524902,1.4774685502052307,,,,
1992-04-09,,,1.4783862829208374,1.4618582725524902,1.4747137665748595,,,,
1992-04-10,,,1.4875693321228027,1.4655312299728394,1.4737954974174499,,,,
1992-04-13,,,1.634489893913269,1.4985882997512818,1.4884875535964965,1.4770094096660613,,,
1992-04-14,,,1.6712194681167605,1.5389912843704223,1.5068525671958923,1.4926196753978729,,,
1992-04-15,,,1.6528548002243042,1.5849039554595947,1.5233811140060425,1.5045569479465484,,,
1992-04-16,,,1.6069422960281372,1.6106151580810546,1.5362367153167724,1.512821215391159,,,
1992-04-17,,,1.6069422960281372,1.6344897508621217,1.5500104904174805,1.5201672554016112,,,
1992-04-20,,,1.5242995023727417,1.6124516725540161,1.555519986152649,1.5229220032691955,,,
1992-04-21,,,1.5702122449874878,1.5922502279281616,1.565620756149292,1.5261359095573426,,,
1992-04-22,,,1.579394817352295,1.5775582313537597,1.5812310934066773,1.529349821805954,,,
1992-04-23,,,1.5885764360427856,1.5738850593566895,1.592250108718872,1.5334819376468658,,,
1992-04-24,,,1.6253070831298828,1.5775580167770387,1.6060238838195802,1.539909690618515,,,
1992-04-27,,,1.6069422960281372,1.5940865755081177,1.6032691240310668,1.5458783388137818,,,
1992-04-28,,,1.6069422960281372,1.6014325857162475,1.5968414068222045,1.5518469870090486,,,
1992-04-29,,,1.616124391555786,1.6087785005569457,1.5931683659553528,1.5582747399806975,,,
1992-04-30,,,1.6712194681167605,1.6253071069717406,1.599596083164215,1.5679163992404939,,,
1992-05-01,,,1.7171326875686646,1.643672227859497,1.6106151223182679,1.5803128063678742,,,
1992-05-04,,,1.7171326875686646,1.6657103061676026,1.62989844083786,1.5927092134952545,,,
1992-05-05,,,1.7171326875686646,1.687748384475708,1.6445904850959778,1.6051056206226348,,,
1992-05-06,,,1.781409740447998,1.7208054542541504,1.6647919774055482,1.6230115354061128,,,
1992-05-07,,,1.781409740447998,1.742843508720398,1.6840753078460693,1.6381627082824708,,,
1992-05-08,,,1.781409740447998,1.7556989192962646,1.6996855735778809,1.6528547286987305,,,
1992-05-11,,,1.763045310974121,1.764881443977356,1.7152958750724792,1.659282499551773,,,
1992-05-12,,,1.7722278833389282,1.7759004831314087,1.7318244338035584,1.6643329203128814,,,
1992-05-13,,,1.7446801662445068,1.7685545682907104,1.7446800112724303,1.6689241886138917,,,
1992-05-14,,,1.781409740447998,1.7685545682907104,1.7556990385055542,1.6776475608348846,,,
1992-05-15,,,1.7722278833389282,1.7667181968688965,1.7612085580825805,1.6859118402004243,,,
1992-05-18,,,1.7722278833389282,1.7685547113418578,1.766718077659607,1.6983082592487335,,,
1992-05-19,,,1.763045310974121,1.7667181968688965,1.7713093400001525,1.7079499125480653,,,
1992-05-20,,,1.7722278833389282,1.7722277402877809,1.7703911542892456,1.7175915658473968,,,
1992-05-21,,,1.7722278833389282,1.7703913688659667,1.7694729685783386,1.726774138212204,,,
1992-05-22,,,1.7722278833389282,1.7703913688659667,1.7685547828674317,1.7341201782226563,,,
1992-05-25,,,1.7722278833389282,1.7703913688659667,1.7694730401039123,1.7423844575881957,1.6084113717079163,,
1992-05-26,,,1.7538622617721558,1.7685547590255737,1.767636477947235,1.7497304558753968,1.6163083338737487,,
1992-05-27,,,1.7446801662445068,1.7630452156066894,1.767636477947235,1.7561582446098327,1.622919750213623,,
1992-05-28,,,1.6712194681167605,1.7428435325622558,1.7566174507141112,1.7561582446098327,1.6275110006332398,,
1992-05-29,,,1.707949995994568,1.7299879550933839,1.7501896619796753,1.7556991100311279,1.6324695706367494,,
1992-06-01,,,1.707949995994568,1.717132377624512,1.7437618732452393,1.755239975452423,1.6372444796562196,,
1992-06-02,,,1.707949995994568,1.7079499244689944,1.738252341747284,1.7547808408737182,1.6412847971916198,,
1992-06-03,,,1.7446801662445068,1.7079499244689944,1.7354975700378419,1.7529443621635437,1.6458760690689087,,
1992-06-04,,,1.763045310974121,1.7263150930404663,1.7345793128013611,1.7520261406898499,1.6510182929039001,,
1992-06-05,,,1.763045310974121,1.7373341560363769,1.7336610555648804,1.751107919216156,1.6563441586494445,,
1992-06-08,,,1.781409740447998,1.752026104927063,1.7345792412757874,1.7520261406898499,1.6622209668159484,,
1992-06-09,,,1.7446801662445068,1.7593721389770507,1.7336610317230225,1.7506487548351288,1.6673631834983826,,
1992-06-10,,,1.763045310974121,1.7630451679229737,1.7354975461959838,1.7515670120716096,1.672872703075409,,
1992-06-11,,,1.7722278833389282,1.764881682395935,1.7455983877182006,1.751107919216156,1.6787495350837707,,
1992-06-12,,,1.763045310974121,1.764881682395935,1.751107919216156,1.7506487905979156,1.684626350402832,,
1992-06-15,,,1.7446801662445068,1.7575357675552368,1.75478093624115,1.7492714047431945,1.690135862827301,,
