Date,GRADE,GPS,CTRA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1990-02-08,,,0.9342111945152284,,,,,,
1990-02-09,,,0.9274421334266664,,,,,,
1990-02-12,,,0.9206721186637878,,,,,,
1990-02-13,,,0.9139025211334229,,,,,,
1990-02-14,,,0.9071319103240968,0.9206719756126404,,,,,
1990-02-15,,,0.8868231773376465,0.9111943721771241,,,,,
1990-02-16,,,0.8868231773376465,0.90307058095932,,,,,
1990-02-19,,,0.8868231773376465,0.8963007926940918,,,,,
1990-02-20,,,0.866514265537262,0.8868231415748596,,,,,
1990-02-21,,,0.866514265537262,0.8786996126174926,0.8996857941150666,,,,
1990-02-22,,,0.8800538778305054,0.8773457527160644,0.8942700624465942,,,,
1990-02-23,,,0.8394357562065125,0.8678682684898377,0.8854694247245789,,,,
1990-02-26,,,0.8326663374900818,0.8570369005203247,0.8766688466072082,,,,
1990-02-27,,,0.8394357562065125,0.8516211986541748,0.8692221701145172,,,,
1990-02-28,,,0.873284101486206,0.8529751658439636,0.8658373892307282,,,,
1990-03-01,,,0.8868231773376465,0.8543290257453918,0.8658373892307282,,,,
1990-03-02,,,0.8935930132865906,0.8651604771614074,0.8665143728256226,,,,
1990-03-05,,,0.8868231773376465,0.8759918451309204,0.8665143728256226,,,,
1990-03-06,,,0.9003627300262451,0.888177239894867,0.8698992192745209,,,,
1990-03-07,,,0.8935930132865906,0.8922390222549439,0.8726070940494537,0.8861464440822602,,,
1990-03-08,,,0.8935930132865906,0.8935929894447326,0.8739610075950622,0.8841155350208283,,,
1990-03-09,,,0.873284101486206,0.8895312070846557,0.8773458421230316,0.8814076334238052,,,
1990-03-12,,,0.8462055325508118,0.8814076781272888,0.8786997616291046,0.8776843041181565,,,
1990-03-13,,,0.866514265537262,0.8746379852294922,0.8814076125621796,0.8753148913383484,,,
1990-03-14,,,0.8597450256347656,0.8678683876991272,0.8800537049770355,0.8729455471038818,,,
1990-03-15,,,0.8597450256347656,0.8610987901687622,0.8773458898067474,0.8715916395187377,,,
1990-03-16,,,0.8800538778305054,0.8624527454376221,0.8759919762611389,0.8712531745433807,,,
1990-03-19,,,0.8800538778305054,0.8692224144935607,0.8753150463104248,0.8709147095680236,,,
1990-03-20,,,0.8597450256347656,0.8678685665130615,0.8712532758712769,0.8705762475728989,,,
1990-03-21,,,0.8394357562065125,0.8638067126274109,0.865837550163269,0.8692223221063614,,,
1990-03-22,,,0.8394357562065125,0.8597448587417602,0.8604218244552613,0.8671914160251617,,,
1990-03-23,,,0.8462055325508118,0.8529751896858215,0.8577139675617218,0.8675299048423767,,,
1990-03-26,,,0.8529755473136902,0.8475595235824585,0.8583909690380096,0.8685453653335571,,,
1990-03-27,,,0.8597450256347656,0.8475595235824585,0.85771404504776,0.8695608288049698,,,
1990-03-28,,,0.8597450256347656,0.8516213774681092,0.85771404504776,0.8688838750123977,,,
1990-03-29,,,0.8529755473136902,0.8543293356895447,0.8570370972156525,0.8671914935112,,,
1990-03-30,,,0.8529755473136902,0.8556833386421203,0.8543292641639709,0.8651606202125549,,,
1990-04-02,,,0.8326663374900818,0.8516214966773987,0.8495905101299286,0.8624527782201767,,,
1990-04-03,,,0.8462055325508118,0.848913598060608,0.8482365608215332,0.859744918346405,,,
1990-04-04,,,0.8597450256347656,0.848913598060608,0.8502674877643586,0.8580525189638137,,,
1990-04-05,,,0.8462055325508118,0.8475595951080322,0.8509444653987884,0.8556831449270248,,,
1990-04-06,,,0.8529755473136902,0.8475595951080322,0.8516214668750763,0.8546677172183991,,,
1990-04-09,,,0.866514265537262,0.8543291807174682,0.8529753386974335,0.8556831538677215,,,
1990-04-10,,,0.866514265537262,0.8583909273147583,0.8536522626876831,0.8556831538677215,,,
1990-04-11,,,0.8529755473136902,0.8570370316505432,0.8529753148555755,0.8553446799516677,,,
1990-04-12,,,0.8394357562065125,0.8556830763816834,0.8516213357448578,0.8543292164802552,,,
1990-04-13,,,0.8394357562065125,0.8529751181602478,0.85026735663414,0.8522983103990555,,,
1990-04-16,,,0.8326663374900818,0.8462055325508118,0.85026735663414,0.8499289333820343,,,
1990-04-17,,,0.8326663374900818,0.8394359469413757,0.848913437128067,0.8485749989748002,,,
1990-04-18,,,0.8123573064804077,0.8313122987747192,0.8441746652126312,0.8472210764884949,0.8665145182609558,,
1990-04-19,,,0.8055873513221741,0.8245426177978515,0.8401128470897674,0.845528656244278,0.8639420413970947,,
1990-04-20,,,0.7988187074661255,0.8164192080497742,0.834697163105011,0.8431593149900436,0.861369572877884,,
1990-04-23,,,0.778509259223938,0.8055877923965454,0.8258966624736785,0.839436000585556,0.8585263156890869,,
1990-04-24,,,0.7582004070281982,0.7906946063041687,0.8150652766227722,0.8343587696552277,0.8554122734069824,,
1990-04-25,,,0.7717392444610596,0.782570993900299,0.8069416463375092,0.8299584805965423,0.8527044200897217,,
1990-04-26,,,0.7852786779403687,0.778509259223938,0.8015259385108948,0.8265736371278762,0.8506735301017762,,
1990-04-27,,,0.7717392444610596,0.7730933666229248,0.7947562873363495,0.8225118219852448,0.8483718514442444,,
1990-04-30,,,0.7717392444610596,0.7717393636703491,0.7886635780334472,0.8194654673337937,0.8460701727867126,,
1990-05-01,,,0.7717392444610596,0.7744471311569214,0.782570868730545,0.8157421529293061,0.8441746723651886,,
1990-05-02,,,0.7717392444610596,0.7744471311569214,0.7785090625286102,0.8113418638706207,0.8422791719436645,,
1990-05-03,,,0.778509259223938,0.7730932474136353,0.7758012533187866,0.807957050204277,0.8402482795715333,,
1990-05-04,,,0.7717392444610596,0.7730932474136353,0.77309330701828,0.8038952350616455,0.8388943493366241,,
1990-05-07,,,0.7852786779403687,0.775801134109497,0.7737702488899231,0.7998334556818009,0.8379465961456298,,
1990-05-08,,,0.778509259223938,0.7771551370620727,0.775801134109497,0.7954332053661346,0.8367280662059784,,
1990-05-09,,,0.7852786779403687,0.7798630237579346,0.777155077457428,0.7920483618974685,0.8349679577350616,,
1990-05-10,,,0.7852786779403687,0.7812169075012207,0.777155077457428,0.7893405079841613,0.8329370677471161,,
1990-05-11,,,0.7920487523078918,0.7852788090705871,0.7791860282421113,0.7869711577892303,0.8309061825275421,,
1990-05-14,,,0.8123573064804077,0.790694534778595,0.783247834444046,0.7859557062387467,0.8294168651103974,,
1990-05-15,,,0.8055873513221741,0.7961101531982422,0.7866326451301575,0.7846017569303513,0.827521357536316,,
1990-05-16,,,0.8326663374900818,0.8055876851081848,0.7927253544330597,0.7856172084808349,0.8263028240203858,,
1990-05-17,,,0.8529755473136902,0.8191270589828491,0.8001719832420349,0.7879866182804107,0.8254904747009277,,
1990-05-18,,,0.8529755473136902,0.8313124179840088,0.808295613527298,0.790694460272789,0.8250843036174774,,
1990-05-21,,,0.866514265537262,0.8421438097953796,0.8164191722869873,0.7950947105884552,0.8254904782772065,,
1990-05-22,,,0.866514265537262,0.8543291926383972,0.8252196729183197,0.8005104035139083,0.8254904782772065,,
1990-05-23,,,0.866514265537262,0.8610987782478332,0.833343231678009,0.8052491545677185,0.8256258630752563,,
1990-05-24,,,0.866514265537262,0.8638065218925476,0.8414667904376983,0.8093109339475631,0.8257612478733063,,
1990-05-25,,,0.8551130294799805,0.8642340183258057,0.8477732181549072,0.8134796231985092,0.8252624309062958,,
1990-05-28,,,0.8551130294799805,0.8619537711143493,0.8520487904548645,0.8176483124494552,0.8247636139392853,,
1990-05-29,,,0.8618994951248169,0.8610308170318604,0.8576800048351287,0.8221563249826431,0.8248067033290863,,
1990-05-30,,,0.868685781955719,0.8614651203155518,0.8612819492816925,0.8270036518573761,0.8253917038440705,,
1990-05-31,,,0.868685781955719,0.8618994235992432,0.8628529727458953,0.8315124779939651,0.8259767043590546,,
1990-06-01,,,0.868685781955719,0.8646139740943909,0.8644239962100982,0.8363598048686981,0.8264263093471527,,
1990-06-04,,,0.8822593092918396,0.8700432300567627,0.865998500585556,0.8412088364362716,0.8270119845867157,,
1990-06-05,,,0.8890455961227417,0.8754724502563477,0.868251633644104,0.8467356532812118,0.8275979959964752,,
1990-06-06,,,0.8890455961227417,0.8795444130897522,0.870504766702652,0.8519239991903305,0.8281840074062348,,
1990-06-07,,,0.8822593092918396,0.8822591185569764,0.8720792710781098,0.856773030757904,0.8287696826457978,,
1990-06-08,,,0.8890455961227417,0.8863310813903809,0.8754725277423858,0.8616228729486466,0.8294910836219788,,
1990-06-11,,,0.8958323001861572,0.8890456795692444,0.8795444548130036,0.865796622633934,0.8307544028759003,,
1990-06-12,,,0.9094054102897644,0.8931176424026489,0.8842950463294983,0.8709875255823135,0.8320184004306793,,
1990-06-13,,,0.902618944644928,0.8958323121070861,0.8876883625984192,0.8744851559400558,0.8328758788108825,,
1990-06-14,,,0.902618944644928,0.8999042391777039,0.8910816788673401,0.8769673258066177,0.8340041470527649,,
1990-06-15,,,0.902618944644928,0.9026189088821411,0.8944749951362609,0.8794494956731796,0.8349970149993896,,
1990-06-18,,,0.9094054102897644,0.9053335309028625,0.8971896052360535,0.8815940529108047,0.8358548378944397,,
1990-06-19,,,0.9094054102897644,0.9053335309028625,0.8992255866527558,0.8837386101484299,0.8367126607894897,,
1990-06-20,,,0.8958323001861572,0.9039762020111084,0.8999042570590973,0.8852045118808747,0.8375697958469391,,
1990-06-21,,,0.902618944644928,0.9039762020111084,0.9019402205944062,0.8870097458362579,0.8388334596157074,,
1990-06-22,,,0.9094054102897644,0.9053334951400757,0.9039762020111084,0.8897243648767471,0.8402328526973725,,
1990-06-25,,,0.9094054102897644,0.9053334951400757,0.9053335130214691,0.8924389839172363,0.8417676341533661,,
1990-06-26,,,0.8890455961227417,0.9012615323066712,0.9032975316047669,0.8937962889671326,0.8428952193260193,,
1990-06-27,,,0.8890455961227417,0.899904191493988,0.9019401967525482,0.8948142796754837,0.844428985118866,0.8554717516899109,
1990-06-28,,,0.8754726052284241,0.8944749236106873,0.8992255628108978,0.895153620839119,0.845826690196991,0.8548843657970429,
1990-06-29,,,0.8890455961227417,0.8904029607772828,0.8978682279586792,0.89617161154747,0.8476312279701232,0.8545004004240035,
1990-07-02,,,0.8890455961227417,0.8863309979438782,0.8958322465419769,0.8965109258890152,0.8498419547080993,0.8541841351985932,
1990-07-03,,,0.8822593092918396,0.8849737405776977,0.8931176364421844,0.89617161154747,0.8523231327533722,0.8538677030801773,
1990-07-04,,,0.8822593092918396,0.8836164832115173,0.8917603373527527,0.8958322972059249,0.8545335340499878,0.8536189770698548,
1990-07-05,,,0.8822593092918396,0.8849738240242004,0.8897243738174438,0.8958322972059249,0.8564731466770172,0.8535733383893966,
1990-07-06,,,0.8822593092918396,0.88361656665802,0.8870097637176514,0.8954929828643798,0.8586835479736328,0.8535276997089386,
1990-07-09,,,0.8890455961227417,0.88361656665802,0.8849737823009491,0.8951536476612091,0.8610296750068664,0.8535499238967895,
1990-07-10,,,0.8890455961227417,0.8849738240242004,0.8849737823009491,0.894135656952858,0.8633758020401001,0.8537752372026444,
1990-07-11,,,0.8890455961227417,0.8863310813903809,0.8849737823009491,0.8934569895267487,0.8657219290733338,0.8540005505084991,
1990-07-12,,,0.8822593092918396,0.8863310813903809,0.8856524527072906,0.8924390077590942,0.8677969300746917,0.8540226048231125,
1990-07-13,,,0.9094054102897644,0.8917603015899658,0.8876884341239929,0.8927783310413361,0.8705502533912659,0.854722301363945,
