Date,GRADE,GPS,OTIS,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2020-03-19,,,42.465576171875,,,,,,
2020-03-20,,,42.230953216552734,,,,,,
2020-03-23,,,37.53863143920898,,,,,,
2020-03-24,,,37.53863143920898,,,,,,
2020-03-25,,,38.48648071289063,39.65205459594726,,,,,
2020-03-26,,,42.230953216552734,39.60513000488281,,,,,
2020-03-27,,,42.45150375366211,39.64924011230469,,,,,
2020-03-30,,,46.923282623291016,41.526170349121095,,,,,
2020-03-31,,,46.923282623291016,43.4031005859375,,,,,
2020-04-01,,,43.826358795166016,44.47107620239258,42.06156539916992,,,,
2020-04-02,,,41.2924919128418,44.28338394165039,41.944256973266604,,,,
2020-04-03,,,44.408199310302734,44.674723052978514,42.1619815826416,,,,
2020-04-06,,,43.11311340332031,43.912689208984375,42.71942977905273,,,,
2020-04-07,,,41.555267333984375,42.83908615112305,43.121093368530275,,,,
2020-04-08,,,41.37696075439453,42.34920654296875,43.41014137268066,,,,
2020-04-09,,,46.1162109375,43.31395034790039,43.79866714477539,,,,
2020-04-10,,,46.1162109375,43.65555267333984,44.16513786315918,,,,
2020-04-13,,,43.16942596435547,43.666815185546874,43.78975219726563,,,,
2020-04-14,,,43.06619644165039,43.96900100708008,43.40404357910156,,,,
2020-04-15,,,41.80863571166992,44.055335998535156,43.20227127075195,42.631918334960936,,,
2020-04-16,,,42.81280517578125,43.39465484619141,43.3543025970459,42.64927978515625,,,
2020-04-17,,,43.31019973754883,42.83345260620117,43.24450263977051,42.70324211120605,,,
2020-04-20,,,42.596961975097656,42.71895980834961,43.192887496948245,42.95615863800049,,,
2020-04-21,,,43.07558059692383,42.7208366394043,43.34491882324219,43.23300609588623,,,
2020-04-22,,,44.15481185913086,43.19007186889648,43.62270393371582,43.51642265319824,,,
2020-04-23,,,44.54897689819336,43.537306213378905,43.465980529785156,43.632323837280275,,,
2020-04-24,,,44.90559005737305,43.85638427734375,43.344918441772464,43.75502815246582,,,
2020-04-27,,,45.252811431884766,44.38755416870117,43.55325698852539,43.67150459289551,,,
2020-04-28,,,46.79189682006836,45.13081741333008,43.92582702636719,43.66493530273438,,,
2020-04-29,,,48.00252532958984,45.900360107421875,44.54521598815918,43.87374362945557,,,
2020-04-30,,,47.77729797363281,46.546024322509766,45.04166526794434,44.19798393249512,,,
2020-05-01,,,46.65114212036133,46.89513473510742,45.375759506225585,44.31013107299805,,,
2020-05-04,,,46.482208251953125,47.141014099121094,45.76428413391113,44.47858581542969,,,
2020-05-05,,,45.13081741333008,46.808798217773436,45.96980781555176,44.65736331939697,,,
2020-05-06,,,45.3372802734375,46.27574920654297,46.08805465698242,44.855379295349124,,,
2020-05-07,,,48.621917724609375,46.44467315673828,46.49534873962402,44.98066463470459,,,
2020-05-08,,,49.6917724609375,47.052799224853516,46.97396697998047,45.15944271087646,,,
2020-05-11,,,48.621917724609375,47.48074111938477,47.31087760925293,45.43206729888916,,,
2020-05-12,,,46.66051483154297,47.78668060302734,47.29773941040039,45.61178321838379,,,
2020-05-13,,,45.24343490600586,47.76791152954102,47.02183036804199,45.78352317810059,,,
2020-05-14,,,45.04635620117188,47.052799224853516,46.748736190795896,45.89520072937012,,,
2020-05-15,,,45.88158798217773,46.29076232910156,46.67178077697754,46.02377014160156,,,
2020-05-18,,,48.92221832275391,46.35082244873047,46.915781784057614,46.340032958984374,,,
2020-05-19,,,49.09115219116211,46.8369499206543,47.31181526184082,46.64081153869629,,,
2020-05-20,,,49.90761566162109,47.76978607177735,47.76884880065918,46.928451728820804,,,
2020-05-21,,,49.01270294189453,48.563055419921874,47.8079273223877,47.15163803100586,,,
2020-05-22,,,48.71125411987305,49.128988647460936,47.70987548828125,47.34192123413086,,,
2020-05-25,,,48.71125411987305,49.086795806884766,47.71880912780762,47.51484336853027,,,
2020-05-26,,,47.93880844116211,48.856327056884766,47.84663848876953,47.57218894958496,,,
2020-05-27,,,49.342411041259766,48.7432861328125,48.25653610229492,47.63918323516846,45.01748382568359,,
2020-05-28,,,48.0047492980957,48.54169540405273,48.552375411987306,47.650555801391604,45.12826728820801,,
2020-05-29,,,49.59674835205078,48.71879425048828,48.92389144897461,47.79783611297607,45.27558319091797,,
2020-06-01,,,50.94382095336914,49.1653076171875,49.12605171203613,48.02091674804687,45.54368698120117,,
2020-06-02,,,51.009761810302734,49.77949829101563,49.3179126739502,48.314863967895505,45.81310958862305,,
2020-06-03,,,52.25320816040039,50.36165771484375,49.55247192382812,48.660660362243654,46.08844413757324,,
2020-06-04,,,52.18727493286133,51.19816284179687,49.8699291229248,48.83892822265625,46.287570571899415,,
2020-06-05,,,55.17344284057617,52.31350173950195,50.516147994995116,49.11301174163818,46.542009353637695,,
2020-06-08,,,57.70743560791016,53.66622467041016,51.41576614379883,49.567287635803225,46.757692413330076,,
2020-06-09,,,57.13282012939453,54.89083633422852,52.33516731262207,50.0909029006958,46.96188316345215,,
2020-06-10,,,55.60675430297852,55.56154556274414,52.961601638793944,50.609068870544434,47.1974910736084,,
2020-06-11,,,52.98797225952149,55.72168502807617,53.459923934936526,51.00614967346191,47.43140068054199,,
2020-06-12,,,52.790164947509766,55.24502944946289,53.779265594482425,51.35157852172851,47.599039993286134,,
2020-06-15,,,54.32563018798828,54.568668365478516,54.11744651794434,51.62174911499024,47.82329032897949,,
2020-06-16,,,54.49519348144531,54.04114303588867,54.465989685058595,51.891951179504396,48.08208885192871,,
2020-06-17,,,53.44956588745117,53.6097053527832,54.58562545776367,52.069048690795896,48.323540954589845,,
2020-06-18,,,54.15607070922852,53.84332504272461,54.78250503540039,52.326217079162596,48.48433815002441,,
2020-06-19,,,53.69448852539063,54.02418975830078,54.634609603881835,52.575378799438475,48.635903701782226,,
2020-06-22,,,53.751007080078125,53.90926513671875,54.23896675109863,52.82736644744873,48.84753532409668,,
2020-06-23,,,53.506080627441406,53.71144256591797,53.87629280090332,53.105730056762695,49.0563330078125,,
2020-06-24,,,52.31914138793945,53.485357666015624,53.54753150939941,53.25456657409668,49.26654312133789,,
2020-06-25,,,52.94087600708008,53.24231872558594,53.54282188415527,53.5013729095459,49.469104537963865,,
2020-06-26,,,52.55465316772461,53.01435165405273,53.519270706176755,53.64926815032959,49.65399360656738,,
2020-06-29,,,53.28942108154297,52.922034454345706,53.415649795532225,53.76654815673828,49.86784278869629,,
2020-06-30,,,53.56260681152344,52.93333969116211,53.32239112854004,53.89419040679932,50.07758331298828,,
2020-07-01,,,52.54522705078125,52.97855682373047,53.231957244873044,53.90879135131836,50.24539161682129,,
2020-07-02,,,53.223480224609375,53.03507766723633,53.138698196411134,53.96060161590576,50.41888168334961,,
2020-07-03,,,53.223480224609375,53.16884307861328,53.091597366333005,53.86310348510742,50.585239486694334,,
2020-07-06,,,53.56260681152344,53.223480224609375,53.07275733947754,53.65586204528809,50.75143539428711,,
2020-07-07,,,53.5249252319336,53.21594390869141,53.07464179992676,53.47546730041504,50.886095962524415,,
2020-07-08,,,53.61912155151367,53.43072280883789,53.20463981628418,53.376085662841795,50.998427886962894,,
2020-07-09,,,52.85609817504883,53.35724639892578,53.19616203308105,53.36949195861816,51.10000389099121,,
2020-07-10,,,53.67564010620117,53.44767837524414,53.30826072692871,53.41376571655273,51.240493850708006,,
2020-07-13,,,53.59086990356445,53.453330993652344,53.33840560913086,53.377027702331546,51.38266708374024,,
2020-07-14,,,54.04302597045898,53.55695114135742,53.386447525024415,53.35441932678223,51.56091125488281,,
2020-07-15,,,54.82489776611328,53.79810638427735,53.614414596557616,53.42318592071533,51.75066360473633,,
2020-07-16,,,54.93794250488281,54.21447525024414,53.78586082458496,53.46227951049805,51.876984100341794,,
2020-07-17,,,55.154598236083984,54.510266876220705,53.978972625732425,53.535284996032715,51.98624061584473,,
2020-07-20,,,55.16402053833008,54.82489700317383,54.13911399841309,53.605935668945314,52.11708267211914,,
2020-07-21,,,55.05097579956055,55.02648696899414,54.29171905517578,53.68318042755127,52.28489189147949,,
2020-07-22,,,55.088653564453125,55.07923812866211,54.43867225646973,53.82165603637695,52.48179626464844,,
2020-07-23,,,55.63502502441406,55.21865463256836,54.71656494140625,53.95636348724365,52.69356964111328,,
2020-07-24,,,54.75895309448242,55.13952560424805,54.824896240234374,54.066578483581544,52.871116943359375,,
2020-07-27,,,54.93794250488281,55.0943099975586,54.959603500366214,54.14900455474854,52.991431427001956,,
