Date,GRADE,GPS,UBER,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2019-07-23,,,43.36000061035156,43.51199951171875,43.79000015258789,43.966000175476076,43.07680000305176,,
2019-07-24,,,43.7599983215332,43.539999389648436,43.795999908447264,44.02900009155273,43.12619995117188,,
2019-07-25,,,43.400001525878906,43.47799987792969,43.736999893188475,43.94250011444092,43.134199981689456,,
2019-07-26,,,44.52000045776367,43.74599990844727,43.78999977111816,43.84950008392334,43.18639999389649,,
2019-07-29,,,43.880001068115234,43.784000396728516,43.725,43.83000011444092,43.23220001220703,,
2019-07-30,,,42.59000015258789,43.630000305175784,43.57099990844726,43.759500122070314,43.25400001525879,,
2019-07-31,,,42.13999938964844,43.306000518798825,43.422999954223634,43.65500011444092,43.27180000305176,,
2019-08-01,,,41.310001373291016,42.88800048828125,43.18300018310547,43.50900020599365,43.288600006103515,,
2019-08-02,,,40.400001525878906,42.0640007019043,42.90500030517578,43.35250034332275,43.26640007019043,,
2019-08-05,,,39.04999923706055,41.09800033569336,42.441000366210936,43.15750026702881,43.217200088500974,,
2019-08-06,,,39.150001525878906,40.41000061035156,42.02000045776367,42.90500030517578,43.181200103759764,,
2019-08-07,,,39.70000076293945,39.922000885009766,41.614000701904295,42.70500030517578,43.176400146484376,,
2019-08-08,,,42.970001220703125,40.25400085449219,41.57100067138672,42.6540002822876,43.239800186157225,,
2019-08-09,,,40.04999923706055,40.184000396728514,41.124000549316406,42.457000160217284,43.232600173950196,,
2019-08-12,,,37.0,39.774000549316405,40.436000442504884,42.08050022125244,43.147600173950195,,
2019-08-13,,,36.45000076293945,39.23400039672852,39.82200050354004,41.69650020599365,43.02160018920898,,
2019-08-14,,,33.959999084472656,38.08600006103516,39.00400047302246,41.21350021362305,42.80080017089844,,
2019-08-15,,,33.220001220703125,36.136000061035155,38.19500045776367,40.68900032043457,42.56680023193359,,
2019-08-16,,,35.22999954223633,35.172000122070315,37.67800025939941,40.2915002822876,42.388200225830076,,
2019-08-19,,,34.61000061035156,34.694000244140625,37.23400039672852,39.837500381469724,42.22820022583008,,
2019-08-20,,,35.290000915527344,34.4620002746582,36.84800033569336,39.434000396728514,42.08500022888184,,
2019-08-21,,,34.90999984741211,34.652000427246094,36.36900024414062,38.99150047302246,41.93980026245117,,
2019-08-22,,,34.0,34.80800018310547,35.47200012207031,38.52150039672851,41.73360023498535,,
2019-08-23,,,33.43000030517578,34.44800033569336,34.81000022888183,37.96700038909912,41.53760025024414,,
2019-08-26,,,33.310001373291016,34.18800048828125,34.441000366210936,37.43850040435791,41.328200302124024,,
2019-08-27,,,33.11000061035156,33.752000427246095,34.10700035095215,36.964500427246094,41.11320030212402,,
2019-08-28,,,32.59000015258789,33.28800048828125,33.970000457763675,36.487000465393066,40.86780029296875,,
2019-08-29,,,32.7599983215332,33.04000015258789,33.92400016784668,36.05950031280518,40.64580024719238,,
2019-08-30,,,32.56999969482422,32.86800003051758,33.65800018310547,35.66800022125244,40.417200241088864,,
2019-09-02,,,32.56999969482422,32.71999969482422,33.454000091552736,35.344000244140624,40.20680023193359,,
2019-09-03,,,30.700000762939453,32.237999725341794,32.99500007629395,34.92150020599365,39.959000244140626,,
2019-09-04,,,31.989999771118164,32.11799964904785,32.70300006866455,34.53600015640259,39.74880023956299,,
2019-09-05,,,32.5099983215332,32.06799964904785,32.55399990081787,34.01300001144409,39.49640018463135,,
2019-09-06,,,31.86000061035156,31.92599983215332,32.39699993133545,33.603500080108645,39.20600017547608,,
2019-09-09,,,32.2400016784668,31.860000228881837,32.28999996185303,33.365500164031985,38.965400199890134,,
2019-09-10,,,33.5099983215332,32.42199974060058,32.32999973297119,33.21850004196167,38.755600166320804,,
2019-09-11,,,34.0,32.82399978637695,32.4709997177124,33.22050008773804,38.55100017547608,,
2019-09-12,,,34.06999969482422,33.136000061035155,32.601999855041505,33.26300001144409,38.347800178527834,,
2019-09-13,,,33.25,33.41399993896484,32.66999988555908,33.164000034332275,38.14220020294189,,
2019-09-16,,,34.43000030517578,33.85199966430664,32.85599994659424,33.15500001907348,37.97180019378662,,
2019-09-17,,,34.290000915527344,34.008000183105466,33.214999961853025,33.105000019073486,37.77360019683838,,
2019-09-18,,,34.2599983215332,34.05999984741211,33.44199981689453,33.072499942779544,37.58480014801025,,
2019-09-19,,,33.81999969482422,34.00999984741211,33.57299995422363,33.06349992752075,37.3814001083374,,
2019-09-20,,,32.599998474121094,33.87999954223633,33.646999740600585,33.02199983596802,37.15360004425049,,
2019-09-23,,,33.0,33.59399948120117,33.722999572753906,33.00649976730347,36.92300006866455,,
2019-09-24,,,31.299999237060547,32.99599914550781,33.50199966430664,32.91599969863891,36.666400032043455,,
2019-09-25,,,31.68000030517578,32.47999954223633,33.26999969482422,32.87049970626831,36.427600059509274,,
2019-09-26,,,31.56999969482422,32.029999542236325,33.01999969482422,32.81099977493286,36.18480007171631,39.51480001449585,
2019-09-27,,,30.290000915527344,31.568000030517577,32.72399978637695,32.696999835968015,35.92700008392334,39.40200002670288,
2019-09-30,,,30.46999931335449,31.061999893188478,32.327999687194826,32.59199981689453,35.66260009765625,39.335700035095215,
2019-10-01,,,29.149999618530277,30.631999969482422,31.813999557495116,32.514499759674074,35.378400077819826,39.22760004043579,
2019-10-02,,,29.0,30.095999908447265,31.2879997253418,32.364999771118164,35.08320011138916,39.104700031280515,
2019-10-03,,,29.71999931335449,29.72599983215332,30.877999687194823,32.22549982070923,34.809600067138675,38.97190002441406,
2019-10-04,,,29.670000076293945,29.60199966430664,30.58499984741211,32.11599979400635,34.512600059509275,38.849500026702884,
2019-10-07,,,30.3700008392334,29.58199996948242,30.321999931335448,32.02249975204468,34.24240005493164,38.73730003356933,
2019-10-08,,,29.280000686645508,29.608000183105467,30.120000076293945,31.810999870300293,33.976200065612794,38.61510004043579,
2019-10-09,,,29.06999969482422,29.62200012207031,29.85900001525879,31.564499855041504,33.71480007171631,38.49330003738403,
2019-10-10,,,28.8700008392334,29.452000427246094,29.589000129699706,31.304499912261964,33.46600006103515,38.377300033569334,
2019-10-11,,,30.1299991607666,29.544000244140626,29.572999954223633,31.14849987030029,33.26060001373291,38.26350004196167,
2019-10-14,,,31.1200008392334,29.694000244140625,29.638000106811525,30.982999897003175,33.102000045776364,38.15960006713867,
2019-10-15,,,32.0,30.238000106811523,29.923000144958497,30.868499851226808,32.95900001525879,38.07010005950928,
2019-10-16,,,31.8700008392334,30.79800033569336,30.210000228881835,30.748999977111815,32.80240001678467,37.98940008163452,
2019-10-17,,,32.619998931884766,31.547999954223634,30.500000190734863,30.688999938964844,32.5953999710083,37.917600078582765,
2019-10-18,,,32.060001373291016,31.934000396728514,30.73900032043457,30.66200008392334,32.43560001373291,37.834100093841556,
2019-10-21,,,31.40999984741211,31.99200019836426,30.843000221252442,30.582500076293947,32.323800010681154,37.735700092315675,
2019-10-22,,,32.529998779296875,32.09799995422363,31.16800003051758,30.64400005340576,32.245399971008304,37.63350008010864,
2019-10-23,,,33.04999923706055,32.33399963378906,31.56599998474121,30.7125,32.227199974060056,37.51400007247925,
2019-10-24,,,33.279998779296875,32.465999603271484,32.006999778747556,30.797999954223634,32.22839992523193,37.39760007858276,
2019-10-25,,,32.709999084472656,32.59599914550781,32.26499977111816,30.918999862670898,32.17799991607666,37.28310007095337,
2019-10-28,,,33.220001220703125,32.95799942016602,32.474999809265135,31.05649995803833,32.15019992828369,37.18920007705688,
2019-10-29,,,32.41999816894531,32.9359992980957,32.51699962615967,31.219999885559083,32.09279987335205,37.088900051116944,
2019-10-30,,,33.75,33.0759994506836,32.70499954223633,31.45749988555908,32.06959987640381,37.00470006942749,
2019-10-31,,,31.5,32.71999969482422,32.592999649047854,31.546499919891357,32.01959987640381,36.87660005569458,
2019-11-01,,,31.3700008392334,32.452000045776366,32.52399959564209,31.63149995803833,31.97839988708496,36.75800006866455,
2019-11-04,,,31.07999992370605,32.023999786376955,32.49099960327148,31.666999912261964,31.933799858093263,36.63100008010864,
2019-11-05,,,28.020000457763672,31.144000244140624,32.03999977111816,31.603999900817872,31.831999855041502,36.472600078582765,
2019-11-06,,,26.940000534057617,29.78200035095215,31.42899990081787,31.49749994277954,31.7189998626709,36.293400077819825,
2019-11-07,,,27.3799991607666,28.95800018310547,30.838999938964843,31.4229998588562,31.611399879455565,36.12860006332397,
2019-11-08,,,27.01000022888184,28.086000061035158,30.26900005340576,31.266999912261962,31.50019989013672,35.958700065612796,
2019-11-11,,,27.13999938964844,27.297999954223634,29.660999870300294,31.067999839782715,31.3915998840332,35.7992000579834,
2019-11-12,,,26.700000762939453,27.03400001525879,29.089000129699706,30.802999877929686,31.311599884033203,35.63530006408691,
2019-11-13,,,26.709999084472656,26.987999725341798,28.385000038146973,30.54499979019165,31.205999870300293,35.47740005493164,
2019-11-14,,,25.989999771118164,26.70999984741211,27.834000015258788,30.21349983215332,31.07559989929199,35.28600004196167,
2019-11-15,,,26.790000915527344,26.665999984741212,27.376000022888185,29.949999809265137,30.97419990539551,35.09010004043579,
2019-11-18,,,26.75,26.588000106811524,26.943000030517577,29.716999816894532,30.864399871826173,34.91490003585815,
2019-11-19,,,27.049999237060547,26.657999801635743,26.845999908447265,29.442999839782715,30.73519989013672,34.74540002822876,
2019-11-20,,,28.030000686645508,26.922000122070312,26.954999923706055,29.191999912261963,30.61579990386963,34.58340003967285,
2019-11-21,,,29.459999084472656,27.61599998474121,27.16299991607666,29.000999927520752,30.5235998916626,34.435700035095216,
2019-11-22,,,29.559999465942383,28.16999969482422,27.417999839782716,28.84349994659424,30.449799880981445,34.29600004196167,
2019-11-25,,,29.11000061035156,28.641999816894533,27.614999961853027,28.63799991607666,30.34339988708496,34.15760004043579,
2019-11-26,,,29.530000686645508,29.138000106811525,27.897999954223632,28.49350004196167,30.248199882507325,34.010900039672855,
2019-11-27,,,29.489999771118164,29.429999923706056,28.176000022888182,28.28050003051758,30.152799911499024,33.86880002975464,
2019-11-28,,,29.489999771118164,29.436000061035156,28.526000022888184,28.180000019073486,30.066199913024903,33.72380001068115,
2019-11-29,,,29.600000381469727,29.444000244140625,28.806999969482423,28.091499996185302,30.006199951171876,33.57989999771118,
2019-12-02,,,28.979999542236328,29.41800003051758,29.029999923706054,27.986499977111816,29.925799942016603,33.42440000534057,
2019-12-03,,,29.020000457763672,29.31599998474121,29.227000045776368,28.036499977111816,29.880199966430663,33.27329999923706,
2019-12-04,,,29.059999465942383,29.229999923706053,29.329999923706055,28.142499923706055,29.827799949645996,33.12770000457763,
2019-12-05,,,28.649999618530277,29.061999893188478,29.248999977111815,28.20599994659424,29.769399948120117,32.97710000991821,
2019-12-06,,,27.86000061035156,28.713999938964843,29.079000091552736,28.248499965667726,29.7207999420166,32.82390001296997,
2019-12-09,,,27.68000030517578,28.454000091552736,28.936000061035156,28.27550001144409,29.664999961853027,32.66380002975464,
2019-12-10,,,27.88999938964844,28.227999877929687,28.77199993133545,28.33499994277954,29.63979995727539,32.50910001754761,
2019-12-11,,,28.420000076293945,28.1,28.664999961853027,28.420499992370605,29.628199958801268,32.35570003509522,
2019-12-12,,,28.690000534057617,28.108000183105467,28.585000038146973,28.555500030517578,29.607599983215334,32.208600025177,
2019-12-13,,,28.489999771118164,28.23400001525879,28.473999977111816,28.640499973297118,29.583999977111816,32.04830001831055,
2019-12-16,,,30.049999237060547,28.707999801635744,28.58099994659424,28.805499935150145,29.57759994506836,31.91,
2019-12-17,,,29.75,29.079999923706055,28.653999900817873,28.94049997329712,29.58699993133545,31.78159999847412,
2019-12-18,,,30.1299991607666,29.421999740600587,28.760999870300292,29.045499897003175,29.608199920654297,31.661499996185302,
2019-12-19,,,29.989999771118164,29.681999588012694,28.89499988555908,29.071999931335448,29.630599899291994,31.548299980163574,
2019-12-20,,,30.450000762939453,30.07399978637695,29.153999900817873,29.116499996185304,29.63699993133545,31.44879997253418,
2019-12-23,,,30.32999992370605,30.129999923706055,29.418999862670898,29.177499961853027,29.621199913024903,31.361599979400633,
2019-12-24,,,30.440000534057617,30.268000030517577,29.673999977111816,29.22299995422363,29.589999923706056,31.27449996948242,
2019-12-25,,,30.440000534057617,30.33000030517578,29.876000022888185,29.270499992370606,29.56139991760254,31.181899967193605,
2019-12-26,,,30.670000076293945,30.466000366210938,30.073999977111818,29.329500007629395,29.522399940490722,31.05889995574951,
2019-12-27,,,30.170000076293945,30.410000228881835,30.242000007629393,29.357999992370605,29.48459991455078,30.960099964141847,
2019-12-30,,,29.739999771118164,30.292000198364256,30.211000061035158,29.3960000038147,29.4511999130249,30.887499961853027,
2019-12-31,,,29.739999771118164,30.15200004577637,30.210000038146973,29.431999969482423,29.395399932861327,30.820399951934814,
2020-01-01,,,29.739999771118164,30.011999893188477,30.17100009918213,29.46599998474121,29.32919994354248,30.77819995880127,
2020-01-02,,,30.989999771118164,30.07599983215332,30.271000099182128,29.582999992370606,29.283399963378905,30.75589994430542,
2020-01-03,,,31.3700008392334,30.31599998474121,30.363000106811523,29.758500003814696,29.256599998474123,30.71729995727539,
2020-01-06,,,31.57999992370605,30.68400001525879,30.488000106811523,29.95349998474121,29.22379997253418,30.686999950408936,
2020-01-07,,,32.810001373291016,31.29800033569336,30.725000190734864,30.19950008392334,29.231600036621092,30.662199954986573,
2020-01-08,,,33.93000030517578,32.13600044250488,31.07400016784668,30.47500009536743,29.23520004272461,30.65239995956421,
2020-01-09,,,33.970001220703125,32.732000732421874,31.404000282287598,30.739000129699708,29.284600067138673,30.65209997177124,
2020-01-10,,,34.0099983215332,33.260000228881836,31.788000106811523,31.01500005722046,29.337400016784667,30.657899951934816,
2020-01-13,,,34.13999938964844,33.77200012207031,32.22800006866455,31.219500064849854,29.398600006103514,30.66619993209839,
2020-01-14,,,34.84000015258789,34.177999877929686,32.738000106811526,31.47400007247925,29.535,30.683499927520753,
2020-01-15,,,35.0099983215332,34.39399948120117,33.26499996185303,31.71800003051758,29.696399955749513,30.707699909210206,
2020-01-16,,,34.68000030517578,34.5359992980957,33.63400001525879,31.95250005722046,29.842399978637694,30.72689992904663,
2020-01-17,,,35.130001068115234,34.75999984741211,34.01000003814697,32.18650007247925,30.004799995422363,30.75249994277954,
2020-01-20,,,35.130001068115234,34.95800018310547,34.36500015258789,32.426500129699704,30.1646000289917,30.778099956512452,
2020-01-21,,,37.59999847412109,35.50999984741211,34.8439998626709,32.78450002670288,30.382599983215332,30.847099933624268,
2020-01-22,,,37.040000915527344,35.91600036621094,35.15499992370606,33.11450004577637,30.589200019836426,30.89759994506836,
2020-01-23,,,37.400001525878906,36.460000610351564,35.49799995422363,33.451000118255614,30.81740005493164,30.946499977111817,
2020-01-24,,,36.79999923706055,36.794000244140626,35.77700004577637,33.78250007629394,31.017600021362306,30.995899963378907,
2020-01-27,,,36.29999923706055,37.02799987792969,35.99300003051758,34.11050004959107,31.208600006103516,31.036499938964845,
2020-01-28,,,37.0099983215332,36.90999984741211,36.20999984741211,34.473999977111816,31.40779998779297,31.071499938964845,
2020-01-29,,,36.9900016784668,36.9,36.40800018310547,34.83650007247925,31.587000007629396,31.10139995574951,
2020-01-30,,,36.68000030517578,36.75599975585938,36.60800018310547,35.121000099182126,31.731400032043457,31.127499961853026,
2020-01-31,,,36.290000915527344,36.65400009155273,36.72400016784668,35.367000102996826,31.866000061035155,31.1578999710083,
2020-02-03,,,37.59000015258789,36.912000274658205,36.97000007629394,35.66750011444092,32.03560005187988,31.189499969482423,
2020-02-04,,,38.52999877929688,37.216000366210935,37.06300010681152,35.953499984741214,32.21560001373291,31.231899948120116,
2020-02-05,,,36.810001373291016,37.18000030517578,37.04000015258789,36.097500038146975,32.36200004577637,31.257399978637697,
2020-02-06,,,37.09000015258789,37.262000274658206,37.00900001525879,36.25349998474121,32.51400005340576,31.29009998321533,
2020-02-07,,,40.630001068115234,38.130000305175784,37.39200019836426,36.58450012207031,32.73460006713867,31.370400009155272,
2020-02-10,,,40.0099983215332,38.613999938964845,37.763000106811525,36.87800006866455,32.95520004272461,31.440499992370604,
2020-02-11,,,41.27000045776367,39.162000274658205,38.18900032043457,37.19950008392334,33.20020004272461,31.54020000457764,
2020-02-12,,,41.25,40.05,38.61500015258789,37.51150016784668,33.44400005340576,31.63590000152588,
2020-02-13,,,40.09000015258789,40.65,38.9560001373291,37.78200016021729,33.672800064086914,31.721100006103516,35.61795001029968
2020-02-14,,,39.65999984741211,40.455999755859374,39.293000030517575,38.00850009918213,33.90880004882813,31.814799995422362,35.60840001106262
2020-02-17,,,39.65999984741211,40.386000061035155,39.5,38.23500003814697,34.14840003967285,31.90670000076294,35.62120001792908
2020-02-18,,,40.18000030517578,40.168000030517575,39.66500015258789,38.364000129699704,34.3942000579834,32.01700000762939,35.62230002403259
2020-02-19,,,41.04999923706055,40.12799987792969,40.08899993896485,38.56450004577637,34.64680004119873,32.1375,35.62110001564026
2020-02-20,57.07806151905314,A,40.91999816894531,40.29399948120117,40.47199974060059,38.740499877929686,34.891399993896485,32.24949998855591,35.61070000648498
2020-02-21,57.13745044012226,A,40.720001220703125,40.50599975585938,40.48099975585937,38.936499977111815,35.13600002288818,32.36,35.60475001335144
2020-02-24,55.57963661828767,A,38.310001373291016,40.236000061035156,40.31100006103516,39.03700008392334,35.30120006561279,32.43940000534057,35.58835001945496
2020-02-25,52.73889441807098,A,35.88999938964844,39.37799987792969,39.772999954223636,38.981000137329104,35.42400005340576,32.5054999923706,35.5603000164032
2020-02-26,48.251401790217784,P,34.45000076293945,38.05800018310547,39.09300003051758,38.854000091552734,35.51040008544922,32.55930000305176,35.526300020217896
2020-02-27,42.95903964414546,P,32.45000076293945,36.364000701904295,38.329000091552736,38.64250011444092,35.55960010528565,32.59510000228882,35.48620001792908
2020-02-28,38.79039256614225,P,33.869998931884766,34.99400024414062,37.75,38.52150001525879,35.62800006866455,32.6325,35.448000020980835
2020-03-02,35.71940734614028,P,32.849998474121094,33.90199966430664,37.0689998626709,38.284499931335446,35.67840003967285,32.64979997634887,35.40470002174377
2020-03-03,34.59268321993715,P,33.040000915527344,33.331999969482425,36.35499992370605,38.01000003814697,35.73040004730225,32.66019998550415,35.36515002250671
2020-03-04,35.65812096417093,P,34.529998779296875,33.347999572753906,35.702999877929685,37.895999908447266,35.81220001220703,32.686799964904786,35.338100023269654
2020-03-05,36.55224659423074,P,32.209999084472656,33.29999923706055,34.831999969482425,37.6519998550415,35.84299999237061,32.68269996643066,35.30015002250671
2020-03-06,35.88958414725091,P,31.68000030517578,32.86199951171875,33.927999877929686,37.20449981689453,35.873199996948244,32.678899955749515,35.256500024795535
2020-03-09,34.09952480421911,B,28.170000076293945,31.92599983215332,32.91399974822998,36.61249990463257,35.84180000305176,32.64649995803833,35.191100025177
2020-03-10,32.450936011190116,B,28.96999931335449,31.11199951171875,32.22199974060059,35.99749984741211,35.82639999389649,32.610899963378905,35.12220002174377
2020-03-11,27.80177939015624,B,26.239999771118164,29.453999710083007,31.40099964141846,35.24699983596802,35.75639999389649,32.542799968719486,35.02840002059936
2020-03-12,22.736639528832868,B,22.61000061035156,27.53400001525879,30.41699962615967,34.372999858856204,35.588800010681155,32.436099987030026,34.916850032806394
2020-03-13,18.436734631869992,B,22.600000381469727,25.71800003051758,29.289999771118165,33.51999988555908,35.41340000152588,32.335,34.80905003547669
2020-03-16,15.015461147998353,B,20.290000915527344,24.142000198364258,28.03400001525879,32.551499938964845,35.18760002136231,32.20569999694824,34.69745003700256
2020-03-17,10.056180060454713,B,18.90999984741211,22.13000030517578,26.620999908447267,31.48799991607666,34.909599990844725,32.07060001373291,34.579750032424926
2020-03-18,4.554377299449837,B,14.81999969482422,19.846000289916994,24.65,30.176499938964845,34.527399978637696,31.88130001068115,34.44300004005432
2020-03-19,4.753260521616952,B,20.489999771118164,19.422000122070312,23.47800006866455,29.155000019073487,34.257799949646,31.771200008392334,34.323900032043454
2020-03-20,5.597165205397957,B,21.32999992370605,19.168000030517575,22.443000030517577,28.185499954223634,34.00419998168945,31.67079999923706,34.2144000339508
2020-03-23,8.663728589286634,B,22.399999618530277,19.589999771118165,21.86599998474121,27.389999866485596,33.76939998626709,31.5839999961853,34.10750003814697
2020-03-24,15.558427990054291,B,26.38999938964844,21.085999679565433,21.607999992370605,26.914999866485594,33.6003999710083,31.56769998550415,34.02015003204346
2020-03-25,25.819522251205758,B,26.190000534057617,23.35999984741211,21.60300006866455,26.501999855041504,33.42400001525879,31.560199985504152,33.92680003166199
2020-03-26,32.71123785405996,B,28.1200008392334,24.886000061035155,22.154000091552735,26.285499858856202,33.29280002593994,31.567600002288817,33.8481000328064
2020-03-27,38.19755015778478,C,27.280000686645508,26.076000213623047,22.62200012207031,25.95599994659424,33.13580001831055,31.570300006866454,33.764500036239625
2020-03-30,42.60628618034596,C,27.82999992370605,27.162000274658205,23.376000022888185,25.705000019073488,32.989799995422366,31.57720001220703,33.688200035095214
2020-03-31,43.580223198965626,C,27.920000076293945,27.468000411987305,24.27700004577637,25.448999977111818,32.79620002746582,31.589400005340575,33.61235003471374
2020-04-01,42.561511441746354,C,25.420000076293945,27.31400032043457,25.33700008392334,24.99350004196167,32.56380001068115,31.576500015258787,33.52695003509521
2020-04-02,38.75882895002443,C,23.68000030517578,26.42600021362305,25.6560001373291,24.567000102996825,32.28939998626709,31.553400020599366,33.41970003128052
2020-04-03,35.26690020904851,B,22.81999969482422,25.53400001525879,25.80500011444092,24.124000072479248,32.00979999542236,31.513700008392334,33.30190002441406
2020-04-06,33.29921381906694,B,25.989999771118164,25.165999984741212,26.16400012969971,24.01500005722046,31.803600006103515,31.506100006103516,33.21050002098084
2020-04-07,31.210239024653813,B,25.739999771118164,24.729999923706053,26.09900016784668,23.853500080108642,31.578200035095215,31.493000011444092,33.11920001983643
2020-04-08,31.395513960639615,B,26.940000534057617,25.03400001525879,26.17400016784668,23.888500118255614,31.37720001220703,31.482100009918213,33.03275002479553
2020-04-09,33.94132458991075,B,27.11000061035156,25.720000076293946,26.073000144958495,24.113500118255615,31.185800018310548,31.458600025177002,32.94715003013611
2020-04-10,37.26683574031369,C,27.11000061035156,26.578000259399413,26.0560001373291,24.339000129699706,31.00220001220703,31.434100036621093,32.86505003929138
2020-04-13,38.56713189566549,C,27.989999771118164,26.978000259399415,26.072000122070314,24.72400007247925,30.810200004577638,31.42290002822876,32.790250034332274
2020-04-14,40.4958945005939,C,27.75,27.38000030517578,26.05500011444092,25.166000080108642,30.5946000289917,31.405100021362305,32.70800003051758
2020-04-15,41.566963797261735,C,27.40999984741211,27.47400016784668,26.254000091552733,25.795500087738038,30.40659999847412,31.384300022125245,32.62655002593994
2020-04-16,41.64747586104772,C,27.030000686645508,27.45800018310547,26.589000129699706,26.122500133514404,30.205400009155273,31.359700031280518,32.541750020980835
2020-04-17,41.67415728586206,C,28.0,27.636000061035155,27.107000160217286,26.456000137329102,29.952799987792968,31.34370002746582,32.4618000125885
2020-04-20,41.200059629449264,C,28.190000534057617,27.67600021362305,27.327000236511232,26.74550018310547,29.716400032043456,31.335800037384033,32.3801000213623
2020-04-21,39.928907677955365,C,27.190000534057617,27.56400032043457,27.472000312805175,26.785500240325927,29.434800033569335,31.317500038146974,32.295400018692014
2020-04-22,38.76447879635135,C,28.239999771118164,27.730000305175782,27.60200023651123,26.888000202178954,29.174600028991698,31.309300041198732,32.218500022888186
2020-04-23,38.22603791084132,C,28.32999992370605,27.99000015258789,27.72400016784668,26.898500156402587,28.939400024414063,31.30610004425049,32.14160002708435
2020-04-24,38.12355233459633,C,29.489999771118164,28.288000106811523,27.96200008392334,27.00900011062622,28.736000022888184,31.322400035858156,32.07315002441406
