Date,GRADE,GPS,SNA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2002-02-14,45.918002302795166,A,18.82578468322754,18.305194854736328,18.13016529083252,18.215021705627443,18.607830924987795,17.187435789108278,15.95738178730011
2002-02-15,46.16260827883656,A,18.91765594482422,18.535307693481446,18.18425064086914,18.255740547180174,18.601781158447267,17.250381326675416,15.970665650367737
2002-02-18,46.32120482228087,A,18.91765594482422,18.67766571044922,18.275374984741212,18.29645938873291,18.604050712585448,17.31700122833252,15.985282397270202
2002-02-19,46.364646105766234,A,18.44112205505371,18.72129898071289,18.333090591430665,18.320758438110353,18.603855361938475,17.369980659484863,15.997349858283997
2002-02-20,46.30552733570938,A,18.360742568969727,18.692592239379884,18.375930404663087,18.341038513183594,18.602166595458986,17.41542929649353,16.00453531742096
2002-02-21,46.24070796427318,A,18.831541061401367,18.69374351501465,18.499469184875487,18.373462295532228,18.604195404052735,17.46377691268921,16.015166802406313
2002-02-22,46.224540071935344,A,19.153051376342773,18.74082260131836,18.638065147399903,18.413129329681396,18.610945091247558,17.51805305480957,16.02827392101288
2002-02-25,46.20976890007657,A,19.434371948242188,18.844165802001953,18.760915756225586,18.457745265960693,18.61568534851074,17.574294500350952,16.043123602867126
2002-02-26,46.374764965933586,A,19.646804809570312,19.085302352905273,18.90330066680908,18.519820785522462,18.622395057678222,17.633677778244017,16.058867421150207
2002-02-27,46.58620944358839,A,19.7099552154541,19.355144882202147,19.023868560791016,18.564255142211913,18.626721000671388,17.68747428894043,16.076075024604798
2002-02-28,46.6936067537927,A,19.77886009216309,19.544608688354494,19.11917610168457,18.624670696258544,18.63561595916748,17.739020318984984,16.09329113483429
2002-03-01,46.71653306716803,A,19.7156982421875,19.657138061523437,19.1989803314209,18.691615486145018,18.641538200378417,17.791178369522093,16.110611500740053
2002-03-04,46.79099792487768,A,20.06591796875,19.783447265625,19.313806533813477,18.794590759277344,18.655604553222656,17.84599066734314,16.129682965278626
