Date,GRADE,GPS,TEL,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2007-06-14,,,27.354368209838867,,,,,,
2007-06-15,,,27.31915283203125,,,,,,
2007-06-18,,,26.157381057739254,,,,,,
2007-06-19,,,25.84053611755371,,,,,,
2007-06-20,,,25.312463760375977,26.39678039550781,,,,,
2007-06-21,,,25.84053611755371,26.094013977050782,,,,,
2007-06-22,,,27.42476463317871,26.115136337280273,,,,,
2007-06-25,,,27.63599967956543,26.410860061645508,,,,,
2007-06-26,,,27.812030792236328,26.80515899658203,,,,,
2007-06-27,,,27.98805046081543,27.340276336669923,26.868528366088867,,,,
2007-06-28,,,27.882436752319336,27.748656463623046,26.921335220336914,,,,
2007-06-29,,,27.502222061157227,27.76414794921875,26.93964214324951,,,,
2007-07-02,,,28.14295959472656,27.865539932250975,27.13819999694824,,,,
2007-07-03,,,27.92467498779297,27.888068771362306,27.346613883972168,,,,
2007-07-04,,,27.92467498779297,27.875393676757813,27.607835006713866,,,,
2007-07-05,,,27.77682113647461,27.85427055358887,27.801463508605956,,,,
2007-07-06,,,28.03734970092773,27.96129608154297,27.86272201538086,,,,
2007-07-09,,,28.37531089782715,28.007766342163087,27.93665313720703,,,,
2007-07-10,,,27.459964752197266,27.914824295043946,27.901446533203124,,,,
2007-07-11,,,27.502222061157227,27.830333709716797,27.852863693237303,27.360696029663085,,,
2007-07-12,,,27.46702003479004,27.768373489379883,27.811322021484376,27.366328620910643,,,
2007-07-13,,,27.790889739990234,27.719081497192384,27.840188789367676,27.389915466308594,,,
2007-07-16,,,27.671205520629883,27.57826042175293,27.79301338195801,27.465606689453125,,,
2007-07-17,,,27.361404418945312,27.558548355102538,27.736686325073244,27.541650104522706,,,
2007-07-18,,,26.713623046875,27.400828552246093,27.615581130981447,27.611708068847655,,,
2007-07-19,,,26.82628059387207,27.2726806640625,27.52052707672119,27.660995292663575,,,
2007-07-20,,,26.77699279785156,27.069901275634766,27.394491386413574,27.628606700897215,,,
2007-07-23,,,27.39662170410156,27.0149845123291,27.296622467041015,27.616637802124025,,,
2007-07-24,,,27.037511825561523,26.950205993652343,27.254377174377442,27.577911853790283,,,
2007-07-25,,,27.086816787719727,27.02484474182129,27.21283664703369,27.532850170135497,,,
2007-07-26,,,26.44607162475586,26.948802947998047,27.110741806030273,27.461031913757324,,,
2007-07-27,,,26.016584396362305,26.796721267700196,26.93331127166748,27.38675003051758,,,
2007-07-30,,,25.382871627807617,26.393971252441407,26.704477882385255,27.24874563217163,,,
2007-07-31,,,25.220932006835938,26.030655288696288,26.490430641174317,27.11355848312378,,,
2007-08-01,,,24.7984676361084,25.572985458374024,26.298915100097656,26.95724811553955,,,
2007-08-02,,,24.83367919921875,25.250506973266603,26.099654960632325,26.810091018676758,,,
2007-08-03,,,24.706933975219727,24.988576889038086,25.89264907836914,26.643570232391358,,,
2007-08-06,,,24.749191284179688,24.8618408203125,25.627906036376952,26.462264251708984,,,
2007-08-07,,,24.53795051574707,24.725244522094727,25.377949905395507,26.316163539886475,,,
2007-08-08,,,24.46051025390625,24.657653045654296,25.11531925201416,26.164077949523925,,,
2007-08-09,,,23.74935531616211,24.44078826904297,24.845647621154786,25.97819471359253,,,
2007-08-10,,,23.101585388183597,24.119718551635742,24.554147720336914,25.743729496002196,,,
2007-08-13,,,23.22832679748535,23.815545654296876,24.33869323730469,25.521585559844972,,,
2007-08-14,,,22.84809684753418,23.4775749206543,24.101409721374512,25.295920181274415,,,
2007-08-15,,,23.20719718933105,23.22691230773926,23.942282676696777,25.120598888397218,,,
2007-08-16,,,23.26352310180664,23.129745864868163,23.785267066955566,24.942461013793945,,,
2007-08-17,,,24.713977813720703,23.452224349975587,23.785971450805665,24.839310264587404,,,
2007-08-20,,,24.60835838317871,23.728230667114257,23.771888160705565,24.69989709854126,,,
2007-08-21,,,24.41120719909668,24.040852737426757,23.759213829040526,24.56858186721802,,,
2007-08-22,,,24.54498672485352,24.30841064453125,23.767661476135252,24.441490364074706,26.163441886901854,,
2007-08-23,,,24.897035598754883,24.635113143920897,23.88242950439453,24.36403856277466,26.114295234680174,,
2007-08-24,,,25.53777313232422,24.799872207641602,24.126048278808593,24.340097999572755,26.078667640686035,,
2007-08-27,,,24.9744930267334,24.87309913635254,24.3006649017334,24.319679069519044,26.055009880065917,,
2007-08-28,,,24.728065490722656,24.936470794677735,24.488661766052246,24.295035743713377,26.032760467529297,,
2007-08-29,,,24.897035598754883,25.00688056945801,24.657645606994627,24.299964141845702,26.024451904296875,,
2007-08-30,,,24.615398406982425,24.950553131103515,24.79283313751221,24.289050102233887,25.99994915008545,,
2007-08-31,,,24.552038192749023,24.753406143188478,24.776639175415042,24.28130531311035,25.942494621276854,,
2007-09-03,,,24.552038192749023,24.6689151763916,24.77100715637207,24.27144765853882,25.880815391540526,,
2007-09-04,,,24.580202102661133,24.639342498779296,24.78790664672852,24.27356023788452,25.816178817749023,,
2007-09-05,,,24.425294876098636,24.544994354248047,24.775937461853026,24.27179946899414,25.74492370605469,,
2007-09-06,,,24.80551528930664,24.58301773071289,24.766785430908204,24.32460746765137,25.683385276794432,,
2007-09-07,,,23.58741950988769,24.390093994140624,24.57175006866455,24.348899173736573,25.605089225769042,,
