Date,GRADE,GPS,TRV,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,4.813424587249756,,,,,,
1983-11-22,,,4.867876052856445,,,,,,
1983-11-23,,,4.933216571807861,,,,,,
1983-11-24,,,4.933216571807861,,,,,,
1983-11-25,,,4.933216571807861,4.896190071105957,,,,,
1983-11-28,,,4.922323703765869,4.91796989440918,,,,,
1983-11-29,,,4.965885162353516,4.937571716308594,,,,,
1983-11-30,,,5.031226634979248,4.9571737289428714,,,,,
1983-12-01,,,5.085677623748779,4.9876659393310545,,,,,
1983-12-02,,,5.129239082336426,5.026870441436768,4.961530256271362,,,,
1983-12-05,,,5.161908149719238,5.074787330627442,4.996378612518311,,,,
1983-12-06,,,5.2272491455078125,5.127060127258301,5.032315921783447,,,,
1983-12-07,,,5.249029159545898,5.170620632171631,5.063897180557251,,,,
1983-12-08,,,5.161908149719238,5.185866737365723,5.086766338348388,,,,
1983-12-09,,,5.151016712188721,5.190222263336182,5.108546352386474,,,,
1983-12-12,,,5.118347644805908,5.181510162353516,5.128148746490479,,,,
1983-12-13,,,5.085677623748779,5.153195858001709,5.1401279926300045,,,,
1983-12-14,,,5.085677623748779,5.120525550842285,5.145573091506958,,,,
1983-12-15,,,5.053007125854492,5.098745346069336,5.1423060417175295,,,,
1983-12-16,,,5.096567630767822,5.087855529785156,5.139038896560669,5.050284576416016,,,
1983-12-19,,,5.140129089355469,5.092211818695068,5.136860990524292,5.066619801521301,,,
1983-12-20,,,5.140129089355469,5.103102111816407,5.128148984909058,5.080232453346253,,,
1983-12-21,,,5.129239082336426,5.111814403533936,5.11616997718811,5.0900335788726805,,,
1983-12-22,,,5.2381367683410645,5.14884033203125,5.123792839050293,5.105279588699341,,,
1983-12-23,,,5.205472946166992,5.170621395111084,5.12923846244812,5.118892407417297,,,
1983-12-26,,,5.205472946166992,5.183690166473388,5.137950992584228,5.133049869537354,,,
1983-12-27,,,5.205472946166992,5.1967589378356935,5.14993052482605,5.1450292587280275,,,
1983-12-28,,,5.270809650421143,5.225073051452637,5.168443727493286,5.157008409500122,,,
1983-12-29,,,5.259921550750732,5.22943000793457,5.18913516998291,5.16572060585022,,,
1983-12-30,,,5.270809650421143,5.242497348785401,5.206559371948242,5.172799134254456,,,
1984-01-02,,,5.270809650421143,5.2555646896362305,5.219627428054809,5.17824420928955,,,
1984-01-03,,,5.194579601287842,5.2533860206604,5.2250724792480465,5.176610732078553,,,
1984-01-04,,,5.183688640594482,5.235961818695069,5.230517435073852,5.173343706130981,,,
1984-01-05,,,5.2272491455078125,5.229427337646484,5.229428672790528,5.17661075592041,,,
1984-01-06,,,5.183688640594482,5.212003135681153,5.227250242233277,5.178244352340698,,,
1984-01-09,,,5.151016712188721,5.188044548034668,5.221804618835449,5.179877805709839,,,
1984-01-10,,,5.151016712188721,5.179331970214844,5.216358995437622,5.183144760131836,,,
1984-01-11,,,5.074789047241211,5.157552051544189,5.1967569351196286,5.182600331306458,,,
1984-01-12,,,5.096567630767822,5.131415748596192,5.180421543121338,5.184778356552124,,,
1984-01-13,,,5.074789047241211,5.109635829925537,5.160819482803345,5.183689427375794,,,
1984-01-16,,,5.085677623748779,5.096568012237549,5.142306280136109,5.180966854095459,,,
1984-01-17,,,5.118347644805908,5.0900341987609865,5.134683084487915,5.179877781867981,,,
1984-01-18,,,5.151016712188721,5.105279731750488,5.131415891647339,5.1809666633605955,,,
1984-01-19,,,5.151016712188721,5.116169548034668,5.12379264831543,5.176610660552979,,,
1984-01-20,,,5.107458114624023,5.12270336151123,5.116169595718384,5.17170991897583,,,
1984-01-23,,,5.009444713592529,5.10745677947998,5.102012395858765,5.161908507347107,,,
1984-01-24,,,4.987668991088867,5.081321048736572,5.085677623748779,5.1510183095932005,,,
1984-01-25,,,4.987668991088867,5.048651504516601,5.076965618133545,5.136861276626587,,,
1984-01-26,,,4.813424587249756,4.981133079528808,5.048651313781738,5.114536428451538,,,
1984-01-27,,,4.791645526885986,4.9179705619812015,5.0203369617462155,5.090578222274781,5.097656993865967,,
1984-01-30,,,4.758974075317383,4.867876434326172,4.987666606903076,5.064986443519592,5.096567983627319,,
1984-01-31,,,4.878766536712647,4.846095943450928,4.96370849609375,5.049195790290833,5.096785793304443,,
1984-02-01,,,4.965885162353516,4.841739177703857,4.94519534111023,5.038305616378784,5.0974391651153566,,
1984-02-02,,,4.933216571807861,4.865697574615479,4.923415327072144,5.023603987693787,5.0974391651153566,,
1984-02-03,,,4.911435127258301,4.889655494689942,4.903813028335572,5.009991312026978,5.097003536224365,,
1984-02-06,,,4.856987476348877,4.90925817489624,4.888567304611206,4.995289850234985,5.095696811676025,,
1984-02-07,,,4.900547504425049,4.91361436843872,4.879855155944824,4.982766389846802,5.094390058517456,,
1984-02-08,,,4.878766536712647,4.896190643310547,4.868964910507202,4.972965264320374,5.091340856552124,,
1984-02-09,,,4.889656066894531,4.887478542327881,4.87658805847168,4.962619686126709,5.087420425415039,,
1984-02-10,,,4.987668991088867,4.902725315093994,4.896190404891968,4.958263683319092,5.0845890235900875,,
1984-02-13,,,5.107458114624023,4.952819442749023,4.931038808822632,4.959352707862854,5.083500022888184,,
1984-02-14,,,5.183688640594482,5.00944766998291,4.961531019210815,4.962619757652282,5.082628812789917,,
1984-02-15,,,5.161908149719238,5.066075992584229,4.981133317947387,4.963164329528809,5.080886392593384,,
1984-02-16,,,5.2272491455078125,5.133594608306884,5.010536575317383,4.9669759511947635,5.082193212509155,,
1984-02-17,,,5.161908149719238,5.168442440032959,5.035583877563477,4.969698452949524,5.082411041259766,,
1984-02-20,,,5.161908149719238,5.179332447052002,5.066075944900513,4.977321624755859,5.083282251358032,,
1984-02-21,,,5.151016712188721,5.17279806137085,5.09112286567688,4.985489010810852,5.084589033126831,,
1984-02-22,,,5.009444713592529,5.142305374145508,5.104190683364868,4.986577796936035,5.083064374923706,,
1984-02-23,,,5.020338535308838,5.100923252105713,5.117258930206299,4.996923494338989,5.082411003112793,,
1984-02-24,,,5.053007125854492,5.079143047332764,5.123792743682861,5.009991574287414,5.081539793014526,,
1984-02-27,,,5.129239082336426,5.072609233856201,5.125970840454102,5.028504824638366,5.0813219928741455,,
1984-02-28,,,5.129239082336426,5.068253707885742,5.120525884628296,5.041028451919556,5.081104192733765,,
1984-02-29,,,5.140129089355469,5.09439058303833,5.118347978591919,5.049740648269653,5.0813219928741455,,
1984-03-01,,,5.107458114624023,5.111814498901367,5.10636887550354,5.058452725410461,5.0787084197998045,,
1984-03-02,,,5.129239082336426,5.127060890197754,5.103101968765259,5.069342923164368,5.077183742523193,,
1984-03-05,,,5.053007125854492,5.111814498901367,5.0922118663787845,5.079143905639649,5.074134426116943,,
1984-03-06,,,5.053007125854492,5.0965681076049805,5.082410907745361,5.08676688671112,5.071085109710693,,
1984-03-07,,,4.9549970626831055,5.059541702270508,5.076966142654419,5.090578413009643,5.064768857955933,,
1984-03-08,,,4.94410514831543,5.026871109008789,5.069342803955078,5.093300867080688,5.0584525299072265,,
1984-03-09,,,4.878766536712647,4.976776599884034,5.0519187450408936,5.087855744361877,5.050611667633056,,
1984-03-12,,,4.889656066894531,4.944106388092041,5.0279604434967045,5.076965641975403,5.042988595962524,,
1984-03-13,,,4.889656066894531,4.9114361763000485,5.0040021419525145,5.062264013290405,5.036890125274658,,
1984-03-14,,,4.813424587249756,4.883121681213379,4.971331691741943,5.044839835166931,5.029484844207763,,
1984-03-15,,,4.878766536712647,4.870053958892822,4.9484625339508055,5.027415704727173,5.02251519203186,,
1984-03-16,,,4.94410514831543,4.883121681213379,4.929949140548706,5.016525554656982,5.017723522186279,,
1984-03-19,,,4.94410514831543,4.894011497497559,4.9190589427948,5.005635404586792,5.013585290908813,,
1984-03-20,,,5.096567630767822,4.935393810272217,4.923414993286133,5.002912950515747,5.012496309280396,,
1984-03-21,,,5.183688640594482,5.009446620941162,4.94628415107727,5.011625146865844,5.014674301147461,,
1984-03-22,,,5.161908149719238,5.06607494354248,4.968064451217652,5.018703627586365,5.015981111526489,,
1984-03-23,,,5.325259208679199,5.142305755615235,5.0127137184143065,5.0323162317276005,5.020990514755249,,
1984-03-26,,,5.390599727630615,5.231604671478271,5.062808084487915,5.045384263992309,5.027088956832886,,
1984-03-27,,,5.521283149719238,5.316547775268555,5.125970792770386,5.06498646736145,5.035147666931152,,
1984-03-28,,,5.837098121643066,5.447229671478271,5.228338146209717,5.09983491897583,5.048869295120239,,
1984-03-29,,,5.826201915740967,5.580088424682617,5.323081684112549,5.135772109031677,5.062372999191284,,
1984-03-30,,,5.706411838531494,5.656318950653076,5.399312353134155,5.16463074684143,5.074352073669433,,
1984-04-02,,,5.71730375289917,5.721659755706787,5.476632213592529,5.1978455781936646,5.088509254455566,,
1984-04-03,,,5.706411838531494,5.758685493469239,5.537616634368897,5.230515813827514,5.1028841114044186,,
1984-04-04,,,5.499503135681152,5.691166496276855,5.569198083877564,5.257741117477417,5.113120794296265,,
1984-04-05,,,5.357929706573486,5.597512054443359,5.588800239562988,5.2784323453903195,5.124010896682739,,
1984-04-06,,,5.5975117683410645,5.575732040405273,5.616025495529175,5.3143696069717405,5.140128221511841,5.118892607688903,
1984-04-09,,,5.564842700958252,5.54523983001709,5.6334497928619385,5.348128938674927,5.156245594024658,5.126406788825989,
1984-04-10,,,5.5975117683410645,5.523459815979004,5.6410726547241214,5.383521723747253,5.170620498657226,5.133703145980835,
1984-04-11,,,5.564842700958252,5.5365277290344235,5.613847112655639,5.421092629432678,5.182599649429322,5.140019407272339,
1984-04-12,,,5.53217077255249,5.571375942230224,5.584443998336792,5.453762841224671,5.194578733444214,5.146008949279786,
1984-04-13,,,5.53217077255249,5.558307743072509,5.567019891738892,5.483166122436524,5.206993446350098,5.151998491287231,
1984-04-16,,,5.521283149719238,5.549595832824707,5.547417831420899,5.512025022506714,5.220279359817505,5.157988085746765,
1984-04-17,,,5.608402252197266,5.551773929595948,5.537616872787476,5.537616753578186,5.23443645477295,5.164413256645203,
1984-04-18,,,5.67374324798584,5.573554039001465,5.555040884017944,5.562119483947754,5.250335988998413,5.170838422775269,
1984-04-19,,,5.684632301330566,5.60404634475708,5.587711143493652,5.58825569152832,5.266235513687134,5.176827969551087,
1984-04-20,,,5.684632301330566,5.634538650512695,5.596423196792602,5.6062243461608885,5.280174779891968,5.182381901741028,
1984-04-23,,,5.357929706573486,5.601867961883545,5.575731897354126,5.604590845108032,5.285184211730957,5.18434211730957,
1984-04-24,,,5.183688640594482,5.516925239562989,5.534349584579468,5.587711119651795,5.285184211730957,5.183906512260437,
1984-04-25,,,5.259921550750732,5.434160900115967,5.5038574695587155,5.558852291107177,5.2871444797515865,5.184015436172485,
1984-04-26,,,5.17279863357544,5.331794166564942,5.467920255661012,5.5261821269989015,5.28605546951294,5.184124341011048,
1984-04-27,,,5.183688640594482,5.231605434417725,5.43307204246521,5.500045967102051,5.286491079330444,5.184451060295105,
1984-04-30,,,5.161908149719238,5.192401123046875,5.39713454246521,5.472276186943054,5.286491079330444,5.184886665344238,
1984-05-01,,,5.2381367683410645,5.203290748596191,5.3601079940795895,5.448862433433533,5.288233480453491,5.186411256790161,
1984-05-02,,,5.4450531005859375,5.240317058563233,5.3372389793396,5.446139931678772,5.2969456481933594,5.190005011558533,
1984-05-03,,,5.368819236755371,5.279521179199219,5.30565767288208,5.446684408187866,5.30391526222229,5.193163132667541,
1984-05-04,,,5.357929706573486,5.31436939239502,5.272987413406372,5.434705305099487,5.31001371383667,5.195776753425598,
1984-05-07,,,5.347039699554443,5.35139570236206,5.271898412704468,5.423815155029297,5.31436972618103,5.197845859527588,
1984-05-08,,,5.357929706573486,5.375354290008545,5.2893225193023685,5.411836051940918,5.3189435386657715,5.200023865699768,
1984-05-09,,,5.270809650421143,5.340505599975586,5.290411329269409,5.397134399414062,5.321557149887085,5.201439571380615,
1984-05-10,,,5.216358184814453,5.310013389587402,5.294767284393311,5.3813437700271605,5.323735151290894,5.201221785545349,
