Date,GRADE,GPS,CI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-03,,,2.015889406204224,2.025132894515991,2.0228224277496336,2.045349419116974,,,
1984-01-04,,,2.038994789123535,2.026287841796875,2.0280208826065063,2.041883683204651,,,
1984-01-05,,,2.090981721878052,2.0378401756286624,2.035530114173889,2.041883683204651,,,
1984-01-06,,,2.062101125717163,2.0459269046783453,2.0384182214736937,2.0395732641220095,,,
1984-01-09,,,2.033220052719116,2.0482374191284185,2.0384182214736937,2.035529923439026,,,
1984-01-10,,,2.0101146697998047,2.047082471847534,2.0361076831817626,2.031197762489319,,,
1984-01-11,,,1.9870102405548096,2.036685562133789,2.031486701965332,2.0268656730651857,,,
1984-01-12,,,1.9812320470809937,2.0147356271743773,2.0262879014015196,2.023399883508682,,,
1984-01-13,,,1.975456714630127,1.9974067449569701,2.0216668248176575,2.0216669857501985,,,
1984-01-16,,,1.9812320470809937,1.9870091438293458,2.017623281478882,2.019934117794037,,,
1984-01-17,,,1.9870102405548096,1.9823882579803467,2.0147353649139403,2.018778896331787,,,
1984-01-18,,,1.9812320470809937,1.9812326192855836,2.0089590907096864,2.0184899866580963,,,
1984-01-19,,,1.975456714630127,1.9800775527954102,1.9974065899848938,2.0164683520793916,,,
1984-01-20,,,1.9812320470809937,1.9812326192855836,1.9893196821212769,2.0138689517974853,,,
1984-01-23,,,1.952352523803711,1.975456714630127,1.9812329292297364,2.009825575351715,,,
1984-01-24,,,1.946576714515686,1.9673700094223023,1.9748791337013245,2.0054934084415437,,,
1984-01-25,,,1.9292484521865845,1.9569732904434205,1.969102954864502,2.000294828414917,,,
1984-01-26,,,1.91191840171814,1.9442656278610229,1.9621715903282166,1.9942297458648681,,,
1984-01-27,,,1.91191840171814,1.930402898788452,1.9558177590370178,1.988742291927338,2.024503195285797,,
1984-01-30,,,1.8830382823944087,1.9165400505065917,1.9459983825683593,1.9818108320236205,2.0229623126983642,,
1984-01-31,,,1.8945908546447756,1.9061428785324097,1.936756443977356,1.9757459044456485,2.020740818977356,,
1984-02-01,,,1.8657112121582031,1.8934354305267334,1.9252043604850768,1.967081725597382,2.017599868774414,,
1984-02-02,,,1.871485948562622,1.8853489398956298,1.9148072838783263,1.9561069369316104,2.0145744132995604,,
1984-02-03,,,1.8657112121582031,1.8761075019836426,1.9032552003860475,1.9462874412536624,2.0110915899276733,,
1984-02-06,,,1.8772623538970947,1.8749523162841797,1.8957461833953857,1.9384895563125615,2.007953758239746,,
1984-02-07,,,1.8888156414031985,1.8737972736358643,1.889970076084137,1.9324246048927312,2.0048190546035767,,
1984-02-08,,,1.836829662322998,1.8680209636688232,1.8807281970977783,1.9249155759811405,2.0005306720733644,,
1984-02-09,,,1.836829662322998,1.8610897064208984,1.8732193231582641,1.9176954567432407,1.9952166557312012,,
1984-02-10,,,1.8252769708633425,1.8530028581619262,1.8645551800727844,1.9101864695549016,1.9900134682655335,,
1984-02-13,,,1.836829662322998,1.844916319847107,1.8599343180656434,1.9029663503170018,1.9845838713645936,,
1984-02-14,,,1.8541570901870728,1.8379846096038819,1.855890941619873,1.896323692798615,1.9796163177490234,,
1984-02-15,,,1.831053137779236,1.8368293046951294,1.8524251341819764,1.888814747333527,1.9740711903572083,,
1984-02-16,,,1.8252769708633425,1.8345187664031986,1.8478042364120484,1.8813057601451877,1.968757095336914,,
1984-02-17,,,1.8252769708633425,1.8345187664031983,1.8437608122825622,1.8735080063343053,1.963096444606781,,
1984-02-20,,,1.8252769708633425,1.832208228111267,1.838562273979187,1.8671542286872866,1.957320246696472,,
1984-02-21,,,1.807947397232056,1.822966289520264,1.8304754495620732,1.8602227628231052,1.9515440368652344,,
1984-02-22,,,1.8137240409851076,1.8195004701614383,1.828164887428284,1.8544465422630314,1.946345477104187,,
1984-02-23,,,1.836829662322998,1.8218110084533694,1.828164887428284,1.8506921052932739,1.9420711135864257,,
1984-02-24,,,1.8772623538970947,1.83220808506012,1.8333634257316593,1.8489593029022218,1.9394140672683715,,
1984-02-27,,,1.9003667831420896,1.847226047515869,1.8397171378135684,1.8498257279396058,1.937103614807129,,
1984-02-28,,,1.906141996383667,1.8668649673461915,1.844915628433228,1.8504032850265504,1.9350241613388062,,
1984-02-29,,,1.906141996383667,1.8853485584259033,1.852424514293671,1.8524248242378234,1.9334067964553834,,
1984-03-01,,,1.906141996383667,1.8992110252380372,1.8605110168457035,1.8541576266288757,1.9312118482589722,,
1984-03-02,,,1.8426051139831543,1.892279577255249,1.8622438311576848,1.8530023217201232,1.9273995494842528,,
1984-03-05,,,1.8252769708633425,1.8772616147994996,1.8622438311576848,1.8504030525684356,1.9232406878471375,,
1984-03-06,,,1.8252769708633425,1.8610886096954347,1.863976788520813,1.847226119041443,1.919081826210022,,
1984-03-07,,,1.82645046710968,1.8451503038406372,1.8652494311332704,1.8467071592807769,1.9149464344978333,,
1984-03-08,,,1.8675612211227417,1.8374341487884522,1.8683225870132447,1.848243737220764,1.9116332578659057,,
1984-03-09,,,1.8793073892593384,1.844774603843689,1.868527090549469,1.8509452581405639,1.9087860560417176,,
1984-03-12,,,1.9027979373931885,1.8602787971496582,1.8687702059745788,1.8542436718940736,1.9064086651802064,,
1984-03-13,,,1.8910516500473025,1.87343373298645,1.8672611713409424,1.856088399887085,1.9039119100570678,,
1984-03-14,,,1.8793073892593384,1.8840051174163819,1.8645777106285095,1.8585011124610902,1.900718162059784,,
1984-03-15,,,1.8793073892593384,1.886354351043701,1.8618942499160767,1.86120263338089,1.8964846754074096,,
1984-03-16,,,1.914543390274048,1.893401551246643,1.869088077545166,1.8656659543514251,1.8935335206985473,,
1984-03-19,,,1.8910516500473025,1.8910522937774659,1.875665545463562,1.8689546883106232,1.890690152645111,,
1984-03-20,,,1.914543390274048,1.895750641822815,1.8845921874046325,1.8742844879627227,1.888778727054596,,
1984-03-21,,,1.9615261554718015,1.9121943950653075,1.8980997562408448,1.8816745936870576,1.8882690453529358,,
1984-03-22,,,1.938033938407898,1.9239397048950195,1.9051470279693603,1.8867348074913024,1.887405083179474,,
1984-03-23,,,1.949781060218811,1.9309872388839722,1.9121943950653075,1.8903607428073883,1.8868915700912476,,
1984-03-26,,,1.9908901453018188,1.9509549379348754,1.9210036158561707,1.8948869109153748,1.887084732055664,,
1984-03-27,,,1.9908901453018188,1.9662242889404298,1.9309874653816224,1.8991243183612823,1.8871623301506042,,
1984-03-28,,,2.0554914474487305,1.9850173473358155,1.9486058712005616,1.9065917909145356,1.888647518157959,,
1984-03-29,,,2.0496175289154053,2.007334065437317,1.9656368851661683,1.9137655675411225,1.8901307344436646,,
1984-03-30,,,2.0320003032684326,2.0237779140472414,1.9773825764656068,1.9232353270053864,1.8911460995674134,,
1984-04-02,,,2.0026354789733887,2.026126980781555,1.9885409593582153,1.9321032524108888,1.892151758670807,,
1984-04-03,,,2.0026354789733887,2.028476047515869,1.9973501682281494,1.940971177816391,1.893272933959961,,
1984-04-04,,,2.0026354789733887,2.017904853820801,2.0014611005783083,1.9497804284095763,1.894740674495697,,
1984-04-05,,,1.9262889623641968,1.9932391405105592,2.000286602973938,1.9527168154716492,1.8950280857086181,,
1984-04-06,,,1.8851796388626096,1.9638750076293945,1.9938264608383178,1.9530104279518128,1.8944933104515076,1.9594982528686524,
1984-04-09,,,1.8793073892593384,1.9392093896865845,1.9826681852340697,1.9518359005451202,1.8944186925888062,1.9586905026435852,
1984-04-10,,,1.8851796388626096,1.9157182216644286,1.972097134590149,1.9515422999858856,1.8942304682731628,1.9574856436252595,
1984-04-11,,,1.8910516500473025,1.8934014558792114,1.955653154850006,1.9521295130252838,1.8947372770309447,1.9561685729026794,
1984-04-12,,,1.9615261554718015,1.9004488945007325,1.9468440175056458,1.956240451335907,1.8965380811691284,1.9555562472343444,
1984-04-13,,,1.9086709022521973,1.9051471471786499,1.9345110774040222,1.9559468269348144,1.8973972749710084,1.9542444324493409,
1984-04-16,,,1.8969262838363647,1.908670926094055,1.92394015789032,1.9562405586242675,1.8977905535697936,1.95287215590477,
1984-04-17,,,1.8910516500473025,1.9098453283309937,1.9127817749977112,1.9550659716129304,1.8978352737426758,1.9513271641731262,
1984-04-18,,,1.8793073892593384,1.9074964761734008,1.9004489660263062,1.9509550333023071,1.8986848282814026,1.9496077501773834,
1984-04-19,,,1.8734339475631716,1.8898780345916748,1.8951634645462037,1.947725033760071,1.899416913986206,1.9473167848587036,
1984-04-20,,,1.8734339475631716,1.8828306436538695,1.8939888954162598,1.9439076781272888,1.9003800535202027,1.945196760892868,
1984-04-23,,,1.844069480895996,1.8722592830657958,1.8904651045799254,1.9365666449069976,1.9005248498916627,1.9425543606281281,
1984-04-24,,,1.832324266433716,1.8605138063430786,1.8851795673370362,1.9286383509635925,1.9000881934165954,1.9398522555828095,
1984-04-25,,,1.7912147045135498,1.842895269393921,1.8751958727836608,1.9154245138168335,1.8992914247512818,1.936681307554245,
1984-04-26,,,1.82645046710968,1.8334985733032227,1.8616883039474488,1.9042661607265472,1.8993148946762084,1.9340359950065613,
1984-04-27,,,1.844069480895996,1.8276256799697876,1.8552281618118287,1.8948696196079253,1.8996907448768616,1.9313935947418213,
1984-04-30,,,1.838196277618408,1.82645103931427,1.849355161190033,1.8866476595401764,1.899949131011963,1.9286346888542176,
1984-05-01,,,1.8675612211227417,1.8334984302520752,1.847006118297577,1.879893946647644,1.9011414074897766,1.9263427221775056,
1984-05-02,,,1.861688256263733,1.8475931406021118,1.8452442049980164,1.8728465855121612,1.9021006917953491,1.924223084449768,
1984-05-03,,,1.8558151721954343,1.8534660816192627,1.8434823274612426,1.8693228960037231,1.9024804019927979,1.922275757789612,
1984-05-04,,,1.802959680557251,1.8452441215515136,1.8364349007606506,1.8652118980884551,1.900994348526001,1.9202042078971864,
1984-05-07,,,1.802959680557251,1.8381968021392823,1.832323920726776,1.8613945126533509,1.899046206474304,1.9180749106407164,
1984-05-08,,,1.838196277618408,1.8323238134384154,1.8329111218452454,1.8590453445911408,1.8976872920989991,1.9163557267189026,
1984-05-09,,,1.7383583784103394,1.8076578378677368,1.8276254892349244,1.8514106810092925,1.8943316197395326,1.913869208097458,
1984-05-10,,,1.7383583784103394,1.7841664791107177,1.8188162803649903,1.8402522921562194,1.890975947380066,1.911093897819519,
1984-05-11,,,1.703121781349182,1.764198899269104,1.804721510410309,1.8299748361110688,1.8881862807273864,1.9077929151058197,
1984-05-14,,,1.703121781349182,1.7442313194274903,1.7912140607833862,1.8202846109867097,1.8857431769371034,1.9044919323921203,
1984-05-15,,,1.726612210273743,1.7219145059585572,1.7771191596984863,1.8120626389980317,1.8837698817253112,1.9014258539676667,
1984-05-16,,,1.6913758516311646,1.712518000602722,1.7600879192352294,1.8026660621166228,1.881068389415741,1.8980074119567871,
1984-05-17,,,1.6913758516311646,1.7031214952468872,1.7436439871788025,1.7935631573200226,1.8775446820259094,1.8945889699459075,
1984-05-18,,,1.6502660512924194,1.6925503492355347,1.7283746242523192,1.782404762506485,1.872963855266571,1.8908749556541442,
1984-05-21,,,1.6796302795410156,1.6878520488739013,1.7160416841506958,1.774182802438736,1.8685005021095276,1.8874545836448668,
1984-05-22,,,1.667884349822998,1.6761064767837524,1.6990104913711548,1.7659608066082,1.8640371561050415,1.8839745330810547,
1984-05-23,,,1.6385209560394287,1.6655354976654053,1.6890267491340638,1.758326119184494,1.8592214274406433,1.8799697947502136,
1984-05-24,,,1.6502660512924194,1.6573135375976562,1.6802175164222717,1.749516898393631,1.854640600681305,1.8755626380443573,
1984-05-25,,,1.6326473951339722,1.6537898063659668,1.6731700778007508,1.7389457941055297,1.8490026807785034,1.8712681007385255,
1984-05-28,,,1.6326473951339722,1.644393229484558,1.6661226391792296,1.728668349981308,1.8438345956802369,1.867262374162674,
1984-05-29,,,1.6091558933258057,1.6326475381851195,1.654377007484436,1.7157480835914611,1.8377268457412719,1.863252786397934,
1984-05-30,,,1.6032840013504028,1.6256001472473145,1.64556782245636,1.7028278708457947,1.830562002658844,1.8594155240058898,
1984-05-31,,,1.5974104404449463,1.6150290250778199,1.636171281337738,1.6899076342582702,1.823749532699585,1.8555773079395295,
1984-06-01,,,1.5915372371673584,1.606806993484497,1.6302983999252318,1.6793365120887755,1.816584656238556,1.8517381131649018,
1984-06-04,,,1.562173843383789,1.5927122831344604,1.6185527563095092,1.6672972202301026,1.8080103302001953,1.8475475311279297,
1984-06-05,,,1.5504279136657717,1.5809666872024537,1.6068071126937866,1.6529088020324707,1.7992010855674743,1.8431817078590393,
1984-06-06,,,1.5695985555648804,1.5742295980453491,1.5999148726463317,1.6444708108901978,1.7894832277297974,1.8390653729438782,
1984-06-07,,,1.587571620941162,1.5722618341445922,1.5936454296112061,1.6369314730167388,1.7802423095703126,1.8351865220069885,
1984-06-08,,,1.587571620941162,1.571468710899353,1.589137852191925,1.6311539649963378,1.771353735923767,1.8312499177455903,
1984-06-11,,,1.5576165914535522,1.5705572605133056,1.581634771823883,1.6238787055015564,1.7624533581733703,1.8273025584220886,
1984-06-12,,,1.527662754058838,1.566004228591919,1.5734854578971862,1.613931232690811,1.7529539036750794,1.8231134188175202,
1984-06-13,,,1.5516257286071775,1.5624096632003783,1.5683196306228637,1.6069437265396118,1.743933708667755,1.819337191581726,
1984-06-14,,,1.5216716527938845,1.549229669570923,1.5607457518577577,1.5984585165977478,1.735841362476349,1.8154347240924835,
1984-06-15,,,1.509689450263977,1.533653235435486,1.5525609731674195,1.5914296865463258,1.7283315587043762,1.8114124345779419,
1984-06-18,,,1.5336534976959229,1.52886061668396,1.549708938598633,1.584130847454071,1.721418480873108,1.807918586730957,
1984-06-19,,,1.5516257286071775,1.5336532115936279,1.5498287200927734,1.5783179163932801,1.7147474026679992,1.804488935470581,
1984-06-20,,,1.581580400466919,1.539644145965576,1.5510269045829772,1.5754708886146545,1.7085579776763915,1.8016476273536681,
1984-06-21,,,1.563607096672058,1.5480312347412108,1.548630452156067,1.5711379408836366,1.7005995965003968,1.7985688388347625,
1984-06-22,,,1.5695985555648804,1.5600130558013916,1.5468331456184388,1.5679854989051818,1.6938181495666504,1.7956077122688294,
1984-06-25,,,1.5456347465515137,1.5624093055725097,1.545634961128235,1.5636348664760589,1.6867923188209533,1.7922914361953735,
1984-06-26,,,1.5156818628311155,1.5552205324172974,1.5444368720054626,1.5589611649513244,1.6792849230766296,1.7885600984096528,
1984-06-27,,,1.467754364013672,1.532455325126648,1.536049735546112,1.5521846830844879,1.6710538625717164,1.7848693454265594,
1984-06-28,,,1.503699541091919,1.5204738140106202,1.5342525243759155,1.5474991381168366,1.6636591744422913,1.7815380442142486,
1984-06-29,,,1.503699541091919,1.5072940111160278,1.5336535334587098,1.5431072533130645,1.6562644863128662,1.7783222699165344,
1984-07-02,,,1.485726237297058,1.4953123092651368,1.5288608074188232,1.539284873008728,1.6490976214408875,1.774811235666275,
1984-07-03,,,1.5156818628311155,1.4953123092651368,1.525266420841217,1.5375475704669952,1.6427647733688355,1.7714264833927154,
1984-07-04,,,1.5156818628311155,1.5048978090286256,1.5186765670776368,1.5348517358303069,1.6372541165351868,1.7682727706432342,
1984-07-05,,,1.4977079629898071,1.503699493408203,1.5120866537094115,1.530358552932739,1.6306792664527894,1.764997080564499,
1984-07-06,,,1.5156818628311155,1.5060959577560424,1.5066949844360351,1.5267640650272367,1.6241115140914917,1.7619011294841767,
1984-07-09,,,1.563607096672058,1.5216721296310425,1.5084922194480896,1.527063590288162,1.6186197304725647,1.7592844307422637,
1984-07-10,,,1.575589299201965,1.5336536169052122,1.5144829630851746,1.5294599175453185,1.6127802920341492,1.7569608497619629,
1984-07-11,,,1.509689450263977,1.5324551343917845,1.518676471710205,1.5273631036281583,1.6057403159141541,1.7539205038547516,
1984-07-12,,,1.509689450263977,1.5348514318466184,1.519275462627411,1.526763993501663,1.598817801475525,1.7506491017341614,
1984-07-13,,,1.467754364013672,1.5252659320831299,1.5156809449195863,1.5246672391891478,1.5921136951446533,1.746554021835327,
1984-07-16,,,1.425819754600525,1.4977084636688232,1.5096902966499328,1.519275552034378,1.5845708966255188,1.7418085515499115,
1984-07-17,,,1.4078457355499268,1.4641597509384154,1.498906683921814,1.5120865523815152,1.5759638857841491,1.736825588941574,
1984-07-18,,,1.3479373455047607,1.4318093299865722,1.4821322321891786,1.5004043996334073,1.5681554651260377,1.731243542432785,
1984-07-19,,,1.3000106811523438,1.3898735761642456,1.4623625040054322,1.4872245788574217,1.5593885111808776,1.7251822292804717,
1984-07-20,,,1.3299639225006104,1.3623154878616333,1.4437907099723817,1.4752428472042083,1.5519253540039062,1.7200558173656464,
1984-07-23,,,1.3958638906478882,1.356324315071106,1.4270163893699646,1.4677543044090269,1.5457801961898803,1.715761686563492,
1984-07-24,,,1.3898730278015137,1.3527297735214234,1.4084447622299194,1.461463862657547,1.5390454125404358,1.7114076471328736,
1984-07-25,,,1.4318090677261353,1.3695041179656982,1.4006567239761352,1.45966659784317,1.5338540768623352,1.7074612331390382,
1984-07-26,,,1.4497815370559692,1.3994582891464233,1.3946659326553346,1.4569706976413725,1.5290221905708312,1.7032834362983704,
1984-07-27,,,1.4497815370559692,1.423421812057495,1.3928686499595642,1.454274797439575,1.5250125002861024,1.6989881777763367,
1984-07-30,,,1.4497815370559692,1.4342053413391114,1.3952648282051086,1.4524775624275206,1.5204155254364013,1.6944580137729646,
1984-07-31,,,1.4377994537353516,1.4437906265258789,1.398260200023651,1.4485834419727326,1.5158138275146484,1.689925491809845,
1984-08-01,,,1.509689450263977,1.4593667030334472,1.4144354104995727,1.4482838213443756,1.5132371973991394,1.6862293124198913,
1984-08-02,,,1.581580400466919,1.4857264757156372,1.4425923824310303,1.4524774432182312,1.5118634843826293,1.6832520425319673,
1984-08-03,,,1.6295064687728882,1.521671462059021,1.472546637058258,1.4581686735153199,1.5118006658554077,1.6804016733169556,
1984-08-06,,,1.581580400466919,1.5480312347412108,1.4911182880401612,1.4590673387050628,1.5107793259620665,1.6773069608211517,
1984-08-07,,,1.581580400466919,1.5767874240875244,1.5102890253067016,1.4593668937683106,1.510227816104889,1.6739773309230805,
1984-08-08,,,1.5935612916946411,1.5935617923736571,1.5264642477035522,1.4635604858398437,1.5100333619117736,1.6702976822853088,
1984-08-09,,,1.6594606637954712,1.6091378450393676,1.5474321603775025,1.4710490465164185,1.5112743663787842,1.6675119495391846,
1984-08-10,,,1.665452003479004,1.6163269519805907,1.568999207019806,1.480933928489685,1.512752661705017,1.6646686589717865,
1984-08-13,,,1.689415454864502,1.6378939628601075,1.5929625988006593,1.494113713502884,1.5152974939346313,1.6616539120674134,
1984-08-14,,,1.689415454864502,1.659460973739624,1.6181241989135742,1.5081921994686127,1.518077244758606,1.65863916516304,
1984-08-15,,,1.7073869705200195,1.6822261095046998,1.6378939509391786,1.5261646807193756,1.5208330130577088,1.655158120393753,
1984-08-16,,,1.7193697690963743,1.6942079305648803,1.651672887802124,1.547132635116577,1.5234689760208129,1.6518556427955629,
1984-08-17,,,1.749324083328247,1.710982346534729,1.6636546492576598,1.568100643157959,1.5267040252685546,1.6490288805961608,
1984-08-20,,,1.7792775630950928,1.7289547681808473,1.6834243655204773,1.5872713267803191,1.5311372447013856,1.646795301437378,
1984-08-21,,,1.827204704284668,1.7565126180648805,1.707986795902252,1.609137910604477,1.537128083705902,1.6450409936904906,
1984-08-22,,,1.7732861042022705,1.7696924448013305,1.7259592771530152,1.6262117624282837,1.541561291217804,1.6427474999427796,
1984-08-23,,,1.713377594947815,1.7684940099716187,1.7313509702682495,1.6393915653228759,1.5453954100608827,1.6406183862686157,
1984-08-24,,,1.7013970613479614,1.7589086055755616,1.7349454760551453,1.6519723415374756,1.5492295622825623,1.6387805604934693,1.7991394066810609
1984-08-27,,,1.7313512563705444,1.749323344230652,1.7391390562057496,1.6660508275032044,1.5531835174560547,1.6373009991645813,1.7979957509040831
1984-08-28,,,1.7553138732910156,1.7349451780319214,1.745728898048401,1.6819265484809875,1.5572572803497315,1.6360023415088654,1.7967439925670623
1984-08-29,,,1.749324083328247,1.7301527738571167,1.7499226093292237,1.6939082801342011,1.560612154006958,1.6345850658416747,1.795376819372177
1984-08-30,,,1.7433334589004517,1.736143946647644,1.7523189783096313,1.7019959330558776,1.5642066812515258,1.6324031388759612,1.7939796930551528
1984-08-31,47.599071823996304,C,1.749324083328247,1.745729351043701,1.7523189783096313,1.7079868137836456,1.5678011918067931,1.630809670686722,1.7925270515680314
1984-09-03,47.5955045839494,C,1.749324083328247,1.7493239164352417,1.7493236303329467,1.716373997926712,1.5718749785423278,1.6293336486816405,1.7911029022932052
1984-09-04,47.58486142888512,C,1.7253605127334597,1.7433332443237304,1.7391392111778259,1.723563003540039,1.5760685515403747,1.6276767373085022,1.7895019507408143
1984-09-05,47.57954563123741,C,1.7253605127334597,1.738540530204773,1.7343466520309447,1.73015296459198,1.5812206745147706,1.6261372685432434,1.7878725093603134
1984-09-06,47.57574056054214,C,1.7326815128326416,1.736410140991211,1.7362770438194275,1.7338140070438386,1.5858003139495849,1.624729744195938,1.7860232645273209
1984-09-07,47.568284618985466,B,1.7082771062850952,1.7282007455825805,1.736965048313141,1.735955262184143,1.5898918652534484,1.6230781757831574,1.7841374683380127
1984-09-10,47.56401417730351,B,1.7326815128326416,1.7248722314834595,1.7370980739593507,1.7381185650825501,1.5948309707641601,1.6219642961025238,1.7822593283653259
1984-09-11,47.56600765064085,B,1.7326815128326416,1.7263364315032959,1.7348348379135132,1.740281867980957,1.5991709637641907,1.620967868566513,1.7804100620746612
1984-09-12,47.567452079388914,C,1.7448832988739014,1.7302409887313843,1.7343907594680785,1.7421566843986511,1.6037549924850465,1.6205045545101167,1.7785929310321809
1984-09-13,47.57596076883749,C,1.7875889539718628,1.7412224769592286,1.7388163089752198,1.7455676436424254,1.6095526123046875,1.6201159393787383,1.77707596719265
1984-09-14,47.58843262317331,C,1.793691873550415,1.7583054304122925,1.7432530879974366,1.747786033153534,1.6151128125190735,1.6196121633052827,1.7755028790235519
1984-09-17,47.59471671750492,C,1.793691873550415,1.7705075025558472,1.7476898670196532,1.7485067486763,1.6197145080566406,1.6191671192646027,1.77390090405941
1984-09-18,47.60419616954124,C,1.818094611167908,1.7875901222229005,1.756963276863098,1.748051244020462,1.6245646142959596,1.6186724531650543,1.77250758767128
1984-09-19,47.61432015385285,C,1.818094611167908,1.8022323846817017,1.7662366867065429,1.7502916693687438,1.630732717514038,1.618236516714096,1.771229800581932
1984-09-20,47.619592849921645,C,1.8302972316741943,1.810774040222168,1.7759982585906982,1.7561376512050628,1.6371448731422424,1.6179813373088836,1.7701285475492476
1984-09-21,47.6190281804725,C,1.7753887176513672,1.8071134090423584,1.7827094197273254,1.759837234020233,1.6432975602149964,1.6177056276798247,1.7689549177885056
1984-09-24,47.61974675833062,C,1.769286870956421,1.8022324085235595,1.7863699555397035,1.761734014749527,1.6501669025421142,1.6173688995838165,1.7677219051122666
1984-09-25,47.61955154118261,C,1.793691873550415,1.797351861000061,1.7924709916114807,1.7636529147624969,1.657883825302124,1.6169238555431367,1.7666397911310197
1984-09-26,47.61662307702713,C,1.7753887176513672,1.7888106822967529,1.7955215334892274,1.764956146478653,1.6664328527450563,1.617294158935547,1.7655816835165024
1984-09-27,47.615528296762456,C,1.805893063545227,1.7839298486709594,1.7973519444465638,1.7680841267108918,1.6765505003929138,1.6179695057868957,1.7645317018032074
1984-09-28,47.617857507792536,A,1.781489014625549,1.785149908065796,1.7961316585540772,1.7696923732757568,1.6855810022354125,1.6187531781196594,1.7632730466127395
1984-10-01,47.62289991003083,A,1.793691873550415,1.7900309085845947,1.7961316585540772,1.7719107627868653,1.6935375618934632,1.6196588790416717,1.7620754057168961
1984-10-02,47.62726745834025,A,1.8119934797286987,1.7936912298202514,1.7955215454101563,1.7762424111366273,1.701979970932007,1.6205126917362214,1.760969272851944
1984-10-03,47.63286702180549,A,1.818094611167908,1.8022324085235595,1.7955215454101563,1.7808791160583497,1.7097056818008423,1.6217798793315887,1.7598936456441878
1984-10-04,47.6362182760597,A,1.842499017715454,1.809553599357605,1.7967417240142822,1.7863699913024902,1.717560031414032,1.6232911109924317,1.7589400404691695
1984-10-05,47.64141002111567,A,1.8119934797286987,1.815654492378235,1.8004022002220155,1.7915558099746705,1.7248042702674866,1.6249083852767945,1.7578916704654695
1984-10-08,47.642019542305064,A,1.7997926473617554,1.8168746471405028,1.8034527778625489,1.794911366701126,1.7318044924736022,1.6261100089550018,1.7567822962999344
1984-10-09,47.64104679698881,A,1.805893063545227,1.8156545639038086,1.80467289686203,1.7985719442367554,1.7391663646698,1.627490096092224,1.7557323145866395
1984-10-10,47.63896074804825,A,1.818094611167908,1.8156545639038086,1.8089434862136842,1.8022325098514558,1.7453344678878784,1.629285832643509,1.7546278136968612
1984-10-11,47.62877633960101,A,1.818094611167908,1.8107736825942993,1.810163640975952,1.803757792711258,1.7500647521018982,1.6309641182422638,1.7532633781433105
1984-10-12,47.62311105366703,A,1.8302972316741943,1.8144344329833983,1.8150444626808167,1.8055880606174468,1.7540805673599242,1.632940616607666,1.7521043586730958
1984-10-15,47.625164084263965,A,1.842499017715454,1.8229757070541381,1.8199251770973206,1.808028417825699,1.759298939704895,1.6350391328334808,1.7511507534980775
