Date,GRADE,GPS,GM,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-11-18,,,25.817970275878903,,,,,,
2010-11-19,,,25.87082862854004,,,,,,
2010-11-22,,,25.73491096496582,,,,,,
2010-11-23,,,25.1081485748291,,,,,,
2010-11-24,,,25.281827926635746,25.562737274169923,,,,,
2010-11-25,,,25.281827926635746,25.45550880432129,,,,,
2010-11-26,,,25.52346992492676,25.386037063598632,,,,,
2010-11-29,,,25.52346992492676,25.343748855590825,,,,,
2010-11-30,,,25.825529098510746,25.48722496032715,,,,,
2010-12-01,,,26.26349639892578,25.683558654785156,25.62314796447754,,,,
2010-12-02,,,26.18798446655273,25.864789962768555,25.660149383544923,,,,
2010-12-03,,,26.089818954467773,25.978059768676758,25.682048416137697,,,,
2010-12-06,,,26.03695678710937,26.08075714111328,25.71225299835205,,,,
2010-12-07,,,26.18798446655273,26.15324821472168,25.820236587524413,,,,
2010-12-08,,,26.014305114746094,26.10340995788574,25.89348430633545,,,,
2010-12-09,,,25.478168487548828,25.96144676208496,25.913118362426758,,,,
2010-12-10,,,25.53102302551269,25.849687576293945,25.91387367248535,,,,
2010-12-13,,,25.52346992492676,25.746990203857422,25.91387367248535,,,,
2010-12-14,,,25.591428756713867,25.627679061889648,25.890463638305665,,,,
2010-12-15,,,25.380002975463867,25.5008186340332,25.802114295959473,25.712631130218504,,,
2010-12-16,,,25.380002975463867,25.481185531616212,25.721316146850587,25.690732765197755,,,
2010-12-17,,,25.67449760437012,25.509880447387694,25.67978401184082,25.680916213989256,,,
2010-12-20,,,25.493261337280277,25.5038387298584,25.62541446685791,25.66883373260498,,,
2010-12-21,,,25.56122398376465,25.49779777526856,25.5627384185791,25.691487503051757,,,
2010-12-22,,,26.36921501159668,25.69564018249512,25.59822940826416,25.745856857299806,,,
2010-12-23,,,26.286148071289062,25.876869201660156,25.679027366638184,25.79607286453247,,,
2010-12-24,,,26.286148071289062,25.999199295043944,25.75453987121582,25.834206771850585,,,
2010-12-27,,,26.127574920654297,26.12606201171875,25.814950370788573,25.864412021636962,,,
2010-12-28,,,26.67127799987793,26.348072814941407,25.92293529510498,25.906699466705323,,,
2010-12-29,,,27.199859619140625,26.514201736450197,26.104920959472658,25.953517627716064,,,
2010-12-30,,,27.803974151611328,26.81776695251465,26.3473180770874,26.034317111968996,,,
2010-12-31,,,27.834171295166016,27.12737159729004,26.563285446166994,26.121534729003905,,,
2011-01-03,,,27.98520278930664,27.49889717102051,26.81247959136963,26.21894702911377,,,
2011-01-04,,,28.619508743286133,27.888543319702148,27.118308067321777,26.34052324295044,,,
2011-01-05,,,28.74787712097168,28.19814682006836,27.356174278259278,26.477201843261717,,,
2011-01-06,,,29.37464141845703,28.5122802734375,27.665023612976075,26.67202548980713,,,
2011-01-07,,,29.43505477905273,28.832456970214842,27.979914283752443,26.86722707748413,,,
2011-01-10,,,29.117897033691406,29.0589958190918,28.278946495056154,27.046948432922363,,,
2011-01-11,,,29.261383056640625,29.187370681762694,28.537957000732423,27.230446147918702,,,
2011-01-12,,,29.16320037841797,29.270435333251953,28.734291076660156,27.419606018066407,,,
2011-01-13,,,28.89891242980957,29.17528953552246,28.843784904479982,27.59555149078369,,,
2011-01-14,,,28.84605026245117,29.057488632202148,28.944972801208497,27.754129123687743,,,
2011-01-17,,,28.84605026245117,29.003119277954102,29.03105754852295,27.921768569946288,,,
2011-01-18,,,28.717670440673828,28.894376754760742,29.040873718261718,28.07959089279175,,,
2011-01-19,,,28.241945266723636,28.710125732421876,28.990280532836913,28.173227405548097,,,
2011-01-20,,,28.07582092285156,28.545507431030273,28.860398483276366,28.26271104812622,,,
2011-01-21,,,28.12112808227539,28.400522994995118,28.729005813598633,28.354460048675538,,,
2011-01-24,,,28.423173904418945,28.31594772338867,28.659533500671387,28.46923999786377,,,
2011-01-25,,,28.9970817565918,28.371829986572266,28.633103370666504,28.58553018569946,,,
2011-01-26,,,28.61196517944336,28.44583396911621,28.577979850769044,28.656135463714598,26.968490829467772,,
2011-01-27,,,29.20095634460449,28.670861053466798,28.608184242248534,28.725984573364258,27.036150550842287,,
2011-01-28,,,27.637836456298828,28.574202728271484,28.4873628616333,28.716167831420897,27.071490707397462,,
2011-01-31,,,27.55477523803711,28.400522994995118,28.358235359191895,28.694646453857423,27.10788799285889,,
2011-02-01,,,27.52457046508789,28.106020736694337,28.2389253616333,28.63989953994751,27.156216430664063,,
2011-02-02,,,26.943115234375,27.772250747680665,28.109042358398437,28.549661445617676,27.189442176818847,,
2011-02-03,,,27.230070114135746,27.378073501586915,28.024467277526856,28.44243288040161,27.22840702056885,,
2011-02-04,,,27.630294799804688,27.376565170288085,27.975383949279784,28.35219488143921,27.270543518066408,,
2011-02-07,,,27.713350296020508,27.408280181884766,27.904401588439942,28.281967544555663,27.31434112548828,,
2011-02-08,,,27.85682678222656,27.4747314453125,27.790376091003417,28.21173973083496,27.3549670791626,,
2011-02-09,,,27.494359970092773,27.584980392456053,27.67861557006836,28.1282977104187,27.379584350585937,,
2011-02-10,,,27.094148635864254,27.55779609680176,27.467934799194335,28.038059520721436,27.397707633972168,,
2011-02-11,,,27.52457046508789,27.5366512298584,27.45660820007324,27.97198553085327,27.42640266418457,,
2011-02-14,,,27.403749465942383,27.474731063842775,27.44150562286377,27.899870491027833,27.45373851776123,,
2011-02-15,,,27.267824172973636,27.356930541992188,27.415830993652342,27.82737817764282,27.475335311889648,,
2011-02-16,,,27.751110076904297,27.40828056335449,27.496630477905274,27.802836418151855,27.510071411132813,,
2011-02-17,,,27.464149475097656,27.482280731201172,27.520038414001466,27.77225284576416,27.54979103088379,,
2011-02-18,,,27.569868087768555,27.491340255737306,27.513995742797853,27.744689846038817,27.590567932128906,,
2011-02-21,,,27.569868087768555,27.52456398010254,27.499647521972655,27.7020245552063,27.631495895385743,,
2011-02-22,,,27.01107406616211,27.473213958740235,27.41507225036621,27.602724170684816,27.659888801574706,,
2011-02-23,,,26.120027542114254,27.146997451782227,27.27763900756836,27.47812728881836,27.674689292907715,,
2011-02-24,,,24.934471130371094,26.641061782836914,27.061671257019043,27.26480302810669,27.66577865600586,,
2011-02-25,,,25.1081485748291,26.148717880249023,26.820029067993165,27.138318634033205,27.65445167541504,,
2011-02-28,,,25.319583892822266,25.698661041259765,26.61161251068115,27.02655906677246,27.650978126525878,,
2011-03-01,,,24.88160514831543,25.27276725769043,26.372990608215332,26.894410800933837,27.637385749816893,,
2011-03-02,,,24.82875061035156,25.01451187133789,26.080754661560057,26.788692569732667,27.60657646179199,,
2011-03-03,,,24.9420166015625,25.01602096557617,25.828541374206544,26.674289894104003,27.57969383239746,,
2011-03-04,,,24.45873069763184,24.886137390136717,25.51742763519287,26.51571168899536,27.543145484924317,,
2011-03-07,,,23.93769073486328,24.60975875854492,25.154209899902344,26.3269287109375,27.499347801208497,,
2011-03-08,,,24.707927703857425,24.57502326965332,24.923895263671874,26.169483757019044,27.460080795288086,,
2011-03-09,,,24.353015899658203,24.47987632751465,24.74719409942627,26.012416553497314,27.403143920898437,,
2011-03-10,,,23.72625541687012,24.23672409057617,24.62637252807617,25.84402189254761,27.32158954620361,,
2011-03-11,,,24.111373901367188,24.16725273132324,24.52669506072998,25.673362064361573,27.247133598327636,,
2011-03-14,,,23.85462951660156,24.1506404876709,24.38019962310791,25.49590606689453,27.164522132873536,,
2011-03-15,,,24.42852783203125,24.094760513305665,24.334891891479494,25.353941249847413,27.080702514648436,,
2011-03-16,,,23.99810218811035,24.023777770996094,24.251827049255372,25.166290855407716,26.98570701599121,,
2011-03-17,,,23.74135971069336,24.02679862976074,24.131761360168458,24.9801513671875,26.873041381835936,,
2011-03-18,,,24.05096244812012,24.014716339111327,24.090984535217284,24.804206085205077,26.765359535217286,,
2011-03-21,,,23.62053680419922,23.967897796630858,24.059269142150878,24.60673952102661,26.655412330627442,,
2011-03-22,,,23.212766647338867,23.724745559692384,23.909753036499023,24.41682415008545,26.534440002441407,,
2011-03-23,,,23.529924392700195,23.631110000610352,23.827443885803223,24.287318992614747,26.421774482727052,,
2011-03-24,,,23.703598022460938,23.62355766296387,23.825178146362305,24.22577533721924,26.31786819458008,,
2011-03-25,,,23.764009475708008,23.566167068481445,23.790441703796386,24.158568382263184,26.216227378845215,,
2011-03-28,,,23.295833587646484,23.5012264251709,23.734562110900878,24.057380867004394,26.10522304534912,,
