Date,GRADE,GPS,MET,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2000-04-05,,,7.88612174987793,,,,,,
2000-04-06,,,7.9179182052612305,,,,,,
2000-04-07,,,7.79072380065918,,,,,,
2000-04-10,,,7.854325294494629,,,,,,
2000-04-11,,,7.695325374603271,7.828882884979248,,,,,
2000-04-12,,,8.235908508300781,7.898840236663818,,,,,
2000-04-13,,,8.649295806884766,8.045115756988526,,,,,
2000-04-14,,,8.076910972595215,8.102353191375732,,,,,
2000-04-17,,,8.204108238220215,8.17230978012085,,,,,
2000-04-18,,,8.204108238220215,8.274066352844239,8.051474618911744,,,,
2000-04-19,,,8.140515327453613,8.254987716674805,8.076913976669312,,,,
2000-04-20,,,7.854325294494629,8.095993614196777,8.07055468559265,,,,
2000-04-21,,,7.854325294494629,8.05147647857666,8.076914834976197,,,,
2000-04-24,,,8.108710289001465,8.03239688873291,8.10235333442688,,,,
2000-04-25,,,8.140515327453613,8.01967830657959,8.146872329711915,,,,
2000-04-26,,,8.172310829162598,8.026037406921386,8.140512561798095,,,,
2000-04-27,,,8.108710289001465,8.076914405822754,8.086454010009765,,,,
2000-04-28,,,8.426700592041016,8.191389465332032,8.121432971954345,,,,
2000-05-01,,,9.158076286315918,8.401262664794922,8.216829776763916,,,,
2000-05-02,,,9.062679290771484,8.585695457458495,8.302686882019042,8.177080750465393,,,
2000-05-03,,,8.903684616088867,8.73197021484375,8.379003810882569,8.22795889377594,,,
2000-05-04,,,8.903684616088867,8.89096508026123,8.483939743041992,8.277247214317322,,,
2000-05-05,,,8.935481071472168,8.99272117614746,8.592055320739746,8.334485077857972,,,
2000-05-08,,,9.158076286315918,8.99272117614746,8.696991920471191,8.399672627449036,,,
2000-05-09,,,8.71289348602295,8.922764015197753,8.754229736328124,8.45055103302002,,,
2000-05-10,,,8.935481071472168,8.929123306274414,8.830546760559082,8.485529661178589,,,
2000-05-11,,,9.158076286315918,8.980001640319824,8.935483360290528,8.510968685150146,,,
2000-05-12,,,9.380667686462402,9.06903896331787,9.030880069732666,8.576156520843506,,,
2000-05-15,,,9.635058403015137,9.164435386657715,9.078578281402589,8.647704029083252,,,
2000-05-16,,,9.698655128479004,9.361587715148925,9.14217586517334,8.72243137359619,,,
2000-05-17,,,9.698655128479004,9.514222526550293,9.221672916412354,8.80033836364746,,,
2000-05-18,,,9.627108573913574,9.608028984069824,9.294015312194825,8.888977527618408,,,
2000-05-19,,,9.253472328186035,9.582589912414551,9.32581443786621,8.958934879302978,,,
2000-05-22,,,9.285269737243652,9.512632179260255,9.338533782958985,9.017762851715087,,,
2000-05-23,,,9.603259086608888,9.493552970886231,9.427570343017578,9.090900039672851,,,
2000-05-24,,,9.85764980316162,9.525351905822754,9.519787216186524,9.175166988372803,,,
2000-05-25,,,9.762252807617188,9.552380752563476,9.58020486831665,9.25784411430359,,,
2000-05-26,,,10.048446655273438,9.711375617980957,9.646982765197754,9.33893141746521,,,
2000-05-29,,,10.048446655273438,9.864011001586913,9.688321590423584,9.383449935913086,,,
2000-05-30,,,10.112042427062988,9.965767669677735,9.729660320281983,9.435918092727661,,,
2000-05-31,,,10.430028915405272,10.080243492126465,9.80279769897461,9.512235307693482,,,
2000-06-01,,,10.175637245178224,10.162920379638672,9.857650566101075,9.575832939147949,,,
2000-06-02,,,10.684420585632324,10.29011516571045,10.000745391845703,9.663279914855957,,,
2000-06-05,,,10.461828231811523,10.372791481018066,10.11840124130249,9.728467512130738,,,
2000-06-06,,,10.398233413696287,10.430029678344727,10.197898674011231,9.812734508514405,,,
2000-06-07,,,10.52542495727539,10.44910888671875,10.264676189422607,9.892231702804565,,,
2000-06-08,,,10.398233413696287,10.493628120422363,10.328274250030518,9.954239559173583,,,
2000-06-09,,,10.684420585632324,10.493628120422363,10.391871643066406,10.01942720413208,,,
2000-06-12,,,10.398233413696287,10.480909156799315,10.426850318908691,10.057585954666138,,,
2000-06-13,,,10.589027404785156,10.51906795501709,10.474548816680908,10.102104568481446,9.140109300613403,,
2000-06-14,,,10.175637245178224,10.449110412597657,10.449109649658203,10.125953674316406,9.185899610519408,,
2000-06-15,,,10.175637245178224,10.404591178894043,10.449109649658203,10.153380107879638,9.231053991317749,,
2000-06-16,,,10.20743465423584,10.309193992614746,10.401411056518555,10.20107822418213,9.279388208389282,,
2000-06-19,,,10.175637245178224,10.264674758911134,10.372791957855224,10.245596599578857,9.325814447402955,,
2000-06-20,,,9.57146167755127,10.061161613464357,10.290114784240723,10.244006729125976,9.363337173461915,,
2000-06-21,,,9.412466049194336,9.908527374267578,10.178818893432616,10.221747541427613,9.386868324279785,,
2000-06-22,,,9.762252807617188,9.825850486755371,10.115220832824708,10.221747541427613,9.409127464294434,,
2000-06-23,,,9.825849533081056,9.749533462524415,10.02936372756958,10.210617685317994,9.444106235504151,,
2000-06-26,,,9.762252807617188,9.666856575012208,9.96576566696167,10.19630799293518,9.47526912689209,,
2000-06-27,,,10.112042427062988,9.774972724914551,9.918067169189452,10.19630799293518,9.513427810668945,,
2000-06-28,,,9.984846115112305,9.889448738098144,9.898988056182862,10.174048852920532,9.55031442642212,,
2000-06-29,,,10.843412399291992,10.105680656433105,9.965765571594238,10.20743761062622,9.610096168518066,,
2000-06-30,,,10.6685209274292,10.274214935302734,10.011874198913574,10.206642627716064,9.666380081176758,,
2000-07-03,,,10.875218391418455,10.496808052062988,10.081832313537598,10.227312135696412,9.721710243225097,,
2000-07-04,,,10.875218391418455,10.649443244934082,10.212207984924316,10.25116138458252,9.776404304504394,,
2000-07-05,,,10.748019218444824,10.802077865600586,10.345763301849365,10.262291097640992,9.827918472290039,,
2000-07-06,,,11.129606246948242,10.859316635131837,10.48249864578247,10.29885973930359,9.888336391448975,,
2000-07-07,,,11.129606246948242,10.951533699035645,10.61287431716919,10.321119022369384,9.942394504547119,,
2000-07-10,,,10.907014846801758,10.957892990112304,10.727350521087647,10.346558094024658,9.977373275756836,,
2000-07-11,,,10.589027404785156,10.900654792785645,10.775049018859864,10.346558094024658,10.00790023803711,,
2000-07-12,,,10.398233413696287,10.830697631835937,10.816387748718261,10.35768790245056,10.037791213989259,,
2000-07-13,,,10.080243110656738,10.620825004577636,10.740070819854736,10.352918195724488,10.061322383880615,,
2000-07-14,,,10.620821952819824,10.519068145751953,10.7353009223938,10.373587560653686,10.095029201507568,,
2000-07-17,,,10.334633827209473,10.404591941833496,10.6812424659729,10.381537389755248,10.118560352325439,,
2000-07-18,,,10.366426467895508,10.360071754455566,10.630363273620606,10.421285629272461,10.151631011962891,,
2000-07-19,,,10.398233413696287,10.360071754455564,10.595384693145752,10.470573997497558,10.180886058807372,,
2000-07-20,,,10.461828231811523,10.436388778686524,10.52860689163208,10.505552768707275,10.206961097717285,,
2000-07-21,,,10.55722713470459,10.423669815063477,10.471368980407714,10.542121648788452,10.230492286682129,,
2000-07-24,,,10.430028915405272,10.442748832702637,10.423670387268066,10.575510454177856,10.246391696929932,,
2000-07-25,,,10.684420585632324,10.50634765625,10.433209705352784,10.604129362106324,10.266107006072998,,
2000-07-26,,,10.589027404785156,10.544506454467774,10.45228910446167,10.634338426589967,10.283914451599122,,
2000-07-27,,,10.398233413696287,10.531787490844726,10.484088134765624,10.61207947731018,10.299336948394775,,
2000-07-28,,,10.334633827209473,10.487268829345703,10.45546932220459,10.595385122299195,10.320960178375245,,
2000-07-31,,,10.684420585632324,10.538147163391113,10.490447998046873,10.585845232009888,10.348943195343018,,
2000-08-01,,,10.748019218444824,10.550866889953614,10.528607273101805,10.579485273361206,10.371838397979737,,
2000-08-02,,,10.620821952819824,10.557225799560547,10.550866127014158,10.573125410079957,10.3871018409729,,
2000-08-03,,,10.239235877990724,10.525426292419434,10.52860689163208,10.52860689163208,10.39664150238037,,
