Date,GRADE,GPS,OKE,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.4520997405052185,,,,,,
1983-11-22,,,0.4636426568031311,,,,,,
1983-11-23,,,0.4617187976837158,,,,,,
1983-11-24,,,0.4617187976837158,,,,,,
1983-11-25,,,0.4655667543411255,0.46094934940338134,,,,,
1983-11-28,,,0.484804630279541,0.46749032735824586,,,,,
1983-11-29,,,0.484804630279541,0.47172272205352783,,,,,
1983-11-30,,,0.4655667543411255,0.47249231338500974,,,,,
1983-12-01,,,0.4559474587440491,0.4713380455970764,,,,,
1983-12-02,,,0.4694141149520874,0.4721075177192688,0.46652843356132506,,,,
1983-12-05,,,0.4617187976837158,0.46749035120010374,0.4674903392791748,,,,
1983-12-06,,,0.4617187976837158,0.46287318468093874,0.4672979533672333,,,,
1983-12-07,,,0.4617187976837158,0.4621035933494568,0.4672979533672333,,,,
1983-12-08,,,0.4617187976837158,0.46325786113739015,0.4672979533672333,,,,
1983-12-09,,,0.4636426568031311,0.4621035695075989,0.4671055436134338,,,,
1983-12-12,,,0.4617187976837158,0.4621035695075989,0.4647969603538513,,,,
1983-12-13,,,0.4655667543411255,0.4628731608390808,0.4628731727600098,,,,
1983-12-14,,,0.4617187976837158,0.4628731608390808,0.4624883770942688,,,,
1983-12-15,,,0.4578711986541748,0.4621036410331726,0.4626807510852814,,,,
1983-12-16,,,0.4405568838119507,0.4574864864349365,0.4597950279712677,0.4631617307662964,,,
1983-12-19,,,0.4424802660942077,0.4536387801170349,0.4578711748123169,0.46268075704574585,,,
1983-12-20,,,0.4444043040275574,0.4494062900543213,0.45613972544670106,0.4617188394069672,,,
1983-12-21,,,0.4444043040275574,0.4459433913230896,0.4544082760810852,0.46085311472415924,,,
1983-12-22,,,0.4424802660942077,0.4428652048110962,0.4524844229221344,0.4598911881446838,,,
1983-12-23,,,0.4482522308826446,0.444404274225235,0.45094538033008574,0.4590254619717598,,,
1983-12-26,,,0.4482522308826446,0.44555866718292236,0.44959872364997866,0.457197842001915,,,
1983-12-27,,,0.4674903452396393,0.45017587542533877,0.44979108273983004,0.4563321277499199,,,
1983-12-28,,,0.4655667543411255,0.45440836548805236,0.450175878405571,0.4563321277499199,,,
1983-12-29,,,0.4482522308826446,0.4555627584457397,0.44921398162841797,0.4559473663568497,,,
1983-12-30,,,0.4694141149520874,0.4597951352596283,0.45209970474243166,0.4559473663568497,,,
1984-01-02,,,0.4694141149520874,0.46402751207351683,0.4547930896282196,0.45633213222026825,,,
1984-01-03,,,0.4655667543411255,0.4636427938938141,0.4569093346595764,0.45652453005313876,,,
1984-01-04,,,0.4674903452396393,0.46402751207351683,0.4592179387807846,0.4568131074309349,,,
1984-01-05,,,0.4655667543411255,0.467490416765213,0.4615265876054764,0.4570055052638054,,,
