Date,GRADE,GPS,BX,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2007-06-22,,,13.815837860107422,,,,,,
2007-06-25,,,12.783397674560549,,,,,,
2007-06-26,,,12.117432594299316,,,,,,
2007-06-27,,,11.790356636047363,,,,,,
2007-06-28,,,11.699725151062012,12.441349983215332,,,,,
2007-06-29,,,11.53421688079834,11.985025787353516,,,,,
2007-07-02,,,11.53421688079834,11.735189628601074,,,,,
2007-07-03,,,11.711540222167969,11.654011154174805,,,,,
2007-07-04,,,11.711540222167969,11.638247871398926,,,,,
2007-07-05,,,12.070141792297363,11.712331199645996,12.076840591430663,,,,
2007-07-06,,,12.412975311279297,11.888082885742188,11.936554336547852,,,,
2007-07-09,,,12.405094146728516,12.062258338928222,11.898723983764649,,,,
2007-07-10,,,11.79429531097412,12.078809356689453,11.866410255432129,,,,
2007-07-11,,,11.498748779296877,12.036251068115234,11.83724946975708,,,,
2007-07-12,,,11.821880340576172,11.986598777770997,11.849464988708496,,,,
2007-07-13,,,11.76276969909668,11.856557655334473,11.87232027053833,,,,
2007-07-16,,,11.699725151062012,11.715483856201171,11.888871097564698,,,,
2007-07-17,,,11.510570526123049,11.658738899230958,11.868774127960204,,,,
2007-07-18,,,11.191376686096191,11.59726448059082,11.816757774353027,,,,
2007-07-19,,,10.769733428955078,11.386835098266602,11.6867169380188,11.881778764724732,,,
2007-07-20,,,10.225929260253906,11.079467010498046,11.46801233291626,11.702283334732055,,,
2007-07-23,,,10.391429901123049,10.817807960510255,11.266645908355713,11.58268494606018,,,
2007-07-24,,,10.131351470947266,10.541964149475097,11.100351524353027,11.483380889892578,,,
2007-07-25,,,10.05254077911377,10.314196968078614,10.955730724334718,11.396490097045898,,,
2007-07-26,,,10.127413749694824,10.185733032226562,10.786284065246582,11.317874526977539,,,
2007-07-27,,,9.575721740722656,10.055691528320313,10.56757926940918,11.219949769973756,,,
2007-07-30,,,9.646652221679688,9.90673599243164,10.362271976470947,11.125571537017823,,,
2007-07-31,,,9.461445808410645,9.772754859924316,10.157359504699707,11.013066816329957,,,
2007-08-01,,,9.579663276672363,9.678179359436035,9.996188163757324,10.906472969055176,,,
2007-08-02,,,9.981609344482422,9.649018478393554,9.917375755310058,10.80204634666443,,,
2007-08-03,,,9.61118507385254,9.656111145019532,9.855901336669922,10.661956834793092,,,
2007-08-06,,,9.666358947753906,9.660052490234374,9.783394241333008,10.52502007484436,,,
2007-08-07,,,9.812161445617676,9.730195617675781,9.75147523880005,10.425913381576539,,,
2007-08-08,,,9.95796012878418,9.805854988098144,9.74201717376709,10.348873949050903,,,
2007-08-09,,,9.820039749145508,9.773541069030761,9.711279773712159,10.24878191947937,,,
2007-08-10,,,9.961906433105469,9.843685340881347,9.74989824295044,10.15873875617981,,,
2007-08-13,,,10.131351470947266,9.936683845520019,9.798368167877197,10.080320072174072,,,
2007-08-14,,,9.682119369506836,9.910675430297852,9.820435523986816,9.988897514343261,,,
2007-08-15,,,9.335344314575195,9.786152267456055,9.7960036277771,9.896095895767212,,,
2007-08-16,,,9.418100357055664,9.705764389038086,9.739652729034423,9.828514242172242,,,
2007-08-17,,,9.48902988433838,9.611189079284667,9.727437210083009,9.791669273376465,,,
2007-08-20,,,9.217127799987791,9.428344345092773,9.682514095306397,9.732954168319703,,,
2007-08-21,,,9.264413833618164,9.34480323791504,9.627739334106446,9.689607286453247,,,
2007-08-22,,,9.827924728393556,9.443319320678711,9.614735794067382,9.678376483917237,,,
2007-08-23,,,9.95796012878418,9.551291275024415,9.62852783203125,9.669903802871705,,,
2007-08-24,,,9.62301254272461,9.57808780670166,9.594638442993164,9.672268342971801,,,
2007-08-27,,,9.37869358062744,9.61040096282959,9.519372653961181,9.658870410919189,,,
2007-08-28,,,9.07919979095459,9.573358154296875,9.459080696105957,9.639758110046387,,,
2007-08-29,,,9.055560111999512,9.418885231018066,9.431102275848389,9.613552951812744,,,
2007-08-30,,,8.960983276367188,9.219489860534669,9.385390567779542,9.562521648406982,10.561195316314697,,
2007-08-31,,,9.114669799804688,9.117821311950683,9.347954559326173,9.53769588470459,10.467171955108643,,
2007-09-03,,,9.114669799804688,9.065016555786134,9.337708759307862,9.510111427307129,10.393797397613525,,
2007-09-04,,,9.106788635253906,9.070534324645996,9.321946239471435,9.47484278678894,10.333584518432618,,
2007-09-05,,,8.6614990234375,8.991722106933594,9.20530366897583,9.410019731521606,10.27100736618042,,
2007-09-06,,,8.732428550720215,8.946011161804199,9.082750511169433,9.355639171600341,10.211661434173584,,
2007-09-07,,,8.488110542297363,8.820699310302734,8.969260311126709,9.281949377059936,10.150739307403564,,
2007-09-10,,,8.622092247009277,8.722183799743652,8.893600177764892,9.206486415863036,10.092496814727783,,
2007-09-11,,,9.020094871520996,8.70484504699707,8.887689685821533,9.173385190963746,10.038667907714844,,
2007-09-12,,,9.165897369384766,8.805724716186523,8.89872341156006,9.164912843704224,9.98775505065918,,
2007-09-13,,,9.225011825561523,8.904241371154786,8.925126266479491,9.155258417129517,9.930852451324462,,
2007-09-14,,,9.425980567932127,9.091815376281739,8.956257343292235,9.152105951309204,9.87111255645752,,
2007-09-17,,,9.319581985473633,9.231313323974609,8.97674856185913,9.157228660583495,9.809402313232422,,
2007-09-18,,,9.674242973327637,9.362142944335938,9.033493995666504,9.17772011756897,9.767001266479491,,
2007-09-19,,,10.11164665222168,9.55129280090332,9.178508758544922,9.191906213760376,9.739259223937989,,
2007-09-20,,,10.225929260253906,9.751476287841797,9.327858829498291,9.205304670333863,9.707340202331544,,
2007-09-21,,,9.977666854858398,9.86181354522705,9.476814460754394,9.223037385940552,9.671638145446778,,
2007-09-24,,,9.666358947753906,9.931168937683106,9.581241130828857,9.237420654296875,9.630970821380615,,
2007-09-25,,,9.61118507385254,9.918557357788085,9.640350151062012,9.264019918441772,9.592983112335205,,
2007-09-26,,,9.808220863342283,9.857872200012206,9.704582500457764,9.301652956008912,9.565319995880127,,
2007-09-27,,,9.894912719726562,9.791668891906738,9.771572589874268,9.34834942817688,9.547823581695557,,
2007-09-28,,,9.883094787597656,9.77275447845459,9.81728401184082,9.386770677566528,9.540966892242432,,
2007-10-01,,,10.080123901367188,9.855507469177246,9.893338203430176,9.435043382644654,9.534740772247314,,
2007-10-02,,,10.277154922485352,9.988701438903808,9.953629398345948,9.493561697006225,9.537656841278077,,
2007-10-03,,,10.70668601989746,10.168394470214844,10.013133335113526,9.595821046829224,9.55073974609375,,
2007-10-04,,,10.868250846862791,10.36306209564209,10.077365493774414,9.702612161636353,9.56555648803711,,
2007-10-05,,,11.459345817565918,10.67831230163574,10.225533390045166,9.851173925399781,9.603228969573975,,
2007-10-08,,,11.120448112487791,10.886377143859862,10.370942306518554,9.976091718673706,9.632704887390137,,
2007-10-09,,,11.211082458496094,11.07316265106201,10.53093204498291,10.08564109802246,9.667697620391845,,
2007-10-10,,,11.293840408325195,11.19059352874756,10.6794939994812,10.192038249969482,9.701981163024902,,
2007-10-11,,,11.171675682067873,11.251278495788574,10.807170295715332,10.289371442794799,9.725782489776611,,
2007-10-12,,,10.935240745544434,11.146457481384278,10.91238489151001,10.364834451675415,9.75226360321045,,
2007-10-15,,,10.675161361694336,11.057400131225586,10.971888637542724,10.432613420486451,9.772439651489258,,
2007-10-16,,,10.265332221984863,10.86825008392334,10.970706367492676,10.462167882919312,9.781503067016601,,
2007-10-17,,,10.411138534545898,10.69170970916748,10.94115161895752,10.477142477035523,9.790566635131835,,
2007-10-18,,,10.442659378051758,10.545906448364258,10.898592472076416,10.487978982925416,9.803019027709961,,
2007-10-19,,,10.05254077911377,10.369366455078126,10.757911968231202,10.491722679138183,9.804831714630128,,
2007-10-22,,,10.26927375793457,10.288188934326172,10.672794532775878,10.521868419647216,9.807590160369873,,
2007-10-23,,,10.387495040893556,10.31262149810791,10.590435791015626,10.560683917999267,9.821697673797608,,
2007-10-24,,,10.336261749267578,10.297646141052246,10.494677925109864,10.587085962295532,9.841716022491456,,
2007-10-25,,,10.080123901367188,10.225139045715332,10.385522747039795,10.596346521377564,9.854956493377685,,
2007-10-26,,,10.084064483642578,10.231443786621094,10.300405120849609,10.60639500617981,9.86685718536377,,
2007-10-29,,,10.048598289489746,10.18730869293213,10.23774881362915,10.604818725585938,9.883486595153808,,
2007-10-30,,,9.96584415435791,10.102978515625,10.207800006866455,10.589253187179565,9.897515201568604,,
2007-10-31,,,10.021013259887695,10.039928817749024,10.168787479400635,10.554969549179077,9.901376972198486,,
2007-11-01,,,9.800338745117188,9.983971786499023,10.104555416107178,10.501573944091797,9.898224544525146,,
2007-11-02,,,9.49297332763672,9.865753555297854,10.048598670959473,10.403255319595337,9.895623760223389,,
2007-11-05,,,9.433860778808594,9.74280605316162,9.965057373046875,10.318925952911377,9.896727104187011,,
2007-11-06,,,9.327463150024414,9.615129852294922,9.85905418395996,10.224744987487792,9.901692371368409,,
2007-11-07,,,9.126494407653809,9.436226081848144,9.738077449798585,10.116377687454223,9.903111057281494,,
2007-11-08,,,9.496912956237791,9.375540924072265,9.679756355285644,10.03263955116272,9.913829650878906,10.237512483596802,
2007-11-09,,,9.567840576171877,9.390514373779297,9.628133964538574,9.964269542694092,9.92289306640625,10.195032510757446,
2007-11-12,,,8.77183723449707,9.258109664916992,9.500457859039306,9.869103336334229,9.916036415100098,10.154916906356812,
2007-11-13,,,8.984627723693848,9.18954257965088,9.4023362159729,9.805068111419677,9.913593196868897,10.123588857650757,
2007-11-14,,,8.803361892700195,9.124916076660156,9.28057107925415,9.724679279327393,9.91643045425415,10.093718910217286,
2007-11-15,,,9.110727310180664,9.04767894744873,9.211609935760498,9.658082675933837,9.92399642944336,10.06782893180847,
2007-11-16,,,9.09102725982666,8.952316284179688,9.171415328979492,9.610006999969482,9.936054763793946,10.043397035598755,
2007-11-19,,,8.732428550720215,8.944434547424317,9.101272106170654,9.533164739608765,9.938261489868164,10.015379152297974,
2007-11-20,,,8.476287841796875,8.842766571044923,9.016154575347901,9.43760437965393,9.927385349273681,9.983026628494263,
2007-11-21,,,8.283199310302734,8.73873405456543,8.931825065612793,9.334951257705688,9.909731388092041,9.94874321937561,
2007-11-22,,,8.283199310302734,8.573228454589843,8.810453701019288,9.245105028152466,9.890895137786865,9.910873794555664,
2007-11-23,,,8.338367462158203,8.422696495056153,8.68750638961792,9.157820177078246,9.869142875671386,9.870127716064452,
2007-11-26,,,8.117692947387695,8.299749374389648,8.622091960906982,9.061274909973145,9.845105094909668,9.827253704071046,
2007-11-27,,,8.212264060974121,8.246944618225097,8.54485559463501,8.973595905303956,9.815865516662598,9.791433391571045,
2007-11-28,,,8.584096908569336,8.307124137878418,8.522929096221924,8.901750087738037,9.785314521789552,9.76228687286377,
2007-11-29,,,8.811994552612305,8.412883186340332,8.493055820465088,8.852332878112794,9.757035827636718,9.73218801498413,
2007-11-30,,,8.796001434326172,8.504409980773925,8.46355323791504,8.817484283447266,9.733402519226074,9.702520332336427,
2007-12-03,,,8.636073112487793,8.608086013793946,8.453917694091796,8.777594900131225,9.712796802520751,9.671883811950684,
2007-12-04,,,8.532121658325195,8.67205753326416,8.45950107574463,8.737827825546265,9.691215534210205,9.642099323272705,
2007-12-05,,,8.620080947875977,8.679254341125489,8.493189239501953,8.712507152557373,9.667452735900879,9.616386365890502,
2007-12-06,,,8.608087539672852,8.638472938537598,8.525678062438965,8.668065881729126,9.641716232299805,9.59476990699768,
2007-12-07,,,8.768013000488281,8.63287525177002,8.568642616271973,8.628074502944946,9.619414596557617,9.580190744400024,
2007-12-10,,,9.375740051269531,8.780808639526366,8.694447326660157,8.65826964378357,9.605326919555663,9.57003384590149,
2007-12-11,,,9.26778507232666,8.92794132232666,8.79999942779541,8.67242751121521,9.58513952255249,9.561398181915283,
2007-12-12,,,9.287775993347168,9.0614803314209,8.870367336273194,8.696648216247558,9.556761322021485,9.553750534057617,
2007-12-13,,,9.463695526123049,9.232601928710938,8.935537433624267,8.714296627044678,9.52867021560669,9.5471133518219,
2007-12-14,,,9.435711860656738,9.36614170074463,8.999508476257324,8.731530857086181,9.488197536468506,9.54571325302124,
2007-12-17,,,9.263787269592283,9.343751144409179,9.062279891967773,8.758098793029784,9.451064319610596,9.541884603500366,
2007-12-18,,,9.331758499145508,9.35654582977295,9.142243576049804,8.800872325897217,9.413477840423583,9.540587730407715,
2007-12-19,,,9.399727821350098,9.378936195373536,9.220208263397216,8.856698751449585,9.375595588684082,9.538788375854493,
2007-12-20,,,9.42371654510498,9.370940399169921,9.30177116394043,8.913724613189697,9.340636405944824,9.533209447860719,
2007-12-21,,,9.507673263549805,9.385332679748535,9.375737190246582,8.972189903259277,9.312085056304932,9.53217432975769,
2007-12-24,,,9.295775413513184,9.391730308532715,9.367740726470947,9.031094026565551,9.284497337341309,9.528468494415284,
2007-12-25,,,9.295775413513184,9.38453369140625,9.3705397605896,9.085269594192505,9.265106201171875,9.523304634094238,
2007-12-26,,,9.291776657104492,9.36294345855713,9.370939826965332,9.120653581619262,9.242718963623046,9.516642799377442,
2007-12-27,,,9.187822341918944,9.315764617919921,9.343352508544921,9.139444971084595,9.21762222290039,9.510320625305177,
2007-12-28,,,8.772014617919922,9.168632888793946,9.27698278427124,9.138245630264283,9.192011699676513,9.49842170715332,
2007-12-31,,,8.847977638244629,9.079073333740235,9.235401821136474,9.148840856552123,9.163585777282714,9.485587968826295,
2008-01-01,,,8.847977638244629,8.989513778686524,9.187023735046386,9.164633655548096,9.132795429229736,9.477246551513671,
2008-01-02,,,8.692048072814941,8.869568061828613,9.116255760192871,9.168232011795045,9.099911155700683,9.47081358909607,
2008-01-03,,,8.49213981628418,8.73043155670166,9.02309808731079,9.162434625625611,9.068151473999023,9.461553983688354,
2008-01-04,,,8.116312026977539,8.599291038513183,8.883961963653565,9.129849576950074,9.028796424865723,9.447826805114746,
2008-01-07,,,7.764472961425781,8.382590103149415,8.730831718444824,9.049286222457885,8.983113918304444,9.433300256729126,
2008-01-08,,,7.196727275848389,8.052340030670166,8.520926904678344,8.945733332633973,8.927731580734253,9.412623391151428,
2008-01-09,,,7.2367119789123535,7.761272811889649,8.315420436859132,8.84318013191223,8.872045555114745,9.386711263656617,
2008-01-10,,,7.9323930740356445,7.649323463439941,8.1898775100708,8.766615009307861,8.834686641693116,9.36645559310913,
2008-01-11,,,8.020353317260742,7.630131721496582,8.114711380004882,8.695847082138062,8.805234241485596,9.350429000854492,
2008-01-14,,,8.152292251586914,7.707695579528808,8.04514284133911,8.640272331237792,8.779602870941162,9.338164987564086,
2008-01-15,,,7.876423358917236,7.843634796142578,7.947987413406372,8.567505574226379,8.750582075119018,9.326137223243713,
2008-01-16,,,7.63652753829956,7.923597908020019,7.842435359954834,8.479345560073853,8.720782737731934,9.311946897506713,
2008-01-17,,,7.344661712646484,7.806051635742188,7.727687549591065,8.375392818450928,8.677737712860107,9.295783681869507,
2008-01-18,,,7.46461009979248,7.694902992248535,7.662517356872558,8.273239660263062,8.63567310333252,9.279283084869384,
2008-01-21,,,7.46461009979248,7.557366561889649,7.632531070709229,8.181681394577026,8.609528560638427,9.262782487869263,
2008-01-22,,,7.504585742950439,7.482999038696289,7.663316917419434,8.092121911048888,8.579927721023559,9.246760458946229,
2008-01-23,,,8.224263191223145,7.600546169281006,7.762072038650513,8.038746237754822,8.56834574699402,9.242388100624085,
2008-01-24,,,8.384182929992676,7.808450412750244,7.807251024246216,7.998564267158509,8.55381485939026,9.238905644416809,
2008-01-25,,,7.740482807159424,7.863624954223633,7.779263973236084,7.946987676620483,8.526803970336914,9.231429367065429,
2008-01-28,,,7.656519889831543,7.902006912231445,7.729686737060547,7.887414789199829,8.505285797119141,9.221773643493652,
2008-01-29,,,7.592549800872803,7.919599723815918,7.701299381256104,7.824643397331238,8.48761103630066,9.20749819278717,
2008-01-30,,,7.456607818603516,7.766068649291992,7.683307409286499,7.7628713846206665,8.471079206466674,9.190405297279359,
2008-01-31,,,7.336663246154785,7.556564712524414,7.682507562637329,7.705097556114197,8.452148485183717,9.17152181148529,
2008-02-01,,,7.484598159790039,7.505387783050537,7.684506368637085,7.673511862754822,8.435073099136353,9.15210798740387,
2008-02-04,,,7.528579235076904,7.47979965209961,7.690903282165527,7.661717176437378,8.423290824890136,9.134197959899902,
2008-02-05,,,7.284687519073486,7.418227195739746,7.668913459777832,7.666115188598633,8.404739294052124,9.110302405357361,
2008-02-06,,,7.124762535095215,7.351858139038086,7.558963394165039,7.660517716407776,8.375552606582641,9.080433564186096,
2008-02-07,,,7.068787574768066,7.2982830047607425,7.4274238586425785,7.617337441444397,8.340688467025757,9.048862147331239,
2008-02-08,,,7.000819206237793,7.201527214050293,7.353457498550415,7.56636073589325,8.30478482246399,9.01909367084503,
2008-02-11,,,7.10876989364624,7.11756534576416,7.298682498931885,7.514184617996216,8.274238758087158,8.993517780303955,
2008-02-12,,,7.032803058624268,7.067188453674317,7.242707824707031,7.472003602981568,8.24425238609314,8.967733960151673,
2008-02-13,,,7.048793792724609,7.051994705200196,7.201926422119141,7.4426169157028195,8.212826642990112,8.940139689445495,
2008-02-14,,,6.728941440582275,6.984025478363037,7.14115424156189,7.411830902099609,8.1752437210083,8.908479976654053,
2008-02-15,,,6.624989986419678,6.908859634399414,7.0551934242248535,7.369849896430969,8.132383260726929,8.875898928642274,
2008-02-18,,,6.624989986419678,6.812103652954102,6.964834499359131,7.327868890762329,8.077368259429932,8.841347589492798,
2008-02-19,,,6.449066162109375,6.695356273651123,6.8812723636627195,7.275092911720276,8.020993881225586,8.803066701889039,
2008-02-20,,,6.489051342010498,6.583407783508301,6.817701244354248,7.1883323192596436,7.9650193881988525,8.760890355110169,
2008-02-21,,,6.369105339050293,6.511440563201904,6.747733020782471,7.087578439712525,7.903127584457398,8.715898900032043,
2008-02-22,,,6.285139560699463,6.443470478057861,6.676165056228638,7.014811277389526,7.840116138458252,8.664156837463379,
2008-02-25,,,6.377101421356201,6.393892765045166,6.602998208999634,6.950840353965759,7.78238242149353,8.616723370552062,
2008-02-26,,,6.796910285949707,6.463461589813233,6.579408931732178,6.911058378219605,7.731685457229614,8.5725816488266,
2008-02-27,,,6.876874923706055,6.541026306152344,6.562217044830322,6.8820717334747314,7.681228399276733,8.528411993980408,
2008-02-28,,,6.8209004402160645,6.631385326385498,6.5714129447937015,6.856283593177795,7.629172077178955,8.484904241561889,
2008-02-29,,,6.597002029418945,6.693757820129394,6.568614149093628,6.811903786659241,7.570958652496338,8.441521854400635,
2008-03-03,,,6.493048667907715,6.716947269439697,6.555420017242431,6.760127258300781,7.514904117584228,8.399700727462768,
2008-03-04,,,6.31312894821167,6.62019100189209,6.541826295852661,6.71154932975769,7.455251188278198,8.360178694725036,
2008-03-05,,,6.345114707946777,6.5138389587402346,6.527432632446289,6.672566938400268,7.396317949295044,8.319518456459045,
2008-03-06,,,6.017263412475586,6.3531115531921385,6.492248439788819,6.619990730285645,7.332906770706177,8.275264496803283,
2008-03-07,,,5.829349517822266,6.199581050872803,6.446669435501098,6.5614172458648685,7.274053468704223,8.233032584190369,
2008-03-10,,,5.997273921966553,6.100426101684571,6.408686685562134,6.505842447280884,7.217039394378662,8.19031258583069,
2008-03-11,,,6.473058223724365,6.132411956787109,6.3763014793396,6.477855205535889,7.169541006088257,8.151168217658997,
2008-03-12,,,6.585004806518555,6.1803899765014645,6.34711446762085,6.454665756225586,7.1274001407623295,8.113655648231507,
2008-03-13,,,6.69695520401001,6.316328334808349,6.334719944000244,6.453066444396972,7.091496448516846,8.079823961257935,
2008-03-14,,,6.309134006500244,6.412285232543946,6.305933141708374,6.437273645401001,7.0553528881073,8.04207465648651,
2008-03-17,,,5.817354679107666,6.376301383972168,6.238363742828369,6.3968918800354,7.016410522460937,7.99976222038269,
2008-03-18,,,6.081237316131592,6.297937202453613,6.215174579620362,6.378500437736511,6.994100723266602,7.9609161520004275,
2008-03-19,,,5.84534215927124,6.15000467300415,6.165197324752808,6.3463149785995485,6.966273326873779,7.919159440994263,
2008-03-20,,,6.177191257476807,6.04605188369751,6.181190109252929,6.336719274520874,6.931169290542602,7.882927966117859,
2008-03-21,,,6.177191257476807,6.019663333892822,6.215974283218384,6.331321859359742,6.894306049346924,7.84977014541626,
2008-03-24,,,6.277146816253662,6.111621761322022,6.243961572647095,6.326324129104615,6.856803140640259,7.818203005790711,
2008-03-25,,,6.505043029785156,6.196382904052735,6.2471600532531735,6.311730766296387,6.829375534057617,7.789978804588318,
2008-03-26,,,6.461066246032715,6.319527721405029,6.23476619720459,6.2909403324127195,6.805866308212281,7.763324522972107,
2008-03-27,,,6.249224662780762,6.33393440246582,6.189993143081665,6.262356543540955,6.783957567214966,7.7308476400375366,8.984180061817169
2008-03-28,,,6.253298759460449,6.349155902862549,6.1844096183776855,6.24517138004303,6.759731340408325,7.697702221870422,8.946367366313934
2008-03-31,,,6.469210624694824,6.387568664550781,6.249595212936401,6.243979477882386,6.739823350906372,7.6746759557724,8.914796431064605
2008-04-01,,,7.002881050109863,6.487136268615723,6.341759586334229,6.278467082977295,6.7297892570495605,7.65485848903656,8.889223673343658
2008-04-02,,,7.202495098114014,6.635422039031982,6.477474880218506,6.321336102485657,6.709353895187378,7.638849821090698,8.866284365653991
2008-04-03,45.71259578078051,C,7.239163398742676,6.833409786224365,6.583672094345093,6.382431101799011,6.686453504562378,7.620134181976319,8.843981556892395
2008-04-04,46.28836414403483,C,7.593582153320312,7.101466464996338,6.725311183929444,6.470642733573913,6.683515491485596,7.605159730911255,8.824278383255004
2008-04-07,46.74180926805783,C,7.776904582977295,7.363005256652832,6.875286960601807,6.559624266624451,6.685923185348511,7.595604491233826,8.8054918217659
2008-04-08,46.87847428258977,C,7.57321310043335,7.47707166671753,6.982103967666626,6.6146320104599,6.685536451339722,7.586573743820191,8.784800186157227
2008-04-09,46.93724790168977,C,7.56099271774292,7.54877119064331,7.092096614837646,6.663431406021118,6.6876241493225095,7.579351677894592,8.764047448635102
2008-04-10,46.9430309624602,C,7.438775062561035,7.588693523406983,7.211051654815674,6.700522398948669,6.689666385650635,7.570907435417175,8.74089061498642
2008-04-11,46.68531768195802,C,7.235085964202881,7.516994285583496,7.309230375289917,6.746819996833802,6.684676141738891,7.559874620437622,8.715001168251037
2008-04-14,46.31286655504039,C,7.002881050109863,7.36218957901001,7.362597417831421,6.806096315383911,6.674162178039551,7.548726501464844,8.687990102767944
2008-04-15,46.10321404405148,C,7.059910297393799,7.2595290184021,7.368300342559815,6.855029964447022,6.669666633605957,7.53720296382904,8.664318177700043
2008-04-16,45.95492321880923,C,7.194348335266113,7.186200141906738,7.367485666275025,6.922480273246765,6.671058349609375,7.523305478096009,8.642796175479889
2008-04-17,45.953023738631,C,7.589507579803467,7.216346645355225,7.402520084381104,6.993096089363098,6.681472749710083,7.51108060836792,8.621634311676026
2008-04-18,46.09798218896802,C,7.748390197753906,7.319007492065429,7.418000888824463,7.071656036376953,6.696424169540405,7.500604496002198,8.601562414169312
