Date,GRADE,GPS,JBHT,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-01-12,,,1.1692074537277222,1.1662843704223633,1.141438627243042,1.1217083930969238,,,
1984-01-13,,,1.1692074537277222,1.1662843704223633,1.1472846865653992,1.126092892885208,,,
1984-01-16,,,1.1838228702545166,1.172130537033081,1.1545922875404357,1.131208163499832,,,
1984-01-17,,,1.2276676893234253,1.1838225841522216,1.1648228645324707,1.1377849340438844,,,
1984-01-18,,,1.2422826290130615,1.1984376192092896,1.1779764413833618,1.1450924515724181,,,
1984-01-19,,,1.2422826290130615,1.2130526542663573,1.1896685123443604,1.152399969100952,,,
1984-01-20,,,1.2422826290130615,1.2276676893234253,1.1969760298728942,1.1589767575263976,,,
1984-01-23,,,1.2422826290130615,1.2393596410751342,1.2057450890541077,1.1655535459518434,,,
1984-01-24,,,1.198436975479126,1.2335134983062743,1.208668041229248,1.1692072987556457,,,
1984-01-25,,,1.198436975479126,1.2247443675994873,1.2115909934043885,1.1728610515594482,,,
1984-01-26,,,1.198436975479126,1.2159752368927002,1.2145139455795289,1.1779762864112855,,,
1984-01-27,,,1.1692074537277222,1.2013602018356324,1.2145139455795289,1.180899316072464,,,
1984-01-30,,,1.0961322784423828,1.1721301317214965,1.2057448863983153,1.1801685869693757,1.1262390995025635,,
1984-01-31,,,1.081517457962036,1.1487462282180785,1.1911298632621765,1.1779763638973235,1.1262390995025635,,
1984-02-01,,,1.081517457962036,1.1253623247146607,1.175053346157074,1.176514893770218,1.1259468030929565,,
1984-02-02,,,1.081517457962036,1.1019784212112427,1.1589768290519715,1.1743226706981658,1.1256545066833497,,
1984-02-03,,,1.081517457962036,1.0844404220581054,1.1429003119468688,1.1699381709098815,1.1244853115081788,,
1984-02-06,,,1.081517457962036,1.081517457962036,1.1268237948417663,1.1662844419479368,1.1247776293754577,,
1984-02-07,,,1.0376718044281006,1.072748327255249,1.1107472777366638,1.1597076594829558,1.1236084198951721,,
1984-02-08,,,1.0376718044281006,1.0639791965484617,1.0946707606315613,1.1531308770179747,1.1224392104148864,,
1984-02-09,,,1.0376718044281006,1.0552100658416745,1.0785942435264588,1.1465540945529935,1.1212700009346008,,
1984-02-10,,,1.0522871017456057,1.0493639945983886,1.0669022083282471,1.1407080769538878,1.1206853938102723,,
1984-02-13,,,1.0376718044281006,1.0405948638916016,1.0610561609268188,1.133400523662567,1.1201007986068725,,
1984-02-14,,,1.0376718044281006,1.0405948638916016,1.0566715955734254,1.1239007294178007,1.1198084926605225,,
1984-02-15,,,1.0376718044281006,1.0405948638916016,1.0522870302200318,1.1136701881885527,1.1195161867141723,,
1984-02-16,,,1.0522871017456057,1.0435179233551026,1.0493639945983886,1.1041704118251798,1.1192238974571227,,
1984-02-17,,,1.0669015645980835,1.0464408159255982,1.0479024052619934,1.0954013586044309,1.1192238974571227,,
1984-02-20,,,1.0669015645980835,1.0522867679595946,1.0464408159255982,1.0866323053836822,1.1192238974571227,,
1984-02-21,,,1.0522871017456057,1.0552098274230957,1.0479023456573486,1.0793248116970062,1.1186392903327942,,
1984-02-22,,,1.0522871017456057,1.0581328868865967,1.049363875389099,1.0720173180103303,1.1180546832084657,,
1984-02-23,,,1.0522871017456057,1.0581328868865967,1.0508254051208497,1.0647098243236541,1.117470076084137,,
1984-02-24,,,1.0522871017456057,1.0552099943161013,1.0508254051208497,1.0588638067245484,1.1168854689598084,,
1984-02-27,,,1.0522871017456057,1.0522871017456057,1.0522869348526,1.0566715478897095,1.1163008618354797,,
1984-02-28,,,1.0522871017456057,1.0522871017456057,1.0537484645843507,1.055210030078888,1.1154239583015442,,
1984-02-29,,,1.0522871017456057,1.0522871017456057,1.0552099943161013,1.0537485122680663,1.1145470547676086,,
1984-03-01,,,1.0522871017456057,1.0522871017456057,1.0552099943161013,1.052286994457245,1.113670151233673,,
1984-03-02,,,1.0522871017456057,1.0522871017456057,1.0537485480308535,1.0508254766464236,1.1125009560585022,,
1984-03-05,,,1.0522871017456057,1.0522871017456057,1.0522871017456057,1.049363958835602,1.1113317608833313,,
1984-03-06,,,1.0230563879013062,1.0464409589767458,1.0493640303611758,1.0486331880092623,1.109285650253296,,
1984-03-07,,,1.0084418058395386,1.0376718997955323,1.0449795007705691,1.047171688079834,1.106947247982025,,
1984-03-08,,,1.0084418058395386,1.0289028406143188,1.0405949711799622,1.045710188150406,1.1051934385299682,,
1984-03-09,,,1.0084418058395386,1.0201337814331055,1.0362104415893556,1.0435179233551026,1.103147337436676,,
1984-03-12,,,1.0084418058395386,1.011364722251892,1.0318259119987487,1.0420564234256746,1.1011012363433839,,
1984-03-13,,,1.0230563879013062,1.011364722251892,1.0289028406143188,1.0413256525993349,1.0990551257133483,,
1984-03-14,,,1.0230563879013062,1.0142876386642456,1.0259797692298889,1.040594881772995,1.0973013162612915,,
1984-03-15,,,1.0230563879013062,1.017210555076599,1.023056697845459,1.0391333460807801,1.0952552056312561,,
1984-03-16,,,1.0230563879013062,1.0201334714889527,1.020133626461029,1.0369410872459413,1.0923321843147278,,
1984-03-19,,,1.0084418058395386,1.0201334714889527,1.0157490968704224,1.0340180993080141,1.0894091796875,,
1984-03-20,,,1.0084418058395386,1.017210555076599,1.0142876386642456,1.0318258345127105,1.0861938667297364,,
1984-03-21,,,1.0084418058395386,1.0142876386642456,1.0142876386642456,1.0296335697174073,1.0829785537719727,,
1984-03-22,,,1.0084418058395386,1.011364722251892,1.0142876386642456,1.0274413049221038,1.079763240814209,,
1984-03-23,,,1.0084418058395386,1.0084418058395386,1.0142876386642456,1.0252490401268006,1.0765479278564454,,
1984-03-26,,,0.9938270449638368,1.0055188536643982,1.0128261625766755,1.022326037287712,1.0727480113506318,,
1984-03-27,,,1.0084418058395386,1.0055188536643982,1.0113647043704987,1.0201337724924087,1.068363493680954,,
1984-03-28,,,1.0084418058395386,1.0055188536643982,1.0099032461643218,1.0179415076971055,1.0636866772174836,,
1984-03-29,,,1.0084418058395386,1.0055188536643982,1.008441787958145,1.015749242901802,1.059009860754013,,
1984-03-30,,,1.0084418058395386,1.0055188536643982,1.0069803297519684,1.0135569781064988,1.0543330442905425,,
1984-04-02,,,1.0084418058395386,1.0084418058395386,1.0069803297519684,1.0113647133111954,1.0496562278270722,,
1984-04-03,,,1.0084418058395386,1.0084418058395386,1.0069803297519684,1.010633984208107,1.0458563244342804,,
1984-04-04,,,1.0084418058395386,1.0084418058395386,1.0069803297519684,1.010633984208107,1.0420564210414887,,
1984-04-05,,,1.0084418058395386,1.0084418058395386,1.0069803297519684,1.010633984208107,1.0382565176486969,,
1984-04-06,,,1.0084418058395386,1.0084418058395386,1.0069803297519684,1.010633984208107,1.0350412046909332,,
1984-04-09,,,1.0084418058395386,1.0084418058395386,1.0084418058395386,1.010633984208107,1.0332873952388764,1.07976324737072,
1984-04-10,,,1.0084418058395386,1.0084418058395386,1.0084418058395386,1.0099032551050187,1.0318258821964263,1.079032490849495,
1984-04-11,,,0.9938270449638368,1.0055188536643984,1.0069803297519684,1.008441787958145,1.0300720739364624,1.0780094385147094,
1984-04-12,,,0.9938270449638368,1.0025959014892578,1.0055188536643982,1.0069803208112718,1.0283182656764984,1.076986386179924,
1984-04-13,,,0.9938270449638368,0.9996729493141174,1.004057377576828,1.0055188536643982,1.0265644574165345,1.0755248844623566,
1984-04-16,,,0.9938270449638368,0.996749997138977,1.0025959014892578,1.004788115620613,1.0248106491565705,1.074794139266014,
1984-04-17,,,1.0084418058395386,0.996749997138977,1.0025959014892578,1.004788115620613,1.0242260491847992,1.0739172345399857,
1984-04-18,,,0.9938270449638368,0.9967499971389773,1.0011344254016878,1.004057377576828,1.023349153995514,1.0728941822052003,
1984-04-19,,,0.9938270449638368,0.9967499971389773,0.9996729493141177,1.003326639533043,1.0224722588062287,1.0718711298704147,
1984-04-20,,,0.9938270449638368,0.996749997138977,0.9982114732265475,1.0025959014892578,1.0213030576705933,1.0709942257404328,
1984-04-23,,,0.9938270449638368,0.996749997138977,0.9967499971389773,1.0025959014892578,1.020426162481308,1.0702634805440903,
1984-04-24,,,1.0084418058395386,0.996749997138977,0.9967499971389773,1.0025959014892578,1.0198415625095367,1.0698250275850296,
1984-04-25,,,1.0230563879013062,1.0025958657264709,0.9996729314327242,1.0033266305923463,1.0195492541790008,1.0695327204465865,
1984-04-26,,,1.0522871017456057,1.014287877082825,1.005518937110901,1.0055188953876495,1.0195492541790008,1.0693865758180618,
1984-04-27,,,1.0522871017456057,1.0259798884391786,1.0113649427890778,1.007711160182953,1.0192569649219514,1.0692404311895372,
1984-04-30,,,1.0522871017456057,1.0376718997955323,1.0172109484672547,1.0099034249782564,1.0189646756649018,1.0690942865610122,
1984-05-01,,,1.0522871017456057,1.0464409589767456,1.0215954780578613,1.0120956897735598,1.0189646756649018,1.068801982998848,
1984-05-02,,,1.0522871017456057,1.0522871017456057,1.0274414837360382,1.014287954568863,1.0189646756649018,1.0685096794366837,
1984-05-03,,,1.0522871017456057,1.0522871017456057,1.033287489414215,1.0164802193641664,1.0189646756649018,1.0682173758745193,
1984-05-04,,,1.0522871017456057,1.0522871017456057,1.039133495092392,1.0186724841594699,1.0189646756649018,1.067925072312355,
1984-05-07,,,1.0522871017456057,1.0522871017456057,1.0449795007705691,1.020864748954773,1.0189646756649018,1.0676327687501908,
1984-05-08,,,1.0376718044281006,1.049364042282105,1.0479025006294251,1.0223262488842013,1.0186723697185516,1.067048164010048,
1984-05-09,,,1.0522871017456057,1.0493640422821047,1.050825572013855,1.0252492517232896,1.0186723697185516,1.0666097122430802,
1984-05-10,,,1.0522871017456057,1.0493640422821047,1.050825572013855,1.0281722545623782,1.0186723697185516,1.0661712604761124,
1984-05-11,,,1.0522871017456057,1.0493640422821047,1.050825572013855,1.0310952574014665,1.0186723697185518,1.0655866628885269,
1984-05-14,,,1.0522871017456057,1.0493640422821044,1.050825572013855,1.034018260240555,1.0186723697185518,1.0650020653009415,
1984-05-15,,,1.0376718044281006,1.0493640422821044,1.0493640422821047,1.035479760169983,1.0189646780490877,1.0641251641511917,
1984-05-16,,,1.0522871017456057,1.0493640422821047,1.0493640422821047,1.0384027630090715,1.019841583967209,1.063394415974617,
1984-05-17,,,1.0376718044281006,1.0464409828186036,1.047902512550354,1.0405950009822846,1.0204261839389803,1.0628098112344742,
1984-05-18,,,1.0376718044281006,1.0435179233551026,1.0464409828186034,1.042787238955498,1.0210107839107514,1.0620790606737136,
1984-05-21,,,1.0376718044281006,1.0405948638916016,1.044979453086853,1.044979476928711,1.0215953838825227,1.0613483101129533,
1984-05-22,,,1.0376718044281006,1.0405948638916016,1.044979453086853,1.0464409768581393,1.0218876922130586,1.0604714089632035,
1984-05-23,,,1.0376718044281006,1.0376718044281006,1.0435179233551026,1.0471717476844788,1.0221800005435946,1.059740658402443,
1984-05-24,,,1.0376718044281006,1.0376718044281006,1.042056393623352,1.0464409828186036,1.0224723088741303,1.058863757252693,
1984-05-25,,,1.0230563879013062,1.0347487211227417,1.039133322238922,1.0449794471263885,1.0224723088741303,1.057402246594429,
1984-05-28,,,1.0230563879013062,1.031825637817383,1.0362102508544921,1.0435179114341735,1.0227646005153657,1.0560868901014329,
1984-05-29,,,1.0084418058395386,1.0259796380996704,1.033287250995636,1.0413256466388703,1.0227646005153657,1.054479233622551,
1984-05-30,,,1.0084418058395386,1.020133638381958,1.0289027214050293,1.0391333818435669,1.0227646005153657,1.0528715771436692,
1984-05-31,,,1.0084418058395386,1.0142876386642456,1.025979721546173,1.0369411170482636,1.0227646005153657,1.0512639206647874,
1984-06-01,,,1.0084418058395386,1.011364722251892,1.023056721687317,1.0347488522529602,1.0227646005153657,1.0496562641859055,
1984-06-04,,,1.0084418058395386,1.0084418058395386,1.0201337218284607,1.0325565874576568,1.0230568957328798,1.0479024535417556,
1984-06-05,,,1.0084418058395386,1.0084418058395386,1.0172107219696045,1.0310950875282288,1.0230568957328798,1.0457101947069167,
1984-06-06,,,1.0084418058395386,1.0084418058395386,1.0142877221107482,1.0289028227329253,1.0230568957328798,1.0433717864751815,
1984-06-07,,,1.0084418058395386,1.0084418058395386,1.011364722251892,1.0267105579376221,1.0230568957328798,1.0410333782434464,
1984-06-08,,,1.0084418058395386,1.0084418058395386,1.0099032640457153,1.0245182931423187,1.0230568957328798,1.0386949700117112,
1984-06-11,,,1.0084418058395386,1.0084418058395386,1.0084418058395386,1.0223260283470155,1.0230568957328798,1.036356561779976,
1984-06-12,,,1.0084418058395386,1.0084418058395386,1.0084418058395386,1.0208645284175872,1.0230568957328798,1.03445661008358,
1984-06-13,,,1.0084418058395386,1.0084418058395386,1.0084418058395386,1.018672263622284,1.0230568957328798,1.0325566583871841,
1984-06-14,,,0.9938270449638368,1.0055188536643982,1.0069803297519684,1.0164800256490707,1.0227646005153657,1.0305105590820312,
1984-06-15,,,0.9938270449638368,1.0025959014892578,1.0055188536643982,1.0142877876758576,1.0224723052978517,1.0287567549943923,
1984-06-18,,,0.9938270449638368,0.9996729493141174,1.0040573775768282,1.0120955497026443,1.0221800100803378,1.027733702659607,
1984-06-19,,,0.9938270449638368,0.996749997138977,1.002595901489258,1.0099033117294312,1.0218877148628236,1.0268567985296249,
1984-06-20,,,0.9938270449638368,0.9938270449638368,1.0011344254016878,1.007711073756218,1.0218877148628236,1.025979894399643,
1984-06-21,,,0.9938270449638368,0.9938270449638368,0.9996729493141177,1.0055188357830047,1.0218877148628236,1.025102990269661,
1984-06-22,,,0.9792107939720154,0.9909037947654724,0.9967498481273653,1.0033265560865403,1.0215953898429873,1.0240799236297606,
1984-06-25,,,0.9792107939720154,0.9879805445671082,0.993826746940613,1.0011342763900757,1.0213030648231507,1.0230568569898606,
1984-06-26,,,0.9938270449638368,0.9879805445671084,0.9923652708530428,1.0004035383462906,1.0210107696056367,1.022618409395218,
1984-06-27,,,0.9938270449638368,0.9879805445671082,0.9909037947654726,0.9996728003025055,1.0210107696056367,1.0221799618005754,
1984-06-28,,,0.9792107939720154,0.9850572943687439,0.9894421696662905,0.9982112497091293,1.0207184445858004,1.0215953516960143,
1984-06-29,,,0.9938270449638368,0.9879805445671082,0.9894421696662903,0.9974805116653442,1.0207184445858004,1.0210107511281967,
1984-07-02,,,0.9938270449638368,0.9909037947654724,0.9894421696662903,0.9967497736215591,1.0207184445858004,1.020572303533554,
1984-07-03,,,0.9938270449638368,0.9909037947654726,0.9894421696662903,0.9960190355777743,1.0204261493682862,1.0201338559389115,
1984-07-04,,,0.9938270449638368,0.9909037947654726,0.9894421696662903,0.9952882975339892,1.019841562509537,1.0196954083442689,
1984-07-05,,,0.9938270449638368,0.9938270449638368,0.9894421696662903,0.9945575594902041,1.0186723613739015,1.019110807776451,
1984-07-06,,,0.9938270449638368,0.9938270449638368,0.9909037947654724,0.993826821446419,1.017503160238266,1.0183800625801087,
1984-07-09,,,0.9938270449638368,0.9938270449638368,0.9923654198646545,0.9930960834026339,1.0163339591026308,1.0176493173837662,
1984-07-10,,,0.9938270449638368,0.9938270449638368,0.9923654198646545,0.9923653453588488,1.0151647579669953,1.0170647168159486,
1984-07-11,,,0.9938270449638368,0.9938270449638368,0.9923654198646545,0.9916346073150637,1.0139955568313601,1.0164801162481307,
1984-07-12,,,0.9938270449638368,0.9938270449638368,0.9938270449638368,0.9916346073150637,1.0128263556957247,1.015895515680313,
1984-07-13,,,0.9938270449638368,0.9938270449638368,0.9938270449638368,0.9916346073150637,1.0116571545600892,1.0153109151124955,
1984-07-16,,,1.0522871017456057,1.0055190563201906,0.9996730506420137,0.9945576101541521,1.0116571545600892,1.0153109151124955,
1984-07-17,,,1.0522871017456057,1.0172110676765445,1.0055190563201906,0.9974806129932405,1.0119494605064394,1.0153109151124955,
1984-07-18,,,1.0522871017456057,1.0289030790328983,1.0113650619983674,1.000403615832329,1.0119494605064394,1.0153109151124955,
1984-07-19,,,1.0522871017456057,1.040595090389252,1.0172110676765445,1.0033266186714174,1.0119494605064392,1.0153109151124955,
1984-07-20,,,0.9938270449638368,1.0405950903892518,1.0172110676765445,1.0040574312210084,1.0107802593708037,1.0147263145446779,
1984-07-23,,,0.9938270449638368,1.0289030790328981,1.0172110676765445,1.0047882437705995,1.0096110582351685,1.0141417139768603,
1984-07-24,,,0.9938270449638368,1.0172110676765445,1.0172110676765445,1.0047882437705995,1.0087341630458833,1.0138494205474855,
1984-07-25,,,0.9938270449638368,1.0055190563201903,1.0172110676765445,1.0047882437705995,1.0075649619102478,1.0137032729387285,
1984-07-26,,,0.971903920173645,0.9894424200057983,1.015018755197525,1.004422900080681,1.0062496042251587,1.0133378940820696,
1984-07-27,,,1.0011324882507324,0.9909035086631774,1.0157492995262145,1.0047881722450258,1.0055188179016112,1.0132648009061815,
1984-07-30,,,1.0230563879013062,0.9967493772506714,1.0128262281417846,1.0062496393918992,1.0052265095710755,1.013410946726799,
1984-07-31,,,1.0230563879013062,1.0025952458381653,1.0099031567573546,1.0077111065387725,1.0049342012405396,1.013410946726799,
1984-08-01,,,0.9938270449638368,1.0025952458381653,1.0040571510791778,1.0077111065387725,1.0040573060512543,1.0131186532974246,
1984-08-02,,,0.9792107939720154,1.0040566205978394,0.9967495203018188,1.0069802939891814,1.0028880858421325,1.0126801973581316,
1984-08-03,,,1.0230563879013062,1.008441400527954,0.9996724545955658,1.008441761136055,1.0028880858421325,1.0126801973581316,
1984-08-06,,,0.9938270449638368,1.0025955319404605,0.999672454595566,1.008441761136055,1.0023034989833832,1.0125340497493744,
1984-08-07,,,1.0376718044281006,1.005518615245819,1.0040569305419922,1.010633999109268,1.0028880989551545,1.01282634973526,
1984-08-08,,,1.0522871017456057,1.017210626602173,1.0099029362201692,1.0135570019483566,1.0037650048732758,1.0132648026943207,
1984-08-09,,,1.0376718044281006,1.0289028286933901,1.0164797246456148,1.0157492399215697,1.004349604845047,1.0135571026802064,
1984-08-10,,,1.081517457962036,1.040595042705536,1.024518221616745,1.0201337605714798,1.0058111178874969,1.0142878592014315,
1984-08-13,,,1.074209451675415,1.0566715240478515,1.029633527994156,1.0212298780679703,1.0071264708042145,1.0150916832685473,
1984-08-14,,,1.0669015645980835,1.062517476081848,1.0340180456638337,1.0219606012105942,1.0082956659793854,1.0156762808561326,
1984-08-15,,,1.1107468605041504,1.0742094278335572,1.045710027217865,1.0248835891485215,1.0103417670726775,1.0166993314027788,
1984-08-16,,,1.081517457962036,1.082978558540344,1.0559406936168672,1.026345106959343,1.0118032801151275,1.0174300879240037,
1984-08-17,,,1.0669015645980835,1.0800553798675536,1.0603252112865449,1.0299988329410552,1.0129724752902984,1.0180146855115892,
1984-08-20,,,1.1107468605041504,1.0873628616333009,1.072017192840576,1.035844823718071,1.0150185763835906,1.0190377360582352,
1984-08-21,,,1.0669015645980835,1.0873628616333009,1.0749401688575744,1.0394985496997833,1.0161877715587615,1.0196223336458208,
1984-08-22,,,1.1107468605041504,1.0873628616333009,1.0807861447334288,1.045344540476799,1.018233872652054,1.020645384192467,
1984-08-23,,,1.1107468605041504,1.0932087421417236,1.0880936503410337,1.0522866874933243,1.02057226896286,1.021668434739113,
1984-08-24,,,1.081517457962036,1.0961319208145142,1.088093650341034,1.0563059359788896,1.0223260772228242,1.022399191260338,
1984-08-27,,,1.1253619194030762,1.0990549325942993,1.0932088971138,1.061421212553978,1.0249567747116088,1.0235683923959733,1.0516658198833466
1984-08-28,,,1.1253619194030762,1.1107470035552978,1.0990549325942993,1.0665364891290665,1.0275874722003937,1.0247375935316088,1.0518850421905517
1984-08-29,,,1.1253619194030762,1.113670015335083,1.100516438484192,1.0731132328510284,1.0302181696891786,1.0260529422760012,1.0520311903953552
1984-08-30,,,1.081517457962036,1.1078241348266602,1.100516438484192,1.0782285660505295,1.0319719779491425,1.026929846405983,1.0519581162929534
1984-08-31,,,1.1034399271011353,1.11220862865448,1.104170274734497,1.0822477430105208,1.0344565606117249,1.0280259752273562,1.0517754298448563
1984-09-03,55.62262000806944,A,1.1034399271011353,1.1078242301940917,1.1034395813941955,1.087728387117386,1.0369411432743072,1.029122104048729,1.0519581216573715
1984-09-04,55.60579570320076,A,1.081517457962036,1.0990553379058838,1.104901170730591,1.0899206697940826,1.0386949515342712,1.029852860569954,1.0518850475549697
1984-09-05,55.59416080868726,A,1.0961322784423828,1.093209409713745,1.103439712524414,1.0921129286289215,1.0407410562038422,1.0308759129047393,1.0518850475549697
1984-09-06,55.596189929493015,A,1.0961322784423828,1.0961323738098145,1.1019782543182373,1.0950359523296356,1.0430794858932495,1.0318989652395247,1.0518850475549697
1984-09-07,55.58672270276935,P,1.081517457962036,1.0917478799819944,1.1019782543182373,1.0950359523296356,1.0448332941532135,1.0327758693695068,1.0518850475549697
1984-09-10,55.58294982575725,P,1.1034399271011353,1.0917478799819944,1.0997860550880432,1.0964974761009216,1.0470255517959595,1.0338719981908797,1.052067739367485
1984-09-11,55.58867617342141,P,1.1034399271011353,1.0961323738098145,1.097593855857849,1.0983243942260743,1.0492178094387055,1.0348219794034959,1.0523235034942626
1984-09-12,55.59548451491279,A,1.1253619194030762,1.1019783020019531,1.097593855857849,1.0990551471710206,1.0518485069274903,1.0358450347185135,1.05268887758255
1984-09-13,55.5887081255828,A,1.081517457962036,1.0990553379058838,1.097593855857849,1.0990551471710206,1.0536023151874543,1.0361373382806778,1.0527619570493698
1984-09-14,55.59623872702526,A,1.1107468605041504,1.1049012184143066,1.0983245491981506,1.1012474119663238,1.0559407114982604,1.0367219358682633,1.0529811835289002
1984-09-17,55.601754987739405,A,1.1326693296432495,1.1107470989227295,1.101247489452362,1.102343535423279,1.0587175571918488,1.0375257581472397,1.053310022354126
1984-09-18,55.62992359026182,A,1.2130529880523682,1.132669711112976,1.1144010424613953,1.109651106595993,1.0631020760536194,1.0391334170103073,1.0539677000045777
1984-09-19,55.655311945776305,A,1.2276676893234253,1.153130865097046,1.1275545835494996,1.1154971480369569,1.067778888940811,1.0408872228860855,1.0546984511613846
1984-09-20,55.677243554518476,A,1.1692074537277222,1.170668864250183,1.1348621010780335,1.1184201776981353,1.071286497116089,1.0420564264059067,1.055136901140213
1984-09-21,55.69308125250716,A,1.1765142679214478,1.1838223457336425,1.1443617820739747,1.123170018196106,1.0749402415752412,1.043298698067665,1.05561188519001
1984-09-24,55.70944718297161,A,1.2130529880523682,1.1998990774154663,1.155323088169098,1.1275545716285706,1.0781555593013763,1.0449063569307326,1.0562695628404617
1984-09-25,55.688191466161705,A,1.1838228702545166,1.194053053855896,1.163361382484436,1.1304776191711425,1.0807862746715546,1.046367867588997,1.0567080157995223
1984-09-26,55.664717885222096,A,1.1838228702545166,1.1852840900421142,1.16920747756958,1.1334006667137146,1.0834169900417328,1.047683225274086,1.057146468758583
1984-09-27,55.66242749062942,A,1.1838228702545166,1.188207173347473,1.179438018798828,1.1385159373283387,1.086047705411911,1.048998582959175,1.0575849217176438
1984-09-28,55.65256985820809,A,1.1692074537277222,1.186745810508728,1.1852840781211853,1.141804313659668,1.0895553135871887,1.0501677864789962,1.0578772246837616
1984-10-01,55.61651175894449,A,1.0961322784423828,1.163361668586731,1.1816303730010986,1.1414389312267303,1.0916014182567597,1.050606238245964,1.0578041517734527
1984-10-02,55.60795251349787,A,1.1545920372009275,1.1575155019760133,1.1757842779159546,1.1450926601886748,1.0948167181015014,1.0517754405736923,1.057950302362442
1984-10-03,55.58425082009642,P,1.0961322784423828,1.1399773836135865,1.1626307368278503,1.1450926601886748,1.0968628227710724,1.05221389234066,1.0578041541576386
1984-10-04,55.557749082430355,P,1.0961322784423828,1.1224392652511597,1.1553232192993164,1.1450926601886748,1.0993473899364472,1.0527984970808029,1.0578041541576386
1984-10-05,55.53618010671741,P,1.0961322784423828,1.1078242301940917,1.14728502035141,1.1458234012126922,1.1012473857402802,1.0533831018209456,1.0577310812473297
1984-10-08,55.5387612511749,P,1.0961322784423828,1.1078242301940917,1.1355929493904113,1.1454580187797547,1.1027089035511017,1.0539677065610886,1.0576580083370208
1984-10-09,55.52821942567709,P,1.1107468605041504,1.0990551948547362,1.1282853484153748,1.1458233654499055,1.1044627130031586,1.054698457121849,1.0575849330425262
1984-10-10,55.539754589166414,P,1.1107468605041504,1.1019781112670899,1.1209777474403382,1.1450926125049592,1.106801109313965,1.0554292076826095,1.0575849330425262
1984-10-11,55.54405934288214,P,1.0961322784423828,1.1019781112670899,1.1122086882591247,1.1458233535289764,1.1091395390033723,1.0560138124227523,1.0574387848377227
1984-10-12,55.537490911396056,P,1.0669015645980835,1.09613196849823,1.101978099346161,1.1436310887336731,1.1100164425373078,1.05645226418972,1.0569272553920745
1984-10-15,55.5503276780164,P,1.1253619194030762,1.1019778966903686,1.1049010634422303,1.1432657182216643,1.1126471400260924,1.057475319504738,1.0567811048030853
