Date,GRADE,GPS,EXC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.6312385201454163,,,,,,
1983-11-22,,,0.6262289881706238,,,,,,
1983-11-23,,,0.6262289881706238,,,,,,
1983-11-24,,,0.6262289881706238,,,,,,
1983-11-25,,,0.6262289881706238,0.6272308945655822,,,,,
1983-11-28,,,0.6162090301513672,0.6242249965667724,,,,,
1983-11-29,,,0.6212190389633179,0.6232230067253113,,,,,
1983-11-30,,,0.6011798977851868,0.6182131886482238,,,,,
1983-12-01,,,0.5861503481864929,0.6101974606513977,,,,,
1983-12-02,,,0.5711209177970886,0.5991758465766907,0.6132033705711365,,,,
1983-12-05,,,0.5711209177970886,0.590158224105835,0.6071916103363038,,,,
1983-12-06,,,0.5811401605606079,0.582142448425293,0.6026827275753022,,,,
1983-12-07,,,0.5861503481864929,0.5791365385055542,0.598674863576889,,,,
1983-12-08,,,0.5861503481864929,0.5791365385055542,0.5946669995784759,,,,
1983-12-09,,,0.5911598205566406,0.5831443190574646,0.5911600828170777,,,,
1983-12-12,,,0.6011798977851868,0.5891561150550843,0.5896571695804596,,,,
1983-12-13,,,0.6061894297599792,0.5941659688949585,0.5881542086601257,,,,
1983-12-14,,,0.6061894297599792,0.5981737852096558,0.588655161857605,,,,
1983-12-15,,,0.6011798977851868,0.6011796951293945,0.5901581168174743,,,,
1983-12-16,,,0.5611010193824768,0.5951679348945618,0.5891561269760132,0.6011797487735748,,,
1983-12-19,,,0.5761303901672363,0.5901580333709717,0.5896570742130279,0.5984243422746658,,,
1983-12-20,,,0.5761303901672363,0.5841462254524231,0.5891560971736908,0.5959194123744964,,,
1983-12-21,,,0.5661107301712036,0.576130485534668,0.5871521353721618,0.5929134994745254,,,
1983-12-22,,,0.5560911893844604,0.5671127438545227,0.5841462194919587,0.5894066095352173,,,
1983-12-23,,,0.5611010193824768,0.5671127438545227,0.5811403393745422,0.5861502110958099,,,
1983-12-26,,,0.5611010193824768,0.5641068696975708,0.5771324515342713,0.5833948105573654,,,
1983-12-27,,,0.5811401605606079,0.5651088237762452,0.5746275246143341,0.5813908666372299,,,
1983-12-28,,,0.5711209177970886,0.5661108613014221,0.5711206734180451,0.579887917637825,,,
1983-12-29,,,0.5711209177970886,0.5691168069839477,0.5681147754192353,0.5791364461183548,,,
1983-12-30,,,0.5761303901672363,0.5721226811408997,0.5696177124977112,0.5793869197368622,,,
1984-01-02,,,0.5761303901672363,0.5751285552978516,0.5696177124977112,0.5796373933553696,,,
1984-01-03,,,0.5711209177970886,0.5731247067451477,0.5691167652606964,0.5791364312171936,,,
1984-01-04,,,0.5811401605606079,0.5751285552978516,0.5706197082996368,0.5788859218358994,,,
1984-01-05,,,0.6362488269805908,0.588154137134552,0.5786354720592499,0.5813908457756043,,,
1984-01-06,,,0.6262289881706238,0.5981738567352295,0.5851482689380646,0.5831443041563034,,,
1984-01-09,,,0.6111992597579956,0.6051876306533813,0.5901580929756165,0.5836452722549439,,,
1984-01-10,,,0.6061894297599792,0.6122013330459595,0.5926630198955536,0.5836452722549439,,,
1984-01-11,,,0.5861503481864929,0.6132033705711365,0.594165962934494,0.5826433181762696,,,
1984-01-12,,,0.5911598205566406,0.6041855692863465,0.5961698532104492,0.5821423143148422,,,
1984-01-13,,,0.6061894297599792,0.6001776576042175,0.5991757571697235,0.5843967348337173,,,
1984-01-16,,,0.5861503481864929,0.595167875289917,0.6001777529716492,0.5848977327346802,,,
1984-01-17,,,0.5811401605606079,0.5901580214500427,0.6011796772480011,0.5851482212543487,,,
1984-01-18,,,0.5861503481864929,0.5901580214500427,0.6016806960105896,0.5861502021551133,,,
1984-01-19,,,0.5811401605606079,0.5881540894508361,0.5961698293685913,0.5874026507139206,,,
1984-01-20,,,0.5711209177970886,0.5811403870582581,0.5906590223312378,0.5879036456346511,,,
1984-01-23,,,0.5761303901672363,0.5791363954544068,0.5871521353721618,0.5886551141738892,,,
1984-01-24,,,0.5711209177970886,0.5771325469017029,0.5836452841758728,0.5881541520357132,,,
1984-01-25,,,0.5811401605606079,0.5761305093765259,0.5831442654132843,0.5886551141738892,,,
1984-01-26,,,0.5861503481864929,0.5771325469017029,0.5826433181762696,0.5894065856933594,,,
1984-01-27,,,0.5961700081825256,0.5821423649787902,0.5816413760185242,0.5904085665941239,0.5905588686466217,,
1984-01-30,,,0.5911598205566406,0.5851482510566711,0.5821423232555389,0.5911600381135941,0.5897572946548462,,
1984-01-31,,,0.6011798977851868,0.5911600470542908,0.5841462969779968,0.5926629871129989,0.5892563128471374,,
1984-02-01,,,0.6111992597579956,0.5971718668937683,0.586651188135147,0.5941659420728683,0.5889557182788849,,
1984-02-02,,,0.6212190389633179,0.6041856050491333,0.5906590759754181,0.5934144526720047,0.5888555192947388,,
1984-02-03,,,0.6162090301513672,0.6081934094429016,0.5951678872108459,0.5929134547710418,0.5886551201343536,,
1984-02-06,,,0.6061894297599792,0.6111993312835693,0.5981737911701203,0.5926629632711411,0.5884547281265259,,
1984-02-07,,,0.6111992597579956,0.6132032036781311,0.6021816253662109,0.5929134547710418,0.5882543325424194,,
1984-02-08,,,0.6061894297599792,0.6122012376785279,0.6046865522861481,0.5939154088497162,0.5883545231819153,,
1984-02-09,,,0.6061894297599792,0.6091953158378601,0.6066904604434967,0.5946668893098831,0.588755304813385,,
1984-02-10,,,0.5811401605606079,0.6021815419197083,0.6051874756813049,0.5934144258499146,0.5889556896686554,,
