Date,GRADE,GPS,NCLH,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2013-03-25,,,29.479999542236328,30.09000015258789,30.219000244140624,30.319000148773192,,,
2013-03-26,,,29.540000915527344,29.94600028991699,30.088000297546387,30.285500240325927,,,
2013-03-27,,,30.149999618530277,29.876000213623048,30.025000190734865,30.28000020980835,,,
2013-03-28,,,29.649999618530277,29.8,29.99000015258789,30.213500213623046,29.15900016784668,,
2013-03-29,,,29.649999618530277,29.693999862670903,29.973000144958498,30.146500205993654,29.25620014190674,,
2013-04-01,,,29.93000030517578,29.784000015258794,29.93700008392334,30.12050018310547,29.35900012969971,,
2013-04-02,,,29.920000076293945,29.859999847412116,29.90300006866455,30.11500015258789,29.418400115966797,,
2013-04-03,,,29.190000534057617,29.66800003051758,29.772000122070313,30.073500156402588,29.452400131225588,,
2013-04-04,,,29.270000457763672,29.592000198364257,29.69600009918213,30.022500133514406,29.490800132751463,,
2013-04-05,,,29.299999237060547,29.522000122070313,29.607999992370605,29.972500133514405,29.52980010986328,,
2013-04-08,,,29.989999771118164,29.53400001525879,29.65900001525879,29.939000129699707,29.574400100708008,,
2013-04-09,,,30.34000015258789,29.618000030517578,29.738999938964845,29.913500118255616,29.639000091552735,,
2013-04-10,,,30.530000686645508,29.886000061035155,29.77700004577637,29.901000118255617,29.723800086975096,,
2013-04-11,,,30.63999938964844,30.15999984741211,29.876000022888185,29.933000087738037,29.8092000579834,,
2013-04-12,,,30.5,30.4,29.961000061035158,29.967000102996828,29.866200065612794,,
2013-04-15,,,30.06999969482422,30.415999984741212,29.975,29.95600004196167,29.899400062561035,,
2013-04-16,,,30.0,30.34799995422363,29.982999992370605,29.943000030517577,29.928600044250487,,
2013-04-17,,,29.549999237060547,30.15199966430664,30.0189998626709,29.895499992370606,29.960000038146973,,
2013-04-18,,,29.34000015258789,29.891999816894533,30.02599983215332,29.860999965667723,29.99580005645752,,
2013-04-19,,,29.43000030517578,29.677999877929686,30.038999938964842,29.823499965667725,30.026200065612795,,
2013-04-22,,,29.3799991607666,29.539999771118165,29.977999877929687,29.818499946594237,30.06020004272461,,
2013-04-23,,,29.34000015258789,29.407999801635743,29.87799987792969,29.808499908447267,30.080600051879884,,
2013-04-24,,,28.899999618530277,29.277999877929688,29.714999771118165,29.745999908447267,30.08020004272461,,
2013-04-25,,,30.059999465942383,29.421999740600587,29.656999778747558,29.76649990081787,30.09640003204346,,
2013-04-26,,,30.38999938964844,29.613999557495116,29.645999717712403,29.80349988937378,30.098800010681153,,
2013-04-29,,,30.36000061035156,29.809999847412108,29.674999809265138,29.82499990463257,30.10060001373291,,
2013-04-30,,,31.01000022888184,30.1439998626709,29.77599983215332,29.879499912261963,30.097000007629394,,
2013-05-01,,,31.09000015258789,30.58199996948242,29.929999923706056,29.974499893188476,30.102800025939942,,
2013-05-02,,,31.36000061035156,30.842000198364257,30.131999969482422,30.07899990081787,30.120600051879883,,
2013-05-03,,,31.530000686645508,31.070000457763673,30.342000007629395,30.19049997329712,30.15140007019043,,
2013-05-06,,,31.81999969482422,31.362000274658204,30.586000061035158,30.28199996948242,30.172200050354004,,
2013-05-07,,,31.65999984741211,31.49200019836426,30.818000030517577,30.34799995422363,30.20120006561279,,
2013-05-08,,,31.899999618530277,31.654000091552735,31.118000030517578,30.416499900817872,30.23400005340576,,
2013-05-09,,,31.709999084472656,31.723999786376954,31.282999992370605,30.469999885559083,30.248600044250487,,
2013-05-10,,,31.01000022888184,31.61999969482422,31.34500007629395,30.495499897003175,30.249000053405762,,
2013-05-13,,,30.459999084472656,31.347999572753906,31.35499992370606,30.514999866485596,30.249200019836426,,
2013-05-14,,,30.76000022888184,31.16799964904785,31.329999923706055,30.552999877929686,30.26380001068115,,
2013-05-15,,,31.36000061035156,31.059999847412108,31.356999969482423,30.64349994659424,30.29060001373291,,
2013-05-16,,,31.420000076293945,31.002000045776366,31.362999916076667,30.74749994277954,30.313199996948242,,
2013-05-17,,,31.559999465942383,31.111999893188475,31.365999794006353,30.853999900817872,30.33840000152588,,
2013-05-20,,,32.029998779296875,31.42599983215332,31.386999702453615,30.986499881744386,30.365799980163573,,
2013-05-21,,,32.0,31.673999786376953,31.4209997177124,31.11949987411499,30.38879997253418,,
2013-05-22,,,31.799999237060547,31.76199951171875,31.41099967956543,31.264499855041503,30.40919994354248,,
2013-05-23,,,31.959999084472656,31.86999931335449,31.43599967956543,31.359499835968016,30.448399925231932,,
2013-05-24,,,32.150001525878906,31.987999725341798,31.549999809265138,31.44749994277954,30.494999961853026,,
2013-05-27,,,32.150001525878906,32.012000274658206,31.71900005340576,31.53699998855591,30.53219997406006,,
2013-05-28,,,31.75,31.9620002746582,31.818000030517577,31.573999977111818,30.56199996948242,,
2013-05-29,,,31.56999969482422,31.916000366210938,31.838999938964843,31.59799995422363,30.583399963378906,,
2013-05-30,,,30.81999969482422,31.68800048828125,31.778999900817873,31.570999908447266,30.59919994354248,,
2013-05-31,,,30.75,31.408000183105468,31.697999954223633,31.53199987411499,30.610599937438966,,
2013-06-03,,,31.350000381469727,31.247999954223634,31.630000114440918,31.508499908447266,30.647999954223632,,
2013-06-04,,,31.40999984741211,31.179999923706056,31.57100009918213,31.495999908447267,30.68539993286133,,
2013-06-05,,,30.850000381469727,31.036000061035157,31.476000213623045,31.443499946594237,30.699399948120117,,
2013-06-06,,,30.790000915527344,31.030000305175783,31.359000396728515,31.397500038146973,30.722199974060057,29.94060007095337,
2013-06-07,,,31.239999771118164,31.128000259399414,31.268000221252443,31.40900001525879,30.753999977111818,30.005100059509278,
2013-06-10,,,31.170000076293945,31.092000198364257,31.170000076293945,31.444500064849855,30.77879997253418,30.068900051116945,
2013-06-11,,,31.649999618530277,31.14000015258789,31.160000038146972,31.489000034332275,30.813399963378906,30.11590003967285,
2013-06-12,,,31.11000061035156,31.19200019836426,31.114000129699708,31.476500034332275,30.851799964904785,30.152100048065186,
2013-06-13,,,31.07999992370605,31.25,31.140000152587884,31.45950002670288,30.887999954223634,30.18940004348755,
2013-06-14,,,31.280000686645508,31.25800018310547,31.19300022125244,31.445500087738036,30.92759998321533,30.228700046539306,
2013-06-17,,,31.190000534057617,31.262000274658202,31.17700023651123,31.403500175476076,30.951599998474123,30.263000049591064,
2013-06-18,,,31.549999237060547,31.24200019836426,31.191000175476074,31.381000137329103,30.975799980163575,30.307400035858155,
2013-06-19,,,31.299999237060547,31.279999923706054,31.236000061035156,31.3560001373291,30.991199951171875,30.357500019073488,
2013-06-20,,,31.280000686645508,31.320000076293944,31.285000038146972,31.322000217437743,31.003999977111818,30.406600017547607,
2013-06-21,,,29.71999931335449,31.00799980163574,31.132999992370607,31.200500106811525,30.988399963378907,30.42730001449585,
2013-06-24,,,28.270000457763672,30.423999786376953,30.84300003051758,31.006500053405762,30.952399978637697,30.425900020599364,
2013-06-25,,,28.76000022888184,29.86599998474121,30.55400009155273,30.857000064849853,30.92759998321533,30.42810001373291,
2013-06-26,,,29.43000030517578,29.49200019836426,30.386000061035155,30.750000095367433,30.925200004577636,30.442600021362306,
2013-06-27,,,30.030000686645508,29.24200019836426,30.2810001373291,30.710500144958495,30.939000015258788,30.467400035858155,
2013-06-28,,,30.309999465942383,29.360000228881837,30.18400001525879,30.688500118255615,30.956599998474122,30.491400032043458,
2013-07-01,,,30.950000762939453,29.89600028991699,30.160000038146972,30.6685001373291,30.98800003051758,30.524100036621093,
2013-07-02,,,30.479999542236328,30.24000015258789,30.053000068664552,30.62200012207031,31.010800018310547,30.545700035095216,
2013-07-03,,,30.59000015258789,30.472000122070312,29.982000160217286,30.60900011062622,31.0446000289917,30.562400035858154,
2013-07-04,,,30.59000015258789,30.584000015258788,29.913000106811523,30.59900007247925,31.05520004272461,30.575800037384035,
2013-07-05,,,31.649999618530277,30.852000045776368,30.1060001373291,30.619500064849852,31.080400047302245,30.5896000289917,
2013-07-08,,,31.790000915527344,31.020000076293947,30.45800018310547,30.650500106811524,31.10900005340576,30.604800033569337,
2013-07-09,,,31.76000022888184,31.276000213623046,30.758000183105473,30.6560001373291,31.124000053405762,30.610500030517578,
2013-07-10,,,31.5,31.45800018310547,30.965000152587898,30.675500106811523,31.132200050354005,30.61750003814697,
2013-07-11,,,31.43000030517578,31.626000213623048,31.105000114440923,30.69300012588501,31.13360004425049,30.627100048065184,
2013-07-12,,,31.530000686645508,31.602000427246093,31.227000236511238,30.70550012588501,31.13360004425049,30.64250005722046,
2013-07-15,,,31.3799991607666,31.520000076293947,31.27000007629395,30.715000057220458,31.124800033569336,30.648500041961668,
2013-07-16,,,31.399999618530277,31.447999954223633,31.362000083923345,30.707500076293947,31.119600028991698,30.660400047302247,
2013-07-17,,,31.350000381469727,31.41800003051758,31.43800010681153,30.710000133514406,31.108600044250487,30.671300048828126,
2013-07-18,,,31.3700008392334,31.4060001373291,31.51600017547608,30.714500141143798,31.101800079345704,30.675200061798094,
2013-07-19,,,31.200000762939453,31.34000015258789,31.471000289916994,30.788500213623045,31.105600090026854,30.67730007171631,
2013-07-22,,,31.299999237060547,31.32400016784668,31.422000122070312,30.940000152587892,31.122400093078614,30.68580005645752,
2013-07-23,,,31.1299991607666,31.270000076293947,31.35900001525879,31.05850009918213,31.129800071716307,30.69680004119873,
2013-07-24,,,30.71999931335449,31.1439998626709,31.28099994659424,31.123000049591063,31.11700004577637,30.70380002975464,
2013-07-25,,,30.270000457763672,30.923999786376953,31.164999961853027,31.135000038146973,31.09400005340576,30.703600025177003,
2013-07-26,,,30.96999931335449,30.87799949645996,31.108999824523927,31.16800003051758,31.082200050354004,30.71030002593994,
2013-07-29,,,30.26000022888184,30.66999969482422,30.99699993133545,31.133500003814696,31.046800079345704,30.70630002975464,
2013-07-30,,,29.76000022888184,30.395999908447266,30.832999992370606,31.097500038146972,31.00200008392334,30.69540002822876,
2013-07-31,,,30.309999465942383,30.313999938964844,30.728999900817872,31.0835000038147,30.972200088500976,30.69070001602173,
2013-08-01,,,30.25,30.309999847412108,30.61699981689453,31.066499996185303,30.938000106811522,30.693200016021727,
2013-08-02,,,30.59000015258789,30.23400001525879,30.555999755859375,31.013500022888184,30.906800079345704,30.700900020599367,
2013-08-05,,,30.739999771118164,30.329999923706055,30.499999809265137,30.960999965667725,30.87860004425049,30.705400009155273,
2013-08-06,,,30.26000022888184,30.429999923706056,30.41299991607666,30.885999965667725,30.848800048828124,30.705400009155273,
2013-08-07,,,30.18000030517578,30.404000091552735,30.35900001525879,30.819999980926514,30.821000061035157,30.70220001220703,
2013-08-08,,,30.049999237060547,30.363999938964845,30.336999893188477,30.750999927520752,30.805600051879882,30.702399997711183,
2013-08-09,,,31.020000457763672,30.45,30.342000007629395,30.72549991607666,30.811000061035156,30.71079999923706,
2013-08-12,,,31.600000381469727,30.62200012207031,30.476000022888183,30.736499977111816,30.816000061035155,30.732000007629395,
2013-08-13,,,32.220001220703125,31.01400032043457,30.722000122070312,30.777500057220458,30.832200088500976,30.758800010681153,
2013-08-14,,,32.439998626708984,31.46599998474121,30.935000038146974,30.83199996948242,30.86400005340576,30.78170000076294,
2013-08-15,,,32.790000915527344,32.01400032043457,31.189000129699707,30.90299997329712,30.904000053405763,30.81310001373291,
2013-08-16,,,31.96999931335449,32.204000091552736,31.327000045776366,30.94149990081787,30.91860004425049,30.836300010681153,
2013-08-19,,,31.459999084472656,32.17599983215332,31.398999977111817,30.949499893188477,30.924400024414062,30.85159999847412,
2013-08-20,,,31.459999084472656,32.02399940490723,31.5189998626709,30.96599988937378,30.92060001373291,30.866999988555907,
2013-08-21,,,31.799999237060547,31.89599952697754,31.680999755859375,31.01999988555908,30.93439998626709,30.893099975585937,
2013-08-22,,,32.41999816894531,31.82199897766113,31.91799964904785,31.127499771118163,30.961199951171874,30.924599952697754,
2013-08-23,,,31.780000686645508,31.783999252319337,31.993999671936034,31.167999839782716,30.971199951171876,30.949399967193603,
2013-08-26,,,31.690000534057617,31.82999954223633,32.00299968719482,31.239499855041505,30.981199951171874,30.966399974823,
2013-08-27,,,31.209999084472656,31.77999954223633,31.901999473571777,31.311999797821045,30.974399948120116,30.975099964141847,
2013-08-28,,,31.100000381469727,31.639999771118163,31.76799964904785,31.351499843597413,30.9703999710083,30.98079996109009,
2013-08-29,,,31.209999084472656,31.397999954223632,31.609999465942384,31.399499797821044,30.968999938964842,30.98649995803833,
2013-08-30,,,31.09000015258789,31.25999984741211,31.521999549865722,31.424499797821046,30.99639995574951,30.99239995956421,
2013-09-02,,,31.09000015258789,31.139999771118163,31.484999656677246,31.44199981689453,31.052799949645998,31.002599964141847,
2013-09-03,,,31.459999084472656,31.189999771118163,31.484999656677246,31.50199975967407,31.106799926757812,31.017199954986573,
2013-09-04,,,31.15999984741211,31.20199966430664,31.4209997177124,31.55099973678589,31.141399917602538,31.033299961090087,
2013-09-05,,,31.149999618530277,31.189999771118163,31.293999862670898,31.605999755859376,31.163799896240235,31.051399955749513,
2013-09-06,,,31.309999465942383,31.23399963378906,31.246999740600586,31.620499706268312,31.183799896240235,31.070199947357178,
2013-09-09,,,31.190000534057617,31.253999710083008,31.196999740600585,31.599999713897706,31.188599891662598,31.088299961090087,
2013-09-10,,,31.75,31.311999893188478,31.25099983215332,31.576499652862548,31.21399990081787,31.112399959564208,
2013-09-11,,,31.799999237060547,31.439999771118163,31.320999717712404,31.544499683380128,31.238199882507324,31.141399955749513,
2013-09-12,,,31.8799991607666,31.58599967956543,31.387999725341796,31.49899959564209,31.2639998626709,31.159599952697754,
2013-09-13,,,32.56999969482422,31.837999725341795,31.53599967956543,31.528999614715577,31.282399864196776,31.181399955749512,
2013-09-16,,,32.29999923706055,32.05999946594238,31.656999588012695,31.57099962234497,31.29259983062744,31.2007999420166,
2013-09-17,,,33.18000030517578,32.345999526977536,31.828999710083007,31.65699968338013,31.32099983215332,31.222499942779542,
2013-09-18,,,33.060001373291016,32.59799995422363,32.018999862670896,31.71999979019165,31.35219985961914,31.24219995498657,
2013-09-19,,,33.189998626708984,32.85999984741211,32.22299976348877,31.758499813079833,31.387399826049805,31.260499935150147,
2013-09-20,,,33.04999923706055,32.955999755859374,32.396999740600585,31.821999740600585,31.417799797058105,31.275699920654297,
2013-09-23,,,32.84000015258789,33.06399993896484,32.56199970245361,31.8794997215271,31.446999816894532,31.285899925231934,
2013-09-24,,,31.940000534057617,32.81599998474121,32.580999755859374,31.915999794006346,31.45779983520508,31.28869993209839,
2013-09-25,,,31.649999618530277,32.533999633789065,32.565999794006345,31.943499755859374,31.46379981994629,31.286199932098388,
2013-09-26,,,31.270000457763672,32.15,32.50499992370605,31.946499824523926,31.461799812316894,31.2817999458313,
2013-09-27,,,31.020000457763672,31.744000244140626,32.35,31.942999839782715,31.45819980621338,31.281899948120117,
2013-09-30,,,30.850000381469727,31.346000289916994,32.20500011444092,31.930999851226808,31.449199829101563,31.28579996109009,
2013-10-01,,,30.82999992370605,31.12400016784668,31.970000076293946,31.899499893188477,31.44319984436035,31.28649995803833,
2013-10-02,,,31.34000015258789,31.062000274658203,31.797999954223634,31.908499908447265,31.455599861145018,31.286299953460695,
2013-10-03,,,30.540000915527344,30.916000366210938,31.533000183105468,31.87799997329712,31.46099987030029,31.277499961853028,
2013-10-04,,,31.25,30.9620002746582,31.353000259399415,31.875,31.466599884033204,31.274399967193602,
2013-10-07,,,30.850000381469727,30.9620002746582,31.154000282287598,31.857999992370605,31.47839988708496,31.26259998321533,
2013-10-08,,,30.200000762939453,30.836000442504883,30.980000305175782,31.78050003051758,31.487199897766114,31.244599990844726,
2013-10-09,,,30.31999969482422,30.632000350952147,30.847000312805175,31.70650005340576,31.48739990234375,31.229799995422365,
2013-10-10,,,30.88999938964844,30.702000045776366,30.80900020599365,31.657000064849854,31.50019989013672,31.21909999847412,
2013-10-11,,,30.739999771118164,30.6,30.7810001373291,31.56550006866455,31.503199882507325,31.204999980926512,
2013-10-14,,,30.479999542236328,30.52599983215332,30.744000053405763,31.47450008392334,31.497999877929686,31.188299961090088,
2013-10-15,,,30.15999984741211,30.51799964904785,30.677000045776367,31.323500061035155,31.49599987030029,31.17239995956421,
2013-10-16,,,29.93000030517578,30.439999771118163,30.536000061035157,31.167000007629394,31.490999870300293,31.155999965667725,
2013-10-17,,,29.809999465942383,30.223999786376954,30.46299991607666,30.998000049591063,31.48619987487793,31.145899963378906,
2013-10-18,,,30.059999465942383,30.087999725341795,30.3439998626709,30.848500061035157,31.466999855041504,31.13899995803833,
2013-10-21,,,31.21999931335449,30.23599967956543,30.380999755859374,30.767500019073488,31.4593998336792,31.137699947357177,
2013-10-22,,,31.989999771118164,30.60199966430664,30.559999656677245,30.769999980926514,31.4547998046875,31.14349994659424,
2013-10-23,,,32.349998474121094,31.085999298095704,30.762999534606934,30.804999923706056,31.45299980163574,31.15849992752075,
2013-10-24,,,32.869998931884766,31.69799919128418,30.960999488830566,30.88499984741211,31.45459976196289,31.179299907684324,30.55994998931885
2013-10-25,,,32.439998626708984,32.1739990234375,31.13099937438965,30.955999755859374,31.46399974822998,31.191299896240235,30.598199977874756
2013-10-28,,,32.060001373291016,32.3419994354248,31.288999557495117,31.01649980545044,31.47599979400635,31.200199909210205,30.634549980163573
2013-10-29,,,32.22999954223633,32.38999938964844,31.49599952697754,31.086499786376955,31.49139980316162,31.205999908447264,30.66094997406006
2013-10-30,,,32.119998931884766,32.34399948120117,31.714999389648437,31.125499725341797,31.497799797058107,31.216099891662598,30.68409996986389
2013-10-31,75.50986320612391,A,32.02000045776367,32.17399978637695,31.935999488830568,31.199499702453615,31.489799842834472,31.225499897003175,30.70744997024536
2013-11-01,75.02479393432907,A,32.279998779296875,32.14199981689453,32.157999420166014,31.250999641418456,31.4997998046875,31.235499877929687,30.732099962234496
2013-11-04,74.97929993390234,A,32.720001220703125,32.273999786376955,32.30799961090088,31.34449968338013,31.52039981842041,31.25079988479614,30.756899967193604
2013-11-05,74.64928955082594,A,31.86000061035156,32.2,32.29499969482422,31.42749967575073,31.53339984893799,31.253899898529053,30.780649967193604
2013-11-06,74.65043625049945,A,32.2400016784668,32.22400054931641,32.28400001525879,31.523499774932862,31.55619987487793,31.263299922943116,30.8103999710083
2013-11-07,74.23583916997607,A,31.309999465942383,32.08200035095215,32.12800006866455,31.544499778747557,31.558199882507324,31.263599910736083,30.835099964141847
2013-11-08,73.7716077017992,P,31.420000076293945,31.910000610351563,32.02600021362305,31.578499794006348,31.564799880981447,31.28059991836548,30.853949966430665
2013-11-11,73.4811673400842,P,32.099998474121094,31.786000061035157,32.02999992370606,31.659499740600587,31.58499984741211,31.318899898529054,30.87239995956421
2013-11-12,73.6263659482348,P,31.96999931335449,31.80799980163574,32.003999900817874,31.749999713897704,31.595199851989747,31.350999889373778,30.889549951553345
2013-11-13,73.59939554283721,P,32.09000015258789,31.777999496459962,32.001000022888185,31.85799970626831,31.613799858093262,31.3775998878479,30.9100999546051
2013-11-14,74.13749368253862,P,31.90999984741211,31.897999572753907,31.989999961853027,31.962999725341795,31.6289998626709,31.396399879455565,30.93189995765686
2013-11-15,75.01960095088278,A,33.06999969482422,32.22799949645996,32.06900005340576,32.11349973678589,31.664199867248534,31.423999881744386,30.957699956893922
2013-11-18,75.36470712411621,A,33.130001068115234,32.43400001525879,32.11000003814697,32.20899982452393,31.702999877929688,31.44579988479614,30.98494996070862
2013-11-19,75.58842497279635,A,32.869998931884766,32.613999938964845,32.21099987030029,32.252999782562256,31.725399856567382,31.469699878692627,31.00769995689392
2013-11-20,75.61465478848923,A,32.75,32.74599990844727,32.261999702453615,32.2729998588562,31.74439987182617,31.49129987716675,31.02684995651245
2013-11-21,75.8461486338398,A,33.20000076293945,33.00400009155273,32.45099983215332,32.28949995040894,31.77079990386963,31.517399883270265,31.04659996032715
2013-11-22,75.52267075754308,A,33.56999969482422,33.104000091552734,32.665999794006346,32.346000003814694,31.79079990386963,31.536599884033205,31.063099956512453
2013-11-25,75.34959117098367,A,33.54999923706055,33.1879997253418,32.81099987030029,32.420499897003175,31.815799903869628,31.554199867248535,31.079499950408934
2013-11-26,75.42950334314304,A,33.9900016784668,33.412000274658205,33.013000106811525,32.508500003814696,31.83199993133545,31.576499881744386,31.09349995613098
2013-11-27,75.89459902419757,A,34.36000061035156,33.73400039672852,33.24000015258789,32.62050008773804,31.85799991607666,31.6050998878479,31.111299962997435
2013-11-28,76.05929721308972,A,34.36000061035156,33.966000366210935,33.48500022888184,32.73750009536743,31.88139995574951,31.634399890899658,31.130749969482423
2013-11-29,76.07121722883274,A,34.099998474121094,34.072000122070314,33.58800010681152,32.82850008010864,31.902399940490724,31.660099868774413,31.151299962997438
2013-12-02,76.09700537932605,A,34.119998931884766,34.18600006103516,33.68699989318848,32.898499965667725,31.92799991607666,31.687499866485595,31.16799995422363
2013-12-03,75.7942020835086,A,33.54999923706055,34.097999572753906,33.75499992370605,32.982999897003175,31.960199890136717,31.708999862670897,31.184699954986574
2013-12-04,75.08040382301068,A,33.2400016784668,33.873999786376956,33.80400009155274,33.03299989700317,31.99199993133545,31.72789987564087,31.199599962234497
2013-12-05,74.28891806423638,A,33.0,33.60199966430664,33.78400001525879,33.117499923706056,32.026599922180175,31.744199867248536,31.209699964523317
2013-12-06,74.02726518816253,A,33.52000045776367,33.486000061035156,33.77900009155273,33.22249994277954,32.07659992218018,31.767399864196776,31.222349967956543
2013-12-09,73.80813387304312,A,33.560001373291016,33.374000549316406,33.78000030517578,33.295500087738034,32.1307999420166,31.789999885559084,31.2378999710083
2013-12-10,73.69725569593538,P,33.2400016784668,33.31200103759765,33.70500030517578,33.35900020599365,32.178999977111815,31.811099910736083,31.25394997596741
2013-12-11,73.6677073818047,P,33.0,33.264000701904294,33.569000244140625,33.40450019836426,32.212199974060056,31.83389991760254,31.268849973678588
2013-12-12,73.44111365673317,P,32.11000061035156,33.08600082397461,33.344000244140624,33.41450023651123,32.24359996795654,31.852299919128416,31.27794997215271
2013-12-13,72.55581526653695,P,31.649999618530277,32.71200065612793,33.09900035858154,33.343500232696535,32.25159996032715,31.859099922180175,31.284699974060057
2013-12-16,71.98572546121142,P,32.290000915527344,32.458000564575194,32.916000556945804,33.30150022506714,32.2803999710083,31.87939992904663,31.292849979400636
2013-12-17,71.58183105554708,P,32.13999938964844,32.238000106811526,32.77500057220459,33.26500024795532,32.31919994354248,31.9031999206543,31.299299974441528
2013-12-18,71.22267613565576,P,31.899999618530277,32.01800003051758,32.64100036621094,33.222500228881835,32.3507999420166,31.919099922180177,31.30489996910095
2013-12-19,71.8788712129283,P,33.15999984741211,32.22799987792969,32.657000350952146,33.22050018310547,32.39619995117187,31.948199920654297,31.320699968338012
2013-12-20,73.55261815673181,P,34.52000045776367,32.80200004577637,32.75700035095215,33.26800022125244,32.47179996490478,31.987499923706054,31.34419997215271
2013-12-23,74.89872884433835,A,34.75,33.2939998626709,32.876000213623044,33.32800025939942,32.55719997406006,32.02759992599487,31.366499967575074
2013-12-24,76.37135768671105,A,35.099998474121094,33.88599967956543,33.06199989318848,33.38350009918213,32.655999946594235,32.075999908447265,31.39069995880127
2013-12-25,77.95119756893259,A,35.099998474121094,34.52599945068359,33.271999740600585,33.42049999237061,32.75939990997315,32.12519989013672,31.413699951171875
2013-12-26,78.7362838403687,A,35.060001373291016,34.905999755859376,33.56699981689453,33.45550003051758,32.864399948120116,32.175299911499025,31.438849954605104
2013-12-27,78.72636368199493,A,35.119998931884766,35.02599945068359,33.91399974822998,33.50650005340576,32.96559993743897,32.21629989624024,31.46354994773865
2013-12-30,78.63078713027606,A,35.25,35.125999450683594,34.20999965667725,33.56300010681152,33.04619995117187,32.252799892425536,31.492399950027465
2013-12-31,78.33280526438027,A,35.470001220703125,35.2,34.542999839782716,33.65900020599365,33.11579998016357,32.285299892425535,31.522049951553345
2014-01-01,77.97889625995593,A,35.470001220703125,35.274000549316405,34.9,33.77050018310547,33.178200035095216,32.31559991836548,31.54864995956421
2014-01-02,77.21183130153474,A,34.63999938964844,35.19000015258789,35.047999954223634,33.85250015258789,33.21360004425049,32.33409990310669,31.5735999584198
