Date,GRADE,GPS,MKC,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,0.4053798019886017,,,,,,
1983-11-22,,,0.4018079936504364,,,,,,
1983-11-23,,,0.4160941541194916,,,,,,
1983-11-24,,,0.4160941541194916,,,,,,
1983-11-25,,,0.4250237047672272,0.41287996172904967,,,,,
1983-11-28,,,0.423237532377243,0.416451507806778,,,,,
1983-11-29,,,0.4214521944522857,0.42038034796714785,,,,,
1983-11-30,,,0.4268095195293426,0.42252342104911805,,,,,
1983-12-01,,,0.4250237047672272,0.42430933117866515,,,,,
1983-12-02,,,0.4303808808326721,0.42538076639175415,0.41913036406040194,,,,
1983-12-05,,,0.4321670532226562,0.4271666705608368,0.4218090891838074,,,,
1983-12-06,,,0.4428817629814148,0.4314525842666626,0.4259164661169052,,,,
1983-12-07,,,0.4410960972309112,0.4343098998069763,0.42841666042804716,,,,
1983-12-08,,,0.4357385635375976,0.4364528715610504,0.4303811013698578,,,,
1983-12-09,,,0.437524139881134,0.4378815233707428,0.4316311448812485,,,,
1983-12-12,,,0.4321670532226562,0.4378815233707428,0.4325240969657898,,,,
1983-12-13,,,0.4285952150821686,0.43502421379089357,0.4332383990287781,,,,
1983-12-14,,,0.4268095195293426,0.43216689825057975,0.433238399028778,,,,
1983-12-15,,,0.4268095195293426,0.4303810894489287,0.43341698050498956,,,,
1983-12-16,,,0.4339529871940613,0.4296668589115143,0.4337741911411285,0.4264522776007652,,,
1983-12-19,,,0.4321670532226562,0.4296668589115143,0.4337741911411285,0.42779164016246796,,,
1983-12-20,,,0.423237532377243,0.42859532237052916,0.43180976808071125,0.4288631170988083,,,
1983-12-21,,,0.4268095195293426,0.4285953223705291,0.4303811103105545,0.4293988853693008,,,
1983-12-22,,,0.4321670532226562,0.4296668291091918,0.43002395927906034,0.4302025303244591,,,
1983-12-23,,,0.4303808808326721,0.42895240783691396,0.4293096333742142,0.43047038912773133,,,
1983-12-26,,,0.4303808808326721,0.4285951733589172,0.42913101613521576,0.43082755655050275,,,
1983-12-27,,,0.4285952150821686,0.42966670989990235,0.42913101613521576,0.4311847075819969,,,
1983-12-28,,,0.4250237047672272,0.42930954694747925,0.42895243465900423,0.43109541684389113,,,
1983-12-29,,,0.4250237047672272,0.42788087725639345,0.42877385318279265,0.43109541684389113,,,
1983-12-30,,,0.4321670532226562,0.42823811173439025,0.42859525978565216,0.4311847254633904,,,
