Date,GRADE,GPS,CHTR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-06-08,,,34.5,34.65,35.31300010681152,36.311499977111815,36.33119979858398,33.91289993286133,
2010-06-09,,,34.52000045776367,34.55400009155274,35.16500015258789,36.1375,36.33159980773926,33.94059993743897,
2010-06-10,,,34.52000045776367,34.45800018310547,35.01700019836426,35.963500022888184,36.32199981689453,33.9697999382019,
2010-06-11,,,34.5,34.35800018310547,34.86700019836426,35.808500099182126,36.311999816894534,33.9997999382019,
2010-06-14,,,34.099998474121094,34.427999877929686,34.67700004577637,35.61350002288818,36.29399978637695,34.02829992294311,
2010-06-15,,,34.5,34.427999877929686,34.53899993896484,35.476000022888186,36.292999801635744,34.065799922943114,
2010-06-16,,,34.70000076293945,34.46399993896485,34.50900001525879,35.30100002288818,36.29599983215332,34.10529993057251,
2010-06-17,,,34.75,34.50999984741211,34.484000015258786,35.188500022888185,36.29999984741211,34.14529993057251,
2010-06-18,,,35.25,34.65999984741211,34.50900001525879,35.11350002288818,36.31099983215332,34.191499938964846,
2010-06-21,,,35.25,34.89000015258789,34.65900001525879,35.06100006103516,36.315999832153324,34.238999938964845,
2010-06-22,,,35.5,35.09000015258789,34.75900001525879,35.03600006103515,36.32599983215332,34.28899993896484,
2010-06-23,,,35.650001525878906,35.28000030517578,34.87200012207031,35.0185001373291,36.3339998626709,34.34799995422363,
2010-06-24,,,35.599998474121094,35.45,34.97999992370605,34.99850006103516,36.32599983215332,34.40149993896485,
2010-06-25,,,35.599998474121094,35.51999969482422,35.089999771118165,34.97849998474121,36.315999832153324,34.45249992370606,
2010-06-28,,,35.349998474121094,35.539999389648436,35.214999771118165,34.94599990844726,36.30279983520508,34.50749990463257,
2010-06-29,,,35.5,35.539999389648436,35.31499977111817,34.9269998550415,36.29259986877442,34.564499912261965,
2010-06-30,,,35.29999923706055,35.46999893188477,35.374999618530275,34.94199981689453,36.288399887084964,34.61999990463257,
2010-07-01,,,35.5,35.449999237060545,35.44999961853027,34.96699981689453,36.27839988708496,34.67759990692139,
2010-07-02,,,35.5,35.42999954223633,35.474999618530276,34.991999816894534,36.26339988708496,34.7351999092102,
2010-07-05,,,35.5,35.45999984741211,35.499999618530275,35.07949981689453,36.24339988708496,34.792799911499024,
2010-07-06,,,36.5,35.65999984741211,35.599999618530276,35.179499816894534,36.24339988708496,34.860399913787845,
2010-07-07,,,36.5,35.9,35.68499946594238,35.27849979400635,36.24339988708496,34.92799991607666,
2010-07-08,,,36.0,36.0,35.724999618530276,35.35249977111816,36.21839988708496,34.990999908447264,
2010-07-09,,,36.20000076293945,36.14000015258789,35.78499984741211,35.437499809265134,36.18439987182617,35.05599990844726,
2010-07-12,,,36.25,36.29000015258789,35.875,35.54499988555908,36.119399871826175,35.121499900817874,
2010-07-13,,,36.04999923706055,36.2,35.929999923706056,35.62249984741211,36.045399856567386,35.18499988555908,
2010-07-14,,,35.54999923706055,36.00999984741211,35.954999923706055,35.66499977111816,35.96639984130859,35.24349987030029,
2010-07-15,,,35.45000076293945,35.9,35.95,35.69999980926514,35.90839988708496,35.302999877929686,
2010-07-16,,,35.400001525878906,35.74000015258789,35.94000015258789,35.70749988555908,35.859399948120114,35.35949989318848,
2010-07-19,,,35.0,35.49000015258789,35.89000015258789,35.694999885559085,35.804399948120114,35.40849988937378,
2010-07-20,,,35.5,35.380000305175784,35.79000015258789,35.694999885559085,35.75439994812012,35.45949989318848,
2010-07-21,,,35.25,35.32000045776367,35.66500015258789,35.67499980926514,35.69939994812012,35.50449989318847,
2010-07-22,,,35.04999923706055,35.24000015258789,35.570000076293944,35.64749984741211,35.64039993286133,35.544799880981444,
2010-07-23,,,35.0,35.15999984741211,35.45,35.617499923706056,35.588399963378905,35.57729988098144,
2010-07-26,,,35.0,35.15999984741211,35.325,35.6,35.52839996337891,35.60979988098145,
2010-07-27,,,35.5,35.15999984741211,35.27000007629395,35.6,35.493399963378906,35.637299880981445,
2010-07-28,,,35.5,35.20999984741211,35.26500015258789,35.61000003814697,35.43939994812012,35.66229988098144,
2010-07-29,,,36.25,35.45,35.34500007629394,35.64750003814697,35.42439994812012,35.699799880981445,
2010-07-30,,,36.5,35.75,35.454999923706055,35.69750003814697,35.419399948120116,35.739799880981444,
2010-08-02,,,36.5,36.05,35.60499992370605,35.747500038146974,35.423399963378905,35.77479988098145,
2010-08-03,,,36.25,36.2,35.679999923706056,35.73500003814697,35.42839996337891,35.809799880981444,
2010-08-04,,,36.5,36.4,35.804999923706056,35.73500003814697,35.438399963378906,35.83479988098144,
2010-08-05,,,36.25,36.4,35.925,35.747500038146974,35.44339996337891,35.84979988098144,
2010-08-06,,,36.25,36.35,36.05,35.75,35.448399963378904,35.864799880981444,
2010-08-09,,,36.150001525878906,36.28000030517578,36.16500015258789,35.74500007629395,35.45139999389649,35.88199989318848,
2010-08-10,,,36.20000076293945,36.27000045776367,36.23500022888184,35.75250015258789,35.45779998779297,35.893999900817875,
2010-08-11,,,36.20000076293945,36.210000610351564,36.30500030517578,35.785000228881835,35.48180000305176,35.905999908447264,
2010-08-12,,,36.20000076293945,36.20000076293945,36.30000038146973,35.822500228881836,35.505800018310545,35.92299991607666,
2010-08-13,,,36.150001525878906,36.18000106811523,36.26500053405762,35.86000022888184,35.528800048828124,35.93699993133545,
2010-08-16,,,35.54999923706055,36.060000610351565,36.17000045776367,35.88750019073486,35.564800033569334,35.947499923706054,
2010-08-17,,,35.04999923706055,35.83000030517578,36.05000038146973,35.86500015258789,35.575800018310545,35.95349990844726,
2010-08-18,,,35.04999923706055,35.6,35.90500030517578,35.85500011444092,35.586399993896485,35.95899990081787,
2010-08-19,,,35.099998474121094,35.37999954223633,35.79000015258789,35.857500076293945,35.59799995422363,35.959999885559085,
2010-08-20,,,35.0,35.14999923706055,35.66500015258789,35.857500076293945,35.60799995422363,35.959999885559085,
2010-08-23,,,35.0,35.039999389648436,35.55,35.857500076293945,35.62599998474121,35.959999885559085,
2010-08-24,,,34.75,34.97999954223633,35.40499992370606,35.820000076293944,35.63099998474121,35.96199989318848,
2010-08-25,,,34.5,34.869999694824216,35.23499984741211,35.77000007629395,35.62699996948242,35.96149990081787,
2010-08-26,,,34.25,34.7,35.03999977111816,35.670000076293945,35.61699996948242,35.958499908447266,
2010-08-27,,,33.75,34.45,34.79999961853027,35.53250007629394,35.58699996948242,35.948999900817874,
2010-08-30,,,33.75,34.2,34.619999694824216,35.39500007629395,35.55699996948242,35.93649990081787,
2010-08-31,,,33.75,34.0,34.489999771118164,35.27000007629395,35.52199996948242,35.92399990081787,
2010-09-01,,,34.0,33.9,34.38499984741211,35.14500007629395,35.488999938964845,35.91149990081787,
2010-09-02,,,33.79999923706055,33.80999984741211,34.25499992370605,35.02250003814697,35.452999954223635,35.88949989318848,
2010-09-03,,,34.0,33.85999984741211,34.15499992370606,34.910000038146975,35.42099998474121,35.86849990844726,
2010-09-06,,,34.0,33.90999984741211,34.054999923706056,34.80249996185303,35.39400001525879,35.84839992523193,
2010-09-07,,,34.0,33.95999984741211,33.97999992370605,34.69249992370605,35.36400001525879,35.8282999420166,
2010-09-08,,,34.0,33.95999984741211,33.929999923706056,34.58249988555908,35.33800003051758,35.81319995880127,
2010-09-09,,,34.20000076293945,34.04000015258789,33.925,34.48249988555908,35.312000045776365,35.795199966430665,
2010-09-10,,,34.0,34.04000015258789,33.95,34.374999809265134,35.282000045776364,35.772699966430665,
2010-09-13,,,35.0,34.24000015258789,34.075,34.34749984741211,35.272000045776366,35.757699966430664,
2010-09-14,,,35.5,34.54000015258789,34.25,34.36999988555908,35.25200004577637,35.747699966430666,
2010-09-15,,,34.75,34.69000015258789,34.325,34.35499992370605,35.217000045776366,35.73019996643066,
2010-09-16,,,34.11000061035156,34.672000122070315,34.356000137329104,34.30550003051758,35.1792000579834,35.69879997253418,
2010-09-17,,,34.5,34.77200012207031,34.4060001373291,34.28050003051758,35.14520004272461,35.66479995727539,
2010-09-20,,,34.5,34.672000122070315,34.4560001373291,34.25550003051758,35.11020004272461,35.61479995727539,
2010-09-21,,,33.84000015258789,34.34000015258789,34.44000015258789,34.21000003814697,35.066000061035155,35.55569995880127,
2010-09-22,,,33.5,34.09000015258789,34.39000015258789,34.160000038146975,35.02500007629394,35.49569995880127,
2010-09-23,,,33.29999923706055,33.927999877929686,34.3,34.1125,34.98200004577637,35.445199966430664,
2010-09-24,,,33.79999923706055,33.7879997253418,34.27999992370606,34.11499996185303,34.95,35.40469997406006,
2010-09-27,,,33.04999923706055,33.497999572753905,34.08499984741211,34.079999923706055,34.91099998474121,35.357699966430665,
2010-09-28,,,33.4900016784668,33.427999877929686,33.88400001525879,34.067000007629396,34.87080001831055,35.312599983215335,
2010-09-29,,,33.34000015258789,33.395999908447266,33.74300003051758,34.03400001525879,34.8326000213623,35.265999984741214,
2010-09-30,,,32.5,33.236000061035156,33.581999969482425,33.969000053405765,34.78160003662109,35.210999984741214,
2010-10-01,,,33.099998474121094,33.09599990844727,33.44199981689453,33.92399997711182,34.74360000610351,35.16599998474121,
2010-10-04,,,32.97999954223633,33.081999969482425,33.28999977111816,33.87299995422363,34.70319999694824,35.11579998016357,
2010-10-05,,,32.900001525878906,32.96399993896485,33.19599990844726,33.81800003051758,34.65120002746582,35.07229999542236,
2010-10-06,,,32.41999816894531,32.779999542236325,33.087999725341795,33.738999938964845,34.589599990844725,35.01449996948242,
2010-10-07,,,32.16999816894531,32.71399917602539,32.974999618530276,33.63749980926514,34.507999954223635,34.96619995117187,
2010-10-08,,,32.0,32.49399948120117,32.79499969482422,33.537499809265135,34.41799995422363,34.918699951171874,
2010-10-11,,,32.849998474121094,32.46799926757812,32.77499961853027,33.42999973297119,34.344999923706055,34.884199943542484,34.29039993286133
2010-10-12,,,32.900001525878906,32.46799926757812,32.715999603271484,33.29999980926514,34.27799995422363,34.85319995880127,34.27989994049072
2010-10-13,,,32.5,32.48399963378906,32.6319995880127,33.187499809265134,34.19799995422363,34.81819995880127,34.26739994049072
2010-10-14,,,33.0,32.65,32.681999588012694,33.131999778747556,34.132999954223635,34.78819995880127,34.25739994049072
2010-10-15,,,33.290000915527344,32.90800018310547,32.70099983215332,33.071499824523926,34.07379997253418,34.76109996795654,34.25634994506836
2010-10-18,57.20608950231804,B,32.900001525878906,32.91800079345703,32.69300003051758,32.99149990081787,34.00879997253418,34.73009998321533,34.253349952697754
2010-10-19,57.26246359140563,B,33.09000015258789,32.95600051879883,32.71199989318848,32.95399990081787,33.94659996032715,34.70219997406006,34.251299953460695
2010-10-20,57.35367337437995,C,32.97999954223633,33.05200042724609,32.76800003051758,32.927999877929686,33.882199935913086,34.68199996948242,34.252449951171876
2010-10-21,57.36513363043712,C,32.93000030517578,33.03800048828125,32.844000244140624,32.909499931335446,33.81679992675781,34.66129997253418,34.253349952697754
2010-10-22,57.366383947968295,C,33.119998931884766,33.00400009155273,32.9560001373291,32.87549991607666,33.75619987487793,34.64249996185303,34.257699947357175
2010-10-25,57.384071618655895,C,32.5,32.92399978637695,32.92100028991699,32.84799995422363,33.69519989013672,34.62999996185303,34.25894994735718
2010-10-26,57.38050695510007,B,32.65999984741211,32.837999725341795,32.89700012207031,32.8064998626709,33.64739990234375,34.61159996032715,34.26224994659424
2010-10-27,57.34999151590615,B,32.459999084472656,32.73399963378906,32.89300003051758,32.76249980926514,33.59559989929199,34.59099994659424,34.2657999420166
2010-10-28,57.331173564797304,B,32.470001220703125,32.64199981689453,32.84000015258789,32.760999870300296,33.54299995422363,34.570499954223635,34.27014994621277
2010-10-29,57.28919955469808,B,32.47999954223633,32.513999938964844,32.75900001525879,32.72999992370605,33.492599945068356,34.550299949645996,34.27504994392395
2010-11-01,57.310906586963654,B,32.54999923706055,32.523999786376955,32.72399978637695,32.708499908447266,33.44359992980957,34.53479995727539,34.28154994010925
2010-11-02,57.3229322495715,B,32.5099983215332,32.49399948120117,32.66599960327149,32.68899974822998,33.398799896240234,34.51489994049072,34.29034993171692
2010-11-03,57.41674267835691,B,33.349998474121094,32.67199935913086,32.70299949645996,32.73549976348877,33.375799865722655,34.50139991760254,34.30334992408753
2010-11-04,57.70038921607389,C,35.75,33.327999114990234,32.98499946594238,32.914499855041505,33.405799865722656,34.51139991760254,34.328349924087526
2010-11-05,57.99719791191037,C,35.720001220703125,33.975999450683595,33.244999694824216,33.10049991607666,33.44519989013672,34.51609992980957,34.353799934387204
2010-11-08,58.266426185312184,A,35.790000915527344,34.623999786376956,33.57399978637695,33.247500038146974,33.48599990844727,34.521499938964844,34.380249938964845
2010-11-09,58.538983751998934,A,35.79999923706055,35.28199996948242,33.8879997253418,33.392499923706055,33.526999893188474,34.52449993133545,34.406749935150145
2010-11-10,58.72942394557072,A,35.900001525878906,35.79200057983398,34.23199996948242,33.5625,33.564999923706054,34.526999931335446,34.43749994277954
2010-11-11,58.67154381690066,A,36.0,35.842000579833986,34.58499984741211,33.7125,33.60899993896484,34.530999946594235,34.46624994277954
2010-11-12,58.59570678169977,A,35.83000183105469,35.864000701904295,34.920000076293945,33.83950004577637,33.64559997558594,34.53329998016358,34.49289995193482
2010-11-15,58.5247042984584,A,35.869998931884766,35.880000305175784,35.25200004577637,33.98799991607666,33.68299995422363,34.53849998474121,34.52299994468689
2010-11-16,58.45477291686018,A,35.869998931884766,35.89400024414063,35.58800010681152,34.126999855041504,33.720399932861326,34.54219997406006,34.55334994316101
2010-11-17,58.36613661085372,A,35.790000915527344,35.87200012207031,35.83200035095215,34.267499923706055,33.75619995117187,34.54709999084473,34.583549947738646
2010-11-18,58.283522705355544,A,35.810001373291016,35.83400039672851,35.83800048828125,34.411499977111816,33.78839996337891,34.55020000457764,34.61389995574951
2010-11-19,58.21558230604084,A,35.689998626708984,35.805999755859375,35.83500022888184,34.53999996185303,33.82219993591308,34.552099990844724,34.643649950027466
2010-11-22,58.10284942738409,A,35.310001373291016,35.694000244140625,35.787000274658205,34.68050003051758,33.82839996337891,34.55020000457764,34.67149995803833
2010-11-23,57.95788592396874,A,35.04999923706055,35.53000030517578,35.7120002746582,34.8,33.819399948120115,34.53569999694824,34.69804995536804
2010-11-24,57.83988782234584,P,34.9900016784668,35.37000045776367,35.62100028991699,34.926500129699704,33.82419998168945,34.52060001373291,34.72429996490479
2010-11-25,57.77897859584656,P,34.9900016784668,35.20600051879883,35.52000045776367,35.05250015258789,33.84180000305176,34.510500030517576,34.75074996948242
2010-11-26,57.71660350684138,P,34.900001525878906,35.04800109863281,35.42700042724609,35.17350025177002,33.84980003356934,34.497500038146974,34.77674997329712
2010-11-29,57.63238181284837,P,34.09000015258789,34.80400085449219,35.249000549316406,35.25050029754639,33.841600036621095,34.47590003967285,34.79869997024536
2010-11-30,57.55352117719741,P,33.52000045776367,34.49800109863281,35.014000701904294,35.30100040435791,33.83520004272461,34.45060005187988,34.817799968719484
2010-12-01,57.53560799755018,P,34.380001068115234,34.3760009765625,34.87300071716309,35.35250053405762,33.852800064086914,34.43890007019043,34.84119997024536
2010-12-02,57.492288624449635,P,34.5,34.27800064086914,34.742000579833984,35.29000053405762,33.876800079345706,34.42940006256104,34.86619997024536
2010-12-03,57.498616708246324,P,35.06999969482422,34.3120002746582,34.680000686645506,35.25750045776367,33.902200088500976,34.42610004425049,34.89279996871948
2010-12-06,57.62411517379249,P,35.439998626708984,34.581999969482425,34.693000411987306,35.240000343322755,33.95000007629395,34.43050003051758,34.91949995994568
2010-12-07,57.81090945683127,P,35.7400016784668,35.02600021362305,34.76200065612793,35.237000465393066,33.99500007629395,34.43290004730225,34.94619997024536
2010-12-08,57.92644664375401,P,35.91999816894531,35.33399963378906,34.85500030517578,35.238000297546385,34.04660003662109,34.4396000289917,34.972049961090086
2010-12-09,58.046879603841624,A,35.70000076293945,35.57399978637695,34.92600021362305,35.22300033569336,34.110600051879885,34.446100044250485,34.995449962615965
2010-12-10,58.12840045758668,A,36.0,35.75999984741211,35.03600006103515,35.231500244140626,34.16860008239746,34.45610004425049,35.01669996261597
2010-12-13,58.217583878814935,A,36.810001373291016,36.034000396728516,35.30800018310547,35.278500366210935,34.245200119018556,34.474200057983396,35.04199996948242
2010-12-14,58.286228159490726,A,37.0099983215332,36.2879997253418,35.65699996948242,35.33550033569336,34.327400054931644,34.48930004119873,35.06329996109009
2010-12-15,58.4209027521595,A,38.0,36.704000091552736,36.018999862670896,35.446000289916995,34.439000091552735,34.51430004119873,35.08829996109009
2010-12-16,58.549490569451315,A,37.72999954223633,37.10999984741211,36.34199981689453,35.542000198364256,34.550200119018555,34.529100036621095,35.114449958801266
2010-12-17,58.73085479574163,A,38.66999816894531,37.64399948120117,36.70199966430664,35.69100017547608,34.68360008239746,34.55080001831055,35.145299949645995
2010-12-20,58.75987397650158,A,38.040000915527344,37.88999938964844,36.96199989318848,35.82750015258789,34.78740013122559,34.56620002746582,35.17049995422363
2010-12-21,58.78729091113997,A,38.220001220703125,38.13199996948242,37.20999984741211,35.98600025177002,34.89380012512207,34.58590003967285,35.19784996032715
2010-12-22,58.74501544373593,A,38.5,38.23199996948242,37.46800003051758,36.16150016784668,35.01380012512207,34.60590003967285,35.22034996032715
2010-12-23,58.6940588487714,A,38.11000061035156,38.30800018310547,37.70900001525879,36.31750011444092,35.1160001373291,34.624500045776365,35.237149963378904
2010-12-24,58.55663957279242,A,38.11000061035156,38.19600067138672,37.920000076293945,36.47800006866455,35.212400131225586,34.643100051879884,35.25394996643067
2010-12-27,58.52175856686217,A,38.16999816894531,38.22200012207031,38.055999755859375,36.68199996948242,35.31780006408692,34.663300018310544,35.272649955749515
2010-12-28,58.48199845975322,A,38.310001373291016,38.24000015258789,38.18600006103516,36.921500015258786,35.42220008850098,34.68440002441406,35.28919996261597
2010-12-29,58.430417975707506,A,38.5,38.24000015258789,38.236000061035156,37.127499961853026,35.53260009765625,34.70740001678467,35.306699962615966
2010-12-30,58.42284554231349,A,38.5099983215332,38.31999969482422,38.31399993896484,37.327999877929685,35.6442000579834,34.7304999923706,35.32674995422363
2010-12-31,58.45040101852703,A,38.93999862670898,38.485999298095706,38.3409999847412,37.52149982452393,35.760600051879884,34.758399963378906,35.34769994735718
2011-01-03,58.437757725756235,A,38.459999084472656,38.54399948120117,38.38299980163574,37.67249984741211,35.87980003356934,34.78749996185303,35.36749994277954
