Date,GRADE,GPS,CHTR,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2010-01-05,,,35.0,,,,,,
2010-01-06,,,35.0,,,,,,
2010-01-07,,,35.0,,,,,,
2010-01-08,,,33.5,,,,,,
2010-01-11,,,33.5,34.4,,,,,
2010-01-12,,,33.5,34.1,,,,,
2010-01-13,,,32.75,33.65,,,,,
2010-01-14,,,32.75,33.2,,,,,
2010-01-15,,,32.25,32.95,,,,,
2010-01-18,,,32.25,32.7,33.55,,,,
2010-01-19,,,32.0,32.4,33.25,,,,
2010-01-20,,,31.75,32.2,32.925,,,,
2010-01-21,,,31.600000381469727,31.970000076293946,32.58500003814697,,,,
2010-01-22,,,31.5,31.820000076293944,32.38500003814697,,,,
2010-01-25,,,31.25,31.620000076293945,32.160000038146975,,,,
2010-01-26,,,30.75,31.370000076293945,31.885000038146973,,,,
2010-01-27,,,30.75,31.170000076293945,31.685000038146974,,,,
2010-01-28,,,30.75,31.0,31.48500003814697,,,,
2010-01-29,,,30.6299991607666,30.82599983215332,31.322999954223633,,,,
2010-02-01,,,30.5,30.67599983215332,31.147999954223632,32.348999977111816,,,
2010-02-02,,,30.5,30.62599983215332,30.997999954223634,32.123999977111815,,,
2010-02-03,,,29.75,30.42599983215332,30.797999954223634,31.861499977111816,,,
2010-02-04,,,30.25,30.32599983215332,30.66299991607666,31.623999977111815,,,
2010-02-05,,,30.5,30.3,30.56299991607666,31.473999977111816,,,
2010-02-08,,,29.850000381469727,30.170000076293945,30.422999954223634,31.2914999961853,,,
2010-02-09,,,29.799999237060547,30.029999923706054,30.327999877929688,31.10649995803833,,,
2010-02-10,,,29.75,30.029999923706054,30.227999877929687,30.95649995803833,,,
2010-02-11,,,29.739999771118164,29.927999877929686,30.126999855041504,30.805999946594238,,,
2010-02-12,,,29.739999771118164,29.77599983215332,30.03799991607666,30.680499935150145,,,
2010-02-15,,,29.739999771118164,29.753999710083008,29.961999893188477,30.554999923706056,,,
2010-02-16,,,29.739999771118164,29.74199981689453,29.885999870300292,30.441999912261963,,,
2010-02-17,,,29.739999771118164,29.739999771118164,29.88499984741211,30.341499900817873,,,
2010-02-18,,,29.700000762939453,29.731999969482423,29.829999923706055,30.246499919891356,,,
2010-02-19,,,29.700000762939453,29.72400016784668,29.75,30.15649995803833,,,
2010-02-22,,,29.700000762939453,29.716000366210938,29.73500003814697,30.078999996185303,,,
2010-02-23,,,29.700000762939453,29.708000564575194,29.725000190734864,30.026500034332276,,,
2010-02-24,,,29.700000762939453,29.700000762939453,29.72000026702881,29.97400007247925,,,
2010-02-25,,,29.5,29.660000610351563,29.69600028991699,29.91150007247925,,,
2010-02-26,,,29.75,29.67000045776367,29.697000312805176,29.86750011444092,,,
2010-03-01,,,30.100000381469727,29.750000381469725,29.733000373840333,29.847500133514405,,,
2010-03-02,,,30.399999618530277,29.89000015258789,29.799000358581544,29.842500114440917,,,
2010-03-03,,,30.75,30.1,29.900000381469727,29.892500114440917,,,
2010-03-04,,,31.020000457763672,30.404000091552735,30.03200035095215,29.9310001373291,,,
2010-03-05,,,31.75,30.804000091552734,30.237000274658204,29.9935001373291,,,
2010-03-08,,,31.75,31.13400001525879,30.44200019836426,30.088500118255617,,,
2010-03-09,,,32.75,31.604000091552734,30.74700012207031,30.23600015640259,,,
2010-03-10,,,33.0,32.05400009155274,31.077000045776366,30.398500156402587,,,
2010-03-11,,,32.5,32.35,31.377000045776366,30.53650016784668,,,
2010-03-12,,,32.5,32.5,31.65200004577637,30.67450017929077,,,
2010-03-15,,,33.0,32.75,31.942000007629396,30.837500190734865,31.267000045776367,,
2010-03-16,,,32.75,32.75,32.17700004577637,30.988000202178956,31.22200004577637,,
2010-03-17,,,34.0,32.95,32.50200004577637,31.201000213623047,31.202000045776366,,
2010-03-18,,,34.75,33.4,32.875,31.453500175476073,31.197000045776367,,
2010-03-19,,,34.75,33.85,33.175,31.706000137329102,31.22200004577637,,
2010-03-22,,,34.43000030517578,34.136000061035155,33.44300003051758,31.942500114440918,31.240600051879884,,
2010-03-23,,,35.0,34.58600006103516,33.668000030517575,32.20750007629395,31.27060005187988,,
2010-03-24,,,35.0,34.78600006103515,33.86800003051758,32.472500038146975,31.315600051879883,,
2010-03-25,,,34.5,34.736000061035156,34.06800003051758,32.722500038146975,31.350600051879884,,
2010-03-26,,,34.75,34.736000061035156,34.293000030517575,32.972500038146975,31.400600051879884,,
2010-03-29,,,34.5,34.75,34.44300003051758,33.192500019073485,31.445600051879882,,
2010-03-30,,,34.45000076293945,34.64000015258789,34.613000106811526,33.39500007629395,31.494600067138673,,
2010-03-31,,,34.5,34.54000015258789,34.66300010681152,33.58250007629395,31.549600067138673,,
2010-04-01,,,35.0,34.64000015258789,34.68800010681152,33.781500053405765,31.61760005950928,,
2010-04-02,,,35.0,34.69000015258789,34.71300010681152,33.94400005340576,31.68760005950928,,
2010-04-05,,,35.0,34.79000015258789,34.77000007629395,34.10650005340576,31.76260005950928,,
2010-04-06,,,34.54999923706055,34.80999984741211,34.725,34.19650001525879,31.838600044250487,,
2010-04-07,,,34.54999923706055,34.81999969482422,34.679999923706056,34.273999977111814,31.9146000289917,,
2010-04-08,,,34.54999923706055,34.72999954223633,34.68499984741211,34.37649993896484,31.99060001373291,,
2010-04-09,,,34.70000076293945,34.66999969482422,34.679999923706056,34.48649997711182,32.07200004577637,,
2010-04-12,,,35.0,34.66999969482422,34.72999992370605,34.586499977111814,32.16200004577637,,
2010-04-13,,,35.0,34.75999984741211,34.78499984741211,34.69899997711182,32.25200004577637,,
2010-04-14,,,35.25,34.9,34.85999984741211,34.76149997711182,32.36200004577637,,
2010-04-15,,,36.0,35.19000015258789,34.95999984741211,34.82399997711182,32.477000045776364,,
2010-04-16,,,36.09999847412109,35.46999969482422,35.06999969482422,34.89149990081787,32.58900001525879,,
2010-04-19,,,36.0099983215332,35.67199935913086,35.17099952697754,34.97049980163574,32.712199974060056,,
2010-04-20,,,36.0099983215332,35.8739990234375,35.316999435424805,35.0209997177124,32.83639995574951,,
2010-04-21,,,35.5099983215332,35.92599868774414,35.41299934387207,35.04649963378906,32.95159992218018,,
2010-04-22,,,36.0,35.92599868774414,35.55799942016601,35.121499633789064,33.076799926757815,,
2010-04-23,,,36.25,35.95599899291992,35.71299934387207,35.19649963378906,33.206999931335446,,
2010-04-26,,,36.5,36.05399932861328,35.86299934387207,35.29649963378906,33.34219993591309,,
2010-04-27,,,36.5,36.15199966430664,36.01299934387207,35.39899959564209,33.47739994049072,,
2010-04-28,,,36.5,36.35,36.13799934387207,35.49899959564209,33.61259994506836,,
2010-04-29,,,37.25,36.6,36.26299934387207,35.61149959564209,33.76359992980957,,
2010-04-30,,,37.900001525878906,36.93000030517578,36.44299964904785,35.756499671936034,33.92759994506836,,
2010-05-03,,,39.5,37.53000030517578,36.79199981689453,35.981499671936035,34.12359992980957,,
2010-05-04,,,39.75,38.18000030517578,37.16599998474121,36.241499710083005,34.32459991455078,,
2010-05-05,,,39.5,38.78000030517578,37.56500015258789,36.48899974822998,34.520599899291994,,
2010-05-06,,,38.34999847412109,39.0,37.8,36.678999710083005,34.69759986877441,,
2010-05-07,,,37.84999847412109,38.98999938964843,37.95999984741211,36.83649959564209,34.859599838256834,,
2010-05-10,,,37.75,38.63999938964843,38.08499984741211,36.97399959564209,35.012599830627444,,
2010-05-11,,,38.0,38.28999938964843,38.23499984741211,37.12399959564209,35.164599838256834,,
2010-05-12,,,38.0,37.98999938964843,38.38499984741211,37.26149959564209,35.30959983825684,,
2010-05-13,,,38.0,37.91999969482422,38.45999984741211,37.36149959564209,35.44919982910156,,
2010-05-14,,,37.59999847412109,37.869999694824216,38.42999954223633,37.43649959564209,35.56619979858399,,
2010-05-17,,,38.0,37.91999969482422,38.279999542236325,37.53599967956543,35.69119979858399,,
2010-05-18,,,37.25,37.76999969482422,38.029999542236325,37.59799976348877,35.781199798583984,,
2010-05-19,,,38.20000076293945,37.80999984741211,37.89999961853027,37.73249988555908,35.885199813842775,,
2010-05-20,,,37.0,37.60999984741211,37.76499977111816,37.78249988555908,35.97519981384277,,
2010-05-21,,,36.75,37.44000015258789,37.65499992370606,37.80749988555908,36.06019981384277,,
2010-05-24,,,36.29999923706055,37.1,37.50999984741211,37.79749984741211,36.12619979858398,33.69659992218018,
2010-05-25,,,36.0,36.85,37.30999984741211,37.77249984741211,36.19119979858399,33.706599922180175,
2010-05-26,,,36.0,36.40999984741211,37.10999984741211,37.74749984741211,36.23119979858399,33.71659992218017,
2010-05-27,,,36.0,36.20999984741211,36.90999984741211,37.68499984741211,36.256199798583985,33.72659992218018,
2010-05-28,,,36.0,36.05999984741211,36.75,37.589999771118165,36.281199798583984,33.751599922180176,
2010-05-31,,,36.0,36.0,36.55,37.41499977111816,36.31259979248047,33.776599922180175,
2010-06-01,,,35.880001068115234,35.976000213623045,36.41300010681152,37.221499824523924,36.330199813842775,33.800399932861325,
2010-06-02,,,35.0,35.77600021362305,36.09300003051758,36.99649982452392,36.330199813842775,33.822899932861326,
2010-06-03,,,35.0,35.57600021362305,35.89300003051758,36.82899990081787,36.34019981384277,33.845399932861326,
2010-06-04,,,35.0,35.376000213623044,35.71800003051758,36.686499977111815,36.345199813842775,33.87289993286133,
2010-06-07,,,33.75,34.92600021362305,35.46300010681152,36.48649997711182,36.330199813842775,33.88789993286133,
