Date,GRADE,GPS,BIIB,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2020-05-18,52.616068587045014,A,315.8999938964844,316.60999755859376,315.0309997558594,308.34949798583983,306.6373992919922,306.6805014038086,283.90845054626465
2020-05-19,51.99805355156766,P,310.0799865722656,314.6719970703125,315.5949981689453,307.4029968261719,306.72639892578127,306.81400115966795,284.2927005004883
2020-05-20,52.50111873285292,P,309.5299987792969,313.58599853515625,315.8699981689453,307.97899627685547,307.03199890136716,306.94200103759766,284.7067504882813
2020-05-21,52.855120648604846,P,304.4599914550781,311.3139953613281,314.9149963378906,308.58949584960936,307.7435986328125,307.0442010498047,285.0909004211426
2020-05-22,52.537599268929675,P,304.5299987792969,308.8999938964844,313.96599731445315,308.9259963989258,307.72999877929686,307.1810009765625,285.45515045166013
2020-05-25,52.10980942315884,P,304.5299987792969,306.62599487304686,311.6179962158203,308.99049682617186,308.18619873046873,307.31810089111326,285.7992004394531
2020-05-26,51.35287112502459,P,295.8699951171875,303.78399658203125,309.2279968261719,308.5229965209961,307.9971984863281,307.37590087890624,286.1221504211426
2020-05-27,50.49947711524603,P,301.4599914550781,302.1699951171875,307.87799682617185,308.3604965209961,308.05279846191405,307.4639007568359,286.46355041503904
2020-05-28,49.95411428627252,P,300.5,301.37799682617185,306.34599609375,308.5439971923828,308.3023986816406,307.52590087890627,286.8057504272461
2020-05-29,50.70940932165638,P,307.0899963378906,301.88999633789064,305.3949951171875,309.24399719238284,308.868798828125,307.6317007446289,287.21195037841795
2020-06-01,51.15393753400696,P,301.45001220703125,301.2739990234375,303.9499969482422,309.4904983520508,309.5139990234375,307.7072009277344,287.6004004669189
2020-06-02,52.45612657332139,P,302.8599853515625,302.6719970703125,303.2279968261719,309.41149749755857,310.04739868164063,307.746100769043,288.0107504272461
2020-06-03,53.01078222308393,A,302.6000061035156,302.9,302.5349975585938,309.2024978637695,310.39979858398436,307.84120086669924,288.41840042114256
2020-06-04,52.901610568967875,P,299.6499938964844,302.72999877929686,302.0539978027344,308.4844970703125,310.29399841308594,307.9763006591797,288.81585037231446
2020-06-05,52.65505744583846,P,306.7200012207031,302.6559997558594,302.272998046875,308.11949768066404,310.4933984375,308.1885006713867,289.25070037841795
2020-06-08,51.895593035009064,P,301.260009765625,302.6179992675781,301.9459991455078,306.78199768066406,310.19599853515626,308.34610076904295,289.6582504272461
2020-06-09,50.6851791422597,P,293.739990234375,300.79400024414065,301.7329986572266,305.4804977416992,309.7431982421875,308.41160064697266,290.0397503662109
2020-06-10,50.04822572805339,P,295.25,299.3239990234375,301.11199951171875,304.4949981689453,309.78279846191407,308.4831005859375,290.4195503997803
2020-06-11,48.77819573545867,P,283.2200012207031,296.0380004882812,299.3839996337891,302.86499786376953,309.35779846191406,308.47320068359375,290.71585037231443
2020-06-12,46.51791676316296,P,279.2699890136719,290.547998046875,296.6019989013672,300.99849700927734,308.932998046875,308.4845004272461,290.9893502807617
2020-06-15,44.95144348888095,P,278.489990234375,285.993994140625,294.3059967041016,299.12799682617185,308.2749975585937,308.45800018310547,291.2318002319336
2020-06-16,44.31944114914947,P,282.1199951171875,283.6699951171875,292.23199768066405,297.729997253418,307.89319763183596,308.459700012207,291.4774002075195
2020-06-17,42.98056992387003,B,281.4599914550781,280.9119934082031,290.1179962158203,296.32649688720704,307.1833972167969,308.4491000366211,291.7049001312256
2020-06-18,41.354860633889416,B,260.29998779296875,276.32799072265624,286.18299560546876,294.1184967041016,305.96839721679686,308.2767999267578,291.84485008239744
2020-06-19,41.00159569277751,B,271.0,274.6739929199219,282.6109954833984,292.4419967651367,304.9673974609375,308.29829986572264,292.01670005798337
2020-06-22,40.26353400089152,B,264.2900085449219,271.83399658203126,278.91399536132815,290.429997253418,303.7943975830078,308.2138998413086,292.15755012512204
2020-06-23,39.15673626916067,B,268.19000244140625,269.047998046875,276.35899658203124,289.0459976196289,302.4829974365234,308.0628997802734,292.30500015258787
2020-06-24,37.37013323702237,B,263.0400085449219,265.36400146484374,273.13799743652345,287.12499847412107,301.20499755859373,307.3645999145508,292.44435020446775
2020-06-25,37.185542813560225,B,262.6300048828125,265.8300048828125,271.07899780273436,285.2314987182617,299.6907977294922,306.61850006103515,292.5794002532959
2020-06-26,35.51414843227542,B,258.6600036621094,263.36200561523435,269.01799926757815,282.8099990844727,298.012998046875,305.81809997558594,292.67875030517575
2020-06-29,34.70896977105274,B,260.3500061035156,262.5740051269531,267.20400085449216,280.7549987792969,296.43179809570313,305.0323001098633,292.78070030212405
2020-06-30,34.41130402135215,B,267.54998779296875,262.4460021972656,265.7470001220703,278.9894989013672,295.20259765625,304.38489990234376,292.93745025634763
2020-07-01,35.39993497869784,B,264.7699890136719,262.7919982910156,264.0779998779297,277.097998046875,294.5377972412109,303.7149996948242,293.0818002319336
2020-07-02,36.62339217645155,B,265.1199951171875,263.2899963378906,264.56000061035155,275.37149810791016,293.99519714355466,303.0236996459961,293.256300201416
