Date,GRADE,GPS,VLTO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2023-10-04,,,77.50318908691406,,,,,,
2023-10-05,,,74.16596221923828,,,,,,
2023-10-06,,,77.68250274658203,,,,,,
2023-10-09,,,74.32536315917969,,,,,,
2023-10-10,,,74.7138671875,75.67817687988281,,,,,
2023-10-11,,,74.1858901977539,75.01471710205078,,,,,
2023-10-12,,,73.94681549072266,74.97088775634765,,,,,
2023-10-13,,,71.57588958740234,73.74956512451172,,,,,
2023-10-16,,,73.9268798828125,73.66986846923828,,,,,
2023-10-17,,,74.19585418701172,73.56626586914062,74.62222137451172,,,,
2023-10-18,,,72.17359161376953,73.16380615234375,74.08926162719726,,,,
2023-10-19,,,70.02183532714844,72.37881011962891,73.67484893798829,,,,
2023-10-20,,,69.66321563720703,71.99627532958985,72.87292022705078,,,,
2023-10-23,,,71.62570190429688,71.53603973388672,72.6029541015625,,,,
2023-10-24,,,71.73526763916016,71.0439224243164,72.30509414672852,,,,
2023-10-25,,,70.51992797851562,70.71318969726562,71.9384979248047,,,,
2023-10-26,,,69.73294830322266,70.65541229248046,71.5171112060547,,,,
2023-10-27,,,67.73060607910156,70.26889038085938,71.13258285522461,,,,
2023-10-30,,,68.09920501708984,69.56359100341797,70.54981536865235,,,,
2023-10-31,,,68.73674774169922,68.96388702392578,70.0039047241211,72.31306304931641,,,
2023-11-01,,,67.25244140625,68.31038970947266,69.51178970336915,71.8005256652832,,,
2023-11-02,,,70.01187896728516,68.36617584228516,69.51079406738282,71.59282150268555,,,
2023-11-03,,,70.52989196777344,68.92603302001953,69.59746170043945,71.23519096374511,,,
2023-11-06,,,67.99958801269531,68.90610961914062,69.2348503112793,70.9189022064209,,,
2023-11-07,,,69.80267333984375,69.11929473876953,69.04159088134766,70.67334251403808,,,
2023-11-08,,,69.5337142944336,69.57554931640625,68.94296951293946,70.44073371887207,,,
2023-11-09,,,69.36434936523438,69.4460433959961,68.90610961914062,70.21161041259765,,,
2023-11-10,,,70.28085327148438,69.39623565673828,69.1611343383789,70.14685859680176,,,
2023-11-13,,,72.70158386230469,70.33663482666016,69.62137222290039,70.08559379577636,,,
2023-11-14,,,73.3490982055664,71.0459197998047,70.08260726928711,70.0432559967041,,,
2023-11-15,,,73.62803649902344,71.86478424072266,70.72016677856445,70.1159782409668,,,
2023-11-16,,,70.60958862304688,72.11383209228515,70.77993774414062,70.14536590576172,,,
2023-11-17,,,70.71916198730469,72.20149383544921,70.79886474609376,70.1981632232666,,,
2023-11-20,,,70.49004364013672,71.75918579101562,71.04791030883788,70.1413803100586,,,
2023-11-21,,,72.03413391113281,71.4961929321289,71.2710563659668,70.15632362365723,,,
2023-11-22,,,72.66172790527344,71.30293121337891,71.58385772705078,70.26341361999512,,,
2023-11-23,,,72.66172790527344,71.71335906982422,71.9135955810547,70.40985260009765,,,
2023-11-24,,,73.72765350341797,72.31505737304687,72.25827560424804,70.70970497131347,,,
2023-11-27,,,73.21958923339844,72.86096649169922,72.31007614135743,70.96572418212891,,,
2023-11-28,,,73.04027557373047,73.06219482421875,72.27919387817383,71.18090057373047,,,
2023-11-29,,,73.93684387207031,73.31721801757813,72.31007461547851,71.51512069702149,,,
2023-11-30,,,76.95528411865234,74.17592926025391,72.94464416503907,71.86229095458984,,,
2023-12-01,,,76.2181167602539,74.6740219116211,73.49453964233399,72.14670219421387,,,
2023-12-04,,,75.49089050292969,75.12828216552734,73.99462432861328,72.52126731872559,,,
2023-12-05,,,75.26177978515625,75.5725830078125,74.31738891601563,72.79422264099121,,,
2023-12-06,,,75.54071044921875,75.89335632324219,74.60528717041015,73.09457244873047,,,
2023-12-07,,,74.34527587890625,75.37135467529296,74.77364196777344,73.34361877441407,,,
2023-12-08,,,75.14222717285156,75.1561767578125,74.9150993347168,73.58668746948243,,,
2023-12-11,,,76.52692413330078,75.36338348388672,75.24583282470704,73.77795448303223,,,
2023-12-12,,,77.1545181274414,75.74193115234375,75.65725708007812,73.96822547912598,72.52903686523437,,
2023-12-13,,,77.44342041015625,76.12247314453126,76.00791473388672,74.15899467468262,72.52784149169922,,
2023-12-14,,,79.02735137939453,77.0588882446289,76.21512145996094,74.5798828125,72.62506927490234,,
2023-12-15,,,78.5491714477539,77.74027709960937,76.44822692871094,74.97138328552246,72.64240264892578,,
2023-12-18,,,80.53157806396484,78.54120788574218,76.95229568481446,75.47346000671386,72.76652694702149,,
2023-12-19,,,83.12166595458984,79.73463745117188,77.73828430175782,76.02783660888672,72.93468292236328,,
2023-12-20,,,80.33235168457031,80.31242370605469,78.21744842529297,76.41136779785157,73.05761215209961,,
2023-12-21,,,80.81053161621094,80.66905975341797,78.86397399902344,76.81880798339844,73.19488647460938,,
2023-12-22,,,81.32853698730469,81.22493286132813,79.48260498046875,77.19885215759277,73.38993942260743,,
2023-12-25,,,81.32853698730469,81.38432464599609,79.96276626586913,77.60429954528809,73.53797256469727,,
2023-12-26,,,81.81666564941406,81.12332458496094,80.42898101806641,78.04311904907226,73.69038879394532,,
2023-12-27,,,82.90251159667969,81.63735656738281,80.97489013671876,78.49140243530273,73.90496719360351,,
2023-12-28,,,82.81275177001953,82.03780059814453,81.35343017578126,78.78427581787109,74.16078552246094,,
2023-12-29,,,82.03489685058594,82.17907257080078,81.70200271606446,79.07511482238769,74.40821914672851,,
2024-01-01,,,82.03489685058594,82.32034454345703,81.85233459472656,79.40231513977051,74.6164030456543,,
2024-01-02,,,80.79828643798828,82.11666870117188,81.6199966430664,79.67914047241212,74.79766342163086,,
2024-01-03,,,77.83641815185547,81.10345001220703,81.37040328979492,79.79392585754394,74.94399322509766,,
2024-01-04,,,76.40035247802734,79.82097015380859,80.92938537597657,79.8966796875,75.07734130859374,,
2024-01-05,,,76.68956756591797,78.751904296875,80.46548843383789,79.97404670715332,75.25652053833008,,
2024-01-08,,,77.29788970947266,77.80450286865235,80.06242370605469,80.01259498596191,75.44049423217774,,
2024-01-09,,,76.52999877929688,76.95084533691406,79.53375701904297,79.98136901855469,75.59635925292969,,
2024-01-10,,,76.22084045410156,76.62772979736329,78.86558990478515,79.92024002075195,75.77572723388671,,
2024-01-11,,,75.8718032836914,76.52201995849609,78.17149505615234,79.7624626159668,75.89292572021485,,
2024-01-12,,,75.55267333984375,76.29464111328124,77.52327270507813,79.61263771057129,75.99338134765625,,
2024-01-15,,,75.55267333984375,75.94559783935547,76.8750503540039,79.36369247436524,76.14444305419921,,
2024-01-16,,,74.34599304199219,75.50879669189453,76.2298210144043,78.92490882873535,76.23530944824219,,
2024-01-17,,,75.67234802246094,75.3990982055664,76.01341400146484,78.69190864562988,76.35808212280273,,
2024-01-18,,,75.80199432373047,75.38513641357422,75.95357818603516,78.44148178100586,76.48683502197265,,
2024-01-19,,,77.33778381347656,75.74215850830078,76.01839981079101,78.24194412231445,76.6279736328125,,
2024-01-22,,,79.471923828125,76.52600860595703,76.23580322265624,78.14911346435547,76.76338043212891,,
2024-01-23,,,78.67411041259766,77.39163208007812,76.45021438598633,77.99198570251465,76.86988067626953,,
2024-01-24,,,76.05130767822266,77.46742401123046,76.43326110839844,77.6494255065918,76.91834609985352,,
2024-01-25,,,76.49010467529297,77.60504608154297,76.49509124755859,77.33329315185547,77.03595642089844,,
2024-01-26,,,76.77931213378906,77.49335174560547,76.61775512695313,77.07051391601563,77.15715942382812,,
2024-01-29,,,77.68682861328125,77.13633270263672,76.83117065429687,76.8531105041504,77.30109512329102,,
2024-01-30,,,78.11564636230469,77.02463989257812,77.20813598632813,76.7189785003662,77.42272537231446,,
2024-01-31,,,76.48013305664062,77.11040496826172,77.28891448974609,76.65116424560547,77.4990934753418,,
2024-02-01,,,76.5798568725586,77.12835540771485,77.3667007446289,76.66013946533204,77.5774560546875,,
2024-02-02,,,76.62971496582031,77.09843597412109,77.29589385986328,76.65714683532715,77.63549728393555,,
2024-02-05,,,75.5626449584961,76.67359924316406,76.90496597290038,76.57038459777831,77.6823583984375,,
2024-02-06,,,77.4075927734375,76.53198852539063,76.77831420898437,76.61426429748535,77.76970474243164,,
