Date,GRADE,GPS,COO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-02-01,,,5.450122833251953,5.6119224548339846,5.777980613708496,5.5118613004684445,5.531021909713745,,
1984-02-02,,,5.450122833251953,5.501217174530029,5.739659547805786,5.537408781051636,5.5242092895507815,,
1984-02-03,,,5.322385311126709,5.407543468475342,5.675791025161743,5.558698463439941,5.514841918945312,,
1984-02-06,,,5.237226486206055,5.373480129241943,5.616180324554444,5.5693432807922365,5.499513463973999,,
1984-02-07,,,5.322385311126709,5.356448554992676,5.548053932189942,5.586374950408936,5.4790755462646485,,
1984-02-08,,,5.322385311126709,5.330901050567627,5.4714117527008055,5.605535554885864,5.456934452056885,,
1984-02-09,,,5.024330139160156,5.245742511749268,5.373479843139648,5.59489073753357,5.431386976242066,,
1984-02-10,,,4.981751918792725,5.177615833282471,5.292579650878906,5.579988026618958,5.406691150665283,,
1984-02-13,,,4.896591663360596,5.109488868713379,5.241484498977661,5.560827302932739,5.378588905334473,,
1984-02-14,,,5.066909790039063,5.05839376449585,5.207421159744262,5.518248271942139,5.355596237182617,,
1984-02-15,,,5.109490394592285,5.015814781188965,5.173357915878296,5.475669264793396,5.339416236877441,,
1984-02-16,,,4.981751918792725,5.007299137115479,5.126520824432373,5.433090186119079,5.32493935585022,,
1984-02-17,,,4.981751918792725,5.007299137115479,5.092457485198975,5.3841242551803585,5.310462474822998,,
1984-02-20,,,4.981751918792725,5.024331188201904,5.066910028457642,5.341545176506043,5.301946649551391,,
1984-02-21,,,4.768856048583984,4.964720439910889,5.011557102203369,5.279805517196655,5.29428240776062,,
1984-02-22,,,4.981751918792725,4.939172744750977,4.977493762969971,5.2244527578353885,5.2917276382446286,,
1984-02-23,,,4.981751918792725,4.939172744750977,4.973235940933227,5.173357892036438,5.283211812973023,,
1984-02-24,,,5.109490394592285,4.964720439910889,4.986009788513184,5.139294719696045,5.277250757217407,,
1984-02-27,,,5.109490394592285,4.990268135070801,5.0072996616363525,5.124392080307007,5.274696035385132,,
1984-02-28,,,4.896591663360596,5.015815258026123,4.9902678489685055,5.098844504356384,5.268734922409058,,
1984-02-29,,,4.854015827178955,4.990268039703369,4.964720392227173,5.069039154052734,5.262773876190185,,
1984-03-01,,,4.939173221588135,4.9817523002624515,4.960462522506714,5.043491673469544,5.261070737838745,,
1984-03-02,,,5.109490394592285,4.9817523002624515,4.97323637008667,5.032846927642822,5.26192234992981,,
1984-03-05,,,4.939173221588135,4.947688865661621,4.968978500366211,5.017944264411926,5.259367618560791,,
1984-03-06,,,5.066909790039063,4.981752490997314,4.998783874511719,5.005170488357544,5.258516006469726,,
1984-03-07,,,4.939173221588135,4.998783969879151,4.994526004791259,4.986009883880615,5.25170334815979,,
1984-03-08,,,4.854015827178955,4.981752490997314,4.981752395629883,4.977494168281555,5.24318754196167,,
1984-03-09,,,4.7262773513793945,4.905109882354736,4.943431091308594,4.964720439910889,5.233820142745972,,
1984-03-12,,,4.7074480056762695,4.8587648391723635,4.903226852416992,4.955263257026672,5.224076156616211,,
1984-03-13,,,4.8786301612854,4.8211089134216305,4.901430702209472,4.945849275588989,5.219458951950073,,
1984-03-14,,,4.793037414550781,4.79188175201416,4.895332860946655,4.930026626586914,5.211426753997802,,
1984-03-15,,,4.750243186950684,4.771127223968506,4.87643985748291,4.918451189994812,5.207648153305054,,
1984-03-16,,,4.793037414550781,4.784479236602783,4.84479455947876,4.909015464782715,5.205577068328857,,
1984-03-19,,,4.7074480056762695,4.784479236602783,4.821622037887574,4.895300269126892,5.199239425659179,,
1984-03-20,,,4.664653778076172,4.7416839599609375,4.781396436691284,4.890090155601501,5.192897462844849,,
1984-03-21,,,4.579063415527344,4.69888916015625,4.745385456085205,4.869955730438233,5.1856952667236325,,
1984-03-22,,,4.365089416503906,4.621858406066894,4.6964928150177006,4.839122605323792,5.1682525253295895,,
1984-03-23,,,4.322292804718018,4.527709484100342,4.656094360351562,4.799762725830078,5.149102258682251,,
1984-03-26,,,4.536266803741455,4.493473243713379,4.638976240158081,4.771101546287537,5.134231472015381,,
1984-03-27,,,4.450677394866943,4.450677967071533,4.596180963516235,4.748805832862854,5.104875211715698,,
1984-03-28,,,4.450677394866943,4.425000762939453,4.561944961547852,4.728638911247254,5.074667348861694,,
1984-03-29,,,4.365089416503906,4.425000762939453,4.523429584503174,4.699934720993042,5.0453024673461915,,
1984-03-30,,,4.450677394866943,4.450677680969238,4.48919358253479,4.6669940710067745,5.015094604492187,,
1984-04-02,,,4.450677394866943,4.433559799194336,4.463516521453857,4.642569279670715,4.987441482543946,,
1984-04-03,,,4.279497146606445,4.399323749542236,4.425000858306885,4.6031986474990845,4.952958440780639,,
1984-04-04,,,4.579063415527344,4.425000953674316,4.425000858306885,4.585193157196045,4.922763566970826,,
1984-04-05,,,4.750243186950684,4.502031707763672,4.4635162353515625,4.5800045251846315,4.897695446014405,,
1984-04-06,,,4.750243186950684,4.56194486618042,4.506311273574829,4.581202816963196,4.876885232925415,5.219707789421082,
1984-04-09,,,4.664653778076172,4.604740142822266,4.519149971008301,4.579063105583191,4.862027444839478,5.206317834854126,
1984-04-10,,,5.434962272644043,4.835833168029785,4.617578458786011,4.606879711151123,4.862575826644897,5.200205178260803,
1984-04-11,,,5.691733360290527,5.058367156982422,4.741684055328369,4.65181450843811,4.867408037185669,5.199214973449707,
1984-04-12,,,5.563344955444336,5.2209875106811525,4.861509609222412,4.692469596862793,4.869672479629517,5.196940884590149,
1984-04-13,,,5.392167091369629,5.349372291564942,4.955658578872681,4.722426080703736,4.871068115234375,5.192955017089844,
1984-04-16,,,5.392167091369629,5.494874954223633,5.049807548522949,4.756662034988404,4.8741669273376464,5.186840195655822,
1984-04-17,,,5.477756500244141,5.503433799743652,5.169633483886718,4.797317171096802,4.877274351119995,5.178174948692321,
1984-04-18,,,5.777321815490723,5.520551490783691,5.289459323883056,4.857230091094971,4.886373081207275,5.17165376663208,
1984-04-19,,,5.948502063751221,5.597582912445068,5.409285211563111,4.936400723457337,4.904856519699097,5.168121747970581,
1984-04-20,,,5.948502063751221,5.708849906921387,5.529111099243164,5.017711186408997,4.924191522598266,5.165441336631775,
1984-04-23,,,7.660302639007568,6.162477016448975,5.828675985336304,5.173912978172302,4.979465742111206,5.179027323722839,
1984-04-24,,,7.617504119873047,6.5904265403747555,6.046930170059204,5.332254314422608,5.030477628707886,5.193036932945251,
1984-04-25,,,8.302225112915039,7.095407199859619,6.307979345321655,5.524831700325012,5.094332323074341,5.216874279975891,
1984-04-26,,,8.259432792663574,7.55759334564209,6.577588129043579,5.719548869132995,5.159885940551757,5.242412648200989,
1984-04-27,,,8.302225112915039,8.028337955474854,6.86859393119812,5.912126255035401,5.226295404434204,5.268378939628601,
1984-04-30,,,8.345020294189453,8.16528148651123,7.163879251480102,6.106843400001526,5.293560771942139,5.297753710746765,
1984-05-01,,,8.345020294189453,8.310784721374512,7.450605630874634,6.310119557380676,5.365084056854248,5.329683232307434,
1984-05-02,,,8.302225112915039,8.310784721374512,7.703095960617065,6.496277642250061,5.431493520736694,5.361610579490661,
1984-05-03,,,8.345020294189453,8.327902221679688,7.942747783660889,6.676016497611999,5.4987588882446286,5.390985350608826,
1984-05-04,,,8.302225112915039,8.327902221679688,8.17812008857727,6.8536155939102175,5.562613582611084,5.4199321699142455,
1984-05-07,,,8.302225112915039,8.319343185424804,8.242312335968018,7.035494160652161,5.626468276977539,5.450582156181335,
1984-05-08,,,8.302225112915039,8.310784149169923,8.310784435272216,7.17885730266571,5.694580945968628,5.481657934188843,
1984-05-09,,,8.302225112915039,8.310784149169923,8.310784435272216,7.309381890296936,5.763545131683349,5.513159503936768,
1984-05-10,,,8.345020294189453,8.310784149169923,8.319343185424804,7.448465657234192,5.831662073135376,5.546366405487061,
1984-05-11,,,8.302225112915039,8.310784149169923,8.319343185424804,7.593968558311462,5.895516767501831,5.578719558715821,
1984-05-14,,,8.302225112915039,8.310784149169923,8.315063667297363,7.739471459388733,5.962777805328369,5.61107271194458,
1984-05-15,,,8.216635704040527,8.29366626739502,8.30222520828247,7.876415419578552,6.025772323608399,5.6421441650390625,
1984-05-16,,,8.259432792663574,8.285107803344726,8.297945976257324,8.000520968437195,6.092177515029907,5.671940431594849,
1984-05-17,,,8.216635704040527,8.259430885314941,8.285107517242432,8.11392765045166,6.159429912567139,5.701308727264404,
1984-05-18,,,8.259432792663574,8.25087242126465,8.280828285217286,8.229474186897278,6.230093021392822,5.731956582069397,
1984-05-21,,,8.259432792663574,8.242313957214355,8.276549053192138,8.259430694580079,6.301132717132568,5.76260443687439,
1984-05-22,,,8.216635704040527,8.242313957214355,8.267990112304688,8.289387273788453,6.367892827987671,5.793675889968872,
1984-05-23,,,8.088249206542969,8.208077239990235,8.24659252166748,8.27868847846985,6.433797063827515,5.822611908912659,
1984-05-24,,,8.173837661743164,8.199517631530762,8.22947425842285,8.274408721923828,6.502268953323364,5.854958553314209,
1984-05-25,,,8.216635704040527,8.190958213806152,8.2209153175354,8.270129251480103,6.57074091911316,5.888158993721008,
1984-05-28,,,8.216635704040527,8.182398796081543,8.21235637664795,8.263710021972656,6.640924673080445,5.920082049369812,
1984-05-29,,,8.216635704040527,8.182398796081543,8.21235637664795,8.25729079246521,6.711964311599732,5.95243088722229,
1984-05-30,,,8.216635704040527,8.208076095581054,8.208076667785644,8.253011322021484,6.784715757369995,5.985205512046814,
1984-05-31,,,8.216635704040527,8.216635704040527,8.208076667785644,8.246592092514039,6.861746683120727,6.014999604225158,
1984-06-01,,,8.1310453414917,8.199517631530762,8.195237922668458,8.238033103942872,6.937921733856201,6.043511996269226,
1984-06-04,,,8.173837661743164,8.190958023071289,8.186678409576416,8.231613731384277,7.010673151016236,6.072452311515808,
1984-06-05,,,8.173837661743164,8.182398414611816,8.18239860534668,8.225194358825684,7.08513635635376,6.095005784034729,
1984-06-06,,,8.173837661743164,8.173838806152343,8.1909574508667,8.21877498626709,7.159599561691284,6.117133455276489,
1984-06-07,,,8.173837661743164,8.165279197692872,8.1909574508667,8.210215854644776,7.235774526596069,6.14053849697113,
1984-06-08,,,8.173837661743164,8.173837661743164,8.186677646636962,8.203796482086181,7.310237731933594,6.1626661682128905,
1984-06-11,,,8.1310453414917,8.165279197692872,8.17811861038208,8.195237493515014,7.383845090866089,6.185643286705017,
1984-06-12,,,8.173837661743164,8.165279197692872,8.173838806152343,8.193097591400146,7.4617319011688235,6.207345170974731,
1984-06-13,,,8.088249206542969,8.148161506652832,8.161000156402588,8.184538412094117,7.531915616989136,6.22733959197998,
1984-06-14,,,8.216635704040527,8.156721115112305,8.161000156402588,8.184538412094117,7.601243467330932,6.249469456672668,
1984-06-15,,,8.1310453414917,8.148162651062012,8.161000156402588,8.178119039535522,7.668859510421753,6.272872371673584,
1984-06-18,,,8.1310453414917,8.148162651062012,8.156720924377442,8.171699666976929,7.738187341690064,6.300107393264771,
1984-06-19,,,8.088249206542969,8.131044960021972,8.148162078857421,8.16528034210205,7.791253080368042,6.32691445350647,
1984-06-20,,,8.173837661743164,8.148162651062012,8.148162078857421,8.169559764862061,7.840895166397095,6.354151601791382,
1984-06-21,,,8.173837661743164,8.13960304260254,8.148162078857421,8.169559764862061,7.8931050205230715,6.381388750076294,
1984-06-22,,,8.1310453414917,8.13960304260254,8.143882846832275,8.16528024673462,7.947882585525512,6.409475350379944,
1984-06-25,,,8.173837661743164,8.148161506652832,8.148162078857421,8.163140344619752,8.003515996932983,6.438841462135315,
1984-06-26,,,8.259432792663574,8.182398223876953,8.156721591949463,8.165280199050903,8.059149522781372,6.468211936950683,
1984-06-27,,,7.8742756843566895,8.122485828399657,8.135324239730835,8.14816219806671,8.101088600158691,6.493730840682983,
1984-06-28,,,7.703100204467773,8.02833833694458,8.08397068977356,8.122485423088074,8.136180562973022,6.52051854133606,
1984-06-29,,,7.8742756843566895,7.9769844055175785,8.058293724060059,8.109646940231324,8.174696035385132,6.549443778991699,
1984-07-02,,,8.04545783996582,7.9513084411621096,8.049734973907471,8.103227949142456,8.182399139404296,6.580932440757752,
1984-07-03,,,8.00265884399414,7.8999536514282225,8.041175937652588,8.094669008255005,8.19010223388672,6.610289931297302,
1984-07-04,,,8.00265884399414,7.925630283355713,8.024058055877685,8.086110067367553,8.1841109085083,6.639221615791321,
1984-07-05,,,8.00265884399414,7.9855420112609865,8.006940174102784,8.077551126480103,8.178975429534912,6.669430685043335,
1984-07-06,,,7.91707181930542,7.994101238250733,7.985542821884155,8.064712834358215,8.17127236366272,6.698783884048462,
1984-07-09,,,7.788683891296387,7.9427464485168455,7.9470274448394775,8.04759476184845,8.160145635604858,6.726853203773499,
1984-07-10,,,7.788683891296387,7.899951457977295,7.899952554702759,8.02833707332611,8.149018907546997,6.757051482200622,
1984-07-11,,,7.788683891296387,7.857156467437744,7.891393375396729,8.013358807563781,8.138748083114624,6.785120801925659,
1984-07-12,,,7.788683891296387,7.814361476898194,7.89995174407959,7.991961216926574,8.127621355056762,6.813190121650695,
1984-07-13,,,7.788683891296387,7.788683891296387,7.891392564773559,7.974843144416809,8.117350530624389,6.839982056617737,
1984-07-16,,,7.788683891296387,7.788683891296387,7.865715169906617,7.957725071907044,8.107079706192017,6.866773991584778,
1984-07-17,,,7.660302639007568,7.763007640838623,7.831479549407959,7.936327743530273,8.094241256713866,6.894411101341247,
1984-07-18,,,7.660302639007568,7.737331390380859,7.797243928909301,7.910650992393494,8.081402807235717,6.922473969459534,
1984-07-19,,,7.531916618347168,7.685977935791016,7.750169706344605,7.878554940223694,8.065140733718872,6.948401403427124,
1984-07-20,,,7.531916618347168,7.634624481201172,7.711654186248779,7.848598504066468,8.049734563827515,6.972625665664673,
1984-07-23,,,7.103967189788818,7.497681140899658,7.6431825160980225,7.79510498046875,8.02576940536499,6.99427360534668,
1984-07-24,,,6.761608600616455,7.317942333221436,7.540474987030029,7.720213770866394,7.996668863296509,7.011220593452453,
1984-07-25,,,7.189557552337647,7.223793315887451,7.480562353134156,7.685977864265442,7.97527135848999,7.0337244367599485,
1984-07-26,,,6.633224010467529,7.044054794311523,7.36501636505127,7.632484054565429,7.94360312461853,7.051516518592835,
1984-07-27,,,6.162477493286133,6.770166969299316,7.202395725250244,7.546894145011902,7.9016640186309814,7.065878520011902,
1984-07-30,,,5.777321815490723,6.504837894439698,7.001259517669678,7.433487343788147,7.852021799087525,7.076577258110047,
1984-07-31,,,6.076886177062988,6.367893409729004,6.84291787147522,7.337198710441589,7.809226808547973,7.088559818267822,
1984-08-01,,,6.20526933670044,6.1710357666015625,6.697414541244507,7.247329235076904,7.771567211151123,7.102682137489319,
1984-08-02,,,6.119681358337402,6.068327236175537,6.55619101524353,7.153180360794067,7.730484085083008,7.116376519203186,
1984-08-03,,,6.20526933670044,6.076885604858399,6.423526287078857,7.067590236663818,7.690256757736206,7.130498838424683,
1984-08-06,,,5.905707836151123,6.102562808990479,6.303700351715088,6.973441433906555,7.644038200378418,7.142481436729431,
1984-08-07,,,6.076886177062988,6.102562808990479,6.235228109359741,6.887851548194885,7.601243209838867,7.1566037607193,
1984-08-08,,,6.633224010467529,6.1881537437438965,6.1795947551727295,6.830078554153443,7.569574975967408,7.177145366668701,
1984-08-09,,,7.018375873565674,6.367892646789551,6.218109941482544,6.791563153266907,7.54560977935791,7.203678231239319,
1984-08-10,,,6.804403305053711,6.487719440460205,6.282302522659302,6.742349123954773,7.5190769386291505,7.228499336242676,
1984-08-13,,,6.804403305053711,6.667458534240723,6.385010671615601,6.693135094642639,7.491688251495361,7.251180701255798,
1984-08-14,,,6.718812942504883,6.795843887329101,6.44920334815979,6.646060609817505,7.462587757110596,7.2738620567321775,
1984-08-15,,,6.633224010467529,6.795843887329101,6.491998815536499,6.594706678390503,7.431775484085083,7.2956875228881835,
1984-08-16,,,6.376450538635254,6.667458820343017,6.517675733566284,6.536933374404907,7.395827741622925,7.315801134109497,
1984-08-17,,,6.462042331695557,6.598986625671387,6.543353033065796,6.483439660072326,7.361591835021972,7.335914783477783,
1984-08-20,,,6.462042331695557,6.530514430999756,6.598986482620239,6.451343417167664,7.32821177482605,7.356028432846069,
1984-08-21,,,6.761608600616455,6.53907356262207,6.667458724975586,6.451343417167664,7.299967193603516,7.38084954738617,
1984-08-22,,,6.804403305053711,6.573309421539307,6.6845766544342045,6.432085704803467,7.274290275573731,7.403102946281433,
1984-08-23,,,6.761608600616455,6.650341033935547,6.658899927139283,6.438504934310913,7.245189733505249,7.42321660041809,
1984-08-24,,,6.847198009490967,6.727372169494629,6.663179397583008,6.472740960121155,7.219512786865234,7.444186148643493,6.331946969032288
1984-08-27,,,6.761608600616455,6.787285423278808,6.658899927139283,6.521955299377441,7.192124052047729,7.465155696868896,6.335736765861511
1984-08-28,,,6.8899922370910645,6.81296215057373,6.6760178565979,6.562610602378845,7.168158912658692,7.479705996513367,6.3399555873870845
1984-08-29,,,6.932787895202637,6.8386390686035154,6.7059742450714115,6.598986530303955,7.143337917327881,7.4921165418624875,6.345665757656097
1984-08-30,,,6.932787895202637,6.872874927520752,6.761607980728149,6.639641857147216,7.11851692199707,7.505810971260071,6.35137592792511
1984-08-31,56.260981121395865,A,6.8899922370910645,6.881433773040771,6.8044029712677006,6.673878002166748,7.093695859909058,7.520789222717285,6.3568721199035645
1984-09-03,56.26056031606154,A,6.8899922370910645,6.907110500335693,6.847197961807251,6.7230922222137455,7.068018951416016,7.5357674741744995,6.361303834915161
1984-09-04,56.359411053532845,A,7.189557552337647,6.96702356338501,6.8899928569793705,6.778725790977478,7.046621446609497,7.552885484695435,6.3655302166938785
1984-09-05,56.190821452553024,A,6.761608600616455,6.932787704467773,6.885713386535644,6.785145020484924,7.024368104934692,7.562728352546692,6.367191059589386
1984-09-06,55.953337045494045,A,6.761608600616455,6.8985518455505375,6.885713386535644,6.772306656837463,7.005538272857666,7.570859417915345,6.369490582942962
1984-09-07,55.86266943996702,A,6.975583076477051,6.915670013427734,6.898551893234253,6.78086564540863,6.987564420700073,7.5811302280426025,6.373285782337189
1984-09-10,55.569755172830746,A,6.847198009490967,6.907111167907715,6.9071108341217045,6.7830053806304935,6.963599224090576,7.572999181747437,6.376013252735138
1984-09-11,55.18132608280258,A,6.847198009490967,6.838639259338379,6.902831411361694,6.789424633979797,6.940490007400513,7.565296120643616,6.3791665267944335
1984-09-12,55.064627767517074,C,6.804403305053711,6.84719820022583,6.889992952346802,6.797983598709107,6.916524896621704,7.550317902565002,6.383596091270447
1984-09-13,54.93926234842277,B,6.676015377044678,6.830079555511475,6.864315700531006,6.812961840629578,6.889992027282715,7.534483728408813,6.388448188304901
1984-09-14,54.65266771751408,B,6.633224010467529,6.76160774230957,6.838638877868652,6.821520924568176,6.864315071105957,7.517793717384339,6.393086328506469
1984-09-17,54.64380713392516,B,6.761608600616455,6.744489860534668,6.825800514221191,6.8364992380142215,6.843773565292358,7.501959600448608,6.399856655597687
1984-09-18,54.627032640988155,B,6.761608600616455,6.7273719787597654,6.783005619049073,6.8364992380142215,6.82323205947876,7.486125483512878,6.407904357910156
1984-09-19,54.61205641176655,B,6.676015377044678,6.701694393157959,6.774446296691894,6.830079841613769,6.800978689193726,7.469863386154175,6.415736982822418
1984-09-20,54.715661358747354,B,6.847198009490967,6.735930919647217,6.783005237579346,6.8343593120574955,6.782148971557617,7.45488516330719,6.422935256958008
1984-09-21,54.80514931702269,C,6.761608600616455,6.761607837677002,6.7616077899932865,6.830079841613769,6.761607465744018,7.439478998184204,6.429705584049225
1984-09-24,54.76449791258816,B,6.676015377044678,6.7444891929626465,6.744489526748657,6.825800180435181,6.739354095458984,7.4232169008255005,6.436899528503418
1984-09-25,54.72593251958318,B,6.590427875518799,6.710253047943115,6.71881251335144,6.810821962356568,6.717956600189209,7.406098928451538,6.44387843132019
1984-09-26,54.73435319620358,B,6.676015377044678,6.710253047943115,6.705973720550537,6.797983336448669,6.698270854949951,7.389836831092834,6.451498167514801
1984-09-27,54.656248259285725,B,6.676015377044678,6.676016521453858,6.705973720550537,6.785144710540772,6.681152830123901,7.3731467819213865,6.459756593704224
1984-09-28,54.64029982355064,B,6.633224010467529,6.650339603424072,6.705973720550537,6.772306299209594,6.663178977966308,7.356456770896911,6.467588164806366
1984-10-01,54.512730639101584,B,6.290863513946533,6.573309230804443,6.658899211883545,6.742349863052368,6.646916904449463,7.336343154907227,6.473707933425903
1984-10-02,54.48231897539076,B,6.376450538635254,6.530513763427734,6.620383405685425,6.701694512367249,6.639213743209839,7.317941303253174,6.480042734146118
1984-10-03,54.49545282527515,B,6.590427875518799,6.513396263122559,6.611824655532837,6.693135476112365,6.627231149673462,7.301251254081726,6.4865958428382875
1984-10-04,54.52765364011242,B,6.590427875518799,6.496278762817383,6.58614764213562,6.684576439857483,6.6263752269744876,7.284989175796508,6.493148951530457
1984-10-05,54.67392119049271,B,6.761608600616455,6.521955680847168,6.58614764213562,6.673877716064453,6.6383578491210935,7.270010933876038,6.500983757972717
1984-10-08,55.094813741157765,P,6.847198009490967,6.633222579956055,6.603265905380249,6.673877716064453,6.659755373001099,7.255888586044311,6.5092465114593505
1984-10-09,55.361255876888286,P,6.676015377044678,6.693135547637939,6.611824655532837,6.665318584442138,6.671737957000732,7.240482382774353,6.5170791363716125
1984-10-10,55.448111086724246,P,6.590427875518799,6.693135547637939,6.603265905380249,6.654619812965393,6.6794411277771,7.225504169464111,6.524058039188385
1984-10-11,55.55686086505953,A,6.633224010467529,6.701694774627685,6.5989867687225345,6.652480244636536,6.689711980819702,7.210098032951355,6.532528293132782
1984-10-12,55.55253376860217,A,6.676015377044678,6.68457612991333,6.603265905380249,6.654619812965393,6.699126901626587,7.194691829681396,6.541425411701202
1984-10-15,55.422965349283196,A,6.633224010467529,6.641781330108643,6.637501955032349,6.648200583457947,6.713677225112915,7.178857712745667,6.549469881057739
1984-10-16,55.37636887900322,P,6.590427875518799,6.624663829803467,6.6588996887207035,6.639641547203064,6.723948059082031,7.162595634460449,6.55751326084137
1984-10-17,55.34999227611228,P,6.547632217407227,6.616104698181152,6.654620122909546,6.633222389221191,6.7222362232208255,7.1459055995941165,6.565555555820465
1984-10-18,55.180174941462916,P,6.462042331695557,6.581868362426758,6.641781568527222,6.613964605331421,6.711109552383423,7.128359665870667,6.5716796350479125
1984-10-19,54.86393156241559,B,6.162477493286133,6.479160785675049,6.581868457794189,6.584008049964905,6.698271036148071,7.1086739873886104,6.576092991828919
1984-10-22,54.62625251958386,B,6.333657264709473,6.419247436523437,6.53051438331604,6.566890144348145,6.688856115341187,7.090272183418274,6.581362247467041
1984-10-23,54.41293148953457,B,6.333657264709473,6.367893314361572,6.496278572082519,6.554051613807678,6.681153001785279,7.071870379447937,6.583438081741333
1984-10-24,54.20719746493749,B,6.20526933670044,6.299420738220215,6.457762718200684,6.5305143117904665,6.672593908309937,7.05218469619751,6.584659075736999
1984-10-25,54.11001398548101,B,6.162477493286133,6.23950777053833,6.410688066482544,6.504837417602539,6.668314447402954,7.03207109451294,6.586304795742035
1984-10-26,54.18650160040059,B,6.162477493286133,6.23950777053833,6.359334278106689,6.481300091743469,6.662323150634766,7.011957492828369,6.58731183052063
1984-10-29,54.090806899454854,B,5.948502063751221,6.16247673034668,6.290862083435059,6.464182019233704,6.652052345275879,6.990132060050964,6.587887673377991
1984-10-30,53.91285158056193,B,5.862912654876709,6.068327808380127,6.21811056137085,6.4385051250457765,6.634078426361084,6.9670228099823,6.587183990478516
