Date,GRADE,GPS,BA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1983-11-21,,,2.910578727722168,,,,,,
1983-11-22,,,2.979264497756958,,,,,,
1983-11-23,,,3.005021333694458,,,,,,
1983-11-24,,,3.005021333694458,,,,,,
1983-11-25,,,2.996435165405273,2.9792642116546633,,,,,
1983-11-28,,,3.01360821723938,2.9998701095581053,,,,,
1983-11-29,,,3.108051300048828,3.0256274700164796,,,,,
1983-11-30,,,3.13380765914917,3.0513847351074217,,,,,
1983-12-01,,,3.108051300048828,3.071990728378296,,,,,
1983-12-02,,,3.0651209354400635,3.085727882385254,3.0324960470199587,,,,
1983-12-05,,,3.108051300048828,3.1046164989471436,3.0522433042526247,,,,
1983-12-06,,,3.08229398727417,3.099465036392212,3.0625462532043457,,,,
1983-12-07,,,3.1681506633758545,3.1063336372375487,3.0788591861724854,,,,
1983-12-08,,,3.1681506633758545,3.118353509902954,3.095172119140625,,,,
1983-12-09,,,3.13380765914917,3.132090854644775,3.1089093685150146,,,,
1983-12-12,,,3.1509792804718018,3.1406764507293703,3.1226464748382567,,,,
1983-12-13,,,3.1423935890197754,3.152696371078491,3.1260807037353517,,,,
1983-12-14,,,3.13380765914917,3.1458277702331543,3.1260807037353517,,,,
1983-12-15,,,3.08229398727417,3.128656435012817,3.123504972457886,,,,
1983-12-16,,,3.08229398727417,3.1183537006378175,3.1252222776412966,3.0788591623306276,,,
1983-12-19,,,3.1595664024353027,3.1200711250305178,3.130373787879944,3.0913085460662844,,,
1983-12-20,,,3.1681506633758545,3.1252225399017335,3.138959455490112,3.100752854347229,,,
1983-12-21,,,3.1509792804718018,3.1286568641662598,3.137242317199707,3.108050751686096,,,
1983-12-22,,,3.099465131759644,3.1320910930633543,3.1303737640380858,3.1127729415893555,,,
1983-12-23,,,3.099465131759644,3.1355253219604493,3.1269395112991334,3.117924439907074,,,
1983-12-26,,,3.099465131759644,3.1235050678253176,3.1217880964279177,3.122217285633087,,,
1983-12-27,,,3.116636037826538,3.113202142715454,3.119212341308594,3.122646522521973,,,
1983-12-28,,,3.0737054347991943,3.0977473735809324,3.113202118873596,3.1196414113044737,,,
1983-12-29,,,3.039365530014038,3.0857274532318115,3.108909273147583,3.1162071228027344,,,
1983-12-30,,,3.005021333694458,3.0668386936187746,3.1011820077896117,3.113202142715454,,,
1984-01-02,,,3.005021333694458,3.047949934005737,3.085727500915527,3.1080506443977356,,,
1984-01-03,,,3.022193431854248,3.0290614128112794,3.071131777763367,3.1050456166267395,,,
1984-01-04,,,3.1509792804718018,3.044516181945801,3.071131777763367,3.104187047481537,,,
1984-01-05,,,3.2797696590423584,3.092597007751465,3.089162230491638,3.109767997264862,,,
1984-01-06,,,3.27118182182312,3.145829105377197,3.1063338994979857,3.1166367053985597,,,
1984-01-09,,,3.2797696590423584,3.200778770446777,3.1243643522262574,3.1230762243270873,,,
1984-01-10,,,3.26259446144104,3.2488589763641356,3.1389601945877077,3.129086267948151,,,
1984-01-11,,,3.236837863922119,3.266030693054199,3.1552734375,3.1342377781867983,,,
1984-01-12,,,3.2540109157562256,3.2608789443969726,3.176737976074219,3.1428236246109007,,,
1984-01-13,,,3.2282519340515137,3.2522929668426515,3.1990610361099243,3.1501215219497682,,,
1984-01-16,,,3.185322999954224,3.2334036350250246,3.217091202735901,3.151409351825714,,,
1984-01-17,,,3.3484528064727783,3.250575304031372,3.249717140197754,3.16042445898056,,,
1984-01-18,,,3.4171385765075684,3.2866354465484617,3.2763330698013307,3.1737324237823485,,,
1984-01-19,,,3.399965524673462,3.3158263683319094,3.2883526563644407,3.1887574434280395,,,
1984-01-20,,,3.3398687839508057,3.3381497383117678,3.2952213525772094,3.2007776260375977,,,
1984-01-23,,,3.2883529663085938,3.3587557315826415,3.296079683303833,3.2102220177650453,,,
1984-01-24,,,3.27118182182312,3.34330153465271,3.296938419342041,3.2179493069648744,,,
1984-01-25,,,3.219665765762329,3.3038069725036623,3.295221209526062,3.225247323513031,,,
1984-01-26,,,3.1423935890197754,3.252292585372925,3.284059476852417,3.230398726463318,,,
1984-01-27,,,3.1681506633758545,3.2179489612579344,3.278049349784851,3.2385551929473877,3.147202143669128,,
1984-01-30,,,3.12522292137146,3.185322952270508,3.2720393419265745,3.2445652723312377,3.151495027542114,,
1984-01-31,,,3.0565357208251958,3.1423937320709228,3.2428476333618166,3.246282386779785,3.153040452003479,,
1984-02-01,,,3.039365530014038,3.106333684921265,3.2050703287124636,3.240701699256897,3.1537273359298705,,
1984-02-02,,,2.953507661819458,3.0685564994812013,3.160424542427063,3.224388599395752,3.1526970624923707,,
1984-02-03,,,2.910578727722168,3.017042112350464,3.117495536804199,3.2063584446907045,3.1509799337387085,,
1984-02-06,,,2.9088470935821533,2.9737669467926025,3.079544949531555,3.187812316417694,3.148884711265564,,
1984-02-07,,,3.047363519668579,2.9719325065612794,3.057163119316101,3.177050769329071,3.147670955657959,,
1984-02-08,,,2.9175050258636475,2.9475604057312013,3.026947045326233,3.1610841274261476,3.1433449029922484,,
1984-02-09,,,2.9175050258636475,2.940359878540039,3.00445818901062,3.1442588329315186,3.139533977508545,,
1984-02-10,,,2.865560293197632,2.931356191635132,2.974199151992798,3.1261242508888243,3.1355427646636964,,
1984-02-13,,,2.8395884037017822,2.9175044536590575,2.94563570022583,3.1088375210762025,3.1301735067367553,,
1984-02-14,,,2.90018892288208,2.8880695343017577,2.9300010204315186,3.0864243268966676,3.1265314054489135,,
1984-02-15,,,2.952133655548096,2.8949952602386473,2.9212778329849245,3.063174080848694,3.1222110652923583,,
1984-02-16,,,3.0040767192840576,2.9123095989227297,2.9263347387313843,3.0433796405792237,3.1189295864105224,,
1984-02-17,,,2.97810435295105,2.934818410873413,2.9330873012542726,3.025291419029236,3.11581552028656,,
1984-02-20,,,2.97810435295105,2.9625216007232664,2.940013027191162,3.009778988361359,3.112358021736145,,
1984-02-21,,,2.9348177909851074,2.969447374343872,2.928758454322815,2.992960786819458,3.1082065057754518,,
1984-02-22,,,2.9088470935821533,2.9607900619506835,2.9278926610946656,2.977419853210449,3.1037072944641113,,
1984-02-23,,,2.9088470935821533,2.9417441368103026,2.927026867866516,2.965742528438568,3.100238356590271,,
1984-02-24,,,3.0387067794799805,2.9538646221160887,2.944341516494751,2.9592703342437745,3.099366612434387,,
1984-02-27,,,3.012733697891236,2.960790491104126,2.9616560459136965,2.953645873069763,3.096429958343506,,
1984-02-28,,,2.9867618083953857,2.9711792945861815,2.9703133344650268,2.950157177448273,3.0928021812438966,,
1984-02-29,,,2.9867618083953857,2.9867622375488283,2.9737761497497557,2.94752699136734,3.089517831802368,,
1984-03-01,,,2.97810435295105,3.0006136894226074,2.971178913116455,2.94875682592392,3.087090616226196,,
1984-03-02,,,2.952133655548096,2.9832990646362307,2.9685818433761595,2.950834572315216,3.0841439867019655,,
1984-03-05,,,2.89153265953064,2.9590588569641114,2.9599246740341187,2.9499688506126405,3.0799853372573853,,
1984-03-06,,,2.8482463359832764,2.9313557624816893,2.9512675285339354,2.9400129914283752,3.07461754322052,,
1984-03-07,,,2.7876434326171875,2.8915320873260497,2.939147162437439,2.9335199117660524,3.0688963031768797,,
1984-03-08,,,2.761673212051392,2.848245859146118,2.924429774284363,2.92572832107544,3.063342456817627,,
1984-03-09,,,2.7183868885040283,2.8014965057373047,2.8923977851867675,2.9183696508407597,3.0576097679138186,,
1984-03-12,,,2.7876434326171875,2.7807186603546143,2.869888758659363,2.91577240228653,3.053262209892273,,
1984-03-13,,,2.7010719776153564,2.75128378868103,2.84131977558136,2.905816555023194,3.046839780807495,,
1984-03-14,,,2.6404707431793213,2.721849250793457,2.8066906690597535,2.890233409404755,3.0366296100616457,,
1984-03-15,,,2.68375563621521,2.7062657356262205,2.7772557973861693,2.8742173552513126,3.0247093296051024,,
1984-03-16,,,2.709730386734009,2.7045344352722167,2.753015470504761,2.8607986569404606,3.0134803009033204,,
1984-03-19,,,2.796302795410156,2.7062663078308105,2.7434924840927124,2.8517085790634153,3.0038109636306762,,
1984-03-20,,,2.7530159950256348,2.7166551113128663,2.7339694499969482,2.842618489265442,2.9936193943023683,,
1984-03-21,,,2.7530159950256348,2.7391641616821287,2.730506706237793,2.834826934337616,2.9839429569244387,,
1984-03-22,,,2.6318132877349854,2.728775691986084,2.7175207138061523,2.8209752440452576,2.9714990043640137,,
1984-03-23,,,2.4932973384857178,2.6854890823364257,2.695011758804321,2.7937047719955443,2.9567999124526976,,
1984-03-26,,,2.5192697048187256,2.6300824642181397,2.668174386024475,2.7690315723419188,2.9434788465499877,,
1984-03-27,,,2.5625557899475098,2.591990423202515,2.6543227672576903,2.747821271419525,2.9277609062194823,,
1984-03-28,,,2.657785654067993,2.5729443550109865,2.6560542583465576,2.7313724637031553,2.912573847770691,,
1984-03-29,,,2.657785654067993,2.578138828277588,2.653457260131836,2.7153565287590027,2.8977302503585816,,
1984-03-30,,,2.6404707431793213,2.6075735092163086,2.6465312957763674,2.699773383140564,2.883742289543152,,
1984-04-02,,,2.614499807357788,2.6266195297241213,2.6283509969711303,2.6859217405319216,2.8702652263641357,,
1984-04-03,,,2.5625557899475098,2.6266195297241213,2.609304976463318,2.671637213230133,2.8560927057266237,,
1984-04-04,,,2.5798702239990234,2.611036443710327,2.5919903993606566,2.6612485527992247,2.8432967948913572,,
1984-04-05,,,2.5192697048187256,2.5833332538604736,2.5807360410690308,2.6491283774375916,2.8308343172073362,,
1984-04-06,,,2.5192697048187256,2.5590930461883543,2.5833332777023315,2.6391725182533263,2.8178566980361937,2.982529420852661,
1984-04-09,,,2.5885252952575684,2.5538981437683104,2.590258836746216,2.6292166113853455,2.807122745513916,2.979308886528015,
1984-04-10,,,2.605842351913452,2.562555456161499,2.59458749294281,2.6244551301002503,2.798108878135681,2.9755746650695802,
1984-04-11,,,2.605842351913452,2.5677498817443847,2.589393162727356,2.622723710536957,2.7894384145736693,2.97158287525177,
1984-04-12,,,2.7010719776153564,2.604110336303711,2.593721795082092,2.6235895276069643,2.7843897008895873,2.968543381690979,
1984-04-13,,,2.657785654067993,2.6318135261535645,2.5954532861709594,2.620992290973663,2.7793338394165037,2.9651568865776063,
1984-04-16,,,2.6751022338867188,2.6491289138793945,2.6015135288238525,2.6149322628974914,2.774658942222595,2.9617718267440796,
1984-04-17,,,2.6491289138793945,2.657786226272583,2.610170841217041,2.6097379088401795,2.7666942501068115,2.9571826028823853,
1984-04-18,,,2.614499807357788,2.6595177173614504,2.6136337995529173,2.602812099456787,2.7606341457366943,2.9519895243644716,
1984-04-19,,,2.605842351913452,2.6404717922210694,2.6222910642623902,2.6015135526657103,2.7544008922576904,2.946967434883118,
1984-04-20,,,2.605842351913452,2.630083131790161,2.6309483289718627,2.607140803337097,2.749206533432007,2.9423746490478515,
1984-04-23,,,2.6231577396392822,2.619694232940674,2.634411573410034,2.612335205078125,2.7448779201507567,2.937525713443756,
1984-04-24,,,2.6751022338867188,2.6248888969421387,2.6413375616073607,2.6179625272750853,2.74037618637085,2.9334537959098816,
1984-04-25,,,2.7010719776153564,2.6422033309936523,2.6508605241775514,2.6201268434524536,2.735354952812195,2.9287830090522764,
1984-04-26,,,2.68375563621521,2.657785987854004,2.6491288900375367,2.6214253425598146,2.728948531150818,2.92393905878067,
1984-04-27,,,2.666443347930908,2.669906187057495,2.649994659423828,2.622723972797394,2.722715311050415,2.9192654156684874,
1984-04-30,,,2.597186088562012,2.664711856842041,2.6422030448913576,2.621858286857605,2.7150969457626344,2.9137274837493896,
1984-05-01,,,2.6491289138793945,2.659517192840576,2.6422030448913576,2.6261869430541993,2.70938316822052,2.908794836997986,
1984-05-02,,,2.6491289138793945,2.6491285800933837,2.6456659555435182,2.6296498775482178,2.704188804626465,2.903948049545288,
1984-05-03,,,2.692415714263916,2.650860595703125,2.6543232917785646,2.638307178020477,2.6998601770401,2.9000492668151856,
1984-05-04,,,2.657785654067993,2.649129056930542,2.6595176219940186,2.6452329754829407,2.69224175453186,2.895804183483124,
1984-05-07,,,2.734671115875244,2.6766260623931886,2.6706689596176147,2.6525402665138245,2.6866805028915404,2.891555230617523,
1984-05-08,,,2.734671115875244,2.6937345027923585,2.6766258478164673,2.658981704711914,2.681638689041138,2.8872204351425172,
1984-05-09,,,2.7434074878692627,2.712590217590332,2.680859398841858,2.6658599615097045,2.676771602630615,2.8831447172164917,
1984-05-10,,,2.7434074878692627,2.7227885723114014,2.686824584007263,2.6679767370224,2.6720776653289793,2.8795841407775877,
1984-05-11,,,2.7171969413757324,2.7346708297729494,2.6918999433517454,2.6709473013877867,2.667378931045532,2.8757614588737486,
1984-05-14,,,2.64729905128479,2.7171964168548586,2.6969112396240233,2.6695571422576903,2.6624942588806153,2.8712397980690003,
1984-05-15,,,2.629826068878174,2.6962274074554444,2.6949809551239015,2.6685920000076293,2.6581258535385133,2.8663716983795164,
1984-05-16,,,2.6647748947143555,2.680500888824463,2.6965455532073976,2.671105754375458,2.6556684827804564,2.8622823929786683,
1984-05-17,,,2.6647748947143555,2.6647743701934816,2.6937814712524415,2.674052381515503,2.6537305164337157,2.8585364866256713,
1984-05-18,,,2.7171969413757324,2.6647743701934816,2.6997225999832155,2.679620110988617,2.6537067174911497,2.855658242702484,
1984-05-21,,,2.725935220718384,2.6805016040802,2.698849010467529,2.684758985042572,2.652472553253174,2.8528673815727235,
1984-05-22,,,2.7171969413757324,2.697975778579712,2.697101593017578,2.6868637204170227,2.6527950525283814,2.849817416667938,
1984-05-23,,,2.673511266708374,2.6997230529785154,2.6901119709014893,2.6854856848716735,2.653455862998962,2.845042736530304,
1984-05-24,,,2.64729905128479,2.6962278842926026,2.680501127243042,2.6836628556251525,2.652726731300354,2.8387180304527284,
1984-05-25,,,2.6560378074646,2.683996057510376,2.6743852138519286,2.6831425786018372,2.6516528797149657,2.8325665903091433,
1984-05-28,,,2.6560378074646,2.6700165748596194,2.6752590894699098,2.6860851645469666,2.6488475799560547,2.8263292717933655,
1984-05-29,,,2.621090888977051,2.650795364379883,2.6743855714797973,2.6846832633018494,2.646209077835083,2.8199142360687257,
