Date,GRADE,GPS,BA,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-05-30,,,2.64729905128479,2.6455529212951663,2.6726379871368406,2.684591770172119,2.6440947389602663,2.8140188479423522,
1984-05-31,,,2.725935220718384,2.661280155181885,2.6787540197372435,2.6862677454948427,2.645977177619934,2.808738090991974,
1984-06-01,,,2.760883092880249,2.6822492122650146,2.6831226348876953,2.6914226174354554,2.651328892707825,2.804064402580261,
1984-06-04,,,2.8133034706115723,2.713702344894409,2.6918594598770142,2.695354235172272,2.657209568023682,2.8003442072868348,
1984-06-05,,,2.8569884300231934,2.760881853103638,2.70583860874176,2.701470100879669,2.663098220825195,2.795429563522339,
1984-06-06,,,2.8569884300231934,2.8028197288513184,2.724186325073242,2.7071491479873657,2.667082276344299,2.789828062057495,
1984-06-07,,,2.944357395172119,2.8465041637420656,2.753892159461975,2.7171966433525085,2.672813711166382,2.7852719807624817,
1984-06-08,,,2.988042116165161,2.8919359683990478,2.787092590332031,2.73073890209198,2.6797651386260988,2.7817537140846254,
1984-06-11,,,2.918147563934326,2.9129047870635985,2.813303565979004,2.744281327724457,2.6858380937576296,2.7780516600608824,
1984-06-12,,,2.9705703258514404,2.935621166229248,2.8482515096664427,2.76131854057312,2.693998384475708,2.775045545101166,
1984-06-13,,,2.935620069503784,2.951347494125366,2.8770836114883425,2.7748607993125916,2.7011133813858033,2.7722050881385805,
1984-06-14,,,2.918147563934326,2.9461055278778074,2.8963048458099365,2.78752943277359,2.7090909385681154,2.769962627887726,
1984-06-15,,,2.9094104766845703,2.9303791999816893,2.9111575841903687,2.797140109539032,2.716893754005432,2.767375226020813,
1984-06-18,,,3.005516767501831,2.9478530406951906,2.9303789138793945,2.811119186878204,2.725233583450317,2.766178164482117,
1984-06-19,,,3.005516767501831,2.9548423290252686,2.9452317476272585,2.8255351781845093,2.733227071762085,2.765667974948883,
1984-06-20,,,3.0317275524139404,2.9740638256073,2.962705659866333,2.8434459924697877,2.7417447757720947,2.7655915951728822,
1984-06-21,,,2.988042116165161,2.9880427360534667,2.9670741319656373,2.8604831457138062,2.747484178543091,2.765936939716339,
1984-06-22,,,3.005516767501831,3.007263994216919,2.9688215970993044,2.8779570937156675,2.7544388008117675,2.7668863201141356,
1984-06-25,,,3.0492022037506104,3.016001081466675,2.9819270610809325,2.8976153135299683,2.7619208002090456,2.76828987121582,
1984-06-26,,,2.996779203414917,3.014253568649292,2.9845479488372804,2.9163997292518617,2.768873805999756,2.7677840280532835,
1984-06-27,,,2.9705703258514404,3.002022123336792,2.988042974472046,2.932563292980194,2.775995216369629,2.7683146810531616,
1984-06-28,,,3.0492022037506104,3.0142541408538817,3.0011484384536744,2.9487266421318052,2.784862413406372,2.769631652832031,
1984-06-29,,,3.0579400062561035,3.0247387886047363,3.0160013914108275,2.9635794878005983,2.793904366493225,2.771555449962616,
1984-07-02,,,3.0492022037506104,3.0247387886047363,3.0203699350357054,2.97537442445755,2.802425255775452,2.773651587963104,
1984-07-03,,,3.136571884155273,3.0526973247528075,3.0334754467010496,2.989353597164154,2.8116546487808227,2.7760154175758363,
1984-07-04,,,3.136571884155273,3.085897636413574,3.043959879875183,3.003332769870758,2.8203646469116213,2.777859799861908,
1984-07-05,,,3.127833604812622,3.101623916625976,3.0579390287399293,3.0125065803527833,2.8292462062835693,2.779097368717194,
1984-07-06,,,3.1453089714050293,3.1190977096557613,3.071918249130249,3.0203699231147767,2.8388235187530517,2.7807694149017332,
1984-07-09,,,3.223939657211304,3.1540452003479005,3.089391994476318,3.0356595277786256,2.8513585901260377,2.783227767944336,
1984-07-10,,,3.215203762054444,3.1697715759277343,3.111234450340271,3.0478911995887756,2.8626800870895384,2.786031627655029,
1984-07-11,,,3.1190977096557617,3.1662767410278323,3.126087188720703,3.0570650815963747,2.872079463005066,2.7881341338157655,
1984-07-12,,,3.08414888381958,3.157539796829224,3.1295818567276,3.0653651475906374,2.879914126396179,2.7898871517181396,
1984-07-13,,,3.1016242504119877,3.1488028526306158,3.1339502811431883,3.074975836277008,2.8887908983230592,2.7905163264274595,
1984-07-16,,,3.0754120349884038,3.1190973281860352,3.1365712642669683,3.078470599651337,2.8956057167053224,2.7911431097984316,
1984-07-17,,,3.1453089714050293,3.1051183700561524,3.137444972991944,3.0854602098464965,2.903818473815918,2.792728581428528,
1984-07-18,,,3.136571884155273,3.108613204956055,3.1374449729919434,3.0907024264335634,2.9116817617416384,2.794226682186127,
1984-07-19,,,3.127833604812622,3.117350149154663,3.1374449729919434,3.097692000865936,2.9193702840805056,2.7957239747047424,
1984-07-20,,,3.127833604812622,3.12259202003479,3.135697436332703,3.103807842731476,2.927583017349243,2.797480974197388,
1984-07-23,,,3.040463447570801,3.1156023025512694,3.1173498153686525,3.1033709049224854,2.9354463052749633,2.7989702820777893,
1984-07-24,,,2.9705703258514404,3.080654573440552,3.092886471748352,3.1020604610443114,2.942261190414429,2.800193521976471,
1984-07-25,,,3.0579400062561035,3.0649281978607177,3.086770701408386,3.1064289450645446,2.950124492645264,2.80289648771286,
1984-07-26,,,3.127833604812622,3.0649281978607177,3.0911391735076905,3.1103605151176454,2.959385666847229,2.8065580916404724,
1984-07-27,,,3.2501511573791504,3.0893917083740234,3.1059918642044066,3.1199710726737977,2.9700447511672974,2.8118757343292238,
1984-07-30,,,3.24141526222229,3.129582071304321,3.1225921869277955,3.1295817255973817,2.9803543519973754,2.816413452625275,
1984-07-31,,,3.2763638496398926,3.190740776062012,3.135697674751282,3.1365713238716126,2.9915376901626587,2.82216637134552,
1984-08-01,,,3.3549962043762207,3.250152015686035,3.1575401067733764,3.14749253988266,3.0051673889160155,2.829311625957489,
1984-08-02,,,3.4248909950256348,3.309563493728638,3.1872458457946777,3.1623454093933105,3.0207192277908326,2.836722979545593,
1984-08-03,,,3.6171064376831055,3.382954549789429,3.236173129081726,3.1859352827072143,3.0399406003952025,2.8457967400550843,
1984-08-06,,,3.615347862243652,3.457741069793701,3.2936615705490113,3.2055056929588317,3.0591268014907835,2.8539871907234193,
1984-08-07,,,3.6329362392425537,3.5290555477142336,3.3598981618881227,3.226392316818237,3.0793637084960936,2.8627863931655884,
1984-08-08,,,3.5449743270874023,3.5670511722564697,3.4086015939712526,3.2476861476898193,3.097317214012146,2.870705976486206,
1984-08-09,,,3.6065497398376474,3.603382921218872,3.456473207473755,3.2738061904907227,3.114929504394531,2.880453341007233,
1984-08-10,,,3.588958740234375,3.597753381729126,3.4903539657592773,3.298172914981842,3.131491017341614,2.891409955024719,
1984-08-13,,,3.6417346000671382,3.603030729293823,3.530385899543762,3.326489043235779,3.1480596399307252,2.9026346039772033,
1984-08-14,,,3.6417346000671382,3.6047904014587404,3.566922974586487,3.3513103246688845,3.163754563331604,2.9134263920784,
1984-08-15,,,3.57136344909668,3.6100682258605956,3.588559699058533,3.3730499029159544,3.1780420637130735,2.9225621700286863,
1984-08-16,,,3.6593270301818848,3.6206236839294434,3.612003302574158,3.3996245741844175,3.192341456413269,2.9325775837898256,
1984-08-17,,,3.650531530380249,3.6329382419586183,3.615345811843872,3.425759470462799,3.2055912446975707,2.9426781916618348,
1984-08-20,,,3.6857168674468994,3.6417346954345704,3.622382712364197,3.458022141456604,3.2209426307678224,2.9533903622627258,
1984-08-21,,,3.756088733673096,3.6646055221557616,3.634697961807251,3.4972980618476868,3.236652998924255,2.9653256916999817,
1984-08-22,,,3.738495111465454,3.698031854629517,3.654050040245056,3.5313258171081543,3.252710499763489,2.976911940574646,
1984-08-23,,,3.720901727676392,3.710346794128418,3.6654852390289308,3.560979223251343,3.26876558303833,2.9889282608032226,
1984-08-24,,,3.773681879043579,3.734976863861084,3.683957552909851,3.587155759334564,3.2860510110855103,3.001472382545471,2.992000901699066
1984-08-27,,,3.782480955123901,3.7543296813964844,3.698032188415527,3.6142090439796446,3.301590294837952,3.0134119391441345,2.996360412836075
1984-08-28,,,3.773681879043579,3.757848310470581,3.7112269163131715,3.639074945449829,3.3169535970687867,3.025090334415436,3.000332499742508
1984-08-29,,,3.782480955123901,3.7666454792022703,3.7323386669158936,3.6604491829872132,3.331968665122986,3.03685672044754,3.004219797849655
1984-08-30,,,3.782480955123901,3.7789613246917724,3.744654059410095,3.6783286809921263,3.3478574419021605,3.0476708102226255,3.0081070959568024
1984-08-31,66.88308034510051,A,3.764885187149048,3.7772019863128663,3.756089425086975,3.6857176184654237,3.363044810295105,3.0587418055534363,3.011949346065521
1984-09-03,66.87294195775807,A,3.764885187149048,3.7736828327178955,3.76400625705719,3.6931944847106934,3.377358469963074,3.0696396350860597,3.0157057309150694
1984-09-04,66.85854869021438,A,3.676919937133789,3.7543304443359373,3.756089377403259,3.695393669605255,3.3909612846374513,3.0799175453186036,3.0185500741004945
1984-09-05,66.84285623494026,A,3.650531530380249,3.727940559387207,3.7472930192947387,3.7006715297698975,3.4045605087280273,3.0902778625488283,3.0211336934566497
1984-09-06,66.831047153265,P,3.6857168674468994,3.7085877418518067,3.7437745332717896,3.70462988615036,3.4172908020019532,3.1010766077041625,3.02402202129364
1984-09-07,66.82922966010275,P,3.764885187149048,3.7085877418518067,3.7428948640823365,3.713426208496094,3.431429705619812,3.1126670360565187,3.027520842552185
1984-09-10,66.82637815189602,P,3.747292041778565,3.70506911277771,3.7393759727478026,3.718704080581665,3.445391502380371,3.1239083790779114,3.030717046260834
1984-09-11,66.83456044426137,P,3.782480955123901,3.7261813163757322,3.740255880355835,3.7257413983345034,3.458309683799744,3.1349821662902833,3.0342179811000825
1984-09-12,66.84681858983221,A,3.8264598846435542,3.7613669872283935,3.7446537733078005,3.738496220111847,3.4721074438095094,3.146236045360565,3.0375095272064208
1984-09-13,66.86107222097222,A,3.896831512451172,3.803589916229248,3.7560888290405274,3.750371444225311,3.48748740196228,3.1583668041229247,3.0411529314517973
1984-09-14,66.87091902698917,A,3.932018756866455,3.8370166301727293,3.7728021860122682,3.7644458055496215,3.5032215976715086,3.17102255821228,3.045143986940384
1984-09-17,66.88233225396955,A,3.9232215881347656,3.8722025394439696,3.78863582611084,3.7763210415840147,3.5172072362899782,3.184282913208008,3.0490051984786986
1984-09-18,66.88962553212406,A,3.9232215881347656,3.9003506660461427,3.8132659912109377,3.7846776843070984,3.5313675928115846,3.1970238399505617,3.0529093384742736
1984-09-19,66.90113720379891,A,4.019983291625977,3.939055347442627,3.85021116733551,3.7987520933151244,3.549385304450989,3.2107323837280273,3.057340216636658
1984-09-20,66.90480638184412,A,3.984796285629273,3.9566483020782472,3.8801191091537475,3.8119468212127687,3.5673982524871826,3.223656189441681,3.061852728128433
1984-09-21,66.90076605915418,A,3.932018756866455,3.9566483020782472,3.8968324661254883,3.819863665103912,3.584006142616272,3.2363985204696655,3.0661013519763944
1984-09-24,66.89097424426511,A,3.852850914001465,3.942574167251587,3.9073883533477782,3.8233821630477904,3.599554920196533,3.2475803184509275,3.0695677745342254
1984-09-25,66.87935529450995,A,3.835256576538086,3.924981164932251,3.912665915489197,3.826460897922516,3.6133538722991942,3.258586173057556,3.0729033041000364
1984-09-26,66.85666946808882,A,3.8264598846435542,3.8862764835357666,3.912665915489197,3.8286598443984987,3.62715163230896,3.269416697025299,3.0762807071208953
1984-09-27,66.83249304791529,A,3.747292041778565,3.838775634765625,3.897711968421936,3.826900398731232,3.6395408010482786,3.279455542564392,3.07951984167099
1984-09-28,66.81883895759455,P,3.791272640228272,3.810626411437988,3.8836373567581175,3.828219771385193,3.6528095817565918,3.2901962995529175,3.082978879213333
1984-10-01,66.81187828572958,P,3.747292041778565,3.7895146369934083,3.8660444021224976,3.8273401141166685,3.666946153640747,3.3011962294578554,3.086218013763428
1984-10-02,66.80807175415391,P,3.729700803756714,3.768403482437134,3.8466923236846924,3.829979157447815,3.6821287631988526,3.3121949768066408,3.089283337593079
1984-10-03,66.80002596457187,P,3.650531530380249,3.7332178115844727,3.8097471475601195,3.829979157447815,3.6939805936813355,3.3220525431632995,3.092167468070984
1984-10-04,66.80358362580263,P,3.712106466293335,3.7261806964874267,3.782478165626526,3.8312986373901365,3.7056660509109496,3.332525858879089,3.09553117275238
1984-10-05,66.80298804385797,P,3.747292041778565,3.7173845767974854,3.764005494117737,3.8304189801216126,3.715608868598938,3.3428268098831175,3.0992425262928007
1984-10-08,66.79809168927815,P,3.6593270301818848,3.6997915744781493,3.744653105735779,3.8260207295417787,3.7239671039581297,3.3521607279777528,3.102514054775238
1984-10-09,66.79169705946957,P,3.650531530380249,3.6839577198028564,3.726180601119995,3.819423258304596,3.731450457572937,3.3614940738677976,3.105655745267868
1984-10-10,66.79483675893412,P,3.676919937133789,3.6892354011535646,3.7112266063690185,3.8119462609291075,3.7378889322280884,3.371528160572052,3.108285448551178
1984-10-11,66.7889354278138,P,3.66812515258789,3.6804391384124755,3.703309917449951,3.8005109429359436,3.7427536153793337,3.381736421585083,3.1102272260189054
1984-10-12,66.7922591116736,P,3.844055652618408,3.6997918605804445,3.708588218688965,3.7961127877235414,3.7472925996780395,3.393616600036621,3.113091595172882
1984-10-15,66.80497471141736,P,3.879237651824951,3.7437739849090574,3.7217827796936036,3.7939135909080504,3.7525703954696654,3.4058485984802247,3.116088935136795
1984-10-16,66.82311743734287,A,3.932018756866455,3.800071430206299,3.7420145750045775,3.794353449344635,3.7585520458221438,3.4189578771591185,3.1194360566139223
1984-10-17,66.838948672323,A,3.9232215881347656,3.849331760406494,3.769283580780029,3.7895153641700743,3.766116991043091,3.4317171025276183,3.1228679752349855
1984-10-18,66.86707337419098,A,4.072760581970215,3.930258846282959,3.8053489923477173,3.7939135789871217,3.7754412078857422,3.445185356140137,3.126961723566055
