Date,GRADE,GPS,AON,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1984-02-07,,,2.136889934539795,2.15798225402832,2.211599612236023,2.3775917053222657,2.4637870502471926,,
1984-02-08,,,2.120701789855957,2.1482221603393556,2.1907671451568604,2.350026845932007,2.4567491722106936,,
1984-02-09,,,2.120701789855957,2.135271406173706,2.171530079841614,2.3232595324516296,2.4497112941741945,,
1984-02-10,,,2.169266700744629,2.127176856994629,2.162732648849487,2.299319291114807,2.443804235458374,,
1984-02-13,,,2.185455799102783,2.1466032028198243,2.159542179107666,2.2777838110923767,2.4388590383529665,,
1984-02-14,,,2.185455799102783,2.156316375732422,2.157149314880371,2.257045829296112,2.4324781370162962,,
1984-02-15,,,2.112607002258301,2.1546974182128906,2.151459789276123,2.2334630846977235,2.4249593019485474,,
1984-02-16,,,2.120701789855957,2.1546974182128906,2.144984412193298,2.211880326271057,2.4180809450149536,,
1984-02-17,,,2.120701789855957,2.1449844360351564,2.1360806465148925,2.191095161437988,2.411362090110779,,
1984-02-20,,,2.120701789855957,2.132033634185791,2.139318418502808,2.1822741627693176,2.4036861085891723,,
1984-02-21,,,2.0559470653533936,2.106131887435913,2.1312241315841676,2.171411871910095,2.395353136062622,,
1984-02-22,,,2.0559470653533936,2.0947999000549316,2.1247486591339113,2.1577579021453857,2.3874987077713015,,
1984-02-23,,,2.0316643714904785,2.076992416381836,2.1158449172973635,2.1436874985694887,2.378999104499817,,
1984-02-24,,,2.088324069976806,2.0705168724060057,2.107750654220581,2.135241651535034,2.3719517612457275,,
1984-02-27,,,2.136889934539795,2.0737545013427736,2.1028940677642822,2.131218123435974,2.3663543033599854,,
1984-02-28,,,2.120701789855957,2.086705446243286,2.0964186668395994,2.1267839908599853,2.3602735471725462,,
1984-02-29,,,2.1045122146606445,2.0964184761047364,2.095609188079834,2.1235344886779783,2.3521142625808715,,
1984-03-01,,,2.112607002258301,2.112607002258301,2.0947997093200685,2.1198920607566833,2.343638300895691,,
1984-03-02,,,2.161172389984131,2.1271766662597655,2.098846769332886,2.117463707923889,2.336293158531189,,
1984-03-05,,,2.1530797481536865,2.130414628982544,2.1020845651626585,2.120701491832733,2.328786163330078,,
1984-03-06,,,2.1530797481536865,2.1368902206420897,2.111797833442688,2.1215109825134277,2.3211196565628054,,
1984-03-07,,,2.1530797481536865,2.146603727340698,2.1215111017227173,2.1231298804283143,2.314091234207153,,
1984-03-08,,,2.1530797481536865,2.1546982765197753,2.1336526393890383,2.124748778343201,2.3069033002853394,,
1984-03-09,,,2.161172389984131,2.1546982765197753,2.1409374713897704,2.124344062805176,2.298760538101196,,
1984-03-12,,,2.161172389984131,2.156316804885864,2.143365716934204,2.123129892349243,2.2906177759170534,,
1984-03-13,,,2.1530797481536865,2.156316804885864,2.146603512763977,2.121511089801788,2.2823131608963014,,
1984-03-14,,,2.120701789855957,2.1498412132263183,2.148222470283508,2.1219158291816713,2.2733609867095947,,
1984-03-15,,,2.072136402130127,2.1336525440216065,2.144175410270691,2.1194875597953797,2.259289946556091,,
1984-03-16,,,2.0964183807373047,2.1207017421722414,2.137700009346008,2.118273389339447,2.2476188278198244,,
1984-03-19,,,2.0559470653533936,2.099656677246094,2.127986741065979,2.115035653114319,2.235616807937622,,
1984-03-20,,,2.072136402130127,2.0834680080413817,2.119892406463623,2.1158451199531556,2.223619556427002,,
1984-03-21,,,2.072136402130127,2.0737549304962157,2.111798071861267,2.1166545867919924,2.2116223049163817,,
1984-03-22,,,2.080229520797729,2.0753735542297362,2.1045130491256714,2.119082844257355,2.200105934143066,,
1984-03-23,,,2.06404185295105,2.068898248672485,2.0947999954223633,2.117868733406067,2.188425340652466,,
1984-03-26,,,2.1045122146606445,2.0786112785339355,2.0891339778900146,2.116249847412109,2.178192276954651,,
1984-03-27,,,2.1045122146606445,2.085086441040039,2.0842772245407106,2.1154403686523438,2.1682782125473024,,
1984-03-28,,,2.088324069976806,2.0883239746093745,2.0810394525527953,2.1146309614181518,2.1583594560623167,,
1984-03-29,,,2.0316643714904785,2.0786109447479246,2.0769922494888307,2.1105838298797606,2.147945604324341,,
1984-03-30,,,2.0559470653533936,2.0769919872283937,2.0729451179504395,2.105322563648224,2.138336443901062,,
1984-04-02,,,2.02357029914856,2.0608036041259767,2.069707441329956,2.0988470911979675,2.1328654146194457,,
1984-04-03,,,2.02357029914856,2.0446152210235597,2.0648508310317992,2.0923716187477113,2.12787296295166,,
1984-04-04,,,2.0073821544647217,2.0284268379211428,2.0583754062652586,2.085086739063263,2.121440076828003,,
1984-04-05,,,1.999287843704224,2.021951532363892,2.0502812385559084,2.07739714384079,2.115164384841919,,
1984-04-06,,,1.9507211446762085,2.000906348228455,2.038949167728424,2.0668745815753935,2.109033987522125,2.311553009748459,
1984-04-09,,,1.9588156938552856,1.9879554271698,2.024379515647888,2.0567567467689516,2.1038630914688112,2.306016402244568,
1984-04-10,,,1.991194009780884,1.981480169296265,2.013047695159912,2.0486624598503114,2.099499282836914,2.3007238125801086,
1984-04-11,,,1.9588156938552856,1.9717668771743777,2.00009685754776,2.040568155050278,2.095285551548004,2.294868165254593,
1984-04-12,,,1.966909885406494,1.9652912855148315,1.9936214089393616,2.035306829214096,2.09091463804245,2.2890934598445893,
1984-04-13,,,1.991194009780884,1.9733858585357666,1.9871461033821105,2.030045610666275,2.0865437293052675,2.2835615956783295,
1984-04-16,,,1.9831002950668333,1.978242778778076,1.983099102973938,2.026403272151947,2.084439253807068,2.2780285477638245,
1984-04-17,,,2.0397582054138184,1.9879556179046631,1.984717893600464,2.0247843623161317,2.0824966192245484,2.2731418347358705,
1984-04-18,,,2.06404185295105,2.009000849723816,1.9903838634490967,2.0243796348571776,2.08136342048645,2.269056296348572,
1984-04-19,,,2.080229520797729,2.031664776802063,1.9984780311584474,2.0243796348571776,2.0805539751052855,2.26513263463974,
1984-04-20,,,2.080229520797729,2.049471879005432,2.0114288687705995,2.025189018249512,2.078773231506348,2.261288733482361,
1984-04-23,,,2.072136402130127,2.067279100418091,2.0227609395980837,2.0235702276229857,2.0765068435668947,2.2576829409599304,
1984-04-24,,,2.128796339035034,2.085086727142334,2.0365211725234986,2.024784433841705,2.0753736543655394,2.253925895690918,
1984-04-25,,,2.1530797481536865,2.1028943061828613,2.0559475779533387,2.028022217750549,2.076183109283447,2.2505712056159974,
1984-04-26,,,2.1955082416534424,2.125950050354004,2.0788074135780334,2.0362144112586975,2.077679238319397,2.2478800916671755,
1984-04-27,,,2.187286853790283,2.1473615169525146,2.0984166979789736,2.042781400680542,2.0790109395980836,2.245186514854431,
1984-04-30,,,2.2201778888702397,2.176969814300537,2.122124457359314,2.052611780166626,2.0810004615783693,2.242343285083771,
1984-05-01,,,2.228400707244873,2.196890687942505,2.1409887075424194,2.0628533005714416,2.0844495344161986,2.2399013352394106,
1984-05-02,,,2.294184923171997,2.225111722946167,2.164003014564514,2.0771934390068054,2.0892142915725707,2.238356499671936,
1984-05-03,,,2.253068447113037,2.236623764038086,2.181286907196045,2.089882469177246,2.093642373085022,2.2363207387924193,
1984-05-04,,,2.253068447113037,2.2497800827026366,2.198570799827576,2.1049998342990874,2.0969372606277465,2.2344445109367372,
1984-05-07,,,2.2037312984466557,2.2464907646179197,2.2117302894592283,2.117245614528656,2.098274087905884,2.2323141956329344,
1984-05-08,,,2.1955082416534424,2.239912271499634,2.218401479721069,2.127461326122284,2.0997702169418333,2.2300218820571898,
1984-05-09,,,2.1708407402038574,2.215243434906006,2.2201775789260862,2.1380625784397127,2.101096787452698,2.226605525016785,
1984-05-10,,,2.211953401565552,2.2070204257965087,2.2218220949172975,2.1503147542476655,2.1030837154388426,2.223361008167267,
1984-05-11,,,2.2201778888702397,2.200442314147949,2.225111198425293,2.1617639482021334,2.104263825416565,2.220278491973877,
1984-05-14,,,2.2037312984466557,2.2004423141479497,2.2234665393829345,2.172795498371124,2.1052768564224245,2.2170315098762514,
1984-05-15,,,2.2037312984466557,2.2020869255065922,2.220999598503113,2.180994153022766,2.1062898874282836,2.2137047719955443,
1984-05-16,,,2.1708407402038574,2.2020869255065922,2.2086651802062987,2.1863340973854064,2.106645107269287,2.2103681707382203,
1984-05-17,,,2.096834182739258,2.1790630817413335,2.193041753768921,2.187164330482483,2.1055201959609984,2.206211748123169,
1984-05-18,,,2.055719375610352,2.1461713790893553,2.1733068466186527,2.185938823223114,2.103411135673523,2.20108583688736,
1984-05-21,,,2.0063822269439697,2.1067015647888185,2.1535719394683843,2.1826511144638063,2.1003153324127197,2.1954665541648866,
1984-05-22,,,1.973490595817566,2.0606534242630006,2.1313701748847964,2.1748858273029326,2.0967235493659975,2.1895183551311495,
1984-05-23,,,1.9570449590682983,2.0178942680358887,2.1099905967712407,2.1650840878486632,2.093450412750244,2.1834056997299194,
1984-05-24,,,1.9488213062286377,1.9882916927337646,2.0836773872375494,2.152749741077423,2.0909841108322142,2.1751370286941527,
1984-05-25,,,1.899484634399414,1.957044744491577,2.051608061790467,2.1383596301078795,2.0870454359054564,2.1673321318626404,
1984-05-28,,,1.899484634399414,1.935665225982666,2.0211833953857425,2.1223249673843383,2.083916187286377,2.1597664976119995,
1984-05-29,,,1.8090332746505735,1.9027737617492675,1.981713593006134,2.1013565957546234,2.078654124736786,2.151136840581894,
1984-05-30,,,1.8583701848983765,1.8830388069152832,1.9504665374755858,2.0795658588409425,2.074378800392151,2.143000552654266,
1984-05-31,,,1.9405995607376096,1.8813944578170776,1.934843075275421,2.063942414522171,2.0715862011909483,2.1358460676670075,
1984-06-01,,,1.973490595817566,1.896195650100708,1.9266201972961425,2.0499635219573973,2.069775176048279,2.1291002583503724,
1984-06-04,,,1.9899356365203855,1.9142858505249023,1.9249755382537839,2.039273738861084,2.0674836444854736,2.1228379607200623,
1984-06-05,,,1.9570449590682983,1.9438881874084473,1.9233309745788572,2.027350574731827,2.064534299373627,2.1164062559604644,
1984-06-06,,,1.9405995607376096,1.960334062576294,1.9216864347457883,2.0158385157585146,2.0615798091888426,2.10996963262558,
1984-06-07,,,1.92415463924408,1.957045078277588,1.9192197680473329,2.001448577642441,2.0594296145439146,2.103687609434128,
1984-06-08,,,1.9159297943115237,1.9455329179763794,1.9208642840385437,1.986236172914505,2.056629269123077,2.0974828565120696,
1984-06-11,,,1.9488213062286377,1.9373100519180297,1.925797951221466,1.9734906733036042,2.055134289264679,2.0939998519420624,
1984-06-12,,,1.9570449590682983,1.9373100519180297,1.9405991196632386,1.9611563563346863,2.0538037824630737,2.090838372707367,
1984-06-13,,,1.9570449590682983,1.9405991315841675,1.9504665970802306,1.9504665672779082,2.0527970385551453,2.087118557691574,
1984-06-14,,,1.9652682542800903,1.9488218545913696,1.9529334664344788,1.9438882708549499,2.0521166467666627,2.0836405158042908,
1984-06-15,,,1.9652682542800903,1.958689546585083,1.9521112322807312,1.939365714788437,2.05240758895874,2.080720788240433,
1984-06-18,,,2.0063822269439697,1.9702017307281494,1.9537558913230897,1.939365714788437,2.0533589196205138,2.0786110055446625,
1984-06-19,,,2.047497510910034,1.9882922410964965,1.9628011465072632,1.9430660605430603,2.054484989643097,2.0769921362400057,
1984-06-20,,,2.096834182739258,2.0162500858306887,1.978424608707428,1.9500555217266082,2.0572453594207762,2.0762654554843905,
1984-06-21,,,2.12150239944458,2.0474969148635864,1.9981593847274781,1.9586895763874055,2.060337209701538,2.075625923871994,
1984-06-22,,,2.12150239944458,2.078743743896484,2.018716645240784,1.9697904646396638,2.062943377494812,2.07474355340004,
1984-06-25,,,2.088610887527466,2.0951894760131835,2.0326956033706667,1.9792467772960662,2.0650535893440245,2.0747464215755462,
1984-06-26,,,2.0228285789489746,2.090255689620972,2.039273965358734,1.9899365425109863,2.0647149968147276,2.073605808019638,
1984-06-27,,,2.014606714248657,2.0738101959228517,2.0450301408767695,1.9977483689785003,2.0637262940406798,2.072544857263565,
1984-06-28,,,2.014606714248657,2.052431058883667,2.0499639868736264,2.001448726654053,2.0624138379096983,2.071483906507492,
1984-06-29,,,1.981714129447937,2.0244734048843385,2.051608574390411,2.0018599033355713,2.0604435300827024,2.0696083807945254,
1984-07-02,,,1.9405995607376096,1.9948711395263667,2.0450303077697756,1.9993930995464324,2.0578127932548522,2.0671598184108735,
1984-07-03,,,1.973490595817566,1.9850035429000852,2.0376296162605287,2.000215381383896,2.054706678390503,2.0650401663780213,
1984-07-04,,,1.973490595817566,1.9767803192138669,2.0252952575683594,2.0018599331378937,2.0511148953437806,2.063649002313614,
1984-07-05,,,1.9488213062286377,1.9636232376098632,2.0080271482467653,2.0030932664871215,2.0461811566352845,2.0619301974773405,
1984-07-06,,,1.9652682542800903,1.960334062576294,1.9924037337303162,2.00556018948555,2.0417407846450804,2.060375862121582,
1984-07-09,,,1.9570449590682983,1.9636231422424317,1.9792471408843995,2.005971372127533,2.0364781260490417,2.0587392938137055,
1984-07-10,,,1.9077070951461792,1.9504664421081543,1.9677349925041199,2.003504478931427,2.0300642538070677,2.0572568941116334,
1984-07-11,,,1.8583701848983765,1.9274423599243165,1.9521113395690919,1.998570740222931,2.0213479590415955,2.0552811253070833,
1984-07-12,,,1.8830398321151731,1.9142860651016236,1.9389546513557434,1.994459319114685,2.013947386741638,2.05379487991333,
1984-07-13,,,1.866593360900879,1.8945510864257813,1.9274425745010375,1.9895255744457245,2.006217885017395,2.0515775728225707,
1984-07-16,,,1.866593360900879,1.8764607667922975,1.9200419545173646,1.9825361311435699,1.9994751262664794,2.048874607086182,
1984-07-17,,,1.874816656112671,1.8698826789855958,1.910174560546875,1.9739020884037017,1.993061294555664,2.0464157557487486,
1984-07-18,,,1.874816656112671,1.8731719732284546,1.9003071665763855,1.9628012120723723,1.9871408128738404,2.044118800163269,
1984-07-19,,,1.866593360900879,1.8698826789855958,1.8920843720436096,1.9500557601451873,1.9802336120605468,2.0416586637496947,
1984-07-20,,,1.8419256210327148,1.8649491310119628,1.8797501087188722,1.936076921224594,1.9726685667037964,2.0384661960601806,
1984-07-23,,,1.833702087402344,1.858370876312256,1.8674158215522767,1.923331481218338,1.9652679824829102,2.0352724194526672,
1984-07-24,,,1.8419256210327148,1.8517926692962647,1.8608376741409303,1.914286333322525,1.9580318689346314,2.0321608781814575,
1984-07-25,,,1.8254793882369995,1.8419252157211303,1.8575485944747925,1.9048299670219422,1.951124641895294,2.0288848745822907,
1984-07-26,,,1.868719220161438,1.842350387573242,1.856116533279419,1.8975355923175812,1.9465623426437377,2.026041269302368,
1984-07-27,,,1.92737889289856,1.8594410419464111,1.862195086479187,1.8948188304901123,1.943995532989502,2.0237033343315125,
1984-07-30,,,1.902239203453064,1.873148465156555,1.8657596707344055,1.892900812625885,1.9419126725196838,2.0211140024662018,
1984-07-31,,,1.877100110054016,1.8801833629608153,1.86598801612854,1.8880812883377076,1.9399848628044127,2.018354206085205,
1984-08-01,,,1.9944186210632324,1.913971209526062,1.8779482126235962,1.889127689599991,1.9407323360443116,2.017091374397278,
1984-08-02,,,2.094975471496582,1.9592224597930907,1.9007864236831664,1.896435397863388,1.9436554193496705,2.0173197650909422,
1984-08-03,,,2.2206740379333496,2.017881488800049,1.93866126537323,1.909205687046051,1.950079207420349,2.0185623216629027,
1984-08-06,,,2.262575387954712,2.0899487257003786,1.9815485954284668,1.9244822084903717,1.9573410224914551,2.020628604888916,
1984-08-07,,,2.2541942596435547,2.1653675556182863,2.0227754592895506,1.9418065667152404,1.9662442421913147,2.02244918346405,
1984-08-08,,,2.2206740379333496,2.2106186389923095,2.0622949242591857,1.959921759366989,1.9734903192520141,2.0239345598220826,
1984-08-09,,,2.34637451171875,2.2608984470367433,2.110060453414917,1.983088493347168,1.981605818271637,2.0265960097312927,
1984-08-10,,,2.321234226226806,2.2810104846954347,2.149445986747742,2.0058205366134643,1.9885606908798217,2.02916793346405,
1984-08-13,,,2.3128533363342285,2.291066074371338,2.190507400035858,2.0281335353851317,1.9950190448760987,2.0312513446807863,
1984-08-14,,,2.321234226226806,2.3044740676879885,2.2349208116531374,2.0504544138908387,2.0023028302192687,2.0334185647964476,
1984-08-15,,,2.1955349445343018,2.2994462490081786,2.255032444000244,2.0664903283119203,2.007401537895203,2.0344906735420225,
1984-08-16,,,2.2122974395751958,2.2726308345794677,2.2667646408081055,2.083775532245636,2.013164393901825,2.03629700422287,
1984-08-17,,,2.237434864044189,2.2558709621429442,2.2684407234191895,2.1035509943962096,2.019594495296478,2.038111882209778,
1984-08-20,,,2.2122974395751958,2.2357597827911375,2.263412928581238,2.1224807620048525,2.0248640179634094,2.039999153614044,
1984-08-21,,,2.279334783554077,2.227379894256592,2.26592698097229,2.1443512201309205,2.031309814453125,2.0425567984580995,
1984-08-22,,,2.245814085006714,2.237435722351074,2.2684409856796264,2.165367954969406,2.0370851969718933,2.0449411177635195,
1984-08-23,,,2.245814085006714,2.244139051437378,2.258384943008423,2.18422269821167,2.042696113586426,2.047406380176544,
1984-08-24,,,2.245814085006714,2.245814895629883,2.2508429288864136,2.2001444578170775,2.048307030200958,2.0503573095798493,2.180955159664154
1984-08-27,,,2.2290563583374023,2.2491666793823244,2.242463231086731,2.2164853155612945,2.052760512828827,2.0530597162246704,2.179538059234619
1984-08-28,,,2.279334783554077,2.2491666793823244,2.238273286819458,2.2365970492362974,2.057397258281708,2.0559411239624024,2.1783324682712557
1984-08-29,,,2.279334783554077,2.255870819091797,2.2466532707214357,2.2508428573608397,2.0610472702980043,2.0591463148593903,2.1770072400569918
1984-08-30,,,2.245814085006714,2.255870819091797,2.2500049352645872,2.2583847880363463,2.063533504009247,2.0619353568553924,2.175514408349991
1984-08-31,51.460937943033656,A,2.2541942596435547,2.257546854019165,2.251680874824524,2.260060799121857,2.0661873412132263,2.064565359354019,2.1740634775161745
1984-09-03,51.45571746021802,A,2.2541942596435547,2.2625744342803955,2.25587055683136,2.259641742706299,2.0694990086555483,2.0672762989997864,2.1726524233818054
1984-09-04,51.44318303186801,A,2.262575387954712,2.2592225551605223,2.2541946172714233,2.260060799121857,2.074293944835663,2.0695044708251955,2.171323152780533
1984-09-05,51.43261269308565,A,2.270955801010132,2.2575467586517335,2.256708788871765,2.262574887275696,2.0794209265708923,2.0715736103057862,2.170314953327179
1984-09-06,51.43329073407042,A,2.287715435028076,2.265927028656006,2.2608989238739015,2.259641933441162,2.0848831009864806,2.0736484694480897,2.169390552043915
1984-09-07,51.43856260830887,A,2.287715435028076,2.2726312637329102,2.2650890588760375,2.2579659938812258,2.0910031270980833,2.075723328590393,2.168506031036377
1984-09-10,51.43854054843563,A,2.2541942596435547,2.2726312637329102,2.2676028490066527,2.255033040046692,2.0972750210762023,2.0775439071655275,2.1676134240627287
1984-09-11,51.43997756872725,A,2.279334783554077,2.275983142852783,2.2676028490066527,2.2529380679130555,2.1033919048309326,2.0790492916107177,2.166487593650818
1984-09-12,51.43969340450747,A,2.279334783554077,2.2776589393615723,2.2676028490066527,2.257128059864044,2.109508788585663,2.0803118419647215,2.1654415237903595
1984-09-13,51.44451482156302,A,2.3128533363342285,2.2826865196228026,2.2743067741394043,2.2621558547019958,2.1167894291877745,2.0814852929115295,2.1646826922893525
1984-09-14,51.45486403827755,A,2.354754447937012,2.2960943222045898,2.28436279296875,2.268021833896637,2.124579153060913,2.0831599688529967,2.164173241853714
1984-09-17,51.472541027824924,A,2.37151312828064,2.319558095932007,2.2960946798324584,2.275982618331909,2.1328685164451597,2.084673321247101,2.1635083031654356
1984-09-18,51.49461539507365,A,2.396653413772583,2.343021821975708,2.3095024824142456,2.2818485498428345,2.142647442817688,2.086355848312378,2.163128591775894
1984-09-19,51.5176311055289,A,2.413414001464844,2.3698376655578612,2.323748302459717,2.290228545665741,2.153748319149017,2.0875481390953063,2.162952319383621
1984-09-20,51.5295161187525,A,2.396653413772583,2.386597681045532,2.3346421003341673,2.2977705121040346,2.1640205907821657,2.088983988761902,2.162652363777161
1984-09-21,51.53020161788246,A,2.379894733428955,2.391625738143921,2.3438600301742554,2.3044745445251467,2.174286618232727,2.0902522516250612,2.162348381280899
1984-09-24,51.52968427565184,A,2.379894733428955,2.393302059173584,2.3564300775527953,2.312016463279724,2.1845526456832887,2.0920138859748842,2.1621640408039093
1984-09-25,51.52265366393913,A,2.379894733428955,2.389950323104858,2.366486072540283,2.317044460773468,2.1946542072296142,2.093857750892639,2.1619398164749146
1984-09-26,51.513140669328784,A,2.396653413772583,2.3865982055664063,2.378217935562134,2.322910392284393,2.2050909423828124,2.0961158776283266,2.1613607013225558
1984-09-27,51.51091396516682,A,2.413414001464844,2.3899503231048587,2.3882740020751956,2.3312903881072997,2.216027355194092,2.0981304836273194,2.160745745897293
1984-09-28,51.50813406468067,A,2.388273239135742,2.3916260242462157,2.391625881195069,2.337994337081909,2.226954307556152,2.0998114371299743,2.1600449645519255
1984-10-01,51.505815477905514,A,2.405035257339477,2.3966541290283203,2.394978094100952,2.3455363869667054,2.238380970954895,2.1018244767189027,2.159427993297577
1984-10-02,51.50413657949134,A,2.396653413772583,2.4000058650970457,2.394978094100952,2.352240288257599,2.249475526809692,2.103753697872162,2.158729234933853
1984-10-03,51.495366427610804,A,2.3631341457366943,2.393302011489868,2.3899501085281374,2.356849205493927,2.260228621959686,2.10567663192749,2.1580224013328553
1984-10-04,51.475205245541794,P,2.3128533363342285,2.3731898784637453,2.3815701007843018,2.3581061005592345,2.269111304283142,2.10783682346344,2.1570242857933044
1984-10-05,51.46980343752852,P,2.3631341457366943,2.3681620597839355,2.3798940420150756,2.3618770360946657,2.2778264093399048,2.1109109711647034,2.1559984040260316
1984-10-08,51.46016659770606,P,2.34637451171875,2.35642991065979,2.376542019844055,2.3664860486984254,2.2867091155052184,2.1143108940124513,2.1548887240886687
1984-10-09,51.44860429415297,P,2.3128533363342285,2.3396698951721193,2.3698378801345825,2.368161976337433,2.295424180030823,2.117704521417618,2.1536114382743836
1984-10-10,51.43561302349877,P,2.279334783554077,2.322910022735596,2.358106017112732,2.368161976337433,2.3011225032806397,2.1209274196624754,2.1521665596961976
1984-10-11,51.43419620213683,P,2.321234226226806,2.324586200714111,2.348888039588928,2.3685810208320617,2.305647678375244,2.1246515488624573,2.149894288778305
1984-10-12,51.428323796635425,P,2.3631341457366943,2.324586200714111,2.346374130249023,2.3690000057220457,2.308496880531311,2.12928804397583,2.1483100879192354
1984-10-15,51.419798322419446,P,2.34637451171875,2.324586200714111,2.340508055686951,2.3677430748939514,2.3101728630065916,2.1337569427490233,2.1467617201805114
1984-10-16,51.427510323321,P,2.388273239135742,2.339670181274414,2.3396700382232667,2.3673240661621096,2.3128544425964357,2.139549342393875,2.1453430914878844
1984-10-17,51.44923543946734,P,2.413414001464844,2.3664860248565676,2.3446980237960817,2.3673240661621096,2.3167092418670654,2.1450997805595398,2.144050166606903
1984-10-18,51.471722190750796,A,2.4553122520446777,2.3933016300201415,2.3589439153671266,2.370257008075714,2.318887996673584,2.1502469074726105,2.143046487569809
