Date,GRADE,GPS,FICO,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
1987-07-22,,,1.2095272541046145,,,,,,
1987-07-23,,,1.2095272541046145,,,,,,
1987-07-24,,,1.2095272541046145,,,,,,
1987-07-27,,,1.2095272541046145,,,,,,
1987-07-28,,,1.2095272541046145,1.2095272541046145,,,,,
1987-07-29,,,1.17683744430542,1.2029892921447756,,,,,
1987-07-30,,,1.17683744430542,1.1964513301849364,,,,,
1987-07-31,,,1.17683744430542,1.1899133682250977,,,,,
1987-08-03,,,1.144147276878357,1.1768373727798462,,,,,
1987-08-04,,,1.111457109451294,1.1572233438491821,1.1833752989768984,,,,
1987-08-05,,,1.111457109451294,1.144147276878357,1.1735682845115663,,,,
1987-08-06,,,1.111457109451294,1.1310712099075317,1.1637612700462343,,,,
1987-08-07,,,1.111457109451294,1.1179951429367065,1.1539542555809024,,,,
1987-08-10,,,1.17683744430542,1.1245331764221191,1.1506852746009826,,,,
1987-08-11,,,1.2095272541046145,1.1441472053527832,1.1506852746009826,,,,
1987-08-12,,,1.2422163486480713,1.1702990531921387,1.1572231650352478,,,,
1987-08-13,,,1.2095272541046145,1.189913082122803,1.1604921460151671,,,,
1987-08-14,,,1.2095272541046145,1.2095271110534669,1.1637611269950867,,,,
1987-08-17,,,1.2095272541046145,1.2160650730133058,1.1702991247177124,,,,
1987-08-18,,,1.2095272541046145,1.2160650730133056,1.1801061391830445,1.1817407190799716,,,
1987-08-19,,,1.2095272541046145,1.2095272541046145,1.1899131536483765,1.1817407190799716,,,
1987-08-20,,,1.2095272541046145,1.2095272541046145,1.1997201681137084,1.1817407190799716,,,
1987-08-21,,,1.2095272541046145,1.2095272541046145,1.2095271825790408,1.1817407190799716,,,
1987-08-24,,,1.2095272541046145,1.2095272541046145,1.2127961635589601,1.1817407190799716,,,
1987-08-25,,,1.2095272541046145,1.2095272541046145,1.2127961635589601,1.1817407190799716,,,
1987-08-26,,,1.2095272541046145,1.2095272541046145,1.2095272541046145,1.1833752095699313,,,
1987-08-27,,,1.2095272541046145,1.2095272541046145,1.2095272541046145,1.185009700059891,,,
1987-08-28,,,1.2422163486480713,1.2160650730133058,1.2127961635589601,1.1882786452770235,,,
1987-08-31,,,1.2749069929122925,1.2291410207748412,1.219334137439728,1.1948166310787203,,,
1987-09-01,,,1.2749069929122925,1.2422169685363769,1.2258721113204958,1.2029891252517702,,,
1987-09-02,,,1.2749069929122925,1.2552929162979125,1.2324100852012636,1.21116161942482,,,
1987-09-03,,,1.3075964450836182,1.2749067544937134,1.2422170042991638,1.2209685862064363,,,
1987-09-04,,,1.3075964450836182,1.2879827737808227,1.2520239233970643,1.2307755529880526,,,
1987-09-07,,,1.3075964450836182,1.294520664215088,1.2618308424949647,1.2373135030269624,,,
1987-09-08,,,1.3075964450836182,1.301058554649353,1.271637761592865,1.2422169625759127,,,
1987-09-09,,,1.3075964450836182,1.3075964450836182,1.2814446806907653,1.24548596739769,,,
1987-09-10,,,1.3075964450836182,1.3075964450836182,1.2912515997886658,1.2503894269466402,,,
1987-09-11,,,1.3075964450836182,1.3075964450836182,1.2977896094322205,1.2552928864955901,,,
1987-09-14,,,1.3075964450836182,1.3075964450836182,1.301058554649353,1.2601963460445404,,,
1987-09-15,,,1.3075964450836182,1.3075964450836182,1.3043274998664856,1.2650998055934906,,,
1987-09-16,,,1.3729772567749023,1.320672607421875,1.3141345262527466,1.273272305727005,,,
1987-09-17,,,1.3729772567749023,1.3337487697601318,1.320672607421875,1.2814448058605195,,,
1987-09-18,,,1.3729772567749023,1.3468249320983887,1.3272106885910033,1.289617305994034,,,
1987-09-21,,,1.2749069929122925,1.3402870416641235,1.323941743373871,1.2928862929344178,,,
1987-09-22,,,1.2422163486480713,1.3272110223770142,1.3174037337303162,1.2945207476615905,,,
1987-09-23,,,1.2422163486480713,1.301058840751648,1.3108657240867614,1.2961552023887635,,,
1987-09-24,,,1.2422163486480713,1.2749066591262816,1.3043277144432068,1.2977896571159362,,,
